1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,
(1 0.27002323),(2 0.5628875),(3 0.57352877),(4 0.8075016),(5 1.6248691),(6 2.006244),(7 2.0072336),(8 2.4851332),(9 3.5244427),(10 4.049446),(11 4.043887),(12 4.7005744),(13 6.1827602),(14 7.122339),(15 7.1237044),(16 7.925583),(17 8.867882),(18 9.337596),(19 9.352891),(20 9.936797),(21 10.913557),(22 11.85055),(23 11.849731),(24 12.388452),(25 13.421079),(26 13.87187),(27 13.870209),(28 14.341567),(29 15.55351),(30 16.30998),(31 16.309202),(32 16.824577),(33 17.655508),(34 17.967482),(35 17.973518),(36 18.1305),(37 18.269928),(38 18.472998),(39 18.47981),(40 18.904192),(41 19.717289),(42 20.0013),(43 20.00757),(44 20.224022),(45 20.970074),(46 21.179459),
(1 0.47274414),(2 0.95074093),(3 0.963904),(4 1.4375412),(5 2.849346),(6 3.3919587),(7 3.3925436),(8 4.166524),(9 5.8284807),(10 6.6120872),(11 6.61421),(12 7.640298),(13 9.539307),(14 10.55692),(15 10.557221),(16 11.483922),(17 12.971643),(18 13.746645),(19 13.762101),(20 14.528085),(21 15.740376),(22 16.80543),(23 16.803352),(24 17.384975),(25 18.745184),(26 19.426725),(27 19.451015),(28 20.09601),(29 21.65082),(30 22.465479),(31 22.462769),(32 23.107742),(33 24.47494),(34 25.06831),(35 25.063637),(36 25.668304),(37 26.974648),(38 27.70497),(39 27.724325),(40 28.21692),(41 29.20395),(42 29.700933),(43 29.692326),(44 29.9602),(45 30.358786),(46 30.522688),
(1 0.5406394),(2 1.1007423),(3 1.1150583),(4 1.7063168),(5 3.340998),(6 4.0011883),(7 3.9980621),(8 4.9684978),(9 6.782315),(10 7.488316),(11 7.4973683),(12 8.389947),(13 9.962366),(14 10.698821),(15 10.699805),(16 11.321505),(17 12.40073),(18 12.881123),(19 12.892511),(20 13.390409),(21 14.270479),(22 15.315112),(23 15.314645),(24 15.767386),(25 16.918922),(26 17.334942),(27 17.345816),(28 17.789068),(29 18.953035),(30 19.393454),(31 19.39317),(32 19.653788),(33 20.33334),(34 20.82134),(35 20.823689),(36 21.381138),(37 22.239098),(38 22.72212),(39 22.730371),(40 23.361303),(41 24.806818),(42 25.329597),(43 25.318512),(44 25.486158),(45 25.959047),(46 26.191235),
(1 0.78502893),(2 1.498872),(3 1.5201412),(4 2.2647212),(5 4.257547),(6 5.0136595),(7 5.0202403),(8 5.9914713),(9 7.8980446),(10 8.646237),(11 8.654803),(12 9.506404),(13 11.093337),(14 11.903022),(15 11.902756),(16 12.467099),(17 13.689313),(18 14.259739),(19 14.2692375),(20 14.890488),(21 15.956379),(22 17.323225),(23 17.324497),(24 17.74832),(25 18.311628),(26 18.638432),(27 18.648643),(28 18.912247),(29 19.703373),(30 20.050863),(31 20.047108),(32 20.128656),(33 20.73925),(34 21.237267),(35 21.255182),(36 21.61197),(37 22.08574),(38 22.281977),(39 22.30429),(40 22.29718),(41 22.637665),(42 22.850653),(43 22.845053),(44 23.16294),(45 23.385107),(46 23.538208),
(1 0.8532511),(2 1.7216722),(3 1.7391808),(4 2.6611302),(5 5.0756664),(6 5.8666735),(7 5.872432),(8 6.808057),(9 8.682582),(10 9.308899),(11 9.31832),(12 10.023391),(13 11.093679),(14 11.5353985),(15 11.534981),(16 11.929897),(17 13.00946),(18 13.567732),(19 13.579112),(20 14.189576),(21 14.886103),(22 15.955602),(23 15.954785),(24 16.14471),(25 16.40264),(26 16.616232),(27 16.64349),(28 16.825674),(29 17.41023),(30 17.678286),(31 17.676403),(32 17.80183),(33 18.506454),(34 18.905134),(35 18.920702),(36 19.311863),(37 20.158081),(38 20.440031),(39 20.448956),(40 20.54337),(41 20.840673),(42 20.906954),(43 20.9077),(44 21.12671),(45 21.384398),(46 21.553429),
(1 0.687147),(2 1.4012388),(3 1.4145875),(4 2.1225116),(5 3.8291204),(6 4.3812294),(7 4.3798327),(8 5.049978),(9 6.2395425),(10 6.6455045),(11 6.6559973),(12 7.141587),(13 8.161302),(14 8.65451),(15 8.655085),(16 9.072155),(17 9.892685),(18 10.27924),(19 10.287517),(20 10.468492),(21 10.537454),(22 11.2749195),(23 11.276223),(24 11.548902),(25 11.847834),(26 12.2424345),(27 12.258441),(28 12.469445),(29 13.19265),(30 13.471935),(31 13.472258),(32 13.64349),(33 14.047878),(34 14.250663),(35 14.259143),(36 14.510338),(37 15.05671),(38 15.435507),(39 15.442434),(40 15.580239),(41 16.09474),(42 16.06414),(43 16.08443),(44 16.07624),(45 15.9481535),(46 15.898781),
(1 0.7800272),(2 1.4322091),(3 1.4460204),(4 2.0786433),(5 3.6926928),(6 4.296576),(7 4.297432),(8 5.097313),(9 6.488962),(10 6.9602075),(11 6.9644694),(12 7.576652),(13 8.547675),(14 8.873763),(15 8.873708),(16 9.128939),(17 9.622226),(18 9.908425),(19 9.915771),(20 10.101203),(21 10.277002),(22 10.998163),(23 10.999136),(24 11.166653),(25 11.754306),(26 12.221073),(27 12.238621),(28 12.664477),(29 13.327623),(30 13.567539),(31 13.56773),(32 13.77835),(33 14.209516),(34 14.490502),(35 14.492895),(36 14.709115),(37 15.0336895),(38 15.283305),(39 15.29579),(40 15.389695),(41 15.577033),(42 15.754801),(43 15.765767),(44 15.770843),(45 15.881347),(46 16.022629),
(1 0.82299864),(2 1.5069189),(3 1.5192465),(4 2.1095147),(5 3.6017122),(6 4.058354),(7 4.061227),(8 4.599968),(9 5.809301),(10 6.2350163),(11 6.2488446),(12 6.71526),(13 7.4028153),(14 7.782316),(15 7.781602),(16 8.162899),(17 8.804461),(18 9.07033),(19 9.079107),(20 9.271113),(21 9.4410305),(22 10.116363),(23 10.117236),(24 10.265786),(25 10.479574),(26 10.601324),(27 10.62038),(28 10.723679),(29 10.921695),(30 11.1111555),(31 11.111447),(32 11.289676),(33 11.729214),(34 11.905862),(35 11.914203),(36 12.124689),(37 12.39332),(38 12.606808),(39 12.613555),(40 12.681108),(41 12.8499),(42 12.926325),(43 12.941249),(44 13.125333),(45 13.322928),(46 13.367364),
(1 0.7640211),(2 1.3856045),(3 1.4010223),(4 1.9152113),(5 3.2232661),(6 3.6838894),(7 3.6868227),(8 4.266008),(9 5.357795),(10 5.713618),(11 5.728164),(12 6.140259),(13 6.8324943),(14 7.2196183),(15 7.2190895),(16 7.441865),(17 7.8845983),(18 8.083063),(19 8.094663),(20 8.290212),(21 8.561717),(22 9.199004),(23 9.198269),(24 9.364881),(25 9.834929),(26 10.018028),(27 10.043302),(28 10.105891),(29 10.266105),(30 10.377391),(31 10.3795185),(32 10.412986),(33 10.669013),(34 10.83136),(35 10.841464),(36 10.959543),(37 11.203751),(38 11.295314),(39 11.304448),(40 11.399471),(41 11.556911),(42 11.600017),(43 11.607387),(44 11.757153),(45 11.897859),(46 11.877769),
(1 0.7113063),(2 1.2877092),(3 1.2978336),(4 1.787793),(5 2.9722056),(6 3.4099884),(7 3.413173),(8 3.9371529),(9 4.959611),(10 5.3388433),(11 5.346398),(12 5.692087),(13 6.169329),(14 6.5132194),(15 6.5126257),(16 6.767731),(17 7.2273197),(18 7.46983),(19 7.475032),(20 7.7339067),(21 7.960725),(22 8.496607),(23 8.495814),(24 8.56566),(25 8.822755),(26 9.042363),(27 9.054401),(28 9.1967745),(29 9.520056),(30 9.5399475),(31 9.541211),(32 9.5346575),(33 9.532004),(34 9.537214),(35 9.553688),(36 9.646499),(37 9.891903),(38 10.074857),(39 10.079611),(40 10.1327505),(41 10.31912),(42 10.391658),(43 10.395615),(44 10.525533),(45 10.44),(46 10.398197),
(1 0.5957892),(2 1.0091087),(3 1.015084),(4 1.3431671),(5 2.3305361),(6 2.562215),(7 2.5687966),(8 2.9511824),(9 3.7712977),(10 4.021252),(11 4.0272326),(12 4.259235),(13 4.555074),(14 4.837252),(15 4.8372746),(16 5.036852),(17 5.328045),(18 5.4539847),(19 5.4597397),(20 5.579115),(21 5.8512464),(22 6.3426347),(23 6.3422494),(24 6.3738027),(25 6.4647856),(26 6.578354),(27 6.5971513),(28 6.738588),(29 6.9977407),(30 7.1038),(31 7.104942),(32 7.1121745),(33 7.2606254),(34 7.3929787),(35 7.402136),(36 7.5270033),(37 7.564488),(38 7.652841),(39 7.6657457),(40 7.698541),(41 7.8416843),(42 7.852249),(43 7.848751),(44 7.8204293),(45 7.899696),(46 7.977691),
