1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,
(1 0.07717334),(2 0.26642445),(3 0.2523992),(4 0.6450852),(5 1.5196226),(6 1.5120746),(7 1.5046334),(8 1.5756044),(9 2.1425717),(10 2.4390125),(11 2.4667177),(12 2.3928406),(13 3.2353075),(14 3.8928745),(15 3.8874323),(16 4.218735),(17 4.4505973),(18 4.791065),(19 4.852808),(20 5.396911),(21 5.502981),(22 6.6285214),(23 6.628008),(24 6.700858),(25 7.6611857),(26 8.364684),(27 8.423645),(28 8.353242),(29 7.9311705),(30 8.34133),(31 8.342851),(32 8.852445),(33 9.527774),(34 9.701424),(35 9.730625),(36 9.502036),(37 8.018732),(38 7.7012854),(39 7.7000604),(40 7.754439),(41 9.187143),(42 9.742207),(43 9.841309),(44 10.424723),(45 11.998182),(46 13.432129),
(1 0.11379276),(2 0.36766356),(3 0.37002498),(4 0.5224487),(5 0.8494321),(6 0.7880367),(7 0.78209955),(8 0.8987641),(9 1.6718006),(10 1.8153713),(11 1.8098602),(12 1.9341437),(13 2.8736312),(14 3.58468),(15 3.5860837),(16 3.9327297),(17 4.675141),(18 5.2496605),(19 5.2759266),(20 5.7347746),(21 6.4946423),(22 7.794448),(23 7.7938085),(24 7.950656),(25 8.858392),(26 9.506417),(27 9.48311),(28 9.53067),(29 9.851481),(30 10.267044),(31 10.25884),(32 10.921742),(33 11.964011),(34 12.295203),(35 12.229049),(36 11.654203),(37 10.220624),(38 9.799369),(39 9.807149),(40 9.924443),(41 12.565887),(42 13.547011),(43 13.569779),(44 14.884371),(45 18.580889),(46 20.960136),
(1 0.18889672),(2 0.49477816),(3 0.48646632),(4 0.7808117),(5 1.2736199),(6 1.315136),(7 1.3178406),(8 1.7380694),(9 2.9743643),(10 3.6632247),(11 3.6554067),(12 4.263686),(13 5.4983306),(14 6.1264133),(15 6.126666),(16 6.539467),(17 6.7396064),(18 6.643219),(19 6.6863623),(20 6.8657923),(21 7.0691447),(22 7.2872624),(23 7.287828),(24 7.5069294),(25 8.738697),(26 9.411193),(27 9.386742),(28 10.501073),(29 12.039679),(30 12.746346),(31 12.739115),(32 13.526848),(33 15.510519),(34 16.486704),(35 16.569532),(36 17.204214),(37 18.656168),(38 20.070934),(39 20.202328),(40 22.275885),(41 26.59419),(42 28.011097),(43 28.050806),(44 29.57457),(45 35.385925),(46 38.38872),
(1 0.3486336),(2 0.9765324),(3 1.0068958),(4 1.3245249),(5 2.1163268),(6 2.3555527),(7 2.3599389),(8 2.8519557),(9 4.0818305),(10 4.862725),(11 4.8659782),(12 5.654547),(13 8.139842),(14 10.24058),(15 10.245824),(16 11.373759),(17 11.776507),(18 12.056629),(19 12.064901),(20 13.229778),(21 14.546676),(22 15.248148),(23 15.248906),(24 15.621193),(25 18.141294),(26 18.947369),(27 19.100756),(28 19.742022),(29 21.068733),(30 21.423113),(31 21.433735),(32 22.63987),(33 24.165623),(34 26.325056),(35 26.482428),(36 27.411682),(37 29.869358),(38 30.817053),(39 30.923233),(40 33.433296),(41 39.51849),(42 41.755657),(43 41.617172),(44 44.850994),(45 54.57444),(46 58.781704),
(1 0.4501366),(2 0.8627352),(3 0.88599247),(4 1.1771649),(5 2.3639848),(6 3.05498),(7 3.0644455),(8 4.204943),(9 7.040978),(10 8.545106),(11 8.497764),(12 10.470185),(13 13.83425),(14 16.154245),(15 16.163942),(16 16.902252),(17 17.176245),(18 17.468489),(19 17.437044),(20 18.447325),(21 20.489813),(22 22.383747),(23 22.384096),(24 23.60404),(25 27.037313),(26 28.453226),(27 28.673817),(28 29.345613),(29 30.465488),(30 31.123243),(31 31.152054),(32 32.51858),(33 34.853737),(34 36.077583),(35 36.198776),(36 36.329094),(37 36.4636),(38 36.545662),(39 36.639744),(40 38.51555),(41 44.10893),(42 46.477917),(43 46.3962),(44 49.673634),(45 60.923344),(46 65.37558),
(1 0.60848385),(2 1.4302267),(3 1.4903711),(4 2.6660507),(5 5.048407),(6 6.26939),(7 6.2723475),(8 7.9189644),(9 11.826253),(10 13.2997465),(11 13.212224),(12 15.516122),(13 19.4955),(14 23.01749),(15 23.024548),(16 26.023691),(17 27.139061),(18 27.928356),(19 27.938143),(20 28.81737),(21 29.749619),(22 31.08668),(23 31.093306),(24 32.3489),(25 32.78759),(26 33.17126),(27 32.965588),(28 33.389297),(29 33.104107),(30 34.21408),(31 34.24081),(32 35.93654),(33 38.673336),(34 38.975735),(35 39.049267),(36 39.016243),(37 39.835003),(38 39.756283),(39 39.84822),(40 40.072266),(41 40.354523),(42 41.19557),(43 41.322083),(44 41.714657),(45 45.354275),(46 47.228226),
(1 0.8135303),(2 1.8783213),(3 1.9354715),(4 2.9762032),(5 5.038371),(6 5.7893124),(7 5.806368),(8 7.099947),(9 12.360776),(10 15.208586),(11 15.146432),(12 18.834435),(13 25.723692),(14 30.561613),(15 30.563986),(16 33.99984),(17 36.237534),(18 37.837517),(19 38.01969),(20 39.717144),(21 43.0481),(22 46.171787),(23 46.167965),(24 48.66552),(25 50.80038),(26 51.636345),(27 51.47576),(28 51.76847),(29 53.595043),(30 55.673866),(31 55.694374),(32 57.370926),(33 57.892014),(34 58.30899),(35 58.21758),(36 57.47583),(37 55.707043),(38 55.183956),(39 55.12246),(40 54.988533),(41 53.870605),(42 53.270554),(43 53.285152),(44 53.251324),(45 50.961193),(46 49.68172),
(1 0.790854),(2 1.6816815),(3 1.7355312),(4 2.3525023),(5 4.5762043),(6 5.7306685),(7 5.712441),(8 7.0234222),(9 11.714791),(10 14.341214),(11 14.41101),(12 17.556559),(13 23.678106),(14 29.277945),(15 29.278666),(16 33.432438),(17 38.757748),(18 42.350296),(19 42.219326),(20 46.81202),(21 56.003437),(22 64.35817),(23 64.35463),(24 71.10994),(25 79.70988),(26 83.79165),(27 83.73564),(28 87.82758),(29 96.238815),(30 100.84461),(31 100.92333),(32 102.170586),(33 105.25824),(34 106.0203),(35 106.1246),(36 105.16339),(37 101.437096),(38 98.90353),(39 99.23635),(40 99.19086),(41 99.3572),(42 99.15246),(43 99.25448),(44 98.360565),(45 99.472786),(46 99.60385),
(1 1.0774018),(2 2.045456),(3 2.0889235),(4 2.6456606),(5 4.228361),(6 4.7869473),(7 4.79929),(8 5.6641765),(9 8.966925),(10 10.824562),(11 10.823093),(12 13.325538),(13 20.066347),(14 24.286827),(15 24.293667),(16 28.18797),(17 34.300312),(18 37.058605),(19 37.0554),(20 39.517826),(21 44.797264),(22 49.395485),(23 49.39554),(24 53.611652),(25 58.029266),(26 60.084473),(27 60.39266),(28 62.347935),(29 70.07511),(30 72.67953),(31 72.73168),(32 75.21268),(33 80.424774),(34 81.32316),(35 81.316864),(36 80.68922),(37 76.875565),(38 75.125824),(39 75.138725),(40 75.872055),(41 74.66892),(42 71.47673),(43 71.495094),(44 69.47478),(45 66.220665),(46 64.5978),
(1 1.310851),(2 2.2384045),(3 2.2513587),(4 2.9014628),(5 5.696301),(6 6.6485167),(7 6.6757736),(8 7.7015295),(9 11.136494),(10 13.089211),(11 13.017884),(12 15.80851),(13 23.204077),(14 29.179752),(15 29.183725),(16 33.14028),(17 38.506237),(18 41.0611),(19 41.045628),(20 43.385773),(21 47.921562),(22 53.275368),(23 53.273777),(24 58.25456),(25 64.899376),(26 68.312355),(27 68.51541),(28 73.26647),(29 80.21016),(30 85.25242),(31 85.27789),(32 87.93755),(33 94.473694),(34 96.67743),(35 96.40101),(36 97.84063),(37 97.5255),(38 96.21788),(39 96.258385),(40 96.08676),(41 91.246475),(42 84.98162),(43 84.94188),(44 79.80492),(45 72.7999),(46 69.44133),
(1 1.1575533),(2 2.1964786),(3 2.2486923),(4 3.535991),(5 7.3131075),(6 8.365778),(7 8.342302),(8 9.4132395),(9 13.120475),(10 14.852433),(11 14.875114),(12 17.367401),(13 22.72476),(14 27.928635),(15 27.922659),(16 32.011005),(17 36.205105),(18 38.231903),(19 38.165684),(20 39.97261),(21 41.883263),(22 40.675617),(23 40.67336),(24 41.556904),(25 43.09521),(26 44.44623),(27 44.431545),(28 46.030643),(29 50.86423),(30 53.01042),(31 53.000305),(32 56.178864),(33 61.80034),(34 62.29451),(35 62.235954),(36 62.19291),(37 59.47148),(38 58.944443),(39 59.105293),(40 58.72243),(41 58.614773),(42 57.088764),(43 57.136448),(44 57.456394),(45 56.364502),(46 58.055847),
