1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,
(1 0.10195368),(2 0.28751346),(3 0.27373457),(4 0.5931542),(5 1.1677729),(6 1.0099506),(7 1.0099308),(8 1.1589757),(9 1.5969231),(10 1.5624523),(11 1.5674492),(12 1.3455864),(13 1.6199147),(14 1.8825666),(15 1.8825666),(16 2.00456),(17 2.1833372),(18 2.2139843),(19 2.2297556),(20 2.368866),(21 2.260839),(22 2.4151547),(23 2.4151547),(24 2.1825664),(25 2.6886241),(26 2.960321),(27 2.9930453),(28 3.0783389),(29 3.390726),(30 3.8255696),(31 3.833028),(32 4.063196),(33 4.1561046),(34 4.3548803),(35 4.3263364),(36 4.1265483),(37 3.3310537),(38 2.8779852),(39 2.898312),(40 2.4951994),(41 2.6856356),(42 3.0080678),(43 3.0425406),(44 3.4170206),(45 4.310741),(46 4.8430905),
(1 0.14761394),(2 0.49238113),(3 0.49392146),(4 0.7206599),(5 1.2951247),(6 1.3017148),(7 1.304349),(8 1.5697713),(9 2.3865004),(10 2.6097577),(11 2.5862556),(12 2.8175116),(13 4.069318),(14 5.014598),(15 5.014598),(16 5.353342),(17 6.159577),(18 6.772559),(19 6.821442),(20 7.3520412),(21 7.8783298),(22 8.465055),(23 8.465055),(24 8.401118),(25 9.9853735),(26 10.73353),(27 10.785309),(28 10.804819),(29 11.234084),(30 11.505805),(31 11.512305),(32 12.089056),(33 12.648204),(34 13.26911),(35 13.249944),(36 13.070481),(37 12.04191),(38 11.106669),(39 11.142784),(40 10.88144),(41 11.972142),(42 12.791596),(43 12.736818),(44 13.968852),(45 16.834833),(46 18.396347),
(1 0.12686318),(2 0.3650046),(3 0.37440407),(4 0.49984944),(5 0.85317355),(6 0.98019576),(7 0.97027284),(8 1.2689327),(9 1.7064413),(10 1.9792261),(11 1.9663986),(12 2.2170618),(13 2.5927465),(14 3.3782911),(15 3.3782911),(16 3.5701451),(17 3.5564256),(18 3.8063533),(19 3.8273976),(20 3.9403722),(21 4.515804),(22 5.1950283),(23 5.1950283),(24 5.3025494),(25 6.7254834),(26 7.476227),(27 7.4922104),(28 8.073421),(29 9.12233),(30 9.578867),(31 9.591899),(32 10.0166025),(33 10.699453),(34 11.537574),(35 11.54107),(36 11.940875),(37 12.985002),(38 14.045023),(39 14.112329),(40 15.697845),(41 19.263433),(42 20.950874),(43 20.881401),(44 23.045174),(45 29.223476),(46 31.45699),
(1 0.12820047),(2 0.3906531),(3 0.40814695),(4 0.6022236),(5 1.2656986),(6 1.624233),(7 1.6116725),(8 2.1628635),(9 3.5682328),(10 4.025543),(11 3.996663),(12 4.500527),(13 5.3591623),(14 6.2783065),(15 6.2783065),(16 6.857428),(17 6.836327),(18 7.333987),(19 7.336898),(20 7.878375),(21 8.482107),(22 8.821633),(23 8.821633),(24 9.045189),(25 10.208375),(26 11.134974),(27 11.193368),(28 11.791915),(29 13.458377),(30 13.5516),(31 13.56529),(32 13.912588),(33 13.884168),(34 14.2334795),(35 14.286516),(36 14.43949),(37 16.055344),(38 17.09316),(39 17.134333),(40 19.372038),(41 23.70794),(42 25.630232),(43 25.636192),(44 27.746445),(45 34.82777),(46 38.057636),
(1 0.21238288),(2 0.63848287),(3 0.6611232),(4 1.2864991),(5 2.7740786),(6 3.6305246),(7 3.645839),(8 4.9419446),(9 7.525924),(10 8.367247),(11 8.295855),(12 9.703748),(13 11.862551),(14 13.998821),(15 13.998821),(16 15.745917),(17 15.891418),(18 16.60292),(19 16.640955),(20 17.072182),(21 17.603651),(22 17.661484),(23 17.661484),(24 18.170694),(25 17.856472),(26 18.27332),(27 18.117613),(28 18.44464),(29 18.582174),(30 18.581898),(31 18.591759),(32 18.543995),(33 19.102076),(34 19.350883),(35 19.283806),(36 19.602583),(37 20.492407),(38 21.088388),(39 21.1431),(40 22.004662),(41 24.081043),(42 25.308434),(43 25.325844),(44 26.168201),(45 30.229347),(46 32.941975),
(1 0.25168592),(2 0.67124724),(3 0.6961616),(4 1.073959),(5 1.7518908),(6 2.0811653),(7 2.0815167),(8 2.7105134),(9 5.108432),(10 6.4365087),(11 6.440042),(12 7.8477697),(13 10.516744),(14 12.559242),(15 12.559242),(16 14.470594),(17 16.461525),(18 17.754196),(19 17.77416),(20 19.053959),(21 21.014734),(22 21.894384),(23 21.894384),(24 22.557915),(25 22.469759),(26 22.658411),(27 22.542486),(28 22.75082),(29 24.744411),(30 25.537088),(31 25.555452),(32 25.45789),(33 24.929789),(34 24.814566),(35 24.774809),(36 24.44217),(37 23.623796),(38 22.688116),(39 22.725998),(40 21.866083),(41 20.27734),(42 19.870245),(43 19.920515),(44 19.989185),(45 20.544947),(46 21.330135),
(1 0.3645952),(2 0.9233021),(3 0.958875),(4 1.3589605),(5 2.3771496),(6 2.8321078),(7 2.832876),(8 3.3931832),(9 5.1567125),(10 6.0112705),(11 6.0246034),(12 7.2882156),(13 9.654187),(14 11.8878145),(15 11.8878145),(16 14.308666),(17 17.29296),(18 19.319555),(19 19.32421),(20 21.322247),(21 24.095963),(22 26.234123),(23 26.234123),(24 27.81886),(25 29.959332),(26 31.054558),(27 31.112015),(28 32.592045),(29 35.56363),(30 36.27343),(31 36.308716),(32 36.852528),(33 34.942516),(34 34.062874),(35 34.172226),(36 33.047756),(37 31.283499),(38 29.742643),(39 29.83836),(40 29.178576),(41 28.136574),(42 27.820177),(43 27.80723),(44 27.112305),(45 26.736712),(46 27.120499),
(1 0.49164668),(2 1.1403154),(3 1.1708162),(4 1.7148205),(5 3.1779847),(6 3.8194005),(7 3.8194208),(8 4.333114),(9 5.831642),(10 6.575463),(11 6.5540943),(12 7.474661),(13 10.109754),(14 12.130213),(15 12.130213),(16 13.192628),(17 14.950531),(18 16.250164),(19 16.269156),(20 17.380949),(21 19.455965),(22 21.235994),(23 21.235994),(24 22.968178),(25 25.391),(26 26.527363),(27 26.685036),(28 28.13896),(29 31.022161),(30 33.364956),(31 33.370094),(32 34.62827),(33 36.411728),(34 36.059143),(35 36.0664),(36 36.187305),(37 35.236343),(38 34.569897),(39 34.629307),(40 35.102196),(41 34.145077),(42 33.196888),(43 33.260666),(44 32.785942),(45 31.054611),(46 30.398243),
(1 0.6358729),(2 1.237635),(3 1.2567589),(4 2.1025102),(5 4.3605247),(6 4.919028),(7 4.929192),(8 5.5670633),(9 7.562979),(10 8.477336),(11 8.514331),(12 9.64629),(13 13.073533),(14 16.049963),(15 16.049963),(16 18.408829),(17 21.297823),(18 22.88602),(19 22.825668),(20 24.166069),(21 25.940239),(22 27.340588),(23 27.340588),(24 29.119228),(25 32.794315),(26 34.52518),(27 34.535366),(28 36.198467),(29 40.12075),(30 42.0591),(31 42.065083),(32 43.193348),(33 45.418423),(34 46.25372),(35 46.189606),(36 46.52858),(37 46.61912),(38 45.771915),(39 45.78946),(40 46.095894),(41 46.30648),(42 45.246788),(43 45.149746),(44 45.12435),(45 43.363132),(46 42.576607),
(1 0.6201261),(2 1.2076323),(3 1.2291031),(4 2.2941144),(5 4.3778477),(6 5.0237694),(7 5.0095305),(8 5.5234833),(9 7.7695346),(10 8.700268),(11 8.728217),(12 9.791919),(13 12.401125),(14 14.036187),(15 14.036187),(16 15.864748),(17 18.0283),(18 19.451717),(19 19.445724),(20 20.388613),(21 20.952618),(22 21.917042),(23 21.917042),(24 22.502731),(25 22.970844),(26 23.800554),(27 23.826939),(28 25.210026),(29 28.469412),(30 30.256275),(31 30.256382),(32 31.612345),(33 34.43417),(34 36.061306),(35 36.07204),(36 36.97984),(37 38.87669),(38 39.31231),(39 39.381596),(40 40.3669),(41 42.78497),(42 43.255833),(43 43.28487),(44 44.008636),(45 45.234463),(46 46.461708),
(1 0.6784545),(2 1.4835447),(3 1.5094817),(4 2.6146493),(5 4.9076567),(6 5.7143917),(7 5.687197),(8 6.86),(9 9.889583),(10 11.380337),(11 11.3781595),(12 13.258394),(13 17.916222),(14 20.800636),(15 20.800636),(16 22.80893),(17 24.51087),(18 25.628408),(19 25.72977),(20 26.69474),(21 26.006393),(22 25.532063),(23 25.532063),(24 25.34585),(25 25.63812),(26 26.567932),(27 26.449636),(28 27.373392),(29 29.181454),(30 30.237663),(31 30.24521),(32 31.073034),(33 33.12142),(34 36.284214),(35 36.18902),(36 39.12389),(37 45.076065),(38 47.574993),(39 47.69877),(40 48.285694),(41 47.420925),(42 45.774525),(43 45.8268),(44 43.392044),(45 38.4176),(46 36.135525),
