1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 51.81883),(2 57.895752),(3 63.732746),(4 67.00906),(5 70.48385),(6 71.03455),(7 71.58896),(8 73.29047),(9 74.15402),(10 74.630264),(11 76.41015),(12 76.4294),(13 77.06893),(14 79.326355),(15 77.17068),(16 77.668686),(17 77.50413),(18 78.696365),(19 78.60171),(20 79.36029),(21 78.57823),(22 79.45297),(23 78.64662),(24 78.44281),(25 80.54141),(26 80.18738),(27 80.56204),(28 81.18706),(29 81.16289),(30 80.63408),(31 82.130554),(32 80.73681),(33 80.67849),(34 81.59352),(35 80.80626),(36 80.63938),(37 80.96805),(38 80.41855),(39 80.3814),(40 79.77186),(41 80.247574),(42 79.6349),(43 80.86997),(44 79.61334),(45 80.09989),(46 81.044785),(47 80.827896),(48 81.44822),(49 81.419495),(50 81.65427),(51 81.576225),(52 81.58668),(53 81.370514),(54 81.893845),(55 82.58385),(56 81.31695),(57 81.47861),(58 82.3916),(59 81.21967),(60 82.024284),(61 82.17148),(62 81.695526),(63 81.722664),(64 81.45672),(65 81.2028),(66 81.902626),(67 82.74944),(68 82.09901),(69 82.91465),(70 82.37704),(71 82.67252),(72 82.32852),(73 82.22865),(74 83.68019),(75 83.21531),(76 83.42405),(77 83.346466),(78 83.693375),(79 84.39577),
(1 51.70712),(2 58.265526),(3 63.851616),(4 68.16777),(5 71.762314),(6 72.05978),(7 73.259766),(8 73.98967),(9 74.574486),(10 75.91678),(11 77.042854),(12 77.42017),(13 77.59664),(14 79.418755),(15 77.81753),(16 78.52314),(17 78.48329),(18 79.70125),(19 79.36197),(20 80.53172),(21 79.77465),(22 80.32278),(23 80.84075),(24 80.29502),(25 80.962875),(26 80.70812),(27 80.758064),(28 80.70949),(29 81.097176),(30 81.7466),(31 82.34973),(32 81.6794),(33 81.72407),(34 81.934555),(35 81.48608),(36 81.41403),(37 81.53102),(38 80.96681),(39 81.09731),(40 80.87854),(41 81.44648),(42 80.63134),(43 81.35267),(44 79.24275),(45 80.795296),(46 81.57804),(47 81.00353),(48 80.98675),(49 81.64338),(50 81.55503),(51 81.08305),(52 82.00719),(53 81.04073),(54 81.36193),(55 82.345276),(56 81.597336),(57 81.471344),(58 82.091705),(59 81.47961),(60 81.71248),(61 81.97549),(62 80.89504),(63 81.65784),(64 81.36165),(65 81.999664),(66 81.649),(67 82.39063),(68 81.825485),(69 81.34028),(70 81.31974),(71 80.6698),(72 81.22202),(73 81.73745),(74 81.80986),(75 81.610245),(76 84.12783),(77 82.83523),(78 83.12356),(79 84.7818),
(1 50.57963),(2 57.926643),(3 63.38068),(4 67.100746),(5 70.755455),(6 70.81271),(7 71.89582),(8 72.927734),(9 74.39943),(10 74.94328),(11 76.26641),(12 75.764725),(13 75.956924),(14 78.22065),(15 77.85164),(16 78.27742),(17 78.3871),(18 77.94814),(19 78.291275),(20 77.67421),(21 78.71875),(22 79.07467),(23 78.631966),(24 78.35533),(25 79.82467),(26 79.27792),(27 78.847664),(28 79.35904),(29 78.905014),(30 79.784515),(31 80.072014),(32 79.20185),(33 78.96361),(34 79.733376),(35 80.074615),(36 79.35797),(37 80.3272),(38 80.00398),(39 80.30724),(40 80.001335),(41 80.25494),(42 79.40781),(43 79.99372),(44 78.99051),(45 79.6769),(46 79.736496),(47 79.83091),(48 80.24493),(49 81.22358),(50 81.0326),(51 80.997665),(52 81.373215),(53 81.01478),(54 81.45722),(55 81.722626),(56 81.29943),(57 81.01534),(58 81.51984),(59 80.872215),(60 81.04132),(61 81.09321),(62 80.40393),(63 80.61875),(64 81.264084),(65 81.32885),(66 80.58736),(67 80.97534),(68 81.29659),(69 81.126015),(70 81.507065),(71 81.51358),(72 81.460464),(73 82.09611),(74 82.11112),(75 81.09382),(76 82.026436),(77 82.28998),(78 82.56044),(79 83.5307),
(1 49.797752),(2 56.8447),(3 62.18275),(4 65.98835),(5 68.55834),(6 69.74023),(7 70.68954),(8 72.1783),(9 72.369286),(10 73.724266),(11 74.44141),(12 75.31093),(13 75.93142),(14 77.86642),(15 77.41007),(16 78.05158),(17 78.662674),(18 78.964355),(19 78.68314),(20 79.3236),(21 79.22499),(22 79.43876),(23 79.96009),(24 79.9412),(25 80.41403),(26 80.433525),(27 80.03319),(28 81.839676),(29 80.60854),(30 81.00376),(31 81.143715),(32 80.618),(33 80.05009),(34 80.838196),(35 81.68297),(36 80.54508),(37 80.91586),(38 81.13999),(39 80.23919),(40 80.77878),(41 80.89799),(42 79.92938),(43 80.38777),(44 80.842995),(45 81.234825),(46 81.20103),(47 82.405),(48 82.10921),(49 82.41538),(50 82.11849),(51 82.10835),(52 82.62755),(53 81.813324),(54 82.26966),(55 82.494385),(56 82.08868),(57 81.72048),(58 81.99606),(59 80.903625),(60 81.28718),(61 81.48302),(62 81.173134),(63 80.88945),(64 81.30518),(65 81.13972),(66 81.53123),(67 81.85086),(68 81.40841),(69 81.77925),(70 82.19816),(71 82.41974),(72 82.98567),(73 82.55706),(74 82.72789),(75 82.21655),(76 82.07292),(77 82.87851),(78 82.84747),(79 83.71129),
(1 49.840275),(2 56.688538),(3 61.94338),(4 66.73734),(5 69.1223),(6 70.4149),(7 71.32295),(8 72.86364),(9 73.964615),(10 74.1987),(11 74.131874),(12 74.88169),(13 75.11612),(14 76.73617),(15 75.1207),(16 75.93092),(17 76.022026),(18 77.09432),(19 76.944496),(20 77.31528),(21 77.395256),(22 77.29158),(23 78.30459),(24 77.16767),(25 78.0507),(26 77.62299),(27 78.292206),(28 79.34614),(29 78.443665),(30 78.59611),(31 79.42854),(32 79.820114),(33 78.50877),(34 78.31707),(35 78.68928),(36 78.11417),(37 78.223175),(38 78.31631),(39 78.48504),(40 78.80576),(41 78.88111),(42 78.258385),(43 78.51328),(44 78.386055),(45 78.51375),(46 78.51639),(47 78.710205),(48 79.51073),(49 79.637566),(50 79.932274),(51 79.7448),(52 79.633514),(53 79.15964),(54 79.67686),(55 79.94729),(56 79.251915),(57 78.7627),(58 79.90153),(59 79.24085),(60 79.00995),(61 79.4497),(62 78.99875),(63 78.62354),(64 79.48542),(65 78.73006),(66 79.102455),(67 79.46837),(68 78.32947),(69 78.66887),(70 78.42395),(71 78.79646),(72 78.73903),(73 78.93518),(74 79.3829),(75 78.96453),(76 79.93037),(77 79.95517),(78 80.69793),(79 81.622345),
(1 50.28088),(2 57.243565),(3 63.42516),(4 67.087906),(5 69.06649),(6 70.42062),(7 71.6707),(8 73.308846),(9 74.317635),(10 74.80619),(11 75.34459),(12 75.9803),(13 76.40983),(14 76.87785),(15 76.45515),(16 77.06533),(17 77.60882),(18 76.43084),(19 76.95249),(20 76.80463),(21 77.667786),(22 77.67604),(23 78.73728),(24 77.35173),(25 78.492676),(26 78.33793),(27 78.5964),(28 78.976524),(29 78.364204),(30 78.27438),(31 78.93209),(32 79.61517),(33 79.349686),(34 79.404144),(35 78.990395),(36 79.09669),(37 78.54731),(38 78.69476),(39 79.07269),(40 79.410484),(41 79.0752),(42 78.284225),(43 79.08865),(44 78.90715),(45 79.07731),(46 79.24921),(47 78.17762),(48 78.709885),(49 79.05829),(50 79.02735),(51 78.65508),(52 79.29402),(53 79.08251),(54 79.441925),(55 80.48476),(56 80.17183),(57 80.052),(58 79.994736),(59 80.44925),(60 79.69065),(61 80.16228),(62 79.56392),(63 79.29775),(64 79.56188),(65 79.008644),(66 79.2658),(67 80.06012),(68 79.02826),(69 79.46453),(70 79.67892),(71 79.44635),(72 79.79724),(73 80.126205),(74 80.7884),(75 80.10911),(76 80.53401),(77 80.503624),(78 81.41403),(79 81.77336),
(1 49.656693),(2 56.134155),(3 62.20973),(4 66.3954),(5 69.304245),(6 69.3682),(7 71.3127),(8 72.88067),(9 72.933945),(10 73.859314),(11 74.255455),(12 73.90834),(13 74.86905),(14 75.32674),(15 75.53723),(16 76.2085),(17 76.571915),(18 76.318085),(19 76.10683),(20 76.3836),(21 76.092),(22 76.224236),(23 77.59717),(24 76.80349),(25 77.42527),(26 78.2215),(27 77.437645),(28 78.92355),(29 78.07402),(30 77.791824),(31 79.175514),(32 79.377205),(33 79.326614),(34 79.337776),(35 79.18604),(36 79.11346),(37 79.218346),(38 78.44283),(39 79.08655),(40 79.840485),(41 78.97672),(42 78.959526),(43 79.30372),(44 78.668205),(45 78.88361),(46 79.243454),(47 79.05914),(48 78.87483),(49 79.24047),(50 78.72689),(51 78.50834),(52 79.94564),(53 80.17073),(54 80.7178),(55 81.223114),(56 80.38737),(57 80.39096),(58 81.043945),(59 80.41735),(60 79.92741),(61 80.01137),(62 79.14623),(63 79.1453),(64 79.43668),(65 79.03609),(66 78.86285),(67 79.60082),(68 78.64962),(69 78.77408),(70 79.279),(71 79.41958),(72 79.77484),(73 79.77528),(74 79.99356),(75 79.49529),(76 79.75094),(77 79.82325),(78 79.55504),(79 80.34178),
(1 50.132248),(2 56.838158),(3 62.1828),(4 66.359406),(5 69.6384),(6 69.28912),(7 71.31406),(8 72.6028),(9 72.72039),(10 73.84357),(11 75.005005),(12 74.21526),(13 75.59039),(14 75.99419),(15 75.20476),(16 75.81689),(17 76.25305),(18 76.2996),(19 76.30126),(20 76.84322),(21 75.972084),(22 76.211914),(23 76.8385),(24 76.29208),(25 77.93162),(26 77.34525),(27 77.59655),(28 78.11344),(29 77.92365),(30 78.8783),(31 79.69026),(32 79.30814),(33 78.99058),(34 78.34067),(35 78.20146),(36 77.989784),(37 79.503845),(38 79.508705),(39 80.05271),(40 80.09427),(41 79.054924),(42 79.27982),(43 79.85529),(44 78.71687),(45 79.14443),(46 79.58398),(47 80.18098),(48 79.45032),(49 79.93384),(50 79.52961),(51 79.93115),(52 80.18604),(53 79.713196),(54 80.471725),(55 79.707504),(56 78.75407),(57 79.17227),(58 79.440636),(59 78.34135),(60 78.475624),(61 78.70246),(62 78.04135),(63 77.76513),(64 78.24448),(65 78.769066),(66 78.49556),(67 79.243935),(68 78.54866),(69 78.44501),(70 78.79285),(71 78.634705),(72 79.214195),(73 80.04299),(74 80.714386),(75 80.84895),(76 80.4759),(77 81.2558),(78 81.236465),(79 82.01351),
(1 49.762714),(2 56.105347),(3 61.21531),(4 65.115814),(5 68.20733),(6 68.8691),(7 69.71747),(8 70.817276),(9 71.51614),(10 72.385475),(11 74.602745),(12 74.04952),(13 74.79506),(14 75.69576),(15 75.36297),(16 75.53189),(17 76.7397),(18 76.54468),(19 76.48201),(20 78.15004),(21 77.21651),(22 76.84426),(23 76.84798),(24 76.82902),(25 77.703636),(26 77.73129),(27 77.8518),(28 79.04924),(29 78.9498),(30 79.01892),(31 79.431404),(32 78.97552),(33 79.226715),(34 79.56771),(35 79.7249),(36 79.653206),(37 80.18905),(38 80.36069),(39 80.09532),(40 79.75715),(41 78.70469),(42 78.91161),(43 78.63552),(44 77.51584),(45 78.30158),(46 79.14199),(47 79.02489),(48 78.653076),(49 78.45225),(50 78.554535),(51 79.26578),(52 78.78336),(53 78.96473),(54 79.34486),(55 79.53888),(56 79.57831),(57 79.444824),(58 79.21849),(59 77.65958),(60 77.7143),(61 77.82377),(62 77.538704),(63 76.64237),(64 76.79833),(65 77.532196),(66 77.26053),(67 77.6036),(68 77.19804),(69 77.383934),(70 77.40177),(71 78.21618),(72 78.425964),(73 79.594574),(74 79.81887),(75 79.40284),(76 78.708405),(77 78.91959),(78 78.66592),(79 79.185),
(1 48.145473),(2 55.393368),(3 60.144627),(4 64.55044),(5 67.31909),(6 68.19002),(7 69.07943),(8 70.87533),(9 71.670616),(10 72.1687),(11 73.59908),(12 73.842064),(13 73.71722),(14 74.84488),(15 74.747894),(16 75.02014),(17 75.459236),(18 74.90235),(19 75.13475),(20 76.11037),(21 75.68974),(22 75.46496),(23 75.98113),(24 75.84798),(25 76.85947),(26 76.372635),(27 77.174965),(28 77.835365),(29 77.23955),(30 76.68913),(31 77.98384),(32 77.95623),(33 78.151886),(34 78.84706),(35 78.223076),(36 78.585236),(37 79.39248),(38 79.614365),(39 78.933334),(40 79.73231),(41 79.362335),(42 79.02945),(43 78.91272),(44 77.68922),(45 77.57206),(46 77.87155),(47 77.704605),(48 77.689964),(49 77.07149),(50 77.55596),(51 77.54181),(52 78.275856),(53 78.39508),(54 77.85266),(55 78.68888),(56 78.25594),(57 77.97376),(58 78.663895),(59 77.30684),(60 77.15427),(61 77.156944),(62 76.749916),(63 76.43648),(64 76.34961),(65 76.43722),(66 76.103325),(67 76.12061),(68 75.79876),(69 76.9502),(70 77.35491),(71 77.678055),(72 77.21111),(73 77.921646),(74 78.050385),(75 77.672424),(76 78.21546),(77 77.6765),(78 78.17702),(79 78.753174),
(1 48.371),(2 56.259926),(3 61.18331),(4 64.68174),(5 66.98063),(6 67.68305),(7 68.9327),(8 70.99802),(9 71.54291),(10 71.69203),(11 72.683105),(12 72.71725),(13 73.80317),(14 74.293045),(15 74.033875),(16 74.60096),(17 75.56384),(18 75.22842),(19 75.32346),(20 75.80962),(21 75.830444),(22 76.801926),(23 77.15431),(24 76.92638),(25 78.34364),(26 77.62745),(27 78.43713),(28 77.563194),(29 78.13024),(30 78.04969),(31 79.40718),(32 78.63096),(33 77.97714),(34 79.02914),(35 79.15576),(36 78.90251),(37 80.25503),(38 80.11567),(39 79.87453),(40 80.20484),(41 79.65336),(42 78.957504),(43 79.08648),(44 78.16335),(45 78.64362),(46 78.41744),(47 78.75637),(48 78.00277),(49 77.92732),(50 77.91905),(51 78.18515),(52 78.87493),(53 79.069466),(54 78.90993),(55 79.28932),(56 78.70146),(57 78.54632),(58 79.19033),(59 78.41081),(60 78.49708),(61 78.75111),(62 78.2481),(63 78.47458),(64 78.18774),(65 77.65637),(66 76.944786),(67 77.47169),(68 77.754265),(69 78.642494),(70 78.86633),(71 78.621155),(72 78.55424),(73 79.07337),(74 79.83247),(75 79.32887),(76 80.05061),(77 79.978325),(78 80.04594),(79 80.2047),
(1 47.347008),(2 55.309074),(3 59.63057),(4 63.331596),(5 65.41395),(6 65.58453),(7 67.086136),(8 68.93931),(9 69.56165),(10 70.308365),(11 70.97363),(12 71.1338),(13 71.272835),(14 72.00464),(15 71.99593),(16 72.8023),(17 73.24018),(18 72.65267),(19 73.23331),(20 73.75982),(21 73.33727),(22 74.40508),(23 75.11976),(24 74.87015),(25 75.71226),(26 75.193695),(27 75.74948),(28 75.17115),(29 75.541504),(30 75.89186),(31 76.1421),(32 75.43049),(33 74.88356),(34 75.58758),(35 75.64707),(36 75.42755),(37 76.0327),(38 76.31441),(39 76.71736),(40 76.43109),(41 75.62051),(42 74.98558),(43 75.6566),(44 75.36718),(45 75.63602),(46 76.11966),(47 76.485886),(48 76.44687),(49 77.21974),(50 76.504105),(51 77.17235),(52 78.086464),(53 78.18949),(54 78.42558),(55 78.66279),(56 78.33932),(57 77.72341),(58 78.11677),(59 77.89346),(60 77.35629),(61 77.45005),(62 77.19825),(63 77.24508),(64 76.87096),(65 76.590935),(66 75.66612),(67 76.947845),(68 76.887794),(69 76.708336),(70 77.03915),(71 76.43128),(72 76.28042),(73 76.076836),(74 76.75589),(75 76.50132),(76 77.05806),(77 77.12575),(78 77.596664),(79 78.18503),
(1 46.542812),(2 54.35107),(3 58.970936),(4 62.46272),(5 64.7452),(6 65.56295),(7 66.60603),(8 69.72748),(9 69.38954),(10 70.48984),(11 71.01086),(12 71.954155),(13 72.717514),(14 73.15308),(15 72.76451),(16 73.71576),(17 74.2865),(18 73.97041),(19 74.1872),(20 75.51679),(21 74.73447),(22 75.30359),(23 75.865425),(24 75.50025),(25 76.56852),(26 76.545425),(27 76.09477),(28 76.5986),(29 76.50578),(30 76.61768),(31 77.02247),(32 76.12248),(33 75.615),(34 76.93291),(35 76.76816),(36 75.8992),(37 76.46664),(38 75.91777),(39 76.36863),(40 76.28131),(41 75.99916),(42 76.732185),(43 77.17313),(44 76.98587),(45 77.1571),(46 77.66354),(47 77.93319),(48 77.38099),(49 77.35611),(50 77.55593),(51 78.40597),(52 77.748695),(53 78.41926),(54 77.325096),(55 78.35959),(56 77.313576),(57 77.653145),(58 77.74864),(59 77.4309),(60 77.51519),(61 77.73567),(62 76.99922),(63 77.34792),(64 76.45749),(65 76.35681),(66 76.33368),(67 77.52048),(68 76.608635),(69 77.445885),(70 77.62373),(71 77.66086),(72 77.16054),(73 77.38146),(74 77.66342),(75 76.90648),(76 77.70085),(77 77.862114),(78 78.05591),(79 79.15315),
(1 46.63568),(2 53.889545),(3 58.038837),(4 62.012455),(5 64.99701),(6 65.65947),(7 66.5092),(8 68.22279),(9 68.8667),(10 69.45981),(11 69.87037),(12 69.963844),(13 71.06542),(14 71.86286),(15 71.112434),(16 71.64302),(17 72.63509),(18 72.47289),(19 72.15743),(20 72.91966),(21 73.47804),(22 73.44505),(23 73.277916),(24 72.90032),(25 73.776),(26 74.247215),(27 73.9432),(28 75.42999),(29 74.39986),(30 74.87463),(31 75.86776),(32 74.85444),(33 74.300446),(34 75.070755),(35 74.873375),(36 74.782074),(37 74.88093),(38 75.683365),(39 75.60223),(40 75.74465),(41 75.92631),(42 75.52613),(43 76.017136),(44 75.455414),(45 75.94787),(46 76.957794),(47 76.45243),(48 75.63168),(49 75.777306),(50 76.20239),(51 76.23826),(52 76.42694),(53 76.24988),(54 75.97717),(55 76.68718),(56 76.03843),(57 76.45171),(58 76.805595),(59 75.62476),(60 75.93396),(61 76.179405),(62 76.7742),(63 76.91887),(64 76.25819),(65 76.32001),(66 75.81191),(67 75.77858),(68 75.03169),(69 76.06409),(70 76.157265),(71 76.41401),(72 76.177635),(73 76.991554),(74 76.5575),(75 76.55961),(76 76.81933),(77 76.454506),(78 76.90456),(79 77.43841),
(1 46.37741),(2 52.90678),(3 57.905506),(4 61.10149),(5 65.37617),(6 64.97297),(7 66.53921),(8 66.911804),(9 68.28187),(10 68.63268),(11 69.65373),(12 69.192154),(13 71.00715),(14 71.97674),(15 71.40488),(16 72.39562),(17 72.83345),(18 72.71898),(19 72.8307),(20 72.906845),(21 72.75649),(22 73.36664),(23 73.622185),(24 73.04451),(25 74.64476),(26 74.37816),(27 74.001976),(28 74.78411),(29 73.6624),(30 74.22975),(31 75.499435),(32 74.7949),(33 74.577385),(34 74.82061),(35 74.764015),(36 74.83296),(37 75.62944),(38 75.651276),(39 75.9916),(40 76.28302),(41 75.92762),(42 75.03885),(43 75.224754),(44 75.18207),(45 75.70052),(46 75.99019),(47 75.73077),(48 74.97645),(49 75.709145),(50 75.40941),(51 75.39754),(52 76.32328),(53 75.817375),(54 76.22325),(55 76.33255),(56 75.788216),(57 76.14288),(58 76.254585),(59 75.6492),(60 75.03872),(61 75.63021),(62 74.88154),(63 75.12065),(64 75.793),(65 74.914536),(66 75.3287),(67 75.95788),(68 75.2742),(69 76.132454),(70 76.43276),(71 76.42293),(72 76.122284),(73 76.72413),(74 76.77159),(75 76.318),(76 76.2131),(77 75.969894),(78 75.959496),(79 76.63872),
(1 46.4991),(2 54.189716),(3 59.72296),(4 64.02109),(5 66.45513),(6 66.87743),(7 68.32331),(8 69.793015),(9 70.82177),(10 71.17726),(11 72.13655),(12 72.09015),(13 72.9917),(14 73.17567),(15 72.33684),(16 72.74595),(17 72.85978),(18 72.56493),(19 73.047485),(20 73.85314),(21 73.43977),(22 74.21741),(23 74.9298),(24 74.08526),(25 75.28886),(26 74.69076),(27 74.00355),(28 74.37632),(29 73.820175),(30 73.74772),(31 75.1065),(32 74.81693),(33 74.885),(34 75.62202),(35 74.909584),(36 75.43731),(37 75.763954),(38 75.33913),(39 76.58436),(40 76.610435),(41 76.38233),(42 76.098114),(43 76.820335),(44 75.90156),(45 76.37356),(46 76.36329),(47 76.35263),(48 76.21959),(49 77.26433),(50 76.73638),(51 77.19661),(52 77.39229),(53 77.442055),(54 77.21794),(55 77.73344),(56 77.86184),(57 78.125206),(58 77.87612),(59 77.18982),(60 76.0672),(61 76.25204),(62 74.78221),(63 75.53479),(64 76.48126),(65 75.46987),(66 76.59191),(67 77.23981),(68 77.041435),(69 77.55834),(70 77.6938),(71 77.71733),(72 77.226715),(73 77.42422),(74 78.352585),(75 77.67567),(76 78.25991),(77 77.631645),(78 78.12841),(79 78.25842),
(1 45.957455),(2 53.155975),(3 58.6511),(4 62.398296),(5 65.26096),(6 65.03002),(7 66.38933),(8 68.38419),(9 69.11713),(10 69.32262),(11 70.53007),(12 70.007935),(13 70.69621),(14 71.943634),(15 71.14242),(16 71.131165),(17 71.56775),(18 71.92955),(19 71.695404),(20 72.49559),(21 73.05994),(22 73.29866),(23 73.38982),(24 72.95249),(25 74.3895),(26 74.11825),(27 74.04294),(28 74.4901),(29 74.453476),(30 74.185616),(31 74.97868),(32 74.63217),(33 74.64558),(34 75.3412),(35 75.01242),(36 75.526276),(37 75.799835),(38 75.25749),(39 75.74744),(40 76.53456),(41 75.72555),(42 75.64435),(43 76.770004),(44 76.23518),(45 77.00709),(46 77.12421),(47 76.89917),(48 76.53087),(49 76.00736),(50 75.639336),(51 75.343834),(52 75.045784),(53 74.70685),(54 74.84444),(55 74.99066),(56 75.40401),(57 75.63645),(58 75.68805),(59 74.99054),(60 74.80262),(61 74.90903),(62 74.85546),(63 75.42125),(64 75.85629),(65 74.94939),(66 75.40529),(67 75.305275),(68 75.60804),(69 76.04057),(70 76.10686),(71 75.57919),(72 75.86375),(73 75.718124),(74 76.29821),(75 76.23836),(76 76.26664),(77 76.47626),(78 76.743034),(79 77.471954),
(1 45.39758),(2 52.906292),(3 58.313015),(4 62.041782),(5 65.7765),(6 65.302986),(7 67.12271),(8 68.44592),(9 68.82454),(10 68.714554),(11 68.682755),(12 69.07294),(13 69.61362),(14 70.8825),(15 70.50502),(16 70.96046),(17 72.04945),(18 71.73717),(19 71.70841),(20 71.876755),(21 72.52235),(22 72.557686),(23 73.0741),(24 71.87952),(25 72.25791),(26 73.094765),(27 73.06066),(28 73.23181),(29 73.14022),(30 72.93891),(31 73.29668),(32 73.28654),(33 73.043625),(34 73.47885),(35 73.40025),(36 74.05532),(37 74.55638),(38 74.1256),(39 74.37813),(40 74.39966),(41 73.895546),(42 74.36909),(43 74.878334),(44 74.0324),(45 74.6526),(46 75.6548),(47 76.47665),(48 75.72919),(49 76.02972),(50 75.865654),(51 75.96769),(52 76.08621),(53 75.867165),(54 76.470146),(55 77.17988),(56 77.803764),(57 77.678825),(58 77.92582),(59 76.56585),(60 76.42218),(61 76.44477),(62 76.93581),(63 76.515465),(64 77.28047),(65 76.35946),(66 76.81096),(67 76.80243),(68 76.489044),(69 77.27854),(70 76.89911),(71 76.64022),(72 77.188385),(73 76.65768),(74 76.469185),(75 76.29762),(76 76.89282),(77 76.68521),(78 77.10072),(79 77.44376),
