1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 782.5039),(2 1233.6699),(3 1530.8868),(4 1822.8112),(5 2120.708),(6 2321.3743),(7 2473.4565),(8 2570.9856),(9 2716.2188),(10 2841.51),(11 2879.5728),(12 2964.9568),(13 3053.37),(14 3055.4265),(15 3081.1187),(16 3126.8562),(17 3090.6982),(18 3093.5005),(19 3172.5542),(20 3114.2327),(21 3120.2466),(22 3160.4822),(23 3119.265),(24 3142.5063),(25 3163.8901),(26 3160.1123),(27 3154.8271),(28 3202.93),(29 3172.2834),(30 3216.7834),(31 3201.5286),(32 3249.9507),(33 3303.2664),(34 3314.8801),(35 3344.6892),(36 3358.6936),(37 3343.697),(38 3329.293),(39 3336.4429),(40 3308.2507),(41 3332.3071),(42 3350.4155),(43 3346.9592),(44 3321.1758),(45 3307.3416),(46 3279.7722),(47 3301.7327),(48 3314.5056),(49 3300.4316),(50 3306.8943),(51 3342.2407),(52 3327.6099),(53 3380.9456),(54 3398.255),(55 3381.845),(56 3415.847),(57 3410.0408),(58 3412.5938),(59 3442.6777),(60 3409.775),(61 3415.7773),(62 3463.323),(63 3452.987),(64 3463.0027),(65 3526.576),(66 3492.892),(67 3467.4165),(68 3501.8972),(69 3474.4949),(70 3440.1614),(71 3505.3516),(72 3467.21),(73 3452.6042),(74 3500.782),(75 3511.8237),(76 3507.725),(77 3567.7615),(78 3564.608),(79 3598.4695),
(1 751.40356),(2 1206.5793),(3 1501.6865),(4 1801.9196),(5 2060.505),(6 2258.209),(7 2392.3416),(8 2495.2354),(9 2616.3225),(10 2757.946),(11 2794.5679),(12 2856.9858),(13 2955.763),(14 2940.7993),(15 2955.2493),(16 2994.5132),(17 2989.3318),(18 2998.4048),(19 3049.9866),(20 3029.7405),(21 3041.6382),(22 3073.1206),(23 3036.2517),(24 3037.5623),(25 3111.6765),(26 3121.8882),(27 3118.7625),(28 3168.6165),(29 3138.4119),(30 3210.318),(31 3215.576),(32 3237.0237),(33 3290.3896),(34 3305.9336),(35 3338.1143),(36 3361.6555),(37 3351.8997),(38 3349.3882),(39 3390.1748),(40 3370.3105),(41 3403.0854),(42 3448.17),(43 3422.656),(44 3402.5508),(45 3439.206),(46 3382.4834),(47 3344.7617),(48 3352.3562),(49 3343.9658),(50 3353.2993),(51 3384.6099),(52 3364.7954),(53 3412.1885),(54 3444.3809),(55 3475.1677),(56 3501.8755),(57 3494.472),(58 3488.6553),(59 3498.258),(60 3483.7861),(61 3476.198),(62 3503.5498),(63 3476.9465),(64 3442.5627),(65 3510.886),(66 3461.169),(67 3435.3706),(68 3464.9639),(69 3394.5015),(70 3401.8215),(71 3428.739),(72 3409.089),(73 3442.041),(74 3473.232),(75 3459.5115),(76 3495.5605),(77 3576.8564),(78 3596.0764),(79 3581.5547),
(1 759.2327),(2 1184.5466),(3 1485.4427),(4 1772.5125),(5 2036.0864),(6 2231.4944),(7 2375.3096),(8 2478.5283),(9 2598.0217),(10 2729.2222),(11 2744.1587),(12 2786.514),(13 2863.2356),(14 2858.794),(15 2890.952),(16 2938.6772),(17 2917.66),(18 2948.2043),(19 2990.6052),(20 2971.0374),(21 2992.6196),(22 3040.7854),(23 2994.2202),(24 2977.6821),(25 3035.274),(26 3031.5984),(27 3015.2727),(28 3063.9973),(29 3030.8467),(30 3050.9475),(31 3046.1943),(32 3056.08),(33 3117.7334),(34 3120.3633),(35 3159.5007),(36 3182.418),(37 3160.027),(38 3160.7563),(39 3204.2703),(40 3179.1125),(41 3179.4832),(42 3232.8057),(43 3208.7256),(44 3195.0999),(45 3232.387),(46 3215.3147),(47 3193.9717),(48 3241.9592),(49 3233.2988),(50 3244.1626),(51 3290.401),(52 3281.6064),(53 3349.1118),(54 3385.3472),(55 3365.2466),(56 3387.0168),(57 3404.729),(58 3389.2278),(59 3422.9797),(60 3413.578),(61 3403.872),(62 3435.8384),(63 3434.4724),(64 3433.599),(65 3499.0403),(66 3442.4707),(67 3424.4568),(68 3445.9387),(69 3404.1204),(70 3410.2805),(71 3418.216),(72 3452.2605),(73 3424.9841),(74 3437.7192),(75 3456.3765),(76 3499.4375),(77 3610.7646),(78 3547.535),(79 3559.4507),
(1 761.5852),(2 1182.7249),(3 1498.1245),(4 1779.0304),(5 2019.6655),(6 2180.181),(7 2351.935),(8 2451.413),(9 2546.0518),(10 2648.575),(11 2685.114),(12 2732.3616),(13 2779.047),(14 2775.1775),(15 2801.1191),(16 2878.313),(17 2868.544),(18 2900.6035),(19 2973.417),(20 2972.7314),(21 2988.4692),(22 3057.6362),(23 3004.7937),(24 3009.3345),(25 3077.1733),(26 3081.5098),(27 3053.8396),(28 3099.7249),(29 3104.0994),(30 3133.4092),(31 3089.6604),(32 3079.4055),(33 3088.3274),(34 3075.126),(35 3087.2764),(36 3128.4229),(37 3115.5222),(38 3116.268),(39 3187.3616),(40 3147.4658),(41 3144.5054),(42 3187.1074),(43 3171.001),(44 3154.4207),(45 3211.9888),(46 3191.29),(47 3165.8696),(48 3219.6401),(49 3206.2334),(50 3229.5764),(51 3281.9583),(52 3281.3743),(53 3312.8105),(54 3337.9412),(55 3325.7053),(56 3362.2976),(57 3341.8293),(58 3332.8037),(59 3350.1682),(60 3319.9165),(61 3313.534),(62 3370.5889),(63 3341.299),(64 3340.318),(65 3375.647),(66 3311.6592),(67 3293.098),(68 3329.543),(69 3330.9119),(70 3324.3076),(71 3335.3706),(72 3330.6802),(73 3328.5327),(74 3351.8555),(75 3340.3074),(76 3341.2646),(77 3441.0547),(78 3448.0713),(79 3461.3452),
(1 739.3634),(2 1152.016),(3 1456.2662),(4 1712.483),(5 1939.4735),(6 2104.6587),(7 2247.416),(8 2334.081),(9 2439.1904),(10 2557.8472),(11 2606.4397),(12 2658.0232),(13 2718.526),(14 2722.499),(15 2742.6233),(16 2807.7366),(17 2778.1843),(18 2790.087),(19 2839.105),(20 2827.2178),(21 2858.1514),(22 2895.8105),(23 2883.8914),(24 2877.5933),(25 2887.8298),(26 2878.4282),(27 2877.7498),(28 2895.3376),(29 2903.634),(30 2931.2664),(31 2913.069),(32 2886.918),(33 2904.1904),(34 2878.5942),(35 2870.6597),(36 2894.477),(37 2898.227),(38 2910.525),(39 2972.212),(40 2944.2222),(41 2949.4548),(42 2996.794),(43 3017.4297),(44 2998.874),(45 3051.1675),(46 3031.2207),(47 3017.6343),(48 3066.1492),(49 3037.3562),(50 3081.2273),(51 3108.4636),(52 3084.4343),(53 3116.1714),(54 3133.3293),(55 3124.9268),(56 3119.933),(57 3102.7593),(58 3098.209),(59 3130.5461),(60 3109.8386),(61 3114.0918),(62 3148.2717),(63 3146.003),(64 3118.6545),(65 3166.8599),(66 3108.2683),(67 3087.1016),(68 3170.6096),(69 3175.4666),(70 3183.3494),(71 3208.9453),(72 3177.6404),(73 3188.6787),(74 3201.4304),(75 3175.957),(76 3189.2751),(77 3276.5615),(78 3248.4941),(79 3251.629),
(1 741.45264),(2 1149.1129),(3 1462.3538),(4 1731.879),(5 1980.3876),(6 2137.8594),(7 2274.8303),(8 2380.6086),(9 2492.616),(10 2643.0894),(11 2686.045),(12 2744.8115),(13 2808.1814),(14 2789.6443),(15 2804.3428),(16 2848.6946),(17 2847.9932),(18 2859.0688),(19 2934.342),(20 2920.8245),(21 2954.8398),(22 2979.9832),(23 2950.5215),(24 2934.1995),(25 2947.6038),(26 2926.541),(27 2916.5874),(28 2950.4338),(29 2940.2441),(30 2965.7407),(31 2959.1758),(32 2930.2039),(33 2975.1973),(34 2966.1147),(35 2962.5103),(36 2956.3406),(37 2928.3777),(38 2942.3057),(39 2997.6086),(40 2969.8667),(41 2998.2095),(42 3032.6885),(43 3032.0044),(44 3032.029),(45 3047.6814),(46 3047.52),(47 3041.3164),(48 3069.0278),(49 3080.765),(50 3082.4426),(51 3115.099),(52 3067.2817),(53 3093.2434),(54 3114.7163),(55 3120.9294),(56 3187.0051),(57 3153.1123),(58 3157.6726),(59 3193.5117),(60 3171.241),(61 3150.3557),(62 3199.4358),(63 3154.8396),(64 3163.609),(65 3245.836),(66 3188.3435),(67 3166.0479),(68 3225.3186),(69 3176.7954),(70 3208.8984),(71 3274.1711),(72 3236.8052),(73 3223.7373),(74 3248.016),(75 3222.2307),(76 3243.823),(77 3326.8442),(78 3311.4736),(79 3323.791),
(1 712.6121),(2 1121.2722),(3 1398.1783),(4 1624.2179),(5 1860.7473),(6 2022.7676),(7 2163.816),(8 2250.596),(9 2351.5117),(10 2470.956),(11 2505.674),(12 2552.2068),(13 2617.7412),(14 2575.7883),(15 2593.0093),(16 2637.274),(17 2640.9683),(18 2671.4514),(19 2733.1094),(20 2727.0796),(21 2767.3337),(22 2794.114),(23 2792.6035),(24 2776.5947),(25 2777.3728),(26 2755.7979),(27 2734.3342),(28 2763.7576),(29 2760.417),(30 2804.4805),(31 2798.143),(32 2799.8667),(33 2859.315),(34 2866.4714),(35 2848.4001),(36 2872.3357),(37 2864.6086),(38 2895.159),(39 2958.702),(40 2923.298),(41 2964.581),(42 3001.5952),(43 2968.9604),(44 2958.74),(45 2972.2834),(46 2971.3762),(47 2964.9856),(48 3001.04),(49 3017.5146),(50 3025.243),(51 3047.1174),(52 2995.9055),(53 3006.473),(54 3015.8699),(55 3021.2124),(56 3077.6118),(57 3041.4016),(58 3055.2947),(59 3077.9978),(60 3077.2607),(61 3050.1616),(62 3095.497),(63 3109.7283),(64 3085.5017),(65 3117.1348),(66 3088.0798),(67 3116.3303),(68 3129.5752),(69 3111.784),(70 3140.1543),(71 3193.3054),(72 3203.5078),(73 3218.7454),(74 3234.2664),(75 3187.0776),(76 3186.3076),(77 3254.577),(78 3246.2292),(79 3253.6934),
(1 713.0279),(2 1117.0681),(3 1387.3713),(4 1625.6597),(5 1846.3448),(6 2014.241),(7 2145.6992),(8 2228.655),(9 2304.8674),(10 2406.2969),(11 2432.3381),(12 2465.7808),(13 2504.0166),(14 2503.0425),(15 2508.7764),(16 2557.105),(17 2561.3215),(18 2593.2844),(19 2632.784),(20 2651.741),(21 2663.3613),(22 2727.8606),(23 2718.722),(24 2675.718),(25 2676.6616),(26 2684.3318),(27 2690.6284),(28 2708.6416),(29 2692.5972),(30 2734.6104),(31 2702.8225),(32 2686.852),(33 2720.3164),(34 2704.827),(35 2690.3335),(36 2767.5325),(37 2759.7288),(38 2762.863),(39 2824.8228),(40 2823.9124),(41 2855.1184),(42 2865.1877),(43 2815.1492),(44 2785.7773),(45 2813.19),(46 2797.6904),(47 2750.7737),(48 2827.4832),(49 2801.501),(50 2817.6938),(51 2869.922),(52 2824.5679),(53 2857.5012),(54 2882.4094),(55 2867.5132),(56 2889.3848),(57 2918.158),(58 2929.621),(59 2962.7556),(60 2919.1553),(61 2924.3643),(62 3006.5134),(63 2969.7056),(64 2961.6462),(65 3008.532),(66 2957.4282),(67 2944.2402),(68 2980.005),(69 3006.245),(70 2996.2397),(71 3041.5996),(72 3061.0095),(73 3056.41),(74 3089.2434),(75 3085.6252),(76 3079.082),(77 3148.6106),(78 3144.6401),(79 3156.086),
(1 719.568),(2 1098.9645),(3 1357.8374),(4 1598.3074),(5 1788.027),(6 1938.6602),(7 2083.3516),(8 2144.949),(9 2213.6936),(10 2311.5396),(11 2325.5745),(12 2357.6794),(13 2407.7068),(14 2408.3691),(15 2444.8083),(16 2503.497),(17 2511.989),(18 2520.9229),(19 2551.6821),(20 2548.4768),(21 2590.5815),(22 2656.9033),(23 2649.2998),(24 2654.6155),(25 2685.02),(26 2655.1628),(27 2649.2896),(28 2684.8088),(29 2662.6265),(30 2705.8044),(31 2700.0635),(32 2675.0007),(33 2705.0317),(34 2687.2634),(35 2672.3298),(36 2700.0771),(37 2690.747),(38 2689.906),(39 2742.6787),(40 2716.8628),(41 2741.909),(42 2748.2861),(43 2720.1377),(44 2704.4592),(45 2749.5432),(46 2759.9216),(47 2740.7874),(48 2810.656),(49 2773.152),(50 2791.9448),(51 2818.2424),(52 2836.626),(53 2874.465),(54 2916.922),(55 2908.6023),(56 2949.569),(57 2937.5527),(58 2956.5955),(59 2976.778),(60 2948.467),(61 2946.5508),(62 3022.9978),(63 2972.95),(64 2970.2195),(65 3012.5564),(66 3003.549),(67 2972.2854),(68 3003.0532),(69 2962.315),(70 2969.1523),(71 2998.4456),(72 2971.3054),(73 2974.238),(74 2999.7524),(75 2964.591),(76 2968.9963),(77 3026.8757),(78 3037.8389),(79 3051.457),
(1 687.97095),(2 1059.1481),(3 1309.8143),(4 1554.5319),(5 1729.0311),(6 1875.2407),(7 2018.6766),(8 2094.0566),(9 2189.9985),(10 2290.8467),(11 2333.5667),(12 2372.9707),(13 2435.1897),(14 2416.8733),(15 2441.2515),(16 2480.4644),(17 2489.8333),(18 2494.0454),(19 2551.5505),(20 2524.4253),(21 2542.0571),(22 2579.98),(23 2568.3943),(24 2566.0103),(25 2607.7156),(26 2594.2273),(27 2581.8499),(28 2608.3882),(29 2573.3086),(30 2600.1982),(31 2623.272),(32 2595.1863),(33 2658.5977),(34 2636.3416),(35 2644.69),(36 2684.5981),(37 2662.5059),(38 2670.2146),(39 2684.5813),(40 2641.1865),(41 2659.7405),(42 2676.2627),(43 2665.4883),(44 2654.484),(45 2708.234),(46 2712.4702),(47 2700.309),(48 2756.8462),(49 2747.1514),(50 2757.957),(51 2797.2993),(52 2783.7805),(53 2799.2292),(54 2830.6985),(55 2813.8135),(56 2860.1006),(57 2829.3523),(58 2829.8474),(59 2870.48),(60 2837.0872),(61 2852.8762),(62 2913.6064),(63 2885.2397),(64 2882.4565),(65 2961.6506),(66 2933.711),(67 2959.3428),(68 3000.6807),(69 2954.2578),(70 2926.9392),(71 2964.1033),(72 2929.586),(73 2941.8599),(74 2932.965),(75 2921.7832),(76 2919.834),(77 2982.7307),(78 2997.1848),(79 3015.724),
(1 692.8816),(2 1054.5431),(3 1316.1752),(4 1542.9877),(5 1718.4779),(6 1856.3549),(7 1987.3334),(8 2061.3135),(9 2171.331),(10 2242.4688),(11 2318.2131),(12 2388.766),(13 2439.9727),(14 2431.0903),(15 2450.3132),(16 2488.2715),(17 2492.3667),(18 2517.8438),(19 2569.5808),(20 2536.701),(21 2532.3599),(22 2575.9717),(23 2555.714),(24 2564.3838),(25 2613.8396),(26 2589.1477),(27 2579.8647),(28 2621.1746),(29 2579.5305),(30 2618.7732),(31 2618.3127),(32 2636.3691),(33 2672.396),(34 2666.4949),(35 2668.9167),(36 2722.8745),(37 2694.2026),(38 2706.0469),(39 2738.9998),(40 2703.8582),(41 2722.9478),(42 2736.407),(43 2711.6707),(44 2693.2686),(45 2721.826),(46 2701.0864),(47 2685.12),(48 2729.829),(49 2739.6167),(50 2750.3772),(51 2781.2275),(52 2755.6416),(53 2786.1309),(54 2795.1821),(55 2766.0002),(56 2802.5369),(57 2803.781),(58 2818.7278),(59 2823.931),(60 2787.0342),(61 2794.2236),(62 2866.7883),(63 2835.4673),(64 2848.2666),(65 2897.658),(66 2897.038),(67 2902.026),(68 2990.9358),(69 2953.2312),(70 2931.9688),(71 2965.3801),(72 2963.0503),(73 2952.424),(74 2941.8782),(75 2925.8015),(76 2927.4343),(77 3012.6782),(78 2990.7537),(79 2959.378),
(1 674.16565),(2 1027.0275),(3 1269.6726),(4 1499.4303),(5 1671.3921),(6 1802.3457),(7 1919.9208),(8 1986.5358),(9 2074.544),(10 2178.465),(11 2211.129),(12 2256.7756),(13 2312.1921),(14 2305.386),(15 2314.5535),(16 2343.9636),(17 2333.626),(18 2346.9465),(19 2387.917),(20 2363.1643),(21 2353.947),(22 2388.9402),(23 2370.2644),(24 2359.6978),(25 2430.757),(26 2418.9927),(27 2425.3992),(28 2441.3025),(29 2385.2517),(30 2457.8186),(31 2462.1814),(32 2469.8596),(33 2514.8367),(34 2514.4934),(35 2522.097),(36 2558.5903),(37 2545.8828),(38 2532.3542),(39 2556.7405),(40 2538.464),(41 2529.2603),(42 2540.475),(43 2503.301),(44 2498.9172),(45 2533.7393),(46 2528.7224),(47 2522.347),(48 2551.7883),(49 2559.245),(50 2585.1333),(51 2612.476),(52 2595.9758),(53 2626.944),(54 2655.051),(55 2642.9204),(56 2663.8098),(57 2704.5144),(58 2733.4448),(59 2749.5874),(60 2720.8577),(61 2729.3345),(62 2776.4553),(63 2757.8967),(64 2749.1357),(65 2781.647),(66 2741.7822),(67 2754.6091),(68 2789.4863),(69 2756.0234),(70 2741.4246),(71 2750.387),(72 2725.8945),(73 2688.7034),(74 2696.1072),(75 2686.3052),(76 2666.0354),(77 2756.672),(78 2722.6838),(79 2740.3274),
(1 673.2519),(2 1017.14453),(3 1250.4075),(4 1500.7496),(5 1692.2809),(6 1812.0685),(7 1918.2813),(8 1973.7001),(9 2073.93),(10 2160.5654),(11 2165.042),(12 2201.7144),(13 2281.1501),(14 2260.1794),(15 2279.9712),(16 2314.9604),(17 2353.278),(18 2368.9985),(19 2402.3647),(20 2397.1765),(21 2404.157),(22 2438.377),(23 2400.1008),(24 2423.3416),(25 2442.8025),(26 2417.3525),(27 2417.6099),(28 2481.8818),(29 2458.844),(30 2503.747),(31 2517.9275),(32 2515.7412),(33 2543.6077),(34 2519.3992),(35 2530.74),(36 2554.1697),(37 2538.4995),(38 2527.6787),(39 2530.1675),(40 2517.7966),(41 2499.013),(42 2529.2651),(43 2484.3577),(44 2485.4573),(45 2507.9893),(46 2486.043),(47 2486.4346),(48 2523.71),(49 2535.708),(50 2573.9023),(51 2603.31),(52 2620.783),(53 2665.7766),(54 2689.8357),(55 2660.46),(56 2701.694),(57 2724.8274),(58 2751.7068),(59 2772.3477),(60 2753.8242),(61 2731.0647),(62 2746.2432),(63 2728.2588),(64 2719.3477),(65 2774.9773),(66 2770.9194),(67 2771.908),(68 2814.3345),(69 2777.639),(70 2784.0452),(71 2825.0176),(72 2763.4397),(73 2743.4233),(74 2745.5894),(75 2736.577),(76 2699.7231),(77 2739.9514),(78 2749.5605),(79 2767.2273),
(1 662.7919),(2 1011.9192),(3 1225.7272),(4 1461.8198),(5 1645.754),(6 1760.2963),(7 1854.0779),(8 1895.7242),(9 1985.4537),(10 2058.6133),(11 2076.195),(12 2100.6826),(13 2169.3257),(14 2130.1377),(15 2116.975),(16 2162.4788),(17 2163.3962),(18 2173.0103),(19 2200.1648),(20 2181.287),(21 2219.2737),(22 2268.101),(23 2240.9214),(24 2255.9106),(25 2275.8071),(26 2255.7366),(27 2256.1792),(28 2309.645),(29 2285.266),(30 2356.2961),(31 2369.1033),(32 2393.2114),(33 2447.347),(34 2436.6267),(35 2440.0906),(36 2487.703),(37 2485.7393),(38 2477.3984),(39 2515.7634),(40 2473.7898),(41 2459.854),(42 2469.0771),(43 2431.1313),(44 2424.1724),(45 2449.8608),(46 2398.0676),(47 2394.6006),(48 2440.0293),(49 2447.433),(50 2488.2048),(51 2529.0222),(52 2521.8933),(53 2571.8303),(54 2616.8445),(55 2580.5767),(56 2626.8867),(57 2620.265),(58 2615.9846),(59 2651.5012),(60 2627.1477),(61 2633.0007),(62 2690.853),(63 2678.7734),(64 2682.9146),(65 2735.3857),(66 2728.1433),(67 2739.218),(68 2781.197),(69 2736.202),(70 2727.1443),(71 2747.053),(72 2706.9695),(73 2673.8188),(74 2709.9536),(75 2659.3938),(76 2658.2747),(77 2718.1047),(78 2669.7312),(79 2670.58),
(1 640.5798),(2 978.92303),(3 1185.4592),(4 1401.583),(5 1590.7747),(6 1711.484),(7 1820.9567),(8 1887.9211),(9 1965.7834),(10 2035.5521),(11 2071.9448),(12 2116.3577),(13 2163.75),(14 2122.7188),(15 2123.7769),(16 2136.6497),(17 2127.777),(18 2129.0535),(19 2155.1611),(20 2132.59),(21 2147.5154),(22 2186.5283),(23 2164.7332),(24 2180.892),(25 2233.8552),(26 2221.125),(27 2250.5146),(28 2295.8394),(29 2267.2546),(30 2298.4639),(31 2301.893),(32 2310.7734),(33 2349.7888),(34 2358.948),(35 2383.7944),(36 2417.9045),(37 2407.9268),(38 2405.8984),(39 2446.0476),(40 2408.6057),(41 2406.727),(42 2428.5469),(43 2393.2166),(44 2376.9968),(45 2389.9333),(46 2364.672),(47 2365.36),(48 2394.7874),(49 2384.0757),(50 2417.1152),(51 2436.0422),(52 2431.8918),(53 2470.6577),(54 2471.216),(55 2460.0752),(56 2498.7905),(57 2475.8918),(58 2499.763),(59 2529.3706),(60 2492.626),(61 2466.8958),(62 2512.3577),(63 2477.9966),(64 2472.2307),(65 2529.3413),(66 2497.7605),(67 2490.6243),(68 2531.6045),(69 2541.0486),(70 2512.869),(71 2558.933),(72 2538.1418),(73 2525.6614),(74 2571.945),(75 2536.2517),(76 2526.7966),(77 2572.681),(78 2559.7522),(79 2583.3738),
(1 646.348),(2 958.99084),(3 1170.9456),(4 1371.7626),(5 1564.6979),(6 1686.3921),(7 1778.9552),(8 1836.4631),(9 1903.9316),(10 1983.6156),(11 2010.8505),(12 2059.8425),(13 2113.3464),(14 2094.6392),(15 2102.4333),(16 2138.1685),(17 2128.3918),(18 2137.6748),(19 2180.3545),(20 2176.2454),(21 2191.0886),(22 2251.9224),(23 2232.2747),(24 2245.4065),(25 2273.4617),(26 2253.4385),(27 2248.4814),(28 2293.4272),(29 2273.0254),(30 2297.169),(31 2307.9775),(32 2298.138),(33 2366.1272),(34 2354.8953),(35 2376.5488),(36 2409.9587),(37 2365.6272),(38 2382.7559),(39 2383.4697),(40 2357.2256),(41 2340.6787),(42 2395.5447),(43 2355.8696),(44 2352.5251),(45 2382.0774),(46 2358.3809),(47 2348.1414),(48 2387.1885),(49 2381.1047),(50 2377.9348),(51 2392.6333),(52 2374.7969),(53 2413.7813),(54 2422.9797),(55 2407.1414),(56 2430.294),(57 2423.3232),(58 2451.0554),(59 2444.344),(60 2417.6604),(61 2393.0684),(62 2443.9485),(63 2404.3657),(64 2387.017),(65 2426.8496),(66 2393.581),(67 2402.8362),(68 2456.5488),(69 2439.8757),(70 2421.6287),(71 2461.6228),(72 2422.3362),(73 2410.1064),(74 2449.936),(75 2429.7036),(76 2430.6282),(77 2493.7158),(78 2485.099),(79 2458.846),
(1 638.42004),(2 930.6899),(3 1140.7671),(4 1345.7045),(5 1501.3997),(6 1637.2145),(7 1752.7129),(8 1794.2157),(9 1872.1858),(10 1960.208),(11 1978.7465),(12 2030.3301),(13 2089.9053),(14 2083.3604),(15 2102.2124),(16 2142.9128),(17 2148.483),(18 2162.1108),(19 2182.2007),(20 2173.0684),(21 2169.0195),(22 2205.9302),(23 2182.1418),(24 2186.1082),(25 2192.041),(26 2161.9812),(27 2169.5896),(28 2203.037),(29 2160.415),(30 2189.8994),(31 2176.6914),(32 2165.0447),(33 2210.6921),(34 2203.903),(35 2222.2227),(36 2248.6296),(37 2227.8572),(38 2227.942),(39 2265.8123),(40 2223.1523),(41 2195.6428),(42 2220.2317),(43 2213.9053),(44 2208.9202),(45 2247.9414),(46 2218.7307),(47 2227.6145),(48 2241.585),(49 2242.8262),(50 2253.505),(51 2305.145),(52 2296.9434),(53 2342.0566),(54 2347.6853),(55 2328.5251),(56 2374.811),(57 2379.5286),(58 2377.7617),(59 2429.3665),(60 2400.897),(61 2374.9568),(62 2407.6648),(63 2376.208),(64 2371.7493),(65 2404.0488),(66 2403.4863),(67 2430.6025),(68 2456.4316),(69 2440.1492),(70 2429.2185),(71 2463.0205),(72 2435.2341),(73 2415.675),(74 2445.5627),(75 2404.0364),(76 2435.445),(77 2490.7705),(78 2451.265),(79 2469.3484),
