1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 331057.7),(2 1307203.6),(3 3094419),(4 5505536.5),(5 8609408),(6 12382443),(7 17006870),(8 22236926),(9 28154202),(10 34888060),(11 42282044),(12 50445196),(13 59243948),(14 68548504),(15 78299820),(16 88406890),(17 98979224),(18 110466264),(19 122207720),(20 134362380),(21 147353660),(22 160377900),(23 172281470),(24 182464110),(25 191848510),(26 200875280),(27 209165060),(28 216590270),(29 223549870),(30 229920720),(31 235040510),(32 239286190),(33 243803710),(34 247108560),(35 249907060),(36 252205650),(37 254065220),(38 255363540),(39 256188270),(40 256308350),(41 255723200),(42 254100180),(43 251927170),(44 249131890),(45 246273920),(46 243289040),(47 240226750),(48 237290670),(49 233766990),(50 230427310),(51 227168770),(52 224548350),(53 222956160),(54 221566800),(55 220451330),(56 219273860),(57 218288460),(58 217427400),(59 216776640),(60 216029010),(61 215708850),(62 215321170),(63 215721090),(64 215958910),(65 216656500),(66 218033730),(67 219742510),(68 221934860),(69 224624510),(70 227766400),(71 231245140),(72 234828370),(73 238281460),(74 241654540),(75 245028400),(76 248185780),(77 251144620),(78 254049200),(79 257411890),
(1 232.79028),(2 251.99345),(3 256.00687),(4 276.05212),(5 284.00616),(6 265.5477),(7 274.94492),(8 278.79163),(9 289.2933),(10 296.2794),(11 291.0359),(12 292.23657),(13 291.365),(14 302.25595),(15 300.64047),(16 307.62506),(17 309.157),(18 301.039),(19 310.8025),(20 318.7128),(21 320.15164),(22 317.06454),(23 330.2484),(24 324.0625),(25 322.48044),(26 323.86978),(27 330.51227),(28 319.89206),(29 330.71582),(30 333.28595),(31 326.46005),(32 333.8574),(33 325.46252),(34 335.73074),(35 339.68124),(36 332.83047),(37 338.55377),(38 341.2745),(39 338.19788),(40 339.45782),(41 338.8673),(42 342.64105),(43 338.99896),(44 343.70245),(45 345.58527),(46 346.27316),(47 341.48608),(48 349.31158),(49 345.3902),(50 347.91028),(51 343.64743),(52 347.37943),(53 341.6731),(54 355.84204),(55 345.25128),(56 340.71616),(57 347.2292),(58 353.22873),(59 347.15582),(60 350.10114),(61 346.01758),(62 345.5042),(63 342.17926),(64 335.5609),(65 336.36722),(66 341.056),(67 335.3046),(68 335.05557),(69 324.56113),(70 328.79572),(71 320.78778),(72 329.7936),(73 334.0407),(74 327.27454),(75 324.7152),(76 322.75006),(77 325.77335),(78 329.5328),(79 325.61972),
(1 232.30157),(2 250.3624),(3 257.75162),(4 277.1907),(5 282.3578),(6 271.59543),(7 275.25482),(8 276.96597),(9 284.809),(10 289.71722),(11 288.63196),(12 293.1533),(13 294.32742),(14 302.4689),(15 304.1316),(16 315.3566),(17 314.0441),(18 308.82498),(19 325.48596),(20 325.84442),(21 321.46945),(22 318.13757),(23 330.63815),(24 330.40533),(25 326.48718),(26 329.902),(27 342.03537),(28 327.59296),(29 336.84955),(30 336.7117),(31 334.99213),(32 337.499),(33 321.84473),(34 329.62347),(35 334.39627),(36 327.77374),(37 330.7104),(38 328.9539),(39 323.50964),(40 325.14505),(41 323.08002),(42 332.42593),(43 327.0052),(44 331.68735),(45 333.3222),(46 333.46292),(47 332.70642),(48 337.91043),(49 330.7933),(50 338.15057),(51 332.87387),(52 332.17776),(53 334.38815),(54 335.9032),(55 332.1192),(56 330.0298),(57 334.69373),(58 336.6448),(59 337.19168),(60 333.35568),(61 332.10626),(62 333.01898),(63 331.60605),(64 331.5236),(65 331.99094),(66 332.0197),(67 328.48026),(68 325.95285),(69 319.28348),(70 322.07697),(71 321.64572),(72 324.63986),(73 327.92435),(74 321.66885),(75 328.03702),(76 325.9204),(77 328.0358),(78 332.8611),(79 324.92035),
(1 237.0043),(2 253.4359),(3 264.13763),(4 279.7159),(5 285.1774),(6 277.39087),(7 281.19315),(8 285.31445),(9 291.715),(10 295.07358),(11 295.79977),(12 301.04117),(13 299.03592),(14 304.5414),(15 302.62476),(16 305.58563),(17 307.51715),(18 307.7632),(19 319.35736),(20 321.42487),(21 315.04327),(22 312.2512),(23 323.197),(24 320.7995),(25 320.86725),(26 319.52322),(27 327.14447),(28 324.60495),(29 327.7572),(30 327.8951),(31 335.80658),(32 324.08334),(33 320.07736),(34 327.39438),(35 326.60815),(36 321.2058),(37 326.0678),(38 332.6163),(39 324.06683),(40 329.57602),(41 320.43842),(42 330.3221),(43 323.79712),(44 330.85577),(45 327.7398),(46 324.95633),(47 329.7834),(48 334.8464),(49 330.01926),(50 335.8301),(51 327.68018),(52 330.074),(53 334.48526),(54 335.24213),(55 333.5761),(56 330.8047),(57 334.88052),(58 330.59946),(59 332.41238),(60 334.561),(61 327.68405),(62 323.65753),(63 328.3101),(64 323.7422),(65 325.88394),(66 319.38788),(67 319.90973),(68 318.2189),(69 315.76794),(70 315.83514),(71 313.49963),(72 312.42053),(73 316.7449),(74 317.95996),(75 320.62048),(76 315.83453),(77 320.19363),(78 324.04846),(79 320.6732),
(1 223.78651),(2 241.89626),(3 250.1525),(4 264.55234),(5 270.574),(6 260.26593),(7 260.7915),(8 263.94928),(9 270.83487),(10 274.95645),(11 279.4601),(12 281.8581),(13 283.40674),(14 289.61234),(15 294.4283),(16 290.33014),(17 301.45486),(18 298.3339),(19 304.05685),(20 305.89606),(21 303.48633),(22 304.99234),(23 319.78372),(24 315.6869),(25 308.29718),(26 309.67593),(27 315.48795),(28 310.728),(29 310.88538),(30 314.11365),(31 319.67496),(32 310.70834),(33 309.67148),(34 310.4961),(35 316.34125),(36 309.8029),(37 313.1307),(38 319.95062),(39 312.1674),(40 317.46396),(41 311.60544),(42 315.0949),(43 315.07184),(44 317.5377),(45 312.84756),(46 314.7261),(47 314.24313),(48 315.39346),(49 315.9885),(50 316.70023),(51 312.03418),(52 311.82834),(53 312.5002),(54 315.69614),(55 312.3156),(56 309.41495),(57 311.97653),(58 314.73557),(59 313.9322),(60 318.14542),(61 316.44556),(62 311.18494),(63 311.68347),(64 313.62686),(65 313.01068),(66 307.59918),(67 311.05878),(68 301.02615),(69 301.0669),(70 307.2107),(71 304.59796),(72 305.22153),(73 308.44745),(74 309.31448),(75 309.7799),(76 309.5738),(77 314.63766),(78 311.8181),(79 306.72125),
(1 215.81978),(2 235.50409),(3 249.08598),(4 263.18588),(5 270.39258),(6 259.76273),(7 262.15082),(8 264.8723),(9 274.10904),(10 279.2043),(11 285.55768),(12 289.42856),(13 287.59647),(14 289.16965),(15 295.68768),(16 299.9847),(17 302.7669),(18 296.7928),(19 306.7902),(20 306.9646),(21 310.66043),(22 308.23474),(23 315.2449),(24 324.02875),(25 313.38257),(26 315.9544),(27 316.68234),(28 309.6234),(29 316.02982),(30 321.42694),(31 317.74908),(32 319.32272),(33 320.16586),(34 314.14572),(35 321.69696),(36 313.019),(37 320.40164),(38 326.7697),(39 313.52176),(40 317.19998),(41 316.92325),(42 317.95898),(43 324.4769),(44 324.2196),(45 314.15497),(46 315.00653),(47 318.86176),(48 323.20093),(49 324.11737),(50 322.73892),(51 314.2971),(52 317.86865),(53 322.34338),(54 320.5627),(55 318.7258),(56 313.79575),(57 317.51053),(58 318.82693),(59 318.7668),(60 315.4333),(61 317.48053),(62 316.2834),(63 316.57462),(64 312.90192),(65 307.92944),(66 309.56287),(67 316.60355),(68 305.42148),(69 304.4057),(70 306.24484),(71 305.3772),(72 310.89047),(73 308.73404),(74 308.0696),(75 306.68655),(76 308.2908),(77 309.7813),(78 307.99744),(79 305.51663),
(1 213.63303),(2 232.29881),(3 235.57553),(4 252.45822),(5 262.58618),(6 253.28261),(7 256.47443),(8 253.79198),(9 266.6923),(10 269.54834),(11 266.89154),(12 277.72513),(13 273.77942),(14 281.05435),(15 281.5437),(16 283.4364),(17 288.12128),(18 284.98312),(19 296.5136),(20 295.15674),(21 301.8776),(22 302.64038),(23 306.77124),(24 307.9555),(25 308.03177),(26 309.21436),(27 308.66348),(28 303.5804),(29 305.98492),(30 309.59756),(31 307.17374),(32 311.115),(33 309.63617),(34 308.75882),(35 310.79346),(36 301.7579),(37 312.22723),(38 313.28137),(39 307.64063),(40 312.98825),(41 311.5155),(42 306.9649),(43 308.02753),(44 315.03256),(45 309.8482),(46 309.15607),(47 307.48608),(48 311.3522),(49 314.0307),(50 312.77594),(51 306.72348),(52 308.1994),(53 313.00235),(54 309.71292),(55 305.91357),(56 305.04532),(57 314.32047),(58 305.62674),(59 310.24542),(60 308.89404),(61 303.17636),(62 307.02676),(63 307.23492),(64 301.72433),(65 302.56378),(66 297.8564),(67 303.0821),(68 296.57544),(69 293.50568),(70 296.71057),(71 293.05542),(72 299.93057),(73 302.38892),(74 304.7791),(75 302.61496),(76 303.793),(77 304.15646),(78 300.23276),(79 302.03784),
(1 222.44182),(2 244.12544),(3 248.56488),(4 265.02106),(5 268.1513),(6 260.47833),(7 270.0696),(8 266.83197),(9 280.5814),(10 283.73608),(11 280.256),(12 285.90768),(13 281.02322),(14 292.22882),(15 295.33157),(16 293.83456),(17 298.83743),(18 300.64026),(19 303.24976),(20 300.8971),(21 312.85675),(22 317.31805),(23 321.38297),(24 317.45724),(25 318.37665),(26 318.40402),(27 318.7084),(28 312.6692),(29 316.7868),(30 313.66174),(31 312.65353),(32 322.69296),(33 315.14957),(34 319.33328),(35 315.13245),(36 312.64316),(37 319.54166),(38 319.7349),(39 314.47125),(40 316.9634),(41 310.24356),(42 314.65933),(43 315.64047),(44 321.46985),(45 315.35468),(46 316.8133),(47 313.2186),(48 309.87106),(49 312.7365),(50 311.57324),(51 314.17188),(52 313.19852),(53 314.4461),(54 315.05313),(55 315.69897),(56 313.8493),(57 328.08926),(58 311.7172),(59 314.34113),(60 319.15555),(61 313.107),(62 320.0686),(63 310.51056),(64 306.89114),(65 311.10168),(66 309.03824),(67 308.4064),(68 304.73758),(69 303.50146),(70 308.3734),(71 303.73026),(72 306.02563),(73 306.50174),(74 309.27216),(75 309.01358),(76 309.01108),(77 311.60443),(78 309.68042),(79 303.442),
(1 216.65334),(2 233.33966),(3 247.09616),(4 269.3341),(5 265.57068),(6 251.49916),(7 265.3224),(8 262.1425),(9 271.71017),(10 284.27005),(11 277.80472),(12 282.43243),(13 275.74997),(14 283.5614),(15 286.18494),(16 292.3954),(17 296.06155),(18 295.89337),(19 299.51395),(20 293.19733),(21 304.01276),(22 302.23883),(23 307.50583),(24 311.62543),(25 314.21075),(26 315.08847),(27 313.73312),(28 310.0659),(29 307.6838),(30 314.54926),(31 313.24738),(32 317.60095),(33 313.6147),(34 321.71622),(35 311.48615),(36 307.856),(37 314.32666),(38 317.28903),(39 316.70612),(40 315.0468),(41 308.54004),(42 310.50745),(43 318.86343),(44 319.8432),(45 314.86346),(46 310.5826),(47 311.77444),(48 308.89563),(49 313.85858),(50 311.9147),(51 311.21817),(52 313.82437),(53 320.6783),(54 316.7002),(55 314.69202),(56 307.95386),(57 317.11014),(58 309.17862),(59 318.34756),(60 320.46915),(61 312.28906),(62 315.7567),(63 310.6759),(64 302.07318),(65 306.27975),(66 302.01358),(67 305.05997),(68 302.75723),(69 301.7908),(70 307.38354),(71 302.66476),(72 298.52313),(73 304.99805),(74 303.84912),(75 305.0175),(76 307.5677),(77 303.8586),(78 302.81424),(79 301.03427),
(1 205.8816),(2 222.56659),(3 236.9204),(4 251.69551),(5 257.57498),(6 238.18785),(7 252.63367),(8 255.02531),(9 257.69543),(10 270.6924),(11 269.28516),(12 270.85),(13 266.22946),(14 275.60812),(15 277.43222),(16 282.77798),(17 287.50504),(18 283.50745),(19 292.69427),(20 287.37503),(21 293.02365),(22 292.45804),(23 298.22113),(24 299.44205),(25 296.99506),(26 301.5176),(27 306.12756),(28 301.3407),(29 293.87094),(30 301.37256),(31 301.70328),(32 300.2676),(33 304.07504),(34 302.56253),(35 301.2802),(36 297.20032),(37 304.28784),(38 299.96173),(39 304.13287),(40 299.12604),(41 301.9196),(42 302.08786),(43 302.85815),(44 304.48334),(45 303.65622),(46 297.7267),(47 304.42056),(48 301.81104),(49 303.96243),(50 304.0893),(51 302.87976),(52 301.60733),(53 307.18753),(54 303.1577),(55 303.0307),(56 303.64688),(57 309.83957),(58 303.16327),(59 314.77148),(60 305.98383),(61 303.58438),(62 309.68658),(63 303.96292),(64 304.20746),(65 307.25357),(66 302.51855),(67 305.12408),(68 306.98535),(69 300.91745),(70 306.95966),(71 304.68402),(72 299.34775),(73 299.49652),(74 302.57236),(75 301.4562),(76 307.40143),(77 302.38666),(78 293.63638),(79 294.1155),
(1 205.35979),(2 223.26424),(3 233.78023),(4 248.0562),(5 256.61145),(6 243.59283),(7 258.13458),(8 261.1731),(9 260.68597),(10 269.74585),(11 273.63806),(12 276.87946),(13 270.57144),(14 277.86658),(15 283.3279),(16 286.7782),(17 292.3987),(18 286.9773),(19 297.07718),(20 290.82016),(21 297.0301),(22 303.07025),(23 303.97195),(24 308.35013),(25 305.67184),(26 300.1322),(27 307.66388),(28 305.3089),(29 305.2774),(30 312.8518),(31 310.93353),(32 311.53094),(33 311.82962),(34 304.78925),(35 312.74738),(36 308.12683),(37 317.804),(38 310.04962),(39 318.93225),(40 310.45853),(41 309.40182),(42 308.32596),(43 314.8895),(44 319.34985),(45 316.78275),(46 309.9401),(47 316.10135),(48 314.91324),(49 317.66586),(50 314.58508),(51 313.9722),(52 305.07657),(53 313.76022),(54 311.14432),(55 313.00824),(56 312.67566),(57 306.89954),(58 308.43814),(59 319.3818),(60 309.55032),(61 305.49872),(62 305.72757),(63 302.5411),(64 307.8585),(65 306.0639),(66 303.56833),(67 298.27356),(68 307.69403),(69 302.56906),(70 304.51865),(71 305.7358),(72 304.1486),(73 301.52866),(74 306.52985),(75 304.67407),(76 311.34518),(77 304.77954),(78 301.25272),(79 299.43448),
(1 201.19664),(2 218.5273),(3 226.83115),(4 244.81561),(5 246.79027),(6 237.81859),(7 250.44545),(8 252.50102),(9 254.78642),(10 262.4412),(11 261.9291),(12 274.93958),(13 269.5288),(14 272.6032),(15 276.60678),(16 278.9624),(17 283.3392),(18 285.2912),(19 290.35663),(20 277.92035),(21 287.49954),(22 296.38327),(23 296.27603),(24 294.31775),(25 295.7376),(26 288.84436),(27 296.9082),(28 291.7039),(29 292.7111),(30 299.9881),(31 299.68246),(32 302.5637),(33 291.4893),(34 290.47067),(35 299.28055),(36 294.57703),(37 298.20862),(38 294.42853),(39 295.47095),(40 296.5299),(41 290.23016),(42 287.37878),(43 291.78287),(44 299.51474),(45 300.3846),(46 293.50677),(47 297.9347),(48 295.28848),(49 300.8179),(50 299.5953),(51 300.4917),(52 297.42758),(53 299.89304),(54 297.36734),(55 305.17047),(56 300.12192),(57 294.50766),(58 301.08304),(59 305.6839),(60 304.81326),(61 295.09164),(62 293.67322),(63 295.0106),(64 300.11063),(65 299.89578),(66 295.19876),(67 294.57584),(68 296.44788),(69 291.88425),(70 292.9821),(71 296.30814),(72 294.16614),(73 294.7799),(74 295.53937),(75 294.46616),(76 302.30344),(77 295.9376),(78 291.53638),(79 289.9293),
(1 199.34189),(2 222.59894),(3 233.67268),(4 247.9005),(5 249.35298),(6 240.52577),(7 249.32288),(8 247.70149),(9 255.82443),(10 264.9987),(11 261.89667),(12 270.2031),(13 265.36145),(14 271.72485),(15 271.6571),(16 273.92075),(17 278.8357),(18 281.82278),(19 290.4897),(20 280.5743),(21 285.03156),(22 289.52393),(23 290.18588),(24 293.60773),(25 301.35266),(26 293.12244),(27 297.80756),(28 293.70496),(29 294.46252),(30 299.04962),(31 296.55093),(32 298.71414),(33 293.122),(34 296.57635),(35 297.13797),(36 296.86646),(37 300.22177),(38 298.60895),(39 296.72717),(40 298.06226),(41 296.1416),(42 297.8362),(43 295.94562),(44 296.2389),(45 299.79846),(46 298.26218),(47 302.09543),(48 300.73767),(49 299.87457),(50 297.98007),(51 302.40445),(52 299.14355),(53 302.87253),(54 302.10626),(55 301.49014),(56 298.16132),(57 302.22815),(58 304.14795),(59 302.5022),(60 298.49765),(61 295.56342),(62 292.73547),(63 293.28738),(64 297.71353),(65 295.84573),(66 290.58624),(67 298.69006),(68 296.4808),(69 297.09335),(70 292.12537),(71 297.77753),(72 296.35284),(73 297.18234),(74 300.81354),(75 294.0456),(76 299.73196),(77 298.54428),(78 293.4196),(79 292.14902),
(1 198.28217),(2 216.65627),(3 226.37378),(4 241.58641),(5 239.22176),(6 232.49416),(7 250.99477),(8 243.05907),(9 250.69698),(10 261.0038),(11 255.49985),(12 263.505),(13 260.25714),(14 266.8026),(15 269.05557),(16 271.6152),(17 277.15198),(18 271.52948),(19 284.62778),(20 275.209),(21 282.27408),(22 279.97858),(23 280.13937),(24 282.37335),(25 293.28613),(26 294.62012),(27 288.36514),(28 284.22177),(29 289.28403),(30 289.67978),(31 289.16174),(32 292.8001),(33 283.88727),(34 289.92767),(35 289.1194),(36 286.01556),(37 286.702),(38 289.8038),(39 290.74017),(40 288.6111),(41 284.86606),(42 290.16986),(43 284.44586),(44 289.7889),(45 292.3121),(46 292.133),(47 288.96036),(48 293.75995),(49 292.55524),(50 292.6804),(51 295.67368),(52 289.61487),(53 293.35803),(54 295.1776),(55 294.42737),(56 293.31287),(57 295.93167),(58 298.9029),(59 302.8783),(60 300.36652),(61 297.0648),(62 291.7534),(63 295.35083),(64 296.97806),(65 295.80643),(66 293.1877),(67 291.70377),(68 289.59396),(69 295.8329),(70 290.26434),(71 292.60458),(72 289.72723),(73 292.99307),(74 296.67328),(75 291.76297),(76 296.82864),(77 293.7902),(78 291.86615),(79 288.81442),
(1 197.24948),(2 214.86392),(3 225.2059),(4 237.77074),(5 241.0117),(6 231.90799),(7 244.79225),(8 243.20094),(9 250.98721),(10 258.77887),(11 253.77487),(12 264.44293),(13 264.98636),(14 271.6537),(15 270.9744),(16 278.14697),(17 274.9794),(18 273.2168),(19 279.54117),(20 276.9775),(21 285.46375),(22 285.3179),(23 288.3575),(24 282.7117),(25 286.76273),(26 291.35028),(27 291.15387),(28 284.86932),(29 287.468),(30 284.72617),(31 292.64566),(32 288.64676),(33 282.13123),(34 283.26938),(35 282.42526),(36 282.17877),(37 280.3793),(38 281.63126),(39 283.29294),(40 281.0754),(41 279.22238),(42 282.94565),(43 282.4582),(44 283.41577),(45 283.53735),(46 281.87653),(47 283.56912),(48 285.8993),(49 284.4828),(50 285.4215),(51 286.50467),(52 281.04907),(53 281.4353),(54 276.73834),(55 287.84924),(56 289.38895),(57 282.35217),(58 282.52957),(59 288.31787),(60 287.3557),(61 286.19254),(62 280.27917),(63 285.38995),(64 281.55197),(65 282.3254),(66 286.92715),(67 282.86432),(68 283.03458),(69 286.9296),(70 285.41483),(71 288.55762),(72 288.47308),(73 292.00546),(74 292.89343),(75 292.89523),(76 294.56696),(77 290.93454),(78 289.80392),(79 288.3217),
(1 194.34691),(2 212.0944),(3 220.61057),(4 225.25507),(5 238.1585),(6 228.36374),(7 233.86667),(8 240.36223),(9 248.4915),(10 255.31017),(11 248.90323),(12 258.17508),(13 257.9555),(14 268.1917),(15 263.09064),(16 275.03302),(17 267.16602),(18 274.8645),(19 274.33743),(20 275.435),(21 281.14053),(22 280.28943),(23 281.36923),(24 289.31213),(25 290.46188),(26 288.25668),(27 295.3356),(28 289.08136),(29 292.22928),(30 289.1264),(31 295.29202),(32 293.0536),(33 292.7562),(34 293.97522),(35 289.87823),(36 291.1544),(37 284.54327),(38 290.1671),(39 294.47858),(40 289.93677),(41 288.7275),(42 286.99655),(43 286.63675),(44 293.28485),(45 292.41406),(46 289.60895),(47 292.87347),(48 293.06186),(49 294.94388),(50 296.58972),(51 296.91165),(52 299.8468),(53 299.597),(54 293.61832),(55 300.15338),(56 297.5853),(57 289.56238),(58 294.88248),(59 301.45596),(60 296.2534),(61 295.24255),(62 290.46667),(63 291.2246),(64 288.57126),(65 294.39606),(66 290.20007),(67 293.88306),(68 293.95447),(69 288.7931),(70 289.41693),(71 289.7407),(72 286.59143),(73 290.20844),(74 289.69238),(75 285.08173),(76 286.382),(77 286.2504),(78 282.22433),(79 280.7554),
(1 189.28423),(2 208.02808),(3 213.83765),(4 220.71675),(5 230.62894),(6 220.70491),(7 231.38676),(8 237.07724),(9 245.8011),(10 251.66222),(11 243.08215),(12 252.88362),(13 253.15453),(14 261.13196),(15 255.5732),(16 263.70905),(17 259.48624),(18 262.54184),(19 262.14197),(20 262.27545),(21 269.81216),(22 271.56253),(23 272.41275),(24 273.99527),(25 272.7709),(26 272.4797),(27 277.82166),(28 278.07303),(29 275.47067),(30 270.03622),(31 273.31384),(32 271.9648),(33 273.60562),(34 274.60147),(35 273.81955),(36 278.98804),(37 275.2419),(38 274.55222),(39 275.9761),(40 272.8367),(41 279.8263),(42 277.40448),(43 278.75076),(44 280.7201),(45 278.75113),(46 277.0261),(47 275.76428),(48 277.19318),(49 279.24533),(50 282.01318),(51 283.90732),(52 277.66373),(53 273.48334),(54 271.70813),(55 279.45038),(56 276.95316),(57 271.22415),(58 274.1014),(59 280.1174),(60 278.2547),(61 276.8468),(62 271.78894),(63 271.2391),(64 271.0262),(65 276.12863),(66 270.26294),(67 271.8383),(68 271.4451),(69 274.34375),(70 273.726),(71 274.41586),(72 270.51196),(73 271.799),(74 269.37085),(75 269.32642),(76 275.14682),(77 271.4244),(78 272.48608),(79 269.7573),
(1 189.08698),(2 211.11826),(3 214.55315),(4 225.27858),(5 236.52217),(6 225.79073),(7 232.59052),(8 236.14679),(9 244.70093),(10 244.88777),(11 239.51926),(12 248.76332),(13 248.67752),(14 254.8892),(15 253.4784),(16 255.61229),(17 254.85986),(18 265.7035),(19 264.4196),(20 262.70386),(21 272.08673),(22 274.66272),(23 281.8247),(24 278.6382),(25 277.79276),(26 281.008),(27 286.2431),(28 289.07504),(29 282.72235),(30 276.71732),(31 283.22885),(32 285.25656),(33 279.08975),(34 280.84836),(35 284.31152),(36 285.62073),(37 287.00418),(38 284.89236),(39 281.07333),(40 277.49615),(41 280.83752),(42 278.54916),(43 284.52002),(44 282.28265),(45 282.20743),(46 280.8619),(47 278.24893),(48 278.89767),(49 282.11145),(50 279.08276),(51 284.07123),(52 283.56653),(53 278.67825),(54 276.4336),(55 285.3546),(56 278.318),(57 274.16037),(58 272.64374),(59 279.61172),(60 281.45428),(61 281.1726),(62 275.06726),(63 277.5801),(64 274.62817),(65 277.61847),(66 274.852),(67 272.82822),(68 274.62836),(69 280.20804),(70 274.29257),(71 276.39877),(72 276.6577),(73 280.1245),(74 279.64423),(75 279.70618),(76 281.51154),(77 275.55765),(78 276.8678),(79 278.97342),
(1 185.07576),(2 209.0977),(3 210.71057),(4 221.77397),(5 231.4824),(6 222.75534),(7 231.98958),(8 231.73978),(9 241.95128),(10 244.59985),(11 240.66258),(12 248.62233),(13 247.71573),(14 250.20923),(15 252.70244),(16 254.83517),(17 254.69658),(18 265.49072),(19 261.54303),(20 258.68906),(21 269.42596),(22 268.2511),(23 275.0829),(24 275.48306),(25 272.77646),(26 273.35626),(27 274.9037),(28 272.9408),(29 273.61847),(30 277.0045),(31 282.73773),(32 278.02936),(33 272.41983),(34 271.02676),(35 279.67105),(36 278.98218),(37 278.18628),(38 277.95956),(39 278.5213),(40 279.93372),(41 278.97113),(42 278.86932),(43 275.58862),(44 272.63336),(45 278.5132),(46 279.8349),(47 273.53217),(48 276.1613),(49 275.12814),(50 275.55145),(51 279.20053),(52 281.03122),(53 272.38467),(54 273.34473),(55 277.82718),(56 277.97855),(57 274.65543),(58 276.90335),(59 283.79248),(60 282.57578),(61 277.71225),(62 275.36444),(63 275.5874),(64 268.46054),(65 277.5422),(66 273.00574),(67 267.66174),(68 276.23056),(69 278.21375),(70 273.44318),(71 277.42438),(72 274.93115),(73 279.37415),(74 277.32166),(75 277.71387),(76 283.003),(77 279.61386),(78 275.56387),(79 279.7671),
