1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 714008.2),(2 1067991.6),(3 1471366.1),(4 1868544.9),(5 2252515.8),(6 2607683.8),(7 2981090.3),(8 3402714.8),(9 3809187.3),(10 3231053.8),(11 3255935.3),(12 3251681.3),(13 3313253.3),(14 3403047),(15 3511021.8),(16 3639858),(17 3768470.3),(18 3854801.8),(19 3904216),(20 3937774),(21 3968401),(22 3849005.3),(23 3703113),(24 3520479),(25 3295528),(26 3025407),(27 2747708.3),(28 2465193.8),(29 2226918.8),(30 1960258),(31 2007884.5),(32 2020715),(33 2067974.9),(34 2135062.5),(35 2135757),(36 2151480),(37 2138730.3),(38 2123256.8),(39 2101949.3),(40 2053366.6),(41 2074621.9),(42 2079447.4),(43 2087235.6),(44 2145567.3),(45 2220987.3),(46 2316557.3),(47 2377820.3),(48 2454106),(49 2543483.8),(50 2579086.8),(51 2610677),(52 2626969.3),(53 2631613.3),(54 2616912.3),(55 2598973.3),(56 2598991.3),(57 2605653.3),(58 2585702),(59 2582663.3),(60 2523892),(61 2492739.3),(62 2445736),(63 2420694.5),(64 2396454.3),(65 2374963),(66 2330044.8),(67 2282474.8),(68 2274682.8),(69 2291338.5),(70 2296390),(71 2335079.3),(72 2376932),(73 2454037.8),(74 2533252.8),(75 2615904.8),(76 2689193.3),(77 2778577.5),(78 2831087),(79 2876738.8),
(1 321.26276),(2 492.73605),(3 618.60736),(4 693.9935),(5 755.99),(6 803.09283),(7 830.91077),(8 851.7),(9 866.5834),(10 900.6565),(11 919.5358),(12 936.0081),(13 946.1864),(14 955.546),(15 965.24817),(16 969.8206),(17 979.0818),(18 980.7652),(19 976.5458),(20 992.87463),(21 995.4956),(22 1009.39777),(23 1016.2278),(24 1022.6706),(25 1031.812),(26 1038.4724),(27 1055.2401),(28 1056.0503),(29 1070.9868),(30 1078.6587),(31 1078.4271),(32 1074.6571),(33 1066.1332),(34 1066.0186),(35 1070.0493),(36 1068.7897),(37 1072.3546),(38 1073.4508),(39 1090.6451),(40 1101.3174),(41 1105.0886),(42 1119.1221),(43 1120.9009),(44 1132.6426),(45 1142.5869),(46 1146.5415),(47 1152.3019),(48 1145.3523),(49 1147.1296),(50 1152.9177),(51 1175.6382),(52 1175.2113),(53 1172.4302),(54 1170.3468),(55 1166.5607),(56 1162.8873),(57 1169.0173),(58 1182.4036),(59 1179.2872),(60 1169.6868),(61 1162.4404),(62 1166.3857),(63 1165.1),(64 1162.9807),(65 1163.2078),(66 1159.4683),(67 1159.1039),(68 1158.5381),(69 1165.3914),(70 1171.7964),(71 1168.3666),(72 1167.8988),(73 1162.7494),(74 1153.671),(75 1156.0281),(76 1157.1718),(77 1156.4211),(78 1152.8582),(79 1143.3231),
(1 315.3677),(2 480.4412),(3 610.58),(4 686.9133),(5 743.85785),(6 783.0305),(7 803.46875),(8 824.50226),(9 849.7629),(10 891.6469),(11 912.19855),(12 927.87476),(13 947.1809),(14 956.0761),(15 957.3685),(16 956.04913),(17 960.059),(18 966.05566),(19 962.3359),(20 971.9647),(21 973.8167),(22 982.5687),(23 989.64105),(24 990.83185),(25 996.9752),(26 1003.4291),(27 1016.341),(28 1022.8682),(29 1031.8794),(30 1032.3966),(31 1030.386),(32 1035.3579),(33 1035.5398),(34 1032.1141),(35 1029.3014),(36 1034.9312),(37 1042.8285),(38 1051.159),(39 1061.1803),(40 1065.4412),(41 1074.1846),(42 1075.7078),(43 1079.319),(44 1084.2201),(45 1082.0624),(46 1091.318),(47 1093.3646),(48 1094.149),(49 1100.9211),(50 1100.2068),(51 1113.5747),(52 1120.2583),(53 1108.4384),(54 1114.2815),(55 1112.4955),(56 1114.5894),(57 1123.4802),(58 1130.1307),(59 1137.1864),(60 1136.1035),(61 1133.7521),(62 1136.8145),(63 1135.7797),(64 1131.5688),(65 1116.4896),(66 1108.6284),(67 1104.736),(68 1106.386),(69 1104.9838),(70 1118.6603),(71 1113.8475),(72 1105.3589),(73 1107.472),(74 1104.1168),(75 1107.3479),(76 1103.3635),(77 1097.8652),(78 1084.6732),(79 1089.67),
(1 307.84207),(2 475.46347),(3 592.9524),(4 667.2295),(5 718.43774),(6 764.73145),(7 797.10376),(8 814.2188),(9 829.3573),(10 852.948),(11 862.83545),(12 875.90204),(13 887.3852),(14 895.92566),(15 914.1698),(16 917.0967),(17 932.43945),(18 942.5234),(19 944.47894),(20 950.99365),(21 952.0084),(22 964.97034),(23 972.7113),(24 986.2208),(25 988.70514),(26 986.78906),(27 996.9728),(28 998.9885),(29 1001.47833),(30 1004.77295),(31 1002.23645),(32 1007.1758),(33 1018.6275),(34 1032.77),(35 1027.7186),(36 1038.6238),(37 1042.5226),(38 1034.1678),(39 1049.9459),(40 1055.2843),(41 1054.6714),(42 1057.7101),(43 1053.6686),(44 1062.8026),(45 1076.5211),(46 1082.2792),(47 1080.1957),(48 1075.594),(49 1077.7917),(50 1075.8547),(51 1086.901),(52 1083.735),(53 1083.048),(54 1071.8552),(55 1075.8636),(56 1076.4757),(57 1074.3192),(58 1088.3729),(59 1090.3358),(60 1096.4263),(61 1099.727),(62 1101.1821),(63 1104.3267),(64 1101.443),(65 1093.888),(66 1089.071),(67 1087.73),(68 1077.9807),(69 1072.3927),(70 1080.4574),(71 1082.4185),(72 1077.5791),(73 1078.5616),(74 1075.4457),(75 1082.4055),(76 1086.8201),(77 1078.5532),(78 1082.2035),(79 1081.97),
(1 301.63562),(2 458.8128),(3 576.6808),(4 648.7126),(5 708.81885),(6 754.2574),(7 779.37164),(8 790.567),(9 806.2504),(10 838.3836),(11 849.6383),(12 869.2825),(13 881.1752),(14 889.8266),(15 905.0056),(16 904.2182),(17 913.2498),(18 917.7691),(19 917.391),(20 919.5758),(21 920.56525),(22 941.96857),(23 957.24347),(24 962.94147),(25 961.953),(26 964.1014),(27 966.35754),(28 961.10095),(29 967.2369),(30 972.69147),(31 971.6722),(32 975.63574),(33 981.832),(34 998.7616),(35 997.8728),(36 1003.6104),(37 1010.73303),(38 1006.9664),(39 1011.1574),(40 1013.3149),(41 1016.7853),(42 1019.7273),(43 1018.39166),(44 1016.5521),(45 1014.51117),(46 1028.8138),(47 1028.9518),(48 1033.6959),(49 1039.7827),(50 1038.3387),(51 1044.7971),(52 1041.4655),(53 1042.1337),(54 1044.6876),(55 1041.9834),(56 1043.2386),(57 1041.199),(58 1047.3877),(59 1051.164),(60 1042.0278),(61 1048.7462),(62 1056.3401),(63 1056.8009),(64 1061.9744),(65 1063.1499),(66 1069.5887),(67 1059.1283),(68 1059.8748),(69 1060.9357),(70 1067.9724),(71 1074.7025),(72 1063.8395),(73 1056.353),(74 1053.2115),(75 1052.0377),(76 1052.9429),(77 1053.4023),(78 1059.908),(79 1057.4985),
(1 295.74518),(2 447.41006),(3 559.6729),(4 630.3045),(5 691.953),(6 730.39624),(7 758.1883),(8 773.5305),(9 790.2026),(10 819.71265),(11 836.41583),(12 852.0629),(13 862.0554),(14 868.23865),(15 888.67346),(16 897.7768),(17 909.6855),(18 910.1191),(19 910.5181),(20 920.9355),(21 926.5359),(22 941.38885),(23 947.3313),(24 949.34045),(25 944.3365),(26 937.20013),(27 934.6813),(28 928.44727),(29 931.9166),(30 935.0082),(31 932.7445),(32 937.78357),(33 938.10645),(34 960.96173),(35 958.46643),(36 960.8187),(37 968.4628),(38 966.04846),(39 979.85626),(40 980.9265),(41 981.15405),(42 985.19037),(43 988.9342),(44 991.47107),(45 994.7719),(46 1000.21185),(47 1001.87286),(48 1010.8204),(49 1013.65045),(50 1024.3625),(51 1031.8289),(52 1030.504),(53 1034.6337),(54 1036.5829),(55 1033.539),(56 1036.563),(57 1036.0284),(58 1043.4807),(59 1045.405),(60 1043.7343),(61 1039.3177),(62 1044.9951),(63 1035.6726),(64 1035.3551),(65 1037.9194),(66 1040.7838),(67 1040.9794),(68 1049.7421),(69 1042.773),(70 1054.5522),(71 1053.1317),(72 1046.8575),(73 1045.5825),(74 1041.5597),(75 1048.4043),(76 1052.3634),(77 1045.1293),(78 1046.8555),(79 1045.3833),
(1 287.42865),(2 444.68213),(3 565.79913),(4 639.5618),(5 698.4679),(6 737.2819),(7 762.0541),(8 779.3476),(9 797.26874),(10 818.5282),(11 831.63574),(12 841.5917),(13 853.8299),(14 855.03674),(15 863.1022),(16 869.11694),(17 873.1649),(18 873.4481),(19 875.9543),(20 884.7113),(21 887.48737),(22 900.3954),(23 904.6923),(24 904.88544),(25 908.5633),(26 904.6367),(27 910.7419),(28 911.70044),(29 919.8383),(30 916.9113),(31 921.16345),(32 923.7853),(33 931.10297),(34 934.31396),(35 929.1449),(36 932.86914),(37 932.89856),(38 935.2424),(39 950.92474),(40 950.8998),(41 946.8389),(42 953.9335),(43 962.07983),(44 966.5273),(45 977.41833),(46 977.8293),(47 983.5145),(48 985.94214),(49 991.4902),(50 992.6724),(51 998.0688),(52 998.58575),(53 1001.42365),(54 994.59314),(55 993.2653),(56 986.96045),(57 986.56836),(58 991.7196),(59 990.9436),(60 986.9367),(61 981.15564),(62 979.7148),(63 987.0957),(64 994.30206),(65 994.8557),(66 988.68024),(67 991.93726),(68 998.6524),(69 996.6863),(70 999.84595),(71 998.9062),(72 994.2951),(73 982.2233),(74 976.2086),(75 986.18243),(76 999.4796),(77 1005.8643),(78 1009.7204),(79 999.75085),
(1 292.58313),(2 443.7634),(3 558.98315),(4 637.0828),(5 690.2304),(6 731.50323),(7 755.097),(8 763.9877),(9 770.93744),(10 795.78687),(11 811.8076),(12 824.4512),(13 835.04083),(14 840.6772),(15 856.1095),(16 868.1048),(17 869.216),(18 871.9748),(19 869.9027),(20 867.61224),(21 869.92883),(22 891.20245),(23 897.12744),(24 898.62494),(25 900.9467),(26 903.16724),(27 911.9711),(28 909.38916),(29 908.98987),(30 914.0073),(31 918.2775),(32 913.3301),(33 910.5115),(34 921.7017),(35 930.6841),(36 934.7464),(37 939.3239),(38 943.0951),(39 964.76886),(40 964.6704),(41 969.14685),(42 972.31085),(43 975.46857),(44 982.2478),(45 985.71893),(46 997.08215),(47 1007.44666),(48 1000.73224),(49 995.1198),(50 999.4062),(51 1008.7822),(52 1001.99945),(53 997.2076),(54 999.04584),(55 1001.06195),(56 1004.8563),(57 1007.6946),(58 1009.54974),(59 1014.03125),(60 1007.93915),(61 1008.4549),(62 1014.0092),(63 1024.8442),(64 1025.5117),(65 1026.7999),(66 1028.5183),(67 1024.3541),(68 1020.6421),(69 1013.11646),(70 1009.7046),(71 1006.749),(72 996.9713),(73 997.44336),(74 998.2324),(75 1001.82355),(76 999.97095),(77 1001.50287),(78 999.86896),(79 1004.64557),
(1 281.14554),(2 419.8642),(3 525.74524),(4 589.3561),(5 639.62585),(6 673.89056),(7 699.4872),(8 713.2775),(9 728.2022),(10 750.13513),(11 757.36017),(12 768.3939),(13 782.1292),(14 787.21326),(15 793.50867),(16 800.96436),(17 802.1327),(18 811.6879),(19 818.1823),(20 820.4134),(21 825.1194),(22 836.2502),(23 842.5201),(24 843.0566),(25 847.9983),(26 847.38513),(27 853.69635),(28 856.0484),(29 858.88275),(30 860.01294),(31 867.1992),(32 876.1924),(33 881.75336),(34 900.0372),(35 903.7143),(36 903.93854),(37 902.23615),(38 903.8564),(39 919.8905),(40 911.8245),(41 912.14465),(42 910.0293),(43 908.85657),(44 912.3811),(45 916.09644),(46 923.2198),(47 922.38654),(48 922.5344),(49 929.4216),(50 928.3025),(51 936.5346),(52 930.2789),(53 935.70087),(54 940.9326),(55 943.04736),(56 939.51935),(57 941.1189),(58 950.4885),(59 949.5659),(60 945.91815),(61 945.3637),(62 951.0849),(63 957.7341),(64 956.59674),(65 957.4402),(66 963.51337),(67 956.53644),(68 964.34424),(69 968.5953),(70 977.23193),(71 978.1946),(72 976.8348),(73 975.77075),(74 977.008),(75 978.11176),(76 976.8974),(77 982.5539),(78 983.2911),(79 983.6755),
(1 276.07175),(2 416.5868),(3 520.1012),(4 581.5574),(5 624.52905),(6 658.3073),(7 683.39777),(8 695.0021),(9 718.6718),(10 745.8615),(11 760.5008),(12 761.3812),(13 771.427),(14 776.00977),(15 793.44604),(16 799.02014),(17 803.707),(18 810.0656),(19 808.94104),(20 816.7775),(21 821.9072),(22 836.8738),(23 836.55237),(24 845.2324),(25 854.3798),(26 861.3926),(27 862.8222),(28 865.2358),(29 866.7597),(30 864.5588),(31 871.9589),(32 876.80646),(33 885.9916),(34 898.34125),(35 898.70703),(36 897.33044),(37 899.0943),(38 900.2065),(39 906.9905),(40 900.72595),(41 905.40356),(42 910.023),(43 908.12396),(44 917.12836),(45 917.6928),(46 929.0135),(47 927.5914),(48 930.26263),(49 938.15094),(50 941.5396),(51 950.7432),(52 955.35767),(53 956.5559),(54 957.9443),(55 951.9075),(56 951.0828),(57 957.1472),(58 950.5144),(59 956.35406),(60 962.66345),(61 963.349),(62 970.88776),(63 977.88086),(64 981.4363),(65 986.6639),(66 976.82715),(67 971.85815),(68 963.8588),(69 967.2668),(70 970.0738),(71 970.8207),(72 965.7512),(73 963.55133),(74 953.6482),(75 957.6993),(76 961.4215),(77 966.3365),(78 969.00995),(79 967.30426),
(1 268.53412),(2 404.42502),(3 510.16776),(4 574.33575),(5 626.3834),(6 661.51416),(7 677.7553),(8 690.38043),(9 702.3323),(10 730.09985),(11 742.79047),(12 748.0456),(13 756.83655),(14 765.87634),(15 777.7113),(16 780.941),(17 783.5026),(18 786.878),(19 789.4368),(20 788.39594),(21 793.56006),(22 803.5552),(23 811.35284),(24 821.3828),(25 830.99536),(26 835.54193),(27 839.70886),(28 832.9691),(29 839.7321),(30 837.4433),(31 842.5919),(32 848.43164),(33 849.79376),(34 863.4804),(35 872.56305),(36 872.83673),(37 877.4667),(38 878.0806),(39 886.59045),(40 881.2736),(41 887.4627),(42 880.99133),(43 879.2109),(44 877.9727),(45 875.8675),(46 883.11487),(47 886.96454),(48 881.9766),(49 886.2331),(50 886.8211),(51 896.1075),(52 896.0427),(53 901.27014),(54 892.9473),(55 887.90625),(56 886.7016),(57 893.7044),(58 907.0732),(59 911.0701),(60 911.78485),(61 916.2607),(62 921.7712),(63 925.7218),(64 917.2879),(65 923.1577),(66 922.7806),(67 926.01294),(68 924.3707),(69 930.22394),(70 923.23737),(71 927.3623),(72 928.3345),(73 923.21515),(74 913.7908),(75 920.89935),(76 928.9184),(77 934.756),(78 925.55743),(79 919.6701),
(1 265.5626),(2 401.4407),(3 503.36823),(4 568.3691),(5 616.8475),(6 647.84937),(7 668.2437),(8 681.5286),(9 691.32947),(10 717.3795),(11 724.42773),(12 733.3453),(13 742.5728),(14 750.7584),(15 754.7332),(16 763.06866),(17 771.5629),(18 775.4884),(19 776.4939),(20 779.14655),(21 784.4641),(22 790.0889),(23 799.4831),(24 807.71454),(25 815.26276),(26 821.33044),(27 833.72485),(28 832.9568),(29 834.60443),(30 833.87115),(31 825.92084),(32 829.70654),(33 829.57996),(34 848.4805),(35 850.54346),(36 857.98804),(37 861.8244),(38 863.91895),(39 864.8563),(40 858.7889),(41 865.2588),(42 868.6449),(43 870.3058),(44 873.8855),(45 872.3495),(46 874.54095),(47 877.6766),(48 874.3159),(49 879.4343),(50 885.0376),(51 892.6465),(52 894.0874),(53 894.12006),(54 896.2264),(55 889.93854),(56 894.1595),(57 895.45087),(58 897.69104),(59 898.67236),(60 894.14075),(61 897.1463),(62 896.8911),(63 897.8609),(64 897.0523),(65 895.87305),(66 902.2766),(67 898.9871),(68 893.7932),(69 894.0416),(70 885.1405),(71 882.833),(72 883.19055),(73 878.02515),(74 871.37695),(75 871.2335),(76 871.3145),(77 876.2581),(78 875.69867),(79 865.25555),
(1 265.3998),(2 399.9409),(3 502.59912),(4 565.6006),(5 607.3895),(6 636.5229),(7 654.23694),(8 662.91095),(9 675.4065),(10 697.33386),(11 697.581),(12 709.4613),(13 710.914),(14 717.9721),(15 725.06335),(16 732.1988),(17 736.3528),(18 748.3163),(19 752.6882),(20 755.1698),(21 763.80023),(22 771.50256),(23 773.55743),(24 767.54755),(25 765.1736),(26 767.0111),(27 775.2796),(28 774.8086),(29 777.0723),(30 778.6121),(31 783.2603),(32 786.3746),(33 787.7062),(34 801.34546),(35 796.45374),(36 796.1198),(37 799.09467),(38 806.78546),(39 806.1326),(40 803.4172),(41 815.20593),(42 811.4608),(43 812.5366),(44 809.99963),(45 816.8441),(46 828.673),(47 822.9951),(48 821.8356),(49 825.08777),(50 825.6732),(51 829.97845),(52 835.9666),(53 831.7922),(54 837.0572),(55 842.09393),(56 841.8303),(57 842.7799),(58 851.6607),(59 848.5385),(60 847.0235),(61 846.97156),(62 842.5516),(63 841.8763),(64 836.37006),(65 841.694),(66 847.08203),(67 845.23444),(68 845.9393),(69 853.9434),(70 854.8994),(71 857.6387),(72 854.47845),(73 851.2387),(74 851.6338),(75 850.4623),(76 849.44653),(77 853.1284),(78 852.2401),(79 846.20544),
(1 257.6211),(2 390.57132),(3 486.03973),(4 546.1852),(5 591.5006),(6 626.90936),(7 638.61566),(8 650.33234),(9 660.3623),(10 679.34094),(11 686.40204),(12 692.5502),(13 696.7547),(14 702.74243),(15 706.5634),(16 713.6407),(17 721.8687),(18 727.17175),(19 732.2409),(20 739.0631),(21 744.9162),(22 752.41296),(23 750.6963),(24 753.8273),(25 757.94403),(26 760.7736),(27 772.9244),(28 774.37286),(29 785.5408),(30 791.8309),(31 793.9167),(32 796.62067),(33 798.80365),(34 810.57855),(35 815.038),(36 817.4935),(37 819.2761),(38 824.7452),(39 831.9004),(40 829.0842),(41 834.6238),(42 837.4114),(43 831.31226),(44 823.52454),(45 821.6913),(46 836.2144),(47 844.607),(48 836.4134),(49 839.87866),(50 838.9711),(51 848.7275),(52 855.21497),(53 852.9086),(54 848.7534),(55 845.9745),(56 846.61),(57 842.9528),(58 840.24164),(59 835.5724),(60 830.65564),(61 828.1282),(62 833.9565),(63 829.68585),(64 828.71094),(65 830.2219),(66 828.0282),(67 827.0261),(68 823.44836),(69 818.3274),(70 830.95764),(71 824.0126),(72 821.33746),(73 818.93097),(74 823.26416),(75 827.61566),(76 830.2409),(77 831.5401),(78 827.5202),(79 833.02655),
(1 249.55948),(2 373.6247),(3 466.84305),(4 534.72217),(5 582.37823),(6 616.30536),(7 636.4885),(8 655.759),(9 666.52985),(10 685.7714),(11 692.351),(12 695.30896),(13 700.87885),(14 707.0308),(15 719.9318),(16 730.2834),(17 735.92456),(18 745.4852),(19 750.38446),(20 755.89813),(21 760.244),(22 769.2856),(23 771.60223),(24 766.2389),(25 770.6479),(26 775.182),(27 781.7725),(28 783.3575),(29 784.21313),(30 783.46313),(31 779.764),(32 783.99786),(33 784.629),(34 802.39185),(35 803.08527),(36 798.63904),(37 795.9608),(38 795.8383),(39 800.66986),(40 802.54974),(41 813.2555),(42 811.7124),(43 809.38464),(44 803.4278),(45 800.6174),(46 811.1809),(47 811.59186),(48 811.4666),(49 815.3136),(50 818.83624),(51 829.1842),(52 835.677),(53 838.66766),(54 844.72723),(55 844.5367),(56 843.0409),(57 843.48236),(58 845.44073),(59 838.20435),(60 835.93304),(61 832.6265),(62 837.532),(63 839.1522),(64 836.7749),(65 832.6351),(66 841.9499),(67 843.7912),(68 842.192),(69 837.5334),(70 844.6498),(71 843.07587),(72 845.2288),(73 844.3384),(74 839.8919),(75 846.41266),(76 841.87195),(77 847.60596),(78 846.0514),(79 847.4008),
(1 249.82378),(2 368.27148),(3 457.948),(4 511.93018),(5 552.8552),(6 579.27075),(7 599.06506),(8 618.2149),(9 625.57275),(10 652.22034),(11 659.5876),(12 668.1278),(13 674.0753),(14 676.10767),(15 690.54736),(16 692.72),(17 696.56525),(18 707.1439),(19 704.8341),(20 708.18066),(21 716.10516),(22 722.36646),(23 721.5284),(24 726.05035),(25 730.0703),(26 735.6594),(27 745.19666),(28 747.02515),(29 747.1424),(30 745.6718),(31 739.95636),(32 743.75085),(33 746.14844),(34 756.05176),(35 756.7485),(36 760.0369),(37 760.4251),(38 753.4367),(39 755.40967),(40 757.3752),(41 757.0711),(42 758.888),(43 760.73553),(44 763.91376),(45 776.7873),(46 783.73926),(47 785.2596),(48 786.5466),(49 794.91693),(50 795.4107),(51 808.77814),(52 811.4596),(53 810.42975),(54 807.4438),(55 802.50006),(56 800.27747),(57 794.53925),(58 796.6567),(59 796.1128),(60 790.7481),(61 785.2672),(62 789.4536),(63 789.84686),(64 787.5132),(65 788.508),(66 788.8113),(67 790.0402),(68 783.9751),(69 783.1282),(70 789.71375),(71 785.8595),(72 777.9444),(73 782.2695),(74 776.92194),(75 783.87506),(76 790.8352),(77 791.3716),(78 791.3901),(79 791.93317),
(1 247.47105),(2 371.65112),(3 458.29578),(4 510.90527),(5 557.80347),(6 586.9769),(7 610.84094),(8 626.98413),(9 634.45416),(10 665.5586),(11 669.9341),(12 680.09344),(13 686.7941),(14 684.03845),(15 693.43024),(16 696.4842),(17 697.20984),(18 700.1458),(19 699.883),(20 708.61096),(21 713.01855),(22 722.35425),(23 722.6479),(24 724.9608),(25 732.8369),(26 735.10657),(27 740.0941),(28 749.70135),(29 753.7015),(30 748.5533),(31 746.5087),(32 749.4341),(33 751.9861),(34 756.094),(35 760.24915),(36 763.1702),(37 763.93),(38 763.732),(39 764.818),(40 764.8823),(41 762.79254),(42 760.27094),(43 754.8941),(44 742.72156),(45 746.98627),(46 756.2083),(47 763.32465),(48 766.7538),(49 774.8322),(50 772.7859),(51 784.009),(52 787.0701),(53 787.13116),(54 790.41144),(55 788.7903),(56 798.1069),(57 796.6268),(58 797.62335),(59 798.93646),(60 790.13916),(61 786.7868),(62 782.9341),(63 789.04425),(64 784.1685),(65 792.38654),(66 800.9751),(67 799.54083),(68 799.6864),(69 796.30164),(70 805.4502),(71 802.8384),(72 797.2509),(73 792.4157),(74 786.2284),(75 789.45013),(76 792.06714),(77 786.6326),(78 788.7344),(79 782.485),
(1 239.29312),(2 356.1645),(3 449.74393),(4 502.82855),(5 550.99805),(6 582.65076),(7 604.75616),(8 617.8766),(9 621.77386),(10 645.2834),(11 651.60944),(12 657.64716),(13 660.5593),(14 666.9653),(15 675.7445),(16 680.8113),(17 688.5361),(18 693.31165),(19 699.0191),(20 698.94635),(21 705.31287),(22 713.1419),(23 715.3399),(24 720.5599),(25 722.507),(26 728.31036),(27 729.33),(28 726.76825),(29 719.72345),(30 719.7665),(31 717.3817),(32 728.05457),(33 727.5751),(34 744.0372),(35 754.513),(36 756.1512),(37 762.2263),(38 766.4575),(39 770.66394),(40 766.56244),(41 769.14246),(42 762.1443),(43 757.08954),(44 747.6123),(45 749.74243),(46 763.6929),(47 765.82355),(48 767.3588),(49 765.98315),(50 764.2865),(51 767.6928),(52 772.92395),(53 782.5825),(54 780.31),(55 783.0342),(56 787.8491),(57 794.1078),(58 792.5774),(59 787.3774),(60 787.4054),(61 784.62036),(62 775.14935),(63 765.3702),(64 763.353),(65 763.4765),(66 768.4681),(67 769.9206),(68 767.5969),(69 769.69965),(70 776.7201),(71 775.0594),(72 771.8843),(73 769.0015),(74 768.6489),(75 771.23114),(76 778.78876),(77 777.7015),(78 778.8472),(79 778.46344),
