1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 815.9017),(2 890.2692),(3 919.4747),(4 936.105),(5 994.70386),(6 1019.67914),(7 1051.9476),(8 1075.8997),(9 1109.6984),(10 1143.2013),(11 1183.6078),(12 1199.7119),(13 1234.3451),(14 1248.3715),(15 1255.3507),(16 1259.114),(17 1279.2285),(18 1255.826),(19 1260.1964),(20 1255.3782),(21 1254.8331),(22 1245.0693),(23 1228.1875),(24 1212.9508),(25 1198.2678),(26 1195.2926),(27 1194.7103),(28 1199.048),(29 1182.1659),(30 1178.9935),(31 1172.4884),(32 1172.8693),(33 1182.6909),(34 1176.9292),(35 1204.4902),(36 1195.4918),(37 1204.5571),(38 1199.1737),(39 1210.7148),(40 1198.7122),(41 1220.7147),(42 1226.315),(43 1225.1206),(44 1228.7793),(45 1226.9731),(46 1239.2638),(47 1257.3787),(48 1260.3062),(49 1249.2563),(50 1253.849),(51 1276.3799),(52 1288.8562),(53 1293.9181),(54 1304.5549),(55 1293.2114),(56 1308.8337),(57 1308.7501),(58 1302.2222),(59 1286.6119),(60 1283.3804),(61 1267.9902),(62 1251.3486),(63 1249.0073),(64 1217.8064),(65 1219.4487),(66 1222.3018),(67 1207.6719),(68 1211.1417),(69 1210.8192),(70 1198.2861),(71 1211.4436),(72 1220.9773),(73 1225.7395),(74 1217.9429),(75 1237.8164),(76 1229.4525),(77 1220.4696),(78 1211.621),(79 1222.0144),
(1 796.3115),(2 888.1443),(3 927.9775),(4 941.3709),(5 987.9734),(6 1018.7826),(7 1044.8383),(8 1077.944),(9 1128.2773),(10 1144.3268),(11 1174.6963),(12 1198.2882),(13 1234.3511),(14 1253.3171),(15 1263.794),(16 1255.9695),(17 1277.7982),(18 1246.9792),(19 1251.3351),(20 1238.4647),(21 1221.0542),(22 1215.2374),(23 1207.4954),(24 1198.5984),(25 1189.0234),(26 1174.1444),(27 1179.1252),(28 1168.179),(29 1159.5393),(30 1153.4261),(31 1149.2488),(32 1161.3148),(33 1168.1451),(34 1148.1649),(35 1165.4839),(36 1159.3798),(37 1182.2834),(38 1189.8646),(39 1190.5475),(40 1180.1553),(41 1186.461),(42 1199.9651),(43 1193.3442),(44 1215.251),(45 1213.131),(46 1225.1677),(47 1251.2362),(48 1245.7104),(49 1242.6882),(50 1251.1401),(51 1255.6749),(52 1274.0063),(53 1286.2511),(54 1278.8992),(55 1283.0286),(56 1281.1176),(57 1281.9127),(58 1279.88),(59 1259.6749),(60 1268.2775),(61 1247.7136),(62 1248.8513),(63 1239.1437),(64 1219.1366),(65 1220.398),(66 1217.967),(67 1202.792),(68 1201.2714),(69 1196.6112),(70 1193.385),(71 1195.3655),(72 1188.5292),(73 1188.9854),(74 1179.1097),(75 1191.5582),(76 1203.6349),(77 1198.4824),(78 1199.7772),(79 1224.5391),
(1 757.2845),(2 860.50775),(3 895.8492),(4 920.0882),(5 953.2348),(6 990.7916),(7 1017.70874),(8 1048.0703),(9 1082.5748),(10 1119.019),(11 1144.749),(12 1177.3867),(13 1205.4443),(14 1221.1919),(15 1243.1412),(16 1255.7495),(17 1257.9637),(18 1233.4498),(19 1237.9246),(20 1218.5748),(21 1206.9023),(22 1219.8068),(23 1207.7998),(24 1191.9075),(25 1167.3909),(26 1154.9196),(27 1181.3993),(28 1156.3197),(29 1170.4996),(30 1155.804),(31 1150.9316),(32 1155.4895),(33 1146.3782),(34 1149.9878),(35 1149.7847),(36 1132.6187),(37 1154.5988),(38 1160.1918),(39 1167.1038),(40 1161.2935),(41 1163.9943),(42 1168.4421),(43 1176.8766),(44 1181.1722),(45 1182.2607),(46 1193.4081),(47 1210.5641),(48 1214.9363),(49 1207.9833),(50 1219.2095),(51 1226.9175),(52 1235.282),(53 1240.6082),(54 1258.0355),(55 1253.5817),(56 1248.6893),(57 1244.1985),(58 1242.8838),(59 1231.8445),(60 1227.7714),(61 1196.6404),(62 1219.001),(63 1210.1621),(64 1203.0502),(65 1189.599),(66 1187.0809),(67 1181.5281),(68 1181.1282),(69 1182.1807),(70 1157.5967),(71 1158.4625),(72 1159.8752),(73 1151.752),(74 1146.5104),(75 1154.0168),(76 1151.6023),(77 1156.7336),(78 1164.1713),(79 1167.768),
(1 754.9324),(2 857.4478),(3 893.5943),(4 910.7413),(5 949.6821),(6 981.64453),(7 1010.67444),(8 1040.0111),(9 1061.295),(10 1110.751),(11 1129.8221),(12 1167.8235),(13 1185.0308),(14 1213.2739),(15 1213.6449),(16 1221.7522),(17 1234.236),(18 1215.7328),(19 1212.5691),(20 1210.9333),(21 1196.5784),(22 1185.2537),(23 1186.266),(24 1175.4371),(25 1159.6566),(26 1150.321),(27 1173.4321),(28 1151.2158),(29 1160.1598),(30 1140.6656),(31 1162.0448),(32 1156.0225),(33 1137.1385),(34 1144.573),(35 1157.2526),(36 1151.7687),(37 1155.2437),(38 1161.2979),(39 1173.9716),(40 1183.0844),(41 1173.9968),(42 1181.7367),(43 1190.721),(44 1204.3528),(45 1214.0142),(46 1218.1906),(47 1233.9427),(48 1221.7455),(49 1231.9673),(50 1232.263),(51 1232.5092),(52 1239.8232),(53 1237.803),(54 1246.5894),(55 1248.351),(56 1247.8685),(57 1241.976),(58 1251.1526),(59 1233.8611),(60 1228.731),(61 1216.931),(62 1217.6295),(63 1199.8186),(64 1197.3706),(65 1184.771),(66 1182.2135),(67 1164.784),(68 1154.9014),(69 1157.3511),(70 1146.4486),(71 1155.2496),(72 1156.1016),(73 1154.5884),(74 1157.9497),(75 1155.5554),(76 1149.9448),(77 1164.1648),(78 1160.3903),(79 1172.641),
(1 741.8047),(2 845.39386),(3 871.55145),(4 886.3226),(5 928.89996),(6 964.853),(7 993.43756),(8 1038.8428),(9 1057.0742),(10 1093.462),(11 1115.9009),(12 1143.1035),(13 1181.447),(14 1195.4081),(15 1204.1898),(16 1210.8218),(17 1208.4795),(18 1196.1217),(19 1185.825),(20 1187.8197),(21 1170.751),(22 1168.9182),(23 1166.2219),(24 1160.927),(25 1158.7292),(26 1137.5831),(27 1153.9648),(28 1136.3026),(29 1155.9769),(30 1130.0109),(31 1139.2002),(32 1128.0146),(33 1123.4642),(34 1117.9038),(35 1125.9813),(36 1127.4098),(37 1118.2816),(38 1136.291),(39 1116.8817),(40 1138.4218),(41 1136.6525),(42 1135.513),(43 1142.1272),(44 1153.5498),(45 1161.4501),(46 1168.0266),(47 1172.1476),(48 1160.6163),(49 1186.4794),(50 1187.4532),(51 1187.1459),(52 1196.5281),(53 1207.5773),(54 1213.535),(55 1216.3529),(56 1219.3367),(57 1214.8109),(58 1217.0914),(59 1209.8604),(60 1202.4563),(61 1183.2141),(62 1183.6749),(63 1167.3218),(64 1160.4088),(65 1153.26),(66 1144.1461),(67 1132.9149),(68 1122.3513),(69 1120.3992),(70 1125.4792),(71 1132.496),(72 1122.8464),(73 1140.3092),(74 1131.2859),(75 1147.4471),(76 1139.1082),(77 1144.0692),(78 1150.1268),(79 1162.4141),
(1 737.6087),(2 837.3892),(3 868.52026),(4 874.0726),(5 918.26495),(6 960.17834),(7 999.7407),(8 1015.7788),(9 1048.0542),(10 1088.8812),(11 1098.1),(12 1123.9302),(13 1156.664),(14 1183.462),(15 1195.9333),(16 1197.6039),(17 1201.4174),(18 1191.3202),(19 1196.6532),(20 1178.7136),(21 1166.3506),(22 1165.03),(23 1155.8787),(24 1146.9724),(25 1138.1981),(26 1124.9614),(27 1141.2153),(28 1125.7986),(29 1134.5529),(30 1125.3881),(31 1128.4),(32 1122.4471),(33 1114.7043),(34 1130.7949),(35 1124.9248),(36 1129.8795),(37 1123.6971),(38 1139.3429),(39 1138.2468),(40 1150.746),(41 1156.7),(42 1160.6261),(43 1163.6475),(44 1155.3248),(45 1169.603),(46 1185.8287),(47 1187.5907),(48 1192.9136),(49 1195.0696),(50 1200.34),(51 1215.2706),(52 1217.5658),(53 1226.1436),(54 1226.515),(55 1226.951),(56 1220.7482),(57 1212.4985),(58 1193.962),(59 1188.153),(60 1175.0444),(61 1167.4982),(62 1180.2876),(63 1155.7283),(64 1146.2877),(65 1150.3761),(66 1137.4542),(67 1135.0514),(68 1125.0741),(69 1124.1528),(70 1125.9922),(71 1137.0115),(72 1133.8448),(73 1132.9379),(74 1140.5024),(75 1135.4534),(76 1137.699),(77 1130.6582),(78 1139.6735),(79 1142.5142),
(1 713.131),(2 810.292),(3 837.0026),(4 864.0475),(5 909.70416),(6 946.7252),(7 977.5911),(8 994.88446),(9 1040.4419),(10 1077.3865),(11 1088.2328),(12 1104.5288),(13 1121.88),(14 1145.8054),(15 1164.9906),(16 1161.4545),(17 1165.2477),(18 1157.5891),(19 1150.9756),(20 1137.0675),(21 1118.7784),(22 1114.0101),(23 1126.4663),(24 1101.2489),(25 1102.4226),(26 1084.535),(27 1093.7938),(28 1089.1906),(29 1088.5775),(30 1093.3462),(31 1088.3256),(32 1090.4708),(33 1073.8182),(34 1087.5627),(35 1076.633),(36 1076.213),(37 1094.4537),(38 1085.9708),(39 1100.8772),(40 1094.1125),(41 1105.787),(42 1105.5116),(43 1122.0945),(44 1126.1794),(45 1136.1927),(46 1153.0387),(47 1148.5587),(48 1158.2622),(49 1160.5162),(50 1175.0618),(51 1181.6483),(52 1197.011),(53 1191.9513),(54 1194.1857),(55 1199.2593),(56 1205.7047),(57 1185.0957),(58 1177.3921),(59 1171.822),(60 1158.1636),(61 1142.1031),(62 1158.3317),(63 1153.4299),(64 1151.2621),(65 1154.8177),(66 1138.809),(67 1138.3456),(68 1121.0613),(69 1109.5477),(70 1128.2683),(71 1127.7744),(72 1124.331),(73 1127.1809),(74 1123.6549),(75 1108.8984),(76 1118.0627),(77 1127.1501),(78 1139.4832),(79 1126.944),
(1 688.04126),(2 791.9035),(3 818.1818),(4 853.4739),(5 880.2765),(6 918.4425),(7 950.6828),(8 976.71875),(9 1021.2682),(10 1039.237),(11 1067.5103),(12 1083.4667),(13 1095.4974),(14 1117.8732),(15 1124.8938),(16 1127.8354),(17 1132.7335),(18 1114.1984),(19 1118.7954),(20 1114.8362),(21 1097.2009),(22 1085.9073),(23 1099.4684),(24 1083.356),(25 1082.4249),(26 1071.3867),(27 1091.4816),(28 1077.3165),(29 1073.221),(30 1078.3334),(31 1063.3423),(32 1071.2133),(33 1073.345),(34 1077.4849),(35 1078.3535),(36 1075.8088),(37 1080.2089),(38 1077.971),(39 1086.9802),(40 1080.3982),(41 1089.0858),(42 1092.5592),(43 1105.8405),(44 1115.3368),(45 1110.8744),(46 1111.4543),(47 1110.7185),(48 1130.8945),(49 1128.9092),(50 1135.8894),(51 1145.5342),(52 1158.9114),(53 1166.9731),(54 1164.7744),(55 1150.8472),(56 1150.1952),(57 1144.0869),(58 1134.7502),(59 1132.9517),(60 1120.8424),(61 1118.2031),(62 1105.1134),(63 1105.9524),(64 1097.8909),(65 1112.6243),(66 1098.7902),(67 1089.9713),(68 1077.2252),(69 1077.0709),(70 1088.2787),(71 1090.541),(72 1085.2068),(73 1099.9122),(74 1103.4772),(75 1092.639),(76 1115.8556),(77 1122.6781),(78 1131.6085),(79 1126.0557),
(1 678.519),(2 782.4865),(3 810.40686),(4 845.2461),(5 882.1596),(6 925.0591),(7 953.59326),(8 975.1583),(9 1017.4192),(10 1057.4333),(11 1071.399),(12 1103.5446),(13 1117.3273),(14 1156.2987),(15 1146.03),(16 1151.0964),(17 1143.5658),(18 1148.3406),(19 1145.8972),(20 1154.2388),(21 1134.3835),(22 1123.6057),(23 1134.694),(24 1114.8573),(25 1105.103),(26 1085.5319),(27 1104.0356),(28 1100.9867),(29 1096.4564),(30 1097.9387),(31 1090.0347),(32 1105.6298),(33 1096.6658),(34 1094.8038),(35 1095.8248),(36 1100.52),(37 1102.0099),(38 1090.2537),(39 1099.1104),(40 1087.0607),(41 1103.5797),(42 1097.0513),(43 1121.8585),(44 1129.7079),(45 1133.1548),(46 1142.5853),(47 1137.3717),(48 1151.4236),(49 1154.3728),(50 1167.743),(51 1182.4822),(52 1186.3246),(53 1201.1306),(54 1192.931),(55 1188.3215),(56 1184.2273),(57 1185.5183),(58 1169.096),(59 1152.2664),(60 1156.6857),(61 1136.973),(62 1131.5817),(63 1128.5112),(64 1109.5364),(65 1119.4741),(66 1113.9272),(67 1097.9756),(68 1093.0957),(69 1092.4839),(70 1100.6725),(71 1088.3557),(72 1091.1918),(73 1090.2727),(74 1105.3314),(75 1089.669),(76 1107.6079),(77 1105.3248),(78 1110.538),(79 1105.9796),
(1 672.9656),(2 762.455),(3 802.8184),(4 820.1525),(5 853.0754),(6 883.9234),(7 928.3102),(8 952.3296),(9 989.5659),(10 1007.7797),(11 1026.8386),(12 1052.8956),(13 1065.2687),(14 1081.5994),(15 1084.4866),(16 1085.2439),(17 1082.9633),(18 1088.5215),(19 1087.1934),(20 1087.6997),(21 1068.5201),(22 1062.4166),(23 1070.5618),(24 1054.2793),(25 1035.231),(26 1039.2131),(27 1052.1108),(28 1048.038),(29 1044.3956),(30 1044.555),(31 1049.1687),(32 1063.041),(33 1057.0708),(34 1068.7104),(35 1076.7272),(36 1080.7335),(37 1073.9121),(38 1074.793),(39 1082.2134),(40 1081.0165),(41 1081.7981),(42 1081.2949),(43 1088.684),(44 1099.7053),(45 1093.8552),(46 1115.9653),(47 1114.478),(48 1108.818),(49 1116.5232),(50 1123.4323),(51 1138.4125),(52 1145.6045),(53 1150.0988),(54 1143.1902),(55 1142.8352),(56 1137.3835),(57 1129.8772),(58 1119.1323),(59 1102.9071),(60 1099.475),(61 1095.7755),(62 1097.2952),(63 1079.7864),(64 1067.4464),(65 1058.9425),(66 1059.4609),(67 1055.9176),(68 1045.635),(69 1049.8444),(70 1059.5676),(71 1035.2947),(72 1036.646),(73 1028.587),(74 1041.2697),(75 1038.9258),(76 1036.3805),(77 1052.675),(78 1055.479),(79 1045.9966),
(1 669.2352),(2 759.91693),(3 789.8924),(4 811.0388),(5 844.89746),(6 871.95685),(7 908.41364),(8 936.50146),(9 984.6227),(10 1003.0074),(11 1024.2717),(12 1040.5334),(13 1064.1677),(14 1082.121),(15 1088.6168),(16 1088.798),(17 1086.0416),(18 1087.1217),(19 1085.6649),(20 1087.7562),(21 1071.8717),(22 1063.3344),(23 1065.8688),(24 1068.4026),(25 1051.9319),(26 1052.1989),(27 1053.3438),(28 1044.7949),(29 1045.7019),(30 1050.233),(31 1055.0787),(32 1069.2694),(33 1069.145),(34 1076.3679),(35 1074.2302),(36 1074.5731),(37 1083.1567),(38 1085.9315),(39 1085.697),(40 1093.6156),(41 1082.6647),(42 1079.3295),(43 1095.8499),(44 1102.2047),(45 1101.2162),(46 1100.9799),(47 1112.4629),(48 1105.3875),(49 1116.6421),(50 1108.172),(51 1130.6151),(52 1146.6322),(53 1148.8104),(54 1151.9865),(55 1147.2407),(56 1157.0376),(57 1145.6387),(58 1139.6936),(59 1125.1145),(60 1117.9528),(61 1108.8391),(62 1108.0668),(63 1096.454),(64 1078.5602),(65 1079.7323),(66 1073.266),(67 1074.7324),(68 1069.5664),(69 1056.73),(70 1062.2249),(71 1068.5968),(72 1054.9897),(73 1046.4653),(74 1046.4547),(75 1046.8546),(76 1047.9036),(77 1052.204),(78 1067.3352),(79 1058.0472),
(1 662.0085),(2 766.19006),(3 783.23553),(4 816.0801),(5 842.13965),(6 867.2546),(7 904.9595),(8 939.25653),(9 976.9014),(10 1002.70013),(11 1022.5941),(12 1046.268),(13 1053.2667),(14 1064.2572),(15 1074.3715),(16 1080.4048),(17 1068.7823),(18 1087.6068),(19 1091.8632),(20 1083.271),(21 1069.978),(22 1060.2349),(23 1067.4226),(24 1051.9918),(25 1050.8824),(26 1054.0385),(27 1051.2684),(28 1042.3502),(29 1042.3981),(30 1049.2107),(31 1047.7535),(32 1052.9725),(33 1056.529),(34 1057.2974),(35 1043.6279),(36 1063.2037),(37 1059.7977),(38 1066.714),(39 1057.8748),(40 1082.4308),(41 1080.1139),(42 1072.5109),(43 1089.0256),(44 1098.7977),(45 1110.6177),(46 1101.8582),(47 1104.7883),(48 1118.604),(49 1127.2676),(50 1114.5743),(51 1139.9395),(52 1131.3281),(53 1138.766),(54 1144.924),(55 1148.6254),(56 1147.21),(57 1140.2383),(58 1141.2554),(59 1113.7804),(60 1108.8599),(61 1112.912),(62 1103.1882),(63 1101.954),(64 1081.3575),(65 1087.8077),(66 1064.4012),(67 1071.7903),(68 1070.9271),(69 1062.7458),(70 1059.2615),(71 1055.2874),(72 1049.1584),(73 1050.1641),(74 1045.9803),(75 1044.0729),(76 1041.7283),(77 1048.7218),(78 1045.6626),(79 1044.5679),
(1 652.03894),(2 765.87756),(3 799.91376),(4 829.19196),(5 853.43646),(6 879.2017),(7 911.6828),(8 943.0083),(9 980.5206),(10 1005.26843),(11 1028.9175),(12 1052.8616),(13 1054.7043),(14 1061.5824),(15 1076.669),(16 1079.804),(17 1071.9655),(18 1083.7003),(19 1065.5096),(20 1063.4016),(21 1051.6405),(22 1053.4921),(23 1054.6713),(24 1046.7529),(25 1049.6874),(26 1044.5697),(27 1042.7949),(28 1043.6768),(29 1042.798),(30 1052.3588),(31 1042.8453),(32 1050.5187),(33 1047.6763),(34 1054.7078),(35 1043.7169),(36 1034.2101),(37 1047.1031),(38 1056.0624),(39 1041.0332),(40 1060.8442),(41 1058.4156),(42 1044.324),(43 1058.0402),(44 1061.4408),(45 1072.0109),(46 1064.0582),(47 1076.0463),(48 1080.0107),(49 1082.7683),(50 1085.0625),(51 1097.8486),(52 1099.5662),(53 1110.1741),(54 1117.9564),(55 1107.6976),(56 1114.1829),(57 1113.6692),(58 1122.5414),(59 1108.5593),(60 1094.5605),(61 1084.6611),(62 1081.7106),(63 1070.9828),(64 1056.9293),(65 1055.7078),(66 1049.3496),(67 1056.0576),(68 1055.1781),(69 1042.4939),(70 1024.8551),(71 1026.4425),(72 1037.5132),(73 1032.7139),(74 1029.0565),(75 1031.9979),(76 1024.4648),(77 1026.7432),(78 1040.3534),(79 1018.555),
(1 641.2273),(2 743.44415),(3 772.11584),(4 810.0315),(5 834.23505),(6 858.38715),(7 891.9096),(8 925.77264),(9 954.14056),(10 981.1776),(11 991.6015),(12 1003.92566),(13 1015.4718),(14 1031.6759),(15 1049.0767),(16 1053.5747),(17 1040.9597),(18 1038.4323),(19 1027.6763),(20 1018.0854),(21 1015.10345),(22 1018.8547),(23 1015.9683),(24 1009.0632),(25 1005.3322),(26 999.59155),(27 1000.0056),(28 1000.38336),(29 1003.6934),(30 1010.4668),(31 1002.21625),(32 1010.0905),(33 1021.59644),(34 1010.33405),(35 1020.9126),(36 1010.1735),(37 1015.7399),(38 1032.4368),(39 1030.0563),(40 1038.5994),(41 1035.9661),(42 1048.9219),(43 1069.9072),(44 1051.8116),(45 1052.5597),(46 1059.8541),(47 1065.5197),(48 1076.507),(49 1080.9935),(50 1087.0177),(51 1099.417),(52 1102.6354),(53 1099.172),(54 1106.2095),(55 1094.6624),(56 1094.9022),(57 1100.3433),(58 1087.9164),(59 1085.4631),(60 1077.8457),(61 1066.6149),(62 1050.4779),(63 1047.9813),(64 1050.5101),(65 1045.5476),(66 1027.5503),(67 1041.0789),(68 1042.1624),(69 1033.2659),(70 1013.0798),(71 1013.14777),(72 1030.8579),(73 1014.4437),(74 1012.09094),(75 1018.9494),(76 1003.63605),(77 1001.3685),(78 1012.5563),(79 999.5217),
(1 624.0531),(2 716.4598),(3 764.4818),(4 793.31384),(5 829.13104),(6 854.7227),(7 882.284),(8 912.28125),(9 941.76526),(10 966.9926),(11 970.00494),(12 1003.9384),(13 1004.4641),(14 1004.61334),(15 1018.7532),(16 1022.3211),(17 1011.20807),(18 1006.0601),(19 995.93207),(20 993.0402),(21 984.84766),(22 979.3029),(23 976.81616),(24 979.9929),(25 972.62415),(26 968.4839),(27 960.0958),(28 968.55316),(29 965.28076),(30 967.1934),(31 969.89417),(32 965.6903),(33 986.2984),(34 977.2972),(35 983.01855),(36 983.0851),(37 994.90137),(38 1008.8176),(39 1004.11176),(40 996.9597),(41 1003.1261),(42 1001.1676),(43 1023.6126),(44 1025.9924),(45 1025.0546),(46 1016.6964),(47 1022.2211),(48 1029.1858),(49 1028.2399),(50 1033.8392),(51 1029.0166),(52 1038.2004),(53 1040.3699),(54 1038.4191),(55 1036.5098),(56 1031.6171),(57 1025.915),(58 1019.8323),(59 1013.0707),(60 996.11884),(61 987.4757),(62 994.84106),(63 988.3011),(64 979.43604),(65 978.07745),(66 972.47314),(67 976.46027),(68 988.2298),(69 974.3901),(70 971.5171),(71 974.7504),(72 986.49097),(73 984.6784),(74 975.2237),(75 981.5906),(76 974.96045),(77 980.6261),(78 997.5884),(79 981.2575),
(1 631.11145),(2 713.01807),(3 764.39514),(4 795.38574),(5 821.3069),(6 838.1245),(7 864.46075),(8 901.80255),(9 932.67224),(10 960.67664),(11 976.8754),(12 986.5901),(13 992.38086),(14 991.48706),(15 1004.54083),(16 1020.3229),(17 1016.03644),(18 1018.68365),(19 1016.3921),(20 1014.8125),(21 1000.908),(22 994.2715),(23 995.4149),(24 995.68835),(25 978.0975),(26 983.88916),(27 980.4071),(28 986.5532),(29 983.0573),(30 990.2264),(31 996.72266),(32 982.3371),(33 987.3818),(34 994.65295),(35 988.6203),(36 993.50354),(37 1010.8069),(38 1006.3546),(39 1022.9185),(40 1013.4538),(41 1007.22107),(42 1017.3675),(43 1023.7961),(44 1027.1797),(45 1026.8135),(46 1042.9939),(47 1049.2367),(48 1048.8324),(49 1047.0087),(50 1044.126),(51 1054.8063),(52 1063.0282),(53 1076.3345),(54 1084.1632),(55 1078.3129),(56 1071.597),(57 1074.5433),(58 1059.8079),(59 1058.9589),(60 1058.7223),(61 1044.257),(62 1037.6792),(63 1040.064),(64 1030.6775),(65 1018.686),(66 993.4382),(67 1005.46326),(68 997.32214),(69 989.80914),(70 992.71277),(71 982.4927),(72 994.3218),(73 991.9399),(74 978.0343),(75 981.965),(76 973.75165),(77 974.4801),(78 982.54474),(79 981.945),
(1 600.934),(2 688.8782),(3 736.6218),(4 762.5038),(5 797.5468),(6 825.8091),(7 856.6805),(8 894.7308),(9 919.1859),(10 949.1042),(11 958.606),(12 974.82135),(13 998.4048),(14 998.8704),(15 1012.853),(16 1017.6873),(17 1016.64667),(18 1016.89075),(19 1016.6702),(20 1011.67773),(21 1007.3511),(22 995.54675),(23 987.984),(24 983.13525),(25 961.2042),(26 964.5497),(27 971.97656),(28 974.56696),(29 965.9449),(30 967.8174),(31 975.028),(32 968.7118),(33 977.6782),(34 993.4259),(35 985.07324),(36 990.56036),(37 998.80444),(38 1002.07184),(39 1020.99927),(40 1026.9325),(41 1027.8822),(42 1019.3085),(43 1028.7278),(44 1032.5089),(45 1045.0399),(46 1057.0685),(47 1060.7815),(48 1062.6385),(49 1058.0627),(50 1065.0065),(51 1059.4065),(52 1066.0925),(53 1075.5725),(54 1080.6549),(55 1071.1736),(56 1068.6942),(57 1050.791),(58 1049.2778),(59 1040.5789),(60 1035.4818),(61 1028.5106),(62 1020.20044),(63 1030.9974),(64 1024.0488),(65 1018.2795),(66 987.58026),(67 1003.0268),(68 997.62396),(69 996.75885),(70 1010.47614),(71 998.8583),(72 1001.4363),(73 990.9924),(74 982.2217),(75 987.28754),(76 982.4314),(77 982.205),(78 975.0405),(79 990.1196),
