1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 125462.445),(2 321048.4),(3 578234.5),(4 792892.06),(5 972583.75),(6 1075489.5),(7 1129777.9),(8 1184534.9),(9 1244091.4),(10 1318152.5),(11 1401288.1),(12 1578033),(13 1795823.4),(14 1993231.6),(15 2224850.8),(16 2394041.3),(17 2481464),(18 2544651.8),(19 2542898.3),(20 2529923.5),(21 2609949),(22 2757215.3),(23 2940562.8),(24 3165610.3),(25 3367151.8),(26 3474293.3),(27 3328171.8),(28 3268541.3),(29 3193056.8),(30 3117259.3),(31 3068676),(32 3130629),(33 3255203.8),(34 3544880.8),(35 3694840),(36 3754534),(37 3710283.8),(38 3565009.8),(39 3368935.3),(40 3152915.3),(41 2954947.8),(42 2870225),(43 2830822.3),(44 2807473.3),(45 2845730.3),(46 2837194),(47 2840235.3),(48 2854041.8),(49 2865780.8),(50 2872362.3),(51 2905374),(52 2936568.8),(53 2964906.3),(54 2993417.8),(55 3002146.3),(56 3037523.8),(57 3069757),(58 3043038.3),(59 3055297.3),(60 3105234.8),(61 3150295.3),(62 3183334),(63 3236827),(64 3336143.3),(65 3444642),(66 3523611),(67 3581698.8),(68 3704045.8),(69 3799491),(70 3810265),(71 3727769.3),(72 3694290.3),(73 3633607.3),(74 3625989.3),(75 3625089.3),(76 3616254.8),(77 3562490),(78 3502652.3),(79 3471499.8),
(1 51.07311),(2 57.411404),(3 60.585716),(4 63.47117),(5 65.195366),(6 67.05852),(7 67.51044),(8 66.860275),(9 68.10696),(10 67.32011),(11 68.21955),(12 69.48956),(13 70.66825),(14 70.76745),(15 71.34851),(16 71.40908),(17 71.0686),(18 71.86936),(19 70.83562),(20 71.1374),(21 70.83817),(22 70.24045),(23 71.00976),(24 71.80403),(25 72.984856),(26 73.30332),(27 73.2541),(28 74.23745),(29 74.15948),(30 74.12635),(31 74.59595),(32 74.46288),(33 74.164925),(34 75.30791),(35 75.16979),(36 75.02759),(37 74.99133),(38 74.7366),(39 72.801765),(40 73.375656),(41 72.96593),(42 73.55567),(43 72.415955),(44 73.45368),(45 73.481705),(46 72.82987),(47 73.271736),(48 73.58596),(49 72.10066),(50 71.429756),(51 71.139694),(52 71.671585),(53 71.802925),(54 72.38611),(55 72.08705),(56 72.0871),(57 72.52021),(58 72.87898),(59 71.84022),(60 72.58943),(61 72.46466),(62 72.75744),(63 70.94223),(64 71.59215),(65 71.584145),(66 72.37529),(67 72.40006),(68 74.00811),(69 73.60042),(70 73.84561),(71 73.75561),(72 74.356674),(73 74.796036),(74 74.95385),(75 73.64134),(76 73.86782),(77 74.04159),(78 74.89993),(79 75.1314),
(1 50.126602),(2 56.826),(3 60.363632),(4 62.76799),(5 64.76962),(6 66.65047),(7 67.33697),(8 67.27532),(9 67.811584),(10 67.194244),(11 68.34331),(12 69.41639),(13 69.727516),(14 71.04126),(15 70.61838),(16 70.85593),(17 71.36406),(18 71.78137),(19 70.982735),(20 70.55421),(21 70.62034),(22 70.77986),(23 71.65696),(24 72.27206),(25 73.05857),(26 73.137955),(27 71.968575),(28 72.91701),(29 73.507286),(30 73.54149),(31 73.92234),(32 74.43721),(33 74.73275),(34 75.739235),(35 75.85444),(36 75.47402),(37 75.787285),(38 74.854324),(39 72.75133),(40 73.1457),(41 72.222244),(42 72.52052),(43 72.50738),(44 72.5461),(45 73.45757),(46 73.31601),(47 72.40648),(48 72.97444),(49 72.6403),(50 73.16274),(51 72.31961),(52 72.72928),(53 72.92036),(54 72.83952),(55 72.71386),(56 71.43295),(57 72.43272),(58 73.00517),(59 72.69187),(60 72.64996),(61 72.61469),(62 72.68187),(63 71.91126),(64 71.816635),(65 71.684235),(66 72.46172),(67 72.855515),(68 74.138),(69 74.38435),(70 74.706665),(71 75.23128),(72 75.48459),(73 74.94947),(74 75.20889),(75 74.720245),(76 73.913124),(77 73.99988),(78 75.445076),(79 75.81369),
(1 49.12326),(2 54.880222),(3 57.69069),(4 60.407272),(5 62.152187),(6 63.47298),(7 64.19212),(8 64.22881),(9 64.6108),(10 64.113815),(11 65.49166),(12 66.44171),(13 67.023285),(14 67.546),(15 67.319016),(16 67.488014),(17 67.30207),(18 67.72872),(19 67.31806),(20 66.93273),(21 67.1648),(22 67.27685),(23 67.93834),(24 68.785324),(25 69.37156),(26 69.750046),(27 68.7417),(28 69.72103),(29 69.848495),(30 70.758865),(31 70.91752),(32 70.98338),(33 71.34867),(34 71.564804),(35 71.16637),(36 71.0038),(37 70.88695),(38 70.72898),(39 69.17874),(40 69.85007),(41 68.52998),(42 69.55385),(43 69.15465),(44 69.88569),(45 70.09104),(46 69.870804),(47 69.52303),(48 69.9536),(49 70.283676),(50 69.6868),(51 68.83397),(52 68.609795),(53 69.21757),(54 69.709785),(55 69.9094),(56 70.04273),(57 69.96812),(58 68.96373),(59 69.13475),(60 68.83538),(61 68.76037),(62 68.6849),(63 67.74982),(64 66.89101),(65 68.10644),(66 68.36717),(67 68.55089),(68 69.337296),(69 69.76408),(70 70.295715),(71 70.18924),(72 71.06917),(73 71.23804),(74 72.04148),(75 71.244736),(76 71.4604),(77 72.55412),(78 72.456276),(79 73.15746),
(1 49.762817),(2 56.44369),(3 59.43209),(4 62.504646),(5 63.851276),(6 64.54399),(7 65.688156),(8 65.70282),(9 65.925934),(10 66.5314),(11 67.21921),(12 68.24251),(13 70.07739),(14 70.991776),(15 70.24489),(16 70.26094),(17 69.29822),(18 69.84517),(19 69.28968),(20 69.18869),(21 69.10633),(22 69.99974),(23 70.11703),(24 70.95621),(25 71.98338),(26 71.55287),(27 71.768326),(28 72.222916),(29 72.803665),(30 72.807976),(31 73.44947),(32 74.63911),(33 74.680016),(34 74.55363),(35 73.94995),(36 74.28607),(37 74.92629),(38 74.92508),(39 73.28486),(40 72.92448),(41 72.74538),(42 73.12186),(43 73.489),(44 73.73216),(45 73.09464),(46 72.86577),(47 72.390976),(48 72.256676),(49 72.108055),(50 71.592865),(51 71.727745),(52 72.14572),(53 71.46209),(54 72.42767),(55 72.631),(56 72.40206),(57 72.17938),(58 72.81037),(59 73.043205),(60 73.51016),(61 73.79166),(62 72.56698),(63 71.637405),(64 71.29272),(65 71.9701),(66 71.71391),(67 72.59158),(68 73.362946),(69 73.28734),(70 72.80953),(71 72.83469),(72 73.28696),(73 73.57403),(74 73.77383),(75 72.276245),(76 73.00851),(77 72.66384),(78 73.50924),(79 74.02475),
(1 48.904484),(2 55.077007),(3 58.275253),(4 60.481274),(5 62.591377),(6 63.682194),(7 64.58906),(8 64.74705),(9 64.4947),(10 64.2859),(11 65.13502),(12 66.87808),(13 67.721565),(14 68.16396),(15 67.27773),(16 68.06323),(17 67.86231),(18 67.5151),(19 67.02255),(20 66.74218),(21 66.673996),(22 67.06328),(23 67.641045),(24 67.704414),(25 68.348305),(26 68.6987),(27 68.160225),(28 69.94308),(29 69.63153),(30 70.36059),(31 71.11517),(32 71.02299),(33 71.146866),(34 72.289055),(35 72.20861),(36 71.99816),(37 71.55948),(38 72.195885),(39 70.005165),(40 70.44202),(41 69.74607),(42 69.252174),(43 69.06177),(44 69.35079),(45 69.09573),(46 69.21016),(47 69.52338),(48 70.00522),(49 70.0781),(50 70.076004),(51 68.72864),(52 68.91092),(53 69.503845),(54 69.61394),(55 69.16225),(56 69.20127),(57 68.917274),(58 68.974945),(59 69.32409),(60 69.39834),(61 69.37335),(62 69.5163),(63 68.18461),(64 68.8319),(65 68.808876),(66 69.59303),(67 70.58155),(68 71.49627),(69 71.61981),(70 71.43576),(71 71.57368),(72 72.046814),(73 71.9083),(74 71.88315),(75 71.20892),(76 71.54537),(77 71.809166),(78 73.05615),(79 73.13933),
(1 49.349117),(2 55.752),(3 58.55951),(4 61.227303),(5 63.769),(6 64.616356),(7 65.13876),(8 65.37461),(9 66.0246),(10 65.453705),(11 65.71102),(12 67.29106),(13 67.967834),(14 68.399796),(15 67.59152),(16 68.59444),(17 68.48044),(18 68.185234),(19 67.864426),(20 67.81248),(21 68.21625),(22 68.04647),(23 67.70803),(24 68.95597),(25 70.99882),(26 70.81728),(27 70.24174),(28 71.17206),(29 70.24721),(30 70.745224),(31 70.16868),(32 71.52643),(33 71.308655),(34 72.07153),(35 72.22489),(36 72.318405),(37 72.43551),(38 72.0584),(39 70.19809),(40 70.77546),(41 69.97389),(42 70.00809),(43 69.702324),(44 69.64962),(45 70.45689),(46 70.280685),(47 70.04269),(48 70.353264),(49 70.86854),(50 70.78228),(51 69.66271),(52 70.2294),(53 70.329506),(54 70.58338),(55 70.748535),(56 70.54946),(57 70.73078),(58 70.410675),(59 70.03016),(60 69.89319),(61 70.64204),(62 70.10563),(63 68.601105),(64 68.70464),(65 69.19941),(66 69.29425),(67 69.955246),(68 70.36147),(69 70.94357),(70 71.60352),(71 71.238754),(72 71.09297),(73 71.66236),(74 72.88533),(75 71.7207),(76 71.96164),(77 72.587135),(78 72.91903),(79 72.66),
(1 48.677887),(2 54.25841),(3 57.675613),(4 59.685608),(5 61.79514),(6 62.734715),(7 63.62359),(8 63.674053),(9 63.433315),(10 63.75091),(11 64.07676),(12 65.42532),(13 66.168076),(14 67.85729),(15 67.282646),(16 67.69084),(17 67.11888),(18 67.94241),(19 67.825714),(20 68.033554),(21 67.79256),(22 67.50776),(23 68.850784),(24 69.8338),(25 70.14095),(26 70.64533),(27 69.770744),(28 71.19009),(29 70.57495),(30 71.31166),(31 71.3245),(32 71.95398),(33 71.47886),(34 71.41748),(35 72.05398),(36 71.67212),(37 71.97177),(38 71.70688),(39 70.38108),(40 70.68091),(41 69.98329),(42 70.61471),(43 69.897606),(44 70.49666),(45 70.52737),(46 69.808304),(47 69.812126),(48 69.74368),(49 70.113686),(50 70.04954),(51 68.12479),(52 68.81485),(53 68.50637),(54 68.73986),(55 68.687256),(56 69.46154),(57 69.5173),(58 69.86608),(59 69.68527),(60 70.15446),(61 70.65332),(62 70.59975),(63 68.998795),(64 69.217064),(65 69.678604),(66 70.324615),(67 70.816826),(68 71.49543),(69 71.60767),(70 71.742546),(71 71.84394),(72 72.352196),(73 72.23947),(74 72.4103),(75 71.19315),(76 71.17854),(77 72.527306),(78 72.724976),(79 73.257576),
(1 47.88357),(2 53.480118),(3 56.43367),(4 59.01968),(5 61.090366),(6 62.615707),(7 62.51027),(8 63.2185),(9 63.510303),(10 63.759632),(11 63.812847),(12 64.91891),(13 66.06734),(14 66.45502),(15 66.192375),(16 66.83484),(17 66.66947),(18 67.201065),(19 67.057915),(20 67.155556),(21 67.2786),(22 67.405945),(23 67.35681),(24 67.98024),(25 68.70001),(26 68.50989),(27 67.59602),(28 68.455574),(29 69.2146),(30 69.264656),(31 68.761406),(32 70.238434),(33 70.01618),(34 70.03379),(35 69.77207),(36 70.56635),(37 70.75087),(38 70.698296),(39 69.43062),(40 69.3921),(41 68.88133),(42 68.60355),(43 69.01013),(44 69.05591),(45 69.270744),(46 69.22161),(47 68.88666),(48 69.325874),(49 69.46194),(50 68.65169),(51 68.0694),(52 68.43719),(53 68.77102),(54 68.97367),(55 68.57259),(56 68.90301),(57 68.81721),(58 68.490685),(59 68.74036),(60 68.577965),(61 68.6649),(62 68.39306),(63 68.23019),(64 67.91752),(65 68.23),(66 68.38743),(67 68.83043),(68 68.99354),(69 69.93402),(70 69.494835),(71 70.260506),(72 70.42313),(73 70.70019),(74 70.67437),(75 70.76251),(76 70.40104),(77 71.43312),(78 71.93743),(79 71.91063),
(1 48.972214),(2 54.46826),(3 58.199497),(4 61.078266),(5 61.971844),(6 63.999535),(7 64.97988),(8 65.410355),(9 65.2217),(10 64.60138),(11 64.75127),(12 66.696144),(13 67.14263),(14 66.96727),(15 66.48788),(16 67.37264),(17 67.51138),(18 67.52983),(19 66.90326),(20 66.027275),(21 67.31433),(22 67.07299),(23 67.54517),(24 68.72637),(25 69.257545),(26 70.3661),(27 69.60387),(28 70.84218),(29 70.29416),(30 70.7461),(31 70.94709),(32 70.80857),(33 71.86232),(34 71.41536),(35 71.206154),(36 71.33334),(37 72.080826),(38 72.01003),(39 70.4077),(40 69.72566),(41 69.32128),(42 68.94855),(43 69.61438),(44 69.16463),(45 69.73725),(46 69.91417),(47 69.667175),(48 70.12595),(49 70.43865),(50 70.32054),(51 69.46906),(52 69.45619),(53 70.20439),(54 69.92078),(55 70.66935),(56 70.52424),(57 69.67946),(58 69.292145),(59 68.80211),(60 68.640915),(61 67.88448),(62 67.82342),(63 66.947296),(64 67.37232),(65 67.83022),(66 67.83952),(67 68.64483),(68 69.553246),(69 70.874466),(70 70.4794),(71 70.45809),(72 71.35537),(73 70.98538),(74 71.52261),(75 70.68303),(76 70.70003),(77 71.646965),(78 71.67062),(79 72.04739),
(1 47.78476),(2 54.165062),(3 56.49116),(4 58.243683),(5 60.162106),(6 61.308575),(7 62.576504),(8 62.7674),(9 62.81483),(10 63.157738),(11 62.478115),(12 64.32909),(13 64.94789),(14 65.905),(15 65.45064),(16 65.41049),(17 66.159256),(18 65.4918),(19 65.199905),(20 65.02884),(21 64.67789),(22 65.30616),(23 66.549706),(24 67.1652),(25 68.673904),(26 68.90366),(27 68.31443),(28 68.981674),(29 69.75447),(30 69.63115),(31 69.43558),(32 69.77542),(33 69.36217),(34 69.53949),(35 69.2957),(36 69.3555),(37 69.56706),(38 69.12506),(39 67.50519),(40 67.4992),(41 67.02397),(42 68.44793),(43 68.05813),(44 67.94489),(45 67.7721),(46 68.19057),(47 67.61623),(48 67.683365),(49 67.6736),(50 67.7742),(51 66.269066),(52 66.97284),(53 66.99991),(54 68.34397),(55 68.26155),(56 67.3597),(57 67.083954),(58 67.044815),(59 67.12054),(60 67.00077),(61 67.82361),(62 67.94223),(63 66.85781),(64 66.623795),(65 67.444405),(66 67.69586),(67 68.41592),(68 69.13822),(69 68.87523),(70 68.331085),(71 69.164),(72 69.27949),(73 69.34928),(74 69.05263),(75 68.95725),(76 69.56464),(77 69.99723),(78 70.3482),(79 70.113),
(1 48.776855),(2 55.235554),(3 58.047466),(4 61.014668),(5 61.93283),(6 64.18522),(7 64.11558),(8 64.48144),(9 64.517006),(10 64.24321),(11 63.660034),(12 65.14223),(13 66.82565),(14 67.42441),(15 65.961044),(16 67.19495),(17 66.62877),(18 66.908424),(19 66.32003),(20 65.705055),(21 66.07654),(22 65.703964),(23 66.36249),(24 67.74185),(25 68.34429),(26 68.2931),(27 67.618645),(28 67.82183),(29 67.78757),(30 67.60286),(31 67.77422),(32 68.74304),(33 68.624466),(34 69.162575),(35 69.286125),(36 68.910675),(37 69.12498),(38 69.629745),(39 68.09918),(40 67.90423),(41 67.53115),(42 68.33907),(43 68.061554),(44 68.66473),(45 68.05311),(46 67.85588),(47 68.03593),(48 68.64247),(49 68.9051),(50 69.23101),(51 68.580444),(52 68.30799),(53 68.342445),(54 68.34986),(55 68.73863),(56 67.92141),(57 68.35779),(58 67.623795),(59 68.78753),(60 68.24693),(61 68.800995),(62 68.36025),(63 67.12133),(64 68.002594),(65 67.777),(66 67.67048),(67 68.71489),(68 68.643616),(69 69.39408),(70 69.23888),(71 69.4),(72 69.97403),(73 70.36684),(74 70.21436),(75 69.704384),(76 70.19469),(77 70.47198),(78 71.38668),(79 70.57879),
(1 46.78696),(2 52.168755),(3 54.740963),(4 57.98894),(5 59.037743),(6 60.29171),(7 60.970165),(8 61.172302),(9 62.228165),(10 61.887165),(11 62.01128),(12 63.57946),(13 64.06395),(14 64.12126),(15 63.833588),(16 64.45988),(17 64.447),(18 64.6513),(19 63.92415),(20 63.816795),(21 63.95923),(22 63.88299),(23 64.6777),(24 65.56097),(25 66.30664),(26 67.09076),(27 65.83721),(28 66.706955),(29 66.59051),(30 67.48838),(31 67.432465),(32 67.399216),(33 67.481224),(34 67.451775),(35 67.55755),(36 67.52413),(37 67.76822),(38 66.70685),(39 66.12025),(40 66.33279),(41 66.20566),(42 65.91456),(43 65.99379),(44 65.69033),(45 66.87488),(46 67.20746),(47 66.853035),(48 67.49853),(49 66.14139),(50 66.156006),(51 66.14985),(52 66.00999),(53 66.55261),(54 67.21442),(55 67.39846),(56 67.18699),(57 67.011955),(58 66.20892),(59 66.70606),(60 66.084206),(61 66.63317),(62 66.134544),(63 65.27397),(64 65.393105),(65 65.77748),(66 66.41326),(67 66.95134),(68 68.03033),(69 67.9466),(70 67.83027),(71 67.67132),(72 68.66363),(73 69.141045),(74 68.7949),(75 69.00883),(76 69.71262),(77 69.41014),(78 70.00402),(79 69.902306),
(1 47.4204),(2 52.171913),(3 54.76539),(4 57.649796),(5 59.408),(6 60.718094),(7 61.359413),(8 62.18411),(9 62.11636),(10 62.15556),(11 62.244522),(12 63.125675),(13 63.80417),(14 65.19439),(15 63.802834),(16 64.54859),(17 65.15783),(18 65.12378),(19 64.26705),(20 65.08423),(21 64.22492),(22 64.26861),(23 64.799774),(24 65.087105),(25 66.26927),(26 66.54281),(27 65.76882),(28 67.22631),(29 67.33666),(30 67.18002),(31 66.81007),(32 67.3425),(33 67.61971),(34 68.623314),(35 68.33865),(36 68.76461),(37 68.61598),(38 69.05018),(39 67.24762),(40 67.57039),(41 66.89298),(42 67.27028),(43 66.520645),(44 67.80326),(45 67.73363),(46 68.010574),(47 67.130424),(48 66.568665),(49 66.89983),(50 66.666985),(51 66.78863),(52 66.96053),(53 66.42468),(54 67.15184),(55 66.5916),(56 66.31684),(57 66.58271),(58 66.673256),(59 67.03318),(60 67.27332),(61 67.50143),(62 67.19979),(63 65.68621),(64 65.914604),(65 66.27422),(66 66.89998),(67 67.11567),(68 68.69536),(69 68.83138),(70 68.865845),(71 68.468315),(72 68.80534),(73 68.89995),(74 69.014114),(75 67.229454),(76 67.574165),(77 68.80913),(78 69.91252),(79 69.61379),
(1 46.55523),(2 51.906452),(3 54.8211),(4 57.359093),(5 59.208534),(6 60.27301),(7 61.47525),(8 61.708107),(9 61.82002),(10 61.6094),(11 61.08857),(12 63.230034),(13 63.56454),(14 64.28913),(15 63.51676),(16 64.505066),(17 64.62232),(18 65.20982),(19 64.649956),(20 64.40432),(21 64.07166),(22 64.25487),(23 64.79325),(24 65.049065),(25 66.124725),(26 65.98595),(27 64.86018),(28 65.83262),(29 64.88327),(30 66.28579),(31 66.56185),(32 67.45553),(33 67.55104),(34 68.15307),(35 67.80785),(36 68.24983),(37 68.11161),(38 67.31768),(39 66.01828),(40 66.53723),(41 66.25093),(42 66.43725),(43 66.58072),(44 66.54057),(45 66.67761),(46 66.36987),(47 66.45792),(48 65.87152),(49 65.49081),(50 65.42946),(51 65.175156),(52 65.44462),(53 65.52247),(54 65.6773),(55 66.42588),(56 66.51291),(57 65.81504),(58 66.173996),(59 66.72163),(60 67.01817),(61 66.501915),(62 66.11405),(63 65.15413),(64 65.78418),(65 66.3337),(66 65.91196),(67 66.734604),(68 67.73881),(69 67.77116),(70 67.350525),(71 67.609604),(72 68.8623),(73 68.221924),(74 68.36834),(75 67.238945),(76 68.76707),(77 68.84634),(78 68.94919),(79 69.10064),
(1 45.476612),(2 50.71149),(3 53.677856),(4 56.457954),(5 57.546925),(6 57.987675),(7 59.048454),(8 60.266636),(9 60.43261),(10 60.01269),(11 60.113224),(12 61.71031),(13 62.560486),(14 62.938114),(15 62.127983),(16 62.498432),(17 62.546234),(18 62.375927),(19 63.049488),(20 62.62204),(21 62.184654),(22 61.98976),(23 62.754917),(24 63.350445),(25 64.67472),(26 65.99109),(27 65.33378),(28 66.17816),(29 66.16841),(30 66.50974),(31 66.582726),(32 66.19083),(33 66.47451),(34 66.79766),(35 66.60044),(36 66.76333),(37 66.476974),(38 66.183624),(39 64.717186),(40 64.28604),(41 64.358406),(42 64.40697),(43 64.67745),(44 64.45745),(45 64.785065),(46 65.24269),(47 64.36308),(48 64.42492),(49 64.40081),(50 64.315384),(51 64.136444),(52 64.922325),(53 65.59554),(54 65.78847),(55 65.63753),(56 64.98937),(57 65.33803),(58 65.28992),(59 65.15237),(60 65.06507),(61 65.59017),(62 64.81376),(63 64.46493),(64 64.05595),(65 64.60303),(66 64.85411),(67 65.85819),(68 66.234535),(69 66.607315),(70 66.8987),(71 67.01672),(72 68.17367),(73 68.61054),(74 68.43224),(75 67.544685),(76 68.09929),(77 68.52715),(78 68.72084),(79 68.388214),
(1 46.85929),(2 52.577576),(3 55.978172),(4 58.71304),(5 60.0337),(6 61.521523),(7 61.58518),(8 61.918995),(9 61.957973),(10 61.695892),(11 62.615925),(12 63.661007),(13 64.8371),(14 65.59641),(15 65.43091),(16 65.49606),(17 65.70443),(18 66.321),(19 65.84166),(20 65.54283),(21 65.840416),(22 65.33328),(23 66.13652),(24 66.42165),(25 66.71986),(26 66.89881),(27 66.85553),(28 67.660965),(29 67.22315),(30 67.937164),(31 68.20804),(32 68.071655),(33 67.809654),(34 69.44232),(35 69.55367),(36 69.09592),(37 69.40567),(38 68.84996),(39 67.94512),(40 67.533615),(41 67.06408),(42 67.59585),(43 67.55359),(44 67.22621),(45 68.09769),(46 67.91328),(47 67.776634),(48 66.660614),(49 66.65926),(50 66.66065),(51 65.59932),(52 66.274025),(53 66.53002),(54 67.326035),(55 66.5557),(56 66.94205),(57 67.02011),(58 67.22097),(59 67.445076),(60 67.17214),(61 67.4616),(62 66.49364),(63 65.65894),(64 65.573456),(65 65.595276),(66 66.26198),(67 66.63642),(68 68.26444),(69 68.27805),(70 68.43276),(71 68.701744),(72 69.563225),(73 69.876045),(74 69.19338),(75 67.9364),(76 69.28493),(77 69.36034),(78 69.852325),(79 69.01303),
(1 45.294785),(2 51.112736),(3 53.78128),(4 55.565536),(5 56.839912),(6 58.68279),(7 58.956463),(8 59.1833),(9 59.385723),(10 60.208263),(11 59.75938),(12 61.000713),(13 62.009377),(14 62.8454),(15 62.39879),(16 62.951324),(17 62.739544),(18 63.132175),(19 62.600655),(20 62.248768),(21 62.370224),(22 62.48268),(23 63.1369),(24 63.77502),(25 64.41932),(26 64.55185),(27 64.56632),(28 64.83948),(29 64.46959),(30 65.761955),(31 65.392426),(32 65.89954),(33 66.01997),(34 66.84391),(35 67.12318),(36 67.638054),(37 67.43613),(38 66.620125),(39 65.35848),(40 65.93095),(41 65.39507),(42 64.54063),(43 65.026566),(44 64.495766),(45 64.84325),(46 64.72145),(47 64.09356),(48 63.75033),(49 63.8527),(50 63.914246),(51 63.790886),(52 64.54372),(53 64.2494),(54 64.98587),(55 65.27512),(56 65.13585),(57 65.03835),(58 64.458046),(59 64.65081),(60 65.151054),(61 64.93212),(62 64.574265),(63 63.466274),(64 63.328987),(65 63.204144),(66 64.25446),(67 65.04392),(68 65.880035),(69 65.786934),(70 66.56565),(71 66.69665),(72 67.39531),(73 66.91678),(74 66.663795),(75 66.97055),(76 67.64971),(77 67.72021),(78 67.79064),(79 67.609566),
