1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 308.0799),(2 397.92004),(3 462.31644),(4 498.40784),(5 514.3206),(6 529.7461),(7 543.5701),(8 561.25616),(9 568.1142),(10 579.7962),(11 589.0305),(12 585.3812),(13 589.0845),(14 585.96875),(15 582.8542),(16 575.7223),(17 581.1031),(18 576.16327),(19 580.0298),(20 583.19635),(21 582.35223),(22 592.51117),(23 602.0144),(24 604.02637),(25 611.76385),(26 626.4242),(27 628.75806),(28 634.0072),(29 627.01447),(30 623.43646),(31 627.9265),(32 626.403),(33 624.4648),(34 627.2824),(35 617.5999),(36 613.30743),(37 620.84106),(38 619.2849),(39 614.76117),(40 619.7961),(41 620.6897),(42 614.3346),(43 616.3333),(44 608.9234),(45 608.4001),(46 609.82935),(47 599.07275),(48 596.56085),(49 600.2874),(50 601.38586),(51 601.8312),(52 610.71094),(53 605.42615),(54 608.02716),(55 610.80786),(56 609.1718),(57 612.24896),(58 622.46686),(59 619.1545),(60 627.13086),(61 630.6413),(62 628.33844),(63 631.1993),(64 633.4179),(65 630.4653),(66 630.59674),(67 635.2089),(68 628.3228),(69 627.81573),(70 632.567),(71 632.9995),(72 639.3662),(73 645.0766),(74 643.233),(75 641.97375),(76 647.6506),(77 642.4167),(78 643.7506),(79 634.1326),
(1 306.93207),(2 390.74384),(3 452.29242),(4 489.13684),(5 512.3275),(6 520.8259),(7 531.70026),(8 540.4332),(9 544.9893),(10 553.4181),(11 559.7455),(12 558.33466),(13 562.7337),(14 567.0963),(15 555.61993),(16 550.51556),(17 553.61096),(18 549.4877),(19 557.45624),(20 563.54224),(21 569.04956),(22 575.7046),(23 588.7599),(24 583.9739),(25 587.98987),(26 605.30566),(27 603.34045),(28 611.90564),(29 603.59265),(30 604.6429),(31 615.8007),(32 605.3263),(33 607.1474),(34 614.4825),(35 601.17004),(36 597.6018),(37 599.8856),(38 601.2345),(39 600.1561),(40 599.21277),(41 595.4447),(42 590.08057),(43 592.37585),(44 582.1078),(45 584.2035),(46 592.1723),(47 579.5968),(48 581.7733),(49 591.16156),(50 589.32135),(51 586.0683),(52 590.15875),(53 585.4825),(54 585.33295),(55 590.35034),(56 585.20123),(57 593.3811),(58 601.8913),(59 596.7882),(60 602.9151),(61 610.759),(62 611.50543),(63 612.7794),(64 617.5239),(65 613.8108),(66 613.1989),(67 621.78375),(68 616.38043),(69 617.4552),(70 621.00354),(71 613.0963),(72 610.8523),(73 617.3579),(74 611.31),(75 615.0728),(76 616.5019),(77 613.0469),(78 611.6747),(79 601.2618),
(1 304.50668),(2 391.27188),(3 453.6654),(4 494.1865),(5 519.43353),(6 527.27277),(7 539.50836),(8 551.55194),(9 553.4029),(10 562.1446),(11 566.80414),(12 569.11865),(13 568.46204),(14 573.5466),(15 568.92413),(16 566.9853),(17 577.3301),(18 565.7304),(19 566.99066),(20 569.00446),(21 567.4713),(22 568.00494),(23 582.47125),(24 585.901),(25 590.90393),(26 613.4692),(27 603.4753),(28 608.89417),(29 605.8707),(30 607.368),(31 613.8449),(32 607.3329),(33 607.1115),(34 617.45386),(35 610.8008),(36 611.93884),(37 615.83154),(38 617.879),(39 615.64685),(40 620.7195),(41 617.2137),(42 606.6742),(43 607.0963),(44 592.6381),(45 592.00024),(46 597.7572),(47 588.30066),(48 585.91656),(49 600.8073),(50 605.9176),(51 602.6785),(52 610.20483),(53 604.5855),(54 612.26465),(55 612.49786),(56 612.2146),(57 617.3562),(58 622.7894),(59 613.4503),(60 620.8605),(61 617.4061),(62 615.3898),(63 617.15295),(64 619.7021),(65 615.14923),(66 612.74646),(67 620.2757),(68 615.8842),(69 612.7064),(70 617.99255),(71 611.59735),(72 609.1381),(73 617.4915),(74 613.9924),(75 608.6233),(76 617.6812),(77 612.4457),(78 615.47626),(79 602.0049),
(1 301.2764),(2 387.42596),(3 443.02377),(4 482.53912),(5 496.81424),(6 503.28772),(7 525.4661),(8 531.0066),(9 536.01807),(10 544.8677),(11 556.1176),(12 553.6099),(13 557.91956),(14 561.114),(15 550.77924),(16 548.9517),(17 552.4813),(18 547.1626),(19 546.0028),(20 555.5492),(21 553.1637),(22 561.0293),(23 572.5728),(24 573.3535),(25 580.0501),(26 599.23895),(27 584.65356),(28 591.5319),(29 593.42413),(30 594.75635),(31 600.766),(32 595.52344),(33 593.2023),(34 599.3979),(35 591.6938),(36 592.06836),(37 592.59454),(38 595.6971),(39 597.4383),(40 595.36017),(41 587.1755),(42 580.5811),(43 582.7175),(44 568.7945),(45 571.98065),(46 570.0544),(47 562.12946),(48 562.37866),(49 569.8047),(50 575.07245),(51 576.72577),(52 583.2587),(53 580.03546),(54 587.11426),(55 600.0162),(56 589.11633),(57 595.3622),(58 602.064),(59 596.2543),(60 603.10724),(61 606.2121),(62 604.7089),(63 601.0106),(64 598.34076),(65 594.0394),(66 592.913),(67 602.81256),(68 600.54535),(69 603.47),(70 603.63446),(71 595.6976),(72 594.1049),(73 598.84064),(74 597.81335),(75 595.6582),(76 599.7663),(77 592.2984),(78 591.9148),(79 583.1498),
(1 298.10016),(2 380.15277),(3 437.006),(4 472.89224),(5 485.3065),(6 493.1936),(7 507.19812),(8 513.4319),(9 513.58606),(10 522.7981),(11 528.89954),(12 534.21484),(13 537.5031),(14 543.41437),(15 538.3202),(16 540.65424),(17 544.82086),(18 541.0557),(19 538.9254),(20 549.44336),(21 543.97363),(22 548.4174),(23 557.9562),(24 555.10187),(25 556.8457),(26 577.6518),(27 575.32983),(28 578.44214),(29 573.80853),(30 576.44946),(31 581.8862),(32 574.91034),(33 581.0382),(34 588.89166),(35 586.3371),(36 588.7084),(37 591.2469),(38 588.21454),(39 584.326),(40 590.18225),(41 580.2725),(42 580.5156),(43 584.46454),(44 571.4041),(45 572.5739),(46 577.6122),(47 567.0701),(48 569.70905),(49 573.48157),(50 579.10205),(51 582.61237),(52 585.41284),(53 581.03),(54 588.5653),(55 592.20044),(56 588.13605),(57 594.05743),(58 598.14514),(59 589.35565),(60 594.5835),(61 598.7943),(62 592.6456),(63 590.0081),(64 594.4147),(65 591.90356),(66 591.815),(67 595.0085),(68 589.5219),(69 592.8144),(70 597.01105),(71 588.5411),(72 586.3726),(73 592.374),(74 586.2646),(75 590.9978),(76 592.9151),(77 589.74255),(78 589.4143),(79 576.9238),
(1 293.2904),(2 371.1003),(3 421.5945),(4 462.1361),(5 476.78897),(6 485.07935),(7 498.5033),(8 510.94498),(9 510.72498),(10 511.42825),(11 517.05176),(12 514.4881),(13 517.0919),(14 520.0281),(15 519.42737),(16 516.32947),(17 526.6543),(18 521.8254),(19 526.1627),(20 532.7569),(21 533.1011),(22 535.10657),(23 542.5342),(24 540.485),(25 542.4304),(26 559.5442),(27 555.38074),(28 555.2097),(29 552.7931),(30 554.0689),(31 557.49615),(32 552.5123),(33 556.5592),(34 566.1519),(35 560.9273),(36 567.9332),(37 566.9298),(38 567.4277),(39 562.8752),(40 568.1273),(41 560.9817),(42 562.0851),(43 563.83673),(44 555.5998),(45 557.85693),(46 561.5747),(47 552.68176),(48 548.6997),(49 563.82855),(50 568.1379),(51 576.9039),(52 584.50616),(53 574.00854),(54 580.0382),(55 582.67773),(56 577.48755),(57 579.7119),(58 580.2914),(59 579.4298),(60 589.7493),(61 590.37103),(62 585.7768),(63 589.6939),(64 590.13354),(65 591.3286),(66 593.68896),(67 589.8153),(68 588.54956),(69 584.4363),(70 585.3665),(71 581.22174),(72 578.13885),(73 582.6289),(74 573.5505),(75 577.28564),(76 584.16895),(77 577.0541),(78 576.31494),(79 566.8631),
(1 283.31268),(2 358.26517),(3 412.00046),(4 448.91473),(5 475.82437),(6 481.59476),(7 488.40878),(8 497.1462),(9 498.11826),(10 507.0678),(11 512.2448),(12 503.74088),(13 506.91205),(14 508.14014),(15 511.005),(16 516.74243),(17 521.90027),(18 522.753),(19 530.06476),(20 534.30554),(21 538.64124),(22 536.62634),(23 545.9327),(24 547.05884),(25 546.6651),(26 556.77386),(27 551.29767),(28 551.418),(29 548.2821),(30 549.3993),(31 553.89905),(32 545.2366),(33 545.4819),(34 550.7679),(35 549.08484),(36 546.4693),(37 547.29425),(38 543.3384),(39 546.07385),(40 551.40576),(41 544.889),(42 543.48456),(43 543.6429),(44 529.5568),(45 529.46124),(46 534.6319),(47 528.28125),(48 522.2123),(49 534.4869),(50 533.4251),(51 542.3782),(52 549.0138),(53 536.67725),(54 545.0553),(55 546.81635),(56 539.4843),(57 544.6483),(58 547.7897),(59 546.5981),(60 553.8599),(61 558.0293),(62 552.79956),(63 553.20123),(64 556.0373),(65 558.028),(66 558.20984),(67 560.1012),(68 556.0848),(69 554.65875),(70 559.4893),(71 548.6754),(72 548.44995),(73 552.59296),(74 546.3422),(75 550.2632),(76 559.414),(77 554.9839),(78 558.6389),(79 553.2808),
(1 286.2676),(2 359.89807),(3 410.86942),(4 445.52124),(5 469.5478),(6 475.16315),(7 485.26334),(8 493.15033),(9 495.69025),(10 501.1107),(11 504.55045),(12 499.8601),(13 503.47293),(14 508.40994),(15 505.8909),(16 506.1554),(17 513.03564),(18 508.2078),(19 515.491),(20 521.06),(21 522.4082),(22 528.98126),(23 539.27356),(24 533.6635),(25 530.2961),(26 540.89966),(27 541.1489),(28 540.33997),(29 534.30585),(30 534.48016),(31 539.4686),(32 539.751),(33 540.65765),(34 547.1486),(35 542.545),(36 543.96875),(37 543.4339),(38 539.1642),(39 539.61926),(40 547.0099),(41 542.6895),(42 540.54846),(43 541.05554),(44 537.87976),(45 539.8699),(46 539.7187),(47 529.4309),(48 531.1422),(49 540.4306),(50 539.3112),(51 542.07214),(52 552.3099),(53 545.2816),(54 545.9312),(55 547.1159),(56 538.4894),(57 541.686),(58 551.295),(59 548.9874),(60 553.61755),(61 559.1754),(62 554.8582),(63 549.7224),(64 550.4787),(65 553.11786),(66 551.2847),(67 554.6728),(68 551.4474),(69 553.75446),(70 554.7808),(71 550.22754),(72 546.8534),(73 554.914),(74 546.6566),(75 548.6576),(76 557.63434),(77 549.63983),(78 549.1548),(79 545.57404),
(1 281.96292),(2 359.36868),(3 410.54745),(4 440.25876),(5 466.18552),(6 471.65002),(7 482.17303),(8 486.5074),(9 483.9672),(10 495.5736),(11 500.55066),(12 493.95706),(13 497.67957),(14 505.0726),(15 502.81036),(16 509.3735),(17 510.95828),(18 514.95233),(19 516.3806),(20 527.53845),(21 529.8106),(22 533.0162),(23 540.7786),(24 537.5273),(25 539.5839),(26 551.889),(27 549.77527),(28 543.53253),(29 528.3111),(30 530.34204),(31 529.7297),(32 530.0949),(33 531.1349),(34 540.3504),(35 535.6899),(36 531.8441),(37 533.7149),(38 526.9695),(39 527.97736),(40 537.06726),(41 528.6079),(42 528.4052),(43 528.9662),(44 521.97266),(45 522.83344),(46 526.71643),(47 516.3523),(48 518.364),(49 525.11523),(50 525.26825),(51 529.8522),(52 542.62836),(53 537.18933),(54 542.05536),(55 541.11176),(56 541.44904),(57 547.8332),(58 551.7915),(59 549.9843),(60 553.2135),(61 561.4422),(62 555.8216),(63 549.7374),(64 550.47675),(65 548.8423),(66 551.5455),(67 556.7394),(68 553.86414),(69 551.7061),(70 553.5341),(71 543.9114),(72 542.5553),(73 542.4461),(74 536.6244),(75 539.1671),(76 545.69293),(77 542.32294),(78 539.0209),(79 536.25916),
(1 280.8354),(2 354.77475),(3 405.12894),(4 435.6806),(5 457.0279),(6 463.07703),(7 470.25092),(8 474.2427),(9 479.19373),(10 489.0521),(11 495.61862),(12 491.64725),(13 492.686),(14 497.65863),(15 493.00418),(16 494.82452),(17 499.4979),(18 496.81772),(19 502.08817),(20 507.6507),(21 505.45248),(22 511.4918),(23 519.3697),(24 512.3906),(25 514.7754),(26 532.28375),(27 532.3382),(28 522.316),(29 517.9685),(30 518.14374),(31 522.6814),(32 522.69183),(33 528.2396),(34 534.7645),(35 533.85596),(36 530.64734),(37 537.51996),(38 529.77856),(39 530.46826),(40 532.7834),(41 525.60004),(42 524.2762),(43 531.3366),(44 522.7296),(45 522.1518),(46 529.23956),(47 520.8158),(48 523.72766),(49 534.21094),(50 535.1128),(51 535.88434),(52 543.3195),(53 535.0119),(54 535.8615),(55 539.46545),(56 536.83997),(57 535.31683),(58 540.3369),(59 536.265),(60 540.7463),(61 545.18854),(62 536.1005),(63 535.0362),(64 540.7119),(65 537.7192),(66 538.7153),(67 535.11066),(68 533.9905),(69 530.12787),(70 528.428),(71 524.7176),(72 525.1874),(73 524.8061),(74 522.83606),(75 525.9514),(76 529.3532),(77 525.4907),(78 526.52905),(79 523.5128),
(1 273.5217),(2 343.1897),(3 395.15814),(4 434.7012),(5 451.93054),(6 456.6072),(7 466.49622),(8 471.10883),(9 472.43848),(10 477.3024),(11 480.17883),(12 481.65576),(13 482.61215),(14 492.8862),(15 488.51718),(16 492.03796),(17 496.9372),(18 489.75513),(19 494.73788),(20 499.00302),(21 499.7881),(22 510.25363),(23 513.7419),(24 506.22186),(25 506.34897),(26 518.49475),(27 516.9524),(28 518.27704),(29 512.7037),(30 512.1786),(31 518.20294),(32 509.7355),(33 510.62015),(34 519.74634),(35 515.6681),(36 508.83524),(37 512.5057),(38 507.7741),(39 508.95486),(40 511.45215),(41 511.15234),(42 512.806),(43 519.3833),(44 508.8974),(45 511.21475),(46 510.90344),(47 502.33185),(48 500.66306),(49 511.58347),(50 505.92935),(51 510.33633),(52 514.55444),(53 516.61005),(54 517.462),(55 522.9363),(56 515.80884),(57 517.80414),(58 527.47925),(59 520.555),(60 527.53094),(61 531.07574),(62 525.2711),(63 519.1301),(64 523.7472),(65 520.7074),(66 525.2732),(67 526.577),(68 524.4898),(69 521.076),(70 521.2194),(71 519.75916),(72 517.39923),(73 520.8752),(74 514.37103),(75 510.74585),(76 515.56),(77 508.74396),(78 511.92172),(79 512.3234),
(1 276.77267),(2 347.5413),(3 394.91278),(4 422.97787),(5 445.78214),(6 451.9958),(7 459.8408),(8 469.39197),(9 466.60278),(10 474.82834),(11 477.0307),(12 477.98096),(13 480.1671),(14 483.04034),(15 482.847),(16 486.4867),(17 491.573),(18 488.45767),(19 490.97818),(20 500.79077),(21 499.39853),(22 508.96002),(23 514.53864),(24 510.7421),(25 513.6056),(26 526.1565),(27 517.25543),(28 512.82465),(29 506.8412),(30 507.65222),(31 512.81287),(32 508.98694),(33 510.41452),(34 513.5952),(35 510.9245),(36 507.09705),(37 514.2211),(38 512.11505),(39 510.87064),(40 509.61536),(41 507.79846),(42 507.94467),(43 511.3859),(44 504.52048),(45 505.11078),(46 501.29175),(47 498.51392),(48 494.6),(49 504.7577),(50 500.28897),(51 505.7744),(52 515.1423),(53 511.2709),(54 513.2681),(55 519.8884),(56 518.189),(57 527.0647),(58 533.2606),(59 532.7208),(60 537.51465),(61 543.6161),(62 531.61914),(63 532.0725),(64 533.5032),(65 532.37604),(66 533.78186),(67 533.68896),(68 526.8171),(69 525.5968),(70 526.9837),(71 523.2393),(72 521.7575),(73 529.8778),(74 524.4084),(75 523.2391),(76 522.3908),(77 520.6081),(78 521.3479),(79 517.63794),
(1 268.45822),(2 343.03085),(3 394.69687),(4 424.27606),(5 446.8092),(6 452.9478),(7 461.5408),(8 467.11438),(9 465.44034),(10 470.11258),(11 478.61755),(12 476.3862),(13 482.26987),(14 484.24756),(15 482.09628),(16 484.08795),(17 485.64392),(18 483.66748),(19 487.56805),(20 494.32315),(21 495.1073),(22 500.90457),(23 504.97607),(24 501.52704),(25 512.419),(26 526.86194),(27 516.17664),(28 512.0569),(29 503.53506),(30 504.62497),(31 508.63),(32 502.26978),(33 500.05774),(34 505.70987),(35 499.66248),(36 497.2467),(37 503.2694),(38 499.37738),(39 494.88907),(40 493.87946),(41 490.94305),(42 491.39136),(43 502.13245),(44 492.12808),(45 494.794),(46 496.07455),(47 484.1984),(48 481.70172),(49 497.56973),(50 489.25705),(51 496.70465),(52 505.03018),(53 496.06345),(54 502.76328),(55 507.30627),(56 501.55444),(57 511.7347),(58 513.8691),(59 516.9642),(60 521.8107),(61 526.47235),(62 520.1947),(63 520.90765),(64 527.2306),(65 517.2882),(66 521.3755),(67 522.2178),(68 515.46576),(69 516.53516),(70 512.4939),(71 507.68417),(72 501.91504),(73 507.67953),(74 504.8473),(75 501.39462),(76 502.68466),(77 497.2902),(78 504.51385),(79 501.29767),
(1 265.90555),(2 337.15012),(3 388.51724),(4 419.74106),(5 441.85254),(6 447.9131),(7 453.62448),(8 462.60727),(9 461.18848),(10 462.14084),(11 463.75876),(12 469.40964),(13 468.6719),(14 474.97787),(15 474.31216),(16 472.16016),(17 471.69464),(18 468.9939),(19 474.4289),(20 483.89758),(21 483.3932),(22 488.53555),(23 500.83258),(24 498.29312),(25 501.81628),(26 512.91174),(27 504.31448),(28 505.21182),(29 500.86588),(30 503.5084),(31 505.4531),(32 502.2727),(33 501.2821),(34 504.64835),(35 499.00238),(36 502.72437),(37 506.61963),(38 501.00113),(39 497.9695),(40 502.64032),(41 497.70453),(42 497.94922),(43 503.932),(44 496.00803),(45 499.03284),(46 502.40698),(47 490.96182),(48 489.70822),(49 506.6581),(50 504.06186),(51 506.30292),(52 514.29034),(53 508.62686),(54 508.55637),(55 514.9665),(56 511.80685),(57 513.53674),(58 516.46454),(59 518.8292),(60 520.0963),(61 526.02954),(62 522.8235),(63 519.00433),(64 522.50586),(65 517.8116),(66 513.5589),(67 517.1671),(68 511.60352),(69 509.40024),(70 513.7512),(71 506.1883),(72 508.79114),(73 508.55322),(74 503.1531),(75 497.91962),(76 501.38828),(77 499.99966),(78 501.69785),(79 500.5853),
(1 262.3134),(2 335.04178),(3 386.02582),(4 416.14807),(5 447.70828),(6 454.0827),(7 458.98148),(8 466.43146),(9 459.93652),(10 465.6887),(11 467.3153),(12 468.57608),(13 469.99347),(14 479.1405),(15 474.14886),(16 478.89563),(17 479.4255),(18 478.31644),(19 482.64673),(20 488.73337),(21 488.81674),(22 489.32587),(23 500.9613),(24 497.97833),(25 504.4325),(26 516.28723),(27 513.6237),(28 511.8785),(29 507.787),(30 507.61932),(31 511.81445),(32 507.77487),(33 505.9366),(34 507.5152),(35 502.45242),(36 502.78214),(37 503.8375),(38 498.96143),(39 498.3423),(40 502.4972),(41 502.11343),(42 504.14594),(43 504.1974),(44 495.41754),(45 495.8874),(46 496.7207),(47 487.99417),(48 485.0873),(49 490.208),(50 491.30545),(51 490.27563),(52 500.29413),(53 494.77753),(54 491.28503),(55 495.65933),(56 490.55084),(57 493.7635),(58 501.327),(59 501.07913),(60 503.30826),(61 510.56064),(62 501.75232),(63 498.3248),(64 498.97388),(65 494.295),(66 494.28696),(67 498.41843),(68 495.14645),(69 501.99237),(70 508.7105),(71 502.74536),(72 506.2506),(73 509.22562),(74 500.94357),(75 500.99808),(76 504.59314),(77 500.5188),(78 505.0793),(79 499.51367),
(1 254.06197),(2 320.28668),(3 364.6403),(4 389.26257),(5 414.02667),(6 429.80112),(7 432.5187),(8 444.95377),(9 442.31177),(10 445.6949),(11 450.6773),(12 449.76062),(13 447.9288),(14 455.0529),(15 451.05673),(16 449.23776),(17 453.17157),(18 453.14423),(19 455.65118),(20 468.69565),(21 472.37558),(22 473.03558),(23 483.95258),(24 476.47528),(25 484.90503),(26 495.5358),(27 491.9103),(28 491.2921),(29 478.05182),(30 475.67212),(31 483.9351),(32 481.6594),(33 484.1632),(34 490.61792),(35 483.9922),(36 482.87387),(37 484.99484),(38 480.9492),(39 481.41046),(40 483.84143),(41 480.48135),(42 480.29163),(43 484.39084),(44 476.0389),(45 476.74023),(46 476.48392),(47 471.21777),(48 470.95096),(49 484.1785),(50 480.9886),(51 478.56113),(52 480.5439),(53 470.95734),(54 471.378),(55 477.74304),(56 469.94208),(57 474.45837),(58 484.3422),(59 480.20294),(60 480.71518),(61 484.2008),(62 482.128),(63 479.36212),(64 480.46573),(65 479.36798),(66 476.49405),(67 480.60544),(68 476.86395),(69 480.05612),(70 481.6611),(71 480.52148),(72 479.78104),(73 485.32895),(74 482.2396),(75 481.9875),(76 484.93066),(77 482.43387),(78 482.9591),(79 479.1167),
(1 260.0917),(2 328.90088),(3 377.17856),(4 401.61096),(5 423.61273),(6 430.0838),(7 439.4592),(8 446.42035),(9 451.21133),(10 454.99576),(11 458.0298),(12 460.4792),(13 461.0974),(14 464.99484),(15 463.17682),(16 465.8431),(17 471.81448),(18 469.71155),(19 476.8127),(20 485.4959),(21 485.6964),(22 489.64957),(23 501.54074),(24 490.26093),(25 497.59702),(26 506.52835),(27 503.07825),(28 503.89697),(29 496.99127),(30 498.68652),(31 508.9131),(32 498.5766),(33 499.35535),(34 504.04355),(35 503.286),(36 498.9182),(37 499.9808),(38 497.3295),(39 501.59937),(40 503.70227),(41 496.88086),(42 494.12433),(43 493.66287),(44 488.89096),(45 483.10315),(46 486.95123),(47 481.3054),(48 478.79886),(49 486.5422),(50 486.4143),(51 488.0523),(52 492.6732),(53 481.8338),(54 488.10373),(55 489.46646),(56 481.32605),(57 481.60062),(58 490.0312),(59 491.6726),(60 489.76846),(61 495.43295),(62 490.04117),(63 487.1437),(64 491.27686),(65 490.0528),(66 488.6312),(67 496.70285),(68 494.35965),(69 488.05292),(70 492.66953),(71 488.69116),(72 486.52463),(73 492.3533),(74 488.23837),(75 488.185),(76 491.66898),(77 485.24908),(78 489.42673),(79 481.84283),
(1 251.3177),(2 319.50986),(3 363.90833),(4 390.2453),(5 410.29706),(6 417.2877),(7 427.88522),(8 438.18707),(9 441.8975),(10 447.44504),(11 452.06912),(12 447.70612),(13 453.0953),(14 457.14032),(15 457.96796),(16 459.88818),(17 463.5056),(18 462.91257),(19 463.23328),(20 471.19904),(21 467.9737),(22 474.75626),(23 483.26328),(24 481.712),(25 482.95447),(26 492.9883),(27 486.02786),(28 487.03937),(29 478.86172),(30 480.31226),(31 487.60355),(32 482.85468),(33 486.013),(34 488.8516),(35 485.276),(36 486.57623),(37 494.3609),(38 489.44205),(39 489.24533),(40 493.56256),(41 481.6361),(42 479.2982),(43 483.47284),(44 479.61548),(45 479.3486),(46 478.76913),(47 472.47772),(48 477.27423),(49 476.93402),(50 475.81506),(51 479.00497),(52 482.52612),(53 472.52457),(54 472.93707),(55 474.74463),(56 472.23135),(57 473.03793),(58 473.90967),(59 475.24725),(60 474.4765),(61 479.94943),(62 478.365),(63 480.6787),(64 482.30557),(65 482.14807),(66 482.2875),(67 483.24503),(68 479.64554),(69 477.73633),(70 483.2706),(71 480.6036),(72 481.21396),(73 488.83),(74 481.7102),(75 481.0334),(76 483.03534),(77 476.5789),(78 479.672),(79 475.61075),
(1 252.07239),(2 321.68842),(3 357.43658),(4 385.7522),(5 404.90918),(6 411.54068),(7 426.0367),(8 437.8154),(9 442.3224),(10 447.77188),(11 451.1835),(12 446.4783),(13 449.3845),(14 453.6106),(15 448.8114),(16 450.51294),(17 455.09726),(18 453.83157),(19 457.58395),(20 467.81378),(21 464.07422),(22 470.03134),(23 476.23248),(24 474.98975),(25 476.6672),(26 487.80927),(27 480.96384),(28 485.39554),(29 481.30673),(30 482.06274),(31 486.99957),(32 482.22653),(33 479.80875),(34 482.81177),(35 472.43597),(36 475.82004),(37 480.6628),(38 478.16086),(39 476.87894),(40 477.43378),(41 472.74823),(42 470.35474),(43 470.003),(44 465.54642),(45 461.68735),(46 466.06558),(47 460.2827),(48 463.45813),(49 470.47104),(50 466.77414),(51 472.3258),(52 477.0489),(53 474.75085),(54 473.05765),(55 479.41302),(56 477.2215),(57 475.74625),(58 482.23962),(59 483.79575),(60 482.8267),(61 488.86786),(62 485.50235),(63 488.36844),(64 494.5538),(65 487.0899),(66 489.72476),(67 491.76596),(68 488.65152),(69 486.73453),(70 492.07947),(71 486.04294),(72 486.31726),(73 491.7209),(74 489.2353),(75 490.1292),(76 493.4353),(77 485.34668),(78 483.9954),(79 477.54016),
