1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,
(1 0.2495549),(2 0.43800983),(3 0.43835086),(4 0.6696375),(5 1.7396078),(6 2.151248),(7 2.144366),(8 2.60743),(9 3.074881),(10 3.3037543),(11 3.2712352),(12 3.3976345),(13 4.073357),(14 4.3694654),(15 4.395081),(16 4.9631524),(17 5.9253917),(18 5.9045568),(19 5.92493),(20 6.2849655),(21 6.362733),(22 6.7419863),(23 6.762525),(24 7.0698586),(25 7.56971),(26 7.7696724),(27 7.7591405),(28 8.297194),(29 9.92651),(30 10.26982),(31 10.278947),(32 10.524605),(33 11.300055),(34 12.0871935),(35 12.193164),(36 12.393742),(37 12.211307),(38 11.722359),(39 11.590296),(40 11.603865),(41 12.17669),(42 12.00004),
(1 0.34666935),(2 0.60150015),(3 0.6036614),(4 0.8680531),(5 2.1251028),(6 2.8163636),(7 2.842159),(8 3.3710277),(9 4.5139875),(10 4.7725296),(11 4.824855),(12 4.9947805),(13 7.516453),(14 8.960287),(15 9.031556),(16 10.294619),(17 14.208583),(18 15.353403),(19 15.364687),(20 16.259441),(21 16.79487),(22 17.812643),(23 17.79447),(24 19.145937),(25 20.489346),(26 22.531473),(27 22.519001),(28 24.477924),(29 29.923876),(30 31.420511),(31 31.414091),(32 33.02423),(33 37.449013),(34 39.13838),(35 39.11213),(36 40.30924),(37 41.153255),(38 41.665886),(39 41.587017),(40 41.823692),(41 42.433483),(42 43.754585),
(1 0.7854672),(2 1.1622258),(3 1.1617113),(4 1.735929),(5 3.8921518),(6 4.8672023),(7 4.8351912),(8 5.6900363),(9 7.4514585),(10 8.576927),(11 8.581417),(12 9.725112),(13 13.911093),(14 15.432003),(15 15.39189),(16 17.498049),(17 21.265709),(18 22.239962),(19 22.264008),(20 22.241428),(21 22.363564),(22 23.59553),(23 23.463427),(24 25.375671),(25 26.882648),(26 27.516544),(27 27.544493),(28 28.627865),(29 32.386414),(30 32.805798),(31 32.776863),(32 33.71508),(33 36.325233),(34 36.28526),(35 36.31897),(36 36.053486),(37 36.822906),(38 37.67424),(39 37.674625),(40 38.767944),(41 39.178486),(42 39.606403),
(1 1.1499716),(2 1.7727535),(3 1.7706165),(4 2.980028),(5 6.2905035),(6 7.984956),(7 8.023528),(8 10.571759),(9 15.757346),(10 17.374262),(11 17.46595),(12 18.947674),(13 23.883726),(14 25.461315),(15 25.354336),(16 26.209639),(17 30.525719),(18 31.18094),(19 31.319752),(20 30.72222),(21 28.971607),(22 27.849878),(23 27.871914),(24 27.695251),(25 27.087126),(26 27.495401),(27 27.486624),(28 28.339378),(29 29.890108),(30 30.829435),(31 30.812132),(32 30.941664),(33 31.967823),(34 32.87148),(35 33.07266),(36 32.927605),(37 34.08453),(38 36.22234),(39 36.31094),(40 37.439255),(41 39.783012),(42 39.610363),
(1 1.9915704),(2 3.5121012),(3 3.505951),(4 6.116813),(5 12.501221),(6 14.974929),(7 15.058814),(8 18.034794),(9 22.967312),(10 25.070524),(11 25.0835),(12 25.562918),(13 28.295809),(14 29.645271),(15 29.755117),(16 30.529427),(17 31.994684),(18 33.488487),(19 33.618946),(20 33.62332),(21 33.289413),(22 33.875095),(23 33.723885),(24 34.85168),(25 38.279476),(26 42.49276),(27 42.627144),(28 45.93696),(29 54.225746),(30 57.738617),(31 57.727314),(32 59.55832),(33 63.246838),(34 66.45134),(35 66.57131),(36 69.63423),(37 77.12789),(38 80.27621),(39 80.41206),(40 84.31636),(41 86.5086),(42 85.59779),
(1 1.1349313),(2 1.8169763),(3 1.8179817),(4 2.8543656),(5 6.21769),(6 7.918972),(7 7.9849663),(8 10.031042),(9 13.767516),(10 15.567342),(11 15.594923),(12 17.98084),(13 22.545317),(14 24.651905),(15 24.62185),(16 25.92595),(17 29.070126),(18 31.397676),(19 31.614563),(20 33.840946),(21 36.44326),(22 37.784195),(23 37.851257),(24 37.351097),(25 37.343494),(26 36.842613),(27 36.738182),(28 36.068855),(29 35.22659),(30 34.939556),(31 34.922527),(32 33.682247),(33 35.180004),(34 36.952686),(35 36.817978),(36 38.98239),(37 39.482445),(38 38.43367),(39 38.32478),(40 40.219917),(41 41.670784),(42 41.31079),
(1 2.2711112),(2 4.0726566),(3 4.0731134),(4 6.5540195),(5 13.208245),(6 16.745823),(7 16.812765),(8 20.75307),(9 26.466084),(10 27.825304),(11 27.721766),(12 28.809235),(13 31.877766),(14 32.98987),(15 32.92747),(16 34.45604),(17 36.921257),(18 39.959774),(19 40.06769),(20 42.68281),(21 47.79474),(22 50.53681),(23 50.67606),(24 51.388996),(25 55.998367),(26 58.468483),(27 58.527626),(28 60.604237),(29 66.88345),(30 71.131615),(31 71.14524),(32 76.98325),(33 83.75867),(34 87.33121),(35 87.56431),(36 91.77766),(37 92.52608),(38 90.770355),(39 90.71872),(40 90.65152),(41 91.224625),(42 87.476685),
(1 1.8471416),(2 3.9733706),(3 3.971369),(4 6.5958624),(5 12.669765),(6 15.191685),(7 15.313042),(8 18.426094),(9 25.356619),(10 29.841103),(11 29.926615),(12 34.935448),(13 40.95357),(14 44.505527),(15 44.647694),(16 47.365685),(17 48.85355),(18 50.76494),(19 50.892597),(20 52.914005),(21 58.57967),(22 59.671303),(23 59.781895),(24 59.111927),(25 64.66244),(26 70.13663),(27 70.28746),(28 75.335266),(29 83.93641),(30 88.74335),(31 88.75009),(32 93.69807),(33 96.40807),(34 100.101036),(35 99.76329),(36 102.52374),(37 97.54069),(38 93.94814),(39 93.7957),(40 92.54299),(41 93.04857),(42 90.0247),
(1 2.8043914),(2 4.75891),(3 4.7570252),(4 7.0899653),(5 12.395242),(6 14.552453),(7 14.624867),(8 17.036453),(9 21.912312),(10 23.858246),(11 23.82927),(12 26.585491),(13 34.636913),(14 38.808468),(15 38.726498),(16 41.82434),(17 45.966206),(18 50.01989),(19 49.90628),(20 54.353756),(21 61.617725),(22 65.30726),(23 65.54432),(24 68.85999),(25 79.12104),(26 84.15582),(27 84.18281),(28 89.81728),(29 99.81156),(30 104.36104),(31 104.37419),(32 109.8549),(33 118.25369),(34 120.59204),(35 120.96737),(36 122.33988),(37 116.89601),(38 114.82902),(39 114.65561),(40 113.81877),(41 111.23961),(42 112.27352),
(1 3.1226497),(2 5.257425),(3 5.2610874),(4 7.908843),(5 13.519777),(6 16.568157),(7 16.471054),(8 19.528656),(9 25.634007),(10 28.881432),(11 28.834166),(12 31.79074),(13 41.993694),(14 48.43479),(15 48.540356),(16 54.60919),(17 64.80805),(18 72.64046),(19 72.70622),(20 78.21335),(21 85.100006),(22 86.329765),(23 86.58076),(24 86.40569),(25 87.47479),(26 89.57685),(27 89.65375),(28 90.993706),(29 95.77088),(30 98.17419),(31 98.212006),(32 101.715576),(33 107.20772),(34 109.572624),(35 110.00529),(36 113.724),(37 115.17285),(38 115.50549),(39 115.440125),(40 116.60871),(41 120.410164),(42 124.23597),
(1 2.8880932),(2 5.0789013),(3 5.0825095),(4 7.7186933),(5 14.494636),(6 17.975744),(7 18.065594),(8 22.294895),(9 29.362288),(10 33.56006),(11 33.513336),(12 37.495876),(13 47.297794),(14 52.89554),(15 53.079277),(16 59.008595),(17 66.07549),(18 69.693924),(19 69.55049),(20 72.64672),(21 78.191315),(22 80.25777),(23 80.283806),(24 81.640884),(25 82.59128),(26 85.49887),(27 85.76037),(28 87.74498),(29 89.33814),(30 90.915825),(31 90.937584),(32 94.33929),(33 103.29177),(34 108.01278),(35 108.28244),(36 113.304565),(37 117.50402),(38 119.030266),(39 119.04145),(40 119.52362),(41 115.18976),(42 111.48313),
