1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,
(1 0.5481077),(2 0.9575905),(3 0.95798767),(4 1.422016),(5 2.8354354),(6 3.5824313),(7 3.586417),(8 4.4802103),(9 6.3415174),(10 7.1783648),(11 7.182758),(12 8.00202),(13 9.595791),(14 10.278719),(15 10.287896),(16 10.933866),(17 12.195419),(18 12.825373),(19 12.830846),(20 13.477787),(21 14.64547),(22 15.201609),(23 15.206129),(24 15.773514),(25 16.72518),(26 17.287064),(27 17.294987),(28 17.871414),(29 19.107174),(30 19.702826),(31 19.701519),(32 20.357637),(33 21.27397),(34 21.580341),(35 21.580788),(36 21.869175),(37 22.34133),(38 22.56882),(39 22.559086),(40 22.825268),(41 23.193806),(42 23.146505),
(1 0.041361876),(2 0.049959242),(3 0.049974237),(4 0.05732146),(5 0.07830588),(6 0.08148731),(7 0.08190384),(8 0.08616842),(9 0.09819813),(10 0.102133065),(11 0.102405235),(12 0.10789402),(13 0.11608938),(14 0.11738477),(15 0.117731065),(16 0.11988029),(17 0.12674746),(18 0.1293201),(19 0.1293997),(20 0.13102993),(21 0.13593553),(22 0.13837783),(23 0.13859424),(24 0.14082071),(25 0.14489806),(26 0.14672418),(27 0.14697899),(28 0.1480354),(29 0.1501019),(30 0.15202405),(31 0.15204291),(32 0.15250446),(33 0.15425913),(34 0.154618),(35 0.15470807),(36 0.15715921),(37 0.15924144),(38 0.1594674),(39 0.15946631),(40 0.15867876),(41 0.16080952),(42 0.16045028),
(1 0.037901632),(2 0.04559502),(3 0.04561109),(4 0.052597415),(5 0.07111034),(6 0.074169405),(7 0.07459704),(8 0.079078406),(9 0.09038669),(10 0.094896436),(11 0.095184185),(12 0.1002275),(13 0.10767031),(14 0.10819079),(15 0.10856916),(16 0.1111266),(17 0.11706213),(18 0.11884464),(19 0.11939955),(20 0.12092591),(21 0.12640549),(22 0.1288118),(23 0.1291499),(24 0.13100842),(25 0.13460398),(26 0.13586223),(27 0.13606848),(28 0.1368522),(29 0.13916339),(30 0.13957497),(31 0.13958359),(32 0.14120455),(33 0.14416777),(34 0.14472982),(35 0.14487559),(36 0.14651978),(37 0.14909117),(38 0.14838764),(39 0.14842097),(40 0.14886108),(41 0.15044007),(42 0.14987636),
(1 0.039627474),(2 0.04692731),(3 0.046937328),(4 0.05358132),(5 0.07172447),(6 0.07562476),(7 0.076207265),(8 0.08002204),(9 0.09193136),(10 0.09559063),(11 0.09585509),(12 0.10098865),(13 0.10894586),(14 0.10954903),(15 0.109889045),(16 0.112326905),(17 0.117933705),(18 0.11972521),(19 0.11991021),(20 0.12214049),(21 0.12735264),(22 0.1302795),(23 0.1305234),(24 0.13272424),(25 0.13638918),(26 0.13783114),(27 0.13798317),(28 0.13853993),(29 0.14153737),(30 0.14158174),(31 0.14159615),(32 0.1426538),(33 0.1448726),(34 0.14487419),(35 0.14500089),(36 0.14691438),(37 0.14973283),(38 0.14972295),(39 0.1497824),(40 0.1499854),(41 0.15165205),(42 0.15162188),
(1 0.03588841),(2 0.042071808),(3 0.042102978),(4 0.048521575),(5 0.065085426),(6 0.06837678),(7 0.068774894),(8 0.07305037),(9 0.08408062),(10 0.08822651),(11 0.08853412),(12 0.0932394),(13 0.09992203),(14 0.100540504),(15 0.100936234),(16 0.10255466),(17 0.10788829),(18 0.11011104),(19 0.11045027),(20 0.11205612),(21 0.11716388),(22 0.11928521),(23 0.11967155),(24 0.12232732),(25 0.1254473),(26 0.12765688),(27 0.12789032),(28 0.12777226),(29 0.13000606),(30 0.13045919),(31 0.13047534),(32 0.13127305),(33 0.13320166),(34 0.13361898),(35 0.13386221),(36 0.13545999),(37 0.13745026),(38 0.1365436),(39 0.13655718),(40 0.13682023),(41 0.1385816),(42 0.13797641),
(1 0.02519841),(2 0.029350491),(3 0.029367168),(4 0.03338672),(5 0.04468609),(6 0.046978097),(7 0.047361143),(8 0.04994087),(9 0.057115093),(10 0.059605375),(11 0.0598384),(12 0.062629506),(13 0.0672395),(14 0.06757414),(15 0.06792042),(16 0.0688988),(17 0.07301243),(18 0.07443316),(19 0.07477448),(20 0.0756848),(21 0.07919135),(22 0.08008043),(23 0.08017496),(24 0.08143239),(25 0.083031416),(26 0.08450288),(27 0.084609725),(28 0.08457721),(29 0.08608109),(30 0.0865956),(31 0.086587764),(32 0.08727518),(33 0.08853594),(34 0.08867688),(35 0.088677615),(36 0.08980455),(37 0.0912415),(38 0.09077207),(39 0.09080871),(40 0.090965904),(41 0.092385404),(42 0.09253204),
(1 0.02327398),(2 0.026811656),(3 0.026836563),(4 0.030313),(5 0.040040366),(6 0.041946653),(7 0.042263895),(8 0.045061),(9 0.05125997),(10 0.053625397),(11 0.053777177),(12 0.056161914),(13 0.06061711),(14 0.061154123),(15 0.061446097),(16 0.062112395),(17 0.06550665),(18 0.06710007),(19 0.067323275),(20 0.068385005),(21 0.07106737),(22 0.07201623),(23 0.07220936),(24 0.07331659),(25 0.07526868),(26 0.07647606),(27 0.0765766),(28 0.07627729),(29 0.077881485),(30 0.07812263),(31 0.07812993),(32 0.07855408),(33 0.07981646),(34 0.07953883),(35 0.079514645),(36 0.08046242),(37 0.08171546),(38 0.081101045),(39 0.08112743),(40 0.08129685),(41 0.08219297),(42 0.082054086),
(1 0.011844393),(2 0.013349076),(3 0.013345536),(4 0.014553256),(5 0.018539745),(6 0.019431263),(7 0.019602528),(8 0.020397298),(9 0.022532402),(10 0.022922909),(11 0.02309627),(12 0.023979375),(13 0.025775854),(14 0.02575209),(15 0.026016757),(16 0.02652686),(17 0.027925748),(18 0.028193753),(19 0.02833635),(20 0.0287014),(21 0.029766483),(22 0.029448971),(23 0.029601686),(24 0.030059347),(25 0.031007351),(26 0.030720828),(27 0.030811224),(28 0.030621765),(29 0.03182729),(30 0.032046515),(31 0.032049675),(32 0.032104768),(33 0.03242903),(34 0.032534797),(35 0.032524493),(36 0.032531507),(37 0.0330209),(38 0.032787766),(39 0.032823835),(40 0.03275741),(41 0.033176817),(42 0.03308109),
(1 0.009488264),(2 0.01059046),(3 0.010590458),(4 0.011383756),(5 0.0144698685),(6 0.0150643885),(7 0.015213234),(8 0.015780866),(9 0.017238345),(10 0.017527703),(11 0.01764244),(12 0.018354911),(13 0.019695885),(14 0.019682249),(15 0.01982079),(16 0.02009905),(17 0.021321176),(18 0.021530798),(19 0.021600798),(20 0.021893183),(21 0.022721272),(22 0.022514254),(23 0.022624103),(24 0.022791257),(25 0.023671515),(26 0.02350241),(27 0.023586513),(28 0.023270741),(29 0.02409518),(30 0.02440069),(31 0.02439864),(32 0.024309075),(33 0.024536463),(34 0.024626918),(35 0.024691321),(36 0.024576886),(37 0.024889842),(38 0.024646828),(39 0.024686197),(40 0.024666192),(41 0.02505233),(42 0.02496244),
(1 0.006968782),(2 0.0077940873),(3 0.0077989874),(4 0.0084899375),(5 0.010584027),(6 0.010978588),(7 0.011048601),(8 0.01144116),(9 0.012405444),(10 0.012697512),(11 0.012790528),(12 0.01329982),(13 0.014217914),(14 0.014311177),(15 0.014411679),(16 0.014678463),(17 0.015475587),(18 0.015719002),(19 0.015831191),(20 0.016024023),(21 0.016484339),(22 0.01628296),(23 0.016385296),(24 0.016633444),(25 0.017209986),(26 0.017133588),(27 0.017228426),(28 0.017045049),(29 0.01763212),(30 0.01771861),(31 0.017717024),(32 0.017611684),(33 0.018067606),(34 0.01795075),(35 0.018019207),(36 0.017872302),(37 0.018113693),(38 0.018064726),(39 0.018096356),(40 0.017850054),(41 0.018086066),(42 0.017999452),
(1 0.005088362),(2 0.0057185316),(3 0.0057189576),(4 0.0061398353),(5 0.00752269),(6 0.007809253),(7 0.00786274),(8 0.008233323),(9 0.009040502),(10 0.00932018),(11 0.009396225),(12 0.009706466),(13 0.0101003945),(14 0.010236405),(15 0.0103428),(16 0.010344524),(17 0.011013152),(18 0.011101916),(19 0.01122017),(20 0.011374254),(21 0.011776023),(22 0.011656838),(23 0.01172782),(24 0.011801728),(25 0.012214458),(26 0.012236456),(27 0.012297571),(28 0.012083598),(29 0.012591994),(30 0.012591145),(31 0.0125955455),(32 0.012585474),(33 0.0128105115),(34 0.012765149),(35 0.012787166),(36 0.012773504),(37 0.012866144),(38 0.012672258),(39 0.0127173625),(40 0.012716222),(41 0.01292948),(42 0.012844047),
(1 0.0046563),(2 0.0052039195),(3 0.0052029695),(4 0.005472746),(5 0.0067237774),(6 0.006937744),(7 0.007005442),(8 0.0071854545),(9 0.0078677945),(10 0.0081137875),(11 0.008169409),(12 0.00840132),(13 0.008915748),(14 0.009038963),(15 0.009148165),(16 0.00932187),(17 0.009745109),(18 0.009786089),(19 0.009863254),(20 0.009986545),(21 0.010389922),(22 0.010308126),(23 0.010393525),(24 0.010343201),(25 0.010731938),(26 0.010720502),(27 0.010751723),(28 0.010620021),(29 0.011063484),(30 0.011156579),(31 0.011158119),(32 0.011142742),(33 0.01129986),(34 0.011315771),(35 0.011341566),(36 0.011244197),(37 0.011357734),(38 0.01128838),(39 0.0113303345),(40 0.011222229),(41 0.011355755),(42 0.011145707),
(1 0.0032019836),(2 0.0034820726),(3 0.0034795126),(4 0.0037673458),(5 0.0046277572),(6 0.0047335727),(7 0.004785226),(8 0.0048755696),(9 0.005418977),(10 0.0055853827),(11 0.0056220423),(12 0.0057900078),(13 0.006123579),(14 0.0061999615),(15 0.0062440736),(16 0.0063477904),(17 0.006570161),(18 0.0066290027),(19 0.006682213),(20 0.006755826),(21 0.007061205),(22 0.0069804555),(23 0.007023522),(24 0.0071441135),(25 0.0072908807),(26 0.0072649345),(27 0.0072943284),(28 0.007277559),(29 0.0075396965),(30 0.007563579),(31 0.0075627295),(32 0.007489682),(33 0.007728362),(34 0.007681521),(35 0.007703572),(36 0.007658662),(37 0.007752103),(38 0.0076557864),(39 0.0076673278),(40 0.007607008),(41 0.007836528),(42 0.0077363844),
(1 0.003395694),(2 0.0036696552),(3 0.003670656),(4 0.0038899612),(5 0.0047661685),(6 0.004881151),(7 0.004942883),(8 0.005081917),(9 0.005580563),(10 0.00578309),(11 0.0058306633),(12 0.0059992224),(13 0.0063779205),(14 0.0064037703),(15 0.0064550275),(16 0.0064529367),(17 0.0068423348),(18 0.006902362),(19 0.006958946),(20 0.007084585),(21 0.0072922623),(22 0.007178876),(23 0.007216305),(24 0.0072935657),(25 0.0075791106),(26 0.007582942),(27 0.0076460135),(28 0.0075495923),(29 0.0077729537),(30 0.0077430136),(31 0.0077459845),(32 0.007762581),(33 0.007901429),(34 0.007905845),(35 0.007940859),(36 0.00785598),(37 0.008012531),(38 0.007884608),(39 0.007912718),(40 0.007941303),(41 0.007982763),(42 0.00796514),
(1 0.0022670184),(2 0.0024498154),(3 0.0024475565),(4 0.002566321),(5 0.0031627277),(6 0.0032712407),(7 0.0033121782),(8 0.0034013344),(9 0.0037358047),(10 0.003863652),(11 0.003886025),(12 0.004045318),(13 0.004310291),(14 0.004302251),(15 0.004357637),(16 0.0044381567),(17 0.0046374197),(18 0.0046206834),(19 0.0046483926),(20 0.0047429805),(21 0.00507273),(22 0.0049405037),(23 0.0049847276),(24 0.005027687),(25 0.005213367),(26 0.005188558),(27 0.005234092),(28 0.005078949),(29 0.005280822),(30 0.0053344774),(31 0.0053368476),(32 0.005279362),(33 0.0053086346),(34 0.005299351),(35 0.00531817),(36 0.005303947),(37 0.0053364406),(38 0.005312936),(39 0.0053367987),(40 0.0052956976),(41 0.0053869057),(42 0.0053052376),
(1 0.0020992046),(2 0.0022082797),(3 0.002205181),(4 0.002351459),(5 0.0029271534),(6 0.0030393528),(7 0.0030768055),(8 0.003122423),(9 0.0034566731),(10 0.0035124167),(11 0.0035273456),(12 0.003670384),(13 0.003915188),(14 0.0039654425),(15 0.004013365),(16 0.0040217624),(17 0.004227819),(18 0.0042043757),(19 0.0042448724),(20 0.0043145334),(21 0.004537051),(22 0.004425336),(23 0.004439675),(24 0.0045349463),(25 0.004645309),(26 0.004628298),(27 0.0046471725),(28 0.0046891053),(29 0.00476771),(30 0.0047961804),(31 0.004795848),(32 0.004712302),(33 0.0047790003),(34 0.0047385325),(35 0.004786853),(36 0.0047690943),(37 0.0048509273),(38 0.004808239),(39 0.0048327823),(40 0.0048153517),(41 0.004881086),(42 0.0048322277),
(1 0.0012736189),(2 0.0013723061),(3 0.001372544),(4 0.0014393266),(5 0.0017801226),(6 0.0018253792),(7 0.001851978),(8 0.0019034932),(9 0.0020896273),(10 0.0021661788),(11 0.0021883973),(12 0.0022665649),(13 0.0024208117),(14 0.0024237428),(15 0.002443724),(16 0.0024454277),(17 0.0025920072),(18 0.0026281213),(19 0.002649083),(20 0.0026773433),(21 0.002749589),(22 0.0027040504),(23 0.0027187387),(24 0.0027395822),(25 0.002863067),(26 0.0028384987),(27 0.0028608372),(28 0.0028402596),(29 0.0029523838),(30 0.0029435519),(31 0.0029420266),(32 0.0029303627),(33 0.0029794087),(34 0.002963899),(35 0.0029734955),(36 0.0029437132),(37 0.0029854053),(38 0.0029454841),(39 0.0029517433),(40 0.0028954213),(41 0.0029556034),(42 0.0029037807),
(1 0.000876629),(2 0.0009185794),(3 0.00091827585),(4 0.00097228214),(5 0.0012053512),(6 0.0012530314),(7 0.0012593704),(8 0.0013282554),(9 0.0014784802),(10 0.0015241047),(11 0.0015305842),(12 0.0015954485),(13 0.0016808305),(14 0.0016637443),(15 0.0016961724),(16 0.001726122),(17 0.0017852396),(18 0.00176379),(19 0.0017805864),(20 0.0018399482),(21 0.0019652883),(22 0.0019228177),(23 0.0019428942),(24 0.0019674131),(25 0.0019934715),(26 0.0019843013),(27 0.0019886533),(28 0.0019249296),(29 0.0020604928),(30 0.002012421),(31 0.0020110966),(32 0.0020288315),(33 0.0020577544),(34 0.0020350805),(35 0.0020367363),(36 0.0020329945),(37 0.0020833858),(38 0.0020252394),(39 0.002034362),(40 0.0020411902),(41 0.0020615158),(42 0.0020536464),
(1 0.0011438715),(2 0.0012143819),(3 0.0012128849),(4 0.0013089877),(5 0.0015499785),(6 0.0016530148),(7 0.001670506),(8 0.0017409432),(9 0.0018916648),(10 0.0019387174),(11 0.0019613784),(12 0.0020479492),(13 0.0021866953),(14 0.0021748445),(15 0.002196482),(16 0.0022110508),(17 0.0022815668),(18 0.0022872332),(19 0.0023103596),(20 0.0023309214),(21 0.0024035643),(22 0.0023591614),(23 0.0023959745),(24 0.0024648446),(25 0.0025561538),(26 0.0025497838),(27 0.0025757528),(28 0.0025163179),(29 0.0026151782),(30 0.0026081349),(31 0.0026084087),(32 0.002621472),(33 0.002641056),(34 0.0026191503),(35 0.0026388997),(36 0.002637594),(37 0.0027099657),(38 0.0026492637),(39 0.002658323),(40 0.002602605),(41 0.0026581846),(42 0.0026193275),
(1 0.000393314),(2 0.00041966455),(3 0.00041945992),(4 0.00045003498),(5 0.0005306107),(6 0.00055102236),(7 0.0005598566),(8 0.00058472453),(9 0.00063830015),(10 0.0006617059),(11 0.0006711842),(12 0.00068301207),(13 0.0007505025),(14 0.00074391626),(15 0.0007481878),(16 0.0007555801),(17 0.00075407984),(18 0.0007909725),(19 0.0007940927),(20 0.00080838427),(21 0.00083840586),(22 0.0008138567),(23 0.00082120503),(24 0.0008316291),(25 0.00086915423),(26 0.0008326908),(27 0.0008370202),(28 0.0008437429),(29 0.0008758336),(30 0.00088205177),(31 0.0008815933),(32 0.0008531308),(33 0.00088555977),(34 0.0008862783),(35 0.0008940981),(36 0.0008900277),(37 0.00090875954),(38 0.00088931894),(39 0.00089111837),(40 0.0008759523),(41 0.00087988784),(42 0.0008691703),
(1 0.00047481302),(2 0.0004933864),(3 0.0004927892),(4 0.00053197425),(5 0.0006348584),(6 0.00064951),(7 0.0006606211),(8 0.0006941887),(9 0.0007682465),(10 0.00080663344),(11 0.00081650825),(12 0.00083103665),(13 0.00089499773),(14 0.00088134804),(15 0.00089258386),(16 0.00094231416),(17 0.00093900954),(18 0.0009365567),(19 0.00094457506),(20 0.00095708005),(21 0.0010110973),(22 0.001013636),(23 0.0010335236),(24 0.0010259432),(25 0.0010123546),(26 0.0010247967),(27 0.0010367255),(28 0.0010183774),(29 0.0010684984),(30 0.0010576557),(31 0.0010566898),(32 0.0010798746),(33 0.0010942458),(34 0.0010898667),(35 0.0010866465),(36 0.0010696657),(37 0.0011152305),(38 0.0010855977),(39 0.0010889587),(40 0.001073557),(41 0.0010920111),(42 0.0010777469),
(1 0.0001060568),(2 0.000121050885),(3 0.00012080342),(4 0.00012855865),(5 0.00015154791),(6 0.00015691067),(7 0.00016265475),(8 0.00017288943),(9 0.0001894944),(10 0.00019654668),(11 0.00020115764),(12 0.00020626782),(13 0.00021722802),(14 0.00021064852),(15 0.0002145535),(16 0.00021339286),(17 0.00022376335),(18 0.00023342736),(19 0.0002382762),(20 0.00023069102),(21 0.00024786056),(22 0.00024138723),(23 0.00024413175),(24 0.0002541481),(25 0.0002454773),(26 0.00025066713),(27 0.0002496562),(28 0.0002457255),(29 0.00025222334),(30 0.00026170825),(31 0.00026178433),(32 0.0002585854),(33 0.00026408333),(34 0.0002664138),(35 0.0002688881),(36 0.00026481),(37 0.0002681496),(38 0.0002654632),(39 0.00026647653),(40 0.00025321625),(41 0.00025402848),(42 0.00025733645),
(1 0.00007602625),(2 0.0000806005),(3 0.0000806892),(4 0.00008769176),(5 0.000092584014),(6 0.000102751575),(7 0.00010493481),(8 0.00010374611),(9 0.00012107464),(10 0.000119579396),(11 0.00012306622),(12 0.00012116067),(13 0.00014625586),(14 0.00014243477),(15 0.00014292027),(16 0.00014779255),(17 0.00014342064),(18 0.0001478308),(19 0.00014979158),(20 0.00015083638),(21 0.00015245599),(22 0.00015512228),(23 0.00015718486),(24 0.00016324056),(25 0.0001514508),(26 0.00015583831),(27 0.0001569515),(28 0.00015815615),(29 0.00015414477),(30 0.00014741984),(31 0.00014697612),(32 0.0001447183),(33 0.00015143825),(34 0.00014921257),(35 0.00014817767),(36 0.00015152284),(37 0.00015717711),(38 0.00015259242),(39 0.00015325304),(40 0.00015852976),(41 0.00016098576),(42 0.00016354352),
