1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,
(1 0.7778461),(2 1.3660096),(3 1.3658152),(4 1.9721736),(5 3.6377316),(6 4.624294),(7 4.6291566),(8 5.82903),(9 8.205216),(10 9.346552),(11 9.35222),(12 10.361553),(13 12.024227),(14 12.712202),(15 12.727575),(16 13.397005),(17 14.726979),(18 15.485267),(19 15.488833),(20 16.15807),(21 17.22083),(22 17.623726),(23 17.628422),(24 18.018005),(25 18.82468),(26 19.361433),(27 19.373129),(28 19.847424),(29 20.84883),(30 21.371075),(31 21.36905),(32 21.90507),(33 22.802868),(34 23.21032),(35 23.208763),(36 23.615604),(37 23.968756),(38 24.110527),(39 24.10981),(40 24.25914),(41 24.500648),(42 24.484568),
(1 0.004341882),(2 0.0048314026),(3 0.004835657),(4 0.00506736),(5 0.0062014847),(6 0.0063155373),(7 0.006364504),(8 0.006529435),(9 0.007173526),(10 0.0073754694),(11 0.0074332547),(12 0.0076385424),(13 0.008006551),(14 0.008029542),(15 0.00813511),(16 0.008256713),(17 0.008800914),(18 0.008801448),(19 0.008892921),(20 0.008973165),(21 0.009260133),(22 0.009207399),(23 0.009279268),(24 0.009278176),(25 0.00965413),(26 0.009635432),(27 0.009672416),(28 0.009610842),(29 0.010026968),(30 0.010107344),(31 0.010109471),(32 0.009965807),(33 0.01025329),(34 0.010258406),(35 0.010278323),(36 0.010171705),(37 0.010355795),(38 0.010290761),(39 0.0103203915),(40 0.010224617),(41 0.010433115),(42 0.010313736),
(1 0.002725751),(2 0.0029847398),(3 0.0029850875),(4 0.0032005394),(5 0.0038583346),(6 0.0039932253),(7 0.0040245233),(8 0.004101676),(9 0.0044662035),(10 0.0046410207),(11 0.004672706),(12 0.0048046643),(13 0.005069484),(14 0.0051807896),(15 0.0052492423),(16 0.005260384),(17 0.0054714363),(18 0.0055398354),(19 0.0055747014),(20 0.0056345155),(21 0.005906594),(22 0.005862369),(23 0.005884035),(24 0.005855233),(25 0.0060487464),(26 0.0060170176),(27 0.0060404604),(28 0.006062781),(29 0.006275185),(30 0.0063130697),(31 0.0063111708),(32 0.006329862),(33 0.0064258995),(34 0.006448462),(35 0.006483371),(36 0.006424344),(37 0.006439702),(38 0.006375265),(39 0.0063940235),(40 0.006397552),(41 0.0064405454),(42 0.00639991),
(1 0.0024753935),(2 0.0026609947),(3 0.0026628436),(4 0.0028596895),(5 0.003461538),(6 0.003598671),(7 0.003637965),(8 0.0037431985),(9 0.004115517),(10 0.00429814),(11 0.0043160557),(12 0.004466568),(13 0.004784561),(14 0.0048668976),(15 0.0049125543),(16 0.004935896),(17 0.005174309),(18 0.005166684),(19 0.005215198),(20 0.005344472),(21 0.005472411),(22 0.0053899954),(23 0.0054345755),(24 0.0055425516),(25 0.0057354276),(26 0.005706543),(27 0.0057261055),(28 0.005696143),(29 0.005876796),(30 0.0058503537),(31 0.005849698),(32 0.005842892),(33 0.0059929444),(34 0.006031823),(35 0.006057972),(36 0.005975407),(37 0.0061078067),(38 0.006025109),(39 0.0060433038),(40 0.0060292804),(41 0.006064142),(42 0.006030173),
(1 0.0017441134),(2 0.0018877791),(3 0.0018897192),(4 0.0019843625),(5 0.0024534133),(6 0.0024825535),(7 0.0025134247),(8 0.0025984787),(9 0.0028509258),(10 0.002880673),(11 0.0028950404),(12 0.0030191087),(13 0.003171161),(14 0.0032207821),(15 0.0032636146),(16 0.0032684652),(17 0.0034806267),(18 0.0034933304),(19 0.0035276976),(20 0.0035604846),(21 0.0037749468),(22 0.003701902),(23 0.0037165312),(24 0.0037165121),(25 0.0038658523),(26 0.0038340045),(27 0.00385484),(28 0.0038583935),(29 0.0039733686),(30 0.004000895),(31 0.0040013855),(32 0.0039768107),(33 0.0040048542),(34 0.0040257764),(35 0.004052265),(36 0.004027445),(37 0.0040905145),(38 0.0040150764),(39 0.0040365467),(40 0.004056627),(41 0.004101001),(42 0.004046076),
(1 0.0009958964),(2 0.00106711),(3 0.00106816),(4 0.0011106014),(5 0.0013911689),(6 0.0014296238),(7 0.0014444264),(8 0.0014823494),(9 0.0016058274),(10 0.0016450112),(11 0.0016531158),(12 0.0017309844),(13 0.0018212944),(14 0.0018382986),(15 0.001863428),(16 0.0018933209),(17 0.0019653037),(18 0.0019869127),(19 0.0020002925),(20 0.0020485397),(21 0.0021366633),(22 0.002097461),(23 0.002121806),(24 0.00216505),(25 0.002237221),(26 0.0022200893),(27 0.002226732),(28 0.0022472618),(29 0.0023087962),(30 0.0022556467),(31 0.0022554137),(32 0.0022931157),(33 0.002311491),(34 0.002305442),(35 0.002321557),(36 0.0023333852),(37 0.0023523837),(38 0.0022994003),(39 0.0023111505),(40 0.00229446),(41 0.0023390006),(42 0.00231919),
(1 0.0012204428),(2 0.0013119774),(3 0.0013128944),(4 0.0013960432),(5 0.0016875188),(6 0.001759694),(7 0.001783408),(8 0.0018773454),(9 0.0020502394),(10 0.00208672),(11 0.0021116748),(12 0.0021922314),(13 0.0023173671),(14 0.0023336993),(15 0.0023582808),(16 0.0023922017),(17 0.0024756796),(18 0.00245364),(19 0.0024787716),(20 0.0025042603),(21 0.0026244633),(22 0.0025973935),(23 0.0026268235),(24 0.0026651036),(25 0.002758637),(26 0.0027222172),(27 0.0027378383),(28 0.0027379682),(29 0.0028642165),(30 0.0028663923),(31 0.0028654586),(32 0.002869763),(33 0.0029475011),(34 0.002923769),(35 0.0029298598),(36 0.0028704938),(37 0.00293014),(38 0.0028798115),(39 0.0028866557),(40 0.002902651),(41 0.002936206),(42 0.0029153433),
(1 0.00042519704),(2 0.0004637935),(3 0.0004634209),(4 0.0004712091),(5 0.00056949805),(6 0.0006131138),(7 0.00062025833),(8 0.0006292414),(9 0.0007027498),(10 0.00073216984),(11 0.00073678145),(12 0.00075871754),(13 0.00078312),(14 0.000781365),(15 0.0007939783),(16 0.0007920271),(17 0.00082369364),(18 0.00081728166),(19 0.0008275069),(20 0.0008410878),(21 0.00087425724),(22 0.0008692351),(23 0.0008813844),(24 0.0008741386),(25 0.0009216449),(26 0.00089513924),(27 0.00090736913),(28 0.00093343813),(29 0.0009510551),(30 0.00095850794),(31 0.0009572789),(32 0.0009443006),(33 0.0009535029),(34 0.0009450274),(35 0.0009566265),(36 0.0009510964),(37 0.00097108656),(38 0.00095511135),(39 0.0009585811),(40 0.00094235456),(41 0.0009662727),(42 0.00095161697),
(1 0.00048633365),(2 0.000525023),(3 0.0005256606),(4 0.0005662939),(5 0.0006639172),(6 0.0006913481),(7 0.0007026102),(8 0.0007538495),(9 0.00082128186),(10 0.00083450635),(11 0.0008451894),(12 0.00086837244),(13 0.00090808445),(14 0.000895106),(15 0.0009040187),(16 0.0009555082),(17 0.00096176163),(18 0.00097497244),(19 0.0009852671),(20 0.0009913746),(21 0.0010307593),(22 0.0010266814),(23 0.001044732),(24 0.001066829),(25 0.0010731788),(26 0.001049464),(27 0.0010626108),(28 0.0010402799),(29 0.00109306),(30 0.0010948847),(31 0.0010931405),(32 0.001100557),(33 0.0011498904),(34 0.0011344833),(35 0.0011347522),(36 0.001112534),(37 0.0011371827),(38 0.0011298119),(39 0.0011322504),(40 0.0011057003),(41 0.0011178742),(42 0.0011193025),
(1 0.00009710971),(2 0.00010386139),(3 0.000104131),(4 0.000107487045),(5 0.00012596525),(6 0.00012814139),(7 0.00012873864),(8 0.00013729208),(9 0.00014569024),(10 0.00015249841),(11 0.0001560233),(12 0.00016182123),(13 0.00018687303),(14 0.00018390075),(15 0.00018445305),(16 0.00019377952),(17 0.00018687814),(18 0.0001836848),(19 0.00018637664),(20 0.00019071386),(21 0.0001976921),(22 0.000198612),(23 0.0002019272),(24 0.0002026473),(25 0.00019772649),(26 0.00020243971),(27 0.00020471126),(28 0.00020476145),(29 0.00020526393),(30 0.00020609857),(31 0.00020605171),(32 0.0002054415),(33 0.0002027777),(34 0.00021076234),(35 0.00021381976),(36 0.00021056968),(37 0.00022316196),(38 0.00021296588),(39 0.00021290337),(40 0.00021330696),(41 0.00022006324),(42 0.00021499128),
(1 0.000025553905),(2 0.000027731288),(3 0.000028013656),(4 0.000030151954),(5 0.000029505978),(6 0.000032568194),(7 0.000033297187),(8 0.000032301312),(9 0.000037750964),(10 0.000039221315),(11 0.00003998857),(12 0.00004068123),(13 0.00004917515),(14 0.00004620527),(15 0.000046835758),(16 0.000048451646),(17 0.00005177541),(18 0.000050393708),(19 0.00005098244),(20 0.00004804273),(21 0.00005155287),(22 0.0000500523),(23 0.0000493573),(24 0.000050188017),(25 0.00004808155),(26 0.00004666231),(27 0.00004546584),(28 0.000045422883),(29 0.000048441885),(30 0.000040880324),(31 0.000040862775),(32 0.00004420765),(33 0.000047763144),(34 0.000048522947),(35 0.00004918135),(36 0.0000479076),(37 0.000046800025),(38 0.00004742319),(39 0.00004732327),(40 0.000046128393),(41 0.000052838124),(42 0.000054341846),
