1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 0.69713867),(2 1.1727091),(3 1.1670084),(4 1.7921411),(5 4.1085453),(6 4.7078447),(7 4.720035),(8 4.9460945),(9 5.1116314),(10 5.109763),(11 4.990525),(12 4.788533),(13 5.1926584),(14 4.423556),(15 4.459965),(16 4.08133),(17 4.648263),(18 5.5490413),(19 5.623493),(20 7.130197),(21 9.744784),(22 10.46603),(23 10.5333),(24 11.359826),(25 13.917184),(26 15.837524),(27 15.744733),(28 18.633066),(29 24.119175),(30 25.64796),(31 25.64172),(32 27.552475),(33 29.424261),(34 29.908884),(35 29.97608),(36 27.516434),(37 24.838003),(38 24.625202),(39 24.70402),(40 24.94544),(41 25.268625),(42 24.362673),
(1 5.0366235),(2 6.7747645),(3 6.7820387),(4 8.437165),(5 11.6526375),(6 12.34472),(7 12.389463),(8 13.282852),(9 14.4239855),(10 15.583379),(11 15.666173),(12 17.109047),(13 18.108875),(14 18.135918),(15 18.247087),(16 18.259192),(17 19.317225),(18 20.062227),(19 20.200647),(20 20.920177),(21 22.062454),(22 22.686647),(23 22.7287),(24 22.873665),(25 22.334469),(26 22.971674),(27 22.908741),(28 22.68842),(29 22.986055),(30 24.484537),(31 24.481716),(32 25.453583),(33 26.103785),(34 26.606764),(35 26.746428),(36 26.600594),(37 26.742807),(38 26.448456),(39 26.481644),(40 25.950365),(41 25.87279),(42 26.338003),
(1 4.547882),(2 6.4336963),(3 6.430194),(4 7.9545994),(5 9.81716),(6 10.51115),(7 10.560185),(8 11.6146755),(9 13.1578865),(10 13.593487),(11 13.59523),(12 14.148347),(13 15.62373),(14 15.669557),(15 15.720249),(16 16.216738),(17 17.675703),(18 17.904861),(19 18.024864),(20 18.462507),(21 18.4316),(22 18.936306),(23 19.030783),(24 19.418728),(25 20.0298),(26 20.587494),(27 20.558908),(28 20.05974),(29 21.851677),(30 22.291246),(31 22.279457),(32 22.672632),(33 23.002178),(34 23.150196),(35 23.15159),(36 23.468756),(37 22.638824),(38 23.058844),(39 23.068771),(40 23.312849),(41 23.292747),(42 23.350468),
(1 4.7502213),(2 6.5784183),(3 6.5757093),(4 7.6865535),(5 10.469199),(6 11.672164),(7 11.75509),(8 12.8113575),(9 15.425679),(10 15.300234),(11 15.329545),(12 16.216171),(13 17.492317),(14 18.781153),(15 18.834015),(16 19.190504),(17 19.387476),(18 19.778322),(19 19.799126),(20 19.989756),(21 20.721052),(22 21.703259),(23 21.65442),(24 23.158709),(25 23.55299),(26 24.422153),(27 24.479021),(28 24.51302),(29 24.831465),(30 25.65404),(31 25.652489),(32 25.645187),(33 26.005432),(34 26.04811),(35 26.172989),(36 26.221407),(37 26.727934),(38 26.484968),(39 26.38531),(40 26.438791),(41 25.582283),(42 26.219835),
(1 4.4718876),(2 6.0189104),(3 6.0170054),(4 7.43282),(5 10.515867),(6 11.841916),(7 11.906873),(8 12.433419),(9 14.01521),(10 15.162909),(11 15.241353),(12 15.841382),(13 17.657515),(14 18.416569),(15 18.445032),(16 18.887375),(17 20.382242),(18 20.718357),(19 20.759285),(20 20.869),(21 22.13133),(22 22.7811),(23 22.712095),(24 22.795427),(25 23.0396),(26 23.747448),(27 23.721273),(28 23.672308),(29 24.2362),(30 24.6004),(31 24.595203),(32 24.976294),(33 24.994183),(34 25.329332),(35 25.426687),(36 26.358576),(37 26.21022),(38 25.656315),(39 25.611757),(40 25.090776),(41 25.374496),(42 25.787392),
(1 4.613857),(2 6.410402),(3 6.409484),(4 7.8828297),(5 10.611722),(6 11.721898),(7 11.752766),(8 12.74587),(9 14.622661),(10 15.194594),(11 15.215791),(12 16.289932),(13 18.008785),(14 18.382936),(15 18.392189),(16 18.616262),(17 19.257631),(18 19.47439),(19 19.52561),(20 20.28811),(21 20.385391),(22 20.730421),(23 20.807873),(24 21.08789),(25 21.291618),(26 21.931742),(27 21.872084),(28 22.130087),(29 22.060669),(30 22.867332),(31 22.859068),(32 23.024544),(33 23.261765),(34 23.599478),(35 23.65312),(36 23.7096),(37 24.93109),(38 24.682943),(39 24.723219),(40 24.413906),(41 25.19412),(42 25.445206),
(1 4.3451395),(2 6.022243),(3 6.020562),(4 7.179187),(5 9.770314),(6 10.546049),(7 10.637969),(8 11.595591),(9 13.129061),(10 14.095154),(11 14.174947),(12 14.94753),(13 15.921419),(14 16.46173),(15 16.522234),(16 16.961714),(17 18.239052),(18 18.711872),(19 18.797043),(20 19.197683),(21 19.273766),(22 19.174324),(23 19.284073),(24 19.6574),(25 21.303213),(26 21.480927),(27 21.436085),(28 21.631083),(29 21.815855),(30 22.729528),(31 22.72629),(32 22.655098),(33 23.413113),(34 23.963966),(35 24.053816),(36 24.007118),(37 23.791904),(38 24.090147),(39 24.052397),(40 23.803951),(41 24.601717),(42 24.471733),
(1 4.2966275),(2 6.4489837),(3 6.4522),(4 7.6299386),(5 9.66755),(6 10.750798),(7 10.703743),(8 11.330501),(9 12.652293),(10 13.799017),(11 13.815366),(12 14.404188),(13 15.376394),(14 15.522878),(15 15.444515),(16 16.37566),(17 18.124481),(18 18.995567),(19 19.004982),(20 19.996214),(21 20.271967),(22 19.872961),(23 19.862629),(24 19.760956),(25 19.894531),(26 20.320002),(27 20.329018),(28 20.372616),(29 20.962193),(30 21.942791),(31 21.939888),(32 22.99052),(33 23.237114),(34 23.344976),(35 23.373453),(36 24.250828),(37 24.166697),(38 24.356144),(39 24.287361),(40 24.14608),(41 24.237545),(42 23.892744),
(1 4.0275803),(2 5.567681),(3 5.566487),(4 6.6495376),(5 9.775634),(6 10.096031),(7 10.148754),(8 11.147117),(9 13.471722),(10 13.747928),(11 13.735794),(12 14.232889),(13 15.7179985),(14 15.922706),(15 16.033644),(16 16.45524),(17 17.845486),(18 17.844496),(19 17.801735),(20 18.281836),(21 17.632208),(22 18.029913),(23 18.05342),(24 18.847189),(25 18.917646),(26 19.056976),(27 19.18837),(28 19.149706),(29 19.579996),(30 19.457361),(31 19.461517),(32 19.940907),(33 20.512661),(34 20.97006),(35 21.053974),(36 21.884571),(37 21.367216),(38 21.270224),(39 21.281078),(40 21.500473),(41 21.995716),(42 22.20377),
(1 4.0378547),(2 5.488717),(3 5.487081),(4 6.2105784),(5 9.061781),(6 10.635509),(7 10.621946),(8 11.367498),(9 12.503892),(10 13.184894),(11 13.205043),(12 13.934827),(13 15.05658),(14 15.215108),(15 15.306364),(16 15.986156),(17 17.581423),(18 18.28409),(19 18.282799),(20 19.005215),(21 19.113287),(22 19.738468),(23 19.769135),(24 19.766537),(25 20.766724),(26 20.16473),(27 20.140612),(28 19.920212),(29 19.92598),(30 20.316673),(31 20.315216),(32 20.410006),(33 20.629309),(34 20.624704),(35 20.624767),(36 21.104158),(37 21.880411),(38 22.341438),(39 22.43507),(40 22.562092),(41 22.520205),(42 22.206766),
(1 4.146405),(2 5.752776),(3 5.755537),(4 7.024256),(5 9.298549),(6 10.37781),(7 10.3591585),(8 11.329329),(9 12.709925),(10 13.39023),(11 13.424784),(12 14.158734),(13 14.585501),(14 14.808985),(15 14.902349),(16 15.068883),(17 15.892705),(18 15.53689),(19 15.596354),(20 16.155596),(21 16.642744),(22 16.14329),(23 16.135702),(24 16.828615),(25 17.942951),(26 17.976645),(27 17.918303),(28 18.232035),(29 18.963203),(30 19.355164),(31 19.346882),(32 18.702078),(33 18.386662),(34 18.108133),(35 18.118334),(36 18.365341),(37 19.264),(38 20.200546),(39 20.179905),(40 20.433538),(41 20.347553),(42 20.644201),
(1 3.9876096),(2 5.744674),(3 5.747135),(4 6.686374),(5 9.922932),(6 10.346899),(7 10.381232),(8 10.97021),(9 11.890669),(10 12.508211),(11 12.58877),(12 13.040478),(13 14.201295),(14 13.56745),(15 13.604699),(16 14.141388),(17 15.929299),(18 16.836874),(19 16.857372),(20 16.740013),(21 17.448345),(22 17.185198),(23 17.230742),(24 17.338158),(25 19.433784),(26 19.557909),(27 19.566076),(28 19.522522),(29 18.995886),(30 18.924833),(31 18.922022),(32 19.346579),(33 19.058687),(34 19.802986),(35 19.88542),(36 20.428816),(37 20.676912),(38 20.819544),(39 20.822357),(40 21.029016),(41 20.705097),(42 20.437126),
(1 4.217148),(2 6.3649707),(3 6.370085),(4 7.9006577),(5 10.706359),(6 11.385637),(7 11.380525),(8 12.727631),(9 14.001173),(10 15.278538),(11 15.298838),(12 15.4711485),(13 15.438406),(14 15.199078),(15 15.291131),(16 16.195513),(17 17.287254),(18 17.394268),(19 17.52703),(20 18.04246),(21 18.386778),(22 18.284607),(23 18.238045),(24 18.571596),(25 20.005735),(26 20.820251),(27 20.902225),(28 21.031124),(29 20.54062),(30 20.704056),(31 20.710508),(32 20.169956),(33 20.418053),(34 20.717405),(35 20.76885),(36 20.968428),(37 20.77478),(38 21.271133),(39 21.229675),(40 20.975245),(41 21.497278),(42 21.48162),
(1 4.3829465),(2 5.9860477),(3 5.9800057),(4 7.288788),(5 9.512625),(6 9.809325),(7 9.829451),(8 10.6473),(9 12.578426),(10 13.017512),(11 13.095991),(12 14.216156),(13 14.550102),(14 15.054969),(15 15.033772),(16 15.688099),(17 16.666119),(18 17.754427),(19 17.843372),(20 17.64024),(21 18.174591),(22 18.434637),(23 18.44667),(24 19.35741),(25 19.55112),(26 20.283966),(27 20.275337),(28 21.036001),(29 20.500402),(30 20.90863),(31 20.920378),(32 21.072708),(33 21.694271),(34 21.36394),(35 21.367067),(36 21.771189),(37 21.651522),(38 22.485905),(39 22.503788),(40 23.263607),(41 23.499908),(42 23.790455),
(1 3.9051802),(2 5.42912),(3 5.4297566),(4 6.6303167),(5 8.83277),(6 9.649344),(7 9.721192),(8 10.619433),(9 11.564834),(10 12.405814),(11 12.47017),(12 13.063407),(13 13.142411),(14 13.244098),(15 13.383038),(16 14.432644),(17 14.692781),(18 15.113565),(19 15.1775875),(20 15.302577),(21 15.37641),(22 16.386597),(23 16.405922),(24 16.672022),(25 17.310633),(26 17.731377),(27 17.77445),(28 17.93622),(29 18.269812),(30 18.726503),(31 18.740074),(32 19.291506),(33 19.20562),(34 19.802399),(35 19.853746),(36 19.71207),(37 18.817608),(38 18.969093),(39 18.934782),(40 19.472044),(41 20.072744),(42 20.193523),
(1 4.298416),(2 6.263457),(3 6.2654324),(4 7.377321),(5 8.847709),(6 9.92186),(7 9.888303),(8 10.789887),(9 11.723006),(10 11.867205),(11 11.931619),(12 12.552228),(13 13.37009),(14 14.850547),(15 14.868169),(16 15.6476965),(17 15.350732),(18 15.742339),(19 15.774023),(20 16.162636),(21 16.353205),(22 16.53435),(23 16.55168),(24 17.334215),(25 17.97726),(26 19.288176),(27 19.387117),(28 19.369534),(29 20.151651),(30 19.8649),(31 19.87319),(32 19.692339),(33 20.783108),(34 20.942572),(35 20.934462),(36 21.071556),(37 20.05991),(38 19.979042),(39 19.98342),(40 19.70112),(41 19.942587),(42 20.38329),
(1 4.3502803),(2 6.042964),(3 6.047546),(4 6.894717),(5 8.482221),(6 9.8201475),(7 9.8621435),(8 10.737932),(9 12.686663),(10 13.321716),(11 13.332958),(12 13.890211),(13 14.48821),(14 14.9344425),(15 14.98248),(16 15.207348),(17 15.461023),(18 16.12237),(19 16.167362),(20 16.89765),(21 17.342197),(22 18.085653),(23 18.093548),(24 18.886713),(25 19.239809),(26 18.795218),(27 18.798775),(28 18.710112),(29 19.584581),(30 19.390335),(31 19.403692),(32 19.493313),(33 18.612242),(34 19.272127),(35 19.212233),(36 19.684639),(37 19.435438),(38 19.093496),(39 19.105167),(40 19.277565),(41 19.49925),(42 19.970663),
(1 4.201911),(2 5.631352),(3 5.6346984),(4 6.8080525),(5 8.7794695),(6 9.509223),(7 9.521608),(8 9.774316),(9 11.282647),(10 11.824786),(11 11.835909),(12 12.825364),(13 13.325288),(14 13.907321),(15 13.892565),(16 14.111305),(17 15.658007),(18 15.887818),(19 15.877559),(20 16.066633),(21 16.511885),(22 16.909735),(23 16.954027),(24 17.169529),(25 17.9576),(26 18.201027),(27 18.19438),(28 17.978975),(29 18.546698),(30 18.623856),(31 18.620361),(32 19.239283),(33 18.879208),(34 19.188679),(35 19.334787),(36 19.745415),(37 19.279785),(38 19.817104),(39 19.899487),(40 20.180729),(41 20.441687),(42 20.528648),
(1 3.791929),(2 5.260788),(3 5.261825),(4 6.646914),(5 8.414221),(6 9.059586),(7 9.090326),(8 10.276828),(9 11.459022),(10 11.81578),(11 11.835923),(12 12.596462),(13 13.579422),(14 13.4432955),(15 13.482064),(16 13.856115),(17 14.042227),(18 14.270067),(19 14.32281),(20 14.733179),(21 14.849228),(22 15.5729),(23 15.699874),(24 16.169802),(25 16.628376),(26 17.132168),(27 17.221924),(28 17.677422),(29 17.797411),(30 18.148214),(31 18.15566),(32 17.615402),(33 18.135492),(34 18.031307),(35 18.036676),(36 18.42304),(37 18.002573),(38 18.008846),(39 17.95709),(40 18.216131),(41 19.134243),(42 18.830553),
(1 3.9347649),(2 5.21174),(3 5.2120585),(4 5.9778194),(5 8.065217),(6 8.582056),(7 8.558251),(8 9.418042),(9 10.7108555),(10 11.462573),(11 11.48814),(12 11.939629),(13 13.092189),(14 13.504287),(15 13.621704),(16 14.503455),(17 15.307461),(18 15.383311),(19 15.395865),(20 16.016184),(21 16.286867),(22 16.365168),(23 16.359432),(24 16.039724),(25 16.525087),(26 17.53051),(27 17.58196),(28 17.991037),(29 17.579584),(30 17.967417),(31 17.96258),(32 17.615915),(33 17.90858),(34 17.95428),(35 17.89879),(36 17.87802),(37 17.565266),(38 17.957592),(39 18.012228),(40 18.378187),(41 18.97839),(42 18.706923),
(1 4.343814),(2 5.690687),(3 5.688673),(4 6.589779),(5 8.417475),(6 8.967083),(7 8.948733),(8 9.693083),(9 12.163049),(10 12.621162),(11 12.646215),(12 13.564252),(13 14.370486),(14 14.505139),(15 14.577131),(16 14.971992),(17 14.973853),(18 15.153407),(19 15.220016),(20 15.383689),(21 15.648588),(22 16.198235),(23 16.214184),(24 16.284025),(25 17.382193),(26 17.590267),(27 17.613064),(28 17.931435),(29 17.524801),(30 17.835556),(31 17.839005),(32 17.99559),(33 19.22959),(34 19.269781),(35 19.238777),(36 19.51244),(37 19.734854),(38 20.033016),(39 20.06369),(40 20.065197),(41 20.962471),(42 20.901789),
(1 4.0164084),(2 5.3647103),(3 5.363019),(4 6.3294287),(5 8.577946),(6 8.978605),(7 8.94064),(8 9.615322),(9 10.947559),(10 11.34993),(11 11.42512),(12 11.936616),(13 12.529512),(14 12.991627),(15 13.030752),(16 13.880696),(17 14.68856),(18 15.341501),(19 15.424537),(20 15.628458),(21 15.455045),(22 15.71011),(23 15.712816),(24 16.3871),(25 17.504635),(26 17.718918),(27 17.77697),(28 17.569595),(29 16.953842),(30 17.54172),(31 17.547375),(32 17.79328),(33 17.765512),(34 17.692663),(35 17.596296),(36 18.4929),(37 18.605074),(38 18.532978),(39 18.518917),(40 18.137833),(41 18.982721),(42 18.830559),
(1 3.5355055),(2 4.657266),(3 4.655207),(4 5.5819645),(5 8.32948),(6 8.89899),(7 8.916796),(8 9.152281),(9 10.514065),(10 10.811334),(11 10.8778515),(12 11.560849),(13 12.804708),(14 13.757971),(15 13.769765),(16 13.936287),(17 15.07109),(18 15.208167),(19 15.303846),(20 15.521602),(21 15.424981),(22 16.144958),(23 16.176868),(24 16.037426),(25 15.947645),(26 16.032501),(27 16.097298),(28 16.666018),(29 17.06788),(30 16.775663),(31 16.76734),(32 17.270676),(33 17.632748),(34 17.723804),(35 17.681263),(36 18.53864),(37 18.360195),(38 18.431221),(39 18.504385),(40 18.169617),(41 18.258972),(42 18.301086),
(1 3.5371723),(2 4.914097),(3 4.910834),(4 5.9509144),(5 7.714679),(6 8.086991),(7 8.183003),(8 8.473344),(9 10.354043),(10 11.2136755),(11 11.305734),(12 11.752346),(13 12.530944),(14 12.709881),(15 12.8129635),(16 13.095781),(17 13.331772),(18 13.546712),(19 13.5744505),(20 13.264724),(21 14.460305),(22 14.842422),(23 14.866303),(24 15.045544),(25 14.640619),(26 15.054111),(27 15.07163),(28 15.402621),(29 15.928906),(30 16.253819),(31 16.26234),(32 16.657757),(33 16.322023),(34 16.674898),(35 16.618143),(36 16.700077),(37 17.965256),(38 17.381397),(39 17.352865),(40 17.178003),(41 17.506882),(42 17.66105),
(1 3.656745),(2 5.118445),(3 5.11772),(4 6.4231477),(5 8.386732),(6 8.585348),(7 8.617051),(8 9.33045),(9 10.497402),(10 11.153093),(11 11.193206),(12 12.392782),(13 12.663672),(14 13.015585),(15 13.090533),(16 13.548744),(17 14.379907),(18 14.763772),(19 14.693488),(20 14.788107),(21 15.154889),(22 15.105895),(23 15.158244),(24 14.713258),(25 15.77859),(26 15.667646),(27 15.6250515),(28 15.593998),(29 15.788584),(30 16.229752),(31 16.231903),(32 16.818672),(33 16.615593),(34 16.725155),(35 16.734756),(36 17.431047),(37 17.303867),(38 17.29655),(39 17.332363),(40 16.872168),(41 16.400126),(42 16.390898),
(1 3.40574),(2 4.6395087),(3 4.633834),(4 5.873329),(5 8.189929),(6 8.316834),(7 8.344135),(8 9.400413),(9 10.681448),(10 11.317628),(11 11.354842),(12 11.689325),(13 12.032975),(14 12.206223),(15 12.34096),(16 12.5521555),(17 13.377375),(18 13.725655),(19 13.765594),(20 14.32152),(21 14.271492),(22 14.623164),(23 14.618557),(24 15.155087),(25 15.593893),(26 15.490841),(27 15.537307),(28 16.02356),(29 16.29379),(30 16.960047),(31 16.962763),(32 16.970005),(33 17.012724),(34 16.682991),(35 16.648756),(36 16.63305),(37 16.562222),(38 16.572796),(39 16.56279),(40 16.372053),(41 16.631823),(42 16.554054),
(1 3.371726),(2 4.6312),(3 4.632313),(4 5.7720556),(5 8.002026),(6 8.574491),(7 8.650792),(8 8.856572),(9 9.688364),(10 10.250449),(11 10.247747),(12 11.00667),(13 12.169933),(14 12.608756),(15 12.612507),(16 13.180575),(17 13.16085),(18 13.37006),(19 13.454518),(20 13.46003),(21 13.990669),(22 14.054278),(23 14.039216),(24 14.2174635),(25 14.352645),(26 14.568883),(27 14.571173),(28 15.124271),(29 15.156158),(30 15.683498),(31 15.682229),(32 15.573753),(33 15.850513),(34 15.999325),(35 16.067099),(36 16.71524),(37 16.01583),(38 16.592323),(39 16.63458),(40 16.951334),(41 16.500135),(42 16.360134),
(1 3.3562167),(2 4.726816),(3 4.7263126),(4 5.622157),(5 7.2365317),(6 7.8745284),(7 7.923709),(8 8.684341),(9 9.496098),(10 9.896695),(11 9.905752),(12 10.925523),(13 11.202875),(14 11.823752),(15 11.870046),(16 11.961577),(17 12.413764),(18 12.774397),(19 12.796495),(20 13.241759),(21 13.344525),(22 13.570057),(23 13.568974),(24 13.944876),(25 13.846597),(26 14.424209),(27 14.430528),(28 14.525068),(29 14.789997),(30 15.312279),(31 15.313756),(32 15.087908),(33 14.934236),(34 14.75487),(35 14.754088),(36 14.518285),(37 14.978072),(38 14.935618),(39 14.925675),(40 15.118249),(41 14.9257765),(42 14.495408),
(1 3.347224),(2 4.5416236),(3 4.548663),(4 5.758119),(5 7.761125),(6 8.181892),(7 8.199112),(8 9.178884),(9 9.040425),(10 9.693655),(11 9.750676),(12 10.3467655),(13 10.948688),(14 11.23278),(15 11.298364),(16 12.009446),(17 12.474027),(18 12.587042),(19 12.627341),(20 12.6705265),(21 13.691607),(22 13.540165),(23 13.505284),(24 13.769939),(25 13.616111),(26 13.973448),(27 14.011516),(28 14.63462),(29 15.053405),(30 15.449761),(31 15.446079),(32 15.747932),(33 16.427492),(34 16.62032),(35 16.589533),(36 16.3743),(37 16.225628),(38 15.566785),(39 15.63226),(40 15.6294565),(41 15.390932),(42 15.830591),
(1 3.3761303),(2 4.6305194),(3 4.6307774),(4 5.6230693),(5 7.3630285),(6 8.022074),(7 8.064733),(8 8.905068),(9 9.942869),(10 10.456381),(11 10.492313),(12 11.179152),(13 12.188259),(14 12.574092),(15 12.667122),(16 12.478107),(17 12.659293),(18 12.913366),(19 12.898507),(20 13.372418),(21 13.428874),(22 13.850699),(23 13.914927),(24 14.127219),(25 13.910626),(26 14.667486),(27 14.615185),(28 14.76742),(29 14.930735),(30 15.117159),(31 15.115386),(32 15.18542),(33 15.0734215),(34 15.083096),(35 15.130917),(36 15.279672),(37 15.364779),(38 15.940746),(39 15.9604645),(40 16.485035),(41 16.89893),(42 17.008852),
(1 3.5135145),(2 4.9024315),(3 4.902316),(4 6.1390476),(5 7.822993),(6 7.8465796),(7 7.8980036),(8 8.918828),(9 9.709351),(10 10.770119),(11 10.804521),(12 11.569802),(13 12.108025),(14 12.523428),(15 12.639439),(16 12.805898),(17 14.051435),(18 14.058907),(19 14.083413),(20 14.053578),(21 14.180128),(22 14.462283),(23 14.438068),(24 14.768805),(25 14.618365),(26 14.729886),(27 14.720293),(28 15.330806),(29 15.597022),(30 15.441446),(31 15.443529),(32 15.279335),(33 15.33637),(34 15.136921),(35 15.153744),(36 15.39733),(37 16.041359),(38 16.558054),(39 16.621605),(40 16.3311),(41 16.263153),(42 16.507174),
(1 3.3268354),(2 4.7102194),(3 4.7124805),(4 5.5836725),(5 6.778791),(6 7.414349),(7 7.464073),(8 8.688303),(9 9.453295),(10 10.429652),(11 10.365848),(12 10.686933),(13 10.951434),(14 11.075001),(15 11.040874),(16 11.948796),(17 12.372935),(18 12.922005),(19 12.903678),(20 13.0041895),(21 13.173473),(22 13.139674),(23 13.15638),(24 13.250926),(25 13.55942),(26 13.450037),(27 13.451332),(28 13.759903),(29 14.619611),(30 14.791849),(31 14.803235),(32 15.349983),(33 15.11589),(34 15.2699),(35 15.316645),(36 15.80888),(37 16.02283),(38 15.808245),(39 15.8080015),(40 15.572429),(41 16.083645),(42 16.170017),
(1 3.2816324),(2 4.589155),(3 4.587191),(4 5.7601023),(5 7.2429543),(6 8.179933),(7 8.217825),(8 9.293204),(9 10.227511),(10 10.7830105),(11 10.732792),(12 10.926951),(13 10.758513),(14 11.367202),(15 11.441547),(16 11.463641),(17 11.987915),(18 11.908221),(19 11.96087),(20 12.297118),(21 11.932537),(22 11.931778),(23 11.9228525),(24 12.350292),(25 12.851868),(26 13.024633),(27 12.946675),(28 13.276623),(29 13.103142),(30 13.580042),(31 13.590587),(32 13.820967),(33 14.30599),(34 14.409984),(35 14.509098),(36 14.556916),(37 14.7933035),(38 15.122744),(39 15.132529),(40 15.835836),(41 15.090473),(42 15.402338),
(1 3.6467159),(2 4.7637625),(3 4.766094),(4 5.5901146),(5 6.9904547),(6 7.23724),(7 7.292392),(8 7.8968344),(9 9.186371),(10 9.902387),(11 9.941599),(12 9.896573),(13 10.77918),(14 11.061653),(15 11.105057),(16 11.150998),(17 12.059245),(18 12.266889),(19 12.283821),(20 12.495363),(21 12.929218),(22 12.931007),(23 12.944751),(24 13.5144415),(25 13.3538),(26 14.212581),(27 14.290898),(28 14.379999),(29 14.516111),(30 14.580426),(31 14.569814),(32 14.974892),(33 15.799537),(34 16.265873),(35 16.292637),(36 16.743975),(37 16.313557),(38 16.848526),(39 16.846134),(40 16.608305),(41 16.957521),(42 16.9692),
(1 3.2784994),(2 4.22793),(3 4.2295713),(4 4.993916),(5 6.6974583),(6 7.3944983),(7 7.4169903),(8 7.8872986),(9 8.757687),(10 8.897746),(11 8.942964),(12 9.295718),(13 10.31487),(14 10.412767),(15 10.381588),(16 10.470956),(17 11.286044),(18 11.559442),(19 11.516839),(20 11.689956),(21 12.288233),(22 12.614343),(23 12.6873455),(24 13.581504),(25 13.724062),(26 13.967793),(27 14.010466),(28 14.216725),(29 14.454458),(30 14.342953),(31 14.336351),(32 14.120511),(33 14.317598),(34 14.268159),(35 14.296813),(36 14.64107),(37 14.259453),(38 14.277747),(39 14.318708),(40 14.673272),(41 14.847979),(42 14.586472),
