1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 0.6767006),(2 1.0088338),(3 1.0058749),(4 1.4439816),(5 3.6125274),(6 4.0445642),(7 4.0784388),(8 4.346005),(9 5.1349163),(10 5.1163664),(11 5.012023),(12 5.231334),(13 7.058982),(14 7.3899517),(15 7.385265),(16 7.328792),(17 8.6208),(18 8.901991),(19 8.863318),(20 9.062342),(21 9.7163105),(22 9.937709),(23 9.948717),(24 9.928402),(25 10.881422),(26 12.141811),(27 12.060999),(28 13.34866),(29 17.52037),(30 18.187323),(31 18.180227),(32 18.873665),(33 20.546179),(34 20.245945),(35 20.18526),(36 19.61815),(37 19.454514),(38 18.769907),(39 18.638247),(40 19.098957),(41 19.734837),(42 20.745657),
(1 0.52070796),(2 0.6228652),(3 0.6232687),(4 0.6716795),(5 0.8393455),(6 0.9050254),(7 0.90973485),(8 0.95387137),(9 1.0247761),(10 1.0800396),(11 1.0798969),(12 1.1503516),(13 1.229103),(14 1.2215824),(15 1.2235397),(16 1.2521172),(17 1.3450272),(18 1.3267919),(19 1.3364048),(20 1.3654217),(21 1.4184237),(22 1.4490964),(23 1.44605),(24 1.4784623),(25 1.4776778),(26 1.5334865),(27 1.540687),(28 1.5577654),(29 1.56528),(30 1.568314),(31 1.5689231),(32 1.5874707),(33 1.6432208),(34 1.6819423),(35 1.682972),(36 1.7003157),(37 1.7009912),(38 1.7016703),(39 1.7082562),(40 1.708404),(41 1.7217373),(42 1.7391281),
(1 0.4954741),(2 0.5994715),(3 0.5998719),(4 0.6460849),(5 0.82878417),(6 0.8921805),(7 0.89118415),(8 0.9064352),(9 1.0567671),(10 1.1328418),(11 1.1331906),(12 1.1744554),(13 1.256835),(14 1.2322812),(15 1.2443862),(16 1.2903886),(17 1.346564),(18 1.3400189),(19 1.3468395),(20 1.3744388),(21 1.4005531),(22 1.4271349),(23 1.4322469),(24 1.4591489),(25 1.5276607),(26 1.5746635),(27 1.5717158),(28 1.5550402),(29 1.5230864),(30 1.5166007),(31 1.5171925),(32 1.5277327),(33 1.567504),(34 1.5933084),(35 1.5872431),(36 1.5560429),(37 1.5836185),(38 1.6093373),(39 1.6115297),(40 1.6391342),(41 1.6854444),(42 1.6679534),
(1 0.49453455),(2 0.59623283),(3 0.59619105),(4 0.66966575),(5 0.8249394),(6 0.9013786),(7 0.9086651),(8 0.95912814),(9 1.0602736),(10 1.0938381),(11 1.0961487),(12 1.1222306),(13 1.1873873),(14 1.2334884),(15 1.237044),(16 1.2601273),(17 1.3537667),(18 1.316722),(19 1.32777),(20 1.3767395),(21 1.4221584),(22 1.4224024),(23 1.4311172),(24 1.4849441),(25 1.5011137),(26 1.5009726),(27 1.5070056),(28 1.4855248),(29 1.5199074),(30 1.5283818),(31 1.5283203),(32 1.540687),(33 1.5380422),(34 1.5735251),(35 1.5710067),(36 1.5933651),(37 1.6053483),(38 1.5884439),(39 1.595082),(40 1.6278498),(41 1.6652557),(42 1.6412274),
(1 0.50700825),(2 0.6033949),(3 0.60331213),(4 0.64294374),(5 0.8321539),(6 0.881634),(7 0.8806152),(8 0.9227543),(9 1.00756),(10 1.0669998),(11 1.0605493),(12 1.0966278),(13 1.1601565),(14 1.1857414),(15 1.196758),(16 1.2296408),(17 1.2584409),(18 1.2908379),(19 1.2955836),(20 1.3269951),(21 1.3673043),(22 1.3333902),(23 1.3356436),(24 1.375114),(25 1.4105965),(26 1.4506949),(27 1.4563795),(28 1.4780253),(29 1.4919125),(30 1.5259173),(31 1.5260212),(32 1.5405529),(33 1.527691),(34 1.5799752),(35 1.5700905),(36 1.5537943),(37 1.57629),(38 1.5926889),(39 1.5976897),(40 1.6296593),(41 1.6616598),(42 1.6664736),
(1 0.47930753),(2 0.59499264),(3 0.5950933),(4 0.65814793),(5 0.7863247),(6 0.87829),(7 0.8748568),(8 0.88930196),(9 0.9931801),(10 1.0397158),(11 1.039662),(12 1.0992521),(13 1.1990188),(14 1.1831886),(15 1.1846871),(16 1.2054758),(17 1.2610844),(18 1.2735347),(19 1.278103),(20 1.3314513),(21 1.3613511),(22 1.3632345),(23 1.3671088),(24 1.352178),(25 1.4234638),(26 1.4673144),(27 1.4789952),(28 1.4617865),(29 1.429667),(30 1.4433157),(31 1.4441108),(32 1.4835746),(33 1.4935749),(34 1.5512148),(35 1.5537281),(36 1.5271401),(37 1.5748242),(38 1.562662),(39 1.5673443),(40 1.5854183),(41 1.6011251),(42 1.5939741),
(1 0.46318427),(2 0.5635001),(3 0.56326586),(4 0.60690653),(5 0.77202386),(6 0.8335193),(7 0.84201854),(8 0.87666905),(9 0.9767259),(10 1.004664),(11 1.0061053),(12 1.0496205),(13 1.1078109),(14 1.1157491),(15 1.1152865),(16 1.08364),(17 1.1911047),(18 1.2342032),(19 1.239617),(20 1.2582202),(21 1.3032159),(22 1.2814789),(23 1.2866089),(24 1.317565),(25 1.3824522),(26 1.4125961),(27 1.4226524),(28 1.3983703),(29 1.3976073),(30 1.4246162),(31 1.4251679),(32 1.4539193),(33 1.4484953),(34 1.4307861),(35 1.4363716),(36 1.4616787),(37 1.4969728),(38 1.4917572),(39 1.4959109),(40 1.5286016),(41 1.5670305),(42 1.5392803),
(1 0.4687298),(2 0.594916),(3 0.5939281),(4 0.62601435),(5 0.82561564),(6 0.8526932),(7 0.8524385),(8 0.8941729),(9 0.97888094),(10 1.0534327),(11 1.0623766),(12 1.1087134),(13 1.1833165),(14 1.1752836),(15 1.1823504),(16 1.1828632),(17 1.2843451),(18 1.2939539),(19 1.303924),(20 1.2889771),(21 1.3309774),(22 1.3333833),(23 1.3352036),(24 1.3334963),(25 1.4040502),(26 1.431961),(27 1.4388669),(28 1.4303528),(29 1.4432392),(30 1.4451823),(31 1.4455656),(32 1.4662528),(33 1.4741936),(34 1.5208664),(35 1.5174782),(36 1.5222746),(37 1.5044523),(38 1.5230725),(39 1.5268464),(40 1.5480078),(41 1.5498166),(42 1.5980788),
(1 0.47451437),(2 0.5974748),(3 0.5974501),(4 0.6388481),(5 0.8068594),(6 0.8542563),(7 0.86194324),(8 0.90669256),(9 0.9508462),(10 0.9931205),(11 1.0008891),(12 1.0779612),(13 1.1407387),(14 1.1516807),(15 1.1600279),(16 1.1438203),(17 1.2184141),(18 1.2330328),(19 1.2363437),(20 1.272417),(21 1.3162379),(22 1.289368),(23 1.2951572),(24 1.32719),(25 1.3534559),(26 1.4083635),(27 1.4145234),(28 1.3976406),(29 1.4229809),(30 1.4595251),(31 1.4607561),(32 1.4901124),(33 1.504367),(34 1.4812171),(35 1.4911039),(36 1.5054513),(37 1.5247803),(38 1.5079464),(39 1.5126886),(40 1.5508058),(41 1.5693324),(42 1.5498943),
(1 0.47169533),(2 0.5826188),(3 0.58235395),(4 0.64886224),(5 0.81020314),(6 0.84960926),(7 0.8495146),(8 0.8963018),(9 0.98610306),(10 0.9845407),(11 0.9956638),(12 1.0681348),(13 1.1480614),(14 1.1608609),(15 1.1585116),(16 1.1862367),(17 1.234508),(18 1.2599963),(19 1.2656839),(20 1.2760121),(21 1.328169),(22 1.3337176),(23 1.3443094),(24 1.3447574),(25 1.3909268),(26 1.4029105),(27 1.3948424),(28 1.405254),(29 1.4111954),(30 1.4049785),(31 1.4046528),(32 1.4144462),(33 1.458011),(34 1.492026),(35 1.4960948),(36 1.4770503),(37 1.4824725),(38 1.4900707),(39 1.4920216),(40 1.534113),(41 1.5666791),(42 1.5787506),
(1 0.4471687),(2 0.53483933),(3 0.53501993),(4 0.59167665),(5 0.7539764),(6 0.7773463),(7 0.78404576),(8 0.8225326),(9 0.92124003),(10 0.95030266),(11 0.9552431),(12 1.0117898),(13 1.0804107),(14 1.103104),(15 1.1040658),(16 1.1222801),(17 1.1916556),(18 1.219913),(19 1.2148966),(20 1.2648935),(21 1.2494897),(22 1.2286999),(23 1.234969),(24 1.255266),(25 1.2754006),(26 1.2808622),(27 1.2833902),(28 1.2988608),(29 1.3327649),(30 1.3697045),(31 1.3699272),(32 1.4061238),(33 1.4193709),(34 1.4187264),(35 1.4199034),(36 1.4499997),(37 1.4430922),(38 1.4388748),(39 1.4434063),(40 1.4470983),(41 1.4713386),(42 1.4658698),
(1 0.48637176),(2 0.5742034),(3 0.5741866),(4 0.6220936),(5 0.80772525),(6 0.8428412),(7 0.8460869),(8 0.8671106),(9 0.9664634),(10 0.9815381),(11 0.98452085),(12 1.0514078),(13 1.1400207),(14 1.1579229),(15 1.1684715),(16 1.1994883),(17 1.2434162),(18 1.2661685),(19 1.2619145),(20 1.296928),(21 1.3117692),(22 1.3014562),(23 1.2966206),(24 1.3303835),(25 1.3546531),(26 1.3449943),(27 1.3393848),(28 1.3556687),(29 1.3835449),(30 1.3966987),(31 1.3971065),(32 1.4035683),(33 1.440016),(34 1.4347918),(35 1.4372486),(36 1.4591925),(37 1.4480261),(38 1.4712558),(39 1.4805918),(40 1.5000454),(41 1.4977388),(42 1.5006585),
(1 0.46636882),(2 0.51930547),(3 0.51958925),(4 0.58814013),(5 0.75393957),(6 0.77305657),(7 0.7798173),(8 0.7928056),(9 0.91067),(10 0.9589066),(11 0.96088976),(12 0.9898479),(13 1.0422841),(14 1.0592614),(15 1.0686698),(16 1.112591),(17 1.1961042),(18 1.2028437),(19 1.196339),(20 1.2107586),(21 1.2075077),(22 1.2221681),(23 1.2280957),(24 1.2483592),(25 1.2395866),(26 1.2339181),(27 1.2354305),(28 1.2559925),(29 1.3121117),(30 1.3068651),(31 1.3073053),(32 1.320052),(33 1.3616999),(34 1.3756715),(35 1.3806214),(36 1.3873414),(37 1.3848089),(38 1.3831117),(39 1.3866535),(40 1.4320152),(41 1.4299654),(42 1.4316039),
(1 0.47455403),(2 0.5542607),(3 0.5544777),(4 0.6009571),(5 0.780831),(6 0.82192117),(7 0.82309693),(8 0.85210925),(9 0.9747435),(10 0.992313),(11 0.98771393),(12 1.0566828),(13 1.1109291),(14 1.125221),(15 1.1387355),(16 1.1423237),(17 1.2057714),(18 1.1932328),(19 1.2002308),(20 1.2303768),(21 1.2960321),(22 1.263326),(23 1.2692412),(24 1.3558005),(25 1.3666909),(26 1.3571246),(27 1.3554378),(28 1.3728963),(29 1.3928087),(30 1.4081278),(31 1.4079462),(32 1.4191871),(33 1.4672049),(34 1.4705691),(35 1.4765872),(36 1.490537),(37 1.452621),(38 1.4555998),(39 1.460226),(40 1.491049),(41 1.4917227),(42 1.4818214),
(1 0.46409577),(2 0.52955127),(3 0.5300334),(4 0.5904828),(5 0.76142496),(6 0.78456956),(7 0.7863306),(8 0.80408704),(9 0.93720484),(10 0.9620949),(11 0.9640653),(12 1.0053906),(13 1.0695587),(14 1.0632398),(15 1.0739145),(16 1.1234918),(17 1.1908647),(18 1.1728683),(19 1.1750342),(20 1.1898165),(21 1.211439),(22 1.2008744),(23 1.2036414),(24 1.2323005),(25 1.2705902),(26 1.2386695),(27 1.2397151),(28 1.2338423),(29 1.2773086),(30 1.3034238),(31 1.3044181),(32 1.327125),(33 1.334951),(34 1.3559161),(35 1.3561417),(36 1.3722811),(37 1.4121318),(38 1.412876),(39 1.4197305),(40 1.4234451),(41 1.4261785),(42 1.4324944),
(1 0.45512313),(2 0.5495353),(3 0.5494911),(4 0.58474576),(5 0.7605736),(6 0.7906251),(7 0.78995854),(8 0.8239142),(9 0.8965587),(10 0.92682457),(11 0.9247354),(12 0.97016263),(13 1.028061),(14 1.0634235),(15 1.0710598),(16 1.0948985),(17 1.1776118),(18 1.1735004),(19 1.1678189),(20 1.1597525),(21 1.2258267),(22 1.2260661),(23 1.2395978),(24 1.2499528),(25 1.2785099),(26 1.2786514),(27 1.2796708),(28 1.2709811),(29 1.2806814),(30 1.3109424),(31 1.3112347),(32 1.3075455),(33 1.3752224),(34 1.3558605),(35 1.3533287),(36 1.3844284),(37 1.422179),(38 1.4308134),(39 1.4262315),(40 1.4467489),(41 1.4729782),(42 1.4358836),
(1 0.47035965),(2 0.532893),(3 0.53292584),(4 0.59186554),(5 0.75177765),(6 0.7957953),(7 0.7972601),(8 0.8204064),(9 0.93576074),(10 0.9440859),(11 0.94586277),(12 1.0202272),(13 1.0758514),(14 1.0846927),(15 1.0845214),(16 1.1243656),(17 1.17744),(18 1.1615238),(19 1.1620518),(20 1.1752492),(21 1.2143207),(22 1.2012339),(23 1.2005292),(24 1.2268391),(25 1.2736135),(26 1.275554),(27 1.2759306),(28 1.2764326),(29 1.2942585),(30 1.3452969),(31 1.3455873),(32 1.3544352),(33 1.3461454),(34 1.3627292),(35 1.3721666),(36 1.4024966),(37 1.4086584),(38 1.4132563),(39 1.4224241),(40 1.4310758),(41 1.4466517),(42 1.4326801),
(1 0.44690272),(2 0.52992284),(3 0.52966535),(4 0.56423855),(5 0.7270378),(6 0.76872015),(7 0.7739925),(8 0.8161975),(9 0.901018),(10 0.93026376),(11 0.92533845),(12 0.9648786),(13 1.0494553),(14 1.0606173),(15 1.0627718),(16 1.0903306),(17 1.1650233),(18 1.1630433),(19 1.1545675),(20 1.1544214),(21 1.2104303),(22 1.2216712),(23 1.2200779),(24 1.2140186),(25 1.2633921),(26 1.2443815),(27 1.2484051),(28 1.2300266),(29 1.2681322),(30 1.2466651),(31 1.2476721),(32 1.2935219),(33 1.2957224),(34 1.2955756),(35 1.2837906),(36 1.315861),(37 1.3531276),(38 1.3605689),(39 1.3567355),(40 1.3750263),(41 1.4342365),(42 1.4119405),
(1 0.44373083),(2 0.519663),(3 0.52017975),(4 0.5620968),(5 0.7129969),(6 0.7703608),(7 0.77427715),(8 0.7862033),(9 0.9192192),(10 0.9513823),(11 0.9498609),(12 1.0134676),(13 1.0572914),(14 1.0558245),(15 1.0553013),(16 1.0647427),(17 1.1295661),(18 1.1168014),(19 1.1203414),(20 1.134069),(21 1.1866817),(22 1.1887523),(23 1.1933496),(24 1.2091774),(25 1.2222221),(26 1.2495492),(27 1.2466769),(28 1.2489356),(29 1.2662333),(30 1.272471),(31 1.2728114),(32 1.3070316),(33 1.2988535),(34 1.3227888),(35 1.3361683),(36 1.3541614),(37 1.3605481),(38 1.4190603),(39 1.4223319),(40 1.4057436),(41 1.4137253),(42 1.3793746),
(1 0.43199387),(2 0.5107354),(3 0.51058793),(4 0.5573323),(5 0.72096324),(6 0.75795096),(7 0.76654446),(8 0.7928029),(9 0.8942875),(10 0.9101314),(11 0.9166162),(12 0.9548824),(13 1.0194292),(14 1.0121356),(15 1.0059639),(16 1.0453508),(17 1.1164185),(18 1.1164293),(19 1.1188369),(20 1.1288508),(21 1.1791648),(22 1.1713861),(23 1.1732233),(24 1.1965983),(25 1.1935529),(26 1.18331),(27 1.1800302),(28 1.1922276),(29 1.2076768),(30 1.2364151),(31 1.2368715),(32 1.2693816),(33 1.2305051),(34 1.2553173),(35 1.2502466),(36 1.2965962),(37 1.2932284),(38 1.314491),(39 1.3135242),(40 1.3272965),(41 1.3537031),(42 1.368077),
(1 0.43536684),(2 0.5144928),(3 0.5144567),(4 0.5632856),(5 0.7239744),(6 0.7512447),(7 0.7555189),(8 0.80879617),(9 0.93593985),(10 0.929014),(11 0.92604584),(12 0.98906124),(13 1.0329581),(14 1.0517585),(15 1.0509987),(16 1.0729923),(17 1.1117232),(18 1.1294974),(19 1.1257508),(20 1.1259193),(21 1.1767787),(22 1.2026083),(23 1.20441),(24 1.2113326),(25 1.228158),(26 1.2316046),(27 1.2258475),(28 1.2025223),(29 1.2120075),(30 1.222063),(31 1.222164),(32 1.2728254),(33 1.2801985),(34 1.2787405),(35 1.2912068),(36 1.3318487),(37 1.3607407),(38 1.3733674),(39 1.3679483),(40 1.3725088),(41 1.3964547),(42 1.3599094),
(1 0.4437378),(2 0.52488434),(3 0.5250092),(4 0.5679685),(5 0.71829194),(6 0.7387535),(7 0.7415354),(8 0.8077295),(9 0.8843781),(10 0.8937339),(11 0.89609694),(12 0.93439496),(13 1.0176828),(14 1.012804),(15 1.0072052),(16 1.0473558),(17 1.079519),(18 1.0889916),(19 1.0942494),(20 1.0979217),(21 1.1546907),(22 1.1730813),(23 1.1925179),(24 1.2007962),(25 1.2126831),(26 1.2234042),(27 1.2166535),(28 1.2309487),(29 1.2334244),(30 1.2477689),(31 1.2479758),(32 1.2436455),(33 1.2470603),(34 1.254162),(35 1.2513757),(36 1.291771),(37 1.2784575),(38 1.3217034),(39 1.3286178),(40 1.332204),(41 1.3328855),(42 1.3338004),
(1 0.40029633),(2 0.47432005),(3 0.47381216),(4 0.5269659),(5 0.6793778),(6 0.70961004),(7 0.718759),(8 0.7512561),(9 0.8344542),(10 0.85487014),(11 0.84997535),(12 0.92529714),(13 0.9605926),(14 0.9522891),(15 0.9623615),(16 0.9524847),(17 1.0390327),(18 1.0560012),(19 1.0595878),(20 1.0938796),(21 1.1616957),(22 1.1473371),(23 1.1529368),(24 1.1681277),(25 1.177071),(26 1.1857853),(27 1.1828566),(28 1.2023046),(29 1.1791983),(30 1.2227426),(31 1.223396),(32 1.2188846),(33 1.2427869),(34 1.2386723),(35 1.2446401),(36 1.249482),(37 1.2932777),(38 1.2973359),(39 1.2954488),(40 1.2957399),(41 1.320308),(42 1.3386209),
(1 0.42162958),(2 0.494556),(3 0.49492213),(4 0.5505604),(5 0.6946983),(6 0.71413416),(7 0.72475016),(8 0.77166116),(9 0.860659),(10 0.8869022),(11 0.88597184),(12 0.9154202),(13 0.97889113),(14 0.9856377),(15 0.99430746),(16 1.003013),(17 1.0896459),(18 1.0903032),(19 1.0960164),(20 1.0861899),(21 1.1262552),(22 1.137562),(23 1.1410629),(24 1.1526821),(25 1.1830268),(26 1.1529083),(27 1.1478151),(28 1.1711124),(29 1.1982344),(30 1.1754988),(31 1.1750703),(32 1.1990877),(33 1.2105519),(34 1.2106829),(35 1.213081),(36 1.2353989),(37 1.2516208),(38 1.2830065),(39 1.2885602),(40 1.2807338),(41 1.2855176),(42 1.298078),
(1 0.4242404),(2 0.4911609),(3 0.4913129),(4 0.535307),(5 0.6757513),(6 0.69302624),(7 0.7007467),(8 0.7282472),(9 0.8188443),(10 0.8714671),(11 0.8635753),(12 0.8974893),(13 0.93347704),(14 0.93133235),(15 0.946356),(16 0.9861217),(17 1.0558057),(18 1.0466224),(19 1.0546573),(20 1.0618957),(21 1.1428571),(22 1.1396834),(23 1.1454755),(24 1.1437535),(25 1.1812257),(26 1.1954303),(27 1.1897218),(28 1.1933963),(29 1.1646041),(30 1.1767366),(31 1.1769242),(32 1.1966481),(33 1.1870286),(34 1.2163024),(35 1.2192333),(36 1.2209535),(37 1.2319502),(38 1.2498119),(39 1.254281),(40 1.2497852),(41 1.2750129),(42 1.2661898),
(1 0.41594148),(2 0.47439757),(3 0.47475088),(4 0.50886244),(5 0.66384137),(6 0.6986892),(7 0.7063818),(8 0.7304707),(9 0.8475933),(10 0.8735354),(11 0.87361866),(12 0.91660297),(13 0.96135336),(14 0.9688036),(15 0.97394115),(16 0.993274),(17 1.0232831),(18 1.0467403),(19 1.0502846),(20 1.0585586),(21 1.1224378),(22 1.0852188),(23 1.0900362),(24 1.1127291),(25 1.1759552),(26 1.1233445),(27 1.1184971),(28 1.124174),(29 1.1633365),(30 1.1622417),(31 1.1626482),(32 1.1600376),(33 1.1689445),(34 1.1880578),(35 1.1900957),(36 1.1859866),(37 1.2119249),(38 1.2240343),(39 1.2294579),(40 1.2363013),(41 1.2787892),(42 1.2922223),
(1 0.4144217),(2 0.4613375),(3 0.46167067),(4 0.50815904),(5 0.6560891),(6 0.68359214),(7 0.68806577),(8 0.7024638),(9 0.82257223),(10 0.8288654),(11 0.8305913),(12 0.8533442),(13 0.89585364),(14 0.93111104),(15 0.94458354),(16 0.9615916),(17 1.0565033),(18 1.0434291),(19 1.0496367),(20 1.0609488),(21 1.1187832),(22 1.1296196),(23 1.1353542),(24 1.1666179),(25 1.2012177),(26 1.1870697),(27 1.1865836),(28 1.1640792),(29 1.1724426),(30 1.1752423),(31 1.1755345),(32 1.1823101),(33 1.1841944),(34 1.1940943),(35 1.1989542),(36 1.2184144),(37 1.2125584),(38 1.2350078),(39 1.2427046),(40 1.2758117),(41 1.283228),(42 1.2544316),
(1 0.41415954),(2 0.4601957),(3 0.46042612),(4 0.49666798),(5 0.639228),(6 0.6824311),(7 0.6854715),(8 0.71802074),(9 0.79665804),(10 0.81326807),(11 0.81200165),(12 0.840722),(13 0.92896944),(14 0.93053085),(15 0.9340225),(16 0.9743832),(17 1.0062045),(18 1.0325936),(19 1.0284212),(20 1.0141053),(21 1.0627277),(22 1.0515069),(23 1.0586213),(24 1.047493),(25 1.1224598),(26 1.1145906),(27 1.1157864),(28 1.1307049),(29 1.1410595),(30 1.1498532),(31 1.1497364),(32 1.1650807),(33 1.1656445),(34 1.1957494),(35 1.1980275),(36 1.2185179),(37 1.2147019),(38 1.2240169),(39 1.2255626),(40 1.205662),(41 1.254837),(42 1.2356061),
(1 0.4232563),(2 0.48801884),(3 0.48793873),(4 0.54783934),(5 0.68786705),(6 0.71432567),(7 0.7175378),(8 0.7549874),(9 0.8500861),(10 0.8654353),(11 0.8673505),(12 0.88845307),(13 0.9570393),(14 0.98142755),(15 0.9818077),(16 1.0103165),(17 1.1035305),(18 1.0913986),(19 1.0940075),(20 1.1006957),(21 1.1363244),(22 1.142351),(23 1.144614),(24 1.1720304),(25 1.2185202),(26 1.1973177),(27 1.201189),(28 1.2123941),(29 1.1885461),(30 1.1946858),(31 1.1944388),(32 1.2027847),(33 1.2641555),(34 1.3032362),(35 1.300534),(36 1.3026308),(37 1.307259),(38 1.2925559),(39 1.2936754),(40 1.3071202),(41 1.3095696),(42 1.2941839),
(1 0.42030546),(2 0.48238966),(3 0.48253617),(4 0.5087663),(5 0.6493573),(6 0.6861446),(7 0.6903617),(8 0.7067704),(9 0.7993078),(10 0.8266836),(11 0.8288178),(12 0.8771372),(13 0.9278176),(14 0.9526699),(15 0.9608845),(16 0.9703975),(17 1.0060244),(18 1.0308601),(19 1.0283427),(20 1.0218478),(21 1.0921738),(22 1.0836253),(23 1.0815457),(24 1.0532844),(25 1.1159276),(26 1.1555079),(27 1.1482791),(28 1.1323419),(29 1.2099562),(30 1.1636343),(31 1.1636738),(32 1.198647),(33 1.1906211),(34 1.1723639),(35 1.1729503),(36 1.1843044),(37 1.2185085),(38 1.2017078),(39 1.2011019),(40 1.1809034),(41 1.2446282),(42 1.2298529),
(1 0.42195043),(2 0.47184423),(3 0.47233963),(4 0.5176849),(5 0.6618194),(6 0.7151628),(7 0.72409946),(8 0.7428496),(9 0.83118427),(10 0.8704621),(11 0.87506574),(12 0.88982606),(13 0.94375134),(14 0.9391307),(15 0.94192195),(16 0.9848772),(17 1.0715406),(18 1.03644),(19 1.035927),(20 1.0652646),(21 1.0957887),(22 1.0981135),(23 1.1003454),(24 1.0887833),(25 1.1659822),(26 1.168664),(27 1.1650554),(28 1.1716744),(29 1.194873),(30 1.2159805),(31 1.2159874),(32 1.2136939),(33 1.2746099),(34 1.2936441),(35 1.2885641),(36 1.2917044),(37 1.2746052),(38 1.2497222),(39 1.2550414),(40 1.2331753),(41 1.222987),(42 1.2423217),
