1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 149.99759),(2 173.35277),(3 194.97339),(4 212.89005),(5 223.73262),(6 233.63515),(7 239.1999),(8 247.33958),(9 249.68324),(10 254.74431),(11 256.26697),(12 256.58487),(13 259.3184),(14 260.3744),(15 267.4149),(16 264.26578),(17 268.45255),(18 268.8392),(19 268.45248),(20 269.29245),(21 269.6083),(22 275.67697),(23 275.03152),(24 276.2206),(25 274.35425),(26 276.87778),(27 281.31497),(28 280.78882),(29 280.70004),(30 276.89917),(31 274.41696),(32 268.8245),(33 269.61676),(34 270.14008),(35 270.347),(36 268.39636),(37 270.9247),(38 269.1091),(39 272.8415),(40 272.76947),(41 276.42484),(42 275.72214),(43 277.6795),(44 276.93674),(45 275.7177),(46 279.32837),(47 273.992),(48 273.79117),(49 276.6526),(50 274.49863),(51 277.7883),(52 276.34198),(53 278.65018),(54 280.74475),(55 274.08466),(56 274.0103),(57 272.4701),(58 271.88943),(59 270.43048),(60 270.1424),(61 271.05212),(62 269.9673),(63 271.33304),(64 269.9382),(65 272.81577),(66 271.04837),(67 270.65973),(68 274.04187),(69 271.97818),(70 276.43198),(71 273.7393),(72 276.05685),(73 276.7794),(74 274.00488),(75 278.13354),(76 275.963),(77 277.22055),(78 275.48062),(79 275.03458),
(1 146.86162),(2 171.58388),(3 192.91124),(4 208.46849),(5 218.90607),(6 226.47871),(7 233.98586),(8 243.31137),(9 245.68579),(10 253.1702),(11 255.2272),(12 258.189),(13 260.69208),(14 258.3757),(15 263.66327),(16 259.7093),(17 262.3353),(18 264.9658),(19 267.95157),(20 265.97684),(21 268.97073),(22 276.7134),(23 276.0327),(24 276.6618),(25 275.7128),(26 275.862),(27 280.96368),(28 279.00122),(29 280.81696),(30 282.2488),(31 280.29572),(32 277.39694),(33 275.54385),(34 278.25137),(35 276.42014),(36 275.52826),(37 275.11957),(38 272.71292),(39 274.75333),(40 268.77774),(41 272.23734),(42 268.0414),(43 271.9274),(44 268.73184),(45 271.06158),(46 267.3683),(47 265.84518),(48 266.62415),(49 266.09732),(50 265.4487),(51 265.23706),(52 263.34827),(53 268.81467),(54 263.19852),(55 264.63562),(56 265.67984),(57 264.9902),(58 267.98148),(59 262.6573),(60 265.8091),(61 268.37912),(62 266.70975),(63 267.9061),(64 268.83636),(65 268.9401),(66 268.60886),(67 271.85248),(68 270.8658),(69 272.08725),(70 278.06494),(71 272.52878),(72 273.0534),(73 277.74268),(74 276.6915),(75 279.0028),(76 273.32617),(77 274.1972),(78 275.32462),(79 275.17175),
(1 145.93245),(2 172.18987),(3 198.2777),(4 209.25679),(5 220.79955),(6 228.94128),(7 233.91579),(8 241.7713),(9 245.3367),(10 250.23386),(11 250.14856),(12 254.90771),(13 262.30157),(14 260.1692),(15 263.3581),(16 261.95145),(17 261.78134),(18 265.76984),(19 264.59277),(20 267.05304),(21 267.12628),(22 269.75372),(23 266.83508),(24 267.01834),(25 271.02963),(26 269.5397),(27 273.11133),(28 271.4071),(29 270.01022),(30 269.97922),(31 270.18695),(32 271.85028),(33 271.34808),(34 274.56644),(35 273.89413),(36 273.35437),(37 275.56906),(38 273.2903),(39 278.4833),(40 274.99527),(41 277.89743),(42 273.83917),(43 275.40393),(44 272.28217),(45 272.18033),(46 273.26147),(47 271.6773),(48 276.7969),(49 276.3371),(50 275.76166),(51 278.98026),(52 277.22064),(53 277.6799),(54 274.71716),(55 274.50623),(56 276.02597),(57 277.49213),(58 277.54605),(59 276.29648),(60 276.7251),(61 281.4862),(62 279.51062),(63 282.47903),(64 276.8143),(65 278.1992),(66 276.39972),(67 277.84906),(68 277.8781),(69 277.6551),(70 278.70197),(71 276.70212),(72 277.36493),(73 278.05106),(74 279.76913),(75 281.3073),(76 280.54742),(77 276.76794),(78 278.27817),(79 281.44812),
(1 140.54247),(2 164.64273),(3 189.33286),(4 202.96567),(5 214.8709),(6 221.82347),(7 230.81522),(8 235.05463),(9 235.8112),(10 243.32767),(11 242.14676),(12 246.4619),(13 254.83568),(14 250.85483),(15 259.6435),(16 260.95047),(17 266.38892),(18 264.49457),(19 269.12408),(20 269.99014),(21 270.08258),(22 271.50327),(23 272.1364),(24 271.25684),(25 271.65097),(26 270.4367),(27 274.82776),(28 273.59485),(29 273.28577),(30 273.50003),(31 274.1433),(32 272.3398),(33 274.43204),(34 275.0974),(35 272.58527),(36 271.2458),(37 274.19693),(38 268.81848),(39 271.21228),(40 268.30783),(41 266.72766),(42 265.77606),(43 262.435),(44 261.50607),(45 263.62665),(46 264.13577),(47 261.04825),(48 262.08743),(49 262.33096),(50 263.7149),(51 265.256),(52 267.18365),(53 265.83313),(54 268.2349),(55 264.36697),(56 270.0386),(57 266.4183),(58 266.70337),(59 265.87363),(60 266.80368),(61 268.34933),(62 265.93387),(63 268.85538),(64 270.1551),(65 271.34915),(66 270.23914),(67 269.1645),(68 271.9599),(69 268.9657),(70 272.25946),(71 269.3236),(72 271.73074),(73 275.45108),(74 271.32617),(75 276.7212),(76 276.8653),(77 276.64456),(78 279.8797),(79 281.04736),
(1 144.01997),(2 172.48195),(3 192.9297),(4 209.906),(5 224.81909),(6 231.27513),(7 239.1023),(8 245.461),(9 247.61536),(10 254.42735),(11 252.93283),(12 256.7701),(13 261.45795),(14 260.7991),(15 266.57544),(16 266.46448),(17 268.0604),(18 269.11816),(19 269.72614),(20 273.91406),(21 270.7134),(22 275.5609),(23 274.43918),(24 274.07056),(25 275.9815),(26 272.70428),(27 274.96124),(28 272.11545),(29 277.6297),(30 277.74173),(31 275.87943),(32 275.16724),(33 274.19724),(34 276.09),(35 275.57047),(36 276.31662),(37 274.6006),(38 273.0358),(39 274.1451),(40 274.0859),(41 271.26627),(42 266.14285),(43 269.89532),(44 267.8188),(45 272.2882),(46 274.61365),(47 275.7732),(48 273.34094),(49 273.16077),(50 272.48944),(51 277.6461),(52 274.98074),(53 275.96576),(54 277.06897),(55 275.34747),(56 276.68274),(57 275.74072),(58 276.6993),(59 274.66757),(60 277.0874),(61 277.30154),(62 278.85822),(63 276.5151),(64 275.95163),(65 276.93372),(66 273.07706),(67 272.08542),(68 275.64078),(69 274.71667),(70 273.00537),(71 272.01712),(72 269.03214),(73 267.66434),(74 263.29398),(75 262.7535),(76 264.84543),(77 266.93674),(78 269.1975),(79 272.15225),
(1 141.79),(2 167.47539),(3 191.23805),(4 211.01767),(5 220.11577),(6 228.62975),(7 234.57024),(8 240.05586),(9 241.03804),(10 245.37561),(11 245.24501),(12 245.2208),(13 248.37196),(14 246.03375),(15 250.7311),(16 254.27617),(17 258.90146),(18 260.36823),(19 261.2247),(20 264.90057),(21 267.26135),(22 275.56778),(23 274.91174),(24 274.74838),(25 277.20465),(26 275.31845),(27 279.5012),(28 279.60468),(29 283.3523),(30 281.88623),(31 280.38974),(32 280.26987),(33 279.97754),(34 279.38043),(35 280.64075),(36 277.56003),(37 276.25766),(38 273.45172),(39 276.05624),(40 270.23087),(41 272.6966),(42 273.03604),(43 269.32416),(44 267.71167),(45 267.46378),(46 270.09497),(47 268.32834),(48 267.71338),(49 269.89502),(50 271.4725),(51 270.30667),(52 271.6645),(53 270.59665),(54 273.0659),(55 270.86377),(56 274.89957),(57 272.94156),(58 274.16922),(59 275.48627),(60 272.5074),(61 274.87076),(62 270.92566),(63 275.40448),(64 273.67914),(65 272.73962),(66 269.381),(67 273.7417),(68 273.941),(69 274.13046),(70 275.4252),(71 273.71603),(72 271.86148),(73 272.93515),(74 274.0416),(75 274.24567),(76 271.12796),(77 271.06366),(78 268.10547),(79 267.82257),
(1 138.19505),(2 166.10745),(3 186.84909),(4 202.76724),(5 213.60577),(6 220.63959),(7 230.29161),(8 232.03896),(9 236.5418),(10 245.7555),(11 242.17941),(12 243.05214),(13 246.5867),(14 246.51581),(15 250.73273),(16 250.6155),(17 250.07927),(18 249.40349),(19 250.4315),(20 252.94867),(21 255.82407),(22 260.3401),(23 263.76575),(24 264.8664),(25 263.27374),(26 266.28162),(27 267.84973),(28 265.07495),(29 267.02112),(30 264.62192),(31 261.65942),(32 262.98398),(33 264.3342),(34 265.72388),(35 263.84375),(36 264.81845),(37 263.7129),(38 262.62112),(39 265.3542),(40 263.52994),(41 267.53586),(42 264.4183),(43 265.00165),(44 262.8808),(45 265.75583),(46 265.65546),(47 264.7497),(48 264.17075),(49 267.4165),(50 268.61285),(51 272.03424),(52 270.86523),(53 272.74936),(54 271.65747),(55 273.91),(56 275.63388),(57 272.72775),(58 275.54117),(59 273.59656),(60 273.6521),(61 275.9788),(62 276.73633),(63 276.02313),(64 274.018),(65 272.18082),(66 272.4745),(67 273.2176),(68 273.09705),(69 272.52853),(70 269.53006),(71 269.0371),(72 267.73764),(73 268.0831),(74 262.39383),(75 265.12796),(76 266.6522),(77 266.50803),(78 265.45877),(79 263.90152),
(1 140.15894),(2 163.94838),(3 181.35931),(4 197.63087),(5 210.22868),(6 213.8629),(7 221.35257),(8 222.37617),(9 228.13568),(10 235.5697),(11 237.04915),(12 239.92462),(13 244.13202),(14 243.6198),(15 252.72836),(16 254.12566),(17 259.42795),(18 263.23657),(19 261.17587),(20 262.45792),(21 262.5781),(22 263.09152),(23 265.41782),(24 264.65213),(25 263.3628),(26 264.06195),(27 267.40338),(28 265.1002),(29 270.94745),(30 266.92673),(31 266.15338),(32 264.62717),(33 265.51312),(34 263.5029),(35 262.82907),(36 262.03073),(37 261.93634),(38 257.20663),(39 260.91257),(40 258.71246),(41 262.77258),(42 257.6299),(43 258.62088),(44 260.92264),(45 257.62057),(46 259.85077),(47 255.50047),(48 259.07172),(49 258.414),(50 260.61127),(51 262.05734),(52 261.3169),(53 266.23676),(54 265.50134),(55 265.62616),(56 267.65265),(57 266.8308),(58 264.55392),(59 265.3853),(60 266.05508),(61 266.5848),(62 265.56134),(63 265.06155),(64 264.10938),(65 260.33112),(66 256.4532),(67 259.0986),(68 259.58185),(69 258.76202),(70 261.9086),(71 260.798),(72 265.7192),(73 265.8389),(74 267.26315),(75 264.20868),(76 260.0741),(77 262.5638),(78 264.68564),(79 264.8475),
(1 136.49036),(2 161.238),(3 179.86024),(4 195.87373),(5 204.63866),(6 208.93765),(7 215.83733),(8 219.49634),(9 222.63687),(10 229.50327),(11 226.7849),(12 229.64517),(13 229.54091),(14 230.66),(15 233.93962),(16 234.64603),(17 237.17096),(18 238.32657),(19 242.91008),(20 241.44272),(21 243.86739),(22 244.59071),(23 246.34402),(24 248.8434),(25 248.25104),(26 247.33278),(27 249.77776),(28 250.15218),(29 251.82858),(30 249.25043),(31 247.23004),(32 244.97522),(33 246.31155),(34 246.0366),(35 245.35193),(36 247.51431),(37 246.91998),(38 245.3664),(39 244.3524),(40 243.6121),(41 246.01303),(42 247.42761),(43 249.57428),(44 248.7149),(45 247.83691),(46 247.80632),(47 244.53053),(48 244.21028),(49 241.72566),(50 243.66002),(51 245.49968),(52 247.05472),(53 252.99481),(54 255.22754),(55 254.28883),(56 256.7774),(57 255.39882),(58 257.65384),(59 254.75925),(60 254.11703),(61 254.18062),(62 251.19162),(63 253.30049),(64 249.99176),(65 251.09615),(66 250.74911),(67 250.37662),(68 252.79524),(69 247.24153),(70 247.65276),(71 248.35461),(72 249.04878),(73 246.41443),(74 248.67947),(75 251.18129),(76 250.25552),(77 251.99016),(78 249.90639),(79 246.49942),
(1 135.98203),(2 163.86058),(3 183.16937),(4 200.45462),(5 208.83968),(6 214.42616),(7 223.5129),(8 226.48438),(9 225.76413),(10 231.35739),(11 231.21242),(12 233.93239),(13 234.27222),(14 235.1025),(15 243.40674),(16 242.59128),(17 246.01836),(18 246.54716),(19 247.22868),(20 248.68866),(21 250.46661),(22 252.62056),(23 255.37422),(24 254.56097),(25 253.75073),(26 251.15755),(27 255.012),(28 252.2422),(29 255.47603),(30 255.55411),(31 254.9567),(32 248.21513),(33 251.37207),(34 248.55759),(35 250.28163),(36 252.8281),(37 254.6675),(38 256.00372),(39 254.07022),(40 256.89148),(41 255.07466),(42 253.27483),(43 254.29607),(44 256.21417),(45 259.06647),(46 258.45654),(47 256.77222),(48 256.5398),(49 254.70293),(50 254.17812),(51 253.69518),(52 250.62889),(53 254.76224),(54 255.68643),(55 257.11176),(56 258.80942),(57 257.85965),(58 257.48758),(59 257.49197),(60 253.65382),(61 254.13132),(62 252.9862),(63 252.97984),(64 253.98595),(65 252.78091),(66 246.99716),(67 249.62547),(68 248.37633),(69 247.56685),(70 246.48318),(71 248.19203),(72 249.05112),(73 253.43176),(74 251.21423),(75 253.27556),(76 249.25883),(77 254.37582),(78 253.25058),(79 251.67725),
(1 132.7199),(2 155.68848),(3 174.86081),(4 189.43068),(5 196.48448),(6 205.62283),(7 209.14932),(8 211.22823),(9 213.4283),(10 216.84843),(11 218.44183),(12 219.31349),(13 224.33063),(14 226.52524),(15 230.00108),(16 226.67595),(17 228.24364),(18 228.66348),(19 231.75034),(20 230.47867),(21 233.14752),(22 233.171),(23 236.77785),(24 232.803),(25 234.9727),(26 235.85687),(27 236.97823),(28 238.79889),(29 241.21631),(30 240.34305),(31 239.49593),(32 238.91322),(33 239.77113),(34 237.87743),(35 237.97205),(36 240.66623),(37 239.20369),(38 237.89415),(39 239.85522),(40 238.38437),(41 237.7279),(42 235.10292),(43 233.58597),(44 234.60626),(45 238.04512),(46 238.42168),(47 238.89355),(48 237.37436),(49 238.203),(50 235.27548),(51 239.67914),(52 238.59296),(53 242.75273),(54 243.52444),(55 243.79666),(56 245.79552),(57 244.34903),(58 246.1956),(59 246.08026),(60 246.50674),(61 246.03555),(62 243.84108),(63 249.0999),(64 248.57373),(65 247.71985),(66 248.65518),(67 245.9947),(68 248.31793),(69 243.46048),(70 245.92801),(71 248.83691),(72 251.73943),(73 249.60997),(74 250.15306),(75 249.19267),(76 246.81038),(77 247.9795),(78 248.2805),(79 246.64653),
(1 131.55312),(2 153.55438),(3 172.31203),(4 188.76645),(5 196.33806),(6 201.46043),(7 208.05385),(8 209.85469),(9 216.44003),(10 219.59335),(11 225.88562),(12 224.86568),(13 230.77536),(14 228.91109),(15 236.39633),(16 234.7581),(17 237.47552),(18 236.24915),(19 236.89836),(20 235.19897),(21 241.0787),(22 242.97992),(23 242.78787),(24 242.69524),(25 240.44267),(26 242.19846),(27 244.60883),(28 243.10089),(29 244.9412),(30 244.96237),(31 245.4174),(32 241.6742),(33 242.42867),(34 241.14691),(35 242.70932),(36 243.18546),(37 243.9697),(38 241.36235),(39 246.99388),(40 244.0967),(41 244.72737),(42 244.31612),(43 244.18858),(44 241.29103),(45 244.50899),(46 246.7722),(47 246.14465),(48 247.65392),(49 249.0043),(50 246.87451),(51 246.78612),(52 244.32277),(53 246.25516),(54 245.98314),(55 242.23541),(56 245.77289),(57 243.21527),(58 247.16347),(59 246.89499),(60 247.47289),(61 248.10417),(62 247.34978),(63 249.20848),(64 246.46843),(65 247.19812),(66 247.11018),(67 248.9585),(68 245.91151),(69 246.64871),(70 245.54329),(71 246.17595),(72 247.71742),(73 246.87886),(74 249.83453),(75 252.2413),(76 249.99179),(77 254.24704),(78 251.42535),(79 250.7655),
(1 131.9277),(2 154.50246),(3 175.10362),(4 189.10217),(5 201.08412),(6 204.7771),(7 213.04909),(8 215.58702),(9 219.33539),(10 223.86053),(11 227.52534),(12 225.34964),(13 227.7055),(14 231.83029),(15 236.58559),(16 231.74742),(17 235.4972),(18 234.22241),(19 238.06056),(20 238.58855),(21 240.68872),(22 239.36731),(23 239.08766),(24 237.67287),(25 239.49498),(26 240.97731),(27 244.31818),(28 239.51897),(29 242.20984),(30 242.12447),(31 244.69032),(32 247.22496),(33 244.9315),(34 247.31892),(35 245.18364),(36 244.00089),(37 245.28722),(38 245.6799),(39 247.19672),(40 244.57542),(41 245.49797),(42 247.04938),(43 244.49844),(44 239.48804),(45 241.47404),(46 246.49164),(47 247.28842),(48 246.39732),(49 246.90639),(50 245.01794),(51 245.056),(52 245.28767),(53 245.40117),(54 244.55273),(55 246.87381),(56 250.48894),(57 248.4404),(58 249.11836),(59 250.43982),(60 249.63701),(61 250.40727),(62 247.92902),(63 248.06363),(64 245.50894),(65 247.16527),(66 248.74692),(67 246.78783),(68 249.87595),(69 247.31606),(70 248.7938),(71 250.3761),(72 251.7296),(73 255.66707),(74 253.70604),(75 253.68266),(76 250.12003),(77 256.5731),(78 253.92462),(79 255.27853),
(1 127.55754),(2 149.9431),(3 170.57945),(4 184.62546),(5 194.60382),(6 198.89307),(7 205.63829),(8 207.86555),(9 211.72876),(10 214.21259),(11 217.67519),(12 218.83978),(13 221.65836),(14 225.38899),(15 232.71822),(16 230.67683),(17 232.68916),(18 231.82341),(19 235.33057),(20 234.07115),(21 235.73961),(22 236.09167),(23 238.9446),(24 238.16919),(25 236.58661),(26 236.2912),(27 235.62036),(28 235.25557),(29 238.36961),(30 238.13226),(31 240.25148),(32 239.79663),(33 240.82384),(34 239.85774),(35 237.74078),(36 239.44801),(37 234.97423),(38 234.90625),(39 237.60962),(40 233.36891),(41 234.69978),(42 233.09525),(43 231.31122),(44 229.97421),(45 230.6613),(46 232.73337),(47 231.42592),(48 230.7832),(49 231.616),(50 230.73457),(51 233.01141),(52 237.13988),(53 236.78667),(54 235.20003),(55 238.87688),(56 239.71599),(57 238.34454),(58 238.1843),(59 237.35023),(60 236.3062),(61 234.49504),(62 234.75809),(63 238.53444),(64 239.81236),(65 241.875),(66 240.5697),(67 241.25662),(68 242.03577),(69 241.40343),(70 243.0181),(71 239.4981),(72 242.54219),(73 239.96997),(74 240.18327),(75 238.33669),(76 239.94223),(77 242.03438),(78 241.49959),(79 245.11177),
(1 128.08577),(2 152.50429),(3 172.05983),(4 189.2478),(5 197.92924),(6 206.51262),(7 216.3),(8 218.61426),(9 223.59126),(10 225.70767),(11 231.70035),(12 231.16925),(13 233.74872),(14 229.00426),(15 233.87195),(16 231.81467),(17 230.62514),(18 232.16118),(19 233.62122),(20 230.3854),(21 236.36009),(22 235.70146),(23 237.97165),(24 237.12074),(25 233.59492),(26 229.2843),(27 230.90034),(28 228.72919),(29 231.70409),(30 233.83815),(31 235.9959),(32 238.8095),(33 241.05429),(34 245.47554),(35 241.23398),(36 243.46516),(37 242.87337),(38 239.38907),(39 240.90631),(40 238.43567),(41 238.96748),(42 240.68694),(43 240.77795),(44 241.58876),(45 240.85796),(46 242.82945),(47 243.21544),(48 240.68396),(49 241.3404),(50 241.74323),(51 242.63284),(52 241.60936),(53 243.28206),(54 245.59274),(55 244.90784),(56 245.98291),(57 244.53719),(58 247.2844),(59 245.77492),(60 245.8475),(61 239.9844),(62 239.4116),(63 240.3859),(64 234.7583),(65 237.164),(66 236.33763),(67 239.30872),(68 238.64726),(69 239.34415),(70 243.42538),(71 240.3883),(72 245.00726),(73 245.38994),(74 243.1071),(75 243.79045),(76 244.4303),(77 244.30524),(78 245.51855),(79 244.93907),
(1 127.473236),(2 150.13776),(3 170.89468),(4 186.45265),(5 197.53531),(6 204.20366),(7 212.91896),(8 214.05293),(9 217.42009),(10 219.31702),(11 223.39961),(12 227.29166),(13 224.93867),(14 222.78479),(15 228.39412),(16 224.52353),(17 225.55222),(18 226.76057),(19 224.92375),(20 228.99687),(21 231.33086),(22 233.9032),(23 232.45576),(24 234.92174),(25 231.51683),(26 230.75194),(27 230.80585),(28 231.27444),(29 231.27475),(30 229.65816),(31 233.6974),(32 232.91536),(33 232.92279),(34 234.90863),(35 231.03848),(36 229.72188),(37 234.26228),(38 232.51128),(39 233.78624),(40 231.25168),(41 233.13258),(42 229.35844),(43 230.39183),(44 231.35274),(45 232.75888),(46 237.21281),(47 236.25679),(48 235.57419),(49 235.39653),(50 238.03151),(51 242.55983),(52 239.52176),(53 242.16734),(54 243.63292),(55 243.93979),(56 245.85439),(57 247.83434),(58 247.36885),(59 244.9682),(60 244.25043),(61 241.27702),(62 242.17474),(63 242.43378),(64 240.48132),(65 240.53522),(66 240.2046),(67 244.52835),(68 246.78082),(69 245.24648),(70 247.11917),(71 245.52486),(72 243.87387),(73 242.69696),(74 244.72939),(75 242.83485),(76 240.61813),(77 244.13295),(78 240.86801),(79 240.96323),
(1 125.443184),(2 150.42339),(3 170.27882),(4 186.9295),(5 198.65347),(6 204.72406),(7 212.50217),(8 210.30878),(9 214.8819),(10 216.42651),(11 222.35442),(12 225.6422),(13 229.13503),(14 229.70471),(15 232.34221),(16 229.91086),(17 232.71703),(18 231.4437),(19 228.76288),(20 232.84464),(21 233.70949),(22 235.7207),(23 237.8749),(24 237.60649),(25 238.32143),(26 235.01694),(27 236.10057),(28 232.5521),(29 234.47519),(30 234.0398),(31 231.29913),(32 229.97395),(33 230.99997),(34 232.05661),(35 234.63612),(36 232.06711),(37 236.56194),(38 236.35938),(39 236.87929),(40 233.35684),(41 236.25577),(42 233.76094),(43 237.03226),(44 240.50919),(45 238.30286),(46 239.2446),(47 243.58746),(48 243.1838),(49 243.54633),(50 244.3493),(51 244.94919),(52 244.49571),(53 243.1434),(54 245.05573),(55 242.37067),(56 241.68172),(57 243.4233),(58 244.08992),(59 239.76344),(60 240.76009),(61 239.00665),(62 235.67392),(63 233.89519),(64 232.68918),(65 229.71902),(66 231.02737),(67 230.64685),(68 228.92746),(69 232.41866),(70 234.70224),(71 235.65868),(72 240.38922),(73 243.90926),(74 242.738),(75 245.25795),(76 240.21596),(77 240.68243),(78 239.57889),(79 236.94003),
(1 123.80925),(2 148.77232),(3 169.56732),(4 184.76974),(5 196.94637),(6 202.32275),(7 209.14236),(8 211.42),(9 211.19),(10 214.20341),(11 218.74203),(12 221.3189),(13 222.94359),(14 223.29669),(15 225.1899),(16 222.59532),(17 222.49515),(18 221.77992),(19 225.56816),(20 223.89769),(21 229.47343),(22 225.72937),(23 225.52971),(24 227.80183),(25 227.54678),(26 225.27232),(27 226.9516),(28 227.17921),(29 225.27116),(30 228.23267),(31 230.91435),(32 229.6733),(33 229.79543),(34 228.64767),(35 228.85406),(36 227.88173),(37 228.20247),(38 227.84444),(39 227.37604),(40 225.44946),(41 226.3025),(42 221.96564),(43 223.2233),(44 224.5399),(45 226.75856),(46 226.61388),(47 226.4104),(48 228.23454),(49 229.22842),(50 231.6742),(51 229.48692),(52 228.82445),(53 229.84052),(54 230.13008),(55 232.90631),(56 232.95467),(57 232.35326),(58 232.03477),(59 234.11403),(60 231.8567),(61 231.91145),(62 228.98825),(63 231.60246),(64 229.27925),(65 231.9977),(66 231.08281),(67 235.82611),(68 233.95071),(69 234.86943),(70 236.5211),(71 240.16917),(72 241.31332),(73 243.40727),(74 238.79128),(75 240.81065),(76 238.9977),(77 239.46373),(78 239.10161),(79 240.82117),
(1 121.35455),(2 143.8069),(3 162.71613),(4 176.93813),(5 189.55002),(6 199.21999),(7 208.09013),(8 209.26611),(9 212.33936),(10 213.64484),(11 217.13025),(12 222.28325),(13 225.61833),(14 225.98515),(15 226.27698),(16 223.9495),(17 223.99216),(18 222.46793),(19 221.25102),(20 222.16615),(21 223.89658),(22 226.33392),(23 230.50012),(24 229.0493),(25 229.80551),(26 226.62422),(27 228.9982),(28 222.57446),(29 224.33801),(30 223.73169),(31 225.92831),(32 228.57166),(33 226.94469),(34 224.306),(35 220.06334),(36 220.05315),(37 217.9231),(38 215.27596),(39 215.79349),(40 214.7448),(41 220.74248),(42 220.12808),(43 220.89972),(44 223.27159),(45 223.329),(46 221.39072),(47 221.12767),(48 220.17),(49 221.85919),(50 221.55145),(51 222.92572),(52 224.99286),(53 223.76718),(54 224.98425),(55 226.62514),(56 224.7598),(57 225.28632),(58 223.54295),(59 223.864),(60 225.61922),(61 224.95688),(62 222.40894),(63 223.39711),(64 221.91603),(65 225.984),(66 225.16006),(67 226.36264),(68 224.45625),(69 223.81497),(70 224.59734),(71 227.71394),(72 227.60765),(73 232.43271),(74 232.783),(75 234.68944),(76 233.2991),(77 234.2129),(78 234.06859),(79 233.2129),
