q, (a, b, c)
1.5, (-5761340242165.348, 1093157.0047726086, 5761271916136.636)
2.5, (-711194471.3558488, 122.93420159518286, 671838674.5329229)
3.5, (-190207444.69078046, 33.683772757232575, 171116738.9340761)
4.5, (-224163443.06349555, 60.807915541970914, 219729126.48837185)
5.5, (-120757523.19126353, 26.104454742915816, 110125644.66517206)
6.5, (-58208398.742209494, 11.801743050295395, 46509290.59928345)
7.5, (-38937932.70468086, 6.610211834393012, 28181320.879919678)
8.5, (-31879148.628649645, 5.044607011027433, 22633368.380439885)
9.5, (-25732159.390018903, 5.335955643968287, 19683658.75677499)
10.5, (-21990810.372980688, 8.556095650658065, 19857856.331797656)
11.5, (-18643332.164431557, 5.490252388771054, 15275228.156117996)
12.5, (-14471785.307236258, 8.082517936439087, 14358447.982787352)
13.5, (-13964859.329487067, 5.59483361874167, 12664680.703919312)
14.5, (-10902275.975098234, 5.180472731928643, 10355000.897669382)
15.5, (-10921411.431249173, 3.435092623296114, 9023286.645548886)
16.5, (-9096904.952168396, 3.1377268722251075, 7494547.301850343)
17.5, (-4926557.533546495, 6.869407057945256, 6241568.349593273)
18.5, (-7656292.709773044, 2.054525430438579, 5152253.219897618)
19.5, (-4700527.798389064, 4.472997218904869, 4779072.678112362)
20.5, (-3999400.877195146, 4.920167312439, 4319460.865937034)
21.5, (-3618851.960040806, 5.168525469188316, 3812221.569981642)
22.5, (-2834077.8359208433, 6.171985221672429, 3386457.729976623)
23.5, (-2936395.7649019477, 6.053043001497536, 3164506.268551684)
24.5, (-2296900.7334364527, 12.120362631104129, 2902238.378738207)
25.5, (-2502161.2854979886, 6.287641564435609, 2550986.0382087426)
26.5, (-2410036.9249729323, 5.897404222453413, 2396566.3963870397)
27.5, (-2243156.622406019, 6.004321348714901, 2320075.493093172)
28.5, (-2235581.2727192203, 5.595727549453158, 2127332.147462096)
29.5, (-2099977.0622857097, 4.711121363365596, 1896379.2576301815)
30.5, (-1855583.5900481087, 5.948384564660284, 1871345.0018915522)
31.5, (-1444966.2517342705, 9.270515898508613, 1727877.9014650062)
32.5, (-1173319.4537711483, 15.695519113466137, 1693403.675907374)
33.5, (-1160234.1260130128, 12.677928282210749, 1494167.090027643)
34.5, (-1123299.812378458, 11.607506620958016, 1375988.9904308997)
35.5, (-1178663.1819794998, 8.542164483156212, 1325246.3757715642)
36.5, (-1008841.914616557, 9.981600017795273, 1202237.0664625177)
37.5, (-1013423.0792469755, 7.129943928078838, 1127239.8656951396)
38.5, (-981778.6906861584, 5.847936381055366, 1017816.5852032786)
39.5, (-836005.5771705598, 5.9302851701894435, 936073.0516786824)
40.5, (-789023.4785072961, 6.630078984099775, 945650.2742318361)
41.5, (-599854.9175062258, 9.649480234275547, 873718.743743954)
42.5, (-610852.3360531256, 7.2449348894215655, 798535.4281559034)
43.5, (-647133.6563913667, 6.162896936995459, 756448.174782487)
44.5, (-598344.2117880371, 6.711950146286875, 733942.299625032)
45.5, (-606835.8351311777, 5.592491269414641, 700662.2058948433)
46.5, (-504122.6420521889, 5.859328560264426, 631966.7752913514)
47.5, (-475804.53540684143, 5.26464892940804, 586520.9195204563)
48.5, (-509549.9779918727, 4.410143054807483, 567924.8458939829)
49.5, (-424816.2146941215, 6.033300645620792, 532518.8020624444)
50.5, (-408810.26778377267, 5.406483303168833, 499568.2289083243)
51.5, (-386979.5852199033, 5.069418949173474, 468881.6555207323)
52.5, (-362166.80247767817, 5.697568846131546, 466742.43086433795)
53.5, (-352512.7273119472, 5.620510158412947, 439351.2796182563)
54.5, (-345956.24011934357, 4.94079059493688, 422760.13021736295)
55.5, (-305672.5191429419, 5.559332879629922, 390682.92917616124)
56.5, (-311064.8210888187, 5.880491776489613, 397032.20932055486)
57.5, (-285299.1281589541, 5.890979938953746, 359413.2034935992)
58.5, (-292127.62049423327, 5.222079258449119, 349054.1576836549)
59.5, (-293510.21797265287, 5.174272832369604, 338110.0234515352)
60.5, (-268874.06080485607, 5.551466079781477, 324313.43734976597)
61.5, (-259548.58959628982, 5.0235763176902815, 305672.6405918968)
62.5, (-255036.92992513924, 5.0105522775836775, 294620.1626785216)
63.5, (-247285.0008783819, 5.078610571498992, 280113.568893743)
64.5, (-203192.26614766606, 4.952110871285916, 248874.68982423356)
65.5, (-181276.21690109014, 6.597066283562642, 241493.87766525385)
66.5, (-171244.6429438217, 6.006019492572942, 231018.82204446895)
67.5, (-170291.80291210726, 5.921969055327295, 222447.99053540907)
68.5, (-154059.1880471887, 6.067219475542036, 212797.36443779044)
69.5, (-140510.30951495087, 7.379383954483201, 207300.02354436318)
70.5, (-138058.80953269466, 6.720309596172641, 194219.29635299058)
71.5, (-118161.80008704306, 7.128036081071924, 183879.0489911685)
72.5, (-111411.59706567349, 8.160279012182942, 175037.61314077608)
73.5, (-125539.47298506343, 6.158699551518802, 176757.26722760883)
74.5, (-112618.38264229351, 8.28045236059553, 171882.00698901384)
75.5, (-108717.97041831637, 9.140333074911474, 169650.46510606838)
76.5, (-104701.31273486765, 8.956197454652699, 161236.62877575125)
77.5, (-97981.69689029935, 8.051539835329667, 149075.1399855971)
78.5, (-97788.40965998193, 8.334068472505471, 150914.14657081998)
79.5, (-90058.81248160747, 9.687755388022921, 148104.9839486238)
80.5, (-89140.18222224248, 9.356494191582927, 143175.4214750459)
81.5, (-80591.87652235122, 11.976763726367206, 141632.7273591838)
82.5, (-71318.77744244703, 15.658626147255555, 136709.10219552313)
83.5, (-69587.0148743844, 17.43406511876416, 137862.56112929547)
84.5, (-66450.79729702907, 15.060152845518342, 127383.43740961207)
85.5, (-65000.300739613594, 15.33907841880042, 125832.50556903824)
86.5, (-71331.4336888258, 10.1472601695263, 118733.31844871002)
87.5, (-73049.87516087148, 7.76321907162725, 113378.52426600133)
88.5, (-62447.35541039015, 10.546424273643002, 112442.16080768168)
89.5, (-58242.65644002559, 13.354175958558708, 107339.69945387228)
90.5, (-62015.64623224554, 12.029059322052799, 105963.0655752559)
91.5, (-65028.762162383246, 9.587836148420989, 101600.99083292352)
92.5, (-61027.4136316471, 9.692695952023474, 96409.01605015405)
93.5, (-54061.85686603123, 11.631064388589714, 94534.48336924094)
94.5, (-56396.56498623394, 8.90904616809338, 89170.88967420562)
95.5, (-53630.647197212755, 10.907901410901923, 88603.37477181712)
96.5, (-56197.87529963823, 7.211199747561416, 83283.0401073233)
97.5, (-55530.61831612938, 6.737123344310664, 80756.45041236411)
98.5, (-49884.68006740654, 9.847409378638194, 82663.02436139369)
99.5, (-47542.24829924837, 9.993523103597218, 77598.79806007801)
100.5, (-48781.47634224945, 8.768171533116162, 78152.73983370049)
101.5, (-48402.72069261644, 9.574166317576564, 76437.29355602076)
102.5, (-49679.74189852211, 9.103435870920483, 74747.47404542893)
103.5, (-48883.741805360434, 6.992917249817091, 70225.45045025625)
104.5, (-46348.01615204743, 9.923035255180933, 71043.53078807771)
105.5, (-43215.956235533435, 10.15012356894236, 68708.27563659001)
106.5, (-43666.229608405956, 9.485731353766397, 65720.93946413892)
107.5, (-41086.82677763371, 9.782348495244841, 63410.166425117655)
108.5, (-41853.974274113716, 9.575924122610667, 62429.87315023897)
109.5, (-41561.13386105807, 8.723731970795596, 59859.30570800265)
110.5, (-39746.93054695626, 8.357251569667609, 57675.07158311938)
111.5, (-40046.94694935108, 8.851057757102982, 57233.126916275694)
112.5, (-38476.67135274544, 8.618493013662523, 55144.86193295383)
113.5, (-36019.05702934271, 9.283242806880855, 54919.2451891174)
114.5, (-36689.186117432786, 9.130744102662447, 53474.63500690445)
115.5, (-33565.94939770048, 8.888161653381644, 50746.30775197632)
116.5, (-33268.92620481498, 10.33871572386943, 51214.63177599382)
117.5, (-32946.091959358615, 15.332800809648493, 54430.5556095766)
118.5, (-27890.467333564065, 13.371542326159995, 48136.96211823786)
119.5, (-27279.061968221184, 14.133102001669707, 46929.65609234437)
120.5, (-22489.813331492318, 20.0500094771917, 46187.67943162457)
121.5, (-25853.747494243686, 11.019661843892731, 43634.03533198168)
122.5, (-23131.2078925816, 22.580754886765874, 46893.837568179755)
123.5, (-25519.6639299915, 11.117630239747866, 42061.03381375494)
124.5, (-24047.339795577558, 17.62928117450562, 44800.21735489187)
125.5, (-24054.22169575985, 24.321122856364433, 45580.126651092134)
126.5, (-24883.442816708466, 14.141796133875811, 42762.18039964636)
127.5, (-22018.90896966759, 14.797539298435016, 40180.62174415901)
128.5, (-22051.342061316594, 9.463752755928978, 36607.476933207894)
129.5, (-18548.62310307831, 31.004408007878467, 39961.612139646364)
130.5, (-17963.815863954278, 11.861895698010802, 34055.46933436464)
131.5, (-18815.849971810127, 40.65114905615405, 39966.714135894705)
132.5, (-16411.335512642952, 26.724968896112266, 35586.681908648156)
133.5, (-24540.236352209155, 50.980928370926215, 44136.857273757676)
134.5, (-23446.287737522285, 64.54098861610281, 44008.711643085044)
135.5, (-24068.018243131406, 63.46110847626851, 43049.06851220181)
136.5, (-18133.04617594311, 39.788097715730615, 36186.1450805909)
137.5, (-22271.30757771377, 53.778867559672044, 40261.38728850217)
138.5, (-16377.72228881592, 26.424854039915573, 32495.717461103784)
139.5, (-15779.492024891113, 14.75423771284394, 29352.08732329907)
140.5, (-14186.736046784017, 17.84253798999546, 28257.60086208861)
141.5, (-13546.800529451551, 21.838563900144944, 28816.348429064634)
142.5, (-14139.696656550315, 21.039959117991234, 28870.196316707585)
143.5, (-14405.29228102241, 22.135855347016815, 28876.53307266104)
144.5, (-12626.175254626603, 16.47785825154651, 26094.295377606464)
145.5, (-14093.65523667381, 22.19533700088785, 27798.269298444575)
146.5, (-12807.23538853006, 18.40858878519711, 25931.75058269709)
147.5, (-13340.50695903378, 22.47906549309327, 26059.06804568472)
148.5, (-14446.003634658815, 25.512828520450103, 27165.659597945003)
149.5, (-13833.55195087286, 18.744270311237376, 25213.85282997026)
150.5, (-14267.071367976441, 21.351138654914234, 25688.618754804807)
151.5, (-13284.667762423373, 20.05810752275585, 24302.3115740979)
152.5, (-11884.691679955124, 20.27521356723174, 22493.809509524064)
153.5, (-13530.051122168416, 22.911421714103408, 24395.6323330503)
154.5, (-12131.81531015981, 27.799179315959808, 23178.401249022198)
155.5, (-12311.736159466793, 20.63274416761702, 22375.94295599516)
156.5, (-11859.694437915241, 16.462262711439653, 21351.862171618213)
157.5, (-11464.12960535648, 24.100540193219434, 21614.335456926518)
158.5, (-10411.786551665458, 16.20980424343237, 20079.69937517601)
159.5, (-11038.513625977062, 15.77308395477754, 19870.819471814182)
160.5, (-10023.162345451385, 15.619307140742398, 18821.208510650267)
161.5, (-9861.932767715854, 20.082476625415154, 18760.19483676555)
162.5, (-9481.713474863056, 14.50824491965121, 17833.525112659325)
163.5, (-10363.429745218373, 19.660773975212145, 18794.506912897756)
164.5, (-9426.2794774569, 18.880224984641263, 17554.745676612147)
165.5, (-9687.861334347279, 19.09076337060251, 17745.00637173068)
166.5, (-9725.795081436945, 17.859592763815904, 17366.898050353604)
167.5, (-9008.803501917913, 18.802100371423432, 16761.811988078938)
168.5, (-9704.805473613198, 17.484576502330576, 16849.596243221466)
169.5, (-9121.879372178331, 20.38215956379143, 16443.076462849975)
170.5, (-9293.55048514356, 25.658696003275928, 16690.634037724918)
171.5, (-8737.011865658404, 19.10231471009338, 15653.113850454292)
172.5, (-9192.213234093819, 25.62202411492311, 16454.814978098468)
173.5, (-8497.949641228282, 21.268629401228516, 15374.265608906504)
174.5, (-7917.720342067553, 14.576151357509355, 13754.727336420223)
175.5, (-6866.831000090642, 15.372124382070766, 13330.88049395664)
176.5, (-7020.769900245241, 19.78529324237393, 13502.51316112102)
177.5, (-7681.4973247915495, 15.286005758549624, 13353.795394890192)
178.5, (-8315.36082973026, 18.003909998782, 13966.20923464678)
179.5, (-7380.246402771341, 18.148688067239732, 12976.919750264471)
180.5, (-7584.078782958469, 22.647261737888737, 13527.06148899351)
181.5, (-7916.804365853309, 26.39975219558516, 13698.217241428129)
182.5, (-7189.035171625936, 15.22637653165344, 12175.65217304868)
183.5, (-7171.571225788853, 22.01762622893592, 12634.563402487003)
184.5, (-7027.326296878487, 19.7418821705471, 12138.143009885001)
185.5, (-7114.88906673106, 25.043980690016078, 12434.96709902338)
186.5, (-6249.462221624638, 17.987025685898203, 11040.484132332826)
187.5, (-7272.924533919597, 20.98695991327873, 12223.646958668358)
188.5, (-6598.032223095489, 20.817252968858437, 11289.616862056539)
189.5, (-5570.840694779696, 15.88193606947401, 10130.647724480412)
190.5, (-5718.978082634183, 19.566459375896702, 10277.219198532981)
191.5, (-5525.097463504942, 20.526124693397563, 10093.563137422974)
192.5, (-5561.9210542216015, 14.974341725528099, 9574.85879800635)
193.5, (-5526.773595852354, 20.831976267408113, 9960.216049767841)
194.5, (-5674.172997978133, 18.43683166698385, 9817.5517126108)
195.5, (-6150.378593529531, 21.281633603471256, 10070.443418479541)
196.5, (-4676.309756575203, 18.66297135406361, 8761.395490527968)
197.5, (-5010.024983428503, 16.172289624417036, 8613.709305611426)
198.5, (-4905.368272287049, 21.026060747471732, 8795.095582646074)
199.5, (-4719.4683750125305, 19.9552676411865, 8392.006215214642)
200.5, (-4946.603560361295, 21.92929202978832, 8680.892517055418)
201.5, (-4545.458012912764, 15.70523327616486, 7810.735377464463)
202.5, (-4587.141746529812, 12.549015443991914, 7520.740043529611)
203.5, (-4510.904666435827, 14.380142604533674, 7565.708610730799)
204.5, (-4592.16753549836, 14.247866032231059, 7404.05503358935)
205.5, (-4558.65511708874, 18.159564868991307, 7585.585961465334)
206.5, (-4444.99526533059, 14.715668474797837, 7235.081838471692)
207.5, (-4245.364850141479, 18.652408027121094, 7151.6790754796975)
208.5, (-4147.438331199318, 16.800083281502804, 6920.154478589138)
209.5, (-4253.335981079008, 14.395038102508618, 6706.973099293192)
210.5, (-3699.853163469437, 12.793502635561946, 6233.177261289833)
