1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 172929.94),(2 517230.47),(3 945557),(4 1427837.1),(5 1976179.4),(6 2475474.8),(7 2915271),(8 3417374),(9 3971318),(10 4676826.5),(11 5468098.5),(12 6360872.5),(13 7391509.5),(14 8365908.5),(15 9411892),(16 10555643),(17 11575439),(18 12737005),(19 13895472),(20 15077355),(21 16160632),(22 17226352),(23 18341214),(24 19384970),(25 20322304),(26 21067696),(27 21881158),(28 22515296),(29 23095856),(30 23597654),(31 24135554),(32 24558672),(33 24880102),(34 25118960),(35 25337024),(36 25501376),(37 25565040),(38 25590054),(39 25601872),(40 25602922),(41 25589754),(42 25568200),(43 25494566),(44 25434354),(45 25354066),(46 25248490),(47 25117078),(48 24969570),(49 24845866),(50 24718552),(51 24598176),(52 24496680),(53 24479474),(54 24510632),(55 24619090),(56 24746336),(57 24983728),(58 25247022),(59 25392898),(60 25497910),(61 25650864),(62 25835578),(63 25993280),(64 26202464),(65 26388152),(66 26566930),(67 26670016),(68 26849632),(69 27077562),(70 27285226),(71 27322346),(72 27264062),(73 27182426),(74 27075152),(75 26886726),(76 26565642),(77 26335656),(78 26063190),(79 25699154),
(1 366.69836),(2 422.264),(3 409.39236),(4 420.45795),(5 440.75925),(6 442.87646),(7 441.4332),(8 455.35852),(9 463.92462),(10 469.83786),(11 456.81964),(12 461.65952),(13 470.43912),(14 463.2752),(15 470.60928),(16 483.11993),(17 484.9216),(18 485.18185),(19 480.79166),(20 489.2208),(21 486.13788),(22 492.20813),(23 501.38702),(24 511.25513),(25 504.5393),(26 501.499),(27 510.3256),(28 512.56805),(29 509.30154),(30 514.12866),(31 517.4789),(32 513.78),(33 505.1599),(34 510.31323),(35 513.2477),(36 517.9215),(37 509.74677),(38 503.7579),(39 506.7597),(40 506.4215),(41 504.18442),(42 500.5626),(43 504.62192),(44 502.7215),(45 500.9255),(46 504.84177),(47 497.71725),(48 485.87396),(49 484.27475),(50 484.63882),(51 483.62604),(52 483.97003),(53 490.1716),(54 488.88275),(55 487.48227),(56 486.39984),(57 484.09872),(58 475.9619),(59 483.50156),(60 483.115),(61 484.41284),(62 487.971),(63 497.24155),(64 498.3097),(65 496.40912),(66 487.84442),(67 492.71896),(68 495.79547),(69 503.4364),(70 506.01822),(71 511.25552),(72 501.63025),(73 492.42325),(74 491.96124),(75 484.64563),(76 480.13272),(77 484.44357),(78 491.7156),(79 498.59332),
(1 350.6135),(2 405.27533),(3 399.93964),(4 404.02078),(5 414.6499),(6 418.85767),(7 422.87683),(8 431.2001),(9 436.27896),(10 440.0878),(11 427.0999),(12 442.7506),(13 452.67627),(14 444.52747),(15 454.74677),(16 462.58533),(17 461.25104),(18 462.74622),(19 460.75665),(20 468.63486),(21 472.06088),(22 466.37885),(23 475.7285),(24 490.3743),(25 486.0288),(26 479.72467),(27 482.44177),(28 478.12228),(29 481.5919),(30 488.16565),(31 493.49033),(32 490.66693),(33 485.92838),(34 495.34073),(35 488.82474),(36 486.38666),(37 482.7211),(38 478.63412),(39 478.78864),(40 479.82257),(41 474.76785),(42 477.7807),(43 480.21948),(44 475.2829),(45 472.1305),(46 472.19272),(47 469.71707),(48 464.30014),(49 467.06155),(50 464.31393),(51 466.2397),(52 472.50287),(53 473.1559),(54 465.10403),(55 468.19382),(56 466.79623),(57 464.5157),(58 462.82507),(59 465.1073),(60 463.21445),(61 462.74847),(62 464.75647),(63 478.96274),(64 475.34937),(65 474.8771),(66 468.63644),(67 470.9903),(68 472.18488),(69 476.3872),(70 473.79688),(71 474.57648),(72 464.2734),(73 465.19733),(74 467.88257),(75 461.10358),(76 458.06177),(77 467.40723),(78 469.42688),(79 464.32755),
(1 346.86612),(2 395.7117),(3 390.97086),(4 395.1835),(5 406.90402),(6 404.803),(7 412.7998),(8 423.61462),(9 432.01706),(10 429.7775),(11 422.13354),(12 431.12405),(13 441.05054),(14 438.69034),(15 441.29425),(16 448.61508),(17 452.15308),(18 449.5368),(19 452.8823),(20 457.09238),(21 454.3923),(22 454.9818),(23 456.29004),(24 466.57574),(25 459.07138),(26 454.0209),(27 462.50143),(28 465.37173),(29 465.1856),(30 471.70374),(31 479.1531),(32 473.74924),(33 467.137),(34 473.6417),(35 467.39273),(36 469.60468),(37 463.46152),(38 464.50046),(39 461.36542),(40 458.99167),(41 456.78192),(42 459.10504),(43 461.90662),(44 460.55606),(45 456.5575),(46 465.33688),(47 461.98715),(48 452.7254),(49 453.36975),(50 447.3675),(51 445.41486),(52 445.8221),(53 443.73483),(54 447.61246),(55 451.3758),(56 456.34363),(57 445.7922),(58 442.20734),(59 439.80527),(60 440.97858),(61 449.27347),(62 444.8694),(63 461.87747),(64 464.52655),(65 461.90567),(66 451.70703),(67 455.90295),(68 459.9392),(69 460.38123),(70 456.61932),(71 454.95468),(72 451.36768),(73 453.9961),(74 455.02567),(75 449.4885),(76 442.05853),(77 449.42468),(78 447.31442),(79 446.88916),
(1 342.654),(2 402.089),(3 395.76874),(4 395.00433),(5 408.80627),(6 413.4985),(7 422.463),(8 426.81967),(9 444.22598),(10 441.22665),(11 432.27075),(12 435.86295),(13 443.37457),(14 443.53394),(15 444.38727),(16 451.4969),(17 455.58838),(18 456.2729),(19 453.6641),(20 457.62595),(21 452.57034),(22 451.49924),(23 454.73962),(24 465.63226),(25 463.67407),(26 457.48795),(27 464.12424),(28 473.28595),(29 469.81265),(30 479.2545),(31 480.33145),(32 474.39767),(33 465.0098),(34 467.75922),(35 469.06885),(36 466.93597),(37 464.29523),(38 464.32224),(39 462.62006),(40 461.61264),(41 461.34833),(42 467.7162),(43 467.374),(44 465.31592),(45 463.1395),(46 471.41605),(47 461.62405),(48 455.45816),(49 453.78107),(50 453.31406),(51 450.12534),(52 448.4058),(53 447.3504),(54 454.07132),(55 457.17352),(56 457.42368),(57 453.6712),(58 445.63074),(59 442.8757),(60 440.34286),(61 444.35233),(62 443.21606),(63 452.28076),(64 456.98535),(65 453.39523),(66 446.03937),(67 450.25555),(68 456.3897),(69 453.39984),(70 456.97992),(71 452.2253),(72 456.58545),(73 453.81262),(74 459.06076),(75 449.21738),(76 442.9572),(77 445.03656),(78 446.55698),(79 449.3762),
(1 339.0385),(2 392.27747),(3 383.08575),(4 386.95078),(5 398.07657),(6 402.64886),(7 413.2037),(8 411.95242),(9 423.78763),(10 422.83667),(11 417.1495),(12 421.15543),(13 424.57785),(14 420.9023),(15 423.55383),(16 432.8052),(17 434.24326),(18 434.0278),(19 431.1457),(20 434.9707),(21 431.53394),(22 434.05344),(23 440.7664),(24 441.53787),(25 440.1197),(26 443.05396),(27 444.03146),(28 445.8688),(29 443.9828),(30 454.67105),(31 456.19473),(32 454.31915),(33 448.05225),(34 451.85803),(35 453.16208),(36 448.5984),(37 450.4523),(38 444.0884),(39 444.2897),(40 443.2886),(41 440.47305),(42 447.4664),(43 444.37204),(44 450.95413),(45 453.01404),(46 452.51285),(47 448.59482),(48 444.53055),(49 444.42993),(50 447.40842),(51 448.65665),(52 444.0868),(53 444.47272),(54 446.13812),(55 450.3853),(56 449.0044),(57 446.0583),(58 444.2927),(59 438.79834),(60 439.02487),(61 439.98264),(62 438.05945),(63 445.39844),(64 448.70593),(65 444.70056),(66 435.7223),(67 434.8379),(68 438.67496),(69 444.52243),(70 445.5439),(71 445.00217),(72 439.52097),(73 437.75244),(74 440.38754),(75 432.63412),(76 422.72696),(77 422.7355),(78 422.0627),(79 425.18878),
(1 329.6671),(2 375.70605),(3 376.11163),(4 379.22943),(5 392.6398),(6 396.3515),(7 408.87128),(8 413.6351),(9 421.81836),(10 427.30966),(11 412.95422),(12 421.39996),(13 430.77954),(14 421.7304),(15 423.78976),(16 428.53583),(17 431.10132),(18 437.94846),(19 436.24323),(20 440.29193),(21 444.48117),(22 439.3844),(23 441.37402),(24 451.425),(25 449.12054),(26 444.41046),(27 446.24536),(28 448.51227),(29 445.7144),(30 448.96738),(31 458.00623),(32 455.0617),(33 443.5878),(34 447.30923),(35 454.43042),(36 451.071),(37 444.65817),(38 436.09506),(39 436.8058),(40 431.4924),(41 428.4903),(42 436.19437),(43 438.07626),(44 445.0829),(45 438.34445),(46 440.96017),(47 441.98053),(48 440.3386),(49 437.28186),(50 438.04395),(51 438.396),(52 437.5408),(53 442.7012),(54 442.64478),(55 451.20163),(56 446.56848),(57 443.2398),(58 443.7229),(59 438.40063),(60 430.4027),(61 429.30115),(62 429.54535),(63 435.46283),(64 435.4361),(65 441.72202),(66 431.18423),(67 430.54813),(68 426.45163),(69 434.0908),(70 435.14053),(71 436.76984),(72 431.96957),(73 432.6888),(74 426.79678),(75 425.38184),(76 423.35803),(77 423.0502),(78 426.05853),(79 427.67786),
(1 317.1365),(2 364.9716),(3 363.08383),(4 367.8694),(5 382.29907),(6 386.42892),(7 391.95612),(8 402.38882),(9 405.6819),(10 406.70566),(11 398.1102),(12 406.77094),(13 411.23038),(14 406.3673),(15 412.7403),(16 414.36642),(17 420.5565),(18 417.46808),(19 415.78793),(20 417.3852),(21 420.4643),(22 420.39853),(23 426.4833),(24 432.70407),(25 424.1945),(26 423.1838),(27 434.57),(28 434.0596),(29 429.9037),(30 438.69736),(31 444.94046),(32 444.4661),(33 435.37183),(34 439.40152),(35 444.99304),(36 440.3804),(37 436.26462),(38 427.9726),(39 428.6409),(40 429.3757),(41 428.85416),(42 434.21655),(43 439.04333),(44 440.41895),(45 437.06693),(46 443.88913),(47 434.8887),(48 434.751),(49 436.0542),(50 440.77554),(51 440.44974),(52 437.0492),(53 440.53275),(54 438.8167),(55 440.50116),(56 435.25464),(57 431.01773),(58 427.51154),(59 425.85297),(60 423.1701),(61 420.17242),(62 425.53052),(63 426.77542),(64 431.87732),(65 436.35596),(66 425.10147),(67 422.28793),(68 420.00763),(69 418.6538),(70 421.04532),(71 417.38153),(72 406.0606),(73 407.08374),(74 408.4128),(75 404.89923),(76 399.29065),(77 402.93958),(78 400.59277),(79 405.89404),
(1 311.5959),(2 362.6682),(3 364.00928),(4 361.5172),(5 373.81543),(6 375.13458),(7 384.88068),(8 385.4838),(9 394.31577),(10 398.1192),(11 395.08643),(12 401.65775),(13 405.2475),(14 403.39813),(15 405.32068),(16 414.17438),(17 420.46835),(18 417.26306),(19 418.94275),(20 422.52246),(21 423.1533),(22 421.45383),(23 425.58395),(24 432.4386),(25 425.98038),(26 428.72488),(27 431.44745),(28 432.5877),(29 428.397),(30 433.4734),(31 439.9183),(32 442.1328),(33 437.89075),(34 440.14627),(35 439.00952),(36 432.7005),(37 432.43942),(38 429.42697),(39 428.4398),(40 429.0754),(41 428.0374),(42 434.04868),(43 434.6491),(44 438.7626),(45 439.67975),(46 438.85986),(47 441.41403),(48 433.7026),(49 436.80902),(50 439.1832),(51 436.79227),(52 433.93036),(53 437.21722),(54 434.13486),(55 431.12415),(56 428.03546),(57 425.0249),(58 417.08167),(59 418.23428),(60 419.07507),(61 418.26758),(62 419.5088),(63 421.10043),(64 431.0788),(65 427.2688),(66 422.31046),(67 419.73178),(68 416.9248),(69 421.03372),(70 417.6633),(71 413.7246),(72 412.11768),(73 414.1641),(74 418.81595),(75 416.9326),(76 405.71118),(77 405.6399),(78 406.81088),(79 412.93216),
(1 306.90515),(2 353.26593),(3 353.38156),(4 354.80258),(5 367.06573),(6 370.74744),(7 378.61285),(8 383.0854),(9 393.87885),(10 396.2331),(11 394.9505),(12 396.7655),(13 398.32306),(14 399.61658),(15 400.9144),(16 403.17712),(17 411.39258),(18 404.65097),(19 409.49066),(20 409.13995),(21 415.6407),(22 409.05487),(23 417.2445),(24 419.57834),(25 414.7643),(26 416.61493),(27 419.7295),(28 419.18845),(29 417.69568),(30 419.5584),(31 427.5674),(32 428.62735),(33 423.45346),(34 426.59683),(35 421.9757),(36 422.42206),(37 426.56314),(38 420.0691),(39 422.8883),(40 422.78345),(41 423.04138),(42 427.68002),(43 429.89423),(44 437.74573),(45 433.72192),(46 434.71115),(47 431.63724),(48 426.10858),(49 426.8777),(50 422.9261),(51 429.30392),(52 426.45276),(53 425.14233),(54 428.71802),(55 421.99356),(56 423.94556),(57 420.33127),(58 410.60324),(59 408.31152),(60 407.69574),(61 405.7509),(62 409.21167),(63 415.2772),(64 424.35892),(65 426.2761),(66 417.8981),(67 414.9029),(68 411.90286),(69 411.5732),(70 415.49963),(71 413.4156),(72 405.93036),(73 409.4919),(74 415.0831),(75 411.56598),(76 398.85388),(77 401.1749),(78 401.77652),(79 401.9886),
(1 311.4177),(2 353.47433),(3 354.5465),(4 357.92398),(5 371.8848),(6 372.2884),(7 373.08298),(8 377.93506),(9 386.83954),(10 387.00165),(11 384.84793),(12 390.95316),(13 394.8399),(14 399.653),(15 398.99432),(16 404.56274),(17 411.4421),(18 406.34567),(19 405.603),(20 412.85876),(21 411.9996),(22 411.9741),(23 417.6196),(24 419.0691),(25 418.45737),(26 414.3947),(27 423.7295),(28 428.82144),(29 424.26263),(30 432.90823),(31 437.37625),(32 437.43127),(33 421.02908),(34 429.35013),(35 430.92987),(36 427.98288),(37 422.66235),(38 415.47812),(39 412.62476),(40 411.62653),(41 412.22922),(42 419.12466),(43 424.6792),(44 426.7364),(45 426.33014),(46 422.23608),(47 418.7091),(48 412.2605),(49 411.03833),(50 411.14752),(51 413.57187),(52 410.75394),(53 411.13882),(54 414.60382),(55 415.59305),(56 418.18015),(57 410.72864),(58 406.4014),(59 405.20615),(60 403.23914),(61 403.93726),(62 404.98834),(63 416.74304),(64 422.1011),(65 424.15268),(66 416.57874),(67 416.6825),(68 415.22165),(69 411.97772),(70 418.2989),(71 408.1011),(72 405.86862),(73 407.222),(74 412.08316),(75 405.49164),(76 399.3049),(77 400.99396),(78 401.1575),(79 406.5977),
(1 301.60934),(2 341.2828),(3 342.9418),(4 347.6174),(5 357.18558),(6 360.34845),(7 360.5172),(8 361.30783),(9 367.98178),(10 374.01398),(11 372.2972),(12 378.6442),(13 377.87885),(14 380.22937),(15 381.4882),(16 389.74884),(17 398.3806),(18 390.40503),(19 389.48776),(20 393.36124),(21 391.58258),(22 396.33865),(23 402.1312),(24 402.53876),(25 401.0264),(26 400.20108),(27 407.36697),(28 404.9964),(29 407.9999),(30 415.2137),(31 418.4619),(32 416.22507),(33 412.055),(34 412.90576),(35 414.2897),(36 412.9716),(37 414.00705),(38 408.29932),(39 406.0507),(40 406.87323),(41 407.05017),(42 411.8555),(43 411.45276),(44 418.08496),(45 415.82568),(46 414.44586),(47 408.93195),(48 407.72885),(49 402.35538),(50 405.91895),(51 408.15),(52 407.4208),(53 407.02945),(54 407.34784),(55 407.22684),(56 407.28842),(57 401.70663),(58 397.6853),(59 394.22037),(60 392.71426),(61 390.14584),(62 396.5081),(63 405.56778),(64 408.50555),(65 413.51086),(66 406.39523),(67 402.67517),(68 403.37643),(69 402.27432),(70 401.60443),(71 393.6262),(72 393.51263),(73 397.2092),(74 396.45047),(75 394.80515),(76 388.64502),(77 385.75745),(78 386.2077),(79 390.4478),
(1 291.6639),(2 330.97232),(3 332.3411),(4 336.2804),(5 349.01758),(6 353.36606),(7 360.6031),(8 358.35693),(9 370.089),(10 373.12943),(11 368.7815),(12 375.51733),(13 376.17685),(14 376.7657),(15 377.68094),(16 384.13797),(17 392.65308),(18 389.64294),(19 388.15372),(20 392.33563),(21 394.11267),(22 395.91373),(23 399.04623),(24 404.13345),(25 399.20706),(26 400.6369),(27 407.8707),(28 410.194),(29 407.9878),(30 411.4294),(31 416.8911),(32 416.74817),(33 409.08493),(34 411.59006),(35 411.45782),(36 407.80334),(37 406.6655),(38 400.48544),(39 395.52478),(40 397.9003),(41 393.67026),(42 397.16373),(43 398.7565),(44 402.31747),(45 397.4161),(46 396.3997),(47 391.5026),(48 390.28775),(49 389.72354),(50 393.4069),(51 387.67407),(52 387.57898),(53 391.77118),(54 389.22394),(55 390.94025),(56 389.7159),(57 381.44177),(58 382.26593),(59 383.60394),(60 380.4621),(61 376.76672),(62 380.01093),(63 387.5061),(64 396.02795),(65 394.77817),(66 392.66714),(67 392.96725),(68 391.33978),(69 390.6485),(70 394.48837),(71 385.62265),(72 381.1368),(73 385.12534),(74 386.09625),(75 382.13654),(76 378.22592),(77 380.09),(78 380.95203),(79 382.91544),
(1 293.14346),(2 333.27914),(3 332.45062),(4 336.97983),(5 347.39014),(6 352.34454),(7 356.13712),(8 355.2352),(9 365.8913),(10 368.856),(11 363.603),(12 368.2837),(13 365.4525),(14 362.19617),(15 368.38715),(16 374.70367),(17 380.0525),(18 379.51193),(19 376.7057),(20 377.3641),(21 381.73053),(22 384.34833),(23 388.84357),(24 390.41885),(25 390.23587),(26 390.97534),(27 393.2636),(28 392.0885),(29 392.63068),(30 394.5951),(31 396.7025),(32 397.37207),(33 393.9849),(34 398.88223),(35 396.0168),(36 399.5905),(37 398.4847),(38 390.70483),(39 389.90076),(40 386.95096),(41 380.4488),(42 387.31128),(43 393.78177),(44 394.79175),(45 392.5713),(46 387.09326),(47 385.99802),(48 381.98486),(49 383.22437),(50 388.2982),(51 388.28485),(52 385.74988),(53 390.42404),(54 387.72943),(55 385.3832),(56 384.4567),(57 374.05832),(58 370.17422),(59 376.9512),(60 371.89395),(61 368.92648),(62 373.77603),(63 381.2014),(64 390.26093),(65 386.24765),(66 383.08194),(67 384.56668),(68 382.1054),(69 384.17474),(70 383.3892),(71 381.2715),(72 379.2669),(73 379.66168),(74 384.05365),(75 378.6317),(76 375.2777),(77 370.25934),(78 370.52554),(79 372.21832),
(1 297.3328),(2 340.2341),(3 335.52628),(4 335.55658),(5 348.48206),(6 349.46796),(7 352.46976),(8 359.03702),(9 366.8999),(10 369.50406),(11 361.94556),(12 367.96835),(13 364.65778),(14 367.32047),(15 368.86526),(16 375.87735),(17 382.62122),(18 380.46603),(19 378.13763),(20 377.87457),(21 380.38632),(22 380.28928),(23 385.82626),(24 389.77),(25 384.36917),(26 388.33057),(27 389.34076),(28 389.61438),(29 395.2893),(30 397.0332),(31 397.62772),(32 394.06815),(33 393.69247),(34 404.5188),(35 398.78497),(36 405.12177),(37 405.15756),(38 394.163),(39 394.30328),(40 388.40018),(41 384.76935),(42 391.87064),(43 399.472),(44 404.8138),(45 401.11694),(46 401.95847),(47 396.5475),(48 390.35782),(49 392.75348),(50 392.69736),(51 390.14142),(52 388.48187),(53 386.73312),(54 387.2231),(55 380.4663),(56 383.1543),(57 373.38733),(58 371.7536),(59 374.57413),(60 374.50522),(61 376.01328),(62 380.09314),(63 382.23062),(64 390.20404),(65 388.64722),(66 386.58957),(67 385.46967),(68 391.19482),(69 392.4541),(70 391.10342),(71 390.24393),(72 384.78397),(73 383.83807),(74 386.76135),(75 381.05908),(76 377.29745),(77 370.81302),(78 369.16165),(79 374.79956),
(1 286.69894),(2 326.2544),(3 326.1821),(4 327.32974),(5 337.89435),(6 341.29526),(7 347.23053),(8 345.20517),(9 355.53802),(10 355.65726),(11 353.49686),(12 359.58408),(13 358.81888),(14 361.95938),(15 363.06088),(16 370.12503),(17 377.77188),(18 376.1944),(19 373.85706),(20 371.40073),(21 377.02228),(22 376.89404),(23 377.94516),(24 382.43793),(25 379.78854),(26 379.87912),(27 381.95413),(28 386.08664),(29 391.44977),(30 392.58618),(31 395.3305),(32 394.4986),(33 393.98538),(34 397.8058),(35 399.3913),(36 397.41025),(37 399.16907),(38 395.70343),(39 394.98077),(40 390.0658),(41 387.68097),(42 392.72574),(43 395.33438),(44 401.73102),(45 392.05103),(46 392.35526),(47 387.6801),(48 381.97025),(49 383.3788),(50 383.245),(51 379.1919),(52 379.29404),(53 374.58154),(54 371.0637),(55 367.90436),(56 366.61642),(57 363.0387),(58 363.3792),(59 364.0938),(60 362.94043),(61 363.70612),(62 369.8298),(63 373.838),(64 380.17938),(65 380.34372),(66 373.547),(67 371.98676),(68 377.09442),(69 376.87567),(70 375.64633),(71 378.86005),(72 372.13028),(73 371.7593),(74 372.10318),(75 370.93155),(76 366.64886),(77 366.44894),(78 365.8778),(79 372.22394),
(1 285.5699),(2 322.27795),(3 320.09268),(4 323.96103),(5 333.99045),(6 334.1966),(7 339.53848),(8 337.52505),(9 347.7216),(10 352.74634),(11 346.3547),(12 348.45956),(13 351.13245),(14 349.55048),(15 350.38168),(16 358.13168),(17 365.1429),(18 362.36325),(19 363.1567),(20 361.24118),(21 365.85098),(22 368.71204),(23 372.6553),(24 378.84464),(25 371.74286),(26 370.605),(27 374.6322),(28 380.66553),(29 380.0186),(30 381.8451),(31 384.97562),(32 384.51508),(33 384.8767),(34 391.167),(35 392.6583),(36 390.71735),(37 394.2298),(38 384.08344),(39 383.0624),(40 386.55075),(41 385.67923),(42 388.32477),(43 389.91724),(44 392.8954),(45 389.03616),(46 394.40936),(47 390.24963),(48 382.50546),(49 379.95834),(50 379.67902),(51 375.89557),(52 369.9486),(53 374.512),(54 374.8679),(55 379.1014),(56 373.67682),(57 370.56177),(58 363.84467),(59 365.4985),(60 362.27338),(61 363.14618),(62 363.4175),(63 370.7768),(64 371.55655),(65 371.36832),(66 366.3404),(67 368.0619),(68 367.29565),(69 365.95486),(70 369.21234),(71 365.44153),(72 362.73468),(73 360.9433),(74 362.17166),(75 356.44128),(76 352.62305),(77 353.1618),(78 348.62302),(79 352.7092),
(1 278.95853),(2 317.096),(3 317.2167),(4 319.29636),(5 327.17493),(6 330.5481),(7 330.09265),(8 334.03156),(9 340.69598),(10 345.26425),(11 340.03348),(12 346.55197),(13 348.6152),(14 349.21747),(15 351.05118),(16 356.35397),(17 359.2631),(18 359.92062),(19 356.64938),(20 362.93686),(21 363.4046),(22 362.5803),(23 364.7932),(24 368.85727),(25 365.15317),(26 360.79684),(27 362.71707),(28 363.83154),(29 364.23444),(30 371.02133),(31 373.20343),(32 369.25183),(33 368.78873),(34 374.64777),(35 375.3498),(36 378.91205),(37 380.07837),(38 375.02118),(39 367.91522),(40 370.57523),(41 369.44333),(42 371.69455),(43 374.37076),(44 375.76096),(45 378.0031),(46 378.55197),(47 376.34012),(48 368.52188),(49 373.0315),(50 371.71173),(51 369.61905),(52 366.1058),(53 363.38916),(54 364.2217),(55 368.08072),(56 368.02072),(57 360.0998),(58 355.6119),(59 355.58838),(60 355.07135),(61 356.50543),(62 361.82977),(63 366.06494),(64 367.9039),(65 366.0114),(66 359.41983),(67 362.30716),(68 357.4787),(69 359.83545),(70 359.5324),(71 360.3385),(72 356.42703),(73 353.9217),(74 352.69617),(75 350.01038),(76 343.14908),(77 342.09506),(78 342.99942),(79 350.2463),
(1 280.2338),(2 321.31927),(3 322.95212),(4 321.4878),(5 329.81506),(6 333.12613),(7 333.91727),(8 336.1204),(9 344.26163),(10 348.4557),(11 342.96976),(12 343.17303),(13 344.63687),(14 350.15967),(15 348.10995),(16 349.0492),(17 354.24792),(18 352.23932),(19 352.49442),(20 355.37756),(21 355.98883),(22 357.80142),(23 361.14044),(24 366.3602),(25 361.84024),(26 363.9785),(27 363.19342),(28 366.21353),(29 368.9117),(30 370.87802),(31 372.25107),(32 372.8188),(33 367.3852),(34 372.84113),(35 377.5785),(36 382.367),(37 384.4769),(38 376.6306),(39 374.25085),(40 380.75806),(41 375.29266),(42 376.58926),(43 384.76126),(44 385.93503),(45 384.29596),(46 385.77277),(47 381.3259),(48 370.85107),(49 372.85486),(50 374.33325),(51 372.67523),(52 370.12115),(53 369.6541),(54 367.6842),(55 366.62094),(56 364.24695),(57 359.2184),(58 353.7129),(59 350.59177),(60 351.07828),(61 353.54605),(62 352.94556),(63 360.74316),(64 364.70786),(65 364.95657),(66 356.2629),(67 361.69904),(68 361.24222),(69 362.54224),(70 360.47617),(71 363.98563),(72 355.96094),(73 355.67313),(74 350.6593),(75 347.45813),(76 345.034),(77 340.71756),(78 342.8435),(79 347.13223),
