1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 38494.1),(2 86759.64),(3 97729.48),(4 96168.27),(5 107657.64),(6 116326.266),(7 116242.91),(8 117371.25),(9 125111.61),(10 136049.27),(11 142302.36),(12 142628.6),(13 143839.9),(14 141737.95),(15 139487.2),(16 138603.44),(17 140745.17),(18 144556.44),(19 145467.77),(20 144554.52),(21 142319.73),(22 143112.17),(23 143803.14),(24 141967.17),(25 140215.4),(26 141991.81),(27 147199.97),(28 149375.84),(29 151341.5),(30 155665.17),(31 160430.66),(32 160108.45),(33 157450.9),(34 159392.03),(35 160464.28),(36 158872.8),(37 161140.72),(38 165783.36),(39 168467.23),(40 165451),(41 162419.89),(42 162991.17),(43 162803.83),(44 164671.23),(45 166936.33),(46 167628.64),(47 165611.27),(48 162007.58),(49 158993.83),(50 161094.94),(51 163806.44),(52 166602.44),(53 169746.39),(54 174492.36),(55 173862.94),(56 171117.8),(57 170029.97),(58 171114.61),(59 169891.45),(60 168242.78),(61 171017.33),(62 173987.77),(63 170369.7),(64 168169.08),(65 168337.45),(66 170429.8),(67 171852.69),(68 172691.6),(69 174199.9),(70 174839.06),(71 175393.14),(72 175846.17),(73 175135.06),(74 175569.06),(75 175632.16),(76 175422.42),(77 173200.14),(78 174945.34),(79 179475.34),
(1 38240.574),(2 87194.62),(3 95607.91),(4 92525.89),(5 103234.9),(6 112776.055),(7 113499.92),(8 112966.73),(9 121785.125),(10 132928.34),(11 137987.56),(12 137696.94),(13 137244.81),(14 136707.66),(15 134554.36),(16 134258.27),(17 135234.67),(18 140622.11),(19 140893.95),(20 139863.56),(21 138525.56),(22 140876.66),(23 140265.42),(24 140130.02),(25 140276.5),(26 144313.67),(27 147888.66),(28 151005.98),(29 152530.5),(30 154537.31),(31 156551.44),(32 156410.52),(33 154971.17),(34 155084.33),(35 155243.1),(36 155048.34),(37 155128.05),(38 157844.69),(39 160045.53),(40 158645.56),(41 157142.02),(42 158786.47),(43 161443.67),(44 162615.78),(45 162489.78),(46 163189.02),(47 161230.67),(48 157652.19),(49 156659.56),(50 160460.61),(51 165264),(52 168098.03),(53 170277.89),(54 173166.08),(55 171943.11),(56 169535.92),(57 170624.25),(58 170037.72),(59 167906.56),(60 165945.25),(61 166126.16),(62 165596.08),(63 161852.78),(64 159475.25),(65 161199.63),(66 162476.36),(67 164826.84),(68 166353.55),(69 166386.78),(70 165762.36),(71 167575.69),(72 168522.06),(73 170750.23),(74 169347.56),(75 167604.47),(76 168497.78),(77 166813.75),(78 164923.88),(79 168840.38),
(1 36065.906),(2 80975.42),(3 89661.82),(4 87915.25),(5 98428.04),(6 107649.4),(7 107273.22),(8 106973.195),(9 113925.555),(10 125884.93),(11 131177.33),(12 129639.97),(13 128543.13),(14 126611.586),(15 125942.31),(16 126778.25),(17 128043.8),(18 131798.4),(19 133256.66),(20 133380.14),(21 132870.95),(22 133906.23),(23 133573.06),(24 132897.72),(25 133051.14),(26 137649.44),(27 142808.89),(28 142883.13),(29 143230.78),(30 144950.72),(31 146480.97),(32 145951.72),(33 145449.11),(34 147556.52),(35 148253.36),(36 147946.03),(37 148102.9),(38 151107.58),(39 151509.48),(40 148264.98),(41 145075.1),(42 145527.7),(43 147219.03),(44 149119.27),(45 149884.72),(46 150116.78),(47 150694.16),(48 147982.56),(49 146644.17),(50 148861.78),(51 151157.1),(52 152031.02),(53 155856.27),(54 158428.6),(55 157567.23),(56 156000.98),(57 157590.02),(58 159238.45),(59 157792.8),(60 158018.22),(61 158431.2),(62 157128.95),(63 155538.23),(64 154621.9),(65 153889.34),(66 154452.55),(67 155522.11),(68 157155.17),(69 160756.36),(70 159653.9),(71 159312.25),(72 161519.61),(73 162267.34),(74 163291.81),(75 161691.22),(76 159566.22),(77 158740.84),(78 159336),(79 162264.86),
(1 37191.023),(2 81780.65),(3 90323.38),(4 88196.05),(5 99108.35),(6 108113.6),(7 107906.57),(8 107467.87),(9 113747.85),(10 122312.79),(11 129931.555),(12 128726.08),(13 126372.47),(14 124391.664),(15 123052.734),(16 124158.75),(17 126855.8),(18 129150.88),(19 130138.51),(20 130642.65),(21 130418.914),(22 129787.23),(23 128905.85),(24 127316.54),(25 128439.21),(26 132966.83),(27 138818.6),(28 140410.36),(29 140095),(30 139907.98),(31 141453.61),(32 141186.23),(33 140830.39),(34 141307.66),(35 144014.7),(36 144332.98),(37 143812.53),(38 146182.31),(39 146122.27),(40 142129.42),(41 140098.58),(42 140701.03),(43 142412.28),(44 143428.75),(45 145688.66),(46 147261.14),(47 146899.36),(48 144413.23),(49 144119.34),(50 147533.7),(51 151596.31),(52 154404.95),(53 158790.78),(54 162177.83),(55 162654.95),(56 163200.39),(57 164730.33),(58 166318.61),(59 166405),(60 165330.73),(61 165671.22),(62 165359.14),(63 166759.9),(64 168809.14),(65 167721.16),(66 168896.48),(67 170386.02),(68 170242.19),(69 170266.9),(70 172105.23),(71 174600.4),(72 174279.1),(73 174156.81),(74 174916.84),(75 173594.4),(76 171623.6),(77 169322.14),(78 169116.81),(79 171765.27),
(1 35399.63),(2 78784.8),(3 86270.3),(4 85023.29),(5 94140.31),(6 103235.164),(7 103939.84),(8 104539.39),(9 109105.65),(10 116561.31),(11 122294.09),(12 122505.586),(13 120012.6),(14 118078.17),(15 117495.234),(16 117947.914),(17 118910.21),(18 121224.02),(19 122280.15),(20 122121.305),(21 121963.67),(22 122970.37),(23 122772.62),(24 123253.96),(25 123977.89),(26 129886.78),(27 134455.61),(28 134858.19),(29 133829.42),(30 134858.33),(31 134896.25),(32 133122.95),(33 134990.25),(34 138510.17),(35 141918.77),(36 141416.48),(37 143376.25),(38 146082.11),(39 146089.72),(40 143800.28),(41 142511.27),(42 144151.88),(43 144244.83),(44 144636.58),(45 146120.86),(46 148125.19),(47 148605.77),(48 145814.53),(49 145926.72),(50 148328.4),(51 150991.73),(52 152992.63),(53 155271.17),(54 158689.61),(55 159096.45),(56 158681.38),(57 159978.72),(58 161316.08),(59 160698.19),(60 162275.88),(61 160731.94),(62 161714.83),(63 162316.89),(64 163549.11),(65 164209.27),(66 164982.72),(67 168472.17),(68 167495.86),(69 165117.77),(70 164064.7),(71 165545.11),(72 166869.31),(73 165445.63),(74 164804.63),(75 164140.88),(76 162503.55),(77 161881.56),(78 162722.89),(79 164157.28),
(1 36251.168),(2 79449.5),(3 85971.45),(4 83299.28),(5 92283.91),(6 101414.65),(7 104443.77),(8 107037.78),(9 109251.5),(10 113814.945),(11 119015.99),(12 118979.35),(13 115922.414),(14 113033.72),(15 110836.71),(16 112029.64),(17 115268.44),(18 117891.23),(19 118566.38),(20 117722.69),(21 119859.04),(22 120739.92),(23 120722.8),(24 119537.664),(25 123436.914),(26 129640.5),(27 131553.42),(28 132631.67),(29 132201.22),(30 131944.38),(31 132719.08),(32 131672.05),(33 132272.89),(34 135452.33),(35 138221.17),(36 138750.36),(37 138309.4),(38 139377.22),(39 138563.48),(40 134995.78),(41 134817.92),(42 135887.67),(43 135512.19),(44 136205.97),(45 138909.2),(46 140342.34),(47 140062.08),(48 140132.2),(49 138730.08),(50 139071.45),(51 140789.55),(52 144104.13),(53 146925.31),(54 148047.64),(55 147710.03),(56 147559.94),(57 148602.81),(58 148863.63),(59 149567.8),(60 150534.38),(61 152212.75),(62 152225.47),(63 151991.92),(64 152689.66),(65 153162.9),(66 157545.03),(67 162337.81),(68 162991.05),(69 161103.25),(70 159684.28),(71 160534.84),(72 159772.38),(73 159176.02),(74 159155.16),(75 156447.53),(76 154213.28),(77 153839.55),(78 154870.67),(79 155738.98),
(1 37186.883),(2 81408.59),(3 85766.414),(4 81053.77),(5 88885.49),(6 97980.99),(7 101274.79),(8 103782.336),(9 106636.2),(10 109503.85),(11 113071.28),(12 113106.3),(13 109914.164),(14 106313.56),(15 103032.72),(16 105138.055),(17 109323.73),(18 110839.06),(19 111151.445),(20 110627.33),(21 112950.64),(22 113358.84),(23 111191.516),(24 112398.85),(25 116493.53),(26 120867.875),(27 124509.68),(28 125809.195),(29 129040.62),(30 129450.17),(31 127953.92),(32 127719.42),(33 127918.01),(34 129537.81),(35 132473.1),(36 133487.13),(37 136015.56),(38 137684.47),(39 137733.1),(40 136868.45),(41 137791.5),(42 138618.22),(43 137736.56),(44 138190.17),(45 141284.58),(46 141687.2),(47 141386.75),(48 138255.2),(49 136297.4),(50 135911.05),(51 137194.39),(52 139499.03),(53 143987.34),(54 146731.89),(55 145444.25),(56 143941.22),(57 145783.13),(58 145117.89),(59 143464.89),(60 145231.5),(61 146112.88),(62 146415.81),(63 149982.13),(64 152067.06),(65 154087.72),(66 158194.47),(67 163300.06),(68 163691.2),(69 162299.66),(70 161408.64),(71 160437.2),(72 160115.7),(73 159364.92),(74 158759.14),(75 157846.92),(76 156978.4),(77 156352.55),(78 156757.78),(79 159552.08),
(1 35883.934),(2 79315.95),(3 84572.53),(4 81785.49),(5 88480.234),(6 96662.03),(7 99518.33),(8 102371.6),(9 105889.83),(10 107506.67),(11 109195.625),(12 109913.67),(13 107387.84),(14 105013.87),(15 102131.55),(16 103951.89),(17 107253.73),(18 108681.25),(19 109103.95),(20 109083.8),(21 111300.414),(22 110775.81),(23 108568.33),(24 109199.43),(25 113399.1),(26 116564.44),(27 118702.76),(28 121304.664),(29 122423.76),(30 124272.3),(31 126868.48),(32 125249.805),(33 125649.19),(34 128371.94),(35 128503.09),(36 128084.68),(37 130444.8),(38 134537),(39 134633.66),(40 133673.69),(41 135308.25),(42 136750.88),(43 135787.42),(44 136177.72),(45 138131.17),(46 138807.23),(47 137364.03),(48 135702.11),(49 133607.73),(50 134409),(51 136181.67),(52 137899.97),(53 140944.14),(54 143598.97),(55 142198.84),(56 140820.72),(57 141265.05),(58 141043.23),(59 140010.39),(60 140700.36),(61 139598.23),(62 139552.86),(63 141298.4),(64 144595.64),(65 145625.05),(66 149036.64),(67 150602.78),(68 150757.98),(69 151501),(70 151441.08),(71 150423.25),(72 149650.75),(73 150176.42),(74 149983.38),(75 148398.1),(76 148755.97),(77 149528.55),(78 149178.42),(79 150590.05),
(1 37858.87),(2 81621.37),(3 87348.91),(4 84270.03),(5 91603.33),(6 97681.33),(7 100443.67),(8 104332.77),(9 108606.336),(10 110885.65),(11 111623.91),(12 113398.44),(13 112140.195),(14 107722.52),(15 104076.31),(16 105906.125),(17 110790.47),(18 111048.305),(19 109353.26),(20 110192.836),(21 111273.85),(22 110186.37),(23 110413.6),(24 112985.1),(25 115842.48),(26 119296.79),(27 121484.336),(28 122467.695),(29 124162.25),(30 126800.47),(31 128345.195),(32 130557.48),(33 131187.31),(34 131693.66),(35 132206.97),(36 130633.13),(37 131472.78),(38 133084.48),(39 134060.45),(40 136331.48),(41 137726.63),(42 139633.39),(43 139618.8),(44 140210.22),(45 141686.5),(46 141793.7),(47 140993.53),(48 139627.88),(49 138807.69),(50 138236.5),(51 139826.3),(52 143219.25),(53 146977.72),(54 146943.89),(55 144699.97),(56 144123.89),(57 144445.78),(58 142802.38),(59 143103.16),(60 146799.48),(61 147049.92),(62 145704.11),(63 146905.48),(64 148029.63),(65 151613.22),(66 154954.13),(67 155332.22),(68 154568.7),(69 155004.92),(70 155907.16),(71 155630.03),(72 154986.19),(73 154160.7),(74 152990.97),(75 153764.31),(76 153440.98),(77 152591.94),(78 153023.73),(79 153934.05),
(1 36349.863),(2 79248.266),(3 85640.43),(4 84621.34),(5 88430.016),(6 92729.44),(7 96676.13),(8 100739.016),(9 104871.12),(10 105225.125),(11 105393.45),(12 107383.234),(13 107788.92),(14 104933.22),(15 101017.25),(16 102408.81),(17 105995.58),(18 106620.945),(19 107445.34),(20 108546.37),(21 108014.73),(22 106709.8),(23 108511.15),(24 110502.86),(25 113149.7),(26 116082.26),(27 117600.94),(28 116902.03),(29 117007.62),(30 119699.4),(31 120064.71),(32 120187.45),(33 122229.26),(34 122866.9),(35 122343.58),(36 122621.875),(37 123085.4),(38 122792.42),(39 123288.69),(40 124452.07),(41 126659.97),(42 128494.07),(43 129338.56),(44 131734.33),(45 135134.25),(46 135559.08),(47 135026.83),(48 133066.14),(49 130990.71),(50 130862.87),(51 133298.56),(52 136140.2),(53 139259.95),(54 140149.14),(55 136795.94),(56 134858.98),(57 133910.08),(58 133050.86),(59 134472.6),(60 136755.64),(61 137284.11),(62 136905.4),(63 137784.31),(64 137949.66),(65 139478.06),(66 141475.64),(67 142798.61),(68 142924.33),(69 142552.08),(70 143018.89),(71 143307.88),(72 144363.63),(73 143480.69),(74 142673.05),(75 141034.78),(76 143060.86),(77 142045.48),(78 140401.63),(79 140891.48),
(1 36656.926),(2 80509.89),(3 87680.15),(4 85443.46),(5 87183.18),(6 89671.65),(7 92750.17),(8 99721.83),(9 103480.15),(10 103512.99),(11 101739.16),(12 103251.75),(13 104203.87),(14 101507.31),(15 97823.89),(16 101156.14),(17 104849.3),(18 104378.555),(19 105528.75),(20 108732.9),(21 107224.84),(22 104523.25),(23 104432.81),(24 106287.63),(25 108903.52),(26 111591.484),(27 113421.3),(28 112913.76),(29 114266.4),(30 116017.9),(31 117304.06),(32 118486.65),(33 119286.53),(34 121303.445),(35 122160.07),(36 121291.42),(37 123015.15),(38 123141.8),(39 121897.22),(40 123783.93),(41 127094.75),(42 128057.766),(43 129690.58),(44 133693.3),(45 135929.44),(46 137012.23),(47 138220.64),(48 136869.75),(49 134071.95),(50 134552.38),(51 135886.23),(52 137660.95),(53 140426.55),(54 140404.27),(55 136443.23),(56 133227.77),(57 132820.55),(58 130770.44),(59 131844.55),(60 134422.81),(61 133864.33),(62 132560.33),(63 134121.58),(64 133716.8),(65 133987.69),(66 135891.7),(67 136589.42),(68 138158.3),(69 138425.25),(70 138055.69),(71 138822.44),(72 140694.11),(73 140903.97),(74 140009),(75 141191.5),(76 140886.89),(77 142846.38),(78 143344),(79 142556.17),
(1 36523.87),(2 77902.01),(3 84751.45),(4 83683.125),(5 85285.95),(6 87353.305),(7 92004.9),(8 100056.984),(9 104994.57),(10 102856.766),(11 100267.68),(12 101948.56),(13 103601.54),(14 101389.14),(15 98975.914),(16 101071.64),(17 104553.18),(18 104938.305),(19 104053.37),(20 106592.97),(21 106378.85),(22 102870.24),(23 103133.08),(24 104966.59),(25 107189.43),(26 108728.46),(27 110106.03),(28 111003.02),(29 112328.5),(30 113515.31),(31 114425.28),(32 117379.78),(33 119352.56),(34 119393.25),(35 119766.39),(36 121780.58),(37 123287.05),(38 124534.89),(39 125253.04),(40 125642.5),(41 127985.51),(42 128525.586),(43 130254.96),(44 134739.5),(45 138339.36),(46 139635.34),(47 139513.69),(48 139851.28),(49 140082.3),(50 138770.81),(51 139222.83),(52 142048.6),(53 145930.28),(54 145494.53),(55 143499.4),(56 142822.16),(57 142047.55),(58 140589.3),(59 142706.81),(60 144335.67),(61 143970.69),(62 143432.58),(63 142656.2),(64 142660.16),(65 143202.39),(66 144855.56),(67 146580),(68 147385.73),(69 149188.61),(70 148700.34),(71 149803.98),(72 149312.77),(73 148453.97),(74 148183.9),(75 148066.75),(76 148678.92),(77 148949.03),(78 149029.55),(79 151691.48),
(1 36291.88),(2 77697.086),(3 84291.71),(4 84484.98),(5 84434.07),(6 86434.77),(7 91745.625),(8 99629.48),(9 104908.6),(10 103356.8),(11 98610.05),(12 98927.336),(13 99841.914),(14 97394.125),(15 95480.08),(16 97756.69),(17 100098.3),(18 99887.77),(19 101197.164),(20 104222.83),(21 104282.32),(22 100590.555),(23 99906.74),(24 102830.49),(25 105122.68),(26 107290.46),(27 107900.8),(28 108877.35),(29 108788.375),(30 108713.6),(31 111347.766),(32 114443.87),(33 115309.58),(34 115907.586),(35 116398.75),(36 117813.11),(37 119082.91),(38 118240.21),(39 118367.31),(40 119198.43),(41 119698.96),(42 122060.36),(43 124841.234),(44 128617.87),(45 131722.3),(46 133311.19),(47 133148.9),(48 132564.69),(49 133335.58),(50 132943.19),(51 133648.72),(52 135226.63),(53 137871.19),(54 137769.27),(55 136297.03),(56 135418.27),(57 134131.48),(58 134155.17),(59 136195.94),(60 137451.19),(61 136658.72),(62 135163.66),(63 132991.86),(64 130776.664),(65 131630.69),(66 133344.64),(67 134526.84),(68 136489.28),(69 136616.48),(70 136110.03),(71 136441.16),(72 135670.42),(73 133637.73),(74 133104.05),(75 135052.6),(76 133813.92),(77 134099.61),(78 135215.69),(79 136233.72),
(1 36460.902),(2 76837.28),(3 83596.82),(4 84313.94),(5 84172.96),(6 84178.03),(7 90831.164),(8 100256.44),(9 105514.44),(10 103112),(11 97652),(12 97108.99),(13 98988.54),(14 96213.79),(15 94041.65),(16 96567.65),(17 98503.31),(18 97054.77),(19 97981.016),(20 104051.61),(21 103890.016),(22 100049.664),(23 102199.94),(24 105138.64),(25 107109.17),(26 108613.28),(27 110126.21),(28 110433.484),(29 110112.055),(30 109951.16),(31 111934.25),(32 113573.92),(33 114395.586),(34 114880.414),(35 115533.266),(36 116131.914),(37 117296.305),(38 116811.55),(39 115590.85),(40 116197.125),(41 117421.81),(42 117834.2),(43 121581.586),(44 128120.445),(45 130719.34),(46 130815.72),(47 132711.3),(48 133688.48),(49 132644.64),(50 133233.84),(51 135317.6),(52 137342.52),(53 137799.23),(54 137028.73),(55 136975.19),(56 136731.23),(57 134558.17),(58 135228.69),(59 139460.25),(60 141278.1),(61 140789.36),(62 139878.31),(63 136926.83),(64 135823.19),(65 135206.1),(66 136507.7),(67 137677.83),(68 139365.58),(69 139579.53),(70 140445.44),(71 141433.81),(72 140643.14),(73 138117.1),(74 138308.03),(75 138130.66),(76 138165.42),(77 137860.53),(78 138355.55),(79 138254.45),
(1 33634.758),(2 68504.586),(3 74871.7),(4 79666.08),(5 79738.35),(6 79110.42),(7 84976.695),(8 93697.695),(9 99211.46),(10 98093.82),(11 92284.86),(12 91112.99),(13 93358.2),(14 92529.734),(15 90911.8),(16 91298.02),(17 91736.83),(18 90510.09),(19 91538.59),(20 96237.734),(21 96927.67),(22 94063.55),(23 95450.81),(24 97569.26),(25 98634.73),(26 98662.06),(27 100072.55),(28 100801.02),(29 99088.98),(30 98968.12),(31 101167.18),(32 102212.164),(33 103161.8),(34 103866.7),(35 103840.98),(36 104407.67),(37 106858.74),(38 106313.9),(39 105997.18),(40 106011.22),(41 106191.016),(42 106859.78),(43 111008.586),(44 115950.29),(45 117486.25),(46 118308.82),(47 119990.13),(48 120894.16),(49 120274.86),(50 120271.164),(51 120784.664),(52 122085.086),(53 123266.914),(54 122811.71),(55 121961.305),(56 120608.62),(57 119860.85),(58 120915.555),(59 122857.62),(60 124667.67),(61 125308.34),(62 123886.38),(63 122239.805),(64 121124.08),(65 122003.92),(66 121008.484),(67 122453.984),(68 122505.73),(69 121913.2),(70 122291.805),(71 122850.86),(72 122422.016),(73 122049.71),(74 123308.08),(75 125340.38),(76 125116.1),(77 123701.86),(78 122652.47),(79 122949.59),
(1 34246.863),(2 69319.7),(3 74405.4),(4 79974.26),(5 82247.67),(6 81103.71),(7 85789.42),(8 94778.195),(9 101272.484),(10 99466.805),(11 92654.95),(12 91101.516),(13 93811.695),(14 92394.04),(15 91814.63),(16 93124.19),(17 92219.84),(18 89968.08),(19 94801.96),(20 101002.17),(21 98420.414),(22 96666.195),(23 101405.12),(24 103846.086),(25 104066.18),(26 104919.4),(27 106117.375),(28 106917.49),(29 105197.414),(30 103748.81),(31 106345.71),(32 108602.414),(33 108744.93),(34 109161.734),(35 109830.49),(36 110065.61),(37 111099.664),(38 110991.195),(39 110409.11),(40 110055.99),(41 109411.54),(42 109548.94),(43 112445.29),(44 115354.15),(45 116500.99),(46 117693.69),(47 119220.016),(48 120369.266),(49 120837.29),(50 120478.94),(51 119899.25),(52 120922.125),(53 121304.086),(54 121531.79),(55 120277.875),(56 118476.43),(57 115595.04),(58 117073.12),(59 118899.5),(60 120473.97),(61 121219.08),(62 120500.89),(63 118670.11),(64 119194.1),(65 119981.27),(66 120196.59),(67 121387.96),(68 123318.94),(69 120849.305),(70 121065.11),(71 120113.69),(72 120799.195),(73 120628.92),(74 120999.05),(75 122537.67),(76 122516.555),(77 122581.04),(78 120498.37),(79 120513.36),
(1 32906.063),(2 65994.19),(3 71333.61),(4 77447.82),(5 79286.85),(6 76974.87),(7 82284.44),(8 90682.01),(9 97115.21),(10 93953.39),(11 87635.016),(12 88367.38),(13 91629.6),(14 90530.01),(15 89698.27),(16 91837.03),(17 90544.85),(18 87459.82),(19 90467.46),(20 96049.71),(21 95096.99),(22 92900.29),(23 95969.16),(24 99028.99),(25 100892.53),(26 102005.125),(27 103803.12),(28 102988.73),(29 100883),(30 100319.08),(31 100690.99),(32 102372.37),(33 102950.32),(34 103706.125),(35 104446.05),(36 105596.5),(37 106342.97),(38 105453.945),(39 104283.66),(40 104262.414),(41 104367.61),(42 104418.16),(43 105879.91),(44 108902.52),(45 110247.305),(46 111553.09),(47 112185.23),(48 111616.75),(49 111909.516),(50 111678.11),(51 110864.4),(52 112812.04),(53 115314.03),(54 114713.8),(55 113593.89),(56 111596.24),(57 109346.9),(58 108368.52),(59 109609.2),(60 111675.88),(61 113390.17),(62 111624.47),(63 111241.21),(64 112644.35),(65 114682.44),(66 114731.96),(67 116680.61),(68 117500.95),(69 116097.586),(70 116402.58),(71 116259.805),(72 114545.914),(73 115452.25),(74 116464.266),(75 117111.64),(76 117339.805),(77 116693.23),(78 116256.45),(79 115649.46),
(1 32310.896),(2 63141.13),(3 68441.875),(4 75019.516),(5 75165.26),(6 72616.71),(7 78406.58),(8 88986.82),(9 94828.305),(10 90424.9),(11 82987.65),(12 82977.305),(13 87207.75),(14 86915.71),(15 86722.06),(16 88426.305),(17 87001.38),(18 85094.07),(19 87682.64),(20 92045.36),(21 90643.266),(22 89850.19),(23 93350.18),(24 95382.305),(25 96296.67),(26 98169.21),(27 99100.695),(28 99297.38),(29 97395.15),(30 95105.805),(31 95820.42),(32 96843.2),(33 97271.53),(34 98371.07),(35 99024.55),(36 99654.836),(37 101043.49),(38 100174.27),(39 98015.7),(40 97089.74),(41 96602.53),(42 97567.04),(43 99895.195),(44 100821.445),(45 101894.086),(46 103345.54),(47 104210.7),(48 104427.766),(49 104111.09),(50 102612.77),(51 101876.125),(52 102949.87),(53 104909.66),(54 104895.73),(55 104444.086),(56 102765.74),(57 100865.234),(58 100367.875),(59 100352.77),(60 101098),(61 102943.664),(62 102377.2),(63 103047.24),(64 105325.305),(65 105176.984),(66 106705.85),(67 107363.445),(68 107379.14),(69 106868.32),(70 108233.055),(71 107285.11),(72 106126.82),(73 105782.79),(74 106782.23),(75 107895.53),(76 107447.95),(77 107831.99),(78 106584.14),(79 107686.14),
(1 32226.504),(2 63138.81),(3 66876.57),(4 72966.35),(5 73694.74),(6 71100.67),(7 76887.28),(8 87639.92),(9 94262.586),(10 89897.82),(11 85324.78),(12 84894.29),(13 85741.04),(14 85561.13),(15 87354.766),(16 89996.164),(17 88152.555),(18 85368.9),(19 88997.34),(20 92200.94),(21 90327.66),(22 88882.9),(23 91903.9),(24 94236.92),(25 95898.81),(26 98008.78),(27 98997.13),(28 97825.02),(29 95686.09),(30 94574.26),(31 95247.75),(32 95179.45),(33 94851.14),(34 95325.87),(35 95899.62),(36 97068.9),(37 98009.375),(38 96987.2),(39 95455.016),(40 92899.68),(41 91360.46),(42 92467.92),(43 95724.13),(44 97202.945),(45 96649.98),(46 98291.71),(47 99226.016),(48 97729.4),(49 96934.1),(50 96004.4),(51 95980.04),(52 96746.03),(53 97584.34),(54 97712.13),(55 98955.87),(56 97041.875),(57 95564.04),(58 93439.6),(59 93995.695),(60 95700.93),(61 96908.77),(62 97149.125),(63 97781.98),(64 100321.96),(65 101644),(66 102546.64),(67 103647.19),(68 103786.75),(69 103928.195),(70 104656.93),(71 103355.86),(72 103396.555),(73 104093.64),(74 104990.85),(75 106045.71),(76 106156.68),(77 105352.29),(78 104293.78),(79 104992.49),
