1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 833.34296),(2 1175.4386),(3 1457.4197),(4 1607.6486),(5 1725.7944),(6 1799.4233),(7 1887.2339),(8 1891.1881),(9 1944.4379),(10 1984.017),(11 1995.8586),(12 2025.1467),(13 2100.638),(14 2099.5232),(15 2128.1492),(16 2162.3281),(17 2144.957),(18 2163.2449),(19 2208.724),(20 2191.5981),(21 2209.6848),(22 2243.5557),(23 2229.9663),(24 2224.5942),(25 2255.0374),(26 2230.4866),(27 2245.5476),(28 2277.1672),(29 2280.0784),(30 2251.926),(31 2270.0227),(32 2257.6233),(33 2234.0962),(34 2250.2021),(35 2209.4587),(36 2200.7463),(37 2229.685),(38 2218.273),(39 2251.0935),(40 2288.5017),(41 2303.6611),(42 2335.7832),(43 2365.6377),(44 2377.0085),(45 2377.6882),(46 2388.2896),(47 2387.4229),(48 2371.475),(49 2398.2163),(50 2366.2827),(51 2372.9229),(52 2370.102),(53 2383.577),(54 2397.3276),(55 2376.1484),(56 2376.587),(57 2392.1995),(58 2356.0774),(59 2381.1533),(60 2381.268),(61 2345.475),(62 2345.4805),(63 2375.0205),(64 2336.6494),(65 2310.5007),(66 2343.142),(67 2322.393),(68 2345.0667),(69 2370.8264),(70 2329.1213),(71 2362.6897),(72 2407.095),(73 2385.232),(74 2373.6074),(75 2404.7678),(76 2373.3389),(77 2365.401),(78 2401.2773),(79 2390.7764),
(1 834.2335),(2 1166.488),(3 1467.5321),(4 1638.4952),(5 1729.989),(6 1801.8219),(7 1918.3314),(8 1945.1515),(9 2008.661),(10 2055.9922),(11 2043.6266),(12 2077.5732),(13 2142.4033),(14 2149.439),(15 2179.8625),(16 2219.8618),(17 2208.569),(18 2229.3481),(19 2257.113),(20 2245.52),(21 2261.6501),(22 2282.2168),(23 2258.907),(24 2274.3708),(25 2270.81),(26 2252.031),(27 2268.1833),(28 2267.6445),(29 2259.4006),(30 2224.7407),(31 2260.2932),(32 2224.782),(33 2216.6196),(34 2228.5938),(35 2202.0525),(36 2216.292),(37 2246.449),(38 2229.3782),(39 2265.119),(40 2303.641),(41 2311.8457),(42 2313.036),(43 2340.1763),(44 2374.7515),(45 2383.9558),(46 2403.1848),(47 2400.7957),(48 2384.9692),(49 2420.195),(50 2409.0466),(51 2426.3064),(52 2441.9807),(53 2411.1514),(54 2433.6548),(55 2412.3186),(56 2413.233),(57 2434.2983),(58 2401.375),(59 2406.722),(60 2424.6245),(61 2392.8696),(62 2390.2764),(63 2396.5247),(64 2370.039),(65 2366.9226),(66 2381.1003),(67 2368.6665),(68 2382.3413),(69 2414.8337),(70 2356.0864),(71 2363.8052),(72 2406.4395),(73 2365.2903),(74 2355.377),(75 2380.0188),(76 2339.5012),(77 2329.6082),(78 2362.3557),(79 2345.583),
(1 804.54224),(2 1122.9103),(3 1393.3207),(4 1546.0917),(5 1654.2778),(6 1742.1921),(7 1845.2714),(8 1871.9714),(9 1919.3931),(10 1973.5284),(11 1981.657),(12 2000.4086),(13 2032.7211),(14 2022.5599),(15 2053.0115),(16 2087.4648),(17 2089.2131),(18 2092.5671),(19 2133.8372),(20 2112.7676),(21 2129.7136),(22 2151.6357),(23 2123.1162),(24 2151.0686),(25 2177.6992),(26 2157.904),(27 2178.6248),(28 2201.4812),(29 2195.8313),(30 2207.163),(31 2231.62),(32 2221.367),(33 2249.5103),(34 2270.3137),(35 2253.921),(36 2248.8733),(37 2269.9531),(38 2249.3784),(39 2291.2651),(40 2314.1472),(41 2320.8142),(42 2339.9763),(43 2365.9849),(44 2387.3704),(45 2391.377),(46 2412.5417),(47 2386.8914),(48 2403.6094),(49 2418.439),(50 2385.4282),(51 2416.9783),(52 2417.6619),(53 2399.183),(54 2392.7126),(55 2374.2554),(56 2369.9746),(57 2395.9485),(58 2365.9412),(59 2367.8442),(60 2389.0093),(61 2353.8252),(62 2352.2825),(63 2365.0137),(64 2333.8096),(65 2324.2097),(66 2336.1143),(67 2319.3276),(68 2331.1426),(69 2351.5784),(70 2335.2122),(71 2335.48),(72 2371.0388),(73 2329.5742),(74 2323.64),(75 2362.982),(76 2346.5735),(77 2339.1282),(78 2335.0027),(79 2304.196),
(1 830.01526),(2 1152.0944),(3 1434.5717),(4 1600.8104),(5 1732.4353),(6 1790.952),(7 1892.4441),(8 1918.0596),(9 1985.9314),(10 2055.3425),(11 2069.7139),(12 2097.5337),(13 2174.0789),(14 2153.2808),(15 2165.1575),(16 2186.5562),(17 2167.0417),(18 2191.42),(19 2213.6174),(20 2181.5767),(21 2198.0627),(22 2224.564),(23 2216.7322),(24 2226.935),(25 2247.8762),(26 2225.611),(27 2251.5234),(28 2271.0115),(29 2271.481),(30 2276.5518),(31 2292.5767),(32 2312.311),(33 2313.7896),(34 2314.524),(35 2278.464),(36 2298.3916),(37 2316.311),(38 2299.252),(39 2301.169),(40 2340.0842),(41 2332.7668),(42 2323.4202),(43 2359.238),(44 2360.331),(45 2367.6892),(46 2366.4697),(47 2333.0466),(48 2365.2026),(49 2359.5361),(50 2341.9556),(51 2366.4226),(52 2375.5544),(53 2361.9927),(54 2369.1333),(55 2330.8335),(56 2325.581),(57 2348.1553),(58 2301.7947),(59 2292.414),(60 2310.1038),(61 2281.9788),(62 2279.904),(63 2316.72),(64 2291.7585),(65 2267.4324),(66 2287.6208),(67 2289.5103),(68 2315.2922),(69 2334.544),(70 2311.0264),(71 2332.3958),(72 2352.747),(73 2330.96),(74 2331.7607),(75 2366.4236),(76 2320.352),(77 2355.335),(78 2382.1594),(79 2381.9238),
(1 797.3855),(2 1118.7721),(3 1374.4238),(4 1516.5337),(5 1638.7672),(6 1719.6222),(7 1819.5101),(8 1851.4174),(9 1901.8412),(10 1957.6176),(11 1973.581),(12 1989.5414),(13 2071.773),(14 2050.4578),(15 2065.0066),(16 2082.0193),(17 2074.4705),(18 2087.6047),(19 2126.724),(20 2106.2407),(21 2134.2341),(22 2167.219),(23 2159.6863),(24 2159.3499),(25 2170.6404),(26 2169.8997),(27 2176.8801),(28 2172.71),(29 2169.9063),(30 2161.0608),(31 2184.0686),(32 2163.7356),(33 2145.391),(34 2155.1604),(35 2131.3247),(36 2140.8926),(37 2164.1904),(38 2145.1113),(39 2162.6758),(40 2176.0781),(41 2173.1985),(42 2164.1912),(43 2192.5313),(44 2207.8738),(45 2211.5051),(46 2232.7734),(47 2194.5964),(48 2197.8044),(49 2223.5098),(50 2181.6614),(51 2180.8918),(52 2181.522),(53 2189.8333),(54 2194.592),(55 2188.492),(56 2206.276),(57 2209.0898),(58 2171.8691),(59 2150.162),(60 2177.5222),(61 2149.6096),(62 2170.247),(63 2225.989),(64 2194.0203),(65 2181.723),(66 2204.7388),(67 2201.709),(68 2240.6682),(69 2267.4746),(70 2260.6448),(71 2274.897),(72 2306.8643),(73 2276.675),(74 2271.436),(75 2311.517),(76 2272.673),(77 2298.4077),(78 2318.8887),(79 2323.1443),
(1 806.1066),(2 1110.9331),(3 1371.5188),(4 1525.7942),(5 1640.2411),(6 1742.5535),(7 1826.0013),(8 1856.8593),(9 1890.6554),(10 1956.4124),(11 1964.2833),(12 2007.4442),(13 2058.2039),(14 2053.9514),(15 2085.674),(16 2114.8486),(17 2110.0505),(18 2134.2754),(19 2165.3687),(20 2132.4585),(21 2152.807),(22 2170.196),(23 2172.438),(24 2152.3271),(25 2180.525),(26 2194.1223),(27 2223.497),(28 2221.0938),(29 2199.4963),(30 2200.3752),(31 2192.283),(32 2176.006),(33 2176.8293),(34 2179.7317),(35 2171.913),(36 2176.8923),(37 2198.6816),(38 2190.1846),(39 2208.6992),(40 2227.3904),(41 2222.8809),(42 2229.988),(43 2265.8943),(44 2269.7124),(45 2275.5173),(46 2263.9326),(47 2233.8088),(48 2224.888),(49 2253.969),(50 2254.004),(51 2271.4817),(52 2282.032),(53 2277.057),(54 2305.1665),(55 2301.0732),(56 2314.785),(57 2322.6536),(58 2306.0435),(59 2295.2083),(60 2328.3987),(61 2297.881),(62 2298.7651),(63 2331.511),(64 2296.0237),(65 2274.6045),(66 2291.6575),(67 2297.4849),(68 2302.0017),(69 2314.3555),(70 2304.702),(71 2290.8325),(72 2302.8286),(73 2276.257),(74 2283.1675),(75 2321.957),(76 2280.8833),(77 2285.4414),(78 2293.413),(79 2263.523),
(1 807.3497),(2 1093.5331),(3 1329.8643),(4 1490.8424),(5 1588.8608),(6 1656.9429),(7 1756.1775),(8 1787.5151),(9 1812.0409),(10 1871.9987),(11 1873.7657),(12 1908.6584),(13 1961.876),(14 1962.3174),(15 1982.2844),(16 2011.3774),(17 1995.8611),(18 2009.7444),(19 2041.8154),(20 1987.8584),(21 1998.1884),(22 2014.9264),(23 2037.468),(24 2015.8966),(25 2028.4728),(26 2034.179),(27 2068.7307),(28 2106.3875),(29 2104.7163),(30 2116.576),(31 2134.631),(32 2118.0889),(33 2130.2737),(34 2131.1228),(35 2110.6917),(36 2113.011),(37 2150.504),(38 2129.7588),(39 2129.6313),(40 2154.9517),(41 2159.2405),(42 2173.7651),(43 2200.427),(44 2181.9512),(45 2194.4453),(46 2206.4492),(47 2154.623),(48 2128.5098),(49 2116.7732),(50 2102.8713),(51 2101.3513),(52 2115.1575),(53 2132.9124),(54 2139.8638),(55 2138.7808),(56 2150.0981),(57 2153.5388),(58 2133.1787),(59 2155.4426),(60 2217.8918),(61 2178.2368),(62 2171.0713),(63 2205.0974),(64 2165.8848),(65 2137.9937),(66 2171.4834),(67 2156.2637),(68 2163.731),(69 2164.4832),(70 2148.4514),(71 2144.9868),(72 2171.6418),(73 2111.7317),(74 2111.7786),(75 2140.2034),(76 2118.6743),(77 2119.028),(78 2152.6382),(79 2160.3267),
(1 782.1318),(2 1077.1017),(3 1309.9016),(4 1450.6517),(5 1535.905),(6 1613.7374),(7 1693.7865),(8 1715.235),(9 1760.7738),(10 1838.6255),(11 1850.731),(12 1874.4766),(13 1939.8585),(14 1926.3601),(15 1979.3339),(16 2006.6421),(17 1976.8389),(18 1975.1173),(19 1999.8026),(20 1951.2098),(21 1943.1226),(22 1991.6481),(23 1974.5613),(24 1971.203),(25 1982.6782),(26 1972.0966),(27 1974.8059),(28 1996.8885),(29 1998.8917),(30 1988.035),(31 2001.3011),(32 1987.9767),(33 2014.4723),(34 2024.0133),(35 1998.7753),(36 2004.737),(37 2040.083),(38 2031.8563),(39 2053.1626),(40 2073.626),(41 2084.3489),(42 2093.56),(43 2100.3003),(44 2094.7168),(45 2117.323),(46 2119.586),(47 2086.2136),(48 2077.0066),(49 2082.9873),(50 2026.9119),(51 2036.5724),(52 2044.3735),(53 2064.9253),(54 2088.7224),(55 2073.7217),(56 2070.6406),(57 2081.0742),(58 2076.194),(59 2088.3088),(60 2129.9944),(61 2099.847),(62 2091.003),(63 2120.4067),(64 2082.6938),(65 2080.6992),(66 2074.8743),(67 2073.0076),(68 2096.8936),(69 2115.5776),(70 2105.4116),(71 2110.6553),(72 2135.1147),(73 2103.499),(74 2092.566),(75 2105.5337),(76 2092.8708),(77 2103.7224),(78 2136.5154),(79 2110.3752),
(1 796.84326),(2 1091.9227),(3 1320.8618),(4 1450.2344),(5 1520.7761),(6 1579.7543),(7 1661.7242),(8 1697.7334),(9 1719.4857),(10 1772.4583),(11 1770.4044),(12 1808.4285),(13 1874.6322),(14 1863.4388),(15 1902.2161),(16 1954.9587),(17 1954.2872),(18 1981.603),(19 1999.7853),(20 1970.8793),(21 1997.1478),(22 2033.148),(23 2016.0061),(24 2016.4583),(25 2015.4036),(26 1999.1714),(27 1993.866),(28 2030.5442),(29 2002.7819),(30 1982.204),(31 1972.2927),(32 1963.2054),(33 1965.4934),(34 1968.8612),(35 1943.7832),(36 1947.7228),(37 1972.0459),(38 1954.5337),(39 1963.3241),(40 1990.2596),(41 1993.2356),(42 2001.6356),(43 2040.3405),(44 2048.4236),(45 2063.357),(46 2065.8518),(47 2051.9563),(48 2052.0012),(49 2071.9932),(50 2036.8293),(51 2050.7327),(52 2077.441),(53 2063.3357),(54 2082.0405),(55 2046.6783),(56 2042.9817),(57 2051.5112),(58 2037.7399),(59 2041.9889),(60 2074.7039),(61 2040.5483),(62 2026.6497),(63 2062.1052),(64 2030.7894),(65 2024.5795),(66 2056.2217),(67 2030.3268),(68 2044.5918),(69 2071.2534),(70 2073.7302),(71 2081.9878),(72 2088.254),(73 2055.0344),(74 2045.396),(75 2075.6943),(76 2054.1106),(77 2083.7332),(78 2105.3596),(79 2092.2285),
(1 761.383),(2 1053.0763),(3 1283.5212),(4 1413.1978),(5 1493.2422),(6 1555.6389),(7 1619.6827),(8 1636.2123),(9 1669.0221),(10 1731.8988),(11 1737.5198),(12 1760.7126),(13 1817.217),(14 1813.0292),(15 1838.9486),(16 1876.2874),(17 1865.0918),(18 1884.9049),(19 1924.3666),(20 1894.7454),(21 1916.3921),(22 1936.1572),(23 1932.8141),(24 1949.9424),(25 1962.5968),(26 1976.3671),(27 1972.679),(28 2015.794),(29 1991.1725),(30 1970.1409),(31 1950.471),(32 1934.7925),(33 1922.04),(34 1927.6576),(35 1917.6898),(36 1910.5732),(37 1940.2703),(38 1922.5254),(39 1943.2614),(40 1951.7601),(41 1958.9269),(42 1989.3195),(43 2016.8647),(44 1998.919),(45 1996.3511),(46 2009.6113),(47 2001.8359),(48 2001.6376),(49 1992.8673),(50 1978.6696),(51 2008.3427),(52 2038.0897),(53 2025.5166),(54 2048.0034),(55 2035.8513),(56 2027.2385),(57 2032.1831),(58 2002.6427),(59 2017.588),(60 2030.6311),(61 2001.4276),(62 1997.6951),(63 2017.5256),(64 1979.6305),(65 1982.7379),(66 1991.8053),(67 1978.5343),(68 1982.9889),(69 2018.9132),(70 2011.8632),(71 2024.2274),(72 2040.6244),(73 2008.8658),(74 1996.4043),(75 2019.1136),(76 2005.847),(77 2011.4828),(78 2017.3773),(79 2001.1713),
(1 759.07074),(2 1042.737),(3 1270.4794),(4 1409.1934),(5 1472.4686),(6 1535.7196),(7 1604.5199),(8 1628.95),(9 1656.9276),(10 1699.7015),(11 1714.0826),(12 1732.676),(13 1782.5488),(14 1777.7205),(15 1800.3939),(16 1838.4982),(17 1842.3641),(18 1850.3427),(19 1905.6664),(20 1909.5809),(21 1936.5521),(22 1949.4229),(23 1958.449),(24 1959.8834),(25 1996.9059),(26 1978.765),(27 1995.6537),(28 2013.807),(29 1995.7119),(30 1969.7051),(31 1960.569),(32 1938.2053),(33 1922.487),(34 1953.2408),(35 1930.2164),(36 1930.0192),(37 1922.3285),(38 1905.0671),(39 1914.7189),(40 1908.8035),(41 1942.606),(42 1956.6946),(43 2002.6321),(44 2000.5323),(45 2015.0199),(46 2009.2666),(47 2006.0588),(48 1992.6929),(49 1992.3531),(50 1964.7755),(51 1987.8445),(52 1993.4615),(53 1975.8815),(54 1994.5514),(55 1964.1686),(56 1945.6957),(57 1963.4512),(58 1947.4266),(59 1960.2126),(60 2013.9631),(61 1996.002),(62 1991.7474),(63 2006.7806),(64 1964.395),(65 1973.1089),(66 2002.8776),(67 1980.74),(68 1996.8889),(69 1997.5879),(70 1992.0023),(71 1997.7815),(72 2028.671),(73 1991.3341),(74 1995.5638),(75 2031.737),(76 2010.7258),(77 2015.9326),(78 2023.2921),(79 1993.059),
(1 778.4801),(2 1058.6101),(3 1297.7954),(4 1446.7955),(5 1522.5035),(6 1581.316),(7 1667.3478),(8 1675.7024),(9 1691.6276),(10 1766.9928),(11 1761.4999),(12 1798.8197),(13 1853.6226),(14 1843.8337),(15 1882.1084),(16 1923.8301),(17 1900.2456),(18 1927.7681),(19 1976.2592),(20 1967.2892),(21 1980.3136),(22 2012.2177),(23 2025.6656),(24 2020.9548),(25 2047.3512),(26 2020.4036),(27 2015.2887),(28 2025.9318),(29 1995.4752),(30 1991.6927),(31 1980.872),(32 1965.1996),(33 1964.1392),(34 1972.2583),(35 1968.6658),(36 1971.1561),(37 1960.2627),(38 1946.7583),(39 1954.0883),(40 1975.1045),(41 1980.1927),(42 1989.6328),(43 2021.572),(44 2021.5161),(45 2030.9011),(46 2039.8411),(47 2013.0385),(48 2020.2548),(49 2012.2578),(50 1983.798),(51 2003.0677),(52 1997.1876),(53 2004.1246),(54 2004.7568),(55 1973.501),(56 1957.4915),(57 1976.6387),(58 1970.844),(59 1978.6842),(60 1990.0784),(61 1963.6289),(62 1966.3972),(63 1970.038),(64 1953.3542),(65 1932.4635),(66 1957.3512),(67 1957.5983),(68 1967.5276),(69 1977.5881),(70 1975.4104),(71 1972.4243),(72 1997.6477),(73 1977.1191),(74 1973.8955),(75 2027.6571),(76 2015.503),(77 2015.6008),(78 2022.438),(79 2004.7146),
(1 753.93414),(2 1029.8253),(3 1268.3444),(4 1401.6783),(5 1449.1108),(6 1512.3934),(7 1614.4875),(8 1623.1835),(9 1662.6221),(10 1718.704),(11 1736.5829),(12 1763.9609),(13 1796.4314),(14 1791.9169),(15 1804.2461),(16 1866.9503),(17 1855.6104),(18 1878.058),(19 1910.6819),(20 1892.7358),(21 1898.2849),(22 1920.8387),(23 1929.3754),(24 1927.3157),(25 1941.1967),(26 1906.9264),(27 1900.7855),(28 1919.9774),(29 1894.8828),(30 1877.5659),(31 1890.7318),(32 1891.1272),(33 1901.7013),(34 1887.6614),(35 1885.082),(36 1881.8192),(37 1879.8295),(38 1862.954),(39 1868.7616),(40 1893.0132),(41 1884.8372),(42 1903.5292),(43 1923.243),(44 1922.5317),(45 1945.5934),(46 1975.286),(47 1955.9077),(48 1971.9816),(49 1970.3771),(50 1951.8938),(51 1964.2246),(52 1978.4752),(53 2000.988),(54 2004.1771),(55 1990.0078),(56 1991.2277),(57 1999.8247),(58 1979.9215),(59 1985.1458),(60 1996.7001),(61 1980.3477),(62 1966.9834),(63 1989.7578),(64 1959.6016),(65 1949.9415),(66 1974.271),(67 1950.8064),(68 1963.7795),(69 1979.4133),(70 1960.3696),(71 1971.9073),(72 1998.1581),(73 1967.693),(74 1976.5148),(75 2008.7507),(76 1978.2424),(77 1992.051),(78 2011.1948),(79 1989.4983),
(1 751.45483),(2 1027.8721),(3 1241.6294),(4 1379.4999),(5 1434.7242),(6 1497.4453),(7 1542.0593),(8 1559.5065),(9 1603.3638),(10 1657.3403),(11 1646.0283),(12 1689.4994),(13 1713.1632),(14 1700.541),(15 1723.3699),(16 1751.8165),(17 1732.7516),(18 1736.3131),(19 1767.9766),(20 1747.0295),(21 1767.4458),(22 1799.598),(23 1786.9971),(24 1796.4232),(25 1817.0991),(26 1802.5105),(27 1805.9388),(28 1832.7012),(29 1822.4467),(30 1828.3196),(31 1855.4899),(32 1864.5316),(33 1880.8431),(34 1900.1738),(35 1887.4277),(36 1919.6521),(37 1944.4496),(38 1945.8811),(39 1970.0896),(40 1978.9221),(41 1960.4319),(42 1967.3009),(43 1968.4309),(44 1971.0016),(45 1964.9437),(46 1984.1263),(47 1971.882),(48 1982.0803),(49 1975.6093),(50 1949.8461),(51 1973.9305),(52 1964.0636),(53 1960.0707),(54 1967.0924),(55 1958.1053),(56 1962.0492),(57 1962.2788),(58 1943.326),(59 1947.5997),(60 1971.6411),(61 1959.4309),(62 1960.9637),(63 1968.5549),(64 1947.535),(65 1921.7018),(66 1939.0464),(67 1923.9865),(68 1920.4979),(69 1927.2902),(70 1903.96),(71 1911.6819),(72 1929.4348),(73 1895.635),(74 1901.6652),(75 1940.345),(76 1908.8586),(77 1911.9467),(78 1936.8125),(79 1942.4991),
(1 731.661),(2 1004.0077),(3 1229.3431),(4 1348.8276),(5 1406.2534),(6 1463.1931),(7 1525.1238),(8 1546.6532),(9 1573.4148),(10 1614.8932),(11 1622.3491),(12 1641.4641),(13 1665.5929),(14 1668.1456),(15 1655.1721),(16 1679.4291),(17 1657.2292),(18 1669.0289),(19 1692.0056),(20 1682.6852),(21 1672.3118),(22 1698.455),(23 1694.6392),(24 1705.8007),(25 1706.7296),(26 1704.6154),(27 1709.5671),(28 1739.5328),(29 1748.2404),(30 1748.9391),(31 1761.8478),(32 1751.1886),(33 1755.8469),(34 1775.2279),(35 1755.7308),(36 1776.5287),(37 1792.4692),(38 1801.866),(39 1824.19),(40 1823.0851),(41 1803.9655),(42 1801.5878),(43 1809.615),(44 1811.095),(45 1815.0833),(46 1844.539),(47 1823.1486),(48 1822.0691),(49 1815.9619),(50 1796.1143),(51 1799.3324),(52 1802.3784),(53 1800.5216),(54 1810.0558),(55 1803.3998),(56 1789.9095),(57 1802.1477),(58 1777.0564),(59 1802.0658),(60 1807.4155),(61 1778.0756),(62 1773.4335),(63 1786.6403),(64 1769.5475),(65 1766.5787),(66 1799.481),(67 1771.7382),(68 1789.2042),(69 1814.1023),(70 1813.6787),(71 1828.4099),(72 1872.2716),(73 1845.6565),(74 1840.9932),(75 1874.4135),(76 1863.5006),(77 1860.6353),(78 1904.3628),(79 1870.4111),
(1 744.40137),(2 1025.3933),(3 1231.8811),(4 1334.7711),(5 1416.7748),(6 1462.534),(7 1527.5134),(8 1552.3224),(9 1582.048),(10 1614.4653),(11 1615.776),(12 1634.3977),(13 1683.742),(14 1684.5286),(15 1698.5347),(16 1728.8708),(17 1721.6892),(18 1754.0303),(19 1768.5903),(20 1744.9984),(21 1727.123),(22 1757.6036),(23 1733.6403),(24 1734.8274),(25 1753.999),(26 1740.9552),(27 1736.8514),(28 1759.2942),(29 1741.3407),(30 1721.2148),(31 1734.6885),(32 1719.6174),(33 1716.6338),(34 1742.1421),(35 1736.3976),(36 1732.792),(37 1748.0026),(38 1741.4347),(39 1752.9989),(40 1751.4957),(41 1745.4158),(42 1745.6396),(43 1771.6842),(44 1781.1624),(45 1801.7382),(46 1833.8278),(47 1821.5734),(48 1826.9401),(49 1858.6349),(50 1828.2358),(51 1840.4274),(52 1853.9719),(53 1835.8706),(54 1858.2039),(55 1837.6788),(56 1833.4622),(57 1850.839),(58 1835.5088),(59 1830.3939),(60 1861.2612),(61 1820.6713),(62 1813.8234),(63 1834.0667),(64 1815.7483),(65 1812.3988),(66 1814.9342),(67 1793.4381),(68 1825.9537),(69 1849.1083),(70 1825.5403),(71 1827.7784),(72 1859.6055),(73 1845.3466),(74 1849.4972),(75 1888.387),(76 1857.7784),(77 1869.9021),(78 1891.0026),(79 1883.995),
(1 733.039),(2 981.2757),(3 1176.2711),(4 1291.7264),(5 1373.5936),(6 1425.1177),(7 1494.2197),(8 1512.6666),(9 1527.0425),(10 1565.074),(11 1567.8245),(12 1595.4364),(13 1636.8075),(14 1635.3684),(15 1646.0704),(16 1681.4432),(17 1669.9266),(18 1697.6763),(19 1702.5715),(20 1699.9537),(21 1696.0438),(22 1731.4182),(23 1722.5647),(24 1739.2501),(25 1764.5394),(26 1758.7865),(27 1760.48),(28 1787.5917),(29 1755.8043),(30 1736.7594),(31 1742.4703),(32 1734.4309),(33 1735.5791),(34 1743.819),(35 1720.7391),(36 1718.8796),(37 1713.8502),(38 1686.8965),(39 1694.4352),(40 1695.975),(41 1702.5901),(42 1709.8668),(43 1733.6348),(44 1742.4293),(45 1747.8102),(46 1765.0873),(47 1749.8972),(48 1748.2637),(49 1765.582),(50 1741.2611),(51 1756.7269),(52 1763.8765),(53 1761.5569),(54 1780.2975),(55 1743.115),(56 1741.2085),(57 1754.6262),(58 1756.1554),(59 1752.8613),(60 1785.3031),(61 1760.5863),(62 1771.1036),(63 1797.7406),(64 1765.5078),(65 1775.4922),(66 1779.996),(67 1753.7417),(68 1780.4695),(69 1794.4255),(70 1755.948),(71 1772.5828),(72 1793.1016),(73 1784.6926),(74 1769.4386),(75 1800.952),(76 1777.0593),(77 1784.1649),(78 1812.918),(79 1803.363),
