1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 50.999428),(2 63.9381),(3 71.27751),(4 76.0928),(5 79.33083),(6 82.55567),(7 84.53531),(8 86.33728),(9 87.60983),(10 88.51015),(11 88.6962),(12 89.31478),(13 90.02695),(14 91.394905),(15 90.33302),(16 90.713684),(17 91.81332),(18 92.05105),(19 92.245415),(20 92.016075),(21 91.80835),(22 92.37225),(23 92.90991),(24 93.274956),(25 93.82857),(26 93.69947),(27 93.72474),(28 94.28418),(29 94.265205),(30 95.393845),(31 95.18854),(32 95.23778),(33 95.71587),(34 96.39141),(35 96.542816),(36 96.632385),(37 97.4311),(38 96.88053),(39 95.46192),(40 95.64063),(41 96.20553),(42 95.7595),(43 95.487434),(44 96.504036),(45 95.98497),(46 95.660706),(47 96.75735),(48 97.0434),(49 97.25175),(50 97.38551),(51 96.254364),(52 96.10426),(53 96.85892),(54 97.52418),(55 97.02219),(56 96.90026),(57 96.82286),(58 98.39284),(59 97.98196),(60 98.58413),(61 98.343994),(62 99.93296),(63 99.29292),(64 99.84699),(65 99.42029),(66 99.821045),(67 99.35128),(68 99.5857),(69 100.87775),(70 100.23856),(71 100.48775),(72 101.29891),(73 101.63604),(74 100.9094),(75 99.424164),(76 100.08969),(77 100.40863),(78 100.913574),(79 100.893364),
(1 49.96613),(2 63.74765),(3 70.76215),(4 75.83144),(5 79.37027),(6 82.42977),(7 83.131454),(8 84.45636),(9 86.238464),(10 86.53464),(11 86.68547),(12 88.42284),(13 89.86088),(14 90.48736),(15 90.044685),(16 90.26558),(17 90.68402),(18 91.98185),(19 91.44365),(20 91.438995),(21 91.58653),(22 92.12043),(23 92.1153),(24 92.080376),(25 93.09814),(26 93.21748),(27 92.645996),(28 92.945114),(29 92.8243),(30 93.33135),(31 93.31511),(32 93.02666),(33 93.454575),(34 93.65757),(35 94.53941),(36 95.45307),(37 96.21236),(38 96.56809),(39 96.210205),(40 96.15865),(41 96.31948),(42 97.43058),(43 96.54615),(44 95.68866),(45 96.92963),(46 96.640884),(47 96.332794),(48 96.48495),(49 96.45123),(50 97.72975),(51 96.85248),(52 96.70682),(53 97.34711),(54 97.53378),(55 97.65829),(56 96.99263),(57 96.71367),(58 96.86709),(59 97.25598),(60 97.60965),(61 97.66053),(62 97.65628),(63 96.74016),(64 97.49962),(65 98.694115),(66 98.70543),(67 98.651184),(68 99.0454),(69 98.86748),(70 97.66077),(71 97.24924),(72 97.78042),(73 98.01367),(74 98.56611),(75 97.13475),(76 97.172035),(77 98.43091),(78 98.53863),(79 98.55676),
(1 49.8779),(2 62.171494),(3 69.588036),(4 73.939384),(5 77.055435),(6 79.83222),(7 81.897125),(8 83.374954),(9 84.63262),(10 85.22108),(11 84.836525),(12 85.72596),(13 87.685844),(14 88.06319),(15 86.62473),(16 86.73587),(17 87.354706),(18 87.06514),(19 87.82104),(20 87.724045),(21 88.44113),(22 88.78787),(23 88.94714),(24 89.648186),(25 90.68513),(26 91.99348),(27 90.628136),(28 91.06547),(29 90.06103),(30 90.42316),(31 90.22783),(32 91.15119),(33 91.83391),(34 92.641106),(35 92.59743),(36 93.00579),(37 93.88785),(38 94.0646),(39 92.87931),(40 93.48306),(41 92.979126),(42 94.10691),(43 94.230576),(44 93.692635),(45 93.9558),(46 93.52705),(47 93.71987),(48 94.134),(49 95.080986),(50 95.09982),(51 93.04607),(52 93.0561),(53 93.26398),(54 95.226875),(55 95.204704),(56 95.75032),(57 96.24014),(58 96.31073),(59 96.180595),(60 97.42724),(61 97.5988),(62 98.33004),(63 96.563034),(64 96.7955),(65 96.516),(66 97.9473),(67 98.53981),(68 98.500725),(69 98.91),(70 98.26242),(71 98.16515),(72 98.39788),(73 98.819),(74 98.34731),(75 96.91333),(76 96.93835),(77 96.20617),(78 96.46938),(79 96.01791),
(1 48.952564),(2 61.083076),(3 67.01593),(4 71.869255),(5 75.411736),(6 79.140045),(7 81.34336),(8 82.52994),(9 82.8534),(10 83.770805),(11 84.35213),(12 85.21906),(13 86.65345),(14 86.86221),(15 85.39845),(16 85.454926),(17 85.94741),(18 86.615524),(19 86.73804),(20 87.62561),(21 88.3818),(22 89.045296),(23 89.12624),(24 89.91033),(25 91.09545),(26 90.3014),(27 88.94233),(28 89.67313),(29 89.06819),(30 90.031395),(31 89.583496),(32 90.36366),(33 90.7667),(34 91.58172),(35 91.30636),(36 92.93789),(37 92.502625),(38 93.51074),(39 92.26074),(40 92.27155),(41 92.018776),(42 92.53532),(43 92.785995),(44 92.69084),(45 93.49216),(46 92.6454),(47 93.561615),(48 93.97755),(49 93.998344),(50 94.11357),(51 93.4623),(52 93.97416),(53 94.35489),(54 94.367874),(55 95.00207),(56 94.96589),(57 95.18063),(58 95.24543),(59 95.71467),(60 96.329445),(61 96.236404),(62 96.67429),(63 95.89178),(64 95.14498),(65 95.96659),(66 96.732925),(67 96.201485),(68 96.48124),(69 96.68184),(70 96.00694),(71 95.98436),(72 96.18718),(73 95.42972),(74 95.798386),(75 94.825935),(76 94.91791),(77 95.558685),(78 95.955414),(79 95.383514),
(1 49.0403),(2 61.54876),(3 67.88518),(4 72.40295),(5 75.55656),(6 78.025925),(7 81.099655),(8 82.14489),(9 83.7214),(10 83.541405),(11 84.53447),(12 85.35071),(13 85.32517),(14 86.01407),(15 85.051506),(16 85.418335),(17 85.58926),(18 86.33424),(19 86.793594),(20 86.74312),(21 87.50543),(22 87.35991),(23 87.89962),(24 88.62598),(25 89.3024),(26 90.08835),(27 89.66343),(28 89.289825),(29 90.193855),(30 90.48478),(31 90.43452),(32 90.51779),(33 91.21031),(34 92.77347),(35 93.10585),(36 93.59653),(37 93.23059),(38 93.71019),(39 92.9988),(40 93.06575),(41 92.17405),(42 92.3323),(43 92.51982),(44 92.033806),(45 91.84868),(46 92.20829),(47 92.58488),(48 92.906906),(49 93.71871),(50 93.90152),(51 93.768555),(52 93.24254),(53 93.5269),(54 93.30926),(55 93.126015),(56 93.84245),(57 94.37114),(58 94.36513),(59 93.475),(60 94.03084),(61 93.328316),(62 93.950424),(63 93.60718),(64 94.28028),(65 94.868324),(66 95.11283),(67 95.21006),(68 94.983925),(69 95.06561),(70 95.35962),(71 95.57491),(72 96.206024),(73 95.418915),(74 95.20414),(75 94.78675),(76 94.344055),(77 94.25282),(78 93.94735),(79 93.8723),
(1 48.403698),(2 60.531147),(3 67.82748),(4 72.47966),(5 76.40685),(6 78.74283),(7 80.85454),(8 82.490234),(9 82.607605),(10 83.33075),(11 83.871895),(12 85.16152),(13 85.960175),(14 86.21657),(15 84.93255),(16 85.26162),(17 85.32805),(18 86.20979),(19 86.238464),(20 87.19207),(21 87.973915),(22 88.48364),(23 88.92935),(24 88.79619),(25 88.94023),(26 89.47838),(27 88.24474),(28 88.17189),(29 88.31435),(30 89.02365),(31 89.403946),(32 89.65956),(33 90.50432),(34 91.211174),(35 90.59209),(36 92.441086),(37 91.68112),(38 91.46442),(39 90.85807),(40 90.81233),(41 90.59211),(42 91.29358),(43 91.79654),(44 91.05794),(45 90.86942),(46 91.570564),(47 91.42273),(48 92.32339),(49 93.030396),(50 93.24414),(51 91.938354),(52 91.87884),(53 92.296555),(54 93.0277),(55 92.86876),(56 92.485),(57 92.29206),(58 92.68422),(59 92.49519),(60 94.11638),(61 94.638466),(62 95.36871),(63 94.07548),(64 94.06551),(65 94.55251),(66 95.28789),(67 95.54489),(68 96.04131),(69 95.7363),(70 95.77555),(71 95.94563),(72 95.9722),(73 94.9872),(74 94.91588),(75 94.22099),(76 93.95032),(77 93.73874),(78 93.85106),(79 94.27534),
(1 47.714573),(2 60.412754),(3 66.482475),(4 71.53698),(5 74.341095),(6 77.77333),(7 79.39825),(8 80.38429),(9 80.73878),(10 81.36263),(11 81.75877),(12 82.64681),(13 82.88677),(14 83.49148),(15 83.95516),(16 84.059265),(17 84.388695),(18 84.68644),(19 85.014946),(20 84.89693),(21 84.8506),(22 85.36027),(23 85.7352),(24 87.278984),(25 87.87555),(26 89.38043),(27 87.69299),(28 88.37261),(29 89.085976),(30 90.24148),(31 90.60374),(32 90.182846),(33 89.900795),(34 90.18683),(35 90.0941),(36 90.33334),(37 90.67559),(38 91.55875),(39 91.04393),(40 91.29518),(41 91.175354),(42 91.383575),(43 91.53167),(44 90.22638),(45 90.136925),(46 90.14118),(47 89.907036),(48 90.61414),(49 91.21678),(50 91.370834),(51 90.20664),(52 89.9552),(53 90.73593),(54 91.16263),(55 90.31433),(56 90.479744),(57 90.60446),(58 90.38733),(59 91.02345),(60 90.54463),(61 91.76371),(62 91.687546),(63 91.07695),(64 90.98551),(65 90.904755),(66 91.907),(67 91.59757),(68 90.630455),(69 91.52806),(70 91.87631),(71 92.01508),(72 92.09816),(73 91.69289),(74 91.60979),(75 90.22067),(76 90.90513),(77 90.51686),(78 91.93289),(79 92.33232),
(1 48.502377),(2 60.641987),(3 66.52488),(4 71.60711),(5 74.575485),(6 77.24189),(7 78.559265),(8 80.33127),(9 82.11361),(10 83.18784),(11 84.25623),(12 84.2879),(13 85.05995),(14 85.39665),(15 84.7894),(16 84.60192),(17 85.41211),(18 85.62952),(19 85.726524),(20 85.475845),(21 86.32956),(22 86.54712),(23 86.657974),(24 87.20877),(25 87.886444),(26 88.60466),(27 87.009254),(28 87.74423),(29 87.548004),(30 88.57278),(31 88.54227),(32 88.58172),(33 88.52656),(34 89.87842),(35 89.70512),(36 91.3846),(37 91.59006),(38 91.24716),(39 90.77413),(40 91.55753),(41 92.3801),(42 92.57839),(43 92.581474),(44 93.09544),(45 92.69285),(46 92.6952),(47 92.655334),(48 93.09899),(49 93.28163),(50 93.43753),(51 92.39197),(52 92.38707),(53 92.32496),(54 93.83035),(55 92.281075),(56 92.95842),(57 93.57612),(58 94.04723),(59 93.620415),(60 93.37041),(61 93.97227),(62 93.774086),(63 93.91661),(64 93.92296),(65 95.27692),(66 94.85084),(67 94.48854),(68 94.981155),(69 95.029236),(70 95.54251),(71 95.38652),(72 96.094955),(73 95.84728),(74 95.92027),(75 94.58842),(76 94.543594),(77 94.54204),(78 95.62485),(79 95.00881),
(1 47.454166),(2 59.127396),(3 65.65842),(4 70.12527),(5 72.9283),(6 74.70972),(7 77.20584),(8 78.551506),(9 79.55121),(10 79.156166),(11 79.59603),(12 80.77981),(13 81.45363),(14 82.20508),(15 81.84334),(16 81.97093),(17 82.27383),(18 82.8998),(19 83.49464),(20 83.20344),(21 83.40595),(22 83.55151),(23 83.66841),(24 84.62009),(25 84.9129),(26 85.28164),(27 84.465256),(28 84.7611),(29 85.45175),(30 85.31639),(31 85.92351),(32 86.86759),(33 86.48622),(34 86.52603),(35 86.888),(36 87.10453),(37 87.269905),(38 87.88266),(39 87.7231),(40 87.68439),(41 88.51303),(42 88.244484),(43 88.79604),(44 87.82323),(45 88.37104),(46 88.63638),(47 88.490105),(48 88.342354),(49 88.74885),(50 88.07407),(51 87.9151),(52 88.5992),(53 88.955986),(54 90.841125),(55 90.69069),(56 90.06466),(57 90.77117),(58 90.566765),(59 90.182274),(60 90.449036),(61 90.75729),(62 91.22826),(63 90.901146),(64 90.71767),(65 90.61147),(66 91.56957),(67 91.15915),(68 90.40396),(69 90.81871),(70 91.30978),(71 90.67562),(72 91.130844),(73 91.1857),(74 90.671776),(75 90.20163),(76 89.92914),(77 89.78849),(78 89.919586),(79 89.74592),
(1 47.930977),(2 60.30479),(3 66.41142),(4 71.00546),(5 73.78017),(6 75.88104),(7 77.73572),(8 78.92297),(9 80.21848),(10 80.07615),(11 81.027824),(12 81.40922),(13 83.06709),(14 83.40076),(15 81.95068),(16 81.84198),(17 82.822754),(18 82.880424),(19 83.25846),(20 83.59023),(21 83.005005),(22 82.82644),(23 83.74935),(24 84.03024),(25 84.877914),(26 85.92796),(27 84.594444),(28 84.593956),(29 85.49649),(30 86.190765),(31 86.89926),(32 86.56917),(33 87.13595),(34 87.114006),(35 88.10816),(36 88.77725),(37 88.24304),(38 88.48748),(39 88.074196),(40 88.32902),(41 87.37772),(42 88.42398),(43 88.59772),(44 88.9472),(45 89.45127),(46 90.252846),(47 89.779724),(48 90.29929),(49 90.57283),(50 91.04655),(51 90.09662),(52 90.03792),(53 90.6058),(54 92.29612),(55 91.68399),(56 91.4403),(57 92.51406),(58 92.71007),(59 92.611),(60 92.780815),(61 92.36167),(62 92.69759),(63 91.44676),(64 91.66361),(65 92.35723),(66 92.86383),(67 92.49154),(68 92.24949),(69 92.16205),(70 92.790955),(71 92.53048),(72 93.58038),(73 93.39316),(74 94.73029),(75 94.139824),(76 93.65059),(77 94.142876),(78 94.23007),(79 93.44916),
(1 47.98561),(2 60.19823),(3 66.17977),(4 69.91745),(5 72.60051),(6 75.151276),(7 76.542366),(8 78.46945),(9 79.27529),(10 79.68338),(11 80.129456),(12 80.88177),(13 80.94304),(14 82.23056),(15 81.49899),(16 81.26142),(17 81.62829),(18 81.52781),(19 82.18074),(20 82.104515),(21 82.90677),(22 83.64881),(23 83.5894),(24 84.972946),(25 85.49311),(26 86.195465),(27 85.64455),(28 85.6829),(29 85.43025),(30 86.561),(31 86.83001),(32 86.80266),(33 86.40965),(34 86.916565),(35 86.35597),(36 87.14873),(37 87.55507),(38 87.749756),(39 87.316666),(40 87.65712),(41 88.219345),(42 88.42003),(43 89.137115),(44 89.15165),(45 89.71076),(46 89.45815),(47 88.32275),(48 88.23425),(49 87.98389),(50 88.89454),(51 88.419106),(52 88.23366),(53 87.951416),(54 88.78829),(55 88.83602),(56 89.63577),(57 90.12547),(58 90.188286),(59 90.381836),(60 91.57929),(61 91.84138),(62 92.66538),(63 91.078),(64 90.85907),(65 90.627106),(66 90.509026),(67 89.89792),(68 90.61369),(69 89.81296),(70 90.38412),(71 90.825806),(72 90.74388),(73 91.735855),(74 91.74568),(75 91.00156),(76 91.266884),(77 91.09062),(78 91.60041),(79 92.33126),
(1 46.449818),(2 59.73154),(3 64.7673),(4 69.4544),(5 72.56099),(6 74.97966),(7 77.594086),(8 78.64028),(9 79.35244),(10 80.01329),(11 80.37491),(12 80.750046),(13 81.87438),(14 81.96461),(15 81.20943),(16 81.215485),(17 82.05453),(18 82.886734),(19 82.489426),(20 82.803764),(21 83.35179),(22 83.68898),(23 84.14964),(24 85.26353),(25 85.03115),(26 85.28675),(27 84.32941),(28 84.35363),(29 84.57565),(30 84.966194),(31 84.927536),(32 84.97059),(33 85.718094),(34 86.22954),(35 86.164925),(36 86.37349),(37 87.382866),(38 87.746574),(39 87.1025),(40 87.40413),(41 87.50831),(42 88.483),(43 88.90458),(44 89.085594),(45 88.72314),(46 89.28946),(47 88.763145),(48 89.34845),(49 88.67305),(50 88.85763),(51 88.70957),(52 89.05787),(53 89.78257),(54 90.157),(55 90.129814),(56 91.105156),(57 90.49146),(58 89.95059),(59 90.50165),(60 90.41987),(61 91.465576),(62 92.30876),(63 91.02558),(64 91.01551),(65 92.10673),(66 92.46532),(67 91.94641),(68 91.54627),(69 91.65199),(70 91.047935),(71 91.3142),(72 92.05101),(73 92.21983),(74 92.00341),(75 91.93619),(76 91.1247),(77 90.945854),(78 91.62048),(79 91.05873),
(1 46.543427),(2 58.758335),(3 64.41487),(4 68.50706),(5 70.9665),(6 74.485725),(7 76.255424),(8 77.5316),(9 78.09384),(10 78.503975),(11 79.466125),(12 80.2967),(13 80.77898),(14 80.64012),(15 80.30149),(16 81.16562),(17 81.10828),(18 81.602425),(19 81.84927),(20 81.55558),(21 82.04113),(22 82.416084),(23 83.4209),(24 84.39616),(25 84.61522),(26 84.87653),(27 84.19097),(28 83.56249),(29 83.902336),(30 84.17618),(31 84.48749),(32 85.52773),(33 86.03028),(34 85.75717),(35 85.89439),(36 85.92551),(37 86.1966),(38 86.98451),(39 86.56982),(40 86.79127),(41 86.68858),(42 87.540886),(43 87.15838),(44 87.39695),(45 86.69017),(46 87.75957),(47 88.227135),(48 88.00447),(49 88.53471),(50 88.46411),(51 88.21161),(52 88.20283),(53 87.44741),(54 88.08426),(55 87.76296),(56 88.06665),(57 87.79169),(58 87.26879),(59 87.03899),(60 87.430824),(61 88.50535),(62 89.38661),(63 89.120346),(64 89.60906),(65 89.58868),(66 91.023575),(67 89.77974),(68 89.96282),(69 89.63429),(70 90.015015),(71 89.80295),(72 90.14242),(73 90.21801),(74 90.755585),(75 89.711784),(76 90.54747),(77 91.060814),(78 90.65055),(79 91.628815),
(1 45.511257),(2 58.00565),(3 63.859436),(4 67.85087),(5 71.59041),(6 74.23056),(7 75.50429),(8 76.53071),(9 77.21764),(10 78.16529),(11 78.99002),(12 79.16923),(13 79.61756),(14 80.85461),(15 81.02785),(16 80.684685),(17 80.2511),(18 81.39192),(19 81.25178),(20 81.97791),(21 82.32851),(22 82.414696),(23 83.59818),(24 84.74221),(25 85.545815),(26 85.47836),(27 85.10531),(28 84.913506),(29 85.34933),(30 86.00679),(31 85.363434),(32 86.16229),(33 85.71587),(34 85.34466),(35 84.64665),(36 86.19505),(37 86.408554),(38 87.60552),(39 86.6281),(40 86.939995),(41 86.81858),(42 87.35155),(43 86.93188),(44 86.7963),(45 87.00671),(46 86.58489),(47 86.66898),(48 87.2206),(49 87.78957),(50 88.367966),(51 88.419556),(52 88.40147),(53 88.406136),(54 89.31599),(55 88.76206),(56 89.47691),(57 88.64596),(58 89.06728),(59 88.56797),(60 89.25978),(61 90.22036),(62 90.43244),(63 90.628426),(64 91.40382),(65 90.93849),(66 90.97193),(67 90.82005),(68 90.89293),(69 90.802284),(70 90.52385),(71 89.84628),(72 90.90578),(73 90.58665),(74 90.28269),(75 88.60212),(76 88.51594),(77 89.20426),(78 89.76771),(79 90.03855),
(1 45.27209),(2 57.10444),(3 63.053608),(4 67.41012),(5 70.11749),(6 73.29002),(7 75.29869),(8 76.57366),(9 77.12517),(10 77.882416),(11 78.31747),(12 79.08773),(13 80.11394),(14 81.81888),(15 80.90652),(16 81.155426),(17 81.29349),(18 82.41473),(19 82.648895),(20 82.715195),(21 81.84205),(22 82.37981),(23 82.64228),(24 83.0392),(25 83.46226),(26 83.419785),(27 82.93644),(28 83.44129),(29 83.409546),(30 84.144844),(31 83.43844),(32 83.783),(33 83.70753),(34 82.90765),(35 82.91592),(36 83.597725),(37 84.04717),(38 84.77188),(39 83.853935),(40 84.4898),(41 84.55235),(42 85.46352),(43 85.46416),(44 85.27486),(45 84.76515),(46 84.71954),(47 85.00151),(48 84.38287),(49 85.33214),(50 86.12894),(51 85.64655),(52 85.90291),(53 85.494225),(54 87.04322),(55 87.02219),(56 87.04866),(57 86.54503),(58 87.45002),(59 87.62794),(60 88.08057),(61 88.91679),(62 88.97453),(63 87.8083),(64 88.96409),(65 90.31839),(66 90.01311),(67 89.462425),(68 88.91775),(69 88.72411),(70 89.51971),(71 89.07337),(72 89.85998),(73 90.07815),(74 89.527336),(75 88.92018),(76 88.727),(77 87.70664),(78 88.022865),(79 88.89242),
(1 44.41469),(2 56.235756),(3 62.07698),(4 66.55195),(5 69.07039),(6 71.50146),(7 73.087875),(8 74.38975),(9 75.29454),(10 75.82604),(11 76.600876),(12 77.28011),(13 78.51629),(14 79.585014),(15 78.355515),(16 78.24448),(17 79.260056),(18 79.71824),(19 80.22392),(20 80.043594),(21 80.535515),(22 80.731544),(23 81.22273),(24 82.097496),(25 82.42006),(26 83.13796),(27 82.66931),(28 83.51346),(29 82.71085),(30 82.7902),(31 83.31485),(32 83.7083),(33 83.53011),(34 83.32738),(35 83.84575),(36 83.78382),(37 83.33446),(38 83.78047),(39 82.746185),(40 82.1381),(41 81.962036),(42 83.07776),(43 83.10293),(44 83.408806),(45 83.74925),(46 83.62328),(47 83.418365),(48 83.33104),(49 84.453705),(50 84.51259),(51 84.23429),(52 84.43313),(53 84.74573),(54 85.28981),(55 85.24403),(56 84.634026),(57 85.18479),(58 86.660736),(59 86.64599),(60 87.43248),(61 87.821266),(62 88.423454),(63 87.0833),(64 87.20893),(65 87.235466),(66 87.30613),(67 86.90089),(68 87.16926),(69 87.36662),(70 87.13216),(71 88.013336),(72 87.758705),(73 88.36028),(74 88.75251),(75 87.09936),(76 86.87611),(77 86.85363),(78 87.528564),(79 87.84478),
(1 44.7419),(2 55.721077),(3 61.2908),(4 66.05037),(5 68.435),(6 71.21139),(7 72.23267),(8 73.40319),(9 74.59194),(10 74.87947),(11 74.89743),(12 76.01255),(13 76.17045),(14 77.18018),(15 76.69086),(16 77.08727),(17 77.76622),(18 78.09527),(19 79.045525),(20 78.817505),(21 79.34737),(22 79.763855),(23 80.722374),(24 80.91732),(25 81.15069),(26 81.50898),(27 80.31387),(28 80.62567),(29 81.0925),(30 81.812584),(31 82.42345),(32 82.6323),(33 82.43775),(34 82.9418),(35 82.38065),(36 83.42444),(37 83.96083),(38 84.49429),(39 83.6518),(40 84.44063),(41 84.12547),(42 84.26772),(43 84.69098),(44 84.43848),(45 84.06943),(46 84.35098),(47 84.45176),(48 84.4616),(49 84.56529),(50 84.85106),(51 83.896805),(52 84.45361),(53 84.1664),(54 84.81415),(55 84.576904),(56 83.82614),(57 83.46559),(58 83.74062),(59 83.726585),(60 84.94893),(61 84.41899),(62 84.99524),(63 84.58473),(64 85.74143),(65 85.687546),(66 86.4038),(67 85.82928),(68 86.66244),(69 86.72051),(70 86.874916),(71 86.290405),(72 86.30568),(73 86.208046),(74 87.52987),(75 86.405815),(76 86.21437),(77 85.74358),(78 86.96284),(79 86.765274),
(1 45.146854),(2 55.78049),(3 61.245457),(4 66.04567),(5 68.60538),(6 71.38377),(7 73.88523),(8 74.76784),(9 76.04979),(10 77.35288),(11 77.28001),(12 78.09148),(13 78.404976),(14 78.73525),(15 78.36012),(16 78.79881),(17 79.82176),(18 80.15803),(19 79.90893),(20 79.721214),(21 80.55559),(22 80.028564),(23 80.72094),(24 81.99407),(25 81.95673),(26 83.14669),(27 83.07275),(28 82.80531),(29 82.90085),(30 83.12057),(31 83.02965),(32 82.71898),(33 82.836815),(34 82.64061),(35 82.948044),(36 83.4163),(37 83.35088),(38 84.24804),(39 83.78634),(40 84.09092),(41 84.58286),(42 84.26407),(43 84.53721),(44 83.81052),(45 83.87847),(46 83.999435),(47 84.18434),(48 83.750755),(49 83.645164),(50 84.400536),(51 84.2186),(52 84.309654),(53 83.97359),(54 84.61721),(55 83.86953),(56 84.88765),(57 85.19506),(58 85.49499),(59 85.25373),(60 85.895546),(61 85.82509),(62 86.05272),(63 86.45091),(64 86.07833),(65 86.63808),(66 87.32865),(67 86.63527),(68 86.690575),(69 87.451),(70 87.58867),(71 86.48393),(72 87.178246),(73 87.04124),(74 87.46041),(75 87.358406),(76 86.70902),(77 86.51418),(78 86.14356),(79 86.172966),
