1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 5961.311),(2 16857.693),(3 31795.281),(4 47788.06),(5 66183.29),(6 85849.875),(7 105640.15),(8 126123.35),(9 146261.88),(10 167213.63),(11 192444.23),(12 218201.08),(13 237527.73),(14 255165.89),(15 271576.34),(16 286466.97),(17 301259.16),(18 315892.13),(19 326739.9),(20 340322.25),(21 351651.9),(22 360513.25),(23 371968.16),(24 380161.88),(25 384526.84),(26 386650.78),(27 387796.78),(28 386648.38),(29 382989.97),(30 377595),(31 376205.53),(32 381216.6),(33 380668.6),(34 384886.47),(35 396625.16),(36 405586.4),(37 416415.38),(38 430795.34),(39 445734.38),(40 466112.9),(41 482324),(42 498180.84),(43 511705.88),(44 523742.16),(45 537091.3),(46 548712.7),(47 559648.56),(48 569105.8),(49 575333.8),(50 575568.06),(51 575823),(52 573615.06),(53 570043),(54 568396.06),(55 564777.4),(56 558027.44),(57 547184.06),(58 538374),(59 523885.4),(60 511006.25),(61 489646.6),(62 470769.84),(63 451655.9),(64 436048.88),(65 418766.1),(66 398706.4),(67 378224.4),(68 362539.9),(69 354766.34),(70 347954.16),(71 344025.03),(72 342975.66),(73 337462.38),(74 331885.16),(75 328141.9),(76 327870.63),(77 326140.3),(78 330261.6),(79 338120.9),
(1 1031.013),(2 1990.2042),(3 3126.785),(4 3754.6895),(5 4270.159),(6 4763.057),(7 5278.263),(8 5756.8374),(9 6104.24),(10 6426.117),(11 6709.3125),(12 6978.1855),(13 7239.3516),(14 7411.4453),(15 7636.6567),(16 7824.7515),(17 7999.632),(18 8254.877),(19 8385.781),(20 8460.423),(21 8577.077),(22 8709.134),(23 8798.309),(24 8872.091),(25 8925.894),(26 8989.76),(27 9075.656),(28 9132.362),(29 9159.816),(30 9174.322),(31 9160.402),(32 9226.127),(33 9377.18),(34 9506.888),(35 9602.7295),(36 9636.704),(37 9659.584),(38 9663.523),(39 9774.351),(40 9861.381),(41 9910.735),(42 9951.76),(43 9979.995),(44 10035.821),(45 10073.447),(46 10100.573),(47 10172.333),(48 10119.537),(49 10097.925),(50 10118.489),(51 10169.807),(52 10173.746),(53 10178.618),(54 10215.325),(55 10197.002),(56 10146.038),(57 10135.659),(58 10163.111),(59 10216.318),(60 10296.609),(61 10359.612),(62 10423.807),(63 10527.151),(64 10601.928),(65 10723.741),(66 10819.065),(67 10943.041),(68 10989.72),(69 11058.882),(70 11103.373),(71 11156.583),(72 11199.223),(73 11223.822),(74 11294.221),(75 11288.313),(76 11316.872),(77 11344.32),(78 11399.092),(79 11390.424),
(1 1044.8312),(2 2013.5751),(3 3144.1777),(4 3817.969),(5 4358.821),(6 4833.0347),(7 5310.4478),(8 5691.1816),(9 5977.5654),(10 6204.314),(11 6445.9897),(12 6674.2007),(13 6936.809),(14 7135.227),(15 7311.615),(16 7484.4595),(17 7643.975),(18 7862.6895),(19 7979.6025),(20 8068.954),(21 8192.679),(22 8299.331),(23 8388.742),(24 8448.576),(25 8472.875),(26 8549.298),(27 8640.989),(28 8682.415),(29 8683.976),(30 8682.029),(31 8723.411),(32 8798.259),(33 8864.362),(34 8904.378),(35 8970.377),(36 9011.618),(37 9025.802),(38 9030.835),(39 9083.936),(40 9144.281),(41 9160.498),(42 9148.32),(43 9198.522),(44 9288.177),(45 9371.492),(46 9420.77),(47 9497.581),(48 9561.135),(49 9636.925),(50 9696.08),(51 9849.919),(52 9892.997),(53 9935.447),(54 9992.531),(55 10029.767),(56 10069.044),(57 10113.627),(58 10184.587),(59 10219.175),(60 10300.885),(61 10380.149),(62 10441.897),(63 10528.61),(64 10534.949),(65 10524.757),(66 10552.345),(67 10620.128),(68 10703.631),(69 10799.119),(70 10826.848),(71 10823.714),(72 10809.656),(73 10824.581),(74 10859.188),(75 10927.176),(76 10963.16),(77 11005.416),(78 11011.613),(79 10995.107),
(1 1016.3297),(2 1972.667),(3 3035.5547),(4 3598.7307),(5 4059.0022),(6 4450.94),(7 4873.508),(8 5315.88),(9 5630.519),(10 5910.145),(11 6169.872),(12 6446.649),(13 6726.031),(14 6986.2544),(15 7189.5596),(16 7340.5234),(17 7489.232),(18 7704.2153),(19 7869.5435),(20 7967.628),(21 8065.628),(22 8153.058),(23 8262.087),(24 8329.286),(25 8332.627),(26 8372.457),(27 8486.593),(28 8576.713),(29 8636.335),(30 8652.729),(31 8687.161),(32 8752.179),(33 8789.508),(34 8840.591),(35 8912.894),(36 9005.858),(37 9067.218),(38 9110.828),(39 9183.833),(40 9248.137),(41 9381.756),(42 9426.397),(43 9453.341),(44 9528.8),(45 9568.69),(46 9710.027),(47 9790.837),(48 9839.601),(49 9911.605),(50 9964.133),(51 10090.521),(52 10177.128),(53 10244.703),(54 10225.847),(55 10238.975),(56 10256.401),(57 10281.054),(58 10324.916),(59 10314.473),(60 10288.663),(61 10339.344),(62 10362.32),(63 10480.618),(64 10536.358),(65 10545.441),(66 10622.903),(67 10630.035),(68 10658.979),(69 10742.472),(70 10846.495),(71 10858.476),(72 10857.805),(73 10858.698),(74 10872.827),(75 10905.293),(76 10969.63),(77 10961.788),(78 10915.83),(79 10938.04),
(1 1027.5453),(2 1988.5326),(3 3087.3242),(4 3661.7126),(5 4141.5283),(6 4562.025),(7 4980.1724),(8 5404.8154),(9 5663.869),(10 5878.9204),(11 6116.2656),(12 6364.3486),(13 6580.384),(14 6810.7207),(15 6992.1367),(16 7140.3257),(17 7310.126),(18 7489.3877),(19 7596.012),(20 7687.7925),(21 7747.6665),(22 7861.426),(23 7933.9453),(24 7994.256),(25 8008.598),(26 8105.0103),(27 8199.958),(28 8334.251),(29 8439.581),(30 8472.013),(31 8529.436),(32 8591.68),(33 8675.608),(34 8758.964),(35 8857.915),(36 8902.817),(37 8984.113),(38 9029.828),(39 9119.49),(40 9140.455),(41 9185.436),(42 9209.953),(43 9249.358),(44 9352.858),(45 9404.9795),(46 9500.477),(47 9535.037),(48 9549.257),(49 9579.636),(50 9621.559),(51 9714.604),(52 9766.768),(53 9909.575),(54 9953.618),(55 10037.163),(56 10118.01),(57 10172.658),(58 10226.952),(59 10314.767),(60 10331.327),(61 10400.537),(62 10452.039),(63 10496.682),(64 10521.822),(65 10561.341),(66 10636.193),(67 10732.522),(68 10830.592),(69 10993.409),(70 11140.16),(71 11211.447),(72 11252.155),(73 11259.048),(74 11282.09),(75 11314.049),(76 11327.63),(77 11270.666),(78 11185.097),(79 11180.367),
(1 1058.4728),(2 2015.7397),(3 3065.7327),(4 3659.5896),(5 4161.668),(6 4577.6914),(7 4990.46),(8 5363.5225),(9 5563.55),(10 5719.993),(11 5913.3623),(12 6084.7163),(13 6255.2124),(14 6366.368),(15 6491.595),(16 6639.871),(17 6748.4805),(18 6927.311),(19 7027.6455),(20 7124.124),(21 7220.33),(22 7377.097),(23 7477.0063),(24 7558.907),(25 7595.783),(26 7707.34),(27 7841.247),(28 7966.8096),(29 8050.273),(30 8096.65),(31 8110.756),(32 8195.185),(33 8335.107),(34 8441.839),(35 8509.696),(36 8601.853),(37 8670.087),(38 8771.2705),(39 8861.18),(40 8884.263),(41 8945.023),(42 8979.126),(43 9026.013),(44 9087.076),(45 9157.569),(46 9266.125),(47 9335.421),(48 9326.895),(49 9368.268),(50 9429.615),(51 9483.864),(52 9525.129),(53 9570.77),(54 9622.508),(55 9763.485),(56 9807.9),(57 9859.003),(58 9894.276),(59 9945.662),(60 9999.032),(61 10006.892),(62 10040.916),(63 10098.021),(64 10133.0205),(65 10217.127),(66 10277.579),(67 10332.672),(68 10431.303),(69 10505.362),(70 10539.654),(71 10582.288),(72 10575.935),(73 10559.959),(74 10560.099),(75 10702.408),(76 10739.062),(77 10767.846),(78 10779.411),(79 10835.927),
(1 1030.3988),(2 1966.2291),(3 3016.9543),(4 3639.8567),(5 4168.221),(6 4604.2236),(7 5015.424),(8 5329.5537),(9 5547.9224),(10 5769.1094),(11 6028.48),(12 6239.665),(13 6445.028),(14 6584.7827),(15 6758.4077),(16 6930.1255),(17 7115.4136),(18 7250.9766),(19 7359.2334),(20 7435.088),(21 7521.3354),(22 7620.4775),(23 7698.63),(24 7742.5444),(25 7764.351),(26 7791.5454),(27 7896.008),(28 7993.244),(29 8036.0234),(30 8074.7607),(31 8102.2573),(32 8180.963),(33 8317.771),(34 8403.564),(35 8436.267),(36 8466.352),(37 8547.016),(38 8624.1875),(39 8756.785),(40 8817.126),(41 8896.217),(42 8937.611),(43 8973.242),(44 9006.35),(45 9050.481),(46 9031.8125),(47 9073.385),(48 9056.714),(49 9065.672),(50 9137.756),(51 9234.246),(52 9278.638),(53 9338.383),(54 9388.208),(55 9431.749),(56 9435.789),(57 9445.301),(58 9480.327),(59 9504.292),(60 9558.823),(61 9599.548),(62 9630.874),(63 9700.851),(64 9740.6875),(65 9819.336),(66 9925.123),(67 9959.865),(68 10006.99),(69 10045.424),(70 10089.658),(71 10111.231),(72 10129.568),(73 10127.597),(74 10163.234),(75 10245.981),(76 10342.47),(77 10446.467),(78 10434.556),(79 10429.144),
(1 1024.9376),(2 1978.5068),(3 3022.2012),(4 3630.609),(5 4133.1636),(6 4533.798),(7 4938.101),(8 5296.638),(9 5538.07),(10 5803.638),(11 6089.6997),(12 6356.3916),(13 6591.229),(14 6711.212),(15 6886.7183),(16 6995.9233),(17 7143.276),(18 7232.1104),(19 7321.488),(20 7336.469),(21 7460.745),(22 7609.845),(23 7709.2183),(24 7688.4707),(25 7706.7183),(26 7711.9146),(27 7801.6753),(28 7882.373),(29 7948.0093),(30 8002.3516),(31 8027.064),(32 8119.3516),(33 8184.273),(34 8211.964),(35 8258.605),(36 8266.669),(37 8316.879),(38 8383.417),(39 8498.828),(40 8565.102),(41 8594.085),(42 8624.015),(43 8648.251),(44 8706.146),(45 8759.163),(46 8812.792),(47 8878.243),(48 8880.082),(49 8927.391),(50 8984.282),(51 9049.013),(52 9090.135),(53 9110.526),(54 9147.736),(55 9230.36),(56 9250.519),(57 9296.661),(58 9375.871),(59 9409.774),(60 9473.856),(61 9517.351),(62 9549.034),(63 9563.064),(64 9551.5625),(65 9568.318),(66 9664.938),(67 9736.451),(68 9766.181),(69 9816.603),(70 9842.172),(71 9822.625),(72 9834.837),(73 9828.465),(74 9857.666),(75 9885.982),(76 9996.171),(77 10075.999),(78 10088.488),(79 10073.537),
(1 1017.12573),(2 1943.5251),(3 2997.1418),(4 3565.7588),(5 4067.257),(6 4481.8335),(7 4867.586),(8 5193.724),(9 5432.919),(10 5697.502),(11 5938.4063),(12 6191.4473),(13 6386.527),(14 6531.9233),(15 6657.9756),(16 6719.806),(17 6833.2344),(18 6974.4023),(19 7011.8936),(20 7047.0864),(21 7140.084),(22 7274.7256),(23 7411.134),(24 7483.9604),(25 7535.8276),(26 7616.0205),(27 7741.2866),(28 7845.6514),(29 7917.199),(30 7961.7256),(31 7995.683),(32 8055.2295),(33 8184.033),(34 8287.606),(35 8362.749),(36 8404.48),(37 8473.3545),(38 8543.002),(39 8630.349),(40 8673.638),(41 8724.488),(42 8792.359),(43 8873.65),(44 8939.3545),(45 9006.357),(46 9008.845),(47 9058.428),(48 9104.597),(49 9105.383),(50 9151.576),(51 9249.89),(52 9279.271),(53 9285.913),(54 9276.33),(55 9319.62),(56 9325.629),(57 9378.178),(58 9449.789),(59 9520.273),(60 9554.762),(61 9598.13),(62 9609.49),(63 9664.954),(64 9636.771),(65 9687.085),(66 9722.546),(67 9725.577),(68 9795.327),(69 9833.757),(70 9889.193),(71 9876.302),(72 9910.893),(73 9943.088),(74 9989.305),(75 10052.525),(76 10098.011),(77 10145.169),(78 10143.262),(79 10181.62),
(1 1018.0896),(2 1925.8711),(3 2939.2244),(4 3510.147),(5 3968.9456),(6 4362.1636),(7 4764.619),(8 5117.4375),(9 5385.3403),(10 5625.5283),(11 5852.315),(12 6084.813),(13 6283.969),(14 6476.611),(15 6639.4077),(16 6781.8613),(17 6907.0063),(18 7048.067),(19 7138.417),(20 7248.9907),(21 7371.2188),(22 7496.505),(23 7648.488),(24 7748.778),(25 7801.0435),(26 7834.1187),(27 7895.3735),(28 7958.5767),(29 8012.208),(30 7996.8315),(31 8006.464),(32 8050.2427),(33 8123.564),(34 8155.981),(35 8228.037),(36 8220.742),(37 8258.435),(38 8334.383),(39 8409.658),(40 8462.105),(41 8521.741),(42 8555.098),(43 8653.098),(44 8722.645),(45 8797.995),(46 8774.645),(47 8838.276),(48 8850.946),(49 8902.666),(50 8977.913),(51 9052.284),(52 9140.672),(53 9226.145),(54 9274.741),(55 9356.555),(56 9407.32),(57 9465.418),(58 9457.318),(59 9477.608),(60 9503.717),(61 9538.319),(62 9557.833),(63 9669.478),(64 9728.457),(65 9792.332),(66 9855.976),(67 9921.885),(68 9974.893),(69 10027.712),(70 10118.015),(71 10132.066),(72 10159.702),(73 10247.139),(74 10275.225),(75 10340.78),(76 10362.507),(77 10419.769),(78 10426.058),(79 10431.933),
(1 1002.1297),(2 1915.396),(3 2996.6978),(4 3598.8694),(5 4106.4126),(6 4506.0034),(7 4927.3936),(8 5337.952),(9 5588.679),(10 5808.8496),(11 6028.6577),(12 6256.905),(13 6507.9663),(14 6679.248),(15 6794.7627),(16 6893.2817),(17 7002.66),(18 7181.253),(19 7319.5054),(20 7453.708),(21 7589.989),(22 7730.1904),(23 7873.6694),(24 7930.695),(25 7993.9272),(26 8028.811),(27 8101.6245),(28 8158.355),(29 8232.611),(30 8255.855),(31 8283.989),(32 8341.741),(33 8456.447),(34 8507.651),(35 8583.715),(36 8600.995),(37 8636.944),(38 8709.7),(39 8854.35),(40 8918.791),(41 8954.786),(42 8945.132),(43 9005.799),(44 9094.526),(45 9120.736),(46 9127.763),(47 9164.323),(48 9185.191),(49 9233.928),(50 9302.307),(51 9322.016),(52 9355.125),(53 9407.908),(54 9439.615),(55 9506.323),(56 9561.996),(57 9578.2),(58 9571.636),(59 9566.254),(60 9628.868),(61 9679.38),(62 9693.622),(63 9794.712),(64 9874.839),(65 9920.798),(66 9980.065),(67 10046.827),(68 10057.83),(69 10084.179),(70 10158.298),(71 10231.427),(72 10240.077),(73 10274.484),(74 10326.861),(75 10444.912),(76 10465.819),(77 10440.534),(78 10500.525),(79 10558.305),
(1 992.1695),(2 1899.1462),(3 2920.7058),(4 3503.136),(5 4016.7336),(6 4470.5557),(7 4918.656),(8 5332.0625),(9 5582.645),(10 5842.83),(11 6133.766),(12 6331.3506),(13 6504.658),(14 6670.8306),(15 6820.7603),(16 6939.057),(17 7088.216),(18 7216.063),(19 7279.716),(20 7330.696),(21 7430.4683),(22 7524.823),(23 7603.1406),(24 7647.057),(25 7686.5767),(26 7749.5654),(27 7852.9644),(28 7924.3276),(29 7961.758),(30 7994.681),(31 8017.693),(32 8076.9204),(33 8148.3457),(34 8187.873),(35 8227.017),(36 8264.061),(37 8329.445),(38 8330.343),(39 8390.029),(40 8390.288),(41 8457.831),(42 8508.197),(43 8571.54),(44 8617.633),(45 8657.089),(46 8711.575),(47 8730.746),(48 8796.164),(49 8882.477),(50 8965.35),(51 9063.991),(52 9103.112),(53 9127.605),(54 9139.746),(55 9159.261),(56 9199.848),(57 9256.0625),(58 9303.876),(59 9394.568),(60 9449.9),(61 9470.021),(62 9496.791),(63 9541.991),(64 9540.388),(65 9609.823),(66 9680.766),(67 9714.16),(68 9723.092),(69 9736.215),(70 9753.141),(71 9760.006),(72 9807.375),(73 9827.378),(74 9843.766),(75 9873.086),(76 9930.417),(77 9961.09),(78 9942.159),(79 9978.691),
(1 992.54486),(2 1904.5881),(3 2933.79),(4 3484.78),(5 3913.5745),(6 4307.069),(7 4675.908),(8 5062.27),(9 5302.7983),(10 5541.946),(11 5766.8804),(12 5971.5605),(13 6181.807),(14 6371.4194),(15 6550.715),(16 6672.17),(17 6807.223),(18 6892.9463),(19 6943.434),(20 6963.1846),(21 7060.2656),(22 7195.659),(23 7289.4277),(24 7334.201),(25 7360.7515),(26 7452.9517),(27 7535.7397),(28 7603.4106),(29 7634.467),(30 7646.2295),(31 7708.312),(32 7787.0146),(33 7893.8174),(34 7954.9116),(35 7963.8877),(36 7962.654),(37 7989.79),(38 7973.378),(39 8046.3604),(40 8088.992),(41 8144.3203),(42 8196.448),(43 8272.903),(44 8329.365),(45 8360.317),(46 8377.914),(47 8416.471),(48 8521.669),(49 8596.795),(50 8703.739),(51 8836.522),(52 8924.945),(53 9002.692),(54 9032.871),(55 9094.146),(56 9126.018),(57 9151.394),(58 9262.468),(59 9376.347),(60 9468.016),(61 9535.587),(62 9546.829),(63 9475.366),(64 9479.396),(65 9517.127),(66 9574.139),(67 9648.329),(68 9695.327),(69 9697.543),(70 9719.499),(71 9689.251),(72 9703.504),(73 9684.499),(74 9672.818),(75 9735.386),(76 9762.173),(77 9778.842),(78 9791.448),(79 9778.968),
(1 998.50684),(2 1892.4702),(3 2916.3057),(4 3460.4001),(5 3941.35),(6 4345.59),(7 4753.5586),(8 5102.585),(9 5346.898),(10 5568.7793),(11 5775.83),(12 5963.52),(13 6142.0283),(14 6325.975),(15 6477.861),(16 6592.402),(17 6717.2124),(18 6864.062),(19 6979.136),(20 7066.291),(21 7176.847),(22 7292.113),(23 7347.3687),(24 7390.9688),(25 7435.2344),(26 7515.576),(27 7600.575),(28 7669.0425),(29 7689.3623),(30 7707.7285),(31 7769.213),(32 7868.5073),(33 7934.0625),(34 7985.0483),(35 8030.05),(36 8051.1846),(37 8057.4683),(38 8114.321),(39 8197.785),(40 8188.838),(41 8173.1484),(42 8169.8096),(43 8186.0015),(44 8226.32),(45 8254.452),(46 8278.408),(47 8265.5625),(48 8382.775),(49 8462.273),(50 8515.953),(51 8585.235),(52 8619.613),(53 8626.232),(54 8592.087),(55 8654.187),(56 8692.98),(57 8730.068),(58 8786.716),(59 8830.082),(60 8917.316),(61 9004.171),(62 9032.759),(63 9117.677),(64 9206.867),(65 9299.637),(66 9419.434),(67 9489.259),(68 9531.777),(69 9571.441),(70 9615.671),(71 9663.676),(72 9707.941),(73 9763.87),(74 9833.897),(75 9891.134),(76 9950.71),(77 10039.564),(78 10020.931),(79 10026.486),
(1 998.0386),(2 1864.4886),(3 2851.9724),(4 3395.9854),(5 3861.2385),(6 4287.851),(7 4674.4956),(8 5000.43),(9 5231.0854),(10 5474.6826),(11 5697.6777),(12 5858.653),(13 6028.9385),(14 6161.6885),(15 6293.6133),(16 6461.0356),(17 6577.9917),(18 6700.1353),(19 6779.198),(20 6867.4575),(21 6935.8843),(22 7040.965),(23 7130.1353),(24 7185.4697),(25 7270.518),(26 7367.437),(27 7467.2695),(28 7527.1543),(29 7584.879),(30 7601.727),(31 7717.3247),(32 7775.7646),(33 7845.884),(34 7883.481),(35 7943.4805),(36 7985.128),(37 8018.9414),(38 8071.314),(39 8167.7935),(40 8166.845),(41 8156.4517),(42 8145.5693),(43 8169.476),(44 8234.416),(45 8261.23),(46 8276.392),(47 8309.143),(48 8405.465),(49 8420.454),(50 8472.489),(51 8564.897),(52 8612.911),(53 8677.273),(54 8716.659),(55 8804.444),(56 8840.25),(57 8844.431),(58 8877.401),(59 8869.489),(60 8858.899),(61 8877.009),(62 8887.19),(63 8972.951),(64 9044.809),(65 9114.751),(66 9174.389),(67 9190.633),(68 9208.591),(69 9164.957),(70 9151.402),(71 9164.81),(72 9214.907),(73 9280.707),(74 9319.026),(75 9326.805),(76 9356.048),(77 9368.356),(78 9358.959),(79 9388.547),
(1 962.85406),(2 1796.9061),(3 2784.2166),(4 3322.0515),(5 3813.681),(6 4222.8706),(7 4625.8325),(8 5011.031),(9 5249.713),(10 5459.156),(11 5643.9966),(12 5810.028),(13 5989.512),(14 6111.2544),(15 6237.0938),(16 6344.6772),(17 6447.0337),(18 6613.928),(19 6657.32),(20 6724.3696),(21 6825.4575),(22 6922.6147),(23 6997.701),(24 7012.281),(25 7061.591),(26 7137.3013),(27 7196.6826),(28 7273.3076),(29 7363.843),(30 7391.8315),(31 7503.2417),(32 7591.7075),(33 7635.7324),(34 7717.1035),(35 7799.334),(36 7842.4097),(37 7900.785),(38 7957.0825),(39 7992.266),(40 7989.247),(41 7984.683),(42 8028.0913),(43 8083.3047),(44 8087.7627),(45 8067.1963),(46 8085.5444),(47 8109.411),(48 8111.0474),(49 8115.6626),(50 8153.8677),(51 8181.6597),(52 8216.897),(53 8271.1),(54 8314.332),(55 8362.918),(56 8420.784),(57 8411.94),(58 8435.516),(59 8434.762),(60 8496.464),(61 8569.307),(62 8601.546),(63 8716.9795),(64 8773.3545),(65 8888.577),(66 9013.126),(67 9094.67),(68 9119.691),(69 9154.137),(70 9171.175),(71 9192.593),(72 9242.076),(73 9328.996),(74 9365.006),(75 9388.547),(76 9423.902),(77 9430.844),(78 9405.952),(79 9411.232),
(1 953.6627),(2 1774.4967),(3 2694.849),(4 3190.0151),(5 3622.502),(6 3991.0867),(7 4344.707),(8 4665.7524),(9 4902.8066),(10 5157.7627),(11 5376.859),(12 5520.191),(13 5672.43),(14 5847.0825),(15 6028.2974),(16 6159.605),(17 6262.375),(18 6356.8813),(19 6436.0586),(20 6548.416),(21 6668.3696),(22 6760.814),(23 6825.8394),(24 6820.699),(25 6844.4707),(26 6873.558),(27 6932.0845),(28 7006.2),(29 7070.207),(30 7117.9536),(31 7197.1743),(32 7273.5786),(33 7383.7344),(34 7450.205),(35 7486.323),(36 7565.474),(37 7614.726),(38 7683.0166),(39 7752.9897),(40 7796.597),(41 7832.4106),(42 7940.6133),(43 8028.382),(44 8084.081),(45 8147.1064),(46 8201.549),(47 8221.311),(48 8243.14),(49 8312.805),(50 8391.993),(51 8483.108),(52 8560.446),(53 8567.29),(54 8605.915),(55 8674.505),(56 8717.083),(57 8667.662),(58 8634.832),(59 8642.72),(60 8652.735),(61 8660.224),(62 8696.799),(63 8787.679),(64 8872.746),(65 8913.909),(66 8936.455),(67 8900.426),(68 8930.006),(69 8954.114),(70 8984.074),(71 9013.64),(72 9062.653),(73 9109.523),(74 9148.321),(75 9200.934),(76 9242.9375),(77 9277.315),(78 9303.716),(79 9319.861),
(1 954.238),(2 1769.1848),(3 2714.5735),(4 3230.775),(5 3661.9026),(6 4040.9614),(7 4411.7417),(8 4715.5576),(9 4935.515),(10 5201.4604),(11 5420.6606),(12 5579.8364),(13 5701.472),(14 5868.2163),(15 6047.47),(16 6140.35),(17 6291.33),(18 6459.2524),(19 6548.948),(20 6650.6895),(21 6740.254),(22 6838.8745),(23 6968.8867),(24 7059.4814),(25 7149.432),(26 7212.0615),(27 7306.4375),(28 7386.57),(29 7499.978),(30 7604.954),(31 7667.4604),(32 7729.8315),(33 7783.0635),(34 7833.6055),(35 7831.472),(36 7890.25),(37 7941.726),(38 8025.4375),(39 8117.5073),(40 8133.0254),(41 8177.9355),(42 8219.485),(43 8248.228),(44 8268.881),(45 8258.039),(46 8259.899),(47 8241.681),(48 8183.9297),(49 8159.817),(50 8173.2144),(51 8200.948),(52 8233.856),(53 8233.627),(54 8260.982),(55 8298.84),(56 8323.997),(57 8284.059),(58 8318.243),(59 8352.555),(60 8400.897),(61 8379.712),(62 8373.757),(63 8399.345),(64 8461.042),(65 8562.333),(66 8610.013),(67 8637.751),(68 8651.299),(69 8667.604),(70 8712.697),(71 8782.012),(72 8822.609),(73 8821.778),(74 8877.234),(75 8922.707),(76 8976.931),(77 9038.596),(78 9088.103),(79 9073.1875),
