1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 162898.16),(2 579186.4),(3 1244474.6),(4 2088664.1),(5 3137130.3),(6 4331427),(7 5693337.5),(8 7227796),(9 8806241),(10 10553437),(11 12464491),(12 14439635),(13 16562720),(14 18747754),(15 21054668),(16 23445864),(17 25987162),(18 28563954),(19 31184326),(20 33867360),(21 36689344),(22 39641636),(23 42746804),(24 45904372),(25 49105372),(26 52270640),(27 55640844),(28 58980290),(29 62401972),(30 65938676),(31 69633384),(32 73257510),(33 77065410),(34 80542570),(35 84261020),(36 87863720),(37 91729190),(38 95492904),(39 99449130),(40 103633496),(41 108032024),(42 112656150),(43 117465920),(44 122170720),(45 126805130),(46 131350660),(47 135907150),(48 140565360),(49 144701950),(50 148676000),(51 152800590),(52 156775060),(53 161107280),(54 165147140),(55 169472580),(56 173774980),(57 178228850),(58 182738690),(59 187589300),(60 192224210),(61 197296750),(62 202533500),(63 207940740),(64 212272300),(65 217339860),(66 222084740),(67 226933840),(68 231602110),(69 236277120),(70 240844180),(71 245637650),(72 250307650),(73 255028980),(74 259215020),(75 263425740),(76 267081520),(77 271387970),(78 275355620),(79 279307520),
(1 831.9592),(2 986.19635),(3 1078.3125),(4 1115.7407),(5 1153.1475),(6 1173.7609),(7 1208.7421),(8 1218.7169),(9 1225.8896),(10 1227.7919),(11 1251.3333),(12 1250.2767),(13 1259.8916),(14 1278.608),(15 1300.4432),(16 1313.2954),(17 1315.6337),(18 1341.2769),(19 1352.8575),(20 1367.4376),(21 1375.4982),(22 1382.4794),(23 1389.5214),(24 1394.1919),(25 1385.9733),(26 1407.2045),(27 1410.3087),(28 1410.5708),(29 1416.966),(30 1417.5724),(31 1421.6426),(32 1431.1383),(33 1444.745),(34 1456.4622),(35 1455.3856),(36 1438.2148),(37 1425.8837),(38 1433.9695),(39 1417.4136),(40 1408.3345),(41 1398.7482),(42 1390.6023),(43 1397.7817),(44 1413.6854),(45 1422.2769),(46 1399.5607),(47 1415.3003),(48 1430.7695),(49 1415.816),(50 1393.0657),(51 1414.9663),(52 1386.6299),(53 1383.4606),(54 1379.8638),(55 1366.73),(56 1372.427),(57 1371.9178),(58 1372.1403),(59 1374.8318),(60 1348.6946),(61 1352.6881),(62 1340.6715),(63 1352.8688),(64 1367.9808),(65 1364.0933),(66 1369.6305),(67 1368.0791),(68 1354.3788),(69 1345.8129),(70 1332.9054),(71 1344.5669),(72 1344.7687),(73 1322.3086),(74 1329.9406),(75 1336.696),(76 1322.436),(77 1307.3944),(78 1313.6738),(79 1334.4865),
(1 811.0663),(2 973.0363),(3 1041.2482),(4 1087.0698),(5 1127.1884),(6 1171.7513),(7 1170.3206),(8 1191.7758),(9 1200.7554),(10 1194.3848),(11 1201.4181),(12 1206.5399),(13 1218.071),(14 1249.7072),(15 1268.2112),(16 1300.9888),(17 1309.6532),(18 1318.8983),(19 1313.7529),(20 1323.5457),(21 1332.2858),(22 1339.9584),(23 1309.9672),(24 1319.6464),(25 1339.3204),(26 1362.6394),(27 1354.9153),(28 1349.1493),(29 1377.8804),(30 1368.823),(31 1343.4338),(32 1375.7181),(33 1391.1506),(34 1375.3344),(35 1406.3317),(36 1375.6876),(37 1376.0537),(38 1415.2771),(39 1417.852),(40 1405.112),(41 1387.0002),(42 1375.4508),(43 1374.9808),(44 1388.0657),(45 1380.413),(46 1398.3859),(47 1393.8519),(48 1402.7474),(49 1381.9006),(50 1381.8419),(51 1382.8428),(52 1372.4863),(53 1367.8132),(54 1350.955),(55 1345.7397),(56 1330.2085),(57 1339.9299),(58 1346.7744),(59 1331.4154),(60 1316.7186),(61 1300.3373),(62 1313.8418),(63 1326.8961),(64 1315.7437),(65 1306.0192),(66 1294.1676),(67 1287.142),(68 1280.2087),(69 1288.2698),(70 1275.1475),(71 1268.0695),(72 1265.5746),(73 1257.4825),(74 1266.1406),(75 1281.6472),(76 1267.3412),(77 1277.0085),(78 1275.4569),(79 1282.3633),
(1 803.4671),(2 943.5484),(3 1044.1494),(4 1090.4066),(5 1121.6503),(6 1136.0419),(7 1166.7272),(8 1192.436),(9 1211.1492),(10 1197.7296),(11 1204.372),(12 1216.1465),(13 1222.0897),(14 1251.6998),(15 1271.9963),(16 1283.6249),(17 1288.0405),(18 1319.93),(19 1312.1575),(20 1328.1161),(21 1320.2332),(22 1355.4052),(23 1346.4651),(24 1372.7205),(25 1372.819),(26 1376.6494),(27 1390.1616),(28 1389.2144),(29 1405.3604),(30 1398.7493),(31 1411.7404),(32 1420.8625),(33 1447.486),(34 1437.6737),(35 1428.736),(36 1426.1866),(37 1419.5709),(38 1424.2279),(39 1424.9454),(40 1412.3412),(41 1411.9694),(42 1425.9629),(43 1409.2551),(44 1410.1044),(45 1399.032),(46 1415.148),(47 1411.1398),(48 1426.1243),(49 1424.2308),(50 1397.3011),(51 1398.5272),(52 1385.7388),(53 1359.8018),(54 1358.9651),(55 1332.4731),(56 1335.8136),(57 1349.2958),(58 1351.782),(59 1333.1843),(60 1324.1792),(61 1329.3062),(62 1335.1412),(63 1354.1874),(64 1332.9764),(65 1316.4347),(66 1297.1908),(67 1297.0912),(68 1284.6154),(69 1305.5005),(70 1285.1993),(71 1283.5336),(72 1297.7766),(73 1279.1792),(74 1292.254),(75 1297.3795),(76 1294.7164),(77 1285.0815),(78 1316.4932),(79 1309.7255),
(1 796.23737),(2 937.7453),(3 1027.9507),(4 1073.8921),(5 1116.3927),(6 1119.3965),(7 1141.032),(8 1174.5776),(9 1185.9193),(10 1206.2838),(11 1207.3436),(12 1226.6467),(13 1208.7362),(14 1233.2906),(15 1259.0947),(16 1257.7971),(17 1255.7345),(18 1290.0841),(19 1290.0802),(20 1290.4325),(21 1288.0734),(22 1301.3096),(23 1321.1686),(24 1331.0337),(25 1329.285),(26 1327.4749),(27 1353.0127),(28 1345.7001),(29 1354.9031),(30 1333.3046),(31 1330.2413),(32 1357.8813),(33 1379.0519),(34 1367.3848),(35 1362.9338),(36 1372.4175),(37 1335.9489),(38 1347.4806),(39 1366.9868),(40 1346.7642),(41 1341.4427),(42 1361.5934),(43 1329.0824),(44 1326.4613),(45 1328.5123),(46 1339.7825),(47 1338.8477),(48 1348.8129),(49 1330.9121),(50 1313.3999),(51 1307.031),(52 1306.6528),(53 1278.974),(54 1258.8375),(55 1265.4633),(56 1264.7423),(57 1279.5385),(58 1274.3107),(59 1282.1758),(60 1253.5115),(61 1243.2651),(62 1237.9586),(63 1281.4165),(64 1279.4999),(65 1265.6803),(66 1281.591),(67 1282.1725),(68 1273.4559),(69 1266.3589),(70 1265.2373),(71 1265.578),(72 1256.9847),(73 1255.962),(74 1262.4004),(75 1264.9293),(76 1273.3204),(77 1268.9257),(78 1281.4379),(79 1294.6119),
(1 750.48956),(2 879.094),(3 995.6086),(4 1033.0386),(5 1059.7102),(6 1053.7559),(7 1071.3307),(8 1104.1941),(9 1131.0035),(10 1132.2126),(11 1120.4733),(12 1124.638),(13 1148.7582),(14 1137.1853),(15 1177.3375),(16 1203.1742),(17 1198.0201),(18 1215.3365),(19 1226.6371),(20 1219.636),(21 1232.0198),(22 1226.344),(23 1235.088),(24 1222.6967),(25 1237.332),(26 1239.2225),(27 1257.7238),(28 1272.581),(29 1273.7927),(30 1267.5919),(31 1266.3168),(32 1254.3529),(33 1279.4751),(34 1280.8582),(35 1278.2455),(36 1268.2523),(37 1257.155),(38 1258.4226),(39 1276.1908),(40 1282.2054),(41 1276.5223),(42 1285.5378),(43 1275.7488),(44 1265.8522),(45 1265.5514),(46 1283.8638),(47 1276.8031),(48 1279.3556),(49 1262.5701),(50 1267.516),(51 1273.1047),(52 1262.482),(53 1263.7328),(54 1242.869),(55 1250.8966),(56 1239.0411),(57 1247.4312),(58 1232.5054),(59 1228.3501),(60 1221.2692),(61 1215.9897),(62 1210.7388),(63 1238.0282),(64 1224.8561),(65 1233.1407),(66 1226.5515),(67 1210.112),(68 1207.7861),(69 1205.1732),(70 1214.9702),(71 1216.0531),(72 1229.5042),(73 1225.3893),(74 1256.3927),(75 1248.0061),(76 1238.9167),(77 1237.8876),(78 1250.3517),(79 1251.7418),
(1 740.01886),(2 871.022),(3 975.4159),(4 1005.6997),(5 1050.7382),(6 1073.0925),(7 1080.8633),(8 1110.6506),(9 1105.9418),(10 1117.1005),(11 1117.9208),(12 1121.2288),(13 1141.6282),(14 1136.1842),(15 1147.5726),(16 1165.1798),(17 1179.5485),(18 1206.3193),(19 1207.8696),(20 1210.1973),(21 1186.2478),(22 1217.4764),(23 1224.637),(24 1229.7473),(25 1227.9712),(26 1240.1163),(27 1246.2633),(28 1244.7495),(29 1247.0864),(30 1257.958),(31 1274.8792),(32 1277.7893),(33 1293.8823),(34 1288.0597),(35 1277.5132),(36 1281.2228),(37 1269.7089),(38 1273.6307),(39 1281.9341),(40 1260.492),(41 1261.6066),(42 1272.773),(43 1267.9907),(44 1262.4524),(45 1265.8134),(46 1261.2709),(47 1256.7528),(48 1261.3446),(49 1273.8978),(50 1257.6692),(51 1273.303),(52 1261.8876),(53 1268.6088),(54 1275.178),(55 1259.3505),(56 1257.7787),(57 1249.6962),(58 1257.9127),(59 1248.4375),(60 1250.2313),(61 1278.2455),(62 1268.141),(63 1280.712),(64 1262.4904),(65 1253.9584),(66 1270.6514),(67 1245.912),(68 1250.4895),(69 1244.1804),(70 1233.1534),(71 1241.3142),(72 1229.0024),(73 1248.5663),(74 1230.0476),(75 1223.8972),(76 1223.6588),(77 1216.5194),(78 1237.9419),(79 1244.8063),
(1 733.6131),(2 833.8746),(3 919.3849),(4 959.6156),(5 991.9566),(6 1012.3057),(7 1022.15924),(8 1048.0448),(9 1063.2814),(10 1082.9113),(11 1085.7743),(12 1080.1385),(13 1100.5946),(14 1097.4796),(15 1126.7744),(16 1131.7103),(17 1144.1664),(18 1168.2421),(19 1159.0536),(20 1158.0653),(21 1155.8431),(22 1172.9547),(23 1193.0615),(24 1190.0416),(25 1195.5736),(26 1189.4227),(27 1226.5166),(28 1218.6893),(29 1207.0375),(30 1214.1246),(31 1231.82),(32 1239.8342),(33 1237.2343),(34 1244.2542),(35 1251.6893),(36 1236.6669),(37 1236.8862),(38 1237.5236),(39 1227.1564),(40 1234.7628),(41 1230.7894),(42 1246.639),(43 1246.2604),(44 1230.1305),(45 1234.7125),(46 1231.9851),(47 1232.8304),(48 1248.1327),(49 1239.7667),(50 1222.6082),(51 1227.3049),(52 1238.3013),(53 1216.8684),(54 1196.6296),(55 1206.47),(56 1214.2332),(57 1209.1385),(58 1193.464),(59 1204.4038),(60 1204.3293),(61 1194.814),(62 1171.2297),(63 1221.2883),(64 1204.081),(65 1187.8401),(66 1183.3547),(67 1164.2803),(68 1160.049),(69 1151.2686),(70 1142.081),(71 1149.4233),(72 1152.5807),(73 1167.4059),(74 1163.3733),(75 1168.7932),(76 1166.3118),(77 1175.9666),(78 1182.0895),(79 1183.4872),
(1 721.66626),(2 821.8609),(3 908.15344),(4 931.76416),(5 972.2673),(6 986.1364),(7 1021.3102),(8 1040.2382),(9 1062.2712),(10 1075.2092),(11 1077.6243),(12 1074.2484),(13 1090.7285),(14 1087.8733),(15 1096.917),(16 1110.7145),(17 1111.9626),(18 1145.0624),(19 1138.5021),(20 1152.5868),(21 1151.4131),(22 1165.4486),(23 1178.8066),(24 1159.6409),(25 1174.8826),(26 1179.98),(27 1202.6321),(28 1202.1808),(29 1198.2961),(30 1201.717),(31 1196.601),(32 1186.3041),(33 1204.0913),(34 1205.9667),(35 1206.9982),(36 1210.3888),(37 1195.0236),(38 1196.4316),(39 1193.1199),(40 1192.3917),(41 1184.6866),(42 1190.7704),(43 1210.7676),(44 1189.8602),(45 1177.6252),(46 1160.8496),(47 1161.8823),(48 1165.2593),(49 1159.8743),(50 1154.8676),(51 1168.568),(52 1155.1176),(53 1164.6487),(54 1152.315),(55 1141.3856),(56 1147.9865),(57 1148.7332),(58 1152.8618),(59 1160.6099),(60 1149.4877),(61 1150.3976),(62 1154.4879),(63 1158.5453),(64 1144.3826),(65 1130.2849),(66 1158.6305),(67 1146.2372),(68 1152.5944),(69 1148.3485),(70 1149.4839),(71 1139.6193),(72 1136.869),(73 1132.3757),(74 1130.4967),(75 1132.1143),(76 1135.9795),(77 1138.9952),(78 1139.9299),(79 1135.1108),
(1 707.2719),(2 811.14014),(3 894.525),(4 932.4559),(5 963.6587),(6 984.9687),(7 1010.8105),(8 1027.8926),(9 1047.1466),(10 1037.5476),(11 1067.9364),(12 1062.2673),(13 1073.9144),(14 1078.1593),(15 1090.6295),(16 1088.4291),(17 1091.9365),(18 1103.6276),(19 1098.2607),(20 1103.5833),(21 1110.4565),(22 1117.9806),(23 1128.7457),(24 1123.1512),(25 1142.4648),(26 1142.305),(27 1174.0101),(28 1174.3324),(29 1171.1278),(30 1171.5522),(31 1178.8308),(32 1189.6134),(33 1197.6017),(34 1203.6282),(35 1191.7826),(36 1213.9933),(37 1212.696),(38 1221.3505),(39 1197.7766),(40 1198.3344),(41 1203.0684),(42 1220.6868),(43 1210.3448),(44 1204.034),(45 1196.1348),(46 1200.5343),(47 1192.3159),(48 1191.6586),(49 1180.4792),(50 1174.0968),(51 1163.8899),(52 1175.4908),(53 1160.8491),(54 1159.9006),(55 1147.7913),(56 1152.8783),(57 1154.0431),(58 1145.3505),(59 1128.9731),(60 1129.9545),(61 1121.363),(62 1104.0802),(63 1132.8506),(64 1108.0995),(65 1102.9587),(66 1100.0806),(67 1088.0957),(68 1084.8838),(69 1085.0427),(70 1083.1444),(71 1078.558),(72 1086.0217),(73 1082.8572),(74 1072.5747),(75 1077.7532),(76 1073.1042),(77 1076.3928),(78 1106.3044),(79 1091.103),
(1 685.6097),(2 799.4042),(3 873.74426),(4 915.89435),(5 950.8163),(6 962.0176),(7 971.75574),(8 988.7505),(9 1004.1603),(10 1004.8185),(11 1010.2781),(12 998.6803),(13 1013.1102),(14 1021.5993),(15 1064.1372),(16 1069.9899),(17 1064.8429),(18 1074.4254),(19 1082.6158),(20 1092.4557),(21 1078.3015),(22 1086.6711),(23 1098.5306),(24 1104.386),(25 1117.2927),(26 1114.2147),(27 1150.0983),(28 1121.3981),(29 1136.7736),(30 1125.5115),(31 1139.1895),(32 1158.1364),(33 1146.7705),(34 1132.761),(35 1128.7872),(36 1126.1917),(37 1142.3708),(38 1148.3783),(39 1138.1466),(40 1137.4338),(41 1132.6614),(42 1124.5409),(43 1127.6694),(44 1120.2153),(45 1132.3893),(46 1136.9434),(47 1141.8412),(48 1136.7609),(49 1128.7692),(50 1137.4491),(51 1120.3287),(52 1106.4055),(53 1110.922),(54 1094.5375),(55 1097.7053),(56 1079.2489),(57 1068.7723),(58 1072.536),(59 1073.8018),(60 1067.2394),(61 1074.8011),(62 1049.8954),(63 1075.2795),(64 1068.7943),(65 1071.3885),(66 1047.4921),(67 1034.5142),(68 1036.5996),(69 1053.846),(70 1039.3406),(71 1040.8187),(72 1032.884),(73 1023.5584),(74 1023.1827),(75 1030.6926),(76 1032.3186),(77 1031.4786),(78 1047.1821),(79 1063.6279),
(1 671.886),(2 782.60785),(3 867.7684),(4 901.0887),(5 939.2411),(6 945.0075),(7 970.2079),(8 985.37256),(9 994.678),(10 999.72375),(11 1012.87006),(12 1001.9041),(13 1009.215),(14 1021.9541),(15 1048.8629),(16 1056.6805),(17 1069.2223),(18 1067.5043),(19 1063.8312),(20 1075.1185),(21 1070.5973),(22 1072.1425),(23 1071.2753),(24 1073.4551),(25 1088.0884),(26 1095.9979),(27 1106.0204),(28 1116.2139),(29 1125.501),(30 1141.2642),(31 1147.7936),(32 1146.743),(33 1170.5105),(34 1169.8899),(35 1163.8578),(36 1161.5491),(37 1172.8383),(38 1170.3313),(39 1165.6118),(40 1159.2522),(41 1150.7631),(42 1152.6879),(43 1144.9899),(44 1148.4274),(45 1161.5494),(46 1148.7299),(47 1150.7671),(48 1144.9613),(49 1138.6449),(50 1128.5013),(51 1142.1252),(52 1132.6488),(53 1126.818),(54 1121.0112),(55 1118.2935),(56 1098.3755),(57 1091.3185),(58 1095.4529),(59 1088.5774),(60 1076.0833),(61 1073.9794),(62 1073.517),(63 1089.7013),(64 1081.4192),(65 1077.9349),(66 1080.0668),(67 1074.4163),(68 1054.3439),(69 1052.2837),(70 1057.428),(71 1061.1178),(72 1076.5874),(73 1066.0938),(74 1068.2377),(75 1055.5706),(76 1048.8544),(77 1066.2266),(78 1070.1704),(79 1065.4174),
(1 658.21606),(2 772.2309),(3 854.2201),(4 864.55585),(5 922.27454),(6 919.29297),(7 937.39874),(8 963.3103),(9 956.4783),(10 952.8114),(11 960.54205),(12 967.91595),(13 975.4688),(14 996.5979),(15 1020.5359),(16 1041.0303),(17 1030.9088),(18 1050.2349),(19 1048.0287),(20 1045.2493),(21 1054.1908),(22 1068.4878),(23 1062.6228),(24 1065.149),(25 1062.666),(26 1069.5485),(27 1077.9365),(28 1085.6105),(29 1107.6283),(30 1103.4213),(31 1097.5773),(32 1102.6857),(33 1138.6542),(34 1126.6897),(35 1109.0323),(36 1114.9941),(37 1098.1118),(38 1113.8793),(39 1101.0688),(40 1115.6528),(41 1102.9365),(42 1117.5121),(43 1111.775),(44 1103.0662),(45 1105.0719),(46 1089.5903),(47 1091.9388),(48 1085.2253),(49 1073.223),(50 1066.8351),(51 1079.1289),(52 1071.9778),(53 1070.4443),(54 1066.0028),(55 1064.5652),(56 1042.7937),(57 1054.5668),(58 1041.0387),(59 1066.606),(60 1048.8542),(61 1047.417),(62 1054.1486),(63 1046.861),(64 1032.9431),(65 1049.3058),(66 1037.5302),(67 1025.5905),(68 1021.682),(69 1002.3019),(70 1001.4059),(71 997.61163),(72 1002.5892),(73 1008.9709),(74 1006.9094),(75 1004.4779),(76 997.6684),(77 1004.1241),(78 1035.1287),(79 1029.8129),
(1 631.194),(2 758.8358),(3 841.2546),(4 847.79407),(5 885.76825),(6 890.27185),(7 910.0157),(8 930.9125),(9 931.88727),(10 956.6395),(11 946.3305),(12 955.3842),(13 962.40765),(14 967.67004),(15 973.25073),(16 986.56036),(17 985.9556),(18 1002.5118),(19 993.9411),(20 992.9067),(21 1003.82806),(22 1032.0944),(23 1037.1573),(24 1031.4729),(25 1034.8947),(26 1027.0675),(27 1051.9877),(28 1045.4496),(29 1069.1337),(30 1070.3406),(31 1057.756),(32 1056.1603),(33 1073.1794),(34 1067.8107),(35 1072.9663),(36 1083.4502),(37 1083.835),(38 1095.2474),(39 1083.7599),(40 1093.4191),(41 1080.4839),(42 1074.0555),(43 1070.3431),(44 1092.7493),(45 1070.3207),(46 1063.6082),(47 1055.9668),(48 1074.7198),(49 1064.5709),(50 1052.7765),(51 1055.9777),(52 1047.3572),(53 1028.1578),(54 1033.1277),(55 1045.7722),(56 1028.3928),(57 1037.8796),(58 1045.8013),(59 1043.9287),(60 1044.6748),(61 1039.77),(62 1031.2528),(63 1038.0317),(64 1036.7981),(65 1038.9802),(66 1022.24005),(67 1028.9304),(68 1033.6746),(69 1029.2417),(70 1023.705),(71 1020.4947),(72 1016.8421),(73 1020.8646),(74 1018.69794),(75 1013.8833),(76 1021.8319),(77 1027.6648),(78 1055.3032),(79 1036.5931),
(1 636.5212),(2 756.4707),(3 825.9673),(4 864.2534),(5 894.47577),(6 914.3686),(7 913.28796),(8 919.2566),(9 933.9479),(10 928.62177),(11 933.6961),(12 940.5767),(13 952.2353),(14 970.8463),(15 983.2272),(16 1011.2293),(17 989.0952),(18 1009.5316),(19 1006.48627),(20 1003.08777),(21 998.4048),(22 1018.5196),(23 1020.36017),(24 1014.07745),(25 1006.16907),(26 996.2942),(27 1016.6467),(28 1021.1514),(29 1028.3013),(30 1038.3628),(31 1023.6054),(32 1047.1906),(33 1056.9136),(34 1061.4662),(35 1082.5823),(36 1064.5201),(37 1058.4124),(38 1074.674),(39 1062.0759),(40 1059.9557),(41 1034.9825),(42 1029.8191),(43 1028.3566),(44 1032.1833),(45 1048.9775),(46 1029.2675),(47 1028.933),(48 1045.2845),(49 1032.563),(50 1040.2638),(51 1049.5577),(52 1032.325),(53 1037.7632),(54 1024.9063),(55 1023.7493),(56 998.39923),(57 1007.96045),(58 1002.81824),(59 1012.2488),(60 993.2961),(61 1005.09863),(62 1017.8738),(63 1025.7792),(64 1017.4588),(65 1022.3015),(66 1013.2331),(67 1015.5912),(68 1013.4306),(69 995.82916),(70 995.35425),(71 997.28406),(72 996.6068),(73 1003.09235),(74 1010.4766),(75 1020.8362),(76 1009.51917),(77 1024.9987),(78 1058.2883),(79 1029.2776),
(1 599.8967),(2 704.5028),(3 785.7597),(4 802.8079),(5 823.547),(6 847.68524),(7 857.9477),(8 885.139),(9 895.29517),(10 889.75934),(11 893.72266),(12 882.3382),(13 893.152),(14 915.45074),(15 918.60254),(16 942.16504),(17 945.18256),(18 944.692),(19 939.3313),(20 945.1463),(21 952.4102),(22 970.26526),(23 986.33997),(24 981.7783),(25 998.1557),(26 992.7208),(27 992.0247),(28 995.4757),(29 1013.41943),(30 1020.7048),(31 1021.2238),(32 1033.6694),(33 1066.0378),(34 1038.1871),(35 1042.8636),(36 1042.1615),(37 1048.213),(38 1034.9918),(39 1044.5679),(40 1035.8643),(41 1034.9102),(42 1045.4298),(43 1025.2435),(44 1036.5079),(45 1020.1209),(46 1016.29254),(47 1019.2237),(48 1016.2993),(49 1018.69617),(50 996.5028),(51 1003.1628),(52 1002.2053),(53 1004.0609),(54 974.0138),(55 985.1846),(56 969.62976),(57 972.58997),(58 977.6965),(59 977.9518),(60 974.39105),(61 969.8612),(62 955.0445),(63 968.1749),(64 962.9391),(65 961.374),(66 960.96356),(67 958.4891),(68 962.63934),(69 970.81134),(70 954.3492),(71 959.73126),(72 969.656),(73 971.33307),(74 974.3232),(75 975.3543),(76 969.8763),(77 971.44244),(78 985.9157),(79 998.25616),
(1 602.7973),(2 717.4246),(3 783.78503),(4 805.6082),(5 845.95807),(6 850.6305),(7 865.03015),(8 883.868),(9 900.1635),(10 897.9823),(11 901.01556),(12 891.7878),(13 900.74567),(14 906.9744),(15 934.30774),(16 955.5335),(17 947.3239),(18 966.18634),(19 961.9543),(20 964.6505),(21 972.22046),(22 1000.1479),(23 983.875),(24 983.3103),(25 992.7946),(26 983.08966),(27 989.38983),(28 999.66394),(29 1025.5187),(30 1019.3709),(31 1020.45856),(32 1039.7167),(33 1048.1085),(34 1017.9702),(35 1016.0324),(36 1021.125),(37 1023.7869),(38 1022.2629),(39 1028.6008),(40 1031.0359),(41 1033.6001),(42 1037.5856),(43 1023.1486),(44 1014.08246),(45 1010.1248),(46 1004.7246),(47 1002.29517),(48 1015.6739),(49 1007.73315),(50 1000.73016),(51 985.2417),(52 986.6628),(53 987.92896),(54 983.2707),(55 978.91455),(56 976.59656),(57 973.84576),(58 996.5949),(59 990.60876),(60 986.4548),(61 987.5382),(62 971.6141),(63 999.0151),(64 977.9613),(65 977.60535),(66 963.1036),(67 955.03906),(68 960.02185),(69 964.4056),(70 972.32544),(71 961.8352),(72 960.22766),(73 942.2025),(74 947.3702),(75 945.6851),(76 940.0998),(77 934.8318),(78 955.9533),(79 946.3391),
