1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1584070),(2 5177892.5),(3 9787671),(4 14556464),(5 19109206),(6 23102944),(7 26984430),(8 31146832),(9 35292740),(10 39533044),(11 42422476),(12 44529148),(13 46157668),(14 48035076),(15 51586588),(16 56563170),(17 61698804),(18 64439904),(19 65063732),(20 64213076),(21 61739060),(22 59545810),(23 57548180),(24 54656852),(25 50158176),(26 44853376),(27 38582748),(28 32269944),(29 26197590),(30 21482100),(31 18389306),(32 18227612),(33 20944572),(34 25198776),(35 29890634),(36 32477062),(37 34047548),(38 35958750),(39 37635340),(40 39013764),(41 39706532),(42 39037230),(43 36510268),(44 32946288),(45 29761416),(46 27476798),(47 25695128),(48 24992638),(49 25369952),(50 26107850),(51 27371802),(52 28851242),(53 30612570),(54 31891584),(55 33158678),(56 34261904),(57 34463476),(58 33948584),(59 32449096),(60 31367872),(61 30884272),(62 30571450),(63 30026102),(64 29120506),(65 27997102),(66 26500664),(67 25091006),(68 24219414),(69 23577816),(70 23215246),(71 23761632),(72 24503496),(73 25323214),(74 26412662),(75 27399520),(76 28331024),(77 29160864),(78 29469832),(79 29281192),
(1 337280.16),(2 356574.22),(3 363601.38),(4 361355.4),(5 358329.44),(6 385170.16),(7 375036.38),(8 353678.03),(9 364653.75),(10 351703.38),(11 360803.66),(12 349595.3),(13 360640.7),(14 361049.66),(15 351116.63),(16 342115.84),(17 336753.03),(18 320439.25),(19 352957.97),(20 347017.47),(21 327123),(22 336503.47),(23 353775.84),(24 347887.38),(25 358384.06),(26 340307.22),(27 361177.6),(28 343497.03),(29 352626.34),(30 334048.8),(31 343176.72),(32 354873.63),(33 327523.2),(34 361450.2),(35 361184.72),(36 374732),(37 344225.34),(38 355944.16),(39 354080),(40 355538.06),(41 374075.3),(42 344252.44),(43 362079.78),(44 371211.66),(45 378701.03),(46 367903.66),(47 381392.63),(48 375520.2),(49 380404.5),(50 387905.4),(51 370711.72),(52 367803.13),(53 366271.28),(54 393869.7),(55 385016.4),(56 372993),(57 389006.22),(58 383908.34),(59 365114.5),(60 361737.1),(61 370698.1),(62 384752.06),(63 388427.84),(64 381805.44),(65 368993.06),(66 371147.34),(67 384297.9),(68 367713),(69 351798.28),(70 355459.5),(71 366658.34),(72 366132.4),(73 363646.4),(74 376071.78),(75 352110.94),(76 351489.75),(77 348887.75),(78 343911.78),(79 361769.88),
(1 330166.13),(2 357081.8),(3 351752.34),(4 352960.22),(5 343418.38),(6 352347.16),(7 343886.44),(8 340342.22),(9 354521.7),(10 339113.6),(11 338191.78),(12 330672.8),(13 339648.28),(14 343975.13),(15 334660.97),(16 321944.5),(17 327558.66),(18 299090.9),(19 330020.25),(20 333840.38),(21 317269.7),(22 312808.3),(23 330355.3),(24 324523.4),(25 334695),(26 319839.97),(27 331309.4),(28 316846.2),(29 336531.66),(30 313421.4),(31 318028.28),(32 329153),(33 312099.34),(34 338433.88),(35 345482.66),(36 341125.22),(37 326427.94),(38 344406.3),(39 327472.34),(40 333806.22),(41 349065.44),(42 335252.9),(43 339192.5),(44 345587.44),(45 364365.7),(46 352934.2),(47 361021.66),(48 354293.6),(49 372700.13),(50 386370.97),(51 357166.34),(52 354028.78),(53 349673.75),(54 364090.6),(55 372208.34),(56 364241.03),(57 373198.38),(58 369671.06),(59 331781.34),(60 353949.38),(61 363632.88),(62 366036.78),(63 368373),(64 351075.84),(65 343377.88),(66 358978.88),(67 364113.84),(68 341033.22),(69 336069.7),(70 338078.3),(71 337698.7),(72 348085.16),(73 335441.03),(74 338218.44),(75 332843.22),(76 340296.03),(77 317524.94),(78 331722.1),(79 348064.13),
(1 318173.72),(2 350976.75),(3 341306.22),(4 346835.63),(5 343289.34),(6 346072.8),(7 329011.72),(8 320145.47),(9 327588.97),(10 338306.06),(11 327954.84),(12 317735.1),(13 328014.44),(14 331986.8),(15 320486.6),(16 308108.2),(17 322269),(18 303962.75),(19 317491.78),(20 331133.5),(21 302823.97),(22 304510.88),(23 317570.9),(24 323276.94),(25 315717.72),(26 319241.3),(27 320514.4),(28 307164.25),(29 323643.47),(30 314525.94),(31 304147.44),(32 325287.03),(33 311304.06),(34 316652.38),(35 341665.13),(36 335355.78),(37 318598.03),(38 344753.94),(39 328918.88),(40 324181.63),(41 337702.2),(42 339130.88),(43 332760.13),(44 339921.63),(45 337042.63),(46 342000.84),(47 333664.53),(48 343687.72),(49 342768.3),(50 349337.22),(51 357583.5),(52 328681.75),(53 338537.22),(54 351803.47),(55 348689.28),(56 345746.6),(57 343764.13),(58 355483.97),(59 306543.38),(60 341623.56),(61 335942.13),(62 336116.13),(63 340537.63),(64 326583.4),(65 330625.63),(66 346105.72),(67 347502.13),(68 309243.72),(69 321502.56),(70 310531.56),(71 319490.53),(72 327785.8),(73 318706.7),(74 315795.38),(75 320690.38),(76 334715.25),(77 310513.72),(78 323012.06),(79 323647.13),
(1 300695.97),(2 333171.3),(3 335892.5),(4 330966.5),(5 330376.56),(6 326640.6),(7 313154.6),(8 301655.78),(9 296999.78),(10 319233.75),(11 311960.94),(12 313405.03),(13 321434.2),(14 315517.56),(15 304374.28),(16 281633.75),(17 293338.22),(18 292901.03),(19 298496.47),(20 313901.84),(21 296935.34),(22 292958.03),(23 289118.94),(24 311981.13),(25 300782.72),(26 302081.9),(27 307993.16),(28 299879.78),(29 314872.22),(30 305085.4),(31 300429.8),(32 323957.4),(33 304740.6),(34 313552.38),(35 322930.22),(36 320599.88),(37 307906.6),(38 326735.06),(39 312063.06),(40 317558.6),(41 317592.88),(42 314694.2),(43 323477),(44 326671.88),(45 318394.2),(46 329901.34),(47 328883.94),(48 327323),(49 325288.75),(50 335140.6),(51 340414.22),(52 314686.44),(53 326822.3),(54 337852.6),(55 320537.63),(56 324360.56),(57 334715.78),(58 347109.94),(59 306891.56),(60 337266.25),(61 323414.25),(62 327451.34),(63 340936.84),(64 328055.16),(65 333309),(66 342843.1),(67 335552.44),(68 310800.78),(69 329924.34),(70 311163.03),(71 318330),(72 323411.1),(73 317035.1),(74 333291.8),(75 329497.84),(76 333558.56),(77 318236.88),(78 313113.25),(79 316669.9),
(1 283869.97),(2 327774.47),(3 317499.66),(4 311481.9),(5 318584.25),(6 308435),(7 302674.88),(8 297974.78),(9 287497.16),(10 293984.63),(11 295105.5),(12 292787.53),(13 308527.7),(14 306511.5),(15 290170.8),(16 278628.63),(17 284994.25),(18 279783.06),(19 295568.97),(20 298696.03),(21 281531.7),(22 290390.2),(23 272022.2),(24 288054.25),(25 294140.94),(26 284056.94),(27 292322.4),(28 292444.5),(29 301291.94),(30 292098.28),(31 284947.72),(32 310240.44),(33 295719.1),(34 303051.38),(35 305059.2),(36 299469.63),(37 299104.47),(38 300329.06),(39 297841.75),(40 302665.03),(41 307258.13),(42 301116.1),(43 306420.38),(44 313480.8),(45 321928.28),(46 315941.38),(47 310069.84),(48 299417.38),(49 318257.2),(50 320837.38),(51 317393.53),(52 300890.03),(53 301378.2),(54 316823.72),(55 309822),(56 304753.5),(57 332142.72),(58 331276.78),(59 299926.94),(60 326207.72),(61 304993.28),(62 323018.06),(63 330657.2),(64 315373.38),(65 306516.6),(66 319103.8),(67 310348.34),(68 295798.94),(69 319243.84),(70 314039.7),(71 301320.97),(72 309902.25),(73 304554.06),(74 313585.78),(75 309359.56),(76 319640.75),(77 297422.28),(78 300698.75),(79 306537.84),
(1 294587.03),(2 335815.56),(3 308513.63),(4 314357.34),(5 314593.56),(6 317953),(7 314739.34),(8 305974.1),(9 300593.5),(10 302430.94),(11 307159.94),(12 286403.97),(13 311622.06),(14 331002.63),(15 299883.9),(16 287582.8),(17 293861.38),(18 294999.44),(19 310429.72),(20 301077.7),(21 282094.97),(22 296390.13),(23 282288.8),(24 287714.7),(25 293067.66),(26 292213.63),(27 296888.9),(28 289412.22),(29 314137.2),(30 299742.6),(31 293329.44),(32 312935.5),(33 304398.16),(34 301831.56),(35 311813.06),(36 299431.5),(37 297451.38),(38 296244.63),(39 294328.3),(40 293913.5),(41 309648.3),(42 310110.16),(43 304001.06),(44 308044.6),(45 307747.13),(46 312674.38),(47 301229.25),(48 297890.47),(49 321940.9),(50 312124.66),(51 319769.7),(52 295750.75),(53 300288.97),(54 311844.3),(55 315121.25),(56 304124.5),(57 321504.47),(58 313504.84),(59 299491.47),(60 321883.7),(61 304320.8),(62 312004.06),(63 318728.9),(64 312361.25),(65 316458.84),(66 324392.88),(67 316660.9),(68 286764.4),(69 304075.5),(70 314837.72),(71 293520.5),(72 299456.22),(73 297273.75),(74 301572.94),(75 305669.72),(76 320956.34),(77 293885.4),(78 301938.28),(79 306311),
(1 263002.56),(2 287555.4),(3 274409.94),(4 275551.22),(5 271884.22),(6 279909.72),(7 278190.7),(8 271046.47),(9 270088.34),(10 281719.94),(11 278923.6),(12 264343.2),(13 279398.53),(14 282923.22),(15 276218),(16 266223.94),(17 269061.4),(18 271025.75),(19 284630.16),(20 265132.6),(21 256782.2),(22 263315.72),(23 261213.63),(24 264214.84),(25 265407.1),(26 262703.3),(27 278373.1),(28 260753.72),(29 277653.4),(30 263656.84),(31 274543.88),(32 282029.28),(33 261871.5),(34 272301.25),(35 286662.2),(36 276231.84),(37 262864.94),(38 274369.78),(39 274285.9),(40 263188.88),(41 279386.28),(42 282583.2),(43 278583.9),(44 284395.4),(45 273411.28),(46 283971.06),(47 276488.6),(48 272530.2),(49 294504.22),(50 273149.34),(51 287212.13),(52 270822.1),(53 277613.9),(54 287653.3),(55 280413.2),(56 273777.25),(57 294447.84),(58 293119.25),(59 279899.84),(60 288416.8),(61 275474.9),(62 282841.4),(63 286156.56),(64 281031.9),(65 292378.2),(66 284032.6),(67 283709.88),(68 270508.3),(69 277249.63),(70 280049.38),(71 272470.75),(72 265161.13),(73 265677.78),(74 265403.88),(75 271966.5),(76 272175.38),(77 259308.78),(78 274993.8),(79 275160.88),
(1 255899.67),(2 283870.25),(3 272191.8),(4 274887.13),(5 268807.2),(6 268553.66),(7 268793.94),(8 268994.2),(9 259741.28),(10 269118.4),(11 267586.88),(12 258071.36),(13 259663.2),(14 257891.14),(15 263686.47),(16 253221.14),(17 259568.86),(18 261483.9),(19 268528.06),(20 249554.33),(21 248234.84),(22 254107.19),(23 245113.7),(24 250489.95),(25 260000.22),(26 248869.97),(27 261208.08),(28 251881.38),(29 263716.22),(30 251227.58),(31 265657.3),(32 264415.5),(33 256351.8),(34 262741.28),(35 272918.75),(36 266540.66),(37 259375.16),(38 265622.53),(39 266191.4),(40 257598.47),(41 270740.66),(42 267167.25),(43 272868.28),(44 280999.6),(45 276302.88),(46 273194.13),(47 268594.2),(48 266594.75),(49 288800.47),(50 264498.9),(51 273400.1),(52 267422.66),(53 261634.38),(54 284881.8),(55 269349.44),(56 271245.5),(57 285298.22),(58 283693.6),(59 269078.97),(60 278432.53),(61 257530.72),(62 262776.06),(63 275583.66),(64 271723.47),(65 277159.28),(66 266307.06),(67 263529.72),(68 264240.72),(69 255222.89),(70 261222.34),(71 267846.28),(72 259282.6),(73 258621.88),(74 273724.28),(75 255714.27),(76 265037.38),(77 249187.95),(78 265770.44),(79 259026.84),
(1 254792.02),(2 277461.94),(3 262020.84),(4 267048.66),(5 253807.75),(6 257490.72),(7 254755.56),(8 260776.83),(9 247473.28),(10 263796.8),(11 261877.63),(12 246397.47),(13 248738.39),(14 254404.3),(15 252792.78),(16 239625.95),(17 247600.88),(18 252428.8),(19 253488.44),(20 240395.4),(21 247993.11),(22 254565.47),(23 238943.13),(24 247319.72),(25 253066.78),(26 244171.17),(27 252820.84),(28 247849.56),(29 247897.16),(30 243768.45),(31 253962.11),(32 252232.63),(33 259349.08),(34 257943.16),(35 273307.2),(36 262090.33),(37 259609.23),(38 262669.2),(39 265154.3),(40 268608.34),(41 259947.61),(42 261344),(43 270233.63),(44 274379.2),(45 274450.16),(46 265193.38),(47 261805.27),(48 263801),(49 276863.28),(50 265799.6),(51 277518.63),(52 265528.3),(53 253856.14),(54 280654.75),(55 255955.98),(56 271948.16),(57 272893.78),(58 274239.16),(59 265899),(60 270675.25),(61 254885.47),(62 255929.66),(63 267855.66),(64 261976.63),(65 275678.72),(66 259653.02),(67 265096.75),(68 255536.25),(69 245984.23),(70 252248.39),(71 253659.56),(72 263368.13),(73 256074.89),(74 273987.9),(75 248827.47),(76 260181.84),(77 254399.89),(78 257199.72),(79 250224.2),
(1 236458.45),(2 256334.78),(3 241965.86),(4 252298),(5 238654.88),(6 242096.69),(7 242321.63),(8 250508.08),(9 241047.14),(10 256564.55),(11 249099.78),(12 226021.38),(13 232585.81),(14 249648.03),(15 239355.13),(16 231858.88),(17 239341.9),(18 242424.19),(19 245093.77),(20 228840.03),(21 237220.1),(22 240980.03),(23 231526.19),(24 237369.9),(25 245479.19),(26 233205.81),(27 242468.45),(28 236394.1),(29 238452.78),(30 232384.31),(31 243240.33),(32 248227.22),(33 251257.27),(34 255448.86),(35 266389.34),(36 259834.19),(37 245890.4),(38 252868.69),(39 249179.28),(40 255716.9),(41 241585.42),(42 255995.77),(43 256256.55),(44 264012.6),(45 259491.58),(46 253919.23),(47 251127.64),(48 255996.97),(49 264396.66),(50 251917.1),(51 259974.14),(52 249399),(53 238924.28),(54 263919.56),(55 241517.55),(56 245648.83),(57 251774.23),(58 250224.5),(59 243829.14),(60 248035.23),(61 237071.78),(62 246054.95),(63 247141.58),(64 247570.13),(65 259271.14),(66 237744.31),(67 242893.55),(68 239391.64),(69 237042.1),(70 236666.78),(71 233236.55),(72 247721.53),(73 234313.95),(74 243575.72),(75 239847.27),(76 244492.47),(77 239347.97),(78 238152.45),(79 239014.53),
(1 230500.81),(2 248158.42),(3 232199.2),(4 238573.86),(5 230665.53),(6 234557.56),(7 234137.56),(8 236037.27),(9 229257.06),(10 246124.42),(11 238226),(12 229356.9),(13 223936.56),(14 245718.73),(15 225463.16),(16 228915.73),(17 234358),(18 234942.52),(19 230752.27),(20 225036.8),(21 227582.84),(22 228452.13),(23 230453.83),(24 219301.4),(25 231932.47),(26 217355.27),(27 228336.69),(28 224633.92),(29 229464.5),(30 221013.53),(31 237754.8),(32 239921.86),(33 225215.9),(34 242640.9),(35 249365.56),(36 251684.84),(37 228847.5),(38 244576.94),(39 234919.06),(40 249239.86),(41 239027.31),(42 246784),(43 248105.2),(44 253086.13),(45 248989.4),(46 253331.73),(47 244194.97),(48 244478.64),(49 253260.5),(50 240116.72),(51 239644.98),(52 246191.5),(53 233242.63),(54 259255.28),(55 245669.66),(56 243553.97),(57 253374.34),(58 246265.7),(59 241117.36),(60 239937.02),(61 236226.77),(62 236291.31),(63 230052.98),(64 234121.58),(65 252472.3),(66 233660.84),(67 234571.95),(68 237396.64),(69 236104.72),(70 237166.1),(71 221179.83),(72 234030.44),(73 237504.3),(74 240184.03),(75 242525.97),(76 252840.2),(77 232627.14),(78 234064.39),(79 239134.56),
(1 212069.06),(2 229846.3),(3 220834.94),(4 222793.95),(5 219988.94),(6 223463.9),(7 214127.31),(8 217360.67),(9 218540.94),(10 228546.3),(11 222426.92),(12 219340.14),(13 210911.77),(14 223394.33),(15 209787.02),(16 203968.89),(17 220549.7),(18 216761.02),(19 217305.22),(20 211970.63),(21 211809.75),(22 209938.77),(23 215987.52),(24 207516.02),(25 218576.05),(26 206868.11),(27 209188.6),(28 220890.84),(29 220740.83),(30 209309.72),(31 225920.89),(32 220798.33),(33 209702.8),(34 228434.58),(35 229461.22),(36 232356),(37 218004.39),(38 227803.56),(39 215022.64),(40 236040.1),(41 233605.67),(42 242297.36),(43 239517.45),(44 231030.16),(45 242615.36),(46 251890.11),(47 241851.77),(48 242782.94),(49 239317.5),(50 225323.9),(51 230869.31),(52 233600.92),(53 227338.38),(54 242526.55),(55 235721.89),(56 234265.23),(57 234814.5),(58 239038.83),(59 233820.2),(60 230480.11),(61 227280.98),(62 226489.11),(63 221297.23),(64 228904.8),(65 233969.94),(66 224682.97),(67 226152.94),(68 223537.02),(69 224362.33),(70 229322.55),(71 212239.08),(72 219413.5),(73 239045.31),(74 228932.63),(75 225133.7),(76 231417.81),(77 213137.61),(78 224219.28),(79 222586.55),
(1 203057.4),(2 231466.58),(3 220594.6),(4 223734.17),(5 213138.53),(6 216509.64),(7 208489.13),(8 212773.67),(9 218346.81),(10 224800.42),(11 221276.97),(12 212700.14),(13 210288.88),(14 216902.38),(15 215250.1),(16 199720.73),(17 223893.81),(18 224736.42),(19 220130.53),(20 215059.78),(21 212331.83),(22 218032.17),(23 214005.6),(24 209729.9),(25 217066.5),(26 213466.72),(27 213097.08),(28 227246.9),(29 215658.64),(30 211489.23),(31 217553.55),(32 219814),(33 218539.28),(34 228303.77),(35 230322.47),(36 233390.64),(37 225275.53),(38 225703.5),(39 221153.42),(40 228795),(41 222804.31),(42 239312.58),(43 230869.77),(44 228468.17),(45 244452.36),(46 232228.4),(47 231445.55),(48 235561.08),(49 233499.17),(50 223705.03),(51 236814.08),(52 228770.64),(53 229062.03),(54 237942.9),(55 226657.42),(56 230668.36),(57 227266.28),(58 238120.55),(59 232348.97),(60 218594.14),(61 231555.28),(62 231355.64),(63 222521.86),(64 231940.38),(65 225034.64),(66 223783.28),(67 222387.9),(68 225773.27),(69 227261.86),(70 224865.78),(71 216917.1),(72 220634.14),(73 224515.36),(74 218456.72),(75 220500.83),(76 216993.83),(77 219239.5),(78 230064.14),(79 218096.92),
(1 187070.72),(2 205577.02),(3 197232.2),(4 209259.1),(5 201226.72),(6 206612.19),(7 195931.17),(8 195271.08),(9 205660.19),(10 197374.44),(11 201863.86),(12 198105.05),(13 196590.19),(14 199278.78),(15 202749.2),(16 192346.14),(17 201117.98),(18 212225.63),(19 203247.86),(20 199029.75),(21 190632.4),(22 200332.97),(23 197650.56),(24 186593.2),(25 194374.31),(26 195655.66),(27 196003.83),(28 203196.05),(29 202348.34),(30 192662.42),(31 196693.22),(32 198411.03),(33 208611.08),(34 200712.08),(35 203942.17),(36 207967.95),(37 200828.4),(38 202919.28),(39 213876.2),(40 213822.44),(41 202558.3),(42 211718.8),(43 207191.2),(44 219015.64),(45 221870.72),(46 216217.56),(47 205716.28),(48 210734.86),(49 211475.03),(50 216981.58),(51 217335.23),(52 209327.81),(53 206108.02),(54 211204.38),(55 209517.44),(56 210519.11),(57 209209.31),(58 221673.75),(59 209305.64),(60 197447.03),(61 209057.56),(62 209853.38),(63 195419.58),(64 205259.14),(65 207389.45),(66 204879.1),(67 199814.13),(68 209954.9),(69 205014.95),(70 196064.9),(71 196059.58),(72 202345.58),(73 197058.14),(74 192559.75),(75 202357.28),(76 199758.86),(77 193938.11),(78 205503.75),(79 192857.53),
(1 196261.08),(2 200025.42),(3 194962.02),(4 204954.44),(5 195135.5),(6 198374.14),(7 195259.98),(8 190804.39),(9 207395.13),(10 196897.08),(11 190241.16),(12 197301.02),(13 192532.06),(14 193775.6),(15 193954),(16 192577.53),(17 195564.19),(18 198055.4),(19 197296.45),(20 197912.45),(21 187574.77),(22 196193.16),(23 196900.4),(24 191136.77),(25 193240.97),(26 200578.28),(27 196030.38),(28 202299.42),(29 204209.28),(30 190159.33),(31 197080.3),(32 195523.36),(33 209557.56),(34 206691.42),(35 203125.86),(36 208967.52),(37 196683.8),(38 204886.44),(39 204018.78),(40 209592.3),(41 202698.89),(42 203590.72),(43 204001.94),(44 207756.72),(45 206872.34),(46 216891.23),(47 207469.63),(48 209646.2),(49 208045.7),(50 215916.94),(51 209337.23),(52 212108),(53 213067.63),(54 207324.14),(55 207920.02),(56 208049.31),(57 212267.56),(58 213867.08),(59 210591.03),(60 203111.55),(61 214001.42),(62 202436.88),(63 195601.08),(64 199797.16),(65 203975.02),(66 202245.42),(67 205601.17),(68 204224.3),(69 201683.27),(70 196759.22),(71 195215.89),(72 197407.66),(73 194681.95),(74 190215.39),(75 198612.5),(76 204891.02),(77 184549.4),(78 200822.11),(79 185135.5),
(1 194511.66),(2 201022.11),(3 192203.03),(4 197137.14),(5 190876.4),(6 187034.95),(7 188873.95),(8 184503.9),(9 196862.17),(10 199561.7),(11 185169.19),(12 197368.23),(13 191815.38),(14 182397.94),(15 187705.84),(16 190354.19),(17 187035.88),(18 188340.3),(19 191109.47),(20 194233.84),(21 185312.1),(22 184942.05),(23 187530.06),(24 185930.4),(25 185664.16),(26 191753.89),(27 192879.03),(28 199749.66),(29 203299.66),(30 192941.67),(31 194227.33),(32 197297.83),(33 199787.84),(34 208388.52),(35 200962.61),(36 209597.94),(37 204772.3),(38 213388.23),(39 202606.81),(40 210014.27),(41 201466.16),(42 207814.8),(43 209238.56),(44 206396.95),(45 209096.98),(46 212901.19),(47 206871.16),(48 207991.81),(49 211925.94),(50 211064.63),(51 204501.16),(52 209660.17),(53 212138.98),(54 201933.38),(55 203934.05),(56 204682.28),(57 208971.44),(58 205146.05),(59 208133.1),(60 196453.47),(61 206288.69),(62 198426.81),(63 194509.67),(64 202390.95),(65 204229.77),(66 191663.83),(67 199953.2),(68 202999.61),(69 199138.92),(70 191228.92),(71 192600.92),(72 194966.34),(73 190241.36),(74 196047.42),(75 197928.23),(76 200567.73),(77 188561.13),(78 200802.64),(79 198705.13),
(1 177563.13),(2 184799.11),(3 182204.98),(4 190694.34),(5 186185.95),(6 175330.16),(7 175396.19),(8 177467.86),(9 179228.81),(10 182191.7),(11 174656.66),(12 181930.63),(13 179191.03),(14 176165.38),(15 175279.22),(16 181045.05),(17 176145.48),(18 178254.9),(19 181771.39),(20 178547.17),(21 177316.81),(22 171099.53),(23 175231.34),(24 177846.55),(25 174641.06),(26 180504.66),(27 182570.66),(28 186907.95),(29 191373.77),(30 184773.78),(31 186193.6),(32 188808.34),(33 190566.89),(34 184025.95),(35 185610.22),(36 190473.22),(37 194805.78),(38 200771.06),(39 189901.55),(40 188727.63),(41 191536.06),(42 194900.56),(43 195691.28),(44 196040.33),(45 198210),(46 200802.28),(47 195468.98),(48 193219.3),(49 194724.63),(50 196962.3),(51 191635.33),(52 198326.39),(53 200173.89),(54 192029.7),(55 191831.77),(56 194181.73),(57 203050.48),(58 192570.38),(59 192534.61),(60 189973.13),(61 198018.22),(62 193925.89),(63 189317.3),(64 190349.11),(65 193877.83),(66 190018.61),(67 189342.9),(68 191595.83),(69 190521.5),(70 177531.2),(71 187952.02),(72 196041),(73 190159.4),(74 188314.39),(75 188633.52),(76 189172.61),(77 179835.77),(78 186715),(79 188802.23),
(1 165172.13),(2 168475.47),(3 179322.05),(4 177039.89),(5 167467.2),(6 169200.23),(7 163331.66),(8 173548.89),(9 173671.2),(10 175013.14),(11 167099.75),(12 169686.27),(13 172257.06),(14 176349.08),(15 164958.08),(16 174589.67),(17 175892.02),(18 171667.03),(19 173242.2),(20 171496.17),(21 175021.23),(22 165209.86),(23 174399.55),(24 172148.5),(25 169409.14),(26 174082.64),(27 182264.53),(28 175534.77),(29 186187.92),(30 172212.73),(31 180877.23),(32 182786.48),(33 183015.69),(34 177306.23),(35 175504.55),(36 179052.06),(37 182637.45),(38 181997.77),(39 182609.86),(40 183622.78),(41 181809.17),(42 186743.02),(43 183849.72),(44 190065.44),(45 194346.97),(46 189361.2),(47 185164.4),(48 179723.64),(49 177365.27),(50 182144.17),(51 176573.78),(52 180870.17),(53 180259.86),(54 175366.94),(55 180766.56),(56 175412.69),(57 186408.92),(58 176031.17),(59 171403.77),(60 183041.34),(61 176659.72),(62 177272.36),(63 180091.89),(64 177304.55),(65 175964.6),(66 180735.75),(67 172582.19),(68 171827.84),(69 171012.5),(70 163299.44),(71 174517.69),(72 178633.39),(73 181331.89),(74 178135.39),(75 174194.6),(76 177754.05),(77 170153.56),(78 181614.8),(79 181999.53),
