1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 26228.86),(2 52948.527),(3 77552.914),(4 141332.45),(5 195573.14),(6 255319.08),(7 363613.34),(8 470907),(9 591714.25),(10 759448.2),(11 895347.5),(12 1019971.06),(13 1185994),(14 1327261.4),(15 1476992.9),(16 1672933.4),(17 1883198.4),(18 2078582.4),(19 2324101.8),(20 2575799.8),(21 2828888.8),(22 3126508.8),(23 3423248.3),(24 3731554.8),(25 4087911.8),(26 4406404),(27 4683978.5),(28 4968781.5),(29 5209909),(30 5447856.5),(31 5735946),(32 6011569.5),(33 6301000),(34 6613760.5),(35 6932843.5),(36 7252310.5),(37 7578171.5),(38 7883507.5),(39 8207806),(40 8542255),(41 8992852),(42 9824504),(43 10925981),(44 12309291),(45 13300801),(46 14057496),(47 14925796),(48 15791615),(49 16612387),(50 17488594),(51 18420546),(52 19147066),(53 19906954),(54 20669504),(55 21351760),(56 22099408),(57 22899254),(58 23464018),(59 24052510),(60 24610518),(61 25041402),(62 25494784),(63 25881154),(64 25953970),(65 25930086),(66 25896430),(67 25780790),(68 25667728),(69 25658266),(70 25515974),(71 25471222),(72 25413898),(73 25358866),(74 25317554),(75 25401912),(76 25425338),(77 25577904),(78 25725686),(79 25894982),
(1 550.8083),(2 729.5394),(3 840.461),(4 859.5165),(5 881.41205),(6 898.8446),(7 909.1966),(8 921.24817),(9 948.1351),(10 955.204),(11 957.3688),(12 953.5554),(13 979.029),(14 975.59045),(15 998.92883),(16 992.2688),(17 1010.79315),(18 1013.1505),(19 1032.5028),(20 1026.5765),(21 1041.247),(22 1047.1664),(23 1074.8217),(24 1091.7461),(25 1099.1155),(26 1103.4071),(27 1105.9902),(28 1106.4589),(29 1113.4498),(30 1132.5282),(31 1140.0597),(32 1140.8063),(33 1161.3433),(34 1168.1974),(35 1173.3767),(36 1176.2373),(37 1159.1615),(38 1174.1686),(39 1177.7501),(40 1178.3187),(41 1195.896),(42 1201.5612),(43 1200.393),(44 1206.256),(45 1194.3907),(46 1209.0289),(47 1206.6444),(48 1206.9896),(49 1203.8339),(50 1195.4314),(51 1195.4867),(52 1191.7155),(53 1198.9216),(54 1199.2654),(55 1207.4354),(56 1211.6567),(57 1209.0471),(58 1233.5089),(59 1227.2756),(60 1223.2789),(61 1224.2943),(62 1229.5817),(63 1234.602),(64 1242.1721),(65 1259.3597),(66 1277.3079),(67 1262.3596),(68 1265.7747),(69 1271.5695),(70 1291.6774),(71 1282.1139),(72 1276.4974),(73 1275.0945),(74 1262.2971),(75 1275.9912),(76 1269.602),(77 1284.9867),(78 1291.044),(79 1287.2596),
(1 541.3242),(2 715.1053),(3 814.06146),(4 846.9821),(5 864.091),(6 896.9885),(7 912.55554),(8 924.66846),(9 946.2484),(10 951.2242),(11 944.0057),(12 964.42175),(13 985.8694),(14 990.56995),(15 1004.8081),(16 1004.6659),(17 1033.0005),(18 1042.4156),(19 1064.0815),(20 1057.1549),(21 1074.9713),(22 1075.0881),(23 1097.8624),(24 1106.1573),(25 1117.8224),(26 1112.8984),(27 1123.6575),(28 1127.5526),(29 1145.0321),(30 1148.7782),(31 1155.258),(32 1161.8667),(33 1191.8032),(34 1201.1407),(35 1201.8948),(36 1200.102),(37 1202.4191),(38 1210.646),(39 1211.7847),(40 1211.7996),(41 1223.6173),(42 1217.7908),(43 1225.6362),(44 1235.3013),(45 1222.645),(46 1234.7826),(47 1238.785),(48 1251.4648),(49 1260.2498),(50 1254.1759),(51 1241.2181),(52 1248.9893),(53 1249.2556),(54 1246.0936),(55 1240.6685),(56 1235.029),(57 1241.506),(58 1250.6533),(59 1242.1941),(60 1244.2428),(61 1254.7471),(62 1275.8745),(63 1281.0095),(64 1293.2589),(65 1292.3374),(66 1295.6644),(67 1288.7117),(68 1286.1185),(69 1291.4442),(70 1293.7305),(71 1284.7407),(72 1270.0507),(73 1259.5591),(74 1245.2449),(75 1258.0618),(76 1263.3978),(77 1278.5458),(78 1272.8422),(79 1277.7506),
(1 538.71295),(2 710.61865),(3 822.4484),(4 853.1661),(5 867.59625),(6 880.1934),(7 889.3512),(8 909.0492),(9 941.3168),(10 933.40063),(11 927.35583),(12 960.3369),(13 987.1716),(14 971.1945),(15 982.21515),(16 991.08234),(17 1001.04144),(18 996.4321),(19 1020.442),(20 1016.9797),(21 1029.7896),(22 1024.8763),(23 1061.4413),(24 1066.5575),(25 1079.3937),(26 1080.3984),(27 1096.9203),(28 1099.0093),(29 1117.427),(30 1117.5879),(31 1130.916),(32 1126.4105),(33 1139.9219),(34 1158.4832),(35 1169.0317),(36 1165.9219),(37 1179.7618),(38 1199.2113),(39 1204.3733),(40 1200.1002),(41 1197.1678),(42 1201.2698),(43 1198.876),(44 1201.0001),(45 1190.3289),(46 1196.4645),(47 1207.0867),(48 1206.6808),(49 1223.2896),(50 1209.7458),(51 1214.5505),(52 1204.9502),(53 1214.9122),(54 1221.0798),(55 1204.5964),(56 1207.2668),(57 1213.2328),(58 1214.8901),(59 1219.4272),(60 1218.1143),(61 1239.3384),(62 1250.608),(63 1243.2227),(64 1250.7654),(65 1244.0824),(66 1252.222),(67 1240.1013),(68 1249.5189),(69 1250.9373),(70 1239.7314),(71 1237.9811),(72 1239.6016),(73 1230.589),(74 1226.7595),(75 1230.0142),(76 1221.5851),(77 1226.6743),(78 1225.0897),(79 1230.8556),
(1 527.1929),(2 699.9948),(3 804.4092),(4 839.25134),(5 835.33795),(6 845.33777),(7 869.5534),(8 898.8085),(9 902.28973),(10 902.4039),(11 913.3391),(12 929.9682),(13 949.5314),(14 941.031),(15 963.83466),(16 970.10126),(17 990.96674),(18 981.523),(19 996.3981),(20 996.14233),(21 1007.3685),(22 1017.4107),(23 1027.1117),(24 1044.7401),(25 1053.0082),(26 1081.3965),(27 1100.7489),(28 1107.1066),(29 1112.9832),(30 1116.2421),(31 1132.1035),(32 1137.4357),(33 1157.3335),(34 1172.6497),(35 1175.1888),(36 1185.6989),(37 1188.1846),(38 1195.7635),(39 1209.8739),(40 1205.57),(41 1210.4359),(42 1193.942),(43 1194.4546),(44 1205.1245),(45 1204.7876),(46 1225.4353),(47 1218.388),(48 1218.7501),(49 1216.8439),(50 1203.3292),(51 1201.2949),(52 1196.9388),(53 1201.4346),(54 1195.2942),(55 1188.7911),(56 1177.1499),(57 1188.2549),(58 1186.7559),(59 1201.6868),(60 1209.0881),(61 1216.5697),(62 1219.561),(63 1214.9532),(64 1216.1182),(65 1219.6448),(66 1225.0306),(67 1209.0035),(68 1201.926),(69 1223.0206),(70 1214.8452),(71 1213.2617),(72 1214.1416),(73 1215.6096),(74 1210.896),(75 1218.844),(76 1212.0215),(77 1220.5192),(78 1219.7157),(79 1218.7269),
(1 512.45026),(2 699.35974),(3 785.65985),(4 803.6976),(5 812.90564),(6 822.9339),(7 834.05396),(8 857.78973),(9 872.6957),(10 877.60535),(11 889.82135),(12 905.1956),(13 923.91064),(14 923.4136),(15 942.4126),(16 946.57117),(17 964.93713),(18 967.6202),(19 1000.5523),(20 988.78265),(21 1010.6457),(22 1007.69354),(23 1020.50336),(24 1022.28015),(25 1024.1334),(26 1056.0853),(27 1071.4648),(28 1071.7849),(29 1077.3518),(30 1100.8638),(31 1103.3646),(32 1094.2192),(33 1100.1371),(34 1106.9005),(35 1119.3334),(36 1122.1893),(37 1109.6709),(38 1136.01),(39 1144.341),(40 1138.1768),(41 1135.3678),(42 1125.8232),(43 1143.816),(44 1151.1873),(45 1157.8755),(46 1174.4333),(47 1159.7162),(48 1169.8029),(49 1162.5665),(50 1177.3124),(51 1177.5616),(52 1168.3142),(53 1167.1012),(54 1163.3291),(55 1160.723),(56 1156.1107),(57 1165.5289),(58 1183.5978),(59 1182.5553),(60 1193.6892),(61 1194.1719),(62 1180.8213),(63 1177.4989),(64 1174.854),(65 1188.4077),(66 1187.7445),(67 1188.4226),(68 1187.4188),(69 1184.846),(70 1196.3402),(71 1196.6631),(72 1202.909),(73 1194.2324),(74 1187.7136),(75 1187.5366),(76 1203.9347),(77 1209.8291),(78 1197.6952),(79 1202.7804),
(1 517.8536),(2 688.01105),(3 764.6733),(4 802.38544),(5 814.5108),(6 829.4723),(7 841.21606),(8 855.4497),(9 875.42847),(10 880.4879),(11 890.9704),(12 913.5906),(13 929.65125),(14 924.0102),(15 941.6878),(16 937.3213),(17 961.8072),(18 968.1494),(19 978.59235),(20 973.9497),(21 994.7832),(22 1008.84766),(23 1012.8687),(24 1014.3602),(25 1026.384),(26 1043.2185),(27 1047.9617),(28 1043.8),(29 1056.433),(30 1077.2424),(31 1097.6572),(32 1093.9282),(33 1093.5669),(34 1096.9646),(35 1098.1329),(36 1119.8151),(37 1112.3522),(38 1127.6984),(39 1124.5477),(40 1122.1085),(41 1126.3795),(42 1127.806),(43 1143.8082),(44 1137.06),(45 1129.6117),(46 1138.3513),(47 1127.8513),(48 1135.642),(49 1154.2267),(50 1157.5026),(51 1151.6654),(52 1153.4507),(53 1139.3751),(54 1146.2013),(55 1134.6566),(56 1138.3934),(57 1147.9213),(58 1160.8934),(59 1159.8599),(60 1153.5607),(61 1162.6752),(62 1175.0759),(63 1174.076),(64 1168.5911),(65 1169.052),(66 1169.163),(67 1167.59),(68 1191.889),(69 1186.6039),(70 1185.6793),(71 1181.3379),(72 1164.541),(73 1158.9731),(74 1154.3845),(75 1165.2363),(76 1154.6532),(77 1168.4613),(78 1157.3574),(79 1158.9731),
(1 504.6519),(2 667.3875),(3 742.7183),(4 771.80707),(5 778.15393),(6 791.7052),(7 792.2553),(8 809.42334),(9 813.5944),(10 820.3597),(11 831.55005),(12 856.5219),(13 878.5499),(14 885.4664),(15 905.64746),(16 906.3103),(17 922.18),(18 921.89923),(19 938.3584),(20 935.2637),(21 947.82764),(22 972.863),(23 987.6038),(24 998.27295),(25 1021.5695),(26 1032.5085),(27 1034.5106),(28 1039.936),(29 1045.6129),(30 1058.8802),(31 1071.1035),(32 1079.0114),(33 1095.394),(34 1113.281),(35 1112.2213),(36 1127.0607),(37 1118.2665),(38 1127.1632),(39 1127.2699),(40 1119.0839),(41 1122.0667),(42 1130.1359),(43 1135.1881),(44 1134.6088),(45 1135.4175),(46 1129.9153),(47 1129.7065),(48 1121.3011),(49 1123.8192),(50 1131.6458),(51 1133.0194),(52 1129.0123),(53 1134.9154),(54 1144.1931),(55 1138.6598),(56 1132.2247),(57 1124.5065),(58 1132.4648),(59 1146.9086),(60 1140.3939),(61 1149.651),(62 1144.8105),(63 1140.6317),(64 1134.593),(65 1142.8555),(66 1148.9072),(67 1139.3234),(68 1151.7341),(69 1149.7311),(70 1154.538),(71 1137.9049),(72 1132.053),(73 1125.7285),(74 1117.7971),(75 1127.6748),(76 1124.9144),(77 1130.9731),(78 1122.0782),(79 1118.3807),
(1 483.45416),(2 639.63715),(3 712.88544),(4 741.25836),(5 748.59973),(6 769.48846),(7 787.8756),(8 791.1909),(9 797.1024),(10 797.6271),(11 814.3552),(12 830.7125),(13 846.8332),(14 851.22644),(15 868.3958),(16 871.20245),(17 902.0551),(18 901.82227),(19 910.6602),(20 905.3827),(21 907.9439),(22 932.85956),(23 952.13904),(24 947.43896),(25 950.35547),(26 960.0069),(27 967.1423),(28 967.43915),(29 982.23285),(30 1001.2128),(31 1023.2468),(32 1026.8563),(33 1035.9939),(34 1042.668),(35 1041.195),(36 1058.8575),(37 1041.5553),(38 1045.4398),(39 1042.72),(40 1041.9974),(41 1040.5396),(42 1053.673),(43 1057.882),(44 1062.4344),(45 1065.0607),(46 1058.8022),(47 1064.9497),(48 1055.3691),(49 1063.8685),(50 1067.9507),(51 1078.8068),(52 1076.2782),(53 1071.9387),(54 1076.2747),(55 1076.1852),(56 1091.2417),(57 1078.201),(58 1097.2256),(59 1092.4541),(60 1091.0729),(61 1095.6624),(62 1091.8003),(63 1087.3083),(64 1087.9137),(65 1092.3774),(66 1091.8096),(67 1106.3165),(68 1105.3507),(69 1101.2539),(70 1100.4478),(71 1101.4462),(72 1090.5219),(73 1079.2118),(74 1077.0924),(75 1085.5627),(76 1097.0348),(77 1108.9529),(78 1115.592),(79 1107.6704),
(1 471.83047),(2 628.2185),(3 713.98596),(4 739.3561),(5 759.254),(6 771.80023),(7 783.4179),(8 784.5848),(9 808.2764),(10 814.17883),(11 833.1534),(12 847.439),(13 863.5379),(14 875.5293),(15 877.48975),(16 884.74603),(17 905.9099),(18 908.1324),(19 915.51526),(20 912.60706),(21 924.2296),(22 939.07007),(23 951.96796),(24 960.5475),(25 955.7597),(26 949.3674),(27 966.336),(28 975.58777),(29 983.52155),(30 993.46796),(31 1014.3872),(32 1005.6377),(33 1011.1969),(34 1011.0622),(35 1022.9938),(36 1034.953),(37 1043.1531),(38 1045.3994),(39 1036.1263),(40 1032.4462),(41 1031.0344),(42 1035.0624),(43 1047.6583),(44 1042.8569),(45 1039.7034),(46 1061.9824),(47 1065.21),(48 1067.9929),(49 1066.9856),(50 1075.7798),(51 1074.429),(52 1063.8826),(53 1074.6094),(54 1070.1798),(55 1072.8441),(56 1083.8965),(57 1073.1349),(58 1061.4183),(59 1070.9325),(60 1079.4965),(61 1089.0062),(62 1079.1415),(63 1077.7721),(64 1073.8105),(65 1077.2574),(66 1079.3676),(67 1081.0632),(68 1071.8427),(69 1080.4325),(70 1077.3625),(71 1072.659),(72 1077.818),(73 1060.5559),(74 1059.075),(75 1080.5311),(76 1071.3419),(77 1080.9186),(78 1078.282),(79 1081.9612),
(1 467.82446),(2 620.9797),(3 708.7858),(4 742.4132),(5 760.3519),(6 775.2249),(7 783.9441),(8 798.8169),(9 817.14526),(10 816.9554),(11 824.3189),(12 831.68665),(13 851.9293),(14 847.1988),(15 856.8083),(16 853.42804),(17 871.357),(18 877.8641),(19 891.9096),(20 892.75726),(21 910.26874),(22 925.891),(23 941.4949),(24 946.92487),(25 956.88104),(26 964.58905),(27 973.95703),(28 971.0664),(29 982.0342),(30 984.538),(31 999.91595),(32 998.42773),(33 1003.4956),(34 1008.11896),(35 1019.84845),(36 1036.5985),(37 1039.2711),(38 1051.7529),(39 1053.8673),(40 1051.323),(41 1065.3826),(42 1063.9178),(43 1054.4441),(44 1057.8339),(45 1058.2574),(46 1069.1483),(47 1075.194),(48 1069.9141),(49 1066.9237),(50 1058.645),(51 1064.1857),(52 1078.1029),(53 1085.7247),(54 1081.1957),(55 1072.8008),(56 1078.5065),(57 1072.6721),(58 1074.1135),(59 1065.5292),(60 1059.042),(61 1064.6731),(62 1058.893),(63 1067.3506),(64 1061.1702),(65 1064.5002),(66 1068.7771),(67 1082.9182),(68 1081.4677),(69 1085.051),(70 1085.7661),(71 1087.9404),(72 1080.0488),(73 1066.0101),(74 1058.7852),(75 1071.1848),(76 1071.1345),(77 1076.208),(78 1084.8792),(79 1077.9927),
(1 466.1967),(2 610.4923),(3 707.6164),(4 744.907),(5 767.2375),(6 772.40173),(7 782.3509),(8 798.7782),(9 807.4418),(10 817.5465),(11 816.6867),(12 820.17804),(13 834.5584),(14 845.98865),(15 850.0022),(16 848.4926),(17 860.56036),(18 869.6879),(19 883.5221),(20 880.07263),(21 898.0283),(22 912.18243),(23 932.88605),(24 928.98596),(25 936.64276),(26 948.3274),(27 956.8503),(28 956.8205),(29 976.826),(30 989.9599),(31 992.8084),(32 1005.06506),(33 1011.94965),(34 1005.354),(35 1011.10565),(36 1019.3792),(37 1012.78876),(38 1017.5075),(39 1009.42615),(40 1019.5419),(41 1022.05554),(42 1020.41626),(43 1019.34186),(44 1026.8402),(45 1038.6523),(46 1036.973),(47 1035.4124),(48 1041.9283),(49 1039.903),(50 1034.3158),(51 1038.3049),(52 1029.386),(53 1038.8245),(54 1037.6514),(55 1034.243),(56 1030.3801),(57 1033.6487),(58 1042.1783),(59 1046.7684),(60 1043.8867),(61 1033.0483),(62 1039.0325),(63 1041.8762),(64 1057.7451),(65 1057.5546),(66 1052.157),(67 1053.7178),(68 1059.5215),(69 1058.801),(70 1057.5903),(71 1060.6466),(72 1055.7692),(73 1039.6606),(74 1034.8131),(75 1043.4414),(76 1043.4587),(77 1056.6698),(78 1059.3684),(79 1066.58),
(1 452.6478),(2 598.98364),(3 680.74),(4 709.3615),(5 740.3335),(6 741.11273),(7 751.4569),(8 771.45215),(9 771.2414),(10 780.2261),(11 788.8368),(12 797.31177),(13 821.1455),(14 816.4003),(15 822.2708),(16 830.8404),(17 852.65076),(18 864.33636),(19 871.5863),(20 867.1251),(21 881.5489),(22 892.2661),(23 913.6125),(24 907.40704),(25 927.0717),(26 937.18353),(27 939.056),(28 934.1626),(29 940.69586),(30 951.99414),(31 969.7716),(32 967.28406),(33 959.07513),(34 960.57654),(35 970.2308),(36 965.0457),(37 964.8734),(38 974.0423),(39 982.98126),(40 986.5468),(41 994.4687),(42 1003.24176),(43 993.196),(44 999.1444),(45 989.862),(46 997.22906),(47 1008.63196),(48 1020.6365),(49 1031.2223),(50 1015.1812),(51 1008.6117),(52 1023.1183),(53 1039.9067),(54 1011.3125),(55 1013.9563),(56 1035.6222),(57 1049.4344),(58 1038.2614),(59 1045.7756),(60 1038.4257),(61 1052.2797),(62 1048.3992),(63 1059.1993),(64 1068.0404),(65 1073.2535),(66 1077.2041),(67 1082.8837),(68 1085.1506),(69 1085.2235),(70 1077.93),(71 1075.2532),(72 1071.0697),(73 1062.6241),(74 1043.4473),(75 1060.0603),(76 1064.0822),(77 1076.438),(78 1079.2773),(79 1088.3896),
(1 447.27173),(2 585.36365),(3 655.9114),(4 676.87244),(5 692.7709),(6 706.8794),(7 729.02527),(8 737.3529),(9 750.0459),(10 754.4856),(11 768.4851),(12 776.1259),(13 793.03796),(14 787.98444),(15 798.9712),(16 820.9451),(17 825.2685),(18 839.3323),(19 828.9729),(20 835.9877),(21 845.4555),(22 851.7659),(23 873.83105),(24 882.52216),(25 897.63556),(26 907.07556),(27 898.9181),(28 900.0638),(29 907.7009),(30 923.91534),(31 931.8909),(32 931.30396),(33 936.9643),(34 944.35315),(35 949.2822),(36 957.2961),(37 960.18787),(38 970.9543),(39 976.9322),(40 980.6382),(41 987.8448),(42 986.75),(43 974.961),(44 977.13574),(45 968.2301),(46 973.9751),(47 971.591),(48 981.4931),(49 986.20105),(50 987.4426),(51 981.0828),(52 980.9575),(53 979.07874),(54 979.6576),(55 988.6563),(56 1001.91003),(57 998.0701),(58 994.57416),(59 996.89136),(60 988.82574),(61 987.47754),(62 993.42633),(63 996.9295),(64 1004.0454),(65 1013.4539),(66 1022.2153),(67 1013.741),(68 1021.9117),(69 1023.54565),(70 1029.6914),(71 1027.9412),(72 1026.1794),(73 1013.6905),(74 1009.95605),(75 1012.0124),(76 1018.67194),(77 1025.9042),(78 1029.4579),(79 1018.4025),
(1 450.40207),(2 580.9975),(3 651.59344),(4 674.21954),(5 687.4682),(6 695.7255),(7 717.1994),(8 735.4024),(9 750.81244),(10 751.5837),(11 746.5035),(12 752.97076),(13 768.68835),(14 778.1397),(15 802.7516),(16 820.6173),(17 821.5836),(18 820.8519),(19 825.32904),(20 829.5017),(21 830.6694),(22 857.20557),(23 871.9374),(24 879.0067),(25 879.5401),(26 885.74194),(27 890.8253),(28 893.2724),(29 905.0574),(30 911.56396),(31 913.42725),(32 927.3367),(33 934.4557),(34 942.6411),(35 944.8655),(36 938.3902),(37 943.3726),(38 948.3308),(39 951.4013),(40 963.37933),(41 983.59375),(42 989.4557),(43 991.9133),(44 998.81976),(45 986.98944),(46 987.3289),(47 989.42175),(48 996.5127),(49 1017.5016),(50 1012.0492),(51 1003.857),(52 1009.0508),(53 1018.3515),(54 1017.1285),(55 1029.3965),(56 1024.2737),(57 1028.8488),(58 1020.5165),(59 1020.4398),(60 1020.83936),(61 1023.8415),(62 1031.9325),(63 1026.064),(64 1027.7761),(65 1029.5615),(66 1027.6051),(67 1036.8442),(68 1044.0879),(69 1017.8813),(70 1014.1639),(71 1011.5176),(72 1023.6903),(73 1015.07135),(74 1006.99866),(75 1020.18835),(76 1025.0754),(77 1031.8828),(78 1023.9904),(79 1016.1207),
(1 437.7835),(2 567.576),(3 642.3758),(4 675.7884),(5 695.0846),(6 718.114),(7 724.8754),(8 729.9974),(9 742.2729),(10 753.9033),(11 753.5664),(12 749.10614),(13 763.48236),(14 772.86053),(15 785.0788),(16 789.0613),(17 799.2383),(18 807.0326),(19 820.43634),(20 821.70404),(21 830.4927),(22 851.4688),(23 853.33185),(24 859.1529),(25 864.99677),(26 861.0595),(27 861.30725),(28 861.47754),(29 862.92834),(30 877.27344),(31 881.69885),(32 886.8547),(33 885.2174),(34 900.407),(35 908.0127),(36 912.6482),(37 907.99475),(38 908.9587),(39 910.7545),(40 901.1965),(41 921.66797),(42 917.30176),(43 930.5964),(44 921.1155),(45 919.4821),(46 939.5236),(47 935.6395),(48 933.21295),(49 948.8098),(50 951.3586),(51 949.28265),(52 959.4812),(53 966.86847),(54 974.4332),(55 978.58685),(56 986.8166),(57 998.7482),(58 997.593),(59 999.38855),(60 996.71155),(61 1002.7728),(62 1009.22144),(63 1005.74255),(64 998.019),(65 1011.92725),(66 1009.053),(67 1024.2959),(68 1023.07574),(69 1013.84174),(70 1013.45337),(71 1002.0924),(72 1013.3959),(73 1007.78217),(74 996.68115),(75 998.72095),(76 993.08014),(77 987.52374),(78 981.648),(79 980.1855),
(1 427.7879),(2 561.9955),(3 638.271),(4 662.6173),(5 683.328),(6 688.80035),(7 694.8228),(8 705.55194),(9 716.1482),(10 727.8266),(11 733.5307),(12 728.42096),(13 753.14154),(14 765.49524),(15 778.8673),(16 785.06665),(17 812.1637),(18 813.3996),(19 824.2509),(20 826.48334),(21 841.4949),(22 839.87384),(23 855.6071),(24 861.98627),(25 870.77856),(26 876.00635),(27 875.9188),(28 878.4476),(29 892.2674),(30 903.8301),(31 904.4314),(32 905.5574),(33 913.89685),(34 925.57465),(35 931.95935),(36 941.8558),(37 941.8463),(38 933.2067),(39 942.36694),(40 948.3747),(41 949.8643),(42 946.36676),(43 940.28864),(44 938.7094),(45 938.62384),(46 947.4427),(47 951.01306),(48 958.0896),(49 962.5147),(50 948.2461),(51 954.86194),(52 950.1071),(53 951.9115),(54 949.37024),(55 947.5325),(56 969.78125),(57 971.57135),(58 975.35443),(59 976.30286),(60 977.59705),(61 968.6101),(62 982.91876),(63 983.5666),(64 979.8117),(65 974.5665),(66 976.1172),(67 979.39594),(68 988.0091),(69 980.0883),(70 970.29095),(71 965.80347),(72 973.8601),(73 974.9394),(74 962.671),(75 962.76025),(76 965.1306),(77 962.4668),(78 956.2574),(79 957.03204),
(1 421.89532),(2 565.72437),(3 645.6725),(4 667.8146),(5 673.363),(6 686.94415),(7 691.92053),(8 699.3912),(9 707.0594),(10 717.0585),(11 723.3353),(12 724.0353),(13 743.4318),(14 756.21075),(15 760.698),(16 775.29236),(17 786.05975),(18 785.96704),(19 802.0639),(20 807.24945),(21 814.7709),(22 826.9928),(23 832.5412),(24 829.1025),(25 837.40314),(26 852.372),(27 855.04236),(28 852.92346),(29 865.0066),(30 884.2037),(31 878.21234),(32 880.48126),(33 888.56744),(34 897.2483),(35 906.6941),(36 905.08185),(37 908.7341),(38 906.61053),(39 918.0033),(40 928.10187),(41 921.91626),(42 924.2136),(43 921.06885),(44 925.3051),(45 922.49506),(46 925.48865),(47 932.9978),(48 942.0122),(49 949.46606),(50 944.201),(51 954.8775),(52 959.94977),(53 961.70013),(54 955.24133),(55 951.45557),(56 951.8147),(57 962.11017),(58 959.6471),(59 958.9547),(60 966.9828),(61 961.8333),(62 964.69147),(63 966.8134),(64 954.39746),(65 955.29126),(66 957.234),(67 957.7041),(68 961.4508),(69 960.18225),(70 954.6908),(71 944.1392),(72 944.5924),(73 952.5717),(74 940.6242),(75 940.18964),(76 938.207),(77 942.06305),(78 944.72736),(79 948.294),
