1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 55807.098),(2 234004.11),(3 512866.28),(4 875149.8),(5 1369981.1),(6 1970798),(7 2688426.3),(8 3463521.3),(9 4350168.5),(10 5270167.5),(11 6234834.5),(12 7281378),(13 8282425.5),(14 9412445),(15 10557404),(16 11811053),(17 13093293),(18 14408119),(19 15708771),(20 16959704),(21 18102714),(22 19212688),(23 20171482),(24 21052922),(25 21833458),(26 22519888),(27 23062176),(28 23487018),(29 23807750),(30 24012848),(31 24149034),(32 24198310),(33 24200954),(34 24167834),(35 24100096),(36 24013210),(37 23791942),(38 23564424),(39 23266592),(40 22992000),(41 22662762),(42 22430098),(43 22257560),(44 22188158),(45 22107874),(46 22041506),(47 21886642),(48 21783190),(49 21761978),(50 21822370),(51 21898654),(52 22060790),(53 22258764),(54 22569222),(55 22841198),(56 23016062),(57 23119494),(58 23265962),(59 23390142),(60 23639602),(61 23876914),(62 24145042),(63 24500742),(64 24865424),(65 25234246),(66 25596488),(67 25928046),(68 26217864),(69 26501110),(70 26752778),(71 26977624),(72 27208486),(73 27463024),(74 27767562),(75 28010760),(76 28246288),(77 28460262),(78 28659046),(79 28827018),
(1 87.065056),(2 109.50566),(3 119.41961),(4 125.802795),(5 130.3205),(6 136.6247),(7 140.56978),(8 144.06088),(9 148.02142),(10 152.42996),(11 155.3238),(12 157.65262),(13 160.23138),(14 160.92384),(15 161.65584),(16 162.90593),(17 164.07343),(18 163.86594),(19 166.28722),(20 165.08852),(21 167.10712),(22 165.36354),(23 166.3281),(24 167.13438),(25 166.3958),(26 167.71837),(27 166.88226),(28 166.84651),(29 166.20021),(30 163.15576),(31 163.11392),(32 162.10628),(33 161.55801),(34 159.95248),(35 159.28343),(36 160.68253),(37 159.60432),(38 160.24551),(39 159.30835),(40 158.75931),(41 159.46094),(42 160.04584),(43 160.16634),(44 160.5852),(45 160.1833),(46 161.47226),(47 161.44057),(48 161.50964),(49 162.79823),(50 163.42004),(51 164.3311),(52 165.8039),(53 169.53403),(54 169.72395),(55 168.00377),(56 168.78267),(57 169.72697),(58 168.95972),(59 169.34386),(60 170.91913),(61 169.32043),(62 169.91531),(63 169.74448),(64 169.96994),(65 170.15796),(66 167.30267),(67 166.95264),(68 164.66077),(69 166.69733),(70 164.1531),(71 164.14677),(72 162.91994),(73 162.61076),(74 164.02933),(75 163.10179),(76 162.67137),(77 163.15733),(78 163.22643),(79 163.93973),
(1 86.94472),(2 109.5102),(3 118.080414),(4 126.11102),(5 130.24059),(6 135.54779),(7 137.63588),(8 142.26004),(9 145.67438),(10 150.50813),(11 150.73474),(12 150.58719),(13 152.47833),(14 156.52214),(15 157.8483),(16 159.78003),(17 160.84052),(18 159.39594),(19 160.41878),(20 162.18346),(21 163.0527),(22 163.06602),(23 163.42737),(24 163.46906),(25 162.03255),(26 164.03102),(27 163.44623),(28 161.57854),(29 161.12318),(30 161.6689),(31 161.90016),(32 160.9689),(33 162.27312),(34 161.95132),(35 163.02057),(36 161.35956),(37 161.41891),(38 161.49391),(39 159.31116),(40 159.22314),(41 157.90465),(42 158.74506),(43 159.38333),(44 160.79869),(45 159.9195),(46 162.31282),(47 163.01707),(48 164.20947),(49 164.07423),(50 163.97926),(51 162.62692),(52 164.27757),(53 165.01076),(54 164.90411),(55 164.81384),(56 163.35196),(57 163.48918),(58 163.83081),(59 163.9887),(60 165.50212),(61 164.90584),(62 163.60835),(63 164.45065),(64 164.93379),(65 164.62695),(66 163.0202),(67 164.65144),(68 162.68497),(69 161.54582),(70 160.97884),(71 160.49919),(72 160.51422),(73 161.13852),(74 160.93286),(75 159.96666),(76 158.52972),(77 160.1878),(78 161.72049),(79 161.14777),
(1 86.37032),(2 109.66555),(3 119.0974),(4 128.33418),(5 134.27177),(6 140.68536),(7 142.91756),(8 146.27911),(9 149.69664),(10 153.98999),(11 153.69199),(12 153.8411),(13 156.48671),(14 157.85959),(15 158.97273),(16 161.6022),(17 162.66547),(18 163.11996),(19 164.31253),(20 166.16956),(21 166.8847),(22 167.90723),(23 166.51166),(24 167.2446),(25 167.44754),(26 166.8462),(27 164.6554),(28 161.93785),(29 163.15303),(30 163.43398),(31 161.54886),(32 159.75552),(33 160.5815),(34 159.61664),(35 160.31369),(36 158.46942),(37 158.45425),(38 157.60353),(39 156.5067),(40 156.34317),(41 156.60318),(42 155.4046),(43 157.3618),(44 158.01361),(45 159.15651),(46 159.3395),(47 162.56335),(48 162.71965),(49 163.14687),(50 164.19765),(51 162.74866),(52 165.84888),(53 166.69252),(54 168.00012),(55 167.79883),(56 168.6116),(57 166.3907),(58 168.51558),(59 169.5957),(60 170.16039),(61 170.54955),(62 171.09216),(63 171.09187),(64 170.51328),(65 170.54266),(66 168.83781),(67 169.9225),(68 168.52843),(69 167.11327),(70 167.14359),(71 168.31775),(72 166.53137),(73 167.1785),(74 167.44267),(75 169.63951),(76 167.58064),(77 165.94385),(78 167.28795),(79 165.22878),
(1 83.11229),(2 104.37131),(3 113.93857),(4 121.39359),(5 125.76339),(6 132.61511),(7 136.3242),(8 139.59265),(9 144.14798),(10 147.76938),(11 147.59442),(12 149.1681),(13 152.15263),(14 152.93607),(15 154.68547),(16 154.99284),(17 155.92386),(18 157.16006),(19 156.25574),(20 156.48843),(21 156.66438),(22 157.65497),(23 156.82391),(24 157.817),(25 157.01161),(26 155.91127),(27 155.24977),(28 154.11351),(29 154.6641),(30 154.47197),(31 153.98569),(32 152.18697),(33 153.69107),(34 153.91681),(35 152.33675),(36 152.5547),(37 152.2457),(38 152.26602),(39 153.28825),(40 153.69312),(41 153.5278),(42 154.52188),(43 154.83563),(44 156.20131),(45 155.45033),(46 156.86482),(47 156.54497),(48 158.88466),(49 157.88844),(50 158.83777),(51 156.85219),(52 159.40697),(53 160.8374),(54 160.44112),(55 159.16562),(56 159.28172),(57 159.1152),(58 158.86053),(59 160.01265),(60 160.48529),(61 160.7482),(62 160.26173),(63 160.41547),(64 161.1484),(65 161.25647),(66 159.89688),(67 159.77864),(68 159.11877),(69 158.55241),(70 157.41832),(71 157.04456),(72 154.70839),(73 155.76477),(74 153.50844),(75 154.18211),(76 153.88089),(77 155.81519),(78 156.46616),(79 157.14842),
(1 85.01362),(2 107.49171),(3 116.83368),(4 125.74443),(5 129.17314),(6 136.88016),(7 138.17676),(8 141.96716),(9 143.83357),(10 150.01657),(11 150.45853),(12 150.71352),(13 153.00943),(14 155.74028),(15 155.71342),(16 157.56625),(17 158.46573),(18 159.29022),(19 158.31877),(20 159.61317),(21 160.58821),(22 161.84851),(23 162.40318),(24 160.93816),(25 160.02469),(26 159.67078),(27 157.96758),(28 155.97218),(29 157.52844),(30 158.18028),(31 157.59299),(32 155.70944),(33 156.55),(34 156.0648),(35 155.89824),(36 156.98383),(37 156.49066),(38 155.91232),(39 155.13774),(40 154.65868),(41 155.77684),(42 156.95898),(43 156.00746),(44 156.35931),(45 156.50223),(46 158.12663),(47 156.96509),(48 158.3292),(49 158.63765),(50 159.30576),(51 158.97852),(52 159.10062),(53 159.68285),(54 160.33908),(55 160.64456),(56 158.57776),(57 159.27098),(58 159.45163),(59 159.107),(60 160.7302),(61 161.44505),(62 161.39583),(63 161.22098),(64 162.29294),(65 163.24886),(66 162.0566),(67 161.55617),(68 160.47961),(69 160.51962),(70 162.27104),(71 161.51094),(72 159.04062),(73 159.83154),(74 159.10406),(75 158.21733),(76 158.38547),(77 158.39082),(78 159.48618),(79 160.66115),
(1 82.93648),(2 105.091354),(3 114.14859),(4 120.89354),(5 126.95013),(6 132.33827),(7 135.2327),(8 138.58287),(9 141.8766),(10 145.12462),(11 146.97258),(12 148.8399),(13 151.77489),(14 154.26791),(15 155.95665),(16 156.57956),(17 158.1107),(18 157.79863),(19 158.28456),(20 159.14224),(21 160.58278),(22 160.33032),(23 160.43259),(24 159.82364),(25 158.6028),(26 158.3075),(27 157.95596),(28 156.89447),(29 156.52104),(30 155.11429),(31 154.77855),(32 152.08995),(33 152.42978),(34 152.79291),(35 152.6568),(36 151.05484),(37 149.67),(38 149.96722),(39 149.14807),(40 148.85078),(41 148.87714),(42 149.27928),(43 150.05962),(44 151.71407),(45 153.5814),(46 154.88942),(47 156.63411),(48 156.17282),(49 156.52948),(50 158.83994),(51 156.84697),(52 159.46977),(53 162.69664),(54 162.76929),(55 162.61835),(56 161.60733),(57 163.11055),(58 164.42241),(59 163.98155),(60 165.31787),(61 163.82161),(62 163.92847),(63 165.22005),(64 166.10826),(65 165.09224),(66 166.17667),(67 163.49013),(68 162.66287),(69 163.90207),(70 162.333),(71 161.18648),(72 159.99548),(73 160.40569),(74 157.70973),(75 157.16489),(76 158.72139),(77 159.00345),(78 158.35782),(79 157.92204),
(1 82.15603),(2 103.96669),(3 113.571045),(4 121.745766),(5 125.915276),(6 130.50864),(7 133.19872),(8 136.68176),(9 138.4201),(10 142.2554),(11 145.00916),(12 148.92426),(13 150.9126),(14 153.05948),(15 154.74655),(16 156.06372),(17 157.7518),(18 158.90858),(19 158.45265),(20 161.55678),(21 160.6641),(22 161.94823),(23 161.0169),(24 161.64326),(25 158.9),(26 157.93794),(27 156.76369),(28 155.28415),(29 155.71727),(30 154.50829),(31 155.58676),(32 155.37752),(33 155.29158),(34 155.79959),(35 155.12921),(36 155.58374),(37 155.90405),(38 155.6518),(39 154.95084),(40 155.25655),(41 153.78857),(42 153.34103),(43 152.40965),(44 153.89053),(45 153.1284),(46 153.71269),(47 154.24463),(48 153.9408),(49 154.54321),(50 153.85204),(51 154.81981),(52 156.85146),(53 156.95374),(54 158.83693),(55 159.43977),(56 158.07181),(57 158.03703),(58 159.23738),(59 157.64128),(60 158.36148),(61 156.63777),(62 157.28677),(63 158.61873),(64 159.4909),(65 159.34676),(66 161.26521),(67 159.73312),(68 159.57957),(69 159.3438),(70 159.46649),(71 159.31326),(72 160.17793),(73 158.58853),(74 158.21225),(75 156.78215),(76 158.84985),(77 159.88742),(78 160.45546),(79 158.62573),
(1 82.30856),(2 101.929565),(3 110.14641),(4 117.42494),(5 122.07098),(6 128.40314),(7 131.37485),(8 134.44559),(9 137.895),(10 140.87224),(11 141.74643),(12 144.70682),(13 146.92464),(14 148.15378),(15 148.32884),(16 149.19556),(17 149.71835),(18 149.4412),(19 149.15436),(20 150.30457),(21 150.83289),(22 150.0006),(23 148.91823),(24 150.08052),(25 150.33937),(26 149.53935),(27 150.76917),(28 150.38159),(29 149.8204),(30 149.9868),(31 148.80107),(32 147.40639),(33 145.90038),(34 145.28497),(35 148.12764),(36 146.60143),(37 147.7329),(38 146.80417),(39 146.61653),(40 146.44788),(41 145.95035),(42 146.55841),(43 146.46477),(44 148.30623),(45 147.61546),(46 150.28087),(47 150.62192),(48 151.94104),(49 150.9042),(50 150.74796),(51 149.93582),(52 152.56644),(53 153.85724),(54 155.25021),(55 156.84373),(56 155.77017),(57 156.41406),(58 157.46371),(59 157.11363),(60 158.95753),(61 156.72383),(62 157.08289),(63 156.74483),(64 157.97363),(65 156.00124),(66 154.69057),(67 153.76),(68 153.50754),(69 151.88283),(70 150.82777),(71 150.67096),(72 151.05273),(73 150.18953),(74 148.91261),(75 148.18094),(76 149.41487),(77 148.57678),(78 147.1518),(79 148.17049),
(1 81.56935),(2 100.71518),(3 108.65539),(4 116.58331),(5 120.47608),(6 125.6783),(7 129.30702),(8 133.95184),(9 135.47545),(10 138.22859),(11 140.96968),(12 142.57854),(13 143.98323),(14 144.23283),(15 144.7756),(16 145.87665),(17 146.24829),(18 147.45224),(19 147.0913),(20 149.94348),(21 150.709),(22 150.44841),(23 151.18727),(24 150.32831),(25 150.93924),(26 149.94003),(27 149.78735),(28 148.67451),(29 147.61182),(30 145.78294),(31 145.2022),(32 143.13559),(33 142.96996),(34 142.39075),(35 144.9875),(36 144.64566),(37 144.10841),(38 144.58978),(39 142.08751),(40 142.54868),(41 141.43468),(42 143.15196),(43 142.09663),(44 143.24065),(45 143.80565),(46 144.94981),(47 146.74573),(48 145.44318),(49 147.04945),(50 147.4793),(51 146.78966),(52 146.67336),(53 149.17433),(54 149.20734),(55 149.38237),(56 149.39534),(57 150.00499),(58 150.54767),(59 149.72185),(60 152.77992),(61 151.83696),(62 151.66154),(63 152.06424),(64 152.67543),(65 154.46513),(66 154.03514),(67 153.74754),(68 153.31648),(69 151.87791),(70 151.04146),(71 150.0866),(72 151.1559),(73 151.04045),(74 149.17734),(75 147.77063),(76 146.17413),(77 146.18275),(78 146.70892),(79 147.77592),
(1 79.7575),(2 100.28784),(3 110.627205),(4 117.681625),(5 121.072136),(6 126.390564),(7 130.51678),(8 134.32503),(9 136.18329),(10 139.34848),(11 142.14084),(12 144.94067),(13 147.75381),(14 150.33916),(15 150.19287),(16 151.82884),(17 151.3359),(18 152.44774),(19 152.2387),(20 152.61433),(21 153.34737),(22 152.08966),(23 150.91406),(24 150.2477),(25 150.71716),(26 149.31705),(27 150.11774),(28 150.31859),(29 150.14828),(30 150.44672),(31 148.71355),(32 148.11487),(33 146.60841),(34 145.8562),(35 148.84749),(36 148.85321),(37 147.64183),(38 147.53798),(39 146.37743),(40 146.47885),(41 145.50089),(42 146.865),(43 147.16492),(44 147.68262),(45 149.01074),(46 148.6296),(47 148.83481),(48 149.94963),(49 149.43703),(50 150.85158),(51 149.76122),(52 150.57193),(53 151.66498),(54 152.49359),(55 152.39558),(56 151.85504),(57 150.6679),(58 151.61853),(59 150.0321),(60 152.09012),(61 152.36093),(62 152.69275),(63 153.7665),(64 152.11871),(65 152.75246),(66 152.3814),(67 151.7304),(68 150.71844),(69 150.82594),(70 150.94177),(71 149.25569),(72 150.23912),(73 149.9112),(74 148.9117),(75 146.54102),(76 145.78865),(77 145.74377),(78 146.1082),(79 146.88283),
(1 79.19601),(2 98.85471),(3 107.37626),(4 113.90201),(5 118.25072),(6 122.367455),(7 125.491776),(8 128.63135),(9 129.66032),(10 133.54298),(11 134.81874),(12 138.21231),(13 140.56065),(14 141.9758),(15 140.6714),(16 143.05646),(17 144.09258),(18 144.69122),(19 144.28029),(20 144.80252),(21 145.51143),(22 144.72789),(23 143.66252),(24 144.44974),(25 143.79695),(26 144.1372),(27 143.28377),(28 142.12238),(29 141.31795),(30 142.11163),(31 140.78587),(32 139.38782),(33 139.66281),(34 138.9699),(35 141.28606),(36 139.75595),(37 140.4045),(38 141.29163),(39 140.80516),(40 140.73409),(41 139.7284),(42 140.84653),(43 139.67787),(44 140.36963),(45 140.89168),(46 141.68211),(47 141.167),(48 141.73244),(49 140.86584),(50 142.84898),(51 141.73686),(52 145.01016),(53 145.44185),(54 145.96391),(55 146.00536),(56 146.98126),(57 146.18588),(58 148.08522),(59 146.83257),(60 148.25815),(61 147.8587),(62 147.5454),(63 149.61931),(64 149.0847),(65 148.52199),(66 149.80531),(67 148.95091),(68 147.62529),(69 147.12936),(70 148.33406),(71 148.53802),(72 148.54242),(73 147.4171),(74 146.28699),(75 144.49287),(76 142.4233),(77 142.82607),(78 142.50806),(79 143.67282),
(1 76.770775),(2 97.46153),(3 105.91775),(4 113.45544),(5 117.47438),(6 122.86491),(7 124.58719),(8 129.47525),(9 131.52527),(10 134.68642),(11 136.39505),(12 137.43979),(13 139.79855),(14 140.87022),(15 141.82117),(16 143.54263),(17 144.67955),(18 145.0956),(19 146.91695),(20 147.14319),(21 146.22397),(22 145.69203),(23 145.99432),(24 146.32086),(25 147.19817),(26 145.69257),(27 144.98155),(28 146.21886),(29 145.91681),(30 143.58499),(31 143.42912),(32 142.93056),(33 141.80006),(34 142.09251),(35 142.61177),(36 143.02664),(37 143.10435),(38 141.75),(39 139.89603),(40 140.13168),(41 140.38678),(42 141.63377),(43 140.99745),(44 139.57713),(45 140.3113),(46 141.27827),(47 142.31937),(48 142.52367),(49 143.36336),(50 142.6152),(51 143.63385),(52 146.31912),(53 147.73798),(54 147.47858),(55 147.41066),(56 146.81543),(57 147.20464),(58 148.93889),(59 149.06323),(60 149.98811),(61 149.00632),(62 149.65788),(63 151.27293),(64 149.94772),(65 150.32892),(66 152.09529),(67 151.81584),(68 149.89459),(69 150.151),(70 148.70168),(71 148.10052),(72 148.25337),(73 146.3717),(74 145.3589),(75 145.28485),(76 145.53366),(77 143.77489),(78 143.67053),(79 143.44705),
(1 76.56498),(2 96.95575),(3 104.44612),(4 111.69199),(5 116.695595),(6 120.96865),(7 122.53471),(8 127.34463),(9 130.14326),(10 133.13841),(11 134.24243),(12 137.41666),(13 140.17525),(14 142.8571),(15 141.60182),(16 142.0898),(17 144.2187),(18 144.63197),(19 145.01997),(20 145.44597),(21 147.07918),(22 147.06749),(23 145.95842),(24 146.89717),(25 147.071),(26 145.77281),(27 145.74518),(28 144.91034),(29 145.82198),(30 144.94806),(31 145.23491),(32 145.45425),(33 146.12025),(34 144.73555),(35 144.80348),(36 143.72653),(37 144.02026),(38 145.97856),(39 145.86243),(40 144.61894),(41 144.7846),(42 145.14792),(43 144.97112),(44 145.27365),(45 145.73659),(46 147.71457),(47 144.89336),(48 147.4309),(49 147.35359),(50 147.01785),(51 147.54211),(52 148.96112),(53 150.05043),(54 152.00186),(55 150.58153),(56 149.85716),(57 149.11075),(58 150.82071),(59 150.422),(60 148.64589),(61 149.15532),(62 149.49144),(63 148.99672),(64 147.92247),(65 146.15117),(66 146.57033),(67 146.12343),(68 146.65787),(69 146.3622),(70 145.28337),(71 142.97949),(72 141.9393),(73 140.39899),(74 140.52605),(75 138.12144),(76 139.26727),(77 138.7345),(78 139.6212),(79 140.34233),
(1 75.56585),(2 93.41152),(3 100.966774),(4 106.778725),(5 111.00764),(6 115.67713),(7 118.45075),(8 123.31409),(9 124.86656),(10 129.69344),(11 131.1668),(12 133.03793),(13 135.36351),(14 137.8901),(15 138.30057),(16 138.08485),(17 138.93277),(18 138.79292),(19 139.49626),(20 139.6371),(21 140.94232),(22 140.59137),(23 141.4878),(24 141.55017),(25 141.62746),(26 141.29353),(27 139.03247),(28 137.71606),(29 136.82242),(30 137.01703),(31 136.55318),(32 136.22778),(33 136.0485),(34 137.4534),(35 136.36221),(36 133.968),(37 134.25343),(38 135.0932),(39 133.3126),(40 133.47682),(41 132.12619),(42 132.6471),(43 132.22978),(44 131.79462),(45 131.92049),(46 133.05952),(47 133.9622),(48 136.57463),(49 135.30829),(50 136.59065),(51 135.8134),(52 136.59169),(53 138.88397),(54 141.24062),(55 139.99011),(56 140.04741),(57 140.39818),(58 142.2132),(59 143.92287),(60 142.61212),(61 142.84052),(62 143.50589),(63 144.94304),(64 143.27823),(65 145.20659),(66 145.46733),(67 145.20268),(68 144.27142),(69 144.76826),(70 144.228),(71 142.40137),(72 141.85503),(73 141.67473),(74 139.67566),(75 137.42435),(76 137.70634),(77 137.9126),(78 137.82596),(79 138.92511),
(1 75.890144),(2 93.20879),(3 99.93838),(4 107.69142),(5 112.471405),(6 117.01296),(7 118.61736),(8 124.72485),(9 125.78284),(10 127.27657),(11 129.56612),(12 131.67947),(13 133.41624),(14 135.91151),(15 137.9984),(16 137.67412),(17 138.26453),(18 139.32527),(19 138.55125),(20 139.79575),(21 141.8776),(22 139.80965),(23 140.52444),(24 140.12506),(25 137.35022),(26 138.70883),(27 137.31503),(28 136.82744),(29 137.05896),(30 137.65984),(31 136.72153),(32 134.90819),(33 133.79749),(34 134.65283),(35 135.31766),(36 134.03244),(37 133.91747),(38 134.35497),(39 132.13646),(40 133.23007),(41 133.67166),(42 133.71469),(43 134.26685),(44 134.04578),(45 134.30128),(46 136.61047),(47 136.7933),(48 138.51526),(49 138.77127),(50 140.34323),(51 138.18115),(52 140.73135),(53 141.31541),(54 142.36073),(55 143.05095),(56 141.99753),(57 142.15804),(58 142.22989),(59 142.40791),(60 142.93826),(61 143.04488),(62 142.53217),(63 143.39581),(64 143.53238),(65 143.8729),(66 142.86198),(67 141.74532),(68 140.93729),(69 141.04996),(70 140.56691),(71 139.08922),(72 138.64017),(73 138.91315),(74 136.3666),(75 137.10738),(76 136.80956),(77 136.34387),(78 136.07753),(79 135.4507),
(1 74.365105),(2 91.96147),(3 99.802605),(4 106.059425),(5 109.51136),(6 114.35195),(7 116.313065),(8 120.30963),(9 123.275475),(10 126.365746),(11 128.25363),(12 130.18959),(13 131.85886),(14 133.02199),(15 133.44052),(16 132.94327),(17 134.29617),(18 134.92766),(19 134.92474),(20 135.85333),(21 136.60991),(22 136.47015),(23 136.44595),(24 135.8058),(25 135.907),(26 135.79626),(27 135.13731),(28 134.96965),(29 135.22264),(30 134.52728),(31 133.77167),(32 132.69107),(33 132.09473),(34 132.696),(35 133.4625),(36 131.62439),(37 132.30595),(38 132.38033),(39 131.57977),(40 132.33057),(41 131.49304),(42 131.05804),(43 131.48703),(44 132.9842),(45 133.05818),(46 133.70682),(47 132.59209),(48 134.62268),(49 134.8417),(50 136.27687),(51 134.78131),(52 137.04337),(53 138.30421),(54 137.95528),(55 137.90416),(56 138.00232),(57 138.17076),(58 139.1003),(59 138.95976),(60 138.99463),(61 138.71696),(62 139.26248),(63 140.12877),(64 139.83493),(65 140.32191),(66 140.21964),(67 139.15175),(68 139.82602),(69 138.43954),(70 137.04483),(71 136.36717),(72 135.34216),(73 134.75975),(74 134.28426),(75 134.10237),(76 133.81064),(77 135.78871),(78 134.67946),(79 134.73376),
(1 73.77839),(2 91.016106),(3 98.496826),(4 106.83169),(5 110.494896),(6 114.83847),(7 118.65161),(8 121.97007),(9 125.628075),(10 128.67679),(11 129.72542),(12 131.5047),(13 134.35397),(14 135.85092),(15 135.30385),(16 136.18712),(17 136.8598),(18 136.85219),(19 135.78961),(20 138.31497),(21 137.85484),(22 136.94147),(23 135.7758),(24 135.59186),(25 134.62344),(26 135.49493),(27 132.79709),(28 133.2481),(29 132.06593),(30 131.70512),(31 132.26332),(32 130.78777),(33 131.08618),(34 130.37306),(35 129.68063),(36 128.71141),(37 129.21233),(38 128.40883),(39 128.28798),(40 128.02611),(41 127.25797),(42 127.92015),(43 128.30144),(44 130.48894),(45 130.18573),(46 132.342),(47 130.94576),(48 131.77118),(49 131.89424),(50 133.19815),(51 133.35103),(52 134.34407),(53 135.81076),(54 137.96031),(55 137.03954),(56 137.93385),(57 139.10114),(58 139.53745),(59 141.77034),(60 143.0199),(61 142.23384),(62 142.30615),(63 142.87325),(64 142.56277),(65 142.06398),(66 142.08484),(67 141.76962),(68 139.69221),(69 139.48093),(70 140.33519),(71 138.76111),(72 137.86012),(73 136.5633),(74 135.40167),(75 134.80484),(76 133.8564),(77 134.58618),(78 134.85272),(79 134.427),
(1 71.92884),(2 88.70237),(3 97.54974),(4 103.936646),(5 107.8567),(6 111.67889),(7 115.077385),(8 120.56305),(9 124.13513),(10 124.433495),(11 126.54127),(12 129.12862),(13 130.98984),(14 131.99782),(15 131.6507),(16 132.59824),(17 132.86826),(18 132.79704),(19 134.12357),(20 135.1321),(21 135.58687),(22 135.89355),(23 135.78996),(24 136.3204),(25 136.29337),(26 136.12076),(27 135.27252),(28 135.89706),(29 134.61702),(30 133.55464),(31 133.29834),(32 132.01253),(33 131.94139),(34 132.04602),(35 131.34814),(36 131.04509),(37 132.05347),(38 129.893),(39 129.78763),(40 128.87033),(41 128.24709),(42 128.18445),(43 127.41407),(44 129.90013),(45 130.75217),(46 132.63179),(47 131.12407),(48 132.36256),(49 131.56418),(50 131.79564),(51 133.59041),(52 134.94655),(53 136.55206),(54 137.21376),(55 135.64128),(56 135.36006),(57 135.75426),(58 138.48396),(59 138.42262),(60 139.0955),(61 139.12135),(62 140.17978),(63 139.77328),(64 138.93619),(65 139.54936),(66 138.85982),(67 137.75784),(68 136.25945),(69 135.54495),(70 134.13326),(71 132.75464),(72 133.70369),(73 133.77303),(74 131.22697),(75 129.5438),(76 128.89899),(77 129.99199),(78 130.60054),(79 131.09264),
