1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 48910.96),(2 58502.816),(3 19432.436),(4 45346.883),(5 64848.41),(6 28320.986),(7 42010.465),(8 65571.164),(9 37492.414),(10 41686.61),(11 65608.34),(12 43656.254),(13 41924.363),(14 62908.176),(15 44706.457),(16 40364.664),(17 58955.598),(18 44931.465),(19 39036.816),(20 55532.164),(21 44460.45),(22 38867.73),(23 54185.535),(24 44015.37),(25 39472.62),(26 51630.582),(27 42577.758),(28 40893.61),(29 50669.37),(30 42213.78),(31 41398.37),(32 50257.76),(33 42024.336),(34 40650.63),(35 50586.45),(36 42824.184),(37 39232.336),(38 49244.08),(39 44240.203),(40 38341.176),(41 48508.457),(42 48330.305),(43 42847.195),(44 48987.563),(45 51774.36),(46 46422.17),(47 50411.39),(48 53015.16),(49 49034.637),(50 49590.12),(51 53727.2),(52 50508.242),(53 49275.07),(54 52173.32),(55 52071.703),(56 49160.145),(57 50594.156),(58 50479.535),(59 48160.418),(60 47349.637),(61 47928.375),(62 46772.543),(63 46067.4),(64 46161.32),(65 44150.41),(66 43626.047),(67 44036.297),(68 42490.773),(69 42590.168),(70 42712.03),(71 41647.44),(72 40768.09),(73 40449.883),(74 39592.336),(75 40128.53),(76 39578.37),(77 39751.95),(78 39559.082),(79 40599.617),
(1 34207.465),(2 41659.844),(3 18365.271),(4 35426.793),(5 49776.332),(6 27115.197),(7 36750.613),(8 53636.176),(9 34840.945),(10 37673.543),(11 55723.766),(12 39888.875),(13 39347.004),(14 56034.563),(15 42135.047),(16 38464.555),(17 53935.22),(18 42636.477),(19 37613.543),(20 51101.414),(21 43032.625),(22 37199.316),(23 50042.86),(24 42910.82),(25 37660.426),(26 47647.6),(27 42367.42),(28 38243.164),(29 46649.883),(30 41418.836),(31 38348.617),(32 46749.004),(33 43747.805),(34 37745.55),(35 46804.92),(36 44948.863),(37 37466.758),(38 43803.605),(39 46466.09),(40 38362.508),(41 42008.637),(42 47805.484),(43 42744.125),(44 42581.156),(45 48458),(46 45855.35),(47 44392.574),(48 48129.605),(49 48291.684),(50 44516.797),(51 47642.176),(52 49340.617),(53 46594.445),(54 46524.965),(55 48610.203),(56 47468.516),(57 46370.574),(58 46625.504),(59 46098.926),(60 44279.965),(61 44745.78),(62 44770.086),(63 43006.465),(64 43222.684),(65 42125.285),(66 40765.527),(67 40887.86),(68 40656.273),(69 39548.316),(70 39409.707),(71 39129.934),(72 38524.215),(73 36782.734),(74 36977.215),(75 37485.87),(76 36721.773),(77 36697.957),(78 36430.168),(79 36726.824),
(1 21475.385),(2 26357.611),(3 16803.232),(4 25865.605),(5 32527.262),(6 22810.11),(7 28837.285),(8 36408.76),(9 28076.414),(10 31430.35),(11 40098.906),(12 32009.38),(13 32643.193),(14 41713.742),(15 33935.793),(16 33287.105),(17 42931.39),(18 35630.61),(19 33933.77),(20 42818.637),(21 37194.33),(22 34320.906),(23 42317.89),(24 37210.656),(25 34565.547),(26 40197.777),(27 36838.535),(28 34423.78),(29 39816.906),(30 36387.85),(31 33734.3),(32 39183.227),(33 37472.24),(34 32212.914),(35 37271.29),(36 38868.383),(37 32430.857),(38 34466.703),(39 38814.67),(40 34817.938),(41 34303.387),(42 40575.418),(43 39693.516),(44 37376.4),(45 40628.566),(46 41737.848),(47 40101.27),(48 40956.367),(49 43055.684),(50 40952.563),(51 41217.46),(52 42930.17),(53 42385.1),(54 41017.62),(55 42078.402),(56 42067.832),(57 40754.504),(58 39788.78),(59 39550.49),(60 37876.953),(61 37937.695),(62 37345.684),(63 35950.133),(64 35912.69),(65 34674.29),(66 33552.168),(67 33486.523),(68 33510.17),(69 33193.996),(70 32657.857),(71 32269.04),(72 32054.44),(73 30563.04),(74 30975.93),(75 31659.145),(76 30854.18),(77 31432.889),(78 31364.242),(79 31626.22),
(1 16533.768),(2 20300.416),(3 15675.261),(4 20308.564),(5 23881.178),(6 21299.379),(7 24123.328),(8 26533.61),(9 25075.7),(10 27748.383),(11 30721.521),(12 28385.154),(13 30469.137),(14 33791.617),(15 29655.596),(16 30956.006),(17 35331.004),(18 31181.389),(19 31855.6),(20 36642.805),(21 33050.9),(22 32706.527),(23 37468.95),(24 34187.13),(25 32935.324),(26 36488.5),(27 34212.61),(28 33210.69),(29 36751.64),(30 34893.66),(31 33116.87),(32 36177.55),(33 35855.273),(34 32885.46),(35 35185.695),(36 37124.746),(37 33411.33),(38 33505.484),(39 36064.82),(40 34529.402),(41 33782.176),(42 37082.824),(43 36716.93),(44 36187.176),(45 37478.906),(46 38416.594),(47 37580.867),(48 37820.395),(49 38588.38),(50 37890.645),(51 37192.582),(52 37811.254),(53 37761.906),(54 36279.844),(55 36613.383),(56 36780.992),(57 35700.387),(58 34683.7),(59 34536.285),(60 33358.676),(61 33301.69),(62 33163.406),(63 32309.059),(64 32614.1),(65 31727.068),(66 30949.582),(67 30363.936),(68 30562.125),(69 30514.293),(70 29710.408),(71 29096.424),(72 29501.732),(73 28497.957),(74 28038.047),(75 28588.45),(76 28497.805),(77 28567.51),(78 28417.36),(79 29032.588),
(1 18966.033),(2 24061.734),(3 16937.102),(4 20239.701),(5 27648.324),(6 25139.98),(7 24462.535),(8 28442.68),(9 29654.148),(10 29006.082),(11 31095.707),(12 31655.844),(13 32114.697),(14 32526.06),(15 30847.648),(16 32024.111),(17 33377.242),(18 30613.262),(19 31995.008),(20 33726.875),(21 31428.217),(22 32514.293),(23 34755.313),(24 32497.15),(25 32936.03),(26 35034.22),(27 33476.758),(28 33497.19),(29 36096.785),(30 35275.996),(31 34524.88),(32 37446.24),(33 37213.61),(34 35575.395),(35 37774.81),(36 39467.867),(37 36913.707),(38 36866.113),(39 39496.105),(40 38524.355),(41 38691.25),(42 41845.605),(43 42759.11),(44 41584.746),(45 43535.836),(46 44471.27),(47 43337.88),(48 43462.645),(49 45687.62),(50 45031.4),(51 43347.44),(52 44564.633),(53 45548.33),(54 44451.3),(55 43431.535),(56 44275.33),(57 43392.223),(58 41141.67),(59 40602.613),(60 39747.66),(61 38938.066),(62 38580.51),(63 37754.793),(64 37142.523),(65 35462.547),(66 35337.895),(67 34283.195),(68 33493.785),(69 33774.23),(70 33600.117),(71 32320.375),(72 31981.094),(73 30829.365),(74 30894.453),(75 30803.379),(76 30230.639),(77 30964.334),(78 30853.06),(79 30482.219),
(1 19468.285),(2 26061.71),(3 17231.686),(4 18751.93),(5 28948.549),(6 26498.566),(7 22844.887),(8 28407.96),(9 31725.508),(10 28163.137),(11 29603.262),(12 32560.484),(13 31883.654),(14 30502.475),(15 31366.664),(16 32535.455),(17 31375.734),(18 30605.938),(19 32365.035),(20 32707.4),(21 30550.074),(22 32264.555),(23 33085.516),(24 30644.479),(25 31076.191),(26 32746.129),(27 31069.336),(28 31283.508),(29 33507.66),(30 32133.117),(31 31653.77),(32 33698.902),(33 33515.902),(34 32454.201),(35 33663.75),(36 35085.426),(37 34061.813),(38 33334.715),(39 35184.67),(40 35687.535),(41 36352.523),(42 38042.715),(43 40208.688),(44 39802.043),(45 40593.207),(46 41925.04),(47 42277.395),(48 40978.848),(49 42337.293),(50 42722.516),(51 41377.977),(52 41060.563),(53 41855.137),(54 41730.47),(55 39984.508),(56 40342.117),(57 39893.844),(58 38536.03),(59 37026.188),(60 36702.21),(61 36017.32),(62 35652.05),(63 34627.188),(64 34675.656),(65 32995.03),(66 32512.86),(67 32388.867),(68 31755.297),(69 31143.223),(70 31284.568),(71 30871.264),(72 29982.867),(73 29257.309),(74 29734.906),(75 30288.525),(76 29551.988),(77 30991.92),(78 30955.758),(79 31031.16),
(1 18263.607),(2 24917.098),(3 16846.762),(4 18168.156),(5 27623.248),(6 26282.682),(7 22393.432),(8 27507.664),(9 31437.283),(10 28357.635),(11 29019.416),(12 32732.393),(13 31917.918),(14 30052.656),(15 31456.86),(16 32477.895),(17 30889.73),(18 30689.613),(19 32199.865),(20 32039.002),(21 30449.549),(22 32173.617),(23 33087.293),(24 31658.227),(25 31319.879),(26 33098.348),(27 32202.332),(28 31839.639),(29 34112.37),(30 33378.883),(31 32419.402),(32 34335.03),(33 34785.836),(34 33200.59),(35 34352.184),(36 35401.785),(37 34343.137),(38 33550.906),(39 34149.836),(40 34201.39),(41 34925.832),(42 35839.656),(43 36918.363),(44 37627.184),(45 37431.4),(46 38132.79),(47 39233.6),(48 38582.93),(49 38627.4),(50 39143.633),(51 39707.547),(52 39258.016),(53 38939.51),(54 39419.46),(55 39488.87),(56 39329.99),(57 39389.242),(58 38537.25),(59 37719.145),(60 37392.434),(61 37098.76),(62 36965.844),(63 36282.64),(64 36270.957),(65 35192.168),(66 34720.313),(67 34497.34),(68 34186.97),(69 34045.742),(70 33770.156),(71 33581.266),(72 32385.846),(73 31407.305),(74 31973.902),(75 31792.512),(76 30841.387),(77 31068.79),(78 30752.74),(79 30522.795),
(1 17060.69),(2 23580.748),(3 16730.086),(4 16482.125),(5 25374.338),(6 26134.533),(7 22178.053),(8 25547.34),(9 30072.432),(10 28819.697),(11 28249.148),(12 30804.633),(13 31500.678),(14 30454.602),(15 30382.615),(16 31389.59),(17 31218.469),(18 30059.537),(19 31140.607),(20 32020.838),(21 30898.883),(22 31395.598),(23 32131.975),(24 31722.232),(25 31836.053),(26 32489.037),(27 31997.7),(28 32236.502),(29 33700.19),(30 32833.156),(31 32935.133),(32 34190.637),(33 34482.754),(34 33728.527),(35 34734.08),(36 35625.68),(37 34963.727),(38 34707.773),(39 35292.88),(40 35636.094),(41 36703.67),(42 37501.95),(43 38001.67),(44 39266.418),(45 39589.33),(46 39667.02),(47 40471.742),(48 40811.465),(49 40678.008),(50 40360.734),(51 41473.36),(52 41071.51),(53 40398.027),(54 39981.02),(55 39689.336),(56 39550.23),(57 38890.574),(58 37420.875),(59 36833.336),(60 35711.938),(61 34967.83),(62 34365.496),(63 34157.14),(64 33163.168),(65 31717.117),(66 30965.016),(67 30995.463),(68 29924.34),(69 29548.824),(70 29670.197),(71 29692.918),(72 28811.328),(73 27987.025),(74 28180.963),(75 29023.924),(76 28282.33),(77 28410.77),(78 28633.398),(79 28762.934),
(1 16986.791),(2 24311.115),(3 18498.07),(4 15608.456),(5 23985.904),(6 27112.916),(7 23047.69),(8 23065.393),(9 28244.232),(10 29660.883),(11 27405.39),(12 27380.313),(13 30704.61),(14 30643.938),(15 28512.313),(16 28990.584),(17 31148.719),(18 29667.977),(19 28512.273),(20 30120.203),(21 30733.453),(22 30003.365),(23 29906.264),(24 30765.64),(25 31731.959),(26 31544.041),(27 30372.781),(28 32229.273),(29 33431.004),(30 31191.516),(31 31572.99),(32 32967.543),(33 32627.455),(34 31020.953),(35 32236.242),(36 32663.258),(37 31500.125),(38 31883.969),(39 31719.4),(40 31288.604),(41 32894.758),(42 35033.523),(43 34130.266),(44 35077.926),(45 36647.934),(46 37036.99),(47 36473.08),(48 36814.37),(49 37362.25),(50 37276.195),(51 36716.418),(52 36843.13),(53 36473.03),(54 36219.434),(55 35504.543),(56 35993.617),(57 35324.168),(58 34117.082),(59 33554.23),(60 32973.586),(61 32270.516),(62 31910.229),(63 32183.625),(64 31990.861),(65 30600.031),(66 29620.338),(67 30189.625),(68 29814.703),(69 29947.705),(70 29629.498),(71 29696.373),(72 29115.201),(73 27789.46),(74 28245.553),(75 28400.021),(76 27986.39),(77 27893.615),(78 27924.533),(79 28105.299),
(1 18632.531),(2 27866.3),(3 20969.045),(4 15732.406),(5 24623.47),(6 31040.629),(7 26228.91),(8 22678.799),(9 29356.21),(10 33821.297),(11 30439.424),(12 28111.793),(13 33474.133),(14 35454.473),(15 31532.686),(16 30316.805),(17 34744.93),(18 34725.688),(19 31383.928),(20 32710.963),(21 35114.117),(22 34442.676),(23 32314.79),(24 34093.316),(25 36121.54),(26 34742.727),(27 33663.348),(28 36275.58),(29 37832.938),(30 35576.38),(31 36412.42),(32 38226.906),(33 37810.88),(34 37365.996),(35 39220.953),(36 39677.008),(37 37259.727),(38 38127.965),(39 39680.074),(40 37539.184),(41 37377.22),(42 41304.527),(43 42327.535),(44 40749.71),(45 40968.094),(46 43213.44),(47 42926.344),(48 41320.38),(49 41675.168),(50 42334.52),(51 42260.7),(52 42132.035),(53 41262.22),(54 41248.645),(55 40806.625),(56 41101.39),(57 40687.004),(58 39016.37),(59 37784.125),(60 37565.348),(61 37909.684),(62 36962.92),(63 35759.78),(64 35151.76),(65 34605.89),(66 34185.477),(67 34162.75),(68 32824.887),(69 33139.273),(70 32883.24),(71 32854.7),(72 31273.33),(73 30249.172),(74 30547.219),(75 31247.164),(76 30395.111),(77 30390.154),(78 30220.006),(79 30461.621),
(1 19907.037),(2 31301.723),(3 23146.219),(4 16269.628),(5 26498.172),(6 34995.836),(7 29072.396),(8 24018.016),(9 31122.904),(10 37906.99),(11 33616.082),(12 29359.307),(13 34607.25),(14 38847.293),(15 33435.242),(16 29660.484),(17 35350.27),(18 36620.785),(19 31143.77),(20 31040.348),(21 35122.855),(22 34986.984),(23 30448.658),(24 31505.883),(25 35653.77),(26 33992.816),(27 31885.744),(28 34799.51),(29 36445.324),(30 33920.457),(31 34961.617),(32 36971.605),(33 35961.19),(34 35155.926),(35 37176.98),(36 39129.215),(37 36194.3),(38 35036.63),(39 38389.176),(40 39995.676),(41 38283.387),(42 39681.344),(43 43660.54),(44 44915.258),(45 43102.082),(46 43551.746),(47 46349.004),(48 46674.3),(49 45128.58),(50 44141.387),(51 44870.77),(52 45936.855),(53 44584.605),(54 43636.2),(55 42394.953),(56 43010.387),(57 42619.223),(58 40935.223),(59 39028.85),(60 37881.133),(61 38656.348),(62 38066.484),(63 37130.75),(64 35496.223),(65 34785.953),(66 34553.273),(67 34414.16),(68 32592.541),(69 32416.459),(70 32602.861),(71 32460.941),(72 31764.334),(73 30306.342),(74 30994.61),(75 31799.76),(76 30760.9),(77 30757.936),(78 31487.727),(79 31988.254),
(1 19636.87),(2 30756.639),(3 22807.115),(4 15672.559),(5 25021.623),(6 33165.105),(7 27438.166),(8 21967.135),(9 28326.768),(10 35551.33),(11 31345.416),(12 26406.467),(13 31273.992),(14 36463.64),(15 31197.633),(16 27060.1),(17 32339.227),(18 34691.258),(19 29236.498),(20 27567.4),(21 31975.145),(22 33404.47),(23 28103.809),(24 28300.46),(25 32718.102),(26 32312.803),(27 28548.81),(28 30903.844),(29 34052.87),(30 30966.332),(31 30298.725),(32 33073.18),(33 33804.85),(34 31165.291),(35 31825.443),(36 35229.16),(37 34426.36),(38 31195.502),(39 31568.764),(40 34745.348),(41 36711.68),(42 35231.63),(43 36283.496),(44 40058.742),(45 40811.188),(46 39001.004),(47 39231.53),(48 41573.023),(49 42373.926),(50 40343.223),(51 39637.39),(52 41299.586),(53 41981.492),(54 41389.99),(55 39868.24),(56 40399.188),(57 41259.863),(58 40442.188),(59 38824.965),(60 37223.336),(61 37270.887),(62 36914.305),(63 36749.145),(64 34970.53),(65 33325.203),(66 33362.094),(67 32853.12),(68 31735.232),(69 31008.127),(70 30783.684),(71 30591.531),(72 29466.611),(73 27894.627),(74 27965.27),(75 28612.973),(76 27611.648),(77 27896.494),(78 28174.297),(79 28236.064),
(1 17860.043),(2 27831.813),(3 21475.426),(4 15989.706),(5 24554.023),(6 32084.541),(7 27617.406),(8 22888.574),(9 28575.152),(10 35665.977),(11 32277.398),(12 27501.686),(13 31770.027),(14 36956.387),(15 32116.246),(16 27393.66),(17 32003.637),(18 34611.203),(19 30094.795),(20 27283.729),(21 31117.543),(22 33110.168),(23 28610.691),(24 26940.55),(25 30468.588),(26 31232.654),(27 28161.432),(28 29239.58),(29 32537.432),(30 30764.104),(31 29220.87),(32 31205.33),(33 33388.117),(34 31758.986),(35 30584.316),(36 32406.809),(37 34360.66),(38 33574.36),(39 31773.521),(40 32515.85),(41 36542.35),(42 37614.977),(43 36303.12),(44 37316.246),(45 40277.06),(46 40831.617),(47 39491.76),(48 39595.78),(49 41501.453),(50 41739.188),(51 40448.156),(52 39847.063),(53 39831.52),(54 40211.35),(55 39536.492),(56 38743.617),(57 37737.773),(58 36788.54),(59 36263.734),(60 34752.41),(61 34155.21),(62 33646.59),(63 33469.69),(64 32835.477),(65 30935.371),(66 30185.928),(67 30324.957),(68 29729.102),(69 28468.303),(70 27813.572),(71 27774.783),(72 27538.744),(73 25792.877),(74 25364.66),(75 25836.746),(76 25401.518),(77 25932.152),(78 25713.307),(79 25352.367),
(1 16702.05),(2 25640),(3 20087.96),(4 15339.34),(5 22860.303),(6 30169.852),(7 26337.137),(8 22401.943),(9 27982.018),(10 34575.195),(11 31301.65),(12 27712.797),(13 31453.96),(14 35871.324),(15 31655.273),(16 27819.861),(17 31754.477),(18 34042.977),(19 30272.385),(20 27600.691),(21 30845.85),(22 33146.645),(23 29685.738),(24 27580.965),(25 30871.254),(26 32071.436),(27 29158.166),(28 29033.92),(29 31967.855),(30 31420.68),(31 29037.055),(32 29534.055),(33 31940.916),(34 31548.797),(35 29901.686),(36 30366.436),(37 31976.074),(38 32629.543),(39 31038.678),(40 29740.2),(41 32600.453),(42 35213.957),(43 34945.13),(44 33677.547),(45 35639),(46 37794.594),(47 38020.746),(48 36949.176),(49 37478.965),(50 38560.984),(51 38670.02),(52 37934.52),(53 36924.547),(54 37438.797),(55 38190.13),(56 38150.797),(57 36627.2),(58 34532.14),(59 34702.664),(60 34226.39),(61 33892.395),(62 33096.637),(63 32913.51),(64 32790.832),(65 31404.518),(66 30543.81),(67 30648.781),(68 30476.64),(69 29966.658),(70 29075.438),(71 28601.172),(72 28605.107),(73 27360.477),(74 27008.828),(75 27140.61),(76 27016),(77 27720.885),(78 27344.469),(79 27337.21),
(1 14543.343),(2 22231.623),(3 18383.7),(4 14308.341),(5 18974.607),(6 24798.31),(7 23287.623),(8 20177.205),(9 23095.176),(10 27953.96),(11 27207.824),(12 24470.715),(13 26125.598),(14 29283.68),(15 27548.537),(16 25190.738),(17 27349.387),(18 29411.635),(19 28162.79),(20 26575.246),(21 28379.994),(22 29726.416),(23 28170.377),(24 27327.557),(25 28824.314),(26 29716.498),(27 28613.78),(28 28759.79),(29 30323.463),(30 29989.367),(31 28945.01),(32 28834.979),(33 30142.83),(34 30806.799),(35 29910.979),(36 29439.402),(37 30146.916),(38 31323.537),(39 31229.133),(40 29805.828),(41 30725.377),(42 33187.258),(43 34462.5),(44 33901.06),(45 33385.242),(46 34312.863),(47 35357.023),(48 35292.492),(49 34440.723),(50 34583.73),(51 35164.06),(52 35741.496),(53 35041.215),(54 34142.84),(55 34556.016),(56 35510.004),(57 35206.51),(58 33392.656),(59 32834.42),(60 32835.848),(61 32985.133),(62 32389.799),(63 31596.045),(64 31872.611),(65 31274.348),(66 30443.379),(67 30319.572),(68 29732.324),(69 29618.896),(70 29183.172),(71 28341.541),(72 28083.576),(73 27172.895),(74 27253.229),(75 27215.715),(76 26393.861),(77 26940.85),(78 26924.22),(79 26694.963),
(1 13957.711),(2 21877.514),(3 19812.139),(4 15522.698),(5 18785.639),(6 25065.55),(7 25804.287),(8 23683.51),(9 24986.96),(10 29211.006),(11 30589.3),(12 28998.982),(13 28705.285),(14 30939.566),(15 30338.516),(16 28471.414),(17 28396.152),(18 29217.902),(19 28352.668),(20 26910.123),(21 27968.41),(22 28455.613),(23 27164.281),(24 26972.559),(25 28159.236),(26 28336.447),(27 27856.453),(28 28624.643),(29 29568.129),(30 28940.639),(31 28726.342),(32 28888.22),(33 29414.574),(34 30509.2),(35 30337.932),(36 29759.377),(37 29179.902),(38 30290.836),(39 31374.438),(40 30668.729),(41 30881.766),(42 32948.004),(43 34837.332),(44 35642.855),(45 35283.656),(46 35727.72),(47 36770.586),(48 37764.57),(49 37515.68),(50 36950.395),(51 37245.535),(52 37741.37),(53 37552.387),(54 36534.742),(55 36024.375),(56 37059.656),(57 36949.37),(58 34527.734),(59 33072.77),(60 32384.105),(61 32406.535),(62 32225.684),(63 31001.95),(64 30528.492),(65 29811.26),(66 29628.22),(67 29600.797),(68 28761.715),(69 28883.234),(70 28774.535),(71 28731.8),(72 27792.168),(73 26453.115),(74 26883.645),(75 27227.537),(76 26572.363),(77 27467.05),(78 27652.56),(79 27471.13),
(1 12802.705),(2 19623.85),(3 18009.44),(4 14079.926),(5 15917.42),(6 21377.482),(7 23093.424),(8 20971.678),(9 19460.871),(10 22476.512),(11 25332.883),(12 24735.41),(13 22487.38),(14 23837.928),(15 25591.814),(16 24868.846),(17 23719.027),(18 24066.45),(19 24872.64),(20 24551.674),(21 24918.5),(22 24406.223),(23 23760.174),(24 23915.982),(25 24649.795),(26 24752.1),(27 24000.688),(28 24792.03),(29 25732.953),(30 25421.076),(31 25093.127),(32 24960.773),(33 24798.934),(34 25576.264),(35 25639.324),(36 25579.14),(37 24634.617),(38 24174.781),(39 25333.43),(40 25878.088),(41 26948.66),(42 26916.826),(43 28025.273),(44 29085.277),(45 30093.262),(46 30175.344),(47 30326.287),(48 31183.482),(49 31859.07),(50 31655.186),(51 31085.8),(52 30828.295),(53 31009.166),(54 30949.049),(55 30059.129),(56 30424.361),(57 30404.111),(58 29100.313),(59 27889.463),(60 27744.537),(61 27856.39),(62 27884.18),(63 27204.102),(64 26763.893),(65 25878.082),(66 25760.129),(67 26060.15),(68 25520.145),(69 25025.482),(70 25056.84),(71 25220.346),(72 24848.654),(73 23899.646),(74 24361.227),(75 24584.822),(76 24023.078),(77 24668.488),(78 24864.54),(79 24779.732),
(1 11803.127),(2 17777.11),(3 16761.824),(4 13723.731),(5 15247.572),(6 19881.063),(7 21716.531),(8 20022.697),(9 18697.727),(10 21579.113),(11 24404.229),(12 23964.695),(13 21652.53),(14 23159.39),(15 25321.004),(16 24750.518),(17 23241.64),(18 23016.816),(19 24417.143),(20 24556.129),(21 24184.527),(22 23819.834),(23 23732.875),(24 24235.918),(25 24399.033),(26 24405.664),(27 24342.838),(28 24790.232),(29 25266.775),(30 25016.941),(31 25399.176),(32 25395.115),(33 25142.582),(34 25570.29),(35 26203.55),(36 26151.783),(37 26070.246),(38 25307.637),(39 25449.193),(40 26058.389),(41 27456.246),(42 28017.71),(43 27462.334),(44 27768.98),(45 28759.14),(46 29528.18),(47 29181.65),(48 29234.14),(49 29558.754),(50 29335.523),(51 29300.28),(52 28929.326),(53 29316.533),(54 29120.207),(55 28316.732),(56 28340.777),(57 28043.53),(58 27267),(59 26425.787),(60 25862.078),(61 25366.674),(62 25468.682),(63 24968.121),(64 24400.906),(65 23313.17),(66 22480.754),(67 22798.174),(68 22741.889),(69 22583.621),(70 22493.652),(71 21884.85),(72 21542.633),(73 21159.574),(74 21421.143),(75 21388.857),(76 20748.162),(77 21099.742),(78 21281.48),(79 21314.98),
