1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 46687.23),(2 149804.8),(3 279786.9),(4 419611.78),(5 566404.2),(6 708056.5),(7 853714.56),(8 1028839.44),(9 1229043.4),(10 1461704.9),(11 1700223.4),(12 1982257.6),(13 2298247.5),(14 2624305.8),(15 2946527.3),(16 3269242.3),(17 3586318),(18 3908954.3),(19 4204434),(20 4492245.5),(21 4853613.5),(22 5274897.5),(23 5786781.5),(24 6360954.5),(25 6928202.5),(26 7458757.5),(27 8020489.5),(28 8606711),(29 9168779),(30 9626471),(31 10135313),(32 10607572),(33 11081071),(34 11542692),(35 12030627),(36 12503597),(37 12981804),(38 13470141),(39 14009812),(40 14541108),(41 15104248),(42 15590608),(43 16110847),(44 16595680),(45 17177386),(46 17753718),(47 18360958),(48 18936112),(49 19530646),(50 20087020),(51 20723118),(52 21337832),(53 22051824),(54 22827682),(55 23616360),(56 24393626),(57 25198944),(58 25983174),(59 26741128),(60 27433792),(61 28139174),(62 28918752),(63 29782496),(64 30660074),(65 31568114),(66 32262478),(67 32962882),(68 33608200),(69 34322050),(70 35114316),(71 36027284),(72 36844828),(73 37612170),(74 38184340),(75 38796820),(76 39297732),(77 39834256),(78 40194500),(79 40618700),
(1 520.7865),(2 653.5352),(3 791.64905),(4 787.1947),(5 854.80994),(6 844.33826),(7 911.4891),(8 859.8325),(9 924.81104),(10 903.4286),(11 945.7773),(12 899.8538),(13 936.58734),(14 898.0771),(15 966.85504),(16 902.70996),(17 962.79034),(18 953.5201),(19 1021.55365),(20 978.29517),(21 1030.0381),(22 995.17224),(23 1028.3364),(24 963.2231),(25 1002.20984),(26 978.56433),(27 1029.3164),(28 985.5237),(29 1045.0411),(30 1015.72394),(31 1076.7928),(32 1005.8716),(33 1040.6163),(34 1013.8285),(35 1060.0835),(36 1011.26184),(37 1055.3131),(38 1017.265),(39 1065.9154),(40 1002.43964),(41 1044.1046),(42 1017.3934),(43 1055.065),(44 1025.0404),(45 1057.4009),(46 1016.28766),(47 1070.9249),(48 1018.00446),(49 1078.5846),(50 1062.8054),(51 1099.2903),(52 1047.4868),(53 1094.0015),(54 1045.6979),(55 1073.0458),(56 1014.70746),(57 1060.3142),(58 1033.1958),(59 1070.5675),(60 1025.5359),(61 1079.9106),(62 1045.7767),(63 1081.721),(64 1012.8425),(65 1061.8884),(66 1021.52344),(67 1057.1171),(68 1011.38),(69 1056.6113),(70 1024.7844),(71 1058.0061),(72 1000.8983),(73 1047.8364),(74 1021.546),(75 1085.6136),(76 1040.5249),(77 1077.885),(78 1043.0281),(79 1088.7441),
(1 514.89355),(2 637.73584),(3 779.1992),(4 775.75433),(5 846.09406),(6 821.6181),(7 901.0019),(8 837.0675),(9 906.56635),(10 886.68256),(11 939.27515),(12 887.64496),(13 946.36523),(14 900.84357),(15 983.92694),(16 909.306),(17 967.20483),(18 948.51935),(19 1014.55475),(20 976.95715),(21 1022.3171),(22 980.6307),(23 1019.95795),(24 949.2753),(25 992.7363),(26 960.841),(27 1022.52136),(28 987.0529),(29 1038.8036),(30 1006.3646),(31 1083.3225),(32 1024.9893),(33 1059.3828),(34 1020.9685),(35 1067.7571),(36 1018.5575),(37 1053.9401),(38 1018.31384),(39 1073.6006),(40 1002.88214),(41 1051.6895),(42 1008.0921),(43 1047.6138),(44 1005.14703),(45 1039.0435),(46 1002.08575),(47 1053.1702),(48 998.90155),(49 1051.7074),(50 1027.9081),(51 1074.4688),(52 1017.7626),(53 1065.915),(54 1030.1744),(55 1058.5851),(56 992.1168),(57 1028.949),(58 1007.39197),(59 1055.0304),(60 998.4136),(61 1062.1438),(62 1024.8252),(63 1069.142),(64 1012.88214),(65 1050.1807),(66 1007.03894),(67 1058.5729),(68 994.7475),(69 1040.518),(70 1008.52124),(71 1062.1371),(72 1001.50946),(73 1050.6053),(74 1029.1089),(75 1080.1782),(76 1028.0646),(77 1070.5024),(78 1041.7379),(79 1093.3969),
(1 503.6597),(2 626.694),(3 759.4841),(4 759.37506),(5 831.6243),(6 806.22546),(7 884.4591),(8 819.608),(9 877.0929),(10 863.91595),(11 912.6974),(12 867.64453),(13 912.02734),(14 868.0921),(15 929.2673),(16 864.0059),(17 926.9162),(18 916.6584),(19 975.5745),(20 941.4309),(21 987.97864),(22 954.2945),(23 987.39545),(24 925.8176),(25 961.8854),(26 935.54297),(27 995.04565),(28 952.92505),(29 1010.4318),(30 974.1452),(31 1062.6235),(32 993.70264),(33 1027.704),(34 992.02893),(35 1053.186),(36 992.1128),(37 1049.5496),(38 1015.219),(39 1071.7668),(40 998.92126),(41 1041.6208),(42 997.1064),(43 1033.3436),(44 992.37427),(45 1027.4866),(46 991.7527),(47 1043.5631),(48 988.0588),(49 1046.9879),(50 1014.7008),(51 1063.9491),(52 1011.7054),(53 1052.4377),(54 1018.6787),(55 1042.6926),(56 971.9843),(57 1013.1599),(58 976.8245),(59 1019.3405),(60 966.16583),(61 1027.4424),(62 1005.0188),(63 1054.4524),(64 986.9269),(65 1033.3701),(66 981.1077),(67 1031.6876),(68 971.31256),(69 1019.54944),(70 978.29456),(71 1038.6499),(72 962.61237),(73 1019.7697),(74 986.1271),(75 1058.2441),(76 986.1413),(77 1045.2963),(78 1007.9618),(79 1071.0525),
(1 477.68808),(2 598.53784),(3 724.9414),(4 726.8912),(5 780.7275),(6 767.7759),(7 841.1569),(8 784.1211),(9 841.5557),(10 832.2069),(11 878.5238),(12 843.0162),(13 888.29315),(14 857.1931),(15 910.84607),(16 837.1173),(17 890.6181),(18 873.22046),(19 931.073),(20 886.07355),(21 922.9603),(22 889.56006),(23 918.2301),(24 859.5892),(25 911.8731),(26 885.603),(27 939.2863),(28 906.7795),(29 948.91833),(30 921.0414),(31 986.55347),(32 928.8081),(33 970.3517),(34 938.4499),(35 982.4206),(36 936.32965),(37 975.8203),(38 950.08276),(39 995.06366),(40 935.6657),(41 978.5372),(42 956.36304),(43 988.2748),(44 959.6003),(45 975.8669),(46 946.2373),(47 989.06537),(48 947.0465),(49 1003.0877),(50 976.4944),(51 1013.951),(52 973.58417),(53 1001.03076),(54 958.2756),(55 978.6362),(56 923.61914),(57 959.91345),(58 940.30444),(59 974.4518),(60 924.30066),(61 976.07135),(62 951.7244),(63 996.34845),(64 941.0013),(65 980.9143),(66 940.4749),(67 972.2486),(68 925.22943),(69 961.11255),(70 932.25305),(71 968.8051),(72 914.5386),(73 959.4832),(74 937.1598),(75 1002.90564),(76 946.7245),(77 993.18475),(78 955.18036),(79 1014.6737),
(1 470.45938),(2 590.5249),(3 714.4647),(4 721.5053),(5 785.4564),(6 775.75116),(7 840.4897),(8 794.34924),(9 849.93866),(10 832.75006),(11 880.6675),(12 844.1643),(13 881.84503),(14 856.0728),(15 925.1095),(16 861.4582),(17 905.59595),(18 884.3602),(19 940.2963),(20 901.16174),(21 944.80994),(22 910.7733),(23 942.3995),(24 886.65106),(25 918.515),(26 902.25977),(27 950.928),(28 906.0411),(29 949.5235),(30 934.2404),(31 1004.4877),(32 940.0605),(33 965.5807),(34 943.61505),(35 986.5949),(36 942.52496),(37 980.5518),(38 954.09766),(39 1005.1507),(40 956.2508),(41 983.55566),(42 949.69055),(43 973.2598),(44 947.4168),(45 980.9472),(46 946.7398),(47 992.7817),(48 957.9183),(49 997.4806),(50 975.34094),(51 1012.95825),(52 970.9695),(53 1008.6232),(54 962.19403),(55 982.4837),(56 935.4327),(57 971.84375),(58 943.8296),(59 984.4103),(60 937.28503),(61 979.1803),(62 949.5492),(63 991.2927),(64 932.09045),(65 973.1617),(66 929.1816),(67 975.46155),(68 928.27423),(69 968.76074),(70 937.1302),(71 975.44745),(72 924.5075),(73 968.29956),(74 951.122),(75 1010.74243),(76 956.7217),(77 992.13684),(78 961.8828),(79 1009.692),
(1 458.7511),(2 578.27356),(3 684.7136),(4 681.9893),(5 748.4533),(6 735.848),(7 797.34766),(8 762.99677),(9 818.58704),(10 807.1808),(11 853.5317),(12 821.33167),(13 855.9283),(14 826.2717),(15 882.9469),(16 828.8599),(17 878.13715),(18 862.44214),(19 911.82074),(20 870.6011),(21 909.283),(22 872.1805),(23 909.35223),(24 846.9636),(25 891.71423),(26 873.46326),(27 917.4319),(28 889.3151),(29 928.871),(30 921.21674),(31 976.4552),(32 919.8948),(33 949.51013),(34 916.8759),(35 966.1996),(36 917.06445),(37 948.6321),(38 922.4345),(39 968.15027),(40 909.3537),(41 946.83356),(42 911.5153),(43 936.1252),(44 910.91504),(45 933.68976),(46 902.467),(47 948.7572),(48 904.26025),(49 948.2132),(50 925.3183),(51 968.2364),(52 929.02057),(53 950.1453),(54 913.4789),(55 940.42255),(56 895.8897),(57 932.82513),(58 907.3),(59 945.25024),(60 910.0891),(61 956.66284),(62 930.08936),(63 959.7957),(64 907.2096),(65 945.6007),(66 905.16547),(67 942.0972),(68 891.70105),(69 932.53253),(70 904.97656),(71 953.3179),(72 899.23236),(73 939.22894),(74 921.7895),(75 973.4244),(76 930.9227),(77 965.30975),(78 927.56885),(79 978.02454),
(1 454.5485),(2 568.83813),(3 683.3523),(4 688.8706),(5 747.41583),(6 732.3604),(7 794.8558),(8 760.1129),(9 808.41675),(10 790.15027),(11 836.2174),(12 802.26013),(13 841.94214),(14 803.1612),(15 862.1673),(16 806.4802),(17 849.9272),(18 827.3856),(19 894.0701),(20 863.14026),(21 896.5027),(22 860.1233),(23 890.8459),(24 833.3866),(25 869.1409),(26 848.4928),(27 885.6803),(28 857.70966),(29 900.6916),(30 887.7752),(31 949.2909),(32 891.7931),(33 916.4),(34 886.4481),(35 932.0603),(36 894.5652),(37 931.49097),(38 918.0815),(39 968.87683),(40 905.4631),(41 939.85614),(42 914.6176),(43 944.64453),(44 924.95154),(45 947.0283),(46 903.7514),(47 958.4441),(48 908.7462),(49 955.89136),(50 941.05597),(51 976.49506),(52 937.79376),(53 974.78394),(54 937.38477),(55 952.36835),(56 900.54663),(57 934.1115),(58 903.04553),(59 940.54486),(60 902.5208),(61 943.8386),(62 917.9998),(63 954.3766),(64 894.83466),(65 941.4973),(66 893.11316),(67 923.0767),(68 892.0762),(69 924.03925),(70 888.6154),(71 934.3242),(72 889.77997),(73 930.2662),(74 907.74805),(75 963.8586),(76 925.59375),(77 955.46155),(78 916.70166),(79 956.76544),
(1 450.98096),(2 570.3969),(3 683.68445),(4 686.6102),(5 743.2371),(6 725.1039),(7 785.93744),(8 753.7226),(9 790.707),(10 777.48346),(11 821.44617),(12 789.70575),(13 823.2573),(14 798.563),(15 846.9641),(16 788.6919),(17 827.5587),(18 814.5087),(19 855.9297),(20 837.2007),(21 873.0109),(22 849.7597),(23 870.52155),(24 830.11365),(25 867.0988),(26 843.4291),(27 888.51166),(28 849.12494),(29 888.2013),(30 861.7101),(31 920.3918),(32 874.04877),(33 904.2765),(34 873.6329),(35 918.31537),(36 875.3531),(37 910.887),(38 886.24347),(39 927.10474),(40 881.19556),(41 904.2592),(42 878.4853),(43 908.4739),(44 875.18286),(45 915.05896),(46 887.63116),(47 922.1285),(48 880.6436),(49 912.4646),(50 897.0232),(51 933.79803),(52 896.2965),(53 919.00555),(54 893.39996),(55 914.8636),(56 871.826),(57 893.45325),(58 879.1623),(59 903.4705),(60 866.03436),(61 902.7619),(62 883.7523),(63 907.86285),(64 864.4288),(65 898.4743),(66 863.7065),(67 900.4946),(68 863.52136),(69 888.2492),(70 868.7912),(71 901.2878),(72 855.75183),(73 890.95374),(74 878.29065),(75 918.56635),(76 877.2624),(77 905.23834),(78 884.0465),(79 916.51654),
(1 438.5359),(2 539.7494),(3 651.0517),(4 644.19305),(5 700.49207),(6 682.61743),(7 756.1222),(8 713.64575),(9 762.0199),(10 739.07666),(11 783.8742),(12 752.2001),(13 793.0426),(14 762.5495),(15 821.2993),(16 765.21844),(17 810.50665),(18 782.72125),(19 841.9006),(20 799.7959),(21 831.0623),(22 793.8131),(23 825.0115),(24 776.7048),(25 820.52246),(26 794.3091),(27 835.5202),(28 794.6908),(29 842.4329),(30 820.36975),(31 887.0229),(32 841.50476),(33 871.89453),(34 840.4393),(35 872.57526),(36 838.5251),(37 875.4456),(38 851.92),(39 898.2979),(40 839.6498),(41 878.48413),(42 843.29285),(43 870.2535),(44 840.6835),(45 873.5759),(46 841.94415),(47 883.4083),(48 837.7464),(49 885.2872),(50 861.8167),(51 900.4115),(52 859.12213),(53 884.7602),(54 851.32526),(55 875.2196),(56 824.6154),(57 864.1161),(58 847.0631),(59 887.77386),(60 833.16614),(61 871.0005),(62 843.89734),(63 886.1169),(64 836.0686),(65 874.35913),(66 831.91473),(67 880.9459),(68 833.088),(69 869.38824),(70 852.59143),(71 894.8812),(72 845.69543),(73 879.9038),(74 861.8739),(75 902.09436),(76 863.82666),(77 887.7687),(78 866.2369),(79 912.1495),
(1 434.66443),(2 543.1189),(3 641.3915),(4 643.0949),(5 691.72815),(6 687.4676),(7 738.865),(8 701.11835),(9 751.8227),(10 729.20374),(11 769.241),(12 758.80304),(13 781.55206),(14 745.5437),(15 792.4305),(16 743.33734),(17 785.6445),(18 772.17834),(19 808.8618),(20 786.61804),(21 821.046),(22 792.96387),(23 824.79877),(24 777.7171),(25 811.1369),(26 797.5682),(27 837.58453),(28 809.87976),(29 849.51697),(30 825.6433),(31 872.9291),(32 832.976),(33 865.3937),(34 837.8801),(35 870.2767),(36 833.5523),(37 863.694),(38 848.5265),(39 875.765),(40 839.82),(41 862.9593),(42 834.98914),(43 856.33514),(44 832.0394),(45 851.4611),(46 822.791),(47 857.46814),(48 825.7495),(49 860.9439),(50 841.1406),(51 864.7985),(52 832.30286),(53 848.6381),(54 830.3275),(55 845.02136),(56 816.0438),(57 842.72363),(58 821.346),(59 845.8898),(60 808.61505),(61 845.9629),(62 818.4502),(63 857.2998),(64 812.6294),(65 845.6466),(66 811.84814),(67 840.0928),(68 812.3166),(69 835.38434),(70 815.9819),(71 849.9427),(72 818.90356),(73 843.57513),(74 829.4348),(75 859.47754),(76 820.3927),(77 853.17725),(78 828.1444),(79 864.6581),
(1 420.86462),(2 518.00574),(3 627.7229),(4 624.37067),(5 676.9707),(6 676.9572),(7 725.13885),(8 692.51105),(9 737.9126),(10 713.8836),(11 753.73376),(12 730.3427),(13 755.2271),(14 727.7458),(15 771.22076),(16 724.77325),(17 771.106),(18 751.47504),(19 790.83044),(20 755.02045),(21 787.7935),(22 762.8018),(23 792.2204),(24 747.9264),(25 776.59705),(26 771.72766),(27 813.20416),(28 788.1573),(29 809.75226),(30 786.64966),(31 828.32715),(32 787.76215),(33 812.07434),(34 803.2506),(35 824.9715),(36 788.98914),(37 822.1451),(38 800.87885),(39 849.05634),(40 801.46893),(41 837.68555),(42 812.48114),(43 841.3372),(44 819.4276),(45 840.69965),(46 812.6696),(47 843.3141),(48 820.53174),(49 857.4314),(50 839.2389),(51 876.6411),(52 830.6353),(53 853.3606),(54 823.69916),(55 839.9088),(56 796.95154),(57 825.2354),(58 815.7223),(59 845.872),(60 810.0791),(61 847.323),(62 824.85095),(63 860.50476),(64 820.0078),(65 852.63696),(66 818.16766),(67 847.8081),(68 816.1447),(69 834.6996),(70 809.6678),(71 844.4273),(72 802.4226),(73 838.44574),(74 824.6811),(75 863.06433),(76 832.40436),(77 857.18536),(78 832.00354),(79 867.21765),
(1 409.82098),(2 511.40683),(3 613.2863),(4 608.5971),(5 662.9942),(6 659.36816),(7 718.77405),(8 685.3393),(9 727.2392),(10 705.87775),(11 739.01715),(12 719.02026),(13 742.3579),(14 723.41675),(15 759.37054),(16 724.52496),(17 757.36584),(18 732.3468),(19 766.4689),(20 747.2273),(21 782.34564),(22 757.585),(23 776.6914),(24 740.29205),(25 774.96716),(26 757.29425),(27 796.29987),(28 766.44385),(29 793.46124),(30 768.9445),(31 821.04443),(32 784.81134),(33 814.1232),(34 788.81726),(35 822.44135),(36 792.3473),(37 815.8044),(38 794.9852),(39 825.97986),(40 788.5921),(41 805.4035),(42 785.48706),(43 815.5814),(44 796.2291),(45 811.89166),(46 791.6373),(47 822.3253),(48 802.3007),(49 842.1101),(50 826.56213),(51 853.3622),(52 817.904),(53 840.7052),(54 816.5317),(55 826.1247),(56 793.88995),(57 821.99695),(58 801.69415),(59 826.8406),(60 796.3646),(61 833.35626),(62 811.0672),(63 837.88983),(64 797.60443),(65 829.24335),(66 797.1114),(67 829.9906),(68 793.9208),(69 821.9314),(70 798.3838),(71 831.60333),(72 791.8169),(73 837.6275),(74 815.56384),(75 857.77075),(76 821.6169),(77 843.25635),(78 817.6347),(79 850.2141),
(1 400.4926),(2 493.20248),(3 599.35455),(4 603.71655),(5 656.1012),(6 652.9118),(7 704.8761),(8 675.54175),(9 711.2006),(10 694.4502),(11 729.4303),(12 702.9134),(13 729.60394),(14 718.5021),(15 763.0309),(16 705.05865),(17 747.4619),(18 729.92053),(19 767.3333),(20 738.36566),(21 769.7349),(22 743.55536),(23 772.9702),(24 734.10236),(25 770.31494),(26 750.38696),(27 794.93396),(28 764.63696),(29 789.63684),(30 765.8426),(31 815.2663),(32 773.63135),(33 795.35455),(34 772.9218),(35 809.42566),(36 777.01),(37 807.85095),(38 795.9619),(39 836.5232),(40 790.82715),(41 824.3053),(42 801.31934),(43 824.05774),(44 803.6584),(45 823.7622),(46 793.589),(47 829.0949),(48 792.34424),(49 821.95514),(50 812.4487),(51 838.61316),(52 796.5881),(53 816.50574),(54 794.2123),(55 816.97644),(56 782.77014),(57 806.66077),(58 796.32184),(59 818.4832),(60 782.8913),(61 820.9761),(62 790.55615),(63 820.91034),(64 782.47296),(65 810.5062),(66 773.74286),(67 803.82294),(68 778.20844),(69 801.71454),(70 782.8062),(71 811.5722),(72 776.9865),(73 814.2043),(74 794.7824),(75 838.5756),(76 802.95337),(77 831.06506),(78 799.9313),(79 842.048),
(1 405.47983),(2 498.9817),(3 599.08575),(4 604.62866),(5 655.00574),(6 657.9681),(7 711.39453),(8 673.57947),(9 715.1735),(10 702.21936),(11 721.39594),(12 695.3177),(13 731.4287),(14 700.4217),(15 743.54663),(16 695.65076),(17 727.4818),(18 714.3477),(19 748.78656),(20 722.2626),(21 754.2772),(22 728.232),(23 748.906),(24 712.74286),(25 742.08435),(26 732.2515),(27 770.0977),(28 747.99414),(29 779.9353),(30 759.9818),(31 804.92834),(32 763.19543),(33 797.1415),(34 769.2914),(35 797.80975),(36 767.4536),(37 790.7946),(38 780.37555),(39 817.8937),(40 783.98816),(41 808.7825),(42 786.67395),(43 804.45056),(44 789.9844),(45 805.54755),(46 789.65765),(47 816.2111),(48 786.0175),(49 813.138),(50 797.0677),(51 817.03723),(52 790.6144),(53 806.3904),(54 778.7161),(55 797.37164),(56 766.7569),(57 783.9734),(58 779.16327),(59 799.1347),(60 766.45416),(61 795.4039),(62 774.7454),(63 805.2532),(64 761.083),(65 801.81256),(66 778.7653),(67 800.08984),(68 763.3935),(69 792.4529),(70 770.6554),(71 816.44946),(72 779.51166),(73 811.96625),(74 789.36475),(75 829.63873),(76 799.84265),(77 824.4122),(78 799.36566),(79 825.3986),
(1 397.6532),(2 493.6251),(3 589.3733),(4 591.8154),(5 646.37396),(6 639.3517),(7 684.80566),(8 651.15985),(9 696.16626),(10 677.95483),(11 704.41833),(12 678.5612),(13 706.0675),(14 688.1053),(15 732.93896),(16 684.42065),(17 717.6565),(18 698.97894),(19 738.4759),(20 718.03394),(21 741.14465),(22 721.06024),(23 740.4109),(24 704.3448),(25 742.2323),(26 718.4007),(27 748.67584),(28 733.58026),(29 760.85803),(30 739.70624),(31 786.9228),(32 758.8221),(33 778.8336),(34 762.6369),(35 784.6324),(36 754.8235),(37 781.83374),(38 764.5269),(39 799.79663),(40 774.4779),(41 791.06323),(42 770.9449),(43 784.84875),(44 766.3748),(45 783.67377),(46 762.4276),(47 791.0287),(48 759.22473),(49 792.8487),(50 778.03455),(51 808.4883),(52 779.57806),(53 792.72876),(54 763.3716),(55 776.79407),(56 741.46405),(57 774.43536),(58 762.24664),(59 783.14667),(60 753.62286),(61 785.6128),(62 766.1925),(63 799.27716),(64 758.3227),(65 792.0606),(66 764.06616),(67 782.1432),(68 759.29706),(69 782.4746),(70 753.90234),(71 795.02124),(72 754.0796),(73 779.48755),(74 759.4627),(75 798.7737),(76 766.09485),(77 787.744),(78 761.01416),(79 791.35223),
(1 385.98865),(2 471.02124),(3 571.20026),(4 573.5199),(5 618.08673),(6 607.0027),(7 651.581),(8 622.0269),(9 658.0724),(10 646.71155),(11 675.37854),(12 646.2747),(13 679.63245),(14 662.7376),(15 709.9115),(16 668.7325),(17 699.5387),(18 688.7022),(19 726.01215),(20 699.45435),(21 724.74896),(22 700.7159),(23 736.9552),(24 689.3303),(25 720.3428),(26 703.23755),(27 743.2563),(28 717.4272),(29 738.7918),(30 722.5681),(31 770.34125),(32 724.2479),(33 756.5483),(34 734.56635),(35 756.6678),(36 720.4369),(37 738.3956),(38 722.4646),(39 757.929),(40 722.0342),(41 753.4799),(42 732.27136),(43 757.024),(44 733.2922),(45 747.55164),(46 730.24207),(47 766.8705),(48 744.483),(49 775.76843),(50 758.1312),(51 786.36176),(52 753.5816),(53 773.4664),(54 744.82733),(55 756.372),(56 728.7876),(57 759.79846),(58 747.1129),(59 777.144),(60 737.73456),(61 771.8431),(62 742.33624),(63 784.4565),(64 745.8349),(65 782.3113),(66 743.6464),(67 781.6322),(68 749.8365),(69 771.48193),(70 747.1812),(71 780.5744),(72 737.81274),(73 771.5425),(74 747.15405),(75 788.952),(76 754.0109),(77 769.146),(78 744.0212),(79 782.265),
(1 366.84595),(2 459.96716),(3 553.8315),(4 557.08545),(5 593.6176),(6 587.2868),(7 637.0689),(8 611.4189),(9 641.6623),(10 628.07654),(11 653.9487),(12 628.2925),(13 659.469),(14 636.3932),(15 671.7824),(16 635.10785),(17 672.29565),(18 656.8167),(19 691.3141),(20 670.90967),(21 696.51373),(22 670.9937),(23 688.6391),(24 652.06757),(25 672.36865),(26 664.75726),(27 705.17017),(28 679.80646),(29 701.24133),(30 680.5562),(31 725.34344),(32 692.9382),(33 720.2821),(34 696.9739),(35 724.89264),(36 700.7561),(37 724.82825),(38 712.19684),(39 740.7216),(40 708.09045),(41 735.29675),(42 710.1356),(43 729.2962),(44 713.4762),(45 731.1952),(46 707.97375),(47 736.2074),(48 705.6372),(49 735.5313),(50 713.40753),(51 735.8762),(52 709.67883),(53 730.7503),(54 711.7178),(55 721.65173),(56 695.56165),(57 711.66815),(58 700.17896),(59 725.1151),(60 693.83374),(61 715.3507),(62 698.6468),(63 727.0411),(64 689.5125),(65 719.66473),(66 695.4414),(67 721.9309),(68 696.1725),(69 719.3118),(70 694.68243),(71 725.52924),(72 688.0664),(73 720.70416),(74 708.5509),(75 738.4527),(76 708.5704),(77 730.38403),(78 712.2491),(79 740.68774),
