1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64354),(2 199728.61),(3 424289.9),(4 737001.3),(5 1125724),(6 1600681.6),(7 2175078.8),(8 2790770.3),(9 3467397),(10 4199146.5),(11 4962874.5),(12 5775506.5),(13 6652462.5),(14 7617696),(15 8604471),(16 9692388),(17 10807944),(18 12084757),(19 13447115),(20 14974432),(21 16711649),(22 18523774),(23 20518132),(24 22544632),(25 24436864),(26 26307038),(27 27960554),(28 29690142),(29 31373848),(30 33035098),(31 34691824),(32 36527916),(33 38461810),(34 40404820),(35 42368292),(36 44424644),(37 46489988),(38 48772124),(39 50859892),(40 52835180),(41 54762076),(42 56564464),(43 58237724),(44 59693852),(45 60969940),(46 62310656),(47 63582188),(48 65160780),(49 66881744),(50 68539770),(51 70675896),(52 72774616),(53 74787240),(54 77025590),(55 79061150),(56 81022920),(57 82801544),(58 84949896),(59 86904790),(60 88843280),(61 90723416),(62 92584900),(63 94337210),(64 96092930),(65 98047320),(66 100092936),(67 102243110),(68 104567130),(69 106607944),(70 108765180),(71 111103360),(72 113407670),(73 115478720),(74 117871544),(75 120266300),(76 122755080),(77 125287464),(78 128245560),(79 131177690),
(1 667.0019),(2 836.8627),(3 924.5064),(4 984.7162),(5 1040.1602),(6 1086.6008),(7 1121.8517),(8 1144.5443),(9 1172.9541),(10 1199.3793),(11 1217.8093),(12 1226.8922),(13 1228.5712),(14 1217.3246),(15 1249.5532),(16 1273.8062),(17 1280.7072),(18 1296.7354),(19 1298.1312),(20 1305.1829),(21 1318.2302),(22 1306.9258),(23 1320.0787),(24 1340.4424),(25 1342.7906),(26 1357.0131),(27 1385.0421),(28 1396.0024),(29 1406.2606),(30 1414.4058),(31 1410.6906),(32 1422.0165),(33 1427.5994),(34 1438.9154),(35 1444.4236),(36 1454.0886),(37 1454.7242),(38 1475.6758),(39 1473.1611),(40 1480.2141),(41 1496.8224),(42 1493.6217),(43 1498.66),(44 1501.294),(45 1510.9579),(46 1503.488),(47 1498.56),(48 1509.6506),(49 1524.929),(50 1525.1938),(51 1534.0841),(52 1523.8059),(53 1541.7638),(54 1541.6788),(55 1543.7314),(56 1543.6448),(57 1549.1567),(58 1556.8103),(59 1534.8994),(60 1547.8506),(61 1556.1583),(62 1541.2391),(63 1565.2605),(64 1553.4875),(65 1531.1313),(66 1544.1458),(67 1533.6758),(68 1529.4766),(69 1531.2955),(70 1534.3264),(71 1517.0023),(72 1518.4685),(73 1502.7172),(74 1495.1279),(75 1502.1763),(76 1478.9248),(77 1475.7637),(78 1466.3895),(79 1459.1777),
(1 646.1053),(2 820.0445),(3 911.9621),(4 988.18243),(5 1038.2096),(6 1092.5907),(7 1126.7847),(8 1165.1367),(9 1184.4889),(10 1210.3579),(11 1222.2833),(12 1226.745),(13 1221.0829),(14 1206.7172),(15 1238.8207),(16 1263.8932),(17 1269.5358),(18 1263.6692),(19 1265.241),(20 1255.575),(21 1272.9838),(22 1273.8787),(23 1292.0292),(24 1296.1034),(25 1330.0984),(26 1370.6027),(27 1393.1968),(28 1415.853),(29 1436.5957),(30 1436.2869),(31 1453.1256),(32 1473.789),(33 1487.7208),(34 1496.661),(35 1525.6191),(36 1546.4558),(37 1547.1083),(38 1571.9929),(39 1579.1428),(40 1586.197),(41 1579.0294),(42 1589.2301),(43 1585.2737),(44 1603.5042),(45 1613.1162),(46 1613.502),(47 1603.9617),(48 1603.9387),(49 1595.2218),(50 1607.8787),(51 1602.5455),(52 1595.442),(53 1609.3352),(54 1616.8927),(55 1624.4352),(56 1628.0852),(57 1629.8861),(58 1645.0525),(59 1636.0325),(60 1630.6395),(61 1645.8193),(62 1629.0198),(63 1648.9929),(64 1645.5474),(65 1631.5281),(66 1636.1322),(67 1632.1603),(68 1646.3641),(69 1621.581),(70 1608.6986),(71 1588.1771),(72 1599.1388),(73 1580.072),(74 1562.2137),(75 1543.9221),(76 1507.3348),(77 1507.1692),(78 1490.5715),(79 1474.0632),
(1 631.982),(2 793.10736),(3 882.3385),(4 966.0486),(5 1015.65094),(6 1064.6549),(7 1115.0591),(8 1156.9424),(9 1166.0767),(10 1180.023),(11 1202.9043),(12 1202.3696),(13 1203.8439),(14 1186.5101),(15 1225.8615),(16 1262.3734),(17 1268.4572),(18 1265.923),(19 1281.4817),(20 1276.4772),(21 1292.9581),(22 1302.5531),(23 1322.5845),(24 1335.3639),(25 1352.8688),(26 1380.6229),(27 1409.8042),(28 1428.5713),(29 1436.068),(30 1447.692),(31 1430.1908),(32 1433.1594),(33 1441.7949),(34 1454.8589),(35 1452.9181),(36 1464.7528),(37 1480.7128),(38 1495.59),(39 1514.2902),(40 1517.362),(41 1532.4486),(42 1527.3481),(43 1521.5646),(44 1525.6469),(45 1537.0022),(46 1545.502),(47 1542.6187),(48 1532.3575),(49 1540.8108),(50 1540.747),(51 1562.7178),(52 1551.7887),(53 1552.7751),(54 1559.6018),(55 1574.1974),(56 1586.5808),(57 1580.7507),(58 1592.9059),(59 1584.9869),(60 1581.5686),(61 1580.5841),(62 1566.3983),(63 1568.5651),(64 1575.9514),(65 1553.4022),(66 1555.5564),(67 1545.3813),(68 1562.8676),(69 1535.4673),(70 1525.2266),(71 1523.7428),(72 1527.2128),(73 1508.7478),(74 1491.7959),(75 1494.8762),(76 1471.5542),(77 1461.2552),(78 1441.3352),(79 1434.4683),
(1 627.0737),(2 784.7179),(3 867.27765),(4 946.5914),(5 1005.32477),(6 1050.0857),(7 1092.1248),(8 1144.1896),(9 1160.4292),(10 1182.9633),(11 1180.6213),(12 1204.7761),(13 1218.1212),(14 1209.4108),(15 1248.3632),(16 1268.6553),(17 1271.0991),(18 1264.7094),(19 1270.7771),(20 1267.5728),(21 1288.7843),(22 1289.9885),(23 1317.5731),(24 1337.6681),(25 1350.5513),(26 1368.9703),(27 1390.3475),(28 1416.5111),(29 1423.5571),(30 1428.0302),(31 1439.6394),(32 1460.7413),(33 1460.5724),(34 1463.0354),(35 1497.0142),(36 1509.5807),(37 1514.5472),(38 1544.6324),(39 1574.2197),(40 1589.578),(41 1585.882),(42 1592.0779),(43 1610.5984),(44 1606.062),(45 1607.787),(46 1619.559),(47 1613.9426),(48 1611.9081),(49 1613.0986),(50 1617.5416),(51 1619.3066),(52 1615.3507),(53 1633.1396),(54 1618.8751),(55 1623.0426),(56 1635.727),(57 1646.6353),(58 1660.9436),(59 1664.5519),(60 1662.9385),(61 1647.843),(62 1637.029),(63 1648.9888),(64 1653.2634),(65 1636.4196),(66 1630.449),(67 1626.8771),(68 1632.961),(69 1618.0016),(70 1613.7733),(71 1590.854),(72 1591.9436),(73 1566.7958),(74 1539.537),(75 1532.8213),(76 1523.9939),(77 1517.289),(78 1508.6399),(79 1483.1301),
(1 606.5073),(2 771.00635),(3 860.7632),(4 930.5794),(5 994.08276),(6 1034.5425),(7 1071.4532),(8 1117.6293),(9 1135.7793),(10 1158.7437),(11 1174.9802),(12 1177.9116),(13 1167.792),(14 1155.851),(15 1191.9514),(16 1205.979),(17 1211.0278),(18 1208.9923),(19 1217.054),(20 1217.5824),(21 1230.1719),(22 1238.2236),(23 1249.9138),(24 1272.2576),(25 1279.091),(26 1294.3572),(27 1302.9587),(28 1328.4717),(29 1342.8063),(30 1360.3014),(31 1348.801),(32 1356.9434),(33 1361.052),(34 1378.8146),(35 1392.6661),(36 1401.3416),(37 1419.7921),(38 1435.9419),(39 1467.0033),(40 1464.8123),(41 1453.8873),(42 1460.7201),(43 1473.8456),(44 1486.4403),(45 1496.8782),(46 1502.4154),(47 1509.802),(48 1499.9294),(49 1501.8582),(50 1496.9729),(51 1497.0817),(52 1495.9565),(53 1500.0209),(54 1511.5247),(55 1517.0557),(56 1515.0208),(57 1528.1372),(58 1536.9207),(59 1535.388),(60 1532.0404),(61 1524.231),(62 1517.8572),(63 1535.5569),(64 1540.0293),(65 1530.2814),(66 1522.5289),(67 1513.9546),(68 1521.1118),(69 1498.8201),(70 1488.6547),(71 1481.4816),(72 1481.2164),(73 1457.6019),(74 1438.4558),(75 1443.0717),(76 1413.5135),(77 1410.754),(78 1389.7104),(79 1362.1819),
(1 601.3314),(2 761.08594),(3 848.2288),(4 913.0465),(5 982.41003),(6 1033.3407),(7 1079.4331),(8 1123.0591),(9 1133.1987),(10 1168.842),(11 1181.361),(12 1194.6464),(13 1185.406),(14 1184.4447),(15 1219.0651),(16 1228.4426),(17 1236.4105),(18 1250.2614),(19 1261.551),(20 1263.7052),(21 1283.3052),(22 1296.3252),(23 1319.1184),(24 1319.5059),(25 1340.3403),(26 1343.8834),(27 1366.7557),(28 1399.7023),(29 1404.4308),(30 1409.8628),(31 1409.9174),(32 1433.622),(33 1435.6552),(34 1464.0265),(35 1473.538),(36 1500.43),(37 1518.6337),(38 1554.0607),(39 1551.2357),(40 1552.9601),(41 1566.2039),(42 1577.0449),(43 1606.2003),(44 1601.7898),(45 1584.2784),(46 1585.3544),(47 1588.1276),(48 1578.061),(49 1583.2653),(50 1575.2192),(51 1573.016),(52 1564.065),(53 1568.9296),(54 1569.3755),(55 1578.4146),(56 1579.7177),(57 1588.5103),(58 1603.9073),(59 1598.779),(60 1604.0961),(61 1591.0823),(62 1584.6207),(63 1603.7008),(64 1602.9155),(65 1595.9448),(66 1590.3666),(67 1576.036),(68 1592.6312),(69 1570.0154),(70 1543.7682),(71 1537.7064),(72 1524.7698),(73 1518.961),(74 1492.4729),(75 1512.4702),(76 1489.977),(77 1486.8203),(78 1475.5403),(79 1447.4058),
(1 586.7979),(2 741.4401),(3 825.0722),(4 885.7092),(5 944.0281),(6 987.07245),(7 1035.9384),(8 1080.42),(9 1092.379),(10 1124.0972),(11 1132.6213),(12 1136.3547),(13 1129.3773),(14 1113.1644),(15 1155.2772),(16 1164.8519),(17 1179.7175),(18 1190.3478),(19 1193.6573),(20 1176.8579),(21 1184.1879),(22 1190.7972),(23 1200.4335),(24 1220.4078),(25 1229.504),(26 1256.7893),(27 1285.4923),(28 1294.2941),(29 1313.8585),(30 1323.1403),(31 1332.5168),(32 1341.6996),(33 1363.8575),(34 1380.8436),(35 1408.2563),(36 1414.4487),(37 1416.2992),(38 1438.3333),(39 1446.6937),(40 1448.1968),(41 1442.9114),(42 1446.5817),(43 1441.6666),(44 1460.0568),(45 1462.389),(46 1452.2675),(47 1449.7463),(48 1439.731),(49 1428.9858),(50 1422.0659),(51 1420.9602),(52 1420.3185),(53 1429.303),(54 1428.7875),(55 1432.0374),(56 1429.7614),(57 1437.6122),(58 1450.4451),(59 1437.8462),(60 1429.88),(61 1420.7599),(62 1425.9323),(63 1447.7301),(64 1444.0098),(65 1436.2067),(66 1430.6873),(67 1429.3857),(68 1443.1282),(69 1419.0245),(70 1406.3279),(71 1413.3507),(72 1408.5244),(73 1404.4216),(74 1390.3009),(75 1390.1018),(76 1373.0642),(77 1362.4417),(78 1351.228),(79 1322.9675),
(1 583.12854),(2 728.22687),(3 815.71136),(4 870.1701),(5 919.2177),(6 954.9118),(7 976.5333),(8 1014.09357),(9 1028.235),(10 1048.9734),(11 1056.0208),(12 1064.1542),(13 1061.2876),(14 1057.6968),(15 1104.049),(16 1123.303),(17 1119.9508),(18 1123.673),(19 1136.0298),(20 1129.0344),(21 1142.9305),(22 1153.5176),(23 1162.5945),(24 1175.3154),(25 1196.3147),(26 1205.3953),(27 1224.6571),(28 1235.2278),(29 1239.1941),(30 1254.7186),(31 1246.9204),(32 1248.3124),(33 1265.0724),(34 1277.3822),(35 1292.2709),(36 1297.8909),(37 1311.2533),(38 1344.0896),(39 1344.7736),(40 1352.6519),(41 1349.7869),(42 1349.46),(43 1360.221),(44 1358.714),(45 1360.3236),(46 1378.5374),(47 1354.8175),(48 1345.9797),(49 1352.8346),(50 1366.8715),(51 1363.4795),(52 1364.4016),(53 1369.1653),(54 1368.2665),(55 1357.5103),(56 1370.272),(57 1403.8273),(58 1399.2203),(59 1401.9071),(60 1405.5559),(61 1395.9775),(62 1405.4653),(63 1411.859),(64 1405.9252),(65 1397.2074),(66 1400.1095),(67 1402.8977),(68 1409.9335),(69 1373.1251),(70 1367.2828),(71 1361.4956),(72 1360.3643),(73 1353.323),(74 1340.6013),(75 1338.1743),(76 1317.051),(77 1327.0474),(78 1306.0771),(79 1290.228),
(1 571.267),(2 731.1488),(3 810.1012),(4 860.0638),(5 912.05566),(6 949.00256),(7 980.84467),(8 1024.527),(9 1037.6418),(10 1056.2855),(11 1064.1812),(12 1067.8466),(13 1078.8448),(14 1058.5964),(15 1079.7943),(16 1094.3503),(17 1107.8527),(18 1113.0867),(19 1130.624),(20 1126.6494),(21 1130.7357),(22 1127.1794),(23 1134.0022),(24 1132.4445),(25 1155.0966),(26 1163.9937),(27 1191.2201),(28 1214.9473),(29 1216.1788),(30 1225.3866),(31 1210.3708),(32 1208.7655),(33 1226.7214),(34 1238.0448),(35 1258.5125),(36 1263.7251),(37 1268.5026),(38 1272.5099),(39 1277.5225),(40 1280.8425),(41 1284.3595),(42 1292.2881),(43 1307.4497),(44 1302.1064),(45 1299.0941),(46 1292.3153),(47 1285.0225),(48 1292.7411),(49 1284.8339),(50 1274.5261),(51 1273.3444),(52 1266.4016),(53 1284.2307),(54 1283.7332),(55 1284.3716),(56 1309.8656),(57 1321.0497),(58 1335.7335),(59 1328.6439),(60 1317.0126),(61 1299.266),(62 1299.3545),(63 1298.7428),(64 1273.5314),(65 1274.3373),(66 1274.4963),(67 1269.8752),(68 1288.5548),(69 1263.845),(70 1264.635),(71 1268.5013),(72 1266.7827),(73 1266.0325),(74 1267.4994),(75 1265.7073),(76 1250.7534),(77 1253.2382),(78 1250.9348),(79 1226.7502),
(1 568.3793),(2 728.0441),(3 811.04535),(4 865.363),(5 910.9944),(6 942.185),(7 968.54486),(8 999.38416),(9 1016.4903),(10 1048.2104),(11 1047.8473),(12 1053.5553),(13 1056.0865),(14 1042.1449),(15 1054.8127),(16 1061.1918),(17 1074.5408),(18 1081.1228),(19 1094.7297),(20 1096.6333),(21 1115.0242),(22 1111.1602),(23 1114.7418),(24 1103.8088),(25 1126.3524),(26 1141.0046),(27 1150.571),(28 1157.1934),(29 1172.968),(30 1193.9368),(31 1187.6807),(32 1197.0156),(33 1213.7249),(34 1225.7577),(35 1231.3713),(36 1245.3418),(37 1258.8569),(38 1265.3185),(39 1265.3184),(40 1283.8123),(41 1280.6296),(42 1269.4554),(43 1270.5632),(44 1286.426),(45 1284.2839),(46 1285.5103),(47 1288.5203),(48 1280.9774),(49 1278.2965),(50 1282.423),(51 1282.1265),(52 1278.8339),(53 1278.5902),(54 1278.1063),(55 1287.3057),(56 1276.1307),(57 1292.0608),(58 1298.9978),(59 1296.6282),(60 1293.9442),(61 1287.2058),(62 1285.0283),(63 1285.7013),(64 1281.2041),(65 1271.9854),(66 1278.7968),(67 1277.1359),(68 1284.4841),(69 1265.68),(70 1276.545),(71 1282.0995),(72 1275.3152),(73 1260.6652),(74 1250.1592),(75 1263.2777),(76 1254.6593),(77 1263.5786),(78 1251.7335),(79 1244.2651),
(1 551.0093),(2 707.3654),(3 789.46185),(4 835.2616),(5 880.4691),(6 911.743),(7 943.3468),(8 960.84753),(9 976.0381),(10 992.7476),(11 992.7182),(12 997.9882),(13 989.2095),(14 981.69916),(15 1008.66003),(16 1017.35785),(17 1018.6801),(18 1023.39874),(19 1034.3206),(20 1045.7416),(21 1062.1396),(22 1053.7484),(23 1069.1594),(24 1063.3146),(25 1080.8685),(26 1087.8147),(27 1101.157),(28 1098.2573),(29 1114.3068),(30 1128.7306),(31 1132.809),(32 1136.6132),(33 1149.5431),(34 1150.708),(35 1167.6578),(36 1182.0985),(37 1197.8463),(38 1197.271),(39 1207.5037),(40 1204.058),(41 1201.2168),(42 1189.4838),(43 1203.5137),(44 1200.4355),(45 1190.0233),(46 1185.8068),(47 1184.7141),(48 1184.5947),(49 1184.5256),(50 1183.259),(51 1190.9963),(52 1183.7516),(53 1187.9613),(54 1188.3303),(55 1187.3115),(56 1196.5441),(57 1204.0964),(58 1208.386),(59 1199.4431),(60 1209.7756),(61 1210.2682),(62 1213.161),(63 1208.9741),(64 1209.5894),(65 1206.0382),(66 1207.8235),(67 1207.1508),(68 1208.1394),(69 1177.1577),(70 1177.8114),(71 1175.8977),(72 1174.4486),(73 1169.1312),(74 1165.2208),(75 1164.8615),(76 1162.1903),(77 1167.4974),(78 1166.9811),(79 1163.7222),
(1 548.1674),(2 687.71436),(3 764.00665),(4 814.5516),(5 847.8708),(6 885.9343),(7 902.408),(8 938.3104),(9 955.3085),(10 975.85205),(11 974.19635),(12 978.10645),(13 969.9427),(14 952.9959),(15 974.6326),(16 993.2153),(17 1002.6485),(18 1005.92053),(19 1018.7165),(20 1019.74097),(21 1025.8989),(22 1033.4323),(23 1048.2181),(24 1048.5549),(25 1055.7753),(26 1076.0349),(27 1101.3901),(28 1115.5646),(29 1126.4216),(30 1140.219),(31 1135.7385),(32 1144.1641),(33 1151.0043),(34 1155.8677),(35 1158.5737),(36 1149.5093),(37 1160.2468),(38 1165.3259),(39 1170.1521),(40 1176.2208),(41 1181.2571),(42 1190.7786),(43 1206.0544),(44 1205.5465),(45 1204.4816),(46 1197.3617),(47 1186.7693),(48 1179.7795),(49 1169.2897),(50 1164.7905),(51 1162.8909),(52 1157.3394),(53 1169.4093),(54 1167.9362),(55 1167.3868),(56 1166.1877),(57 1171.7943),(58 1175.3634),(59 1173.096),(60 1172.4067),(61 1180.6714),(62 1181.0261),(63 1171.634),(64 1167.1877),(65 1154.6577),(66 1167.3041),(67 1171.3651),(68 1172.4266),(69 1160.1387),(70 1161.9576),(71 1163.6857),(72 1170.8777),(73 1167.2732),(74 1153.4844),(75 1165.8889),(76 1156.5331),(77 1156.7518),(78 1159.2435),(79 1152.5004),
(1 534.22186),(2 664.87115),(3 751.21686),(4 793.94666),(5 840.1582),(6 874.01074),(7 907.32025),(8 937.07465),(9 956.212),(10 973.37427),(11 992.4713),(12 998.34204),(13 995.4855),(14 984.54865),(15 1002.0247),(16 1015.932),(17 1025.5237),(18 1029.8783),(19 1043.231),(20 1046.7284),(21 1066.1553),(22 1070.2875),(23 1088.3604),(24 1079.1638),(25 1102.0809),(26 1128.5271),(27 1155.8228),(28 1156.9338),(29 1168.2264),(30 1169.8407),(31 1171.7345),(32 1183.8472),(33 1191.7976),(34 1199.3389),(35 1214.1667),(36 1211.3209),(37 1219.8921),(38 1221.8743),(39 1228.8982),(40 1235.2374),(41 1236.9355),(42 1242.245),(43 1244.66),(44 1231.5692),(45 1227.0332),(46 1235.2178),(47 1230.4976),(48 1237.3008),(49 1230.6293),(50 1241.4347),(51 1245.9358),(52 1235.748),(53 1253.7783),(54 1250.1091),(55 1247.1434),(56 1246.8027),(57 1260.8383),(58 1279.3604),(59 1268.8119),(60 1277.0743),(61 1277.0731),(62 1272.7921),(63 1275.9266),(64 1274.5403),(65 1261.5696),(66 1254.2672),(67 1243.3817),(68 1244.9641),(69 1231.7308),(70 1220.0714),(71 1217.122),(72 1229.0243),(73 1208.3511),(74 1198.142),(75 1198.9487),(76 1196.4281),(77 1189.2002),(78 1185.9003),(79 1174.8939),
(1 537.53894),(2 676.88434),(3 750.60864),(4 789.22925),(5 832.6281),(6 868.7802),(7 895.4283),(8 933.1679),(9 968.76764),(10 963.2128),(11 977.50616),(12 985.61487),(13 974.383),(14 971.53955),(15 987.9729),(16 1013.37756),(17 1001.3197),(18 1010.8411),(19 1024.7457),(20 1033.9348),(21 1040.9805),(22 1039.6046),(23 1064.2036),(24 1074.9475),(25 1079.3257),(26 1110.4999),(27 1130.8564),(28 1135.2393),(29 1141.0436),(30 1156.1184),(31 1159.5802),(32 1164.107),(33 1170.5522),(34 1180.0782),(35 1182.2379),(36 1179.005),(37 1184.8784),(38 1198.3452),(39 1208.1421),(40 1220.2014),(41 1230.1571),(42 1237.9225),(43 1243.8723),(44 1243.9835),(45 1237.7665),(46 1223.4797),(47 1225.4806),(48 1228.5328),(49 1214.3334),(50 1225.4255),(51 1230.5443),(52 1213.7251),(53 1218.5404),(54 1218.3939),(55 1216.0939),(56 1228.7828),(57 1227.6132),(58 1239.2155),(59 1229.4093),(60 1222.9948),(61 1218.9354),(62 1226.0277),(63 1222.8867),(64 1215.8226),(65 1210.777),(66 1208.6483),(67 1200.944),(68 1197.8208),(69 1184.047),(70 1172.4695),(71 1170.3676),(72 1174.6816),(73 1169.3876),(74 1169.9895),(75 1165.5516),(76 1164.8555),(77 1158.5688),(78 1158.8221),(79 1149.3813),
(1 517.71014),(2 654.4404),(3 720.0022),(4 757.28265),(5 801.5214),(6 844.1327),(7 866.8699),(8 911.3258),(9 927.8712),(10 951.65845),(11 958.3175),(12 962.3246),(13 959.2337),(14 954.56244),(15 980.32166),(16 989.1344),(17 992.64594),(18 1008.0805),(19 1023.7157),(20 1031.2915),(21 1037.3599),(22 1041.2261),(23 1064.2394),(24 1074.0367),(25 1085.1548),(26 1106.5963),(27 1117.8124),(28 1138.499),(29 1142.8575),(30 1146.7737),(31 1151.4218),(32 1163.2129),(33 1166.6289),(34 1175.6656),(35 1180.7589),(36 1194.636),(37 1183.8467),(38 1193.9357),(39 1213.7554),(40 1220.2156),(41 1223.9835),(42 1231.2393),(43 1231.9006),(44 1227.2129),(45 1230.4318),(46 1231.6786),(47 1238.0996),(48 1238.2675),(49 1231.8893),(50 1228.7423),(51 1229.9739),(52 1236.8013),(53 1234.9503),(54 1243.0819),(55 1235.9713),(56 1239.7445),(57 1254.4712),(58 1268.7778),(59 1264.901),(60 1260.016),(61 1252.2599),(62 1249.0405),(63 1261.8245),(64 1269.2048),(65 1260.2145),(66 1256.1237),(67 1258.1862),(68 1265.7299),(69 1256.823),(70 1244.0358),(71 1242.1261),(72 1229.2406),(73 1213.9596),(74 1214.26),(75 1211.4989),(76 1205.5835),(77 1195.1008),(78 1186.2395),(79 1181.2721),
(1 508.48465),(2 646.71),(3 725.00104),(4 768.4266),(5 810.9356),(6 837.5425),(7 861.2465),(8 903.1093),(9 913.462),(10 921.1063),(11 928.80707),(12 932.5876),(13 921.5842),(14 917.45404),(15 938.2733),(16 946.5992),(17 952.35284),(18 963.251),(19 975.76697),(20 971.2675),(21 990.8895),(22 998.4961),(23 1026.78),(24 1033.3469),(25 1028.3054),(26 1045.5924),(27 1060.4685),(28 1070.7563),(29 1074.3364),(30 1084.7512),(31 1095.5931),(32 1097.9519),(33 1101.1796),(34 1128.2795),(35 1131.5686),(36 1137.4485),(37 1139.7974),(38 1152.732),(39 1160.8822),(40 1165.8636),(41 1163.2709),(42 1166.6794),(43 1179.5659),(44 1171.1829),(45 1168.3878),(46 1162.4639),(47 1162.0145),(48 1154.0496),(49 1149.0747),(50 1146.1669),(51 1146.2146),(52 1136.472),(53 1144.4059),(54 1139.6132),(55 1136.6345),(56 1144.2634),(57 1155.2147),(58 1149.7288),(59 1156.135),(60 1135.6138),(61 1126.9852),(62 1125.8373),(63 1118.3179),(64 1113.6658),(65 1111.795),(66 1101.9221),(67 1096.4658),(68 1125.5857),(69 1105.1163),(70 1098.594),(71 1103.3369),(72 1095.8616),(73 1093.4232),(74 1104.9089),(75 1092.5994),(76 1084.937),(77 1093.6394),(78 1097.8849),(79 1083.4824),
