1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 42611.33),(2 152481.08),(3 331447),(4 570750.44),(5 862734.5),(6 1199642.3),(7 1589821.4),(8 2037098.5),(9 2439309.8),(10 2834958.8),(11 3215639),(12 3587766),(13 3956514),(14 4282105.5),(15 4581404.5),(16 4857129.5),(17 5098765.5),(18 5360585.5),(19 5612566.5),(20 5864004.5),(21 6120026.5),(22 6366212),(23 6628169.5),(24 6855410.5),(25 7058902),(26 7238155.5),(27 7412186),(28 7543448),(29 7632901.5),(30 7714183.5),(31 7821576.5),(32 7912129.5),(33 7990794),(34 8056834.5),(35 8110555.5),(36 8182371.5),(37 8265905.5),(38 8378173.5),(39 8484129),(40 8576789),(41 8663435),(42 8749552),(43 8837339),(44 8921824),(45 9019118),(46 9125651),(47 9261045),(48 9385691),(49 9479891),(50 9590031),(51 9709287),(52 9815499),(53 9935544),(54 10063925),(55 10182703),(56 10294311),(57 10388243),(58 10445551),(59 10466478),(60 10460636),(61 10476990),(62 10499401),(63 10553481),(64 10593099),(65 10641004),(66 10671091),(67 10698131),(68 10694245),(69 10675788),(70 10644111),(71 10623083),(72 10589457),(73 10507450),(74 10391472),(75 10261127),(76 10076737),(77 9880427),(78 9657988),(79 9483186),
(1 55.64382),(2 64.89576),(3 75.05219),(4 77.6113),(5 83.987175),(6 83.2437),(7 87.20342),(8 88.00408),(9 92.47487),(10 91.585075),(11 95.06611),(12 93.31938),(13 95.90603),(14 95.408646),(15 96.96235),(16 94.576515),(17 97.12143),(18 96.66449),(19 98.15882),(20 97.06692),(21 97.96565),(22 97.59713),(23 99.659546),(24 99.43966),(25 101.13378),(26 100.35687),(27 100.51967),(28 100.03551),(29 102.15546),(30 101.52439),(31 101.899506),(32 100.79985),(33 101.33544),(34 101.15747),(35 102.17848),(36 101.60161),(37 101.99294),(38 102.33826),(39 102.47586),(40 100.79066),(41 102.375336),(42 100.411865),(43 102.48772),(44 100.73151),(45 102.5803),(46 101.704216),(47 103.12609),(48 101.658),(49 103.84836),(50 102.53372),(51 102.228035),(52 101.772095),(53 102.84628),(54 102.62156),(55 103.48807),(56 102.52933),(57 102.24812),(58 101.83205),(59 102.71044),(60 102.209595),(61 103.26174),(62 101.96829),(63 102.967186),(64 102.632095),(65 103.801636),(66 103.66131),(67 102.98351),(68 102.537285),(69 102.15294),(70 100.7656),(71 102.2183),(72 103.45867),(73 105.27505),(74 103.81726),(75 104.67955),(76 102.5651),(77 103.88591),(78 102.51354),(79 102.981766),
(1 55.01568),(2 63.52095),(3 73.285126),(4 76.07698),(5 81.35797),(6 82.11127),(7 85.36296),(8 86.17246),(9 90.31273),(10 88.67523),(11 91.77671),(12 90.82662),(13 93.126724),(14 92.83326),(15 95.074165),(16 92.62816),(17 95.14801),(18 94.80104),(19 96.820366),(20 96.0934),(21 97.573746),(22 95.94747),(23 98.33047),(24 97.60558),(25 99.82946),(26 99.21965),(27 99.90144),(28 99.29241),(29 100.82874),(30 100.00607),(31 100.49151),(32 99.697136),(33 100.79496),(34 99.8113),(35 100.77161),(36 99.97408),(37 102.35152),(38 101.62986),(39 102.05412),(40 100.089615),(41 101.90044),(42 100.4594),(43 101.74742),(44 100.28337),(45 102.142746),(46 100.78721),(47 102.48869),(48 101.52364),(49 102.50574),(50 101.930275),(51 101.302925),(52 100.84238),(53 101.45723),(54 101.780846),(55 102.63008),(56 102.170105),(57 102.80337),(58 102.154976),(59 101.96826),(60 101.13574),(61 102.62404),(62 101.710464),(63 101.93777),(64 101.0561),(65 102.762115),(66 102.01707),(67 102.134224),(68 102.018),(69 101.97078),(70 99.99549),(71 101.67712),(72 101.091774),(73 103.0461),(74 102.74405),(75 103.2172),(76 101.693565),(77 102.275276),(78 101.011856),(79 100.8284),
(1 54.485237),(2 63.45404),(3 72.705605),(4 76.26751),(5 82.10746),(6 82.63821),(7 86.33455),(8 86.217575),(9 90.498474),(10 89.88422),(11 92.45236),(12 91.4464),(13 94.33462),(14 93.24282),(15 94.590294),(16 92.735916),(17 95.061325),(18 94.49466),(19 96.253334),(20 95.23014),(21 97.52177),(22 96.00989),(23 97.70313),(24 96.286156),(25 99.57324),(26 98.28603),(27 99.663124),(28 97.99551),(29 100.159935),(30 99.17302),(31 99.04304),(32 98.520065),(33 99.45131),(34 98.50429),(35 100.02689),(36 99.14106),(37 101.240425),(38 100.07618),(39 100.620186),(40 98.764595),(41 100.51115),(42 97.90229),(43 99.60609),(44 99.73012),(45 101.4368),(46 100.90247),(47 101.353325),(48 99.570915),(49 101.492546),(50 100.318306),(51 99.27599),(52 98.91304),(53 99.67215),(54 99.590965),(55 100.5325),(56 99.26491),(57 99.74299),(58 99.72174),(59 99.72042),(60 97.99638),(61 99.24335),(62 98.84034),(63 99.52148),(64 98.2376),(65 100.172874),(66 99.301506),(67 100.59656),(68 100.63309),(69 100.0527),(70 99.16092),(71 100.311264),(72 99.327156),(73 101.79835),(74 100.25858),(75 101.62379),(76 100.29145),(77 101.523926),(78 100.52767),(79 102.20893),
(1 53.66307),(2 62.525776),(3 73.42874),(4 75.43063),(5 80.99829),(6 81.58666),(7 85.76709),(8 86.281555),(9 90.00727),(10 88.55719),(11 91.97901),(12 90.28762),(13 93.70156),(14 92.032425),(15 93.76626),(16 91.86333),(17 93.95846),(18 93.317505),(19 95.022064),(20 94.7028),(21 95.74366),(22 93.424675),(23 95.506065),(24 93.90949),(25 96.48703),(26 95.88872),(27 95.781265),(28 95.58621),(29 98.53938),(30 97.601395),(31 98.17262),(32 97.11218),(33 97.59022),(34 96.74323),(35 97.695885),(36 96.49232),(37 98.08007),(38 96.903725),(39 97.486946),(40 96.10278),(41 96.664345),(42 95.065056),(43 96.891136),(44 96.50629),(45 99.129425),(46 98.525665),(47 98.85939),(48 97.966736),(49 99.110435),(50 98.53115),(51 97.67093),(52 96.315895),(53 97.79812),(54 98.34784),(55 98.8415),(56 98.6397),(57 100.15101),(58 98.16076),(59 97.670074),(60 97.11555),(61 98.724266),(62 97.20954),(63 97.94628),(64 97.37307),(65 98.50835),(66 97.6073),(67 98.73864),(68 98.223946),(69 97.744225),(70 96.690186),(71 97.4955),(72 96.237366),(73 99.72977),(74 98.73565),(75 99.694244),(76 97.77017),(77 98.79568),(78 97.62073),(79 98.41643),
(1 53.236374),(2 61.676376),(3 72.09898),(4 74.52508),(5 79.857834),(6 80.11566),(7 84.50918),(8 84.29472),(9 89.01025),(10 87.86276),(11 90.84269),(12 90.118),(13 92.729),(14 92.31563),(15 93.96821),(16 91.57992),(17 93.769485),(18 92.435905),(19 93.99892),(20 93.77736),(21 95.8405),(22 94.23784),(23 95.754906),(24 93.03771),(25 96.36707),(26 94.91642),(27 96.42196),(28 95.22256),(29 97.631996),(30 96.50493),(31 96.6679),(32 96.410095),(33 97.242485),(34 95.79384),(35 97.78335),(36 96.82706),(37 98.96553),(38 97.991974),(39 97.87595),(40 96.2656),(41 97.9329),(42 95.81845),(43 97.21704),(44 96.42773),(45 99.863754),(46 99.08732),(47 100.45832),(48 98.77975),(49 100.58339),(50 99.42362),(51 99.68687),(52 98.2741),(53 99.59757),(54 98.07966),(55 98.989876),(56 97.94116),(57 99.042915),(58 97.944115),(59 98.3846),(60 96.855995),(61 98.82641),(62 97.61168),(63 97.659485),(64 97.4237),(65 98.863365),(66 97.45505),(67 97.91228),(68 96.93016),(69 98.10446),(70 95.81575),(71 97.578094),(72 96.55212),(73 99.90932),(74 99.520584),(75 100.53281),(76 98.467125),(77 100.402626),(78 98.46119),(79 100.69848),
(1 53.352448),(2 61.56442),(3 70.38698),(4 73.37399),(5 79.01978),(6 79.591156),(7 82.99659),(8 83.961174),(9 87.67945),(10 86.520355),(11 89.91487),(12 88.58347),(13 90.82656),(14 90.1518),(15 91.57817),(16 90.22922),(17 92.101326),(18 91.266335),(19 93.89192),(20 92.936646),(21 94.186676),(22 93.24961),(23 94.296),(24 92.52114),(25 94.19412),(26 92.94253),(27 93.755226),(28 94.06215),(29 95.72253),(30 95.052826),(31 95.36244),(32 94.05378),(33 95.262054),(34 93.96144),(35 95.845314),(36 95.43901),(37 97.05874),(38 96.43392),(39 95.630165),(40 95.343094),(41 96.189606),(42 94.6095),(43 96.81495),(44 96.47633),(45 99.795006),(46 98.53759),(47 99.535675),(48 98.247475),(49 99.81429),(50 98.2631),(51 97.7537),(52 97.03866),(53 99.29724),(54 98.13769),(55 98.74831),(56 98.62798),(57 98.25179),(58 96.92847),(59 97.4567),(60 95.83302),(61 97.59433),(62 96.77495),(63 97.33631),(64 96.37572),(65 97.58012),(66 95.92284),(67 97.60195),(68 96.46508),(69 97.18879),(70 95.16873),(71 96.56831),(72 96.33229),(73 98.6531),(74 97.06307),(75 98.17341),(76 96.6008),(77 97.16187),(78 97.08913),(79 98.42874),
(1 52.5935),(2 61.524303),(3 70.58801),(4 73.011246),(5 77.874245),(6 78.029366),(7 82.27209),(8 82.4288),(9 87.15896),(10 85.646286),(11 89.25579),(12 87.69465),(13 90.91644),(14 89.942696),(15 91.44646),(16 89.59759),(17 91.81844),(18 91.14554),(19 93.17935),(20 91.92935),(21 93.51213),(22 91.57687),(23 93.699425),(24 92.445076),(25 94.42107),(26 92.70222),(27 94.05729),(28 93.037025),(29 95.20254),(30 94.36641),(31 94.860146),(32 93.232735),(33 93.8909),(34 92.4228),(35 94.46354),(36 93.51586),(37 96.202225),(38 96.14099),(39 95.47123),(40 95.10729),(41 95.3681),(42 93.81642),(43 95.90976),(44 94.85542),(45 97.796715),(46 96.44712),(47 97.3575),(48 96.43894),(49 98.05759),(50 97.10425),(51 97.14004),(52 95.72487),(53 97.54231),(54 97.04618),(55 97.88123),(56 96.39052),(57 97.88151),(58 96.69953),(59 97.576775),(60 96.03138),(61 97.26633),(62 95.73463),(63 96.89914),(64 96.18557),(65 98.09073),(66 96.06963),(67 97.26055),(68 96.46856),(69 96.6936),(70 95.58607),(71 96.21053),(72 94.97448),(73 97.14029),(74 96.903625),(75 97.46736),(76 95.099724),(77 96.99387),(78 95.9829),(79 97.35097),
(1 52.64493),(2 60.83263),(3 70.17073),(4 72.73698),(5 77.818275),(6 78.2892),(7 82.09408),(8 82.652985),(9 85.78808),(10 84.30464),(11 88.113235),(12 86.578285),(13 89.11294),(14 88.56416),(15 90.548485),(16 87.59074),(17 90.64064),(18 89.49996),(19 91.65224),(20 90.4169),(21 92.489746),(22 91.45099),(23 92.93538),(24 91.20676),(25 94.96194),(26 93.7519),(27 95.04753),(28 94.21902),(29 96.114815),(30 95.18644),(31 95.113884),(32 92.95117),(33 93.75255),(34 93.61087),(35 94.56073),(36 94.082306),(37 96.00848),(38 96.20878),(39 95.97716),(40 93.73243),(41 95.40278),(42 94.06409),(43 95.58796),(44 94.04775),(45 96.531235),(46 95.4021),(47 96.33546),(48 95.50774),(49 96.78968),(50 95.96798),(51 95.622826),(52 95.64706),(53 96.56756),(54 96.43127),(55 98.07954),(56 96.00131),(57 96.6368),(58 95.103516),(59 96.32786),(60 94.67517),(61 96.8425),(62 95.36571),(63 96.40288),(64 95.07172),(65 96.56447),(66 95.38728),(67 96.92933),(68 96.03626),(69 96.47471),(70 94.66461),(71 96.34386),(72 94.49317),(73 96.69087),(74 95.35385),(75 96.91605),(76 95.531204),(77 96.77597),(78 95.16755),(79 95.594154),
(1 51.525417),(2 59.86599),(3 68.510445),(4 70.75359),(5 75.80483),(6 76.65398),(7 80.39599),(8 80.56506),(9 84.142166),(10 82.742325),(11 85.44794),(12 84.69533),(13 87.030914),(14 85.67635),(15 87.513756),(16 85.77089),(17 88.20886),(18 87.38374),(19 89.33319),(20 88.43859),(21 90.17683),(22 88.193405),(23 89.37872),(24 89.35674),(25 91.17056),(26 90.62634),(27 91.311935),(28 91.60594),(29 92.74696),(30 91.98844),(31 92.06125),(32 90.76278),(33 91.06761),(34 90.73881),(35 91.63308),(36 90.328186),(37 92.59462),(38 92.63203),(39 91.71531),(40 91.09205),(41 92.454414),(42 91.05951),(43 92.25311),(44 91.15351),(45 93.51434),(46 93.55547),(47 93.930016),(48 92.353485),(49 94.190865),(50 93.87324),(51 93.95047),(52 93.313934),(53 94.68765),(54 93.82735),(55 94.256165),(56 93.24105),(57 94.67663),(58 93.36878),(59 93.98519),(60 92.36274),(61 94.40311),(62 93.206406),(63 94.260666),(64 93.12765),(65 94.66951),(66 93.004364),(67 94.63773),(68 94.06892),(69 94.178955),(70 93.09186),(71 93.21388),(72 92.94587),(73 94.672935),(74 94.41873),(75 94.69436),(76 92.42692),(77 94.2601),(78 92.880165),(79 94.753006),
(1 51.33554),(2 59.994972),(3 69.28204),(4 71.600586),(5 76.55266),(6 76.537735),(7 79.92102),(8 81.17595),(9 84.95268),(10 84.08472),(11 87.65709),(12 85.95449),(13 88.250435),(14 87.70194),(15 90.538055),(16 87.79216),(17 89.203476),(18 88.982185),(19 91.00766),(20 90.28987),(21 91.80622),(22 90.777245),(23 91.5625),(24 90.71041),(25 92.42847),(26 91.23397),(27 92.08484),(28 91.61525),(29 93.61711),(30 92.58592),(31 93.14021),(32 92.52034),(33 92.94694),(34 91.78319),(35 93.233734),(36 93.339325),(37 94.48939),(38 94.262314),(39 93.98851),(40 93.08938),(41 93.46728),(42 91.45695),(43 93.30183),(44 92.21655),(45 95.131424),(46 94.08324),(47 95.69432),(48 94.83437),(49 95.68714),(50 95.32189),(51 94.553246),(52 94.69348),(53 95.48706),(54 94.653046),(55 95.2061),(56 94.280205),(57 94.295746),(58 94.11557),(59 93.47327),(60 92.66115),(61 94.54198),(62 92.85045),(63 94.53874),(64 93.57179),(65 94.357796),(66 93.24693),(67 93.630356),(68 93.68643),(69 92.996376),(70 92.322395),(71 93.87727),(72 93.63408),(73 95.32277),(74 94.6965),(75 95.42441),(76 94.143654),(77 95.01312),(78 93.20915),(79 94.84868),
(1 49.959534),(2 58.82868),(3 67.63492),(4 71.033844),(5 75.434006),(6 76.29739),(7 78.99337),(8 79.807175),(9 82.65476),(10 82.25108),(11 85.39007),(12 84.04133),(13 87.20462),(14 86.46266),(15 88.43497),(16 86.50357),(17 88.32836),(18 87.934845),(19 88.451904),(20 87.53926),(21 89.78866),(22 88.67481),(23 89.381386),(24 89.052185),(25 91.33399),(26 90.77291),(27 92.16332),(28 91.139915),(29 93.28283),(30 92.203255),(31 92.72641),(32 91.337204),(33 92.59553),(34 91.759766),(35 92.99179),(36 91.16464),(37 93.7549),(38 92.50278),(39 91.7468),(40 90.63029),(41 92.6215),(42 90.957245),(43 92.60693),(44 90.89699),(45 92.770615),(46 92.3891),(47 93.57),(48 91.98242),(49 93.18204),(50 92.56233),(51 92.759865),(52 92.17263),(53 93.880806),(54 92.310745),(55 93.400246),(56 92.49562),(57 92.63288),(58 91.65136),(59 92.19494),(60 90.96308),(61 92.61909),(62 91.414444),(63 92.59492),(64 91.595345),(65 92.961205),(66 91.65646),(67 92.3922),(68 91.23196),(69 90.74341),(70 89.401924),(71 90.87356),(72 90.410194),(73 92.266136),(74 91.60995),(75 92.556274),(76 91.871895),(77 92.83599),(78 91.91816),(79 93.09296),
(1 49.88895),(2 58.882877),(3 67.43591),(4 69.44385),(5 74.26164),(6 75.39332),(7 77.870995),(8 78.75612),(9 83.14561),(10 82.18519),(11 85.04749),(12 83.03448),(13 85.302734),(14 84.80315),(15 87.00035),(16 85.69213),(17 87.51816),(18 86.8088),(19 89.00927),(20 88.227745),(21 88.8315),(22 87.724106),(23 88.92284),(24 87.56872),(25 89.58591),(26 90.10358),(27 90.25875),(28 89.84656),(29 91.769135),(30 90.53059),(31 90.88859),(32 89.843834),(33 90.81704),(34 89.41432),(35 90.81035),(36 90.295845),(37 91.668686),(38 91.16035),(39 90.46676),(40 89.93214),(41 91.4702),(42 89.29848),(43 91.102425),(44 89.60099),(45 92.14951),(46 91.17235),(47 92.34658),(48 91.54768),(49 92.97529),(50 92.62141),(51 92.333275),(52 92.07513),(53 93.58542),(54 92.450935),(55 93.336395),(56 92.14683),(57 92.36592),(58 91.07384),(59 90.89445),(60 90.32166),(61 91.537186),(62 91.15359),(63 92.659355),(64 91.55712),(65 92.43472),(66 91.54888),(67 92.254196),(68 90.9799),(69 91.64999),(70 90.21444),(71 90.75657),(72 90.74398),(73 93.003975),(74 93.17465),(75 93.92895),(76 92.468735),(77 93.17816),(78 92.432625),(79 92.26963),
(1 49.83967),(2 58.308002),(3 66.94055),(4 69.69995),(5 74.39358),(6 75.605675),(7 78.78566),(8 79.83689),(9 82.59339),(10 82.098366),(11 83.930885),(12 82.41796),(13 85.053925),(14 84.489006),(15 86.34435),(16 85.1619),(17 86.838326),(18 86.389366),(19 87.87596),(20 87.218765),(21 88.097755),(22 86.99925),(23 88.37894),(24 87.84112),(25 89.20497),(26 88.26958),(27 87.771194),(28 87.68644),(29 89.08539),(30 88.15882),(31 89.018814),(32 87.51689),(33 88.42632),(34 88.38123),(35 90.687935),(36 89.54042),(37 91.955444),(38 91.13631),(39 91.04781),(40 89.38633),(41 90.36311),(42 88.74075),(43 90.61827),(44 89.6669),(45 91.62628),(46 91.115776),(47 91.91003),(48 91.37349),(49 92.37721),(50 92.06532),(51 91.43401),(52 91.52475),(53 92.88933),(54 93.27765),(55 93.39959),(56 91.92388),(57 92.5426),(58 91.011215),(59 90.97531),(60 90.09028),(61 91.7474),(62 90.54654),(63 91.38362),(64 90.226395),(65 92.01783),(66 91.02256),(67 92.36638),(68 91.369865),(69 91.55751),(70 90.580345),(71 91.414505),(72 91.53893),(73 93.05586),(74 93.11793),(75 93.05022),(76 91.679794),(77 92.68329),(78 91.711914),(79 91.7448),
(1 49.668747),(2 58.409687),(3 67.05573),(4 69.24915),(5 73.76458),(6 74.14752),(7 77.663506),(8 78.439995),(9 80.65226),(10 80.66379),(11 83.2697),(12 81.869125),(13 84.997246),(14 84.52461),(15 86.28096),(16 84.20715),(17 86.15401),(18 85.168015),(19 86.063835),(20 85.285515),(21 87.33551),(22 86.12088),(23 87.75942),(24 85.928635),(25 88.447266),(26 88.22603),(27 88.79054),(28 87.98863),(29 89.884155),(30 89.5347),(31 89.88364),(32 89.0901),(33 90.31437),(34 89.24894),(35 91.12245),(36 90.22394),(37 91.22529),(38 91.25487),(39 90.76724),(40 89.96126),(41 90.55753),(42 88.78507),(43 90.21949),(44 88.9366),(45 91.11709),(46 90.27796),(47 91.37407),(48 89.93797),(49 90.32917),(50 89.72013),(51 90.08987),(52 89.120766),(53 89.859505),(54 89.19451),(55 89.85331),(56 88.80471),(57 88.64767),(58 87.887794),(59 88.37266),(60 87.2384),(61 89.210335),(62 88.883316),(63 89.20854),(64 88.761734),(65 89.940216),(66 89.82983),(67 90.61181),(68 88.61712),(69 90.54119),(70 89.4785),(71 90.70848),(72 89.54483),(73 92.09859),(74 90.88127),(75 91.67772),(76 90.759674),(77 92.0559),(78 91.159485),(79 91.8189),
(1 49.428387),(2 57.693092),(3 67.1689),(4 69.633286),(5 74.36555),(6 74.76133),(7 77.43885),(8 78.034546),(9 81.70468),(10 80.94686),(11 84.30516),(12 82.51198),(13 85.03456),(14 84.61599),(15 86.48621),(16 84.59659),(17 86.71969),(18 85.96044),(19 87.30553),(20 86.089005),(21 87.46517),(22 86.29899),(23 87.7733),(24 86.67095),(25 89.19302),(26 88.95856),(27 89.20299),(28 89.67407),(29 91.40943),(30 89.819176),(31 89.877625),(32 88.61996),(33 89.78257),(34 89.228546),(35 90.00689),(36 89.631165),(37 90.30154),(38 89.83387),(39 88.9936),(40 88.31032),(41 90.01008),(42 89.370995),(43 90.748856),(44 89.18137),(45 90.65106),(46 90.33883),(47 91.04246),(48 90.13269),(49 90.85946),(50 89.8802),(51 90.51413),(52 89.323784),(53 90.5565),(54 89.87251),(55 90.12251),(56 89.45207),(57 89.62095),(58 88.15476),(59 88.05043),(60 88.39263),(61 89.62214),(62 89.12491),(63 90.033646),(64 89.47817),(65 90.19782),(66 89.55834),(67 90.41884),(68 89.64618),(69 91.23899),(70 88.83054),(71 90.39697),(72 89.820694),(73 91.73069),(74 92.240685),(75 92.67545),(76 91.71555),(77 91.590935),(78 90.91296),(79 92.051735),
(1 48.108376),(2 56.150665),(3 64.557465),(4 66.289635),(5 71.520226),(6 71.86762),(7 75.29031),(8 75.89839),(9 79.61868),(10 79.25833),(11 82.01389),(12 80.032875),(13 83.0775),(14 82.32683),(15 84.665886),(16 82.34786),(17 85.21893),(18 84.61894),(19 86.2569),(20 84.66469),(21 86.526855),(22 85.03772),(23 86.54536),(24 84.777374),(25 86.98094),(26 85.50397),(27 86.15636),(28 86.02938),(29 87.56326),(30 87.06518),(31 87.90138),(32 86.400566),(33 86.978294),(34 85.916374),(35 87.81868),(36 86.94852),(37 87.81734),(38 87.86488),(39 87.71616),(40 86.82956),(41 88.0693),(42 87.39485),(43 89.12907),(44 87.68291),(45 88.92535),(46 88.68863),(47 89.74363),(48 89.14355),(49 89.825714),(50 89.60341),(51 88.78177),(52 87.6865),(53 89.12338),(54 88.63686),(55 89.56073),(56 88.85347),(57 89.31304),(58 87.79917),(59 87.765625),(60 86.862236),(61 88.39204),(62 87.61275),(63 88.66222),(64 85.851944),(65 87.46329),(66 86.30792),(67 87.44503),(68 86.23426),(69 87.290085),(70 85.5191),(71 86.62757),(72 87.070206),(73 88.363976),(74 89.026215),(75 89.1527),(76 87.96311),(77 89.741325),(78 88.68996),(79 89.92094),
(1 47.77267),(2 55.522774),(3 64.43524),(4 66.49737),(5 70.9464),(6 72.18787),(7 75.538605),(8 75.39357),(9 78.01797),(10 78.35057),(11 81.13983),(12 80.07222),(13 83.07807),(14 82.29741),(15 83.8207),(16 80.9531),(17 83.053154),(18 82.05714),(19 84.65197),(20 83.35891),(21 85.38718),(22 83.644775),(23 85.04413),(24 84.55448),(25 86.94841),(26 85.84389),(27 86.694695),(28 86.14253),(29 87.81496),(30 86.75002),(31 87.14753),(32 86.07607),(33 87.04752),(34 84.84969),(35 86.26198),(36 85.59473),(37 87.11413),(38 87.12407),(39 86.84705),(40 85.49123),(41 86.75363),(42 85.06024),(43 86.973114),(44 85.99637),(45 87.43045),(46 86.883804),(47 88.428734),(48 88.08561),(49 89.485016),(50 88.01976),(51 87.377914),(52 87.16487),(53 88.98131),(54 88.38269),(55 88.66041),(56 88.24054),(57 88.578545),(58 87.447556),(59 87.20867),(60 86.363075),(61 87.47299),(62 86.97141),(63 87.93299),(64 86.212395),(65 88.10612),(66 87.40656),(67 87.94682),(68 87.09891),(69 88.008995),(70 86.44972),(71 87.55464),(72 86.88769),(73 89.14649),(74 88.97959),(75 89.36121),(76 87.68957),(77 89.07366),(78 88.10672),(79 88.72139),
(1 47.346066),(2 55.247265),(3 64.15299),(4 66.17094),(5 70.42435),(6 71.11314),(7 74.512115),(8 74.82672),(9 77.84499),(10 76.41171),(11 79.71775),(12 78.68293),(13 81.31601),(14 80.68925),(15 82.431305),(16 80.61712),(17 82.99018),(18 81.72307),(19 83.09711),(20 81.86362),(21 83.47128),(22 82.35985),(23 83.84062),(24 82.26189),(25 84.22037),(26 83.013435),(27 84.22155),(28 83.573685),(29 85.974075),(30 84.65815),(31 84.97181),(32 84.34735),(33 84.79765),(34 84.2697),(35 85.77888),(36 85.87394),(37 86.89814),(38 86.919464),(39 86.10093),(40 84.84124),(41 86.374596),(42 85.68094),(43 86.98008),(44 85.7214),(45 87.550995),(46 87.09211),(47 88.486),(48 87.49077),(49 89.723656),(50 87.97053),(51 88.958405),(52 87.56279),(53 89.35346),(54 88.17058),(55 88.34896),(56 88.24534),(57 88.83545),(58 87.960724),(59 87.89071),(60 86.721596),(61 87.575424),(62 86.96414),(63 87.7677),(64 86.10414),(65 87.92006),(66 86.12353),(67 87.35191),(68 86.47061),(69 87.26609),(70 85.45498),(71 86.19606),(72 85.702385),(73 87.78238),(74 87.16842),(75 88.58997),(76 86.85135),(77 87.83179),(78 86.93029),(79 88.52297),
