1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 148.16882),(2 193.61092),(3 208.86266),(4 216.31073),(5 223.14261),(6 229.63887),(7 236.21567),(8 240.71329),(9 246.75584),(10 252.38745),(11 257.81906),(12 264.5428),(13 267.03967),(14 269.24823),(15 271.0719),(16 273.3899),(17 273.843),(18 275.26776),(19 275.79138),(20 276.67975),(21 276.49142),(22 280.27606),(23 288.37537),(24 287.70407),(25 287.18158),(26 285.40375),(27 281.89166),(28 281.63742),(29 281.5177),(30 277.00082),(31 276.54187),(32 277.48804),(33 275.51688),(34 276.0174),(35 272.47824),(36 270.83337),(37 271.13724),(38 273.7797),(39 269.69843),(40 273.07117),(41 270.725),(42 274.00525),(43 274.88577),(44 278.5475),(45 283.24692),(46 285.6023),(47 290.4944),(48 295.3468),(49 293.57135),(50 298.63367),(51 299.30658),(52 302.45212),(53 305.4906),(54 310.03506),(55 313.75604),(56 317.3448),(57 322.07355),(58 323.87943),(59 326.81738),(60 330.98395),(61 332.0798),(62 340.73886),(63 342.32986),(64 343.85895),(65 349.31693),(66 350.7812),(67 352.77866),(68 354.07227),(69 353.81448),(70 349.8468),(71 352.8714),(72 352.42798),(73 353.7568),(74 356.48297),(75 354.58923),(76 355.5676),(77 354.80167),(78 352.17963),(79 352.2223),
(1 144.2512),(2 184.23613),(3 202.84341),(4 211.64107),(5 217.9878),(6 221.78764),(7 228.96986),(8 233.8558),(9 237.01059),(10 240.62671),(11 241.30045),(12 245.94797),(13 251.07303),(14 253.91402),(15 255.83014),(16 254.80399),(17 256.10837),(18 257.6466),(19 254.82445),(20 255.61165),(21 258.69916),(22 264.2605),(23 264.81558),(24 262.6933),(25 264.25565),(26 263.77747),(27 262.15707),(28 260.07346),(29 259.89777),(30 258.32135),(31 260.26764),(32 259.02948),(33 259.75916),(34 257.29623),(35 254.50781),(36 253.87128),(37 254.48853),(38 258.5464),(39 256.16858),(40 256.911),(41 257.59232),(42 257.0834),(43 258.24698),(44 257.28445),(45 262.00806),(46 266.44946),(47 270.86615),(48 272.54474),(49 276.70935),(50 278.38663),(51 278.49768),(52 282.27972),(53 287.4437),(54 285.94666),(55 288.1622),(56 297.85483),(57 297.28137),(58 301.66306),(59 303.19507),(60 307.41348),(61 308.87964),(62 309.69165),(63 310.7301),(64 314.3108),(65 315.45816),(66 317.5587),(67 318.19302),(68 320.7062),(69 322.25296),(70 321.52274),(71 323.24203),(72 322.36),(73 321.95496),(74 324.11322),(75 323.32468),(76 323.47305),(77 322.48767),(78 319.5208),(79 318.12823),
(1 142.4538),(2 181.48892),(3 199.73691),(4 208.25136),(5 216.42882),(6 223.10712),(7 229.87573),(8 231.49629),(9 234.56361),(10 237.5972),(11 240.39207),(12 245.91766),(13 250.1372),(14 254.46101),(15 254.16196),(16 254.86546),(17 255.46317),(18 261.04797),(19 262.24316),(20 261.48807),(21 260.64777),(22 264.0712),(23 262.76654),(24 263.73788),(25 262.9958),(26 263.76968),(27 261.34702),(28 259.77826),(29 258.18466),(30 255.68533),(31 253.3493),(32 254.50832),(33 255.0035),(34 256.3996),(35 255.80644),(36 257.25476),(37 258.69202),(38 259.48026),(39 258.44565),(40 257.82758),(41 255.83119),(42 259.04004),(43 262.2852),(44 265.29593),(45 268.53583),(46 271.08905),(47 274.0885),(48 278.51404),(49 283.1404),(50 285.6805),(51 283.77167),(52 287.81274),(53 289.83453),(54 292.02017),(55 297.3156),(56 300.7307),(57 304.591),(58 305.21085),(59 309.60983),(60 313.9659),(61 315.0819),(62 315.9271),(63 315.0539),(64 321.52817),(65 323.47052),(66 323.1767),(67 323.49945),(68 326.0561),(69 326.78262),(70 325.32022),(71 327.1717),(72 327.90622),(73 327.02432),(74 328.49133),(75 329.89548),(76 329.7793),(77 330.9346),(78 331.17972),(79 331.6063),
(1 139.90997),(2 177.46822),(3 195.15094),(4 204.38252),(5 211.87378),(6 216.74083),(7 222.35829),(8 227.15263),(9 232.36351),(10 235.92667),(11 235.25435),(12 238.54387),(13 241.80563),(14 244.79372),(15 245.74052),(16 248.18063),(17 247.44933),(18 249.9257),(19 254.32312),(20 254.21341),(21 254.23534),(22 255.24213),(23 256.96997),(24 255.22781),(25 256.5051),(26 253.61195),(27 253.74718),(28 250.51396),(29 248.87617),(30 248.97583),(31 249.71182),(32 250.96982),(33 248.30234),(34 247.93486),(35 247.83148),(36 246.48845),(37 246.34093),(38 248.04515),(39 248.47891),(40 248.79721),(41 249.41524),(42 252.3749),(43 249.626),(44 250.77103),(45 253.42345),(46 253.82547),(47 257.12784),(48 258.39584),(49 261.70755),(50 265.8636),(51 265.30194),(52 267.07123),(53 273.5891),(54 276.9306),(55 281.54333),(56 283.44485),(57 288.2643),(58 289.83234),(59 291.98535),(60 293.9947),(61 299.1292),(62 300.8447),(63 302.07663),(64 305.12518),(65 310.91385),(66 311.92975),(67 311.2988),(68 315.2583),(69 317.50595),(70 316.719),(71 317.01093),(72 317.76563),(73 319.80783),(74 320.71866),(75 319.6926),(76 317.43927),(77 316.38092),(78 314.83765),(79 316.38123),
(1 135.94398),(2 172.2058),(3 187.81279),(4 195.57648),(5 202.43997),(6 208.67574),(7 211.8162),(8 215.94121),(9 221.16235),(10 226.13013),(11 227.28754),(12 230.57278),(13 233.51897),(14 238.37648),(15 237.38771),(16 240.16716),(17 244.13132),(18 245.90738),(19 246.93068),(20 251.45082),(21 253.83585),(22 255.95491),(23 256.96872),(24 252.79808),(25 251.83957),(26 252.06963),(27 251.90628),(28 251.13686),(29 250.29167),(30 248.27373),(31 248.94661),(32 249.05322),(33 249.5552),(34 245.58293),(35 242.93178),(36 242.93921),(37 243.09251),(38 244.39716),(39 240.97258),(40 246.24515),(41 244.359),(42 247.17989),(43 247.19972),(44 247.08847),(45 251.05368),(46 252.99602),(47 255.39998),(48 257.05185),(49 257.46912),(50 261.22055),(51 261.2139),(52 264.4959),(53 267.66153),(54 268.24652),(55 272.69266),(56 275.98578),(57 274.393),(58 277.73853),(59 278.85577),(60 283.77725),(61 284.08478),(62 284.6222),(63 285.66376),(64 288.855),(65 292.39767),(66 291.4387),(67 289.94357),(68 293.2783),(69 295.44733),(70 296.37494),(71 296.0437),(72 297.22458),(73 299.56638),(74 300.5426),(75 301.21515),(76 299.90622),(77 301.1138),(78 304.35245),(79 305.09567),
(1 135.40985),(2 172.59134),(3 187.94426),(4 195.08376),(5 200.7508),(6 206.45459),(7 209.30174),(8 215.30779),(9 220.11534),(10 220.09608),(11 223.41791),(12 227.03323),(13 229.04399),(14 229.55533),(15 229.78098),(16 232.68686),(17 237.17381),(18 236.38242),(19 236.29358),(20 236.44484),(21 237.6904),(22 240.00804),(23 240.53659),(24 241.6441),(25 239.56506),(26 239.10843),(27 238.0986),(28 238.30878),(29 238.87437),(30 237.64441),(31 235.93748),(32 235.0961),(33 236.50879),(34 234.46704),(35 235.54225),(36 233.73341),(37 232.87611),(38 233.10974),(39 233.01938),(40 234.49988),(41 236.78),(42 238.21892),(43 238.90485),(44 240.42299),(45 240.93088),(46 243.38992),(47 246.17644),(48 249.67064),(49 252.83188),(50 255.67088),(51 257.37506),(52 258.28928),(53 259.34634),(54 260.36978),(55 261.0197),(56 265.4563),(57 267.23663),(58 268.20734),(59 271.03397),(60 273.63297),(61 275.1701),(62 277.63953),(63 278.31702),(64 279.36255),(65 280.6641),(66 283.32727),(67 281.0277),(68 283.98035),(69 283.09283),(70 282.12424),(71 282.52475),(72 285.40112),(73 287.23874),(74 286.024),(75 284.8009),(76 287.3696),(77 287.72342),(78 288.61057),(79 288.34296),
(1 131.36948),(2 167.10625),(3 182.50644),(4 190.23512),(5 196.82932),(6 201.05652),(7 206.22176),(8 209.91994),(9 213.74785),(10 217.32057),(11 217.80571),(12 219.93729),(13 223.32993),(14 226.44856),(15 225.86775),(16 228.02979),(17 229.92491),(18 231.4573),(19 231.66554),(20 235.23167),(21 234.67392),(22 236.81993),(23 238.5047),(24 237.86095),(25 237.45013),(26 235.98973),(27 233.25444),(28 231.3167),(29 231.71835),(30 231.46648),(31 232.96565),(32 228.87872),(33 228.81839),(34 230.32703),(35 229.9285),(36 232.87122),(37 233.65968),(38 233.4385),(39 232.49156),(40 233.9789),(41 235.29459),(42 238.3938),(43 236.56198),(44 237.94463),(45 240.9711),(46 243.79666),(47 245.91364),(48 248.37923),(49 251.72607),(50 253.96236),(51 252.91856),(52 255.34633),(53 255.80986),(54 257.42505),(55 258.75674),(56 263.07706),(57 264.46658),(58 263.95752),(59 270.67685),(60 271.5376),(61 274.45224),(62 277.32523),(63 279.20178),(64 279.47626),(65 281.69122),(66 282.24524),(67 283.19077),(68 286.10138),(69 285.6167),(70 285.15283),(71 285.70834),(72 285.91174),(73 285.77557),(74 287.45294),(75 288.384),(76 286.869),(77 286.93033),(78 285.72348),(79 285.02063),
(1 130.79335),(2 163.56035),(3 177.39073),(4 186.72437),(5 191.247),(6 194.50891),(7 196.65178),(8 203.73187),(9 208.94986),(10 214.90407),(11 215.89026),(12 218.99886),(13 220.71056),(14 221.10527),(15 223.33527),(16 225.65074),(17 226.88527),(18 227.65979),(19 231.47392),(20 232.36697),(21 233.06032),(22 236.38649),(23 237.19629),(24 233.90787),(25 233.07072),(26 231.8084),(27 231.52203),(28 229.71811),(29 230.8929),(30 230.31343),(31 230.52563),(32 231.9814),(33 230.49875),(34 228.84941),(35 228.2158),(36 231.46652),(37 231.76797),(38 233.69838),(39 230.90349),(40 228.88797),(41 228.02507),(42 229.90002),(43 232.88597),(44 233.77974),(45 235.57637),(46 236.4349),(47 237.89299),(48 240.7724),(49 244.18863),(50 246.61165),(51 245.87653),(52 249.97656),(53 253.23979),(54 256.23157),(55 256.5367),(56 260.69067),(57 261.89197),(58 265.10773),(59 266.71356),(60 268.9126),(61 273.0534),(62 272.87567),(63 271.32065),(64 270.3934),(65 272.4651),(66 269.94275),(67 270.1076),(68 272.81708),(69 274.15604),(70 273.392),(71 275.2489),(72 277.14798),(73 277.64267),(74 275.99045),(75 275.26398),(76 275.57474),(77 275.2611),(78 274.46454),(79 274.77487),
(1 126.04332),(2 157.70482),(3 174.875),(4 183.81487),(5 189.8856),(6 192.21979),(7 194.47359),(8 201.91948),(9 206.04852),(10 210.21669),(11 212.18741),(12 213.4201),(13 217.26268),(14 218.78497),(15 222.31577),(16 223.92264),(17 225.34119),(18 227.0341),(19 226.13974),(20 225.13977),(21 226.59749),(22 229.76608),(23 229.20753),(24 226.32588),(25 227.20111),(26 227.65027),(27 227.26854),(28 225.8903),(29 225.21555),(30 223.91624),(31 223.16328),(32 223.60922),(33 223.20781),(34 221.94527),(35 223.93867),(36 222.23735),(37 225.1164),(38 224.10023),(39 224.0373),(40 223.59499),(41 226.56105),(42 228.40625),(43 231.47408),(44 233.31046),(45 237.03993),(46 238.56808),(47 240.89801),(48 243.5613),(49 246.43956),(50 249.12923),(51 249.4144),(52 252.60468),(53 254.3358),(54 257.32037),(55 260.12692),(56 265.40778),(57 267.92285),(58 270.2612),(59 271.06076),(60 277.06418),(61 278.76416),(62 279.9244),(63 279.66),(64 280.54977),(65 281.66232),(66 282.92273),(67 280.4711),(68 283.99408),(69 285.33185),(70 288.1621),(71 287.135),(72 291.92538),(73 291.62506),(74 290.5398),(75 287.57657),(76 285.6203),(77 285.15817),(78 284.94073),(79 287.93674),
(1 126.4403),(2 153.04709),(3 167.47101),(4 175.20674),(5 180.65305),(6 186.94426),(7 189.02083),(8 193.30865),(9 199.89232),(10 202.78528),(11 203.69168),(12 208.08932),(13 208.3134),(14 209.08125),(15 209.51315),(16 213.04564),(17 216.01283),(18 218.67508),(19 222.30008),(20 223.8898),(21 224.98503),(22 225.5388),(23 226.9687),(24 228.443),(25 227.35164),(26 226.40279),(27 224.81291),(28 225.28375),(29 222.72748),(30 219.34235),(31 218.04277),(32 218.46564),(33 220.07175),(34 216.08989),(35 216.38786),(36 216.80824),(37 219.21042),(38 220.61855),(39 218.7574),(40 218.97331),(41 220.35492),(42 222.37975),(43 223.88602),(44 225.72537),(45 228.09586),(46 228.93839),(47 229.7151),(48 231.97946),(49 235.25276),(50 236.40996),(51 237.33452),(52 239.90512),(53 241.04619),(54 243.115),(55 247.97598),(56 250.74406),(57 255.11655),(58 255.83463),(59 255.81108),(60 259.88873),(61 263.65604),(62 264.00696),(63 264.29977),(64 264.86792),(65 266.17526),(66 268.46014),(67 269.9467),(68 275.18997),(69 275.20425),(70 274.36386),(71 273.92853),(72 274.99902),(73 276.58292),(74 277.4081),(75 278.16693),(76 278.46027),(77 280.2281),(78 281.09128),(79 279.50272),
(1 123.485504),(2 152.60905),(3 167.256),(4 174.54524),(5 180.91216),(6 186.47002),(7 187.87442),(8 190.59349),(9 193.56023),(10 198.55492),(11 201.71306),(12 205.3597),(13 208.23218),(14 210.06076),(15 209.98782),(16 213.02927),(17 216.34686),(18 220.3663),(19 221.05188),(20 219.9503),(21 221.42093),(22 224.57199),(23 224.52484),(24 223.95638),(25 223.16083),(26 222.40314),(27 218.99902),(28 218.64296),(29 216.83702),(30 215.94371),(31 214.49782),(32 215.17493),(33 215.69035),(34 212.7753),(35 213.64693),(36 213.35007),(37 215.87686),(38 215.97743),(39 214.73195),(40 214.9514),(41 215.99727),(42 216.53041),(43 219.42133),(44 219.72005),(45 222.68355),(46 223.01009),(47 225.00691),(48 229.10938),(49 232.7623),(50 234.81845),(51 237.35849),(52 239.99371),(53 243.67313),(54 246.1182),(55 246.96478),(56 248.39394),(57 252.31247),(58 254.09566),(59 254.59035),(60 258.56915),(61 262.7036),(62 264.50513),(63 262.16663),(64 264.5943),(65 265.46216),(66 269.55093),(67 270.33762),(68 271.06406),(69 272.35638),(70 273.56696),(71 274.08255),(72 275.81528),(73 274.012),(74 274.26184),(75 275.5368),(76 275.47467),(77 275.71896),(78 274.24973),(79 273.04742),
(1 121.86222),(2 151.15077),(3 163.04205),(4 171.89449),(5 176.38147),(6 182.14403),(7 185.20766),(8 187.59766),(9 194.46832),(10 196.12212),(11 197.7354),(12 202.70367),(13 203.02309),(14 205.69138),(15 206.43486),(16 208.79352),(17 210.0718),(18 211.96707),(19 213.04424),(20 214.17337),(21 215.78748),(22 216.7718),(23 217.25208),(24 215.93602),(25 216.57228),(26 217.78667),(27 217.01285),(28 215.28973),(29 213.8254),(30 211.09566),(31 210.48393),(32 208.88948),(33 209.38084),(34 208.48096),(35 206.22563),(36 207.59679),(37 210.4996),(38 209.88873),(39 210.09468),(40 213.65099),(41 215.05518),(42 213.30287),(43 216.04193),(44 216.08337),(45 221.24265),(46 221.57503),(47 226.5309),(48 230.27623),(49 230.40773),(50 231.96419),(51 235.19298),(52 236.78955),(53 239.55858),(54 241.74419),(55 243.54964),(56 247.19066),(57 252.57726),(58 254.24982),(59 254.59962),(60 256.68765),(61 258.32886),(62 260.48465),(63 260.45892),(64 262.8623),(65 263.88663),(66 263.89355),(67 261.6144),(68 263.563),(69 263.71454),(70 265.26755),(71 268.33887),(72 268.56613),(73 270.54843),(74 270.09476),(75 269.9365),(76 270.07742),(77 269.76462),(78 266.64307),(79 267.31592),
(1 121.57889),(2 149.78925),(3 164.3809),(4 172.24002),(5 179.6966),(6 185.09929),(7 187.55222),(8 189.97281),(9 194.77898),(10 198.49368),(11 200.76099),(12 203.12079),(13 206.31807),(14 207.65771),(15 209.70619),(16 210.08678),(17 212.13403),(18 214.35994),(19 216.68906),(20 217.05446),(21 219.09918),(22 216.51543),(23 221.04562),(24 219.4786),(25 218.55467),(26 218.27104),(27 218.20311),(28 218.50243),(29 216.13155),(30 215.55374),(31 213.23398),(32 211.36389),(33 209.82005),(34 210.63885),(35 210.61111),(36 211.42137),(37 212.06941),(38 211.58745),(39 209.03548),(40 211.43396),(41 213.64514),(42 214.739),(43 215.32408),(44 216.55086),(45 220.84348),(46 220.20615),(47 225.5439),(48 228.52077),(49 229.68408),(50 231.86449),(51 233.37862),(52 235.64233),(53 239.80943),(54 242.23848),(55 243.9712),(56 247.45511),(57 250.69278),(58 252.01675),(59 257.11725),(60 258.39606),(61 259.8952),(62 263.25702),(63 264.90738),(64 266.55276),(65 266.45374),(66 266.62927),(67 264.8271),(68 270.60324),(69 269.55658),(70 270.40482),(71 269.98312),(72 273.6877),(73 273.51755),(74 271.70166),(75 272.88446),(76 273.83737),(77 275.23178),(78 273.11664),(79 274.61777),
(1 116.4485),(2 142.91754),(3 156.32645),(4 162.47057),(5 169.46948),(6 173.88072),(7 178.4613),(8 182.54073),(9 186.1613),(10 189.31415),(11 194.70784),(12 194.24933),(13 196.82729),(14 199.04674),(15 200.45233),(16 203.19951),(17 202.38773),(18 204.85965),(19 205.7242),(20 207.60696),(21 209.15771),(22 210.59824),(23 212.66037),(24 212.63335),(25 209.7758),(26 207.58963),(27 203.82384),(28 205.40099),(29 203.2375),(30 203.07625),(31 202.91168),(32 202.31754),(33 200.60217),(34 201.28221),(35 199.15884),(36 200.29518),(37 200.64676),(38 200.17113),(39 199.25562),(40 199.5121),(41 203.14398),(42 204.75404),(43 203.7379),(44 204.69312),(45 207.49178),(46 210.85233),(47 213.68785),(48 216.75562),(49 216.71164),(50 219.62173),(51 221.09967),(52 222.20949),(53 226.56508),(54 230.18488),(55 232.68837),(56 234.60474),(57 237.18848),(58 238.38644),(59 238.05318),(60 243.3754),(61 245.22287),(62 247.21497),(63 247.71625),(64 249.20883),(65 250.55757),(66 252.43126),(67 253.40703),(68 254.47156),(69 255.16772),(70 255.34631),(71 256.36877),(72 257.67136),(73 256.98428),(74 257.3319),(75 257.04617),(76 257.58264),(77 257.81134),(78 255.73004),(79 256.79294),
(1 115.992004),(2 140.97185),(3 151.25795),(4 161.73949),(5 170.09868),(6 173.83151),(7 176.94899),(8 180.99988),(9 183.7249),(10 185.34697),(11 187.5643),(12 190.95631),(13 193.61214),(14 196.24608),(15 196.58153),(16 202.12183),(17 203.84752),(18 206.02322),(19 206.57964),(20 207.32184),(21 209.96896),(22 212.68057),(23 214.73625),(24 214.71515),(25 213.44751),(26 212.10716),(27 207.83963),(28 206.71326),(29 208.26675),(30 207.9099),(31 206.05002),(32 204.62402),(33 204.26442),(34 201.42082),(35 200.90121),(36 203.08759),(37 203.94351),(38 204.37782),(39 201.91798),(40 204.2155),(41 206.2181),(42 209.15762),(43 209.61102),(44 210.49362),(45 213.37349),(46 214.05995),(47 217.27751),(48 222.58098),(49 224.56892),(50 226.58801),(51 227.38206),(52 230.2425),(53 236.08502),(54 238.96129),(55 240.66734),(56 242.17496),(57 247.4111),(58 249.7854),(59 250.77304),(60 254.94154),(61 256.46463),(62 255.3035),(63 255.25165),(64 253.52255),(65 258.30206),(66 259.9237),(67 260.4529),(68 260.39313),(69 261.35416),(70 261.44125),(71 261.1701),(72 262.43204),(73 263.99533),(74 264.68228),(75 261.67163),(76 263.7075),(77 266.76703),(78 264.9187),(79 263.58466),
(1 114.02143),(2 138.7835),(3 148.90889),(4 157.7048),(5 163.78027),(6 168.9581),(7 173.21472),(8 177.6862),(9 180.37148),(10 183.49423),(11 183.87689),(12 188.76846),(13 189.82793),(14 193.8206),(15 193.19798),(16 195.76483),(17 198.0397),(18 199.02359),(19 199.43515),(20 199.26581),(21 200.81956),(22 201.37433),(23 202.96442),(24 203.61142),(25 203.36345),(26 203.89993),(27 201.45683),(28 200.77141),(29 200.01308),(30 198.4648),(31 196.54362),(32 196.3311),(33 195.15367),(34 193.17317),(35 195.33464),(36 196.39844),(37 196.90842),(38 197.09595),(39 195.58391),(40 197.541),(41 197.76572),(42 198.26822),(43 197.69162),(44 201.59074),(45 204.4923),(46 204.47073),(47 207.84433),(48 210.81805),(49 211.41103),(50 213.4328),(51 214.96844),(52 215.98909),(53 220.17693),(54 221.50276),(55 225.7788),(56 230.81927),(57 232.47806),(58 232.62614),(59 231.76115),(60 234.25864),(61 236.61028),(62 237.79619),(63 236.72635),(64 238.41522),(65 242.227),(66 243.78838),(67 243.7808),(68 245.71387),(69 245.04424),(70 246.44572),(71 244.95401),(72 245.11975),(73 246.37373),(74 246.72388),(75 244.07025),(76 246.94418),(77 245.07599),(78 243.32118),(79 244.40637),
(1 111.72951),(2 135.1315),(3 146.03145),(4 152.25194),(5 159.09773),(6 165.01724),(7 168.99918),(8 171.10234),(9 172.85799),(10 176.6063),(11 179.81984),(12 182.75125),(13 185.1914),(14 187.01277),(15 188.26872),(16 188.85452),(17 190.96017),(18 192.41081),(19 193.73349),(20 194.06027),(21 195.79782),(22 197.51976),(23 199.16325),(24 197.34283),(25 197.99173),(26 199.12886),(27 195.37897),(28 194.18607),(29 194.44284),(30 193.80316),(31 193.03772),(32 195.17511),(33 194.03787),(34 191.9626),(35 189.62555),(36 189.31743),(37 190.8039),(38 191.86101),(39 189.77039),(40 191.10019),(41 190.84525),(42 191.17143),(43 194.19019),(44 194.22343),(45 196.40422),(46 198.78902),(47 200.74908),(48 203.55026),(49 205.70114),(50 206.55579),(51 206.4727),(52 207.66089),(53 212.21893),(54 212.90096),(55 215.0436),(56 217.06613),(57 219.47626),(58 221.85536),(59 223.72005),(60 225.3505),(61 228.98062),(62 231.24033),(63 229.08351),(64 227.60811),(65 230.2566),(66 229.64244),(67 230.61191),(68 233.13968),(69 234.73915),(70 234.1536),(71 236.00899),(72 237.95976),(73 238.73218),(74 239.01427),(75 238.7858),(76 239.08249),(77 240.67867),(78 240.799),(79 240.36601),
(1 111.45291),(2 135.72365),(3 146.85611),(4 153.3239),(5 159.90732),(6 163.00214),(7 165.9257),(8 171.98045),(9 173.96141),(10 177.09938),(11 176.64085),(12 179.90417),(13 182.63853),(14 184.16893),(15 185.9296),(16 184.91356),(17 186.4666),(18 189.12285),(19 191.17555),(20 190.52979),(21 190.94179),(22 192.05214),(23 194.12827),(24 193.18785),(25 193.80283),(26 192.76572),(27 192.65352),(28 191.16307),(29 192.35915),(30 192.51659),(31 191.65176),(32 190.97903),(33 190.32155),(34 188.27858),(35 187.45552),(36 187.48729),(37 189.62067),(38 189.60999),(39 188.91986),(40 190.14854),(41 190.36374),(42 190.4801),(43 190.37125),(44 192.05527),(45 196.24539),(46 197.69513),(47 199.73839),(48 200.8683),(49 204.76978),(50 206.21252),(51 207.02164),(52 210.2827),(53 212.23984),(54 213.15164),(55 217.03874),(56 218.89635),(57 221.40479),(58 222.7278),(59 222.83145),(60 224.78),(61 227.74872),(62 228.54744),(63 227.95277),(64 229.94054),(65 230.19296),(66 231.49255),(67 233.22108),(68 233.55705),(69 236.20378),(70 237.05574),(71 237.22148),(72 237.53574),(73 238.65028),(74 238.17262),(75 238.85878),(76 237.61053),(77 239.2481),(78 239.33554),(79 239.13652),
(1 107.53903),(2 130.60533),(3 141.34448),(4 149.637),(5 155.31154),(6 158.95169),(7 163.36497),(8 170.2458),(9 174.0495),(10 175.00998),(11 174.08807),(12 175.48239),(13 179.72829),(14 183.83707),(15 181.80153),(16 184.46939),(17 186.1343),(18 187.21916),(19 185.66542),(20 186.51428),(21 188.57793),(22 190.0687),(23 190.86443),(24 189.28635),(25 188.62059),(26 188.98427),(27 190.35278),(28 189.48372),(29 188.12912),(30 188.62413),(31 187.57089),(32 187.835),(33 188.0857),(34 187.7782),(35 186.47058),(36 188.22531),(37 187.65237),(38 188.40768),(39 187.9902),(40 190.30049),(41 190.68195),(42 193.92091),(43 193.1186),(44 192.22203),(45 196.81253),(46 198.55797),(47 201.11444),(48 201.5439),(49 204.55632),(50 207.62912),(51 204.30437),(52 206.84392),(53 209.2632),(54 211.14809),(55 215.00827),(56 214.27737),(57 216.12653),(58 216.83788),(59 219.13377),(60 222.71135),(61 224.91869),(62 226.01471),(63 225.55035),(64 229.55542),(65 230.57301),(66 231.10678),(67 231.91347),(68 229.49016),(69 231.82593),(70 232.21384),(71 231.44643),(72 234.87134),(73 234.74522),(74 235.59267),(75 234.70682),(76 233.96777),(77 234.75954),(78 233.08554),(79 233.09322),
