1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1283028.4),(2 1563248.4),(3 576805.44),(4 2167921.8),(5 2713113.3),(6 1768585),(7 3511879.3),(8 4278501),(9 3405531.8),(10 5211541.5),(11 6275086.5),(12 5514569.5),(13 7500734.5),(14 8893720),(15 8231968),(16 10490421),(17 12231883),(18 11445931),(19 13924336),(20 15757255),(21 15120407),(22 17490108),(23 19429942),(24 18839714),(25 21246854),(26 23376528),(27 22870480),(28 25143530),(29 27388998),(30 26619186),(31 28759166),(32 30821238),(33 29858408),(34 31801944),(35 34000930),(36 33187008),(37 34694656),(38 36563108),(39 35597572),(40 36662108),(41 38388180),(42 37369990),(43 38401844),(44 40173576),(45 39126372),(46 39960730),(47 41493700),(48 40188220),(49 40942940),(50 42420284),(51 41187204),(52 41840700),(53 43715160),(54 42622370),(55 43229556),(56 45136320),(57 44053052),(58 44570020),(59 46508596),(60 45451424),(61 45746284),(62 47527776),(63 46176532),(64 46472796),(65 48570964),(66 47734988),(67 48282828),(68 50748284),(69 50249292),(70 50825052),(71 53499330),(72 53053908),(73 53446212),(74 56010268),(75 55305984),(76 55389908),(77 58159124),(78 57653684),(79 57919104),
(1 361.4728),(2 495.55927),(3 561.0541),(4 590.82294),(5 612.08057),(6 630.3696),(7 633.2894),(8 640.15326),(9 646.5456),(10 660.5269),(11 674.66943),(12 684.54584),(13 694.36096),(14 703.2586),(15 700.16064),(16 707.07104),(17 723.1647),(18 727.5715),(19 731.81146),(20 737.1672),(21 739.74884),(22 737.7213),(23 735.59564),(24 747.6838),(25 759.3592),(26 761.7213),(27 772.0661),(28 776.7766),(29 767.8703),(30 761.6119),(31 758.1244),(32 767.7987),(33 761.43),(34 760.1428),(35 756.45483),(36 764.5955),(37 770.77997),(38 762.6337),(39 770.63837),(40 767.7251),(41 767.974),(42 771.9764),(43 780.53766),(44 784.4621),(45 791.19354),(46 798.1894),(47 805.7533),(48 810.84705),(49 816.78076),(50 819.7642),(51 823.00995),(52 816.9467),(53 808.74915),(54 803.8014),(55 805.6285),(56 815.4494),(57 817.4501),(58 823.3464),(59 826.5475),(60 817.4812),(61 817.8064),(62 817.0802),(63 811.31335),(64 803.6941),(65 809.47034),(66 804.93536),(67 808.27814),(68 811.0813),(69 811.89844),(70 815.6343),(71 813.9961),(72 811.2822),(73 807.2583),(74 805.7166),(75 805.25464),(76 803.34576),(77 802.1389),(78 799.2743),(79 791.45734),
(1 341.54486),(2 459.8132),(3 522.1358),(4 548.9439),(5 569.52386),(6 583.64606),(7 590.2346),(8 594.20715),(9 600.40027),(10 608.57043),(11 613.1068),(12 624.4831),(13 639.5193),(14 647.22327),(15 658.25854),(16 660.8216),(17 667.79926),(18 670.72363),(19 672.0137),(20 676.4592),(21 680.55164),(22 687.6099),(23 688.3809),(24 694.50134),(25 695.19946),(26 699.32),(27 713.6713),(28 716.9277),(29 718.2259),(30 712.0946),(31 714.58044),(32 707.08124),(33 714.96),(34 713.579),(35 715.3366),(36 721.43567),(37 723.4778),(38 732.6142),(39 738.12164),(40 744.33716),(41 752.26086),(42 744.4453),(43 749.6903),(44 757.728),(45 761.83563),(46 765.02637),(47 769.8801),(48 776.9133),(49 771.3769),(50 772.3808),(51 769.5529),(52 766.4629),(53 760.76624),(54 775.7598),(55 775.8739),(56 783.0986),(57 785.0085),(58 782.23035),(59 771.0162),(60 775.5989),(61 772.961),(62 767.9301),(63 765.8933),(64 761.29724),(65 755.6634),(66 757.24396),(67 760.1454),(68 767.3152),(69 765.4152),(70 769.5579),(71 775.46564),(72 768.2983),(73 769.729),(74 771.4535),(75 764.1533),(76 758.24786),(77 746.04175),(78 757.1099),(79 756.51227),
(1 337.25644),(2 462.82526),(3 525.91626),(4 555.72424),(5 577.6241),(6 589.4183),(7 593.2963),(8 603.3672),(9 609.8259),(10 611.36285),(11 624.4109),(12 632.73175),(13 644.0486),(14 658.5446),(15 667.9561),(16 671.7687),(17 677.52075),(18 683.95496),(19 682.2887),(20 694.4634),(21 696.2881),(22 700.4121),(23 697.91327),(24 698.86884),(25 697.25494),(26 703.10675),(27 708.7986),(28 711.58844),(29 715.9249),(30 711.0804),(31 707.5279),(32 714.2767),(33 717.8342),(34 725.3571),(35 729.1718),(36 734.9714),(37 727.5937),(38 722.3305),(39 725.0316),(40 724.3304),(41 726.4078),(42 734.8468),(43 733.1009),(44 741.2328),(45 750.3829),(46 762.4125),(47 772.03876),(48 776.2916),(49 777.95135),(50 770.44324),(51 766.38965),(52 761.237),(53 764.60205),(54 772.98956),(55 787.4508),(56 791.84766),(57 792.7181),(58 795.88025),(59 794.5714),(60 792.5579),(61 793.00366),(62 790.77045),(63 792.87616),(64 786.1459),(65 784.7143),(66 780.4146),(67 782.5174),(68 791.85205),(69 791.0936),(70 787.5397),(71 785.0782),(72 787.8164),(73 784.4467),(74 779.10175),(75 765.99304),(76 762.6136),(77 759.6221),(78 765.6142),(79 766.9804),
(1 326.3924),(2 438.0132),(3 495.86),(4 523.1713),(5 546.74194),(6 557.71045),(7 563.2614),(8 564.2229),(9 571.79846),(10 575.2086),(11 593.57635),(12 601.39636),(13 607.0828),(14 623.59875),(15 622.17065),(16 619.47217),(17 627.3152),(18 631.5504),(19 635.8607),(20 646.4175),(21 658.0223),(22 666.0101),(23 666.3898),(24 668.6749),(25 676.64703),(26 674.56854),(27 677.21893),(28 679.9014),(29 683.53046),(30 685.4933),(31 681.53033),(32 681.116),(33 689.0162),(34 690.398),(35 702.9169),(36 701.4564),(37 701.2256),(38 701.83844),(39 700.4364),(40 699.1472),(41 704.8149),(42 700.0302),(43 701.5584),(44 718.8815),(45 723.8408),(46 723.5825),(47 731.28326),(48 738.90344),(49 741.97723),(50 747.29755),(51 752.2877),(52 758.9966),(53 754.4325),(54 753.8861),(55 757.9878),(56 766.5336),(57 763.6682),(58 769.6407),(59 759.9316),(60 759.10767),(61 752.09827),(62 748.86566),(63 756.75),(64 757.3451),(65 758.06573),(66 749.26306),(67 750.25055),(68 754.3138),(69 758.31885),(70 750.07556),(71 746.048),(72 740.5185),(73 746.34314),(74 747.11676),(75 738.2006),(76 737.1948),(77 739.31537),(78 734.30634),(79 726.4194),
(1 325.61588),(2 440.7771),(3 488.2569),(4 519.9798),(5 538.23785),(6 549.31036),(7 551.8774),(8 553.2786),(9 568.2601),(10 576.6852),(11 583.15753),(12 595.569),(13 596.5623),(14 609.0126),(15 608.18445),(16 605.0597),(17 606.8138),(18 610.62836),(19 614.2065),(20 626.1589),(21 632.30804),(22 640.0015),(23 643.46405),(24 640.8676),(25 650.61285),(26 654.351),(27 666.57996),(28 666.41626),(29 670.41675),(30 669.5235),(31 660.16486),(32 662.175),(33 664.5946),(34 668.70514),(35 685.6806),(36 686.07196),(37 687.96234),(38 686.63385),(39 695.5308),(40 693.04315),(41 701.0528),(42 700.5338),(43 702.9825),(44 709.03235),(45 714.1007),(46 715.4642),(47 726.6777),(48 724.41693),(49 728.2248),(50 740.44293),(51 740.23157),(52 741.2951),(53 740.0082),(54 747.0284),(55 750.16907),(56 746.1537),(57 746.2601),(58 751.33795),(59 744.9148),(60 739.0461),(61 735.33417),(62 727.5405),(63 733.50793),(64 723.2214),(65 721.91),(66 717.18555),(67 712.2643),(68 717.42236),(69 718.2873),(70 718.78326),(71 712.4809),(72 710.91547),(73 720.47974),(74 722.1399),(75 716.05646),(76 720.482),(77 722.09106),(78 721.853),(79 718.6533),
(1 316.009),(2 425.92035),(3 476.0184),(4 496.94635),(5 523.57684),(6 537.4301),(7 545.2123),(8 550.1926),(9 566.8105),(10 569.3368),(11 572.5888),(12 581.4608),(13 582.74164),(14 597.53125),(15 609.0819),(16 603.8584),(17 607.6532),(18 617.99384),(19 620.20074),(20 621.0262),(21 627.7347),(22 632.2899),(23 643.5965),(24 650.9013),(25 658.7339),(26 665.2273),(27 678.1464),(28 667.88214),(29 668.7801),(30 673.8072),(31 667.1129),(32 665.58124),(33 668.8012),(34 674.35114),(35 677.80304),(36 671.8442),(37 676.1799),(38 673.84863),(39 676.90015),(40 677.9245),(41 681.0098),(42 683.88367),(43 691.59595),(44 685.8533),(45 691.22955),(46 695.8771),(47 699.2995),(48 700.278),(49 706.73694),(50 712.8698),(51 716.41797),(52 715.53186),(53 716.5609),(54 714.5004),(55 720.12476),(56 716.1562),(57 713.47595),(58 723.08044),(59 718.9181),(60 720.76355),(61 721.643),(62 717.0831),(63 711.2222),(64 707.8096),(65 707.9347),(66 702.6478),(67 706.0849),(68 704.5615),(69 702.417),(70 704.7633),(71 709.3531),(72 707.51227),(73 704.886),(74 701.01855),(75 694.137),(76 694.791),(77 688.9434),(78 697.9894),(79 695.28217),
(1 302.85748),(2 413.73737),(3 462.08423),(4 476.76376),(5 494.8853),(6 510.9196),(7 524.4065),(8 529.7319),(9 545.2655),(10 552.96124),(11 551.25916),(12 555.1322),(13 564.4577),(14 573.0227),(15 583.62036),(16 585.36395),(17 590.7134),(18 608.90735),(19 616.8402),(20 619.0546),(21 627.0107),(22 631.98),(23 633.0663),(24 632.6844),(25 642.38367),(26 652.45233),(27 659.86633),(28 660.4748),(29 657.94977),(30 661.1001),(31 658.60504),(32 651.6916),(33 660.296),(34 666.626),(35 677.63104),(36 680.9303),(37 687.3041),(38 692.72675),(39 698.9557),(40 703.0284),(41 707.4763),(42 702.41895),(43 714.16785),(44 713.7849),(45 714.79114),(46 707.654),(47 709.23444),(48 714.9433),(49 722.9988),(50 728.5811),(51 721.9439),(52 719.05554),(53 717.47095),(54 712.3449),(55 709.28436),(56 713.0651),(57 711.34796),(58 707.33954),(59 702.304),(60 702.00244),(61 702.498),(62 701.738),(63 702.736),(64 696.5374),(65 690.2777),(66 690.9528),(67 685.38806),(68 676.56696),(69 672.89716),(70 671.0937),(71 670.78705),(72 673.47034),(73 674.9732),(74 665.1599),(75 660.0416),(76 668.5432),(77 663.68304),(78 668.60815),(79 668.3878),
(1 301.74072),(2 411.37976),(3 460.4455),(4 477.44064),(5 496.02652),(6 512.3036),(7 516.7497),(8 522.953),(9 533.9195),(10 544.41504),(11 546.24164),(12 552.8989),(13 560.1199),(14 563.6362),(15 572.7416),(16 576.50775),(17 580.155),(18 594.48395),(19 604.68225),(20 600.4147),(21 606.3262),(22 609.2324),(23 609.20544),(24 613.13135),(25 625.1157),(26 622.8837),(27 632.35443),(28 630.966),(29 629.49945),(30 631.0426),(31 627.74506),(32 629.7795),(33 641.16785),(34 641.68005),(35 649.6139),(36 647.7488),(37 653.07965),(38 662.06024),(39 662.04047),(40 660.06757),(41 669.9789),(42 671.1922),(43 678.90515),(44 677.9898),(45 682.4738),(46 687.4733),(47 692.69305),(48 700.43365),(49 703.52435),(50 699.1942),(51 705.415),(52 702.5755),(53 700.3062),(54 703.5075),(55 701.6955),(56 694.3369),(57 698.816),(58 689.0501),(59 691.4893),(60 689.8094),(61 684.73627),(62 679.85736),(63 677.4351),(64 670.6392),(65 676.6796),(66 676.7662),(67 678.5359),(68 677.2048),(69 675.83264),(70 672.5182),(71 669.5355),(72 661.8483),(73 660.37836),(74 668.0067),(75 663.6839),(76 658.61273),(77 656.9874),(78 663.8222),(79 661.8201),
(1 285.88824),(2 390.03415),(3 434.83047),(4 449.94766),(5 470.71436),(6 488.28223),(7 494.13052),(8 505.51886),(9 515.96844),(10 525.02014),(11 526.43524),(12 536.39185),(13 544.22406),(14 548.4969),(15 557.3926),(16 567.5383),(17 569.5119),(18 581.39056),(19 590.3533),(20 595.61096),(21 601.6589),(22 607.9928),(23 607.25037),(24 604.7406),(25 614.8514),(26 623.30084),(27 622.46),(28 616.8342),(29 612.1583),(30 626.0673),(31 623.6798),(32 622.5075),(33 629.69714),(34 636.9688),(35 639.3894),(36 640.3601),(37 643.6886),(38 648.80646),(39 656.89484),(40 657.0684),(41 656.9422),(42 656.8631),(43 666.31635),(44 668.00507),(45 668.30493),(46 669.91113),(47 669.4539),(48 679.73645),(49 686.5259),(50 693.4386),(51 693.21783),(52 693.8437),(53 691.3748),(54 687.7378),(55 678.80084),(56 679.53064),(57 675.98224),(58 671.72797),(59 668.76715),(60 670.8782),(61 666.2819),(62 667.97784),(63 663.69525),(64 654.51776),(65 651.1195),(66 651.49457),(67 655.78033),(68 651.67267),(69 647.46844),(70 647.71826),(71 644.67566),(72 637.9639),(73 640.23914),(74 644.82996),(75 643.99365),(76 640.95624),(77 644.23804),(78 652.4194),(79 655.9226),
(1 282.1791),(2 384.72305),(3 427.766),(4 447.6849),(5 466.68073),(6 490.2245),(7 494.78378),(8 508.2426),(9 517.2173),(10 520.81384),(11 526.51483),(12 535.0914),(13 533.9039),(14 544.1071),(15 548.4168),(16 555.52484),(17 558.1375),(18 570.86646),(19 578.79504),(20 586.1148),(21 588.22546),(22 594.5955),(23 599.27637),(24 603.3265),(25 605.26556),(26 605.8557),(27 606.7657),(28 601.32086),(29 596.82355),(30 606.9417),(31 607.4856),(32 606.89703),(33 615.74536),(34 619.01105),(35 623.2841),(36 625.6185),(37 632.75116),(38 644.9763),(39 650.00806),(40 658.2384),(41 660.0116),(42 659.28235),(43 669.0967),(44 674.06537),(45 674.73596),(46 670.01154),(47 680.89636),(48 688.72687),(49 688.77893),(50 691.39777),(51 691.933),(52 693.32214),(53 691.0076),(54 690.563),(55 685.8237),(56 682.01917),(57 681.10065),(58 671.4958),(59 668.091),(60 667.5467),(61 666.0586),(62 663.26587),(63 672.5636),(64 665.2401),(65 661.04266),(66 662.0107),(67 662.7219),(68 654.3084),(69 656.72327),(70 659.4202),(71 656.4981),(72 651.13983),(73 644.26105),(74 643.7422),(75 640.86926),(76 640.63116),(77 642.836),(78 650.12866),(79 646.6431),
(1 271.12408),(2 368.5874),(3 412.1884),(4 427.0288),(5 443.21408),(6 466.1519),(7 477.97775),(8 485.49823),(9 495.92706),(10 502.52496),(11 507.03506),(12 512.52625),(13 518.06714),(14 526.54236),(15 533.3234),(16 537.72076),(17 541.69885),(18 553.5408),(19 560.7957),(20 561.9518),(21 561.82043),(22 571.92163),(23 576.32965),(24 577.9375),(25 579.944),(26 582.77875),(27 585.503),(28 581.60925),(29 580.1056),(30 579.66296),(31 576.13965),(32 572.06885),(33 577.4845),(34 578.5822),(35 584.9086),(36 589.8973),(37 593.4731),(38 599.3605),(39 602.8504),(40 595.1397),(41 600.2463),(42 600.8305),(43 609.54767),(44 610.50085),(45 611.4643),(46 619.2949),(47 622.6011),(48 629.4621),(49 629.92084),(50 629.45276),(51 631.31824),(52 623.74744),(53 623.4987),(54 620.1395),(55 618.7407),(56 615.9759),(57 615.9989),(58 616.5759),(59 619.6453),(60 621.13983),(61 624.3492),(62 626.7335),(63 626.59015),(64 621.9877),(65 623.04034),(66 618.68335),(67 618.05804),(68 618.7786),(69 624.02686),(70 625.2789),(71 626.39874),(72 623.68524),(73 623.74005),(74 619.5613),(75 618.4508),(76 618.90875),(77 618.88165),(78 627.71027),(79 626.1997),
(1 265.8298),(2 360.8756),(3 404.13788),(4 424.23962),(5 441.253),(6 452.61713),(7 462.1815),(8 473.5667),(9 485.0167),(10 491.74435),(11 487.16837),(12 488.58707),(13 495.05737),(14 505.17374),(15 514.84863),(16 523.5588),(17 523.5198),(18 525.45374),(19 530.05194),(20 536.16473),(21 538.64685),(22 542.8761),(23 545.3393),(24 543.5059),(25 543.97754),(26 547.9427),(27 554.15717),(28 553.50195),(29 554.4451),(30 555.80096),(31 556.7772),(32 558.16956),(33 561.5818),(34 569.74414),(35 579.3879),(36 577.7183),(37 579.8729),(38 579.1603),(39 591.02936),(40 591.4832),(41 588.0466),(42 587.7535),(43 596.4799),(44 597.15546),(45 595.2166),(46 601.8389),(47 607.71356),(48 610.3745),(49 607.5638),(50 606.3805),(51 600.1868),(52 600.6528),(53 597.6812),(54 600.017),(55 595.3544),(56 595.2789),(57 595.3704),(58 601.01227),(59 599.3533),(60 591.06476),(61 589.2866),(62 595.8963),(63 596.44867),(64 593.2093),(65 594.6352),(66 590.1709),(67 587.927),(68 590.5386),(69 590.9778),(70 588.1142),(71 592.13153),(72 591.5791),(73 590.7608),(74 589.98145),(75 590.5598),(76 591.47766),(77 585.4581),(78 589.03174),(79 585.9249),
(1 269.7751),(2 361.58853),(3 402.12735),(4 423.304),(5 436.5856),(6 448.62308),(7 458.6793),(8 465.076),(9 474.56796),(10 479.24377),(11 484.1148),(12 488.7139),(13 494.4686),(14 496.71365),(15 506.279),(16 516.93585),(17 522.21606),(18 529.18604),(19 533.33856),(20 543.76483),(21 545.07983),(22 548.36926),(23 549.6408),(24 554.15875),(25 556.24945),(26 558.54407),(27 562.3613),(28 557.9156),(29 554.6299),(30 557.9895),(31 561.29517),(32 566.9149),(33 572.9158),(34 571.7905),(35 584.6877),(36 589.9698),(37 592.0992),(38 596.51666),(39 610.79803),(40 619.22144),(41 618.2293),(42 611.6001),(43 616.7317),(44 616.36505),(45 613.2184),(46 614.3895),(47 619.3991),(48 631.30286),(49 626.5308),(50 627.75934),(51 621.81573),(52 617.8498),(53 621.7037),(54 623.6637),(55 627.3516),(56 620.4925),(57 617.842),(58 618.5993),(59 621.135),(60 616.0248),(61 609.6397),(62 609.71625),(63 603.635),(64 602.0394),(65 606.0685),(66 600.5945),(67 598.6841),(68 598.20703),(69 594.83),(70 595.3715),(71 592.178),(72 590.0775),(73 593.3204),(74 594.46814),(75 594.3954),(76 589.9376),(77 591.2458),(78 595.6479),(79 594.4949),
(1 256.33557),(2 344.5399),(3 382.62552),(4 400.76428),(5 416.04178),(6 426.6384),(7 432.80386),(8 436.86392),(9 444.9943),(10 453.81448),(11 460.80557),(12 456.67856),(13 461.64166),(14 467.111),(15 472.2522),(16 478.6894),(17 482.0657),(18 490.16125),(19 492.9677),(20 500.56232),(21 506.32993),(22 509.80258),(23 509.22266),(24 515.41583),(25 521.93896),(26 526.17554),(27 526.06537),(28 524.76874),(29 525.4273),(30 526.13855),(31 531.76184),(32 534.9516),(33 533.54315),(34 534.61194),(35 546.898),(36 547.6443),(37 553.4919),(38 555.90015),(39 565.036),(40 570.95135),(41 575.73615),(42 570.1722),(43 573.38763),(44 577.19977),(45 578.75073),(46 581.41315),(47 585.0728),(48 584.5764),(49 583.74084),(50 581.3504),(51 586.68555),(52 584.6504),(53 584.25665),(54 584.65515),(55 580.3292),(56 573.265),(57 576.32),(58 577.8227),(59 582.1417),(60 570.5969),(61 564.7578),(62 566.9848),(63 569.1203),(64 565.0086),(65 558.194),(66 555.26105),(67 555.85175),(68 553.97156),(69 554.3937),(70 560.9475),(71 556.28516),(72 554.73486),(73 556.3193),(74 551.472),(75 547.71643),(76 552.27167),(77 551.70526),(78 554.6497),(79 550.0011),
(1 255.59244),(2 348.43417),(3 392.13043),(4 408.9334),(5 424.15863),(6 438.14505),(7 447.32693),(8 450.42377),(9 458.26965),(10 464.54144),(11 468.7608),(12 470.66235),(13 481.09308),(14 487.07462),(15 488.08765),(16 490.12158),(17 496.30283),(18 504.2857),(19 505.4997),(20 517.5418),(21 524.5166),(22 528.98505),(23 530.0975),(24 531.3643),(25 534.70636),(26 539.25714),(27 543.703),(28 538.3976),(29 537.85284),(30 536.0597),(31 539.42725),(32 548.70074),(33 557.0379),(34 561.2248),(35 564.38324),(36 560.04376),(37 566.6582),(38 569.6704),(39 573.47833),(40 582.5567),(41 581.1424),(42 582.5912),(43 590.29504),(44 593.70245),(45 598.09875),(46 594.91986),(47 594.26434),(48 595.6985),(49 594.4448),(50 595.08496),(51 599.4212),(52 601.98566),(53 597.3718),(54 590.1084),(55 591.7894),(56 591.3944),(57 593.48773),(58 598.0685),(59 598.403),(60 591.2661),(61 593.1136),(62 590.2973),(63 584.8671),(64 580.3167),(65 576.34686),(66 574.54376),(67 570.2949),(68 565.8418),(69 561.32684),(70 564.6267),(71 561.13873),(72 559.5244),(73 557.786),(74 556.4314),(75 556.9445),(76 557.5902),(77 560.9607),(78 557.4914),(79 551.449),
(1 243.87024),(2 328.8461),(3 370.31857),(4 389.35764),(5 405.33832),(6 419.9539),(7 426.2457),(8 429.78888),(9 430.63217),(10 437.67883),(11 444.4289),(12 453.15778),(13 458.80255),(14 457.8957),(15 460.53372),(16 467.671),(17 472.0738),(18 476.44415),(19 483.2354),(20 492.1082),(21 497.98788),(22 501.11996),(23 505.05618),(24 509.11044),(25 506.78357),(26 507.59787),(27 513.9555),(28 514.813),(29 512.4108),(30 514.99164),(31 519.9084),(32 530.99524),(33 534.7815),(34 535.03687),(35 542.39166),(36 545.40295),(37 545.5591),(38 545.49475),(39 548.1811),(40 548.7485),(41 549.7141),(42 548.1989),(43 556.71063),(44 556.028),(45 557.04285),(46 558.0564),(47 561.1939),(48 569.09784),(49 571.47925),(50 571.9124),(51 574.0086),(52 577.1449),(53 575.14124),(54 573.58203),(55 577.14545),(56 578.8929),(57 578.6109),(58 578.86865),(59 582.68884),(60 577.86835),(61 578.066),(62 570.4487),(63 570.7865),(64 568.74744),(65 570.0611),(66 564.6575),(67 562.3352),(68 568.11865),(69 565.1759),(70 565.1667),(71 570.06274),(72 567.8011),(73 566.138),(74 564.84595),(75 565.23083),(76 563.9462),(77 563.63416),(78 565.9411),(79 568.40607),
(1 239.80264),(2 327.34592),(3 367.92896),(4 381.1936),(5 397.08344),(6 407.11252),(7 416.65845),(8 417.71875),(9 420.00815),(10 427.53214),(11 434.54724),(12 436.20782),(13 441.61395),(14 443.7852),(15 448.8708),(16 453.94278),(17 464.09955),(18 467.41794),(19 470.6194),(20 480.06705),(21 489.9911),(22 495.33795),(23 494.3906),(24 495.28696),(25 497.94412),(26 500.14578),(27 499.86038),(28 498.12912),(29 507.5927),(30 505.18466),(31 503.40063),(32 507.70316),(33 511.52722),(34 519.2368),(35 525.33057),(36 536.4089),(37 543.9816),(38 542.98254),(39 539.6005),(40 541.2614),(41 548.68066),(42 549.45154),(43 554.50146),(44 559.6717),(45 559.2721),(46 562.4131),(47 571.6774),(48 578.8665),(49 584.5198),(50 587.5242),(51 585.7632),(52 585.12506),(53 583.67346),(54 585.3643),(55 583.8186),(56 586.18195),(57 579.475),(58 585.6505),(59 581.07086),(60 574.94635),(61 573.9214),(62 573.95624),(63 573.53235),(64 570.4713),(65 562.0834),(66 556.2005),(67 554.4017),(68 554.4444),(69 555.70593),(70 555.68823),(71 556.68567),(72 553.37164),(73 549.76483),(74 553.2117),(75 554.81866),(76 550.60345),(77 551.3216),(78 559.4686),(79 557.4854),
(1 231.85902),(2 314.1619),(3 350.49515),(4 366.59598),(5 378.77762),(6 387.6042),(7 396.1039),(8 398.45047),(9 403.41254),(10 411.4242),(11 417.1302),(12 427.0387),(13 427.6498),(14 431.1939),(15 438.87466),(16 439.7972),(17 444.80667),(18 451.32895),(19 454.30145),(20 459.98718),(21 462.08923),(22 474.56732),(23 475.00113),(24 474.9908),(25 477.362),(26 473.8649),(27 477.58426),(28 478.26486),(29 481.44925),(30 481.73563),(31 482.4067),(32 486.09808),(33 488.16635),(34 489.1535),(35 492.24203),(36 494.47668),(37 497.79367),(38 502.5573),(39 503.16104),(40 500.5948),(41 500.7585),(42 499.40994),(43 502.3977),(44 508.067),(45 510.16867),(46 509.20276),(47 510.88132),(48 516.51276),(49 518.6082),(50 521.3718),(51 521.4222),(52 523.72565),(53 523.85425),(54 527.62427),(55 525.04425),(56 529.13983),(57 528.4959),(58 527.32886),(59 527.0078),(60 525.7661),(61 529.0333),(62 530.1226),(63 524.1972),(64 524.2086),(65 522.92706),(66 525.5002),(67 522.3219),(68 519.87665),(69 519.14905),(70 516.4171),(71 517.5846),(72 507.16602),(73 504.9719),(74 507.06226),(75 507.02432),(76 505.6477),(77 509.76453),(78 510.82053),(79 514.39923),
