1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 6176.343),(2 16905.225),(3 31432.95),(4 43632.727),(5 54545.43),(6 64185.05),(7 72615.78),(8 79612.26),(9 85376.82),(10 89497.266),(11 91965.92),(12 93539.945),(13 94652.8),(14 95683.86),(15 97149.54),(16 98740.64),(17 100668.71),(18 102642.25),(19 104646.66),(20 106739.16),(21 108302.54),(22 109396.58),(23 110187.84),(24 110531.12),(25 110662.44),(26 111304.836),(27 112571.586),(28 114782.12),(29 116389.18),(30 117682.54),(31 118556),(32 119176.34),(33 119985.2),(34 119730.95),(35 119923.13),(36 120442.12),(37 120481.67),(38 120331.12),(39 120844.12),(40 121313.625),(41 122757.41),(42 124641.42),(43 125789.195),(44 126570.836),(45 127223.945),(46 127601.28),(47 127443.9),(48 127127.5),(49 127137.266),(50 127569.625),(51 128850.13),(52 129882.34),(53 131177.17),(54 132996.98),(55 134687.66),(56 135820.61),(57 136572.25),(58 136161.7),(59 135938.39),(60 134939.33),(61 134343.02),(62 134169.69),(63 134015.16),(64 133460.2),(65 133180.34),(66 133251.63),(67 132805.34),(68 132100.98),(69 131534.64),(70 130787.66),(71 131014.46),(72 132215.67),(73 133304.19),(74 133896.06),(75 134522.92),(76 134309.05),(77 134821.03),(78 135880.98),(79 136978.8),
(1 6086.84),(2 16638.945),(3 30732.611),(4 42835.957),(5 53780.51),(6 63673.887),(7 72036.805),(8 78538.43),(9 83716.31),(10 87329.94),(11 89710.29),(12 91225.1),(13 92773.734),(14 94533.08),(15 96388.53),(16 97878.43),(17 99972.05),(18 101962.87),(19 103865.25),(20 105864.23),(21 107192.5),(22 107864.5),(23 108539.66),(24 109084.14),(25 109421.67),(26 110789.88),(27 112427.375),(28 114163.13),(29 115610.914),(30 116943.33),(31 118209.555),(32 119165.85),(33 120270.69),(34 121058.55),(35 122547.04),(36 123755.73),(37 124480.7),(38 125295.945),(39 126733.13),(40 126944.98),(41 127303.38),(42 127846.99),(43 128253.586),(44 128756.516),(45 129047.37),(46 128965.195),(47 129160.27),(48 129351.06),(49 130180.87),(50 131167.52),(51 132362.44),(52 132954.28),(53 133879.69),(54 134990.27),(55 135838.14),(56 136253.47),(57 136717.73),(58 136760.08),(59 136771.42),(60 136482.08),(61 135624.36),(62 135015.3),(63 134922),(64 133804.58),(65 132857.69),(66 132221.7),(67 130689.64),(68 130148.445),(69 130171.73),(70 129426.805),(71 129822.36),(72 130605.54),(73 130659.266),(74 130604.19),(75 130618.39),(76 129850.07),(77 129311.164),(78 128418.414),(79 128030.82),
(1 6096.8696),(2 16555.393),(3 30458.238),(4 42644.637),(5 53322.695),(6 62534.258),(7 70418.84),(8 76242.82),(9 80816.48),(10 83804.414),(11 85533.914),(12 87261.49),(13 89056.586),(14 90759.94),(15 93261.9),(16 95293.586),(17 97816.29),(18 99917.28),(19 101638.72),(20 102965.07),(21 103963.15),(22 104899.69),(23 105760.45),(24 107013.08),(25 107869.695),(26 108940.91),(27 109829.24),(28 110969.95),(29 112064.664),(30 113151.71),(31 114051.49),(32 114825.625),(33 115844.82),(34 116681.914),(35 117813.445),(36 118997.49),(37 119908.39),(38 121260.2),(39 123111.57),(40 123968.25),(41 124448.93),(42 124831.86),(43 124453.43),(44 124205.95),(45 124355.73),(46 123479.914),(47 122627.47),(48 121587.11),(49 120222.89),(50 119482.586),(51 119482.805),(52 119380.32),(53 120620.61),(54 121522.85),(55 122395.48),(56 123043.08),(57 123600.945),(58 123327.06),(59 123234.72),(60 123886.76),(61 123851.086),(62 123292.01),(63 122306.21),(64 120917.32),(65 120373.05),(66 120906.19),(67 120929.16),(68 121786.34),(69 123183.83),(70 124325.74),(71 125771.85),(72 126774.586),(73 127117.64),(74 127426.66),(75 127628.33),(76 127209.05),(77 127673.88),(78 127689.414),(79 127651.57),
(1 5961.26),(2 16198.862),(3 30111.883),(4 42203.48),(5 53124.813),(6 62755.293),(7 70607.33),(8 76208.67),(9 80372.53),(10 82766.195),(11 84193.33),(12 85519.25),(13 86786.9),(14 88022.11),(15 89481.25),(16 91299.56),(17 93187.94),(18 95042.09),(19 96713.164),(20 98397.65),(21 99573.78),(22 100418.74),(23 100978.28),(24 101813.664),(25 102043.86),(26 102243.78),(27 102720.234),(28 104208.984),(29 105064.164),(30 105951.54),(31 106655.75),(32 107039.19),(33 106778.6),(34 106388.62),(35 106723.96),(36 107859.85),(37 108884.56),(38 109867.84),(39 112006.234),(40 113511.34),(41 114648.8),(42 115806.9),(43 116086.42),(44 115838.6),(45 115683.87),(46 114503.1),(47 113377.44),(48 112392.64),(49 111598.42),(50 111095.15),(51 110852.34),(52 110597.24),(53 110827.53),(54 111462.04),(55 112301.65),(56 113651.73),(57 114745.71),(58 116239.65),(59 117511.54),(60 118436.86),(61 118929.83),(62 119908.72),(63 120461.38),(64 120319.766),(65 120128.055),(66 120657.44),(67 120645.71),(68 120997.3),(69 121724.43),(70 122346.08),(71 123428.8),(72 125140.586),(73 126488.9),(74 126824.836),(75 127590.46),(76 128645.83),(77 129743.62),(78 129663.42),(79 129588.664),
(1 6002.1113),(2 16223.659),(3 30219.227),(4 42033.758),(5 52801.094),(6 62347.81),(7 70157.516),(8 76619.805),(9 81827.08),(10 85439.47),(11 87719.49),(12 89426.04),(13 90409.72),(14 91660.77),(15 93231.805),(16 95382.68),(17 97611.96),(18 99557.73),(19 100646.195),(20 101793.2),(21 101921.43),(22 102298.33),(23 102568.99),(24 103065.96),(25 103250.66),(26 103448.82),(27 104201.12),(28 105007.92),(29 105694.96),(30 106361.836),(31 106210.74),(32 105801.29),(33 105475.266),(34 105309.516),(35 105663.13),(36 106528.625),(37 107476.98),(38 108500.68),(39 109380.5),(40 109919.266),(41 110101.24),(42 110722.586),(43 110787.445),(44 110570.86),(45 110194.47),(46 109195.02),(47 108053.32),(48 107383.3),(49 107104.83),(50 107171.36),(51 107283.95),(52 107073.42),(53 107675.26),(54 108218.42),(55 108845.11),(56 109529.74),(57 110886.125),(58 112416.52),(59 114214.33),(60 116006.28),(61 117096.51),(62 118161.14),(63 119288.96),(64 119937.88),(65 121032.38),(66 122385.32),(67 123017.13),(68 124007.96),(69 125515.875),(70 126163.9),(71 127306.664),(72 127931.6),(73 128386.99),(74 128247.7),(75 128391.22),(76 128149.66),(77 128519.586),(78 129320.16),(79 129296.68),
(1 5782.91),(2 15531.703),(3 28567.35),(4 39442.664),(5 49291.43),(6 57799.957),(7 65154.152),(8 71446.74),(9 77091.836),(10 81013.54),(11 83657.9),(12 85660.15),(13 87062.99),(14 88888.11),(15 90960.336),(16 93147.36),(17 95330.2),(18 97353.945),(19 98985.26),(20 100338.72),(21 101076.08),(22 101567.414),(23 101635.414),(24 101720.766),(25 101700.836),(26 101514.336),(27 101716.2),(28 102636.69),(29 103505.734),(30 103947.29),(31 103766.914),(32 103312.27),(33 102938.266),(34 103067.625),(35 103877.67),(36 105118.766),(37 106340.88),(38 107801.94),(39 109529.07),(40 110318.03),(41 111153.25),(42 112550.29),(43 113525.99),(44 113733.07),(45 113854.02),(46 113694.65),(47 113532.56),(48 113600.14),(49 113682.016),(50 113732.85),(51 113934.45),(52 113512.81),(53 113774.24),(54 113975.61),(55 113962.36),(56 113923.625),(57 114424.805),(58 114353.09),(59 114585.56),(60 115562.97),(61 115534.62),(62 115805.66),(63 115722.9),(64 115608.19),(65 115815.24),(66 116840.09),(67 117242.76),(68 117757.38),(69 119324.68),(70 119969.586),(71 120630.62),(72 120803.41),(73 120553.6),(74 120512.52),(75 121324.34),(76 121273.914),(77 121271.836),(78 120657.75),(79 120442.914),
(1 5581.046),(2 15063.394),(3 27594.504),(4 37956.688),(5 47169.83),(6 55082.695),(7 61784.492),(8 67189.93),(9 71956.52),(10 74933.5),(11 77494.5),(12 79970.766),(13 82001.86),(14 83691.45),(15 85500.52),(16 87359.836),(17 89488.49),(18 91637.67),(19 93338.08),(20 95046.82),(21 96710.63),(22 97907.195),(23 98384.33),(24 99207.62),(25 99760.71),(26 100814.61),(27 102124.805),(28 102652.59),(29 103079.836),(30 103031.336),(31 102469.7),(32 101568.945),(33 100836.76),(34 99626.15),(35 98950.016),(36 99163.836),(37 99178.445),(38 99440.76),(39 100148.07),(40 100227.95),(41 100603.45),(42 101709.375),(43 102855.625),(44 103506.29),(45 103943.73),(46 103465.47),(47 103338.17),(48 103158.766),(49 102782.37),(50 102693.53),(51 102989.625),(52 103684.93),(53 105048.24),(54 105781.75),(55 106198.414),(56 106632.305),(57 107132.75),(58 106820.125),(59 106715.914),(60 107115.766),(61 107338.47),(62 107726.84),(63 107685.914),(64 106906.914),(65 106413.516),(66 106759.22),(67 106425.766),(68 106224.086),(69 106226.66),(70 105804.51),(71 105503.92),(72 105473),(73 105290.24),(74 105088.44),(75 105409.4),(76 105494.1),(77 106159.99),(78 106745.305),(79 107165.14),
(1 5800.472),(2 15724.821),(3 28799.928),(4 39949.98),(5 49871.645),(6 58451.727),(7 65764.72),(8 71839.32),(9 76757.06),(10 79573.016),(11 81598.42),(12 83547.94),(13 84799.13),(14 85576.75),(15 86830.38),(16 88367.74),(17 89772.77),(18 91071.266),(19 91822.164),(20 92559.13),(21 93271.02),(22 93661.93),(23 94536.41),(24 95737.984),(25 96884.81),(26 98115.48),(27 99119.945),(28 99588.805),(29 100308.336),(30 100504.79),(31 100289.24),(32 100159.99),(33 100765.914),(34 100618.22),(35 100745.75),(36 100769.945),(37 101170.19),(38 101574.59),(39 102728.18),(40 103172.85),(41 103636.71),(42 104621.51),(43 105159.4),(44 105687.29),(45 105876.99),(46 106066.445),(47 106421.73),(48 106986.13),(49 107581.07),(50 107831.06),(51 107923.96),(52 107889.08),(53 107875.32),(54 108084.77),(55 107713.06),(56 107379.6),(57 107828.87),(58 108219.26),(59 109479.4),(60 111033.87),(61 112295.875),(62 113854.54),(63 115292.81),(64 115543.19),(65 115386.79),(66 115451.43),(67 114581.14),(68 114169.28),(69 113797.88),(70 113059.23),(71 112813.92),(72 112908.29),(73 112426.7),(74 112270.99),(75 112508.69),(76 113341.16),(77 114326.805),(78 115479.19),(79 116144.555),
(1 5443.7324),(2 14746.747),(3 27213.877),(4 37417.617),(5 46598.164),(6 54782.824),(7 61204.547),(8 66457.82),(9 70584.5),(10 73237.97),(11 75275.24),(12 77020.945),(13 78097.51),(14 78923.88),(15 80619.76),(16 82557.695),(17 84436.86),(18 85458.72),(19 86076.69),(20 86868.03),(21 87279.98),(22 87176.72),(23 87418.44),(24 87429.29),(25 87692.49),(26 88126.81),(27 88994.984),(28 89997.35),(29 91419.984),(30 92358.016),(31 93107.91),(32 93957.03),(33 94779.37),(34 95226.72),(35 96159.51),(36 96672.61),(37 96690.71),(38 97166.266),(39 98091.01),(40 98279.9),(41 98750.6),(42 99650.69),(43 99246.06),(44 98993.41),(45 99023.04),(46 99272.445),(47 99661),(48 100080.055),(49 100166.4),(50 100113.664),(51 100263.95),(52 100098.41),(53 99989.836),(54 100373.4),(55 100933.66),(56 101639.86),(57 102941.39),(58 103669.6),(59 105458.984),(60 107232.36),(61 108660.164),(62 110218.1),(63 111987.88),(64 113053.9),(65 113934.875),(66 114711.5),(67 114318.87),(68 114057.664),(69 114410.04),(70 114441.484),(71 114251.15),(72 113780.65),(73 112291.74),(74 111006.2),(75 109999.055),(76 109196.48),(77 108901.09),(78 109297.98),(79 108927.164),
(1 5304.0415),(2 14056.249),(3 25766.55),(4 35082.72),(5 43054.957),(6 49759.28),(7 55228.64),(8 59589.508),(9 63571.48),(10 66003.47),(11 67848.52),(12 69293.9),(13 70442.14),(14 72196.99),(15 74574),(16 77426.34),(17 79877.86),(18 81430.52),(19 82409.29),(20 83433.64),(21 84305.586),(22 84656.56),(23 85038.414),(24 84488.336),(25 83973.09),(26 83996.695),(27 84285.37),(28 84815.91),(29 86019.84),(30 86847.03),(31 87580.5),(32 88282.98),(33 89146.13),(34 89585.58),(35 89977.766),(36 90364.055),(37 90181.74),(38 90682.5),(39 91658.18),(40 91718.05),(41 92334.234),(42 93144),(43 92868.11),(44 92748.51),(45 92800.78),(46 92874.54),(47 92701.98),(48 92564.516),(49 92650.266),(50 92637.97),(51 92584.25),(52 92266.82),(53 92799.14),(54 93463.54),(55 94708.24),(56 95948.93),(57 97323.48),(58 97787.47),(59 98476.91),(60 99794.01),(61 101549.414),(62 103191.38),(63 105173.195),(64 105622.37),(65 105973.695),(66 106127.81),(67 105536.63),(68 105321.414),(69 105639.875),(70 105519.58),(71 105215.164),(72 105170.38),(73 104536.48),(74 104113.66),(75 103608.59),(76 102497.914),(77 102427.67),(78 103476.74),(79 103269.766),
(1 5124.461),(2 13589.18),(3 24561.426),(4 33147.42),(5 40696.918),(6 46788.36),(7 51698.445),(8 55630.176),(9 59342.75),(10 62202.066),(11 64775.96),(12 67163.65),(13 69363.14),(14 71561.555),(15 74513.16),(16 76852.29),(17 78842.49),(18 80218.72),(19 80973.07),(20 81706.9),(21 82168.88),(22 82585.516),(23 83062.02),(24 83038.35),(25 82616.83),(26 82780.66),(27 83353.734),(28 84774.69),(29 86180.79),(30 87444.78),(31 88073.74),(32 88801.516),(33 89989.59),(34 90902.086),(35 91618.9),(36 92021.05),(37 91917.84),(38 92429.45),(39 92372.21),(40 92026.82),(41 92309.266),(42 92907.56),(43 92691.34),(44 92847.03),(45 93243.97),(46 93463.21),(47 93617.06),(48 93859.47),(49 93969.414),(50 94199.07),(51 94045.79),(52 93889.984),(53 94797.65),(54 95605.984),(55 96147.02),(56 96542.52),(57 97291.08),(58 96981.49),(59 96968.02),(60 97236.23),(61 97432.28),(62 98100.28),(63 98817.96),(64 98923.58),(65 99412.22),(66 99996.37),(67 100172.12),(68 100365.945),(69 100388.6),(70 99942.51),(71 100114.1),(72 100266.914),(73 99883.75),(74 99935.664),(75 100190.38),(76 100394.5),(77 100889.24),(78 102261.96),(79 102401.65),
(1 5129.305),(2 13629.97),(3 24673.072),(4 33454.063),(5 41066.22),(6 47340.92),(7 52643.855),(8 56856.617),(9 61031.043),(10 64088.516),(11 66361.01),(12 68820.67),(13 70837.4),(14 72677.39),(15 75227.38),(16 77027.98),(17 78502.24),(18 79407.875),(19 79933.5),(20 80976.766),(21 81810.89),(22 82182.69),(23 82174.8),(24 81996.03),(25 82279.305),(26 82799.51),(27 83906.88),(28 84940),(29 86197.164),(30 87219.04),(31 88291.61),(32 89811.36),(33 91534.984),(34 92616.31),(35 93359.016),(36 93774.8),(37 93696.664),(38 94014.91),(39 94664.875),(40 94354.09),(41 94253.99),(42 94521.7),(43 93888.14),(44 93620.91),(45 94082.27),(46 94335.305),(47 95285.05),(48 96288.09),(49 96670.76),(50 97269.945),(51 97887.18),(52 97974.58),(53 98572.25),(54 98871.1),(55 98775.98),(56 98422.35),(57 98129),(58 97314.79),(59 96891.86),(60 96979.85),(61 96318.95),(62 96063.55),(63 96161.63),(64 96120.27),(65 96259.414),(66 96699),(67 97049.625),(68 97628.016),(69 98310.89),(70 98677.43),(71 99333.56),(72 99934.68),(73 100228.26),(74 100879.21),(75 101670.016),(76 102137.62),(77 103489.15),(78 104806.24),(79 105600.125),
(1 5247.755),(2 13857.954),(3 25139.162),(4 33962.86),(5 41518.754),(6 47732.51),(7 53204.246),(8 57874.33),(9 62343.85),(10 65750.78),(11 68556.84),(12 70878.19),(13 72900.445),(14 74936.06),(15 77490.42),(16 79804.375),(17 81488.875),(18 82804.64),(19 83856.89),(20 85176.87),(21 86405.09),(22 87193.19),(23 87832.98),(24 88192.586),(25 88538.18),(26 89059.79),(27 89881.86),(28 90966.01),(29 92031.45),(30 92938.92),(31 93392.58),(32 94139.336),(33 94964.23),(34 95111.41),(35 95547.734),(36 96415.59),(37 96649.7),(38 97138.02),(39 98807.47),(40 99283.37),(41 99938.09),(42 100330.34),(43 99972.5),(44 99528.445),(45 99355.97),(46 99300.66),(47 99408.7),(48 99838.31),(49 100066.66),(50 100223.57),(51 100740.875),(52 100659.695),(53 100355.5),(54 100359.48),(55 100179.5),(56 99921.7),(57 99296.83),(58 98203.67),(59 97925.21),(60 97631.14),(61 97232.54),(62 97665.73),(63 97999.78),(64 98727.77),(65 99872.164),(66 100927.9),(67 101160.836),(68 101373.77),(69 101565.04),(70 101708.01),(71 101858.805),(72 102226.29),(73 102275.36),(74 102705.88),(75 103306.72),(76 103888.67),(77 104690.06),(78 105132.99),(79 105688.65),
(1 5024.0347),(2 13110.277),(3 23957.477),(4 32578.826),(5 40036.02),(6 46098.375),(7 51280.98),(8 55370.566),(9 58794.133),(10 61164.844),(11 62950.73),(12 64548.11),(13 66079.125),(14 67988.97),(15 70338.27),(16 72469.65),(17 74309.73),(18 75856.65),(19 77241.67),(20 78404.23),(21 79704.52),(22 80751.65),(23 82050.95),(24 82945.98),(25 83023.64),(26 83282.54),(27 83595.78),(28 83976.4),(29 84506.414),(30 85322.54),(31 85774.664),(32 86082.43),(33 86547.44),(34 86841.61),(35 87293.35),(36 88146.07),(37 88532.14),(38 88840.016),(39 89728.97),(40 90410.63),(41 91302.914),(42 92506.41),(43 92791.81),(44 92868.63),(45 92471.59),(46 92355.266),(47 92951.24),(48 93250.74),(49 93600.26),(50 93829.67),(51 94052.77),(52 93627.62),(53 93458.195),(54 93029.336),(55 92461.8),(56 91814.16),(57 91280.56),(58 90215.6),(59 89456.516),(60 89216.03),(61 88579.305),(62 88831.086),(63 88992.06),(64 88842.195),(65 89079.54),(66 89937.85),(67 89926.5),(68 90114.164),(69 90328.125),(70 90303.66),(71 90434.04),(72 91483.375),(73 92133.59),(74 92414.19),(75 92703.06),(76 92180.33),(77 92372.625),(78 91943.02),(79 92138.12),
(1 5140.818),(2 13452.219),(3 24591.209),(4 33325.098),(5 40677.207),(6 46792.785),(7 52266.12),(8 56685.047),(9 60788.98),(10 64242.215),(11 67086.14),(12 69431.5),(13 71483.53),(14 73442.78),(15 75870.8),(16 77772.164),(17 79272.5),(18 80840.06),(19 82574.97),(20 84409.76),(21 86357.65),(22 87156.16),(23 87541.56),(24 86983.43),(25 86381.37),(26 86301.234),(27 86945.57),(28 87883.7),(29 88866.984),(30 89677.29),(31 90131.555),(32 90675.9),(33 91003.19),(34 90989.12),(35 91186.69),(36 91421.74),(37 91925.95),(38 92344.79),(39 93078.305),(40 93410.82),(41 93866.42),(42 94675.92),(43 94861.87),(44 95085.305),(45 95284.81),(46 95162.164),(47 95233.76),(48 95933.87),(49 95695.78),(50 95363.8),(51 95471.09),(52 95154.36),(53 95656.83),(54 95916.984),(55 95837.46),(56 95727.31),(57 95399.68),(58 94548.266),(59 93929.945),(60 93296.19),(61 92090.57),(62 91546.31),(63 91307.555),(64 90838.016),(65 90732.48),(66 90966.12),(67 90801.69),(68 90669.62),(69 91447.805),(70 91981.2),(71 92750.21),(72 93340.29),(73 93464.1),(74 93451.37),(75 93632.695),(76 93199.92),(77 93078.66),(78 92834.71),(79 92628.2),
(1 4941.466),(2 12866.138),(3 23512.96),(4 31640.023),(5 38562.574),(6 44621.72),(7 49922.793),(8 54439.492),(9 58257.367),(10 61068.137),(11 63255.83),(12 65377.715),(13 67189.086),(14 68868.875),(15 70976.01),(16 72389.27),(17 73624.17),(18 74759.18),(19 75698.94),(20 76763.56),(21 77914.23),(22 78494.11),(23 79233.11),(24 79553.48),(25 79345.76),(26 79527.1),(27 80688.375),(28 81718.04),(29 82261.88),(30 82888.54),(31 83032.914),(32 83558.734),(33 84293.75),(34 84506.164),(35 84875.41),(36 85259.89),(37 85510.234),(38 85983.71),(39 86584.305),(40 86902.19),(41 87711.18),(42 88730.62),(43 88396.24),(44 87780.35),(45 87460.58),(46 87310.836),(47 87587.945),(48 87987.445),(49 87783.305),(50 87704.23),(51 87781.48),(52 88001.08),(53 89216.79),(54 89835.164),(55 89880.734),(56 89720.53),(57 90340.44),(58 90239.875),(59 89591.08),(60 88685.62),(61 86997.63),(62 86181.28),(63 85993.93),(64 85604.7),(65 85683.12),(66 86126.73),(67 86312.66),(68 86302.086),(69 86930.9),(70 86817.38),(71 86757.555),(72 86641.12),(73 86152.92),(74 86136.84),(75 86886.875),(76 87369.46),(77 88107.25),(78 88766.34),(79 89164.945),
(1 4857.168),(2 12624.843),(3 22579.86),(4 30663.527),(5 37820.242),(6 44044.7),(7 49315.61),(8 53624.656),(9 57488.33),(10 60643.86),(11 63106.87),(12 65498.67),(13 67213.63),(14 68668.016),(15 70044.266),(16 71217.875),(17 72127.125),(18 73280.39),(19 74005.266),(20 75335.94),(21 76643.1),(22 76991.08),(23 77350.836),(24 77610.69),(25 77865.85),(26 78315.95),(27 78597.66),(28 79169.65),(29 80063.766),(30 80773.84),(31 80843.87),(32 80912.86),(33 81244.49),(34 81514.92),(35 81930.81),(36 82670.125),(37 82849.984),(38 83009.93),(39 83770.68),(40 84349.055),(41 84615.05),(42 85130.95),(43 85545.6),(44 86273.53),(45 86842.34),(46 86841.08),(47 86709.3),(48 87026.6),(49 87080.82),(50 87130.2),(51 87469.97),(52 87372.83),(53 88101.805),(54 88414.54),(55 88868.195),(56 88738.48),(57 88777.664),(58 88383.57),(59 88219.97),(60 88038.086),(61 87228.85),(62 86595.94),(63 86455.06),(64 85969.85),(65 86001.53),(66 85934.47),(67 85435.305),(68 85309.58),(69 85299.36),(70 85057.664),(71 85261.7),(72 85400.09),(73 85352.945),(74 85723.11),(75 86332.125),(76 86792.15),(77 87440.27),(78 88062.74),(79 88220.77),
(1 4777.8223),(2 12558.616),(3 22367.865),(4 30318.125),(5 37101.418),(6 42843.11),(7 47484.703),(8 51376.188),(9 54416.297),(10 56768.414),(11 58372.844),(12 60095.99),(13 61631.64),(14 63088.945),(15 65111.023),(16 66642.73),(17 68224.47),(18 69674.97),(19 70114.516),(20 70963.01),(21 71465.06),(22 72403.414),(23 73403.27),(24 73914.086),(25 74052.914),(26 74672.555),(27 75665.67),(28 75997.27),(29 76543.85),(30 76958.44),(31 77174.07),(32 77661.76),(33 78239.56),(34 78619.47),(35 78853.7),(36 79503.46),(37 80300.41),(38 80738.68),(39 81819.15),(40 82098.125),(41 82876.65),(42 83605.98),(43 83415.32),(44 83266.44),(45 83752.04),(46 83646.42),(47 83443.53),(48 83797.44),(49 83972.016),(50 84056.74),(51 84040.21),(52 83840.09),(53 84314.13),(54 84651.664),(55 84766.195),(56 85289.234),(57 85833.164),(58 86172.53),(59 86308.836),(60 86479.664),(61 86440.65),(62 86385.914),(63 86558.21),(64 86155.7),(65 86207.73),(66 86497.914),(67 86331.83),(68 86416.95),(69 86182.47),(70 85091.25),(71 84560.555),(72 84843.56),(73 85260.19),(74 85896.97),(75 86944.74),(76 87602.33),(77 88390.89),(78 89587.664),(79 89874.27),
