1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 79536.01),(2 282891.63),(3 592443.8),(4 968519.3),(5 1388657.1),(6 1802003.4),(7 2212640),(8 2600696.8),(9 2937166.8),(10 3220376),(11 3444015),(12 3595228),(13 3681372.3),(14 3699900),(15 3706602),(16 3726112),(17 3718508),(18 3760019.8),(19 3913669.3),(20 4166115),(21 4486752.5),(22 4901677.5),(23 5382964.5),(24 5957830.5),(25 6583076.5),(26 7310844),(27 8180611.5),(28 9219488),(29 10386760),(30 11699080),(31 13107420),(32 14484901),(33 15966563),(34 17542190),(35 19128684),(36 20761946),(37 22454432),(38 24183194),(39 25918838),(40 27644602),(41 29361592),(42 31099306),(43 32740834),(44 34274170),(45 35678620),(46 37074130),(47 38194412),(48 39141292),(49 39904764),(50 40448696),(51 40673890),(52 40792188),(53 40662932),(54 40402790),(55 40038310),(56 39689600),(57 39332444),(58 38906224),(59 38330156),(60 37700316),(61 36977932),(62 36187852),(63 35282440),(64 34391684),(65 33515018),(66 32692472),(67 31777768),(68 30858174),(69 29964290),(70 29092942),(71 28265168),(72 27550688),(73 26889498),(74 26337592),(75 25848178),(76 25510950),(77 25289728),(78 25084256),(79 24979920),
(1 395.2568),(2 549.8825),(3 645.98627),(4 696.48346),(5 728.396),(6 760.6559),(7 782.9804),(8 800.0678),(9 821.2589),(10 836.9869),(11 859.7975),(12 872.2613),(13 879.57574),(14 889.2968),(15 894.82245),(16 914.80334),(17 918.9121),(18 923.0333),(19 925.03204),(20 927.2963),(21 927.2258),(22 926.29156),(23 924.24005),(24 924.27924),(25 927.89087),(26 925.6463),(27 929.3466),(28 933.3525),(29 930.6155),(30 935.572),(31 939.19916),(32 946.78723),(33 945.5024),(34 950.479),(35 959.7622),(36 963.2367),(37 971.8639),(38 970.5175),(39 963.16956),(40 971.47943),(41 975.4415),(42 974.3873),(43 977.8076),(44 967.9932),(45 960.09875),(46 969.8726),(47 983.1435),(48 989.0324),(49 992.4995),(50 993.8283),(51 1002.4083),(52 1007.2194),(53 1005.12775),(54 1003.9977),(55 1005.8337),(56 1011.43866),(57 1005.04395),(58 1007.0322),(59 1012.13074),(60 1014.32574),(61 1016.0363),(62 1018.40784),(63 1017.8075),(64 1018.6516),(65 1022.702),(66 1029.743),(67 1039.0986),(68 1033.8408),(69 1038.0096),(70 1044.4979),(71 1042.6615),(72 1028.4845),(73 1021.4409),(74 1020.0712),(75 1018.8644),(76 1018.6216),(77 1022.4186),(78 1017.4995),(79 1013.75635),
(1 392.63135),(2 543.0533),(3 646.10406),(4 701.9351),(5 741.3014),(6 761.7506),(7 790.34625),(8 812.82367),(9 824.904),(10 844.5203),(11 853.72095),(12 868.8726),(13 878.5638),(14 890.06067),(15 893.8184),(16 909.7511),(17 908.7676),(18 921.2676),(19 925.2204),(20 928.1107),(21 930.5116),(22 940.0998),(23 942.37555),(24 941.27734),(25 944.4313),(26 950.0117),(27 944.5251),(28 951.2029),(29 949.3277),(30 944.2298),(31 955.2873),(32 958.04456),(33 961.87915),(34 962.3317),(35 955.5407),(36 957.2149),(37 970.36536),(38 965.9473),(39 971.7299),(40 979.8873),(41 986.2814),(42 996.66473),(43 996.6519),(44 994.477),(45 994.2633),(46 995.9752),(47 1000.3732),(48 1004.22406),(49 998.30884),(50 1000.8226),(51 1002.02454),(52 993.58386),(53 999.24884),(54 997.50244),(55 1003.47644),(56 1014.8801),(57 1015.6065),(58 1028.4),(59 1024.3964),(60 1026.4745),(61 1028.7009),(62 1033.3654),(63 1037.8516),(64 1031.2377),(65 1032.8439),(66 1047.5457),(67 1045.1415),(68 1041.1421),(69 1031.4169),(70 1033.3978),(71 1030.1505),(72 1028.4608),(73 1034.1042),(74 1035.1237),(75 1040.4763),(76 1041.3544),(77 1037.7738),(78 1045.8754),(79 1048.5072),
(1 386.714),(2 534.31305),(3 625.6292),(4 683.83057),(5 715.8411),(6 738.9025),(7 766.6123),(8 787.1844),(9 803.51587),(10 824.9113),(11 836.074),(12 844.5858),(13 851.08527),(14 854.40405),(15 857.9296),(16 869.09296),(17 878.78253),(18 880.3451),(19 879.76953),(20 887.098),(21 891.70215),(22 905.72455),(23 910.67694),(24 911.19495),(25 909.2233),(26 915.57294),(27 916.60986),(28 921.64355),(29 930.9768),(30 934.7068),(31 939.7925),(32 942.7871),(33 946.40735),(34 947.4655),(35 945.2121),(36 953.16614),(37 950.5836),(38 942.5242),(39 935.4877),(40 940.3399),(41 948.61597),(42 951.148),(43 956.80457),(44 944.8378),(45 943.72205),(46 956.5564),(47 952.8069),(48 956.29065),(49 963.167),(50 965.8247),(51 964.98145),(52 958.59064),(53 959.9552),(54 966.98804),(55 971.6949),(56 968.09186),(57 973.8742),(58 975.2219),(59 972.2968),(60 965.1128),(61 973.15875),(62 971.86237),(63 967.98737),(64 967.99554),(65 968.217),(66 972.5559),(67 972.7637),(68 978.4004),(69 972.1322),(70 977.3853),(71 981.1311),(72 982.8268),(73 980.30164),(74 971.39185),(75 977.3312),(76 978.9166),(77 972.1025),(78 979.0654),(79 980.29987),
(1 377.0543),(2 523.4371),(3 622.1055),(4 671.51324),(5 704.47974),(6 728.07367),(7 749.2682),(8 766.68964),(9 782.83026),(10 798.5029),(11 813.57294),(12 828.62524),(13 836.3195),(14 843.00287),(15 850.98236),(16 851.0095),(17 861.6065),(18 865.59515),(19 869.651),(20 875.29083),(21 882.2265),(22 884.17676),(23 888.5321),(24 889.0892),(25 890.1685),(26 889.8354),(27 895.4963),(28 888.2811),(29 896.43915),(30 894.12634),(31 899.54425),(32 899.72424),(33 901.8901),(34 902.83673),(35 902.7721),(36 904.92816),(37 908.23285),(38 903.8005),(39 903.2295),(40 904.2278),(41 911.35614),(42 908.92883),(43 912.9657),(44 913.4997),(45 919.0318),(46 927.2615),(47 925.1962),(48 928.56006),(49 925.28436),(50 938.30756),(51 936.3153),(52 936.4897),(53 943.2321),(54 940.10626),(55 940.54297),(56 947.27136),(57 947.4157),(58 960.8017),(59 961.03534),(60 965.40796),(61 961.84796),(62 956.9223),(63 953.7195),(64 958.3354),(65 967.26764),(66 967.306),(67 961.9644),(68 963.43353),(69 962.6314),(70 966.6503),(71 973.7868),(72 983.8305),(73 979.0087),(74 982.7476),(75 977.7365),(76 979.27686),(77 973.97687),(78 978.9974),(79 982.48755),
(1 376.63193),(2 519.9023),(3 603.5199),(4 653.54425),(5 685.30914),(6 705.6136),(7 728.6723),(8 750.0678),(9 771.3582),(10 792.18365),(11 805.8322),(12 814.69714),(13 818.74115),(14 826.8804),(15 824.9953),(16 833.2475),(17 841.2666),(18 838.14966),(19 835.7439),(20 838.46265),(21 836.9028),(22 849.0958),(23 848.1095),(24 843.6216),(25 848.93567),(26 854.07245),(27 862.56775),(28 873.5819),(29 874.6484),(30 880.2669),(31 878.9805),(32 872.51465),(33 872.3131),(34 874.471),(35 877.2172),(36 873.71454),(37 886.2303),(38 886.02344),(39 888.29553),(40 888.9271),(41 892.69116),(42 905.9517),(43 906.0354),(44 904.50055),(45 908.9271),(46 916.4286),(47 916.05194),(48 932.24896),(49 936.8045),(50 936.9382),(51 933.2579),(52 936.7319),(53 926.6241),(54 925.44055),(55 929.5769),(56 925.2543),(57 923.1996),(58 926.15125),(59 928.28516),(60 927.5378),(61 926.2037),(62 925.6564),(63 926.0463),(64 929.79877),(65 940.0245),(66 934.13385),(67 937.67993),(68 935.8389),(69 942.30286),(70 950.59766),(71 958.1209),(72 955.19385),(73 947.36957),(74 944.967),(75 942.282),(76 935.6761),(77 934.0229),(78 937.19055),(79 946.3974),
(1 363.14526),(2 503.97318),(3 588.8831),(4 633.1709),(5 666.78235),(6 691.255),(7 710.7829),(8 732.5021),(9 753.32275),(10 779.5545),(11 789.35333),(12 795.5429),(13 793.4353),(14 794.30334),(15 803.6352),(16 802.7571),(17 817.973),(18 823.8682),(19 823.63),(20 832.304),(21 828.6377),(22 837.4326),(23 833.6156),(24 838.812),(25 848.195),(26 849.00336),(27 855.2006),(28 863.27875),(29 868.1999),(30 869.58154),(31 881.5403),(32 874.83954),(33 877.5689),(34 878.62354),(35 879.8245),(36 873.57446),(37 877.97424),(38 876.7532),(39 883.1575),(40 882.2813),(41 884.06805),(42 878.59875),(43 884.89435),(44 889.54584),(45 898.41364),(46 912.29584),(47 914.2413),(48 914.1671),(49 912.4176),(50 915.1746),(51 921.6286),(52 915.16034),(53 910.4466),(54 906.5547),(55 916.8882),(56 909.16766),(57 911.39014),(58 922.1417),(59 922.6932),(60 919.9225),(61 926.3605),(62 921.17145),(63 920.48376),(64 925.47894),(65 922.2977),(66 919.0727),(67 916.7246),(68 910.9864),(69 912.65424),(70 917.90814),(71 919.92175),(72 926.79736),(73 943.95856),(74 947.8633),(75 947.4289),(76 940.72864),(77 939.1871),(78 942.4342),(79 944.8867),
(1 361.5663),(2 497.68793),(3 579.99854),(4 620.8869),(5 653.2413),(6 677.0331),(7 695.96106),(8 715.41064),(9 727.2833),(10 754.7723),(11 769.4023),(12 780.8935),(13 792.1165),(14 802.1862),(15 816.0871),(16 826.8535),(17 832.2555),(18 834.3651),(19 836.68414),(20 841.1588),(21 846.67255),(22 851.1837),(23 852.3304),(24 853.558),(25 856.76874),(26 850.40717),(27 853.1199),(28 853.9438),(29 865.2374),(30 862.6797),(31 861.0275),(32 866.9268),(33 878.01),(34 886.1805),(35 882.75385),(36 878.98584),(37 877.2227),(38 886.0421),(39 887.1487),(40 895.6903),(41 890.393),(42 892.62384),(43 888.64484),(44 890.2283),(45 899.32263),(46 922.48267),(47 927.7579),(48 927.665),(49 930.5895),(50 926.8944),(51 927.7593),(52 924.27264),(53 918.122),(54 918.9107),(55 923.3227),(56 926.5829),(57 918.15063),(58 920.2493),(59 916.473),(60 921.0833),(61 926.3747),(62 934.9056),(63 925.0688),(64 920.9861),(65 925.3645),(66 928.36414),(67 927.7199),(68 918.92773),(69 916.996),(70 914.2493),(71 922.2183),(72 918.7563),(73 924.46686),(74 925.8949),(75 922.7364),(76 923.9286),(77 923.1976),(78 925.8837),(79 933.0416),
(1 347.8037),(2 479.05618),(3 563.60443),(4 604.21075),(5 636.30054),(6 654.841),(7 674.6559),(8 689.8004),(9 709.9592),(10 734.47955),(11 748.9552),(12 756.1195),(13 754.2796),(14 761.06946),(15 769.26917),(16 781.1897),(17 785.28845),(18 793.511),(19 803.48676),(20 804.32635),(21 812.1982),(22 813.5826),(23 815.33417),(24 817.44037),(25 823.95294),(26 830.6317),(27 824.4818),(28 825.9074),(29 828.03204),(30 821.88354),(31 827.2099),(32 830.0069),(33 832.02075),(34 846.4885),(35 839.8256),(36 830.66437),(37 824.18066),(38 829.268),(39 839.5806),(40 840.53534),(41 843.7864),(42 847.8681),(43 843.15497),(44 843.72473),(45 843.2501),(46 861.0447),(47 867.8401),(48 869.7587),(49 877.9161),(50 871.49994),(51 874.0282),(52 876.5274),(53 870.7696),(54 873.5909),(55 873.2762),(56 878.8754),(57 879.2017),(58 881.7176),(59 884.77155),(60 889.4522),(61 885.3254),(62 879.869),(63 874.1822),(64 873.457),(65 868.49457),(66 866.12427),(67 865.9517),(68 860.3402),(69 863.6159),(70 871.71),(71 868.6592),(72 871.39655),(73 884.24927),(74 883.7487),(75 885.53796),(76 882.1734),(77 882.7385),(78 882.1595),(79 887.48376),
(1 347.00412),(2 478.55453),(3 563.1766),(4 603.3264),(5 631.51843),(6 655.63745),(7 676.7726),(8 693.5419),(9 707.26263),(10 721.8716),(11 741.34546),(12 753.49817),(13 756.57513),(14 760.5836),(15 765.55664),(16 770.05927),(17 783.16296),(18 795.0634),(19 796.2529),(20 799.5111),(21 803.2766),(22 807.7509),(23 816.2442),(24 821.54047),(25 820.41895),(26 825.1885),(27 821.4592),(28 827.1723),(29 832.9554),(30 826.5411),(31 835.7104),(32 835.48267),(33 830.9068),(34 836.5242),(35 829.7646),(36 827.0649),(37 824.8937),(38 830.94977),(39 826.67194),(40 834.873),(41 841.5118),(42 843.0432),(43 841.2145),(44 848.07886),(45 855.8164),(46 853.1681),(47 850.2417),(48 854.63617),(49 862.939),(50 847.68256),(51 845.9832),(52 843.7246),(53 844.0022),(54 846.72),(55 847.7535),(56 854.1445),(57 858.85504),(58 858.4507),(59 860.3011),(60 857.9223),(61 859.3072),(62 863.29175),(63 864.05115),(64 862.944),(65 860.2216),(66 865.323),(67 875.40186),(68 867.78345),(69 874.15576),(70 873.81647),(71 878.53613),(72 879.2376),(73 893.18207),(74 901.8986),(75 901.5039),(76 896.4936),(77 901.1849),(78 896.03503),(79 899.83594),
(1 341.3374),(2 468.62164),(3 540.1973),(4 583.1416),(5 611.1408),(6 636.68243),(7 666.535),(8 681.83704),(9 697.1445),(10 717.0152),(11 731.1081),(12 740.8661),(13 742.8279),(14 746.2069),(15 749.46045),(16 755.2126),(17 758.4556),(18 761.9784),(19 758.6397),(20 767.7371),(21 774.79333),(22 784.29285),(23 789.9711),(24 786.5452),(25 786.52167),(26 800.0259),(27 802.12177),(28 807.82227),(29 810.4223),(30 803.0201),(31 805.7073),(32 807.73236),(33 798.8088),(34 809.22736),(35 814.7942),(36 809.8146),(37 814.1298),(38 817.1307),(39 823.6923),(40 823.75244),(41 830.8469),(42 834.139),(43 831.02814),(44 830.79956),(45 840.2624),(46 845.46576),(47 842.33344),(48 842.90186),(49 844.27356),(50 839.75476),(51 843.2641),(52 845.7256),(53 843.7758),(54 850.2554),(55 848.28046),(56 849.96796),(57 856.675),(58 857.5854),(59 859.717),(60 861.81555),(61 863.72),(62 857.82574),(63 857.9515),(64 859.8109),(65 864.8054),(66 866.8933),(67 867.9586),(68 866.4026),(69 863.0394),(70 862.0456),(71 860.6569),(72 863.8718),(73 857.15796),(74 862.0059),(75 866.16876),(76 870.9456),(77 873.2792),(78 870.0786),(79 873.4858),
(1 331.26782),(2 460.4437),(3 539.732),(4 573.7354),(5 604.33417),(6 627.26605),(7 651.52893),(8 670.304),(9 681.8944),(10 696.3273),(11 709.95935),(12 714.92786),(13 721.4142),(14 721.2669),(15 720.6964),(16 726.66565),(17 739.72186),(18 735.8524),(19 735.5773),(20 745.0412),(21 747.13446),(22 759.6029),(23 760.963),(24 765.96014),(25 768.2383),(26 770.6259),(27 774.8769),(28 784.6482),(29 782.97815),(30 778.2131),(31 780.0411),(32 782.79443),(33 779.68024),(34 782.86005),(35 783.7116),(36 790.44073),(37 785.9285),(38 783.2339),(39 790.5456),(40 794.2327),(41 799.165),(42 799.2817),(43 793.02094),(44 793.51416),(45 794.2934),(46 800.1651),(47 802.2899),(48 799.87494),(49 805.6532),(50 795.4921),(51 795.46313),(52 790.1449),(53 797.8368),(54 800.2796),(55 808.19965),(56 810.8948),(57 818.3964),(58 822.55963),(59 821.24335),(60 820.99677),(61 822.36774),(62 813.131),(63 818.1991),(64 822.62384),(65 824.8542),(66 831.08844),(67 838.15125),(68 838.2553),(69 836.61383),(70 845.159),(71 847.83435),(72 845.3105),(73 846.3516),(74 847.7746),(75 848.8957),(76 849.24207),(77 848.06805),(78 841.5274),(79 839.70386),
(1 327.66354),(2 457.23868),(3 536.88916),(4 582.60046),(5 617.09796),(6 643.0712),(7 662.40393),(8 680.8429),(9 693.56946),(10 701.26685),(11 711.2999),(12 712.47943),(13 718.3001),(14 723.8789),(15 729.643),(16 733.5858),(17 738.09717),(18 733.8192),(19 733.572),(20 742.2328),(21 739.74896),(22 751.607),(23 752.35266),(24 761.68195),(25 772.81335),(26 774.2109),(27 779.36456),(28 786.5083),(29 788.0665),(30 782.9329),(31 790.8414),(32 793.0247),(33 790.4918),(34 800.6582),(35 798.0812),(36 794.56274),(37 800.4651),(38 798.2347),(39 804.022),(40 812.567),(41 814.9298),(42 821.84216),(43 818.1307),(44 822.466),(45 819.06146),(46 822.8576),(47 827.15985),(48 828.1787),(49 833.75256),(50 824.2182),(51 823.7987),(52 819.92914),(53 824.0445),(54 824.88007),(55 824.40186),(56 825.9031),(57 821.2387),(58 827.87213),(59 831.33435),(60 831.94116),(61 837.0394),(62 829.2286),(63 825.29407),(64 824.1861),(65 824.7712),(66 835.9435),(67 840.2975),(68 838.38696),(69 834.51715),(70 838.55664),(71 844.4243),(72 850.6953),(73 846.552),(74 851.3187),(75 853.04315),(76 853.3807),(77 853.03174),(78 850.4894),(79 851.1749),
(1 317.43506),(2 437.25684),(3 507.00052),(4 550.1859),(5 581.4288),(6 602.33234),(7 618.07684),(8 631.9061),(9 642.5288),(10 658.2674),(11 664.6938),(12 674.4936),(13 680.15155),(14 686.0705),(15 689.79254),(16 690.67773),(17 696.23596),(18 697.0904),(19 705.00616),(20 712.52966),(21 719.39795),(22 725.668),(23 726.8966),(24 728.6445),(25 734.2563),(26 732.60516),(27 737.82446),(28 744.6933),(29 749.46466),(30 739.21826),(31 744.46686),(32 746.0697),(33 746.57904),(34 744.94305),(35 739.6366),(36 734.7245),(37 740.0184),(38 746.9178),(39 746.6189),(40 747.60175),(41 747.7401),(42 750.8313),(43 744.2737),(44 751.2727),(45 752.02924),(46 763.4952),(47 767.14886),(48 772.0853),(49 780.2171),(50 776.0117),(51 769.43243),(52 763.8317),(53 762.084),(54 765.3367),(55 766.07605),(56 768.74115),(57 767.31085),(58 773.18976),(59 766.06824),(60 767.12585),(61 773.181),(62 768.62256),(63 766.3405),(64 773.4169),(65 780.84625),(66 783.7497),(67 792.2222),(68 792.7309),(69 791.2597),(70 793.61224),(71 796.9165),(72 794.64636),(73 793.8291),(74 787.92706),(75 789.1853),(76 791.91223),(77 795.31445),(78 799.50226),(79 806.5927),
(1 315.0149),(2 436.41855),(3 504.30466),(4 550.13),(5 585.37054),(6 610.13776),(7 629.4214),(8 639.0428),(9 648.3802),(10 662.9894),(11 669.3975),(12 681.7489),(13 696.2621),(14 696.5023),(15 701.7024),(16 699.3091),(17 710.2237),(18 712.40405),(19 714.322),(20 720.2757),(21 727.4895),(22 728.6062),(23 731.44385),(24 736.7687),(25 741.62805),(26 741.1389),(27 751.21814),(28 757.8493),(29 762.0347),(30 762.5593),(31 770.17755),(32 780.9088),(33 778.80853),(34 775.57196),(35 772.6475),(36 772.1514),(37 771.23694),(38 772.8601),(39 775.8897),(40 783.72394),(41 784.8397),(42 783.6213),(43 787.6604),(44 787.3534),(45 785.5796),(46 791.8274),(47 803.0333),(48 806.3798),(49 807.2778),(50 810.008),(51 815.07935),(52 807.3285),(53 806.19855),(54 807.49243),(55 812.63727),(56 811.56714),(57 809.2686),(58 823.7029),(59 817.2783),(60 807.5583),(61 800.73645),(62 800.1838),(63 792.37256),(64 787.9363),(65 792.63635),(66 792.2957),(67 796.79346),(68 791.8341),(69 792.08563),(70 802.4293),(71 804.3502),(72 810.526),(73 803.02704),(74 803.1994),(75 804.5164),(76 815.4556),(77 810.25464),(78 814.71674),(79 818.6746),
(1 312.2493),(2 425.6809),(3 490.03476),(4 529.1258),(5 559.9882),(6 585.4275),(7 603.02545),(8 617.1007),(9 631.1899),(10 639.78394),(11 644.59753),(12 655.29803),(13 658.48114),(14 659.5821),(15 661.8407),(16 658.57245),(17 669.83545),(18 667.49066),(19 669.6608),(20 674.5108),(21 675.08344),(22 680.2268),(23 680.88855),(24 677.95935),(25 681.01855),(26 681.31177),(27 689.04956),(28 687.99054),(29 685.7139),(30 686.11163),(31 693.3151),(32 700.58746),(33 704.0079),(34 707.8927),(35 708.7096),(36 708.80927),(37 708.8099),(38 708.70483),(39 714.0352),(40 723.1251),(41 725.1506),(42 725.9627),(43 732.45184),(44 731.8903),(45 733.40466),(46 734.4043),(47 736.92255),(48 739.6006),(49 746.042),(50 744.8101),(51 750.8485),(52 749.04156),(53 756.65015),(54 758.9872),(55 754.93555),(56 759.2262),(57 762.71735),(58 766.7131),(59 760.1635),(60 755.1809),(61 756.73456),(62 759.56177),(63 754.9355),(64 758.51227),(65 761.493),(66 766.4279),(67 770.72925),(68 770.711),(69 772.1891),(70 777.83716),(71 785.43304),(72 791.4928),(73 785.44196),(74 783.515),(75 783.9797),(76 784.6884),(77 786.1965),(78 793.8296),(79 795.49744),
(1 303.42203),(2 415.88),(3 485.712),(4 524.6948),(5 555.53735),(6 580.77466),(7 602.1965),(8 617.78296),(9 625.88873),(10 636.822),(11 639.0177),(12 644.52747),(13 650.66364),(14 651.17224),(15 652.2958),(16 662.47894),(17 662.70703),(18 665.83),(19 664.02405),(20 670.94507),(21 675.31036),(22 674.72485),(23 674.00867),(24 675.67365),(25 684.77295),(26 692.93695),(27 691.33234),(28 699.54944),(29 705.7165),(30 707.23975),(31 709.3307),(32 709.3512),(33 707.97363),(34 709.78485),(35 713.57385),(36 713.544),(37 716.68835),(38 716.01245),(39 723.5701),(40 724.69763),(41 727.00586),(42 736.6993),(43 732.6491),(44 734.67725),(45 731.29706),(46 735.5447),(47 741.0917),(48 745.3243),(49 745.9859),(50 748.1192),(51 751.25696),(52 748.654),(53 747.45807),(54 743.6939),(55 745.0373),(56 745.3132),(57 749.8346),(58 755.6629),(59 756.7929),(60 754.5424),(61 755.89905),(62 755.90497),(63 755.9069),(64 755.7822),(65 755.26215),(66 757.1768),(67 750.7003),(68 744.09424),(69 747.0051),(70 747.02026),(71 753.58527),(72 759.0848),(73 751.53973),(74 756.87787),(75 759.73126),(76 766.19934),(77 770.8624),(78 774.47595),(79 770.9972),
(1 292.5757),(2 404.82715),(3 471.56638),(4 509.02643),(5 534.78546),(6 551.9495),(7 572.20264),(8 583.76733),(9 597.73584),(10 606.11237),(11 611.3076),(12 614.48083),(13 622.66614),(14 623.5648),(15 622.42975),(16 628.6276),(17 638.0404),(18 647.7441),(19 650.18604),(20 660.12524),(21 668.04407),(22 665.94507),(23 660.8261),(24 661.7459),(25 665.73535),(26 667.81934),(27 664.6753),(28 680.6821),(29 684.144),(30 687.7345),(31 692.4597),(32 694.5222),(33 699.1537),(34 705.7483),(35 712.1731),(36 702.02216),(37 702.2316),(38 700.70447),(39 703.73126),(40 710.6053),(41 717.6284),(42 724.9801),(43 719.1524),(44 729.1597),(45 725.7294),(46 735.3709),(47 728.93665),(48 729.79596),(49 726.82635),(50 726.00183),(51 733.9265),(52 733.75555),(53 731.0718),(54 726.44806),(55 732.3509),(56 728.06555),(57 729.9616),(58 737.8005),(59 730.8824),(60 728.18964),(61 731.83167),(62 734.342),(63 733.90356),(64 739.3867),(65 740.39026),(66 735.81415),(67 737.90375),(68 728.46436),(69 734.77264),(70 739.7553),(71 744.2571),(72 741.56824),(73 738.9687),(74 740.9867),(75 744.08716),(76 750.22375),(77 756.85724),(78 756.74133),(79 758.9359),
(1 291.33694),(2 395.05627),(3 459.61703),(4 496.2035),(5 521.62933),(6 544.22534),(7 557.16693),(8 567.8335),(9 576.927),(10 592.8179),(11 600.0907),(12 608.41693),(13 619.3958),(14 625.37604),(15 628.3723),(16 630.86096),(17 632.0352),(18 637.1558),(19 634.65656),(20 645.62317),(21 646.3557),(22 647.1939),(23 651.6862),(24 658.9151),(25 663.5276),(26 664.47705),(27 662.7198),(28 670.4087),(29 670.99774),(30 670.65845),(31 672.9301),(32 675.86774),(33 674.44946),(34 681.7527),(35 677.11523),(36 678.3797),(37 674.48236),(38 678.92426),(39 675.9509),(40 683.1431),(41 681.7592),(42 680.9129),(43 678.1595),(44 680.844),(45 688.3513),(46 698.1685),(47 693.3281),(48 694.09265),(49 698.658),(50 698.13293),(51 701.5325),(52 703.6277),(53 704.82184),(54 707.02673),(55 706.7976),(56 699.81006),(57 704.7837),(58 715.3506),(59 712.0957),(60 709.7383),(61 714.2295),(62 719.92957),(63 716.2652),(64 725.3016),(65 727.13043),(66 726.7802),(67 729.95197),(68 722.1425),(69 729.49066),(70 736.6989),(71 743.85614),(72 744.6826),(73 746.7137),(74 749.55756),(75 751.4732),(76 752.35754),(77 749.001),(78 749.3117),(79 749.10114),
