1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 107753.164),(2 381777.9),(3 790978.7),(4 1308021.1),(5 1911924),(6 2571432),(7 3281298),(8 3999480.8),(9 4707892),(10 5381842.5),(11 6039045.5),(12 6688770),(13 7348641.5),(14 8066492),(15 8820223),(16 9621199),(17 10515011),(18 11401632),(19 12352816),(20 13293339),(21 14223340),(22 15198772),(23 16218181),(24 17259614),(25 18295214),(26 19277454),(27 20358168),(28 21516392),(29 22785730),(30 24098064),(31 25476606),(32 26859326),(33 28292970),(34 29918888),(35 31652912),(36 33436680),(37 35319790),(38 37213020),(39 38935330),(40 40660370),(41 42393790),(42 44247860),(43 46013036),(44 47787170),(45 49613468),(46 51397664),(47 53485760),(48 55671230),(49 57936428),(50 60077790),(51 62206690),(52 64162948),(53 65946160),(54 67947030),(55 69875460),(56 71799030),(57 73452216),(58 75062750),(59 76737544),(60 78541750),(61 80336640),(62 82037280),(63 83657496),(64 85236040),(65 86864170),(66 88328870),(67 89890560),(68 91440860),(69 93509290),(70 95287304),(71 97295100),(72 99356200),(73 101611390),(74 103988800),(75 106288840),(76 108539720),(77 110549464),(78 112479030),(79 113831624),
(1 112.79855),(2 146.48232),(3 172.81398),(4 183.82188),(5 193.67207),(6 201.31514),(7 209.84915),(8 214.68588),(9 219.76295),(10 219.0078),(11 223.38217),(12 223.81396),(13 227.4402),(14 226.68909),(15 231.46803),(16 231.53297),(17 236.66206),(18 233.96397),(19 236.07596),(20 234.41858),(21 234.16849),(22 233.6662),(23 232.57896),(24 227.39249),(25 225.21918),(26 224.304),(27 223.14081),(28 220.86844),(29 220.61682),(30 219.04042),(31 221.4136),(32 218.93813),(33 224.48865),(34 225.39194),(35 227.00726),(36 225.32187),(37 226.74374),(38 225.68535),(39 227.18079),(40 224.1081),(41 224.26923),(42 222.48535),(43 222.0796),(44 223.21748),(45 227.63005),(46 230.15692),(47 232.42702),(48 230.7784),(49 232.03961),(50 233.57858),(51 236.68208),(52 237.03084),(53 238.04008),(54 235.87373),(55 238.90521),(56 238.60573),(57 238.76297),(58 238.98108),(59 241.23271),(60 240.26993),(61 245.78264),(62 243.60083),(63 244.35814),(64 243.97618),(65 248.10828),(66 248.72752),(67 249.46219),(68 249.0424),(69 254.58612),(70 255.03773),(71 256.42337),(72 258.15588),(73 262.75458),(74 261.87),(75 264.79718),(76 262.00067),(77 265.8791),(78 262.84705),(79 267.68906),
(1 110.52871),(2 146.30739),(3 172.74957),(4 189.25491),(5 203.57877),(6 210.80154),(7 221.29268),(8 228.72937),(9 234.2533),(10 236.67928),(11 243.32092),(12 243.53348),(13 244.81474),(14 246.32051),(15 248.83218),(16 249.88371),(17 251.72113),(18 250.1035),(19 250.9495),(20 248.34486),(21 247.25235),(22 242.94151),(23 239.35199),(24 234.84583),(25 231.77327),(26 228.24217),(27 231.87715),(28 231.24777),(29 232.71786),(30 232.42773),(31 233.313),(32 234.85898),(33 239.21986),(34 238.60617),(35 240.96124),(36 240.64905),(37 244.20467),(38 243.08652),(39 241.07065),(40 238.31766),(41 238.51369),(42 234.69452),(43 235.54234),(44 235.76591),(45 240.05736),(46 242.333),(47 244.69685),(48 241.9664),(49 243.1744),(50 240.1211),(51 244.09492),(52 245.20116),(53 247.6503),(54 249.09816),(55 254.5768),(56 254.1219),(57 255.21135),(58 254.3835),(59 256.0436),(60 254.7141),(61 259.4077),(62 260.64075),(63 262.1473),(64 261.39316),(65 265.47678),(66 268.52182),(67 273.91476),(68 276.6785),(69 280.02124),(70 281.54715),(71 285.4134),(72 283.146),(73 285.72208),(74 287.79922),(75 286.842),(76 282.1502),(77 281.8544),(78 281.81406),(79 283.36032),
(1 109.671616),(2 143.22815),(3 169.7671),(4 181.80396),(5 197.09785),(6 206.06693),(7 215.18921),(8 218.6753),(9 223.19275),(10 222.72784),(11 227.69412),(12 229.2221),(13 231.47812),(14 233.70706),(15 236.56047),(16 237.52477),(17 238.78554),(18 237.92908),(19 238.79166),(20 236.67003),(21 234.74367),(22 231.29938),(23 230.39058),(24 227.63354),(25 226.29375),(26 224.22255),(27 224.19244),(28 221.0598),(29 221.95265),(30 220.68187),(31 221.0882),(32 221.64223),(33 225.69856),(34 226.04637),(35 229.00189),(36 227.31013),(37 229.27719),(38 228.95555),(39 230.30919),(40 228.8713),(41 227.3855),(42 225.56036),(43 226.92188),(44 227.28104),(45 229.56847),(46 232.33508),(47 233.17308),(48 235.19609),(49 235.58957),(50 236.13608),(51 237.1648),(52 238.6552),(53 239.69725),(54 240.17784),(55 244.49635),(56 242.50427),(57 245.4777),(58 245.66133),(59 248.34508),(60 248.1853),(61 251.21317),(62 249.6057),(63 251.8044),(64 250.49307),(65 253.14429),(66 253.4647),(67 256.99078),(68 255.77382),(69 258.28387),(70 259.18027),(71 261.64246),(72 261.41095),(73 262.4749),(74 265.21735),(75 264.7943),(76 262.52542),(77 263.17798),(78 263.83948),(79 267.34628),
(1 110.17567),(2 144.36874),(3 169.61974),(4 183.51884),(5 197.69342),(6 205.04172),(7 214.3601),(8 221.47913),(9 227.27869),(10 228.68442),(11 229.74637),(12 230.68767),(13 234.65582),(14 234.33444),(15 236.12135),(16 233.99858),(17 236.13724),(18 234.73744),(19 235.90604),(20 234.0299),(21 233.28061),(22 228.29442),(23 227.89252),(24 223.4863),(25 220.96246),(26 217.59833),(27 221.67561),(28 220.05531),(29 221.16714),(30 223.28458),(31 226.03107),(32 228.02538),(33 231.82841),(34 231.70757),(35 233.01175),(36 232.65596),(37 237.09247),(38 235.83994),(39 235.14925),(40 233.32253),(41 233.03236),(42 233.65813),(43 234.23013),(44 235.19641),(45 237.4692),(46 238.27371),(47 239.96219),(48 238.03897),(49 238.65532),(50 237.19847),(51 239.44923),(52 239.10097),(53 240.38498),(54 243.16568),(55 246.7323),(56 246.72742),(57 251.84245),(58 249.22061),(59 251.03221),(60 249.30612),(61 250.27165),(62 248.58336),(63 250.4939),(64 248.08963),(65 250.09746),(66 251.753),(67 255.47038),(68 255.62744),(69 259.98682),(70 258.95782),(71 258.90024),(72 261.22095),(73 262.78622),(74 262.24734),(75 263.4022),(76 259.9161),(77 257.89905),(78 256.33292),(79 256.6727),
(1 107.63283),(2 141.08879),(3 164.27809),(4 177.76497),(5 189.86826),(6 199.42953),(7 208.51028),(8 213.9256),(9 219.15115),(10 219.00795),(11 222.58296),(12 222.10866),(13 225.89783),(14 226.78357),(15 230.31644),(16 229.40529),(17 229.38937),(18 229.88968),(19 228.7991),(20 226.81834),(21 224.65959),(22 221.25499),(23 222.07248),(24 217.46216),(25 216.99922),(26 214.61731),(27 215.24902),(28 213.65295),(29 215.45445),(30 214.82251),(31 217.07791),(32 218.00246),(33 221.5367),(34 220.92622),(35 223.75063),(36 225.01955),(37 227.78877),(38 227.38518),(39 226.36862),(40 224.36763),(41 223.89752),(42 222.80812),(43 224.22408),(44 224.25766),(45 228.49687),(46 230.93109),(47 233.62846),(48 233.34297),(49 236.94377),(50 237.03717),(51 237.77724),(52 238.61267),(53 239.97409),(54 239.13344),(55 241.80725),(56 240.82324),(57 245.6877),(58 245.47011),(59 247.93214),(60 250.05731),(61 250.27672),(62 248.87796),(63 249.36252),(64 249.12946),(65 251.57803),(66 256.31238),(67 261.1379),(68 258.75793),(69 262.72614),(70 260.91034),(71 262.43423),(72 263.72467),(73 267.4729),(74 269.18515),(75 271.52988),(76 268.7018),(77 269.13412),(78 267.14676),(79 268.82794),
(1 103.79395),(2 136.98431),(3 159.27292),(4 173.33556),(5 184.49915),(6 192.16908),(7 199.9237),(8 202.14964),(9 206.17221),(10 208.32162),(11 215.54222),(12 214.0716),(13 218.92857),(14 219.07762),(15 222.88022),(16 221.83286),(17 223.16931),(18 223.27946),(19 222.14601),(20 223.39311),(21 221.8887),(22 221.0775),(23 222.86678),(24 218.20505),(25 218.19916),(26 216.73172),(27 219.3001),(28 216.61569),(29 214.9224),(30 210.6515),(31 213.42122),(32 213.9011),(33 217.42737),(34 215.28633),(35 216.94429),(36 217.14339),(37 218.89851),(38 217.45847),(39 217.95483),(40 214.84601),(41 214.83191),(42 212.47083),(43 213.22124),(44 213.0666),(45 215.61119),(46 220.03688),(47 222.86752),(48 221.16963),(49 224.1762),(50 224.31056),(51 226.29393),(52 228.23982),(53 230.20076),(54 229.0363),(55 232.09381),(56 233.7269),(57 239.21512),(58 240.69392),(59 247.16063),(60 245.66104),(61 248.2248),(62 248.00496),(63 248.51619),(64 249.15233),(65 250.17877),(66 250.31982),(67 253.49803),(68 254.71898),(69 261.17877),(70 261.4558),(71 263.46176),(72 266.29172),(73 271.69116),(74 270.546),(75 273.05508),(76 270.31058),(77 270.23676),(78 269.2525),(79 270.1564),
(1 106.1269),(2 138.95973),(3 161.69023),(4 174.50063),(5 188.10236),(6 193.43407),(7 200.71869),(8 205.38757),(9 210.61719),(10 213.04485),(11 215.56624),(12 215.5631),(13 218.98059),(14 218.89264),(15 221.88174),(16 223.99005),(17 227.4406),(18 227.68776),(19 228.43704),(20 225.68831),(21 225.49522),(22 223.34006),(23 221.04263),(24 217.42848),(25 214.79337),(26 212.8088),(27 215.0728),(28 209.9),(29 212.07864),(30 209.75177),(31 212.50798),(32 210.27315),(33 214.10254),(34 214.65102),(35 217.7924),(36 217.8318),(37 218.24838),(38 217.45062),(39 216.51834),(40 214.59059),(41 213.52477),(42 214.61804),(43 215.47844),(44 216.77649),(45 217.81631),(46 219.01637),(47 220.37398),(48 220.39566),(49 223.6759),(50 222.24521),(51 224.5444),(52 226.04132),(53 229.4968),(54 227.80458),(55 232.28458),(56 232.69328),(57 234.26625),(58 232.31073),(59 232.92712),(60 232.62552),(61 236.24399),(62 234.75195),(63 236.70692),(64 238.18272),(65 240.9495),(66 239.25487),(67 241.68956),(68 242.21555),(69 244.72757),(70 241.51262),(71 245.36063),(72 245.14632),(73 247.27028),(74 247.39218),(75 252.22473),(76 248.54846),(77 250.64726),(78 248.2762),(79 252.3311),
(1 104.47547),(2 135.75131),(3 160.21783),(4 174.28401),(5 185.6951),(6 194.34714),(7 201.36462),(8 207.24004),(9 210.27025),(10 211.92552),(11 216.49916),(12 215.50279),(13 220.27406),(14 218.13998),(15 222.69678),(16 225.48163),(17 227.05765),(18 225.52887),(19 227.80434),(20 227.04346),(21 225.98497),(22 222.03978),(23 221.94092),(24 218.19109),(25 218.7027),(26 217.64883),(27 217.2583),(28 213.86758),(29 214.47551),(30 212.30415),(31 214.60059),(32 215.83096),(33 218.31683),(34 218.0095),(35 219.58766),(36 219.90146),(37 222.51547),(38 221.28188),(39 219.90485),(40 217.9208),(41 218.00847),(42 218.17448),(43 219.5617),(44 220.26181),(45 224.1032),(46 224.2167),(47 227.51118),(48 226.9681),(49 228.56885),(50 225.97488),(51 227.85709),(52 229.66869),(53 231.30638),(54 230.96996),(55 234.21521),(56 234.41858),(57 238.03993),(58 239.1376),(59 239.95114),(60 239.44342),(61 242.15431),(62 240.38046),(63 239.59695),(64 238.7853),(65 238.3554),(66 239.79645),(67 243.8772),(68 243.08807),(69 247.61832),(70 248.26357),(71 250.265),(72 253.2273),(73 255.0894),(74 255.20284),(75 256.18918),(76 253.877),(77 255.15785),(78 251.62004),(79 254.70746),
(1 104.02666),(2 135.98946),(3 161.15535),(4 172.5436),(5 184.75742),(6 191.34572),(7 200.5209),(8 205.36896),(9 207.22916),(10 208.17511),(11 211.1759),(12 210.96454),(13 216.06516),(14 220.05054),(15 221.8491),(16 222.54526),(17 223.08475),(18 221.94101),(19 222.00253),(20 222.6308),(21 222.47636),(22 219.17035),(23 218.60399),(24 212.88016),(25 212.61624),(26 210.07155),(27 208.78745),(28 207.98744),(29 207.61313),(30 209.20853),(31 212.77626),(32 212.98387),(33 215.84665),(34 216.85027),(35 219.22638),(36 219.12833),(37 221.63173),(38 222.17023),(39 219.13136),(40 216.26538),(41 213.50887),(42 213.78876),(43 214.69254),(44 213.24167),(45 217.66953),(46 217.1533),(47 219.74236),(48 218.84265),(49 221.47049),(50 222.38329),(51 224.27066),(52 225.40047),(53 227.41902),(54 227.97862),(55 230.61917),(56 233.12709),(57 238.17488),(58 237.3317),(59 241.58064),(60 242.7354),(61 246.75476),(62 246.74948),(63 249.73384),(64 248.36705),(65 248.15308),(66 248.71524),(67 256.68103),(68 254.96992),(69 259.37332),(70 259.29382),(71 260.02728),(72 260.9918),(73 262.84824),(74 263.29517),(75 265.19437),(76 259.38873),(77 260.75867),(78 258.8895),(79 262.1786),
(1 102.21725),(2 133.44888),(3 155.74106),(4 169.24693),(5 179.4908),(6 187.32837),(7 193.43045),(8 193.65341),(9 197.07796),(10 199.36432),(11 202.1031),(12 203.34474),(13 206.4863),(14 206.80904),(15 209.46545),(16 211.50203),(17 213.39577),(18 215.49031),(19 217.69313),(20 216.16077),(21 216.19397),(22 214.00627),(23 211.34027),(24 209.07343),(25 209.94576),(26 208.36801),(27 209.60362),(28 207.66011),(29 207.4166),(30 207.16507),(31 210.09053),(32 208.58446),(33 213.68465),(34 213.71399),(35 216.22147),(36 217.28781),(37 220.40942),(38 219.05405),(39 216.68454),(40 212.73695),(41 213.65784),(42 208.47499),(43 207.01202),(44 208.103),(45 210.1469),(46 211.72057),(47 214.09163),(48 211.27821),(49 214.37675),(50 212.48352),(51 213.7708),(52 213.58067),(53 218.26778),(54 217.14526),(55 219.37523),(56 218.52307),(57 223.0589),(58 220.18045),(59 223.85675),(60 222.5302),(61 227.59853),(62 225.00533),(63 228.06273),(64 229.92107),(65 232.43816),(66 234.82474),(67 238.74174),(68 239.01648),(69 243.58635),(70 242.68974),(71 244.9637),(72 246.29298),(73 250.82796),(74 251.5198),(75 253.40685),(76 249.02917),(77 249.82149),(78 249.16975),(79 255.56534),
(1 101.225746),(2 131.79262),(3 154.10849),(4 166.53976),(5 175.38953),(6 181.51305),(7 188.55365),(8 191.31181),(9 195.20636),(10 195.9805),(11 198.17514),(12 197.96593),(13 201.52603),(14 200.82036),(15 204.82748),(16 205.94316),(17 206.30365),(18 206.7321),(19 208.0378),(20 208.11473),(21 208.78828),(22 207.33076),(23 204.7797),(24 201.85356),(25 201.69176),(26 200.9621),(27 202.30547),(28 200.07355),(29 199.65631),(30 199.36693),(31 200.99066),(32 200.85165),(33 205.64511),(34 205.14467),(35 208.7083),(36 207.30798),(37 207.9361),(38 208.32648),(39 206.96886),(40 204.62573),(41 205.42148),(42 203.24222),(43 203.15932),(44 202.49323),(45 202.46172),(46 207.02391),(47 207.41692),(48 207.14818),(49 208.3348),(50 208.88007),(51 208.99191),(52 211.05333),(53 212.19731),(54 213.02759),(55 214.93547),(56 216.57335),(57 221.5607),(58 221.58269),(59 223.87865),(60 221.28966),(61 221.25273),(62 220.23343),(63 220.73584),(64 220.73775),(65 221.83788),(66 224.31616),(67 227.01901),(68 227.07379),(69 232.41183),(70 229.41154),(71 231.53502),(72 233.05086),(73 235.97346),(74 238.97092),(75 243.36145),(76 241.56956),(77 240.98245),(78 239.88919),(79 243.0938),
(1 101.76806),(2 132.28209),(3 155.23792),(4 168.66579),(5 180.4505),(6 188.21782),(7 195.07391),(8 201.742),(9 205.51215),(10 206.11613),(11 209.52324),(12 210.84251),(13 213.1762),(14 215.59906),(15 218.08797),(16 217.34532),(17 215.70346),(18 216.5822),(19 218.00491),(20 215.194),(21 217.00461),(22 214.15639),(23 213.17122),(24 210.99026),(25 211.22282),(26 211.72548),(27 212.06207),(28 210.12787),(29 208.9098),(30 208.53687),(31 212.60951),(32 214.3975),(33 217.63512),(34 217.08101),(35 218.53368),(36 219.05742),(37 221.87631),(38 219.6053),(39 218.3025),(40 216.4726),(41 217.89627),(42 214.66939),(43 215.57587),(44 216.4049),(45 216.1492),(46 216.147),(47 219.4971),(48 217.03584),(49 220.01624),(50 219.81268),(51 223.09511),(52 222.7923),(53 227.03874),(54 227.2384),(55 230.39911),(56 233.00356),(57 234.84607),(58 236.16777),(59 238.38435),(60 239.61714),(61 242.41116),(62 239.26613),(63 239.10672),(64 236.34251),(65 236.68797),(66 237.81444),(67 241.71207),(68 242.55463),(69 246.91022),(70 245.79672),(71 250.36201),(72 252.78203),(73 254.49773),(74 255.75177),(75 259.3086),(76 256.52097),(77 255.97032),(78 251.59392),(79 256.89334),
(1 101.557014),(2 133.70894),(3 153.87155),(4 168.13394),(5 178.41106),(6 184.70726),(7 191.20619),(8 193.95229),(9 197.22072),(10 199.1921),(11 203.54771),(12 203.69493),(13 207.29747),(14 207.38763),(15 211.57079),(16 213.4409),(17 215.43134),(18 213.19078),(19 215.33603),(20 215.48825),(21 214.55222),(22 213.11801),(23 208.8575),(24 208.22647),(25 208.15775),(26 205.16422),(27 204.2749),(28 204.6097),(29 204.65022),(30 205.4811),(31 207.0897),(32 205.3841),(33 207.83539),(34 206.43378),(35 208.29091),(36 211.54337),(37 213.36116),(38 211.18463),(39 211.07959),(40 210.48329),(41 209.51892),(42 208.76881),(43 208.11595),(44 207.54147),(45 208.31342),(46 210.76447),(47 210.86502),(48 210.03102),(49 213.80817),(50 212.93275),(51 215.2234),(52 215.16864),(53 220.49759),(54 219.8896),(55 221.7583),(56 224.22127),(57 226.871),(58 227.14703),(59 231.67372),(60 232.46513),(61 236.99641),(62 235.76788),(63 237.20265),(64 238.8726),(65 240.11876),(66 242.40198),(67 244.80658),(68 244.71147),(69 248.91422),(70 249.6622),(71 254.0877),(72 255.69576),(73 262.5021),(74 262.44916),(75 264.6608),(76 263.1494),(77 263.2046),(78 260.6621),(79 261.46823),
(1 98.14674),(2 125.99772),(3 145.57217),(4 157.6274),(5 168.64906),(6 174.88403),(7 182.70981),(8 184.099),(9 189.10225),(10 190.41422),(11 194.30226),(12 194.25545),(13 199.58405),(14 201.80843),(15 205.44278),(16 205.26257),(17 206.91464),(18 206.33275),(19 207.88223),(20 207.0883),(21 205.54102),(22 203.61702),(23 203.12448),(24 200.76152),(25 200.75905),(26 197.04263),(27 199.38994),(28 198.30379),(29 199.02983),(30 198.56471),(31 199.57196),(32 198.98817),(33 204.12445),(34 204.5761),(35 206.91608),(36 206.96149),(37 209.66676),(38 209.75317),(39 210.2402),(40 206.94687),(41 205.74792),(42 203.48203),(43 203.97523),(44 202.15651),(45 202.38737),(46 202.25737),(47 204.28912),(48 201.89407),(49 204.013),(50 201.9804),(51 202.6547),(52 205.5036),(53 209.20044),(54 210.83209),(55 212.38936),(56 212.54196),(57 215.22644),(58 214.5704),(59 214.95697),(60 212.85046),(61 215.45),(62 215.42543),(63 217.34497),(64 218.82895),(65 219.83371),(66 220.95055),(67 223.88654),(68 224.76888),(69 226.9705),(70 225.46086),(71 226.50789),(72 226.59422),(73 230.41899),(74 233.05133),(75 234.66798),(76 230.78835),(77 232.48535),(78 232.05026),(79 233.17885),
(1 96.87963),(2 125.41553),(3 148.42598),(4 159.90477),(5 171.14131),(6 177.52184),(7 183.21078),(8 185.7495),(9 185.9456),(10 188.13722),(11 191.29182),(12 191.52353),(13 193.0671),(14 195.30145),(15 197.08705),(16 199.56805),(17 200.51126),(18 199.9097),(19 202.66008),(20 202.49403),(21 203.99506),(22 202.95189),(23 204.3223),(24 197.4845),(25 198.49527),(26 196.47818),(27 196.51569),(28 193.10193),(29 194.28258),(30 194.76726),(31 196.71391),(32 196.77211),(33 199.74944),(34 198.6834),(35 201.59119),(36 201.56161),(37 204.28584),(38 205.71259),(39 206.78104),(40 203.31859),(41 201.83324),(42 201.03699),(43 200.93454),(44 200.08643),(45 202.3623),(46 203.39725),(47 205.6618),(48 205.21661),(49 207.45236),(50 204.64151),(51 205.91277),(52 205.86076),(53 207.26138),(54 208.29733),(55 210.72905),(56 213.15448),(57 216.16336),(58 214.89308),(59 216.43907),(60 214.32639),(61 218.25894),(62 216.94894),(63 220.58833),(64 220.8002),(65 223.78238),(66 224.04266),(67 226.10744),(68 226.18416),(69 228.45938),(70 227.1046),(71 230.09464),(72 230.41872),(73 231.49498),(74 234.141),(75 235.36778),(76 232.4805),(77 237.42624),(78 235.1184),(79 236.3235),
(1 96.316734),(2 125.25336),(3 146.15588),(4 156.43631),(5 166.37389),(6 175.4131),(7 184.02518),(8 188.61594),(9 193.20079),(10 194.90106),(11 199.30746),(12 200.43593),(13 201.98846),(14 202.28436),(15 202.59071),(16 202.73193),(17 204.02583),(18 201.57547),(19 201.69588),(20 201.45056),(21 203.63564),(22 199.89886),(23 201.50546),(24 196.5007),(25 195.48283),(26 192.7722),(27 193.81804),(28 193.01418),(29 194.18346),(30 192.30342),(31 193.9428),(32 193.06178),(33 197.51144),(34 198.18648),(35 200.67838),(36 201.28365),(37 203.57272),(38 202.76303),(39 202.69258),(40 201.02013),(41 199.84225),(42 197.55159),(43 197.1654),(44 196.67528),(45 199.81555),(46 202.1416),(47 203.42378),(48 202.83508),(49 204.49828),(50 204.8181),(51 205.58563),(52 205.4225),(53 206.28624),(54 206.47362),(55 210.80621),(56 211.86978),(57 214.12524),(58 211.66785),(59 214.98306),(60 211.85893),(61 211.63342),(62 212.62128),(63 213.61606),(64 214.07378),(65 217.14241),(66 217.67032),(67 219.02896),(68 219.89536),(69 221.23528),(70 224.30592),(71 227.7033),(72 229.45245),(73 232.95323),(74 234.56021),(75 239.0726),(76 235.07251),(77 237.77858),(78 236.52562),(79 240.69154),
(1 95.10351),(2 126.29046),(3 146.11128),(4 160.89699),(5 169.85988),(6 178.34082),(7 186.62817),(8 189.51187),(9 192.98572),(10 193.53882),(11 196.61948),(12 197.59958),(13 201.25723),(14 202.32234),(15 206.25871),(16 206.40231),(17 207.59872),(18 206.96712),(19 208.01375),(20 206.40031),(21 205.08792),(22 201.71239),(23 201.85562),(24 199.25359),(25 200.70357),(26 198.84361),(27 199.10934),(28 195.7814),(29 194.83617),(30 195.60828),(31 197.04732),(32 198.51868),(33 202.23552),(34 201.46036),(35 203.35713),(36 203.80138),(37 206.7308),(38 207.8026),(39 209.79697),(40 206.42276),(41 205.61879),(42 203.70734),(43 205.34502),(44 203.07272),(45 204.83005),(46 205.59729),(47 205.0923),(48 204.30609),(49 202.41788),(50 203.10136),(51 203.86595),(52 203.29047),(53 205.95427),(54 205.34721),(55 209.82678),(56 208.95384),(57 214.60333),(58 215.52568),(59 217.16217),(60 218.54007),(61 223.523),(62 222.09785),(63 222.903),(64 224.3154),(65 226.6628),(66 225.42076),(67 228.68246),(68 231.50789),(69 235.67734),(70 235.68741),(71 236.97298),(72 239.79745),(73 242.94102),(74 244.17899),(75 246.84096),(76 245.9567),(77 249.09624),(78 245.86865),(79 245.30624),
(1 92.34186),(2 120.10631),(3 138.95294),(4 149.10263),(5 160.25316),(6 166.82469),(7 174.386),(8 178.91518),(9 182.50307),(10 183.518),(11 187.61578),(12 189.26787),(13 192.28458),(14 192.76901),(15 194.37056),(16 196.27715),(17 197.10439),(18 194.68256),(19 195.97382),(20 194.67546),(21 196.08073),(22 193.07335),(23 191.15898),(24 187.96848),(25 188.16588),(26 186.27765),(27 187.31729),(28 184.72972),(29 185.04538),(30 183.90932),(31 184.53362),(32 184.15321),(33 187.6829),(34 190.37004),(35 191.99684),(36 194.03416),(37 195.82788),(38 194.58226),(39 194.05768),(40 191.26833),(41 191.6905),(42 189.22687),(43 191.12302),(44 192.30823),(45 195.30528),(46 195.81593),(47 198.5057),(48 199.55914),(49 202.21837),(50 201.47113),(51 201.05971),(52 201.32045),(53 205.87257),(54 205.29778),(55 208.62744),(56 208.4437),(57 212.42395),(58 211.48718),(59 213.96056),(60 214.6526),(61 216.10052),(62 216.54486),(63 218.24513),(64 218.65489),(65 220.50064),(66 221.57481),(67 224.25333),(68 224.54453),(69 227.63443),(70 226.12775),(71 226.89682),(72 229.09897),(73 230.81181),(74 231.41338),(75 232.79597),(76 231.65227),(77 232.18367),(78 229.69717),(79 233.97682),
