1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 100.413345),(2 120.946465),(3 129.81071),(4 138.34775),(5 144.8725),(6 152.49379),(7 155.92912),(8 161.26532),(9 162.13019),(10 165.89095),(11 167.08307),(12 169.3709),(13 171.05238),(14 174.63461),(15 172.87975),(16 174.54614),(17 177.35614),(18 178.27045),(19 178.2355),(20 179.37709),(21 177.97395),(22 178.5681),(23 179.85303),(24 180.10864),(25 179.47467),(26 179.03366),(27 179.54144),(28 177.82072),(29 178.59181),(30 178.42126),(31 178.08054),(32 176.85274),(33 175.8051),(34 174.6755),(35 173.5779),(36 174.25026),(37 178.22586),(38 177.98044),(39 176.66187),(40 177.09964),(41 175.74205),(42 176.03784),(43 176.4395),(44 177.77077),(45 176.19102),(46 177.44595),(47 175.73828),(48 176.82202),(49 175.05415),(50 177.42949),(51 176.07364),(52 178.09904),(53 181.52254),(54 182.93626),(55 183.01031),(56 184.84674),(57 185.33313),(58 187.26518),(59 185.93082),(60 187.7753),(61 186.61171),(62 188.7929),(63 188.3985),(64 188.26604),(65 188.73105),(66 186.61812),(67 185.92609),(68 185.19571),(69 187.8913),(70 187.87958),(71 186.28719),(72 186.27498),(73 187.75134),(74 185.29189),(75 184.93472),(76 183.72157),(77 186.73111),(78 185.39322),(79 186.15758),
(1 99.91946),(2 121.91468),(3 131.76208),(4 139.25221),(5 145.33928),(6 151.62624),(7 154.3442),(8 158.44406),(9 161.19464),(10 164.0015),(11 162.81375),(12 163.4351),(13 165.50865),(14 169.23326),(15 169.2996),(16 170.93234),(17 173.96977),(18 176.31548),(19 174.12892),(20 174.63445),(21 175.71098),(22 175.49817),(23 174.5749),(24 174.14317),(25 173.46106),(26 175.19067),(27 174.50421),(28 173.99156),(29 176.23482),(30 175.33925),(31 175.76424),(32 172.44215),(33 173.76729),(34 174.09053),(35 172.70808),(36 172.86981),(37 174.38835),(38 174.18518),(39 174.865),(40 176.07205),(41 176.00822),(42 177.07611),(43 174.92392),(44 177.17073),(45 176.46898),(46 178.63377),(47 176.7689),(48 178.25859),(49 177.15907),(50 178.92409),(51 177.18826),(52 178.62717),(53 177.454),(54 177.62863),(55 177.05016),(56 179.10834),(57 177.6188),(58 177.1461),(59 178.54933),(60 177.67055),(61 177.17592),(62 178.48811),(63 176.25851),(64 175.47546),(65 176.4791),(66 176.70238),(67 178.65332),(68 179.09393),(69 180.13626),(70 177.32204),(71 177.35368),(72 176.095),(73 176.5146),(74 176.55653),(75 177.20616),(76 176.46158),(77 176.5579),(78 177.86876),(79 178.68277),
(1 100.01611),(2 120.468346),(3 130.32813),(4 137.84915),(5 142.73543),(6 149.15031),(7 150.95918),(8 156.31308),(9 159.85484),(10 162.39853),(11 161.57846),(12 161.77802),(13 163.23248),(14 167.5082),(15 170.26353),(16 170.06766),(17 173.36534),(18 176.64256),(19 173.97556),(20 175.97917),(21 175.63385),(22 176.17224),(23 174.47153),(24 173.95012),(25 172.07571),(26 173.25455),(27 174.30101),(28 173.19278),(29 174.00316),(30 172.9874),(31 175.25415),(32 171.78531),(33 172.90678),(34 171.66373),(35 170.79604),(36 169.82396),(37 169.3868),(38 171.22784),(39 172.52443),(40 173.33955),(41 172.71176),(42 174.44643),(43 173.50174),(44 173.85818),(45 174.47424),(46 175.02173),(47 173.32222),(48 173.62001),(49 174.37949),(50 176.39943),(51 175.9042),(52 175.08755),(53 174.76218),(54 174.81914),(55 175.4171),(56 175.56505),(57 176.94652),(58 179.48569),(59 180.96378),(60 176.99333),(61 178.0468),(62 178.34239),(63 177.07063),(64 175.54385),(65 175.971),(66 175.93977),(67 175.79137),(68 177.6996),(69 178.97421),(70 176.08545),(71 176.49213),(72 175.48958),(73 175.19426),(74 175.53345),(75 175.11307),(76 174.99477),(77 176.07033),(78 175.24968),(79 173.99362),
(1 98.57817),(2 117.57728),(3 127.138626),(4 132.42671),(5 138.2866),(6 142.72655),(7 146.91107),(8 149.12135),(9 152.37865),(10 155.07002),(11 155.64551),(12 157.11435),(13 158.90157),(14 163.41138),(15 164.7339),(16 164.55591),(17 167.47148),(18 169.6246),(19 169.55443),(20 170.13008),(21 167.8798),(22 169.86246),(23 167.39467),(24 167.32436),(25 168.69693),(26 168.34274),(27 168.07813),(28 166.32848),(29 167.8282),(30 169.8051),(31 168.561),(32 167.50175),(33 167.55157),(34 165.85251),(35 165.3624),(36 164.24371),(37 166.46498),(38 168.96011),(39 168.08086),(40 166.76125),(41 167.98035),(42 169.10533),(43 167.24338),(44 167.5864),(45 168.8851),(46 169.53354),(47 169.22697),(48 169.62042),(49 169.01653),(50 169.00484),(51 167.17624),(52 168.17401),(53 166.1491),(54 169.42308),(55 168.72308),(56 170.34848),(57 171.94823),(58 170.94176),(59 169.96382),(60 169.49872),(61 171.33998),(62 172.5468),(63 171.58401),(64 170.0091),(65 172.49977),(66 174.57079),(67 173.49944),(68 174.22327),(69 174.99382),(70 174.36353),(71 175.01164),(72 175.11288),(73 175.51268),(74 173.34625),(75 173.92429),(76 171.24211),(77 173.24829),(78 170.61333),(79 172.63716),
(1 95.02361),(2 113.46014),(3 122.54185),(4 128.98053),(5 134.97534),(6 139.01181),(7 143.21948),(8 146.20274),(9 147.03278),(10 150.50462),(11 152.8589),(12 154.04295),(13 156.31473),(14 160.15707),(15 160.91603),(16 162.52193),(17 165.84918),(18 166.53847),(19 167.37183),(20 169.20203),(21 167.45337),(22 167.96161),(23 167.94366),(24 166.68826),(25 166.47006),(26 167.83043),(27 165.36125),(28 165.65363),(29 166.11409),(30 167.94821),(31 166.3971),(32 166.16061),(33 165.8839),(34 163.52074),(35 163.33801),(36 163.08836),(37 162.3052),(38 161.11903),(39 160.8514),(40 160.43886),(41 160.62906),(42 160.34534),(43 160.86774),(44 160.77348),(45 159.61958),(46 161.89316),(47 162.35934),(48 162.73486),(49 162.98576),(50 164.22954),(51 163.25264),(52 163.89365),(53 163.99568),(54 164.59886),(55 164.44629),(56 166.0578),(57 167.05476),(58 166.08766),(59 164.46114),(60 165.84906),(61 165.77911),(62 166.76886),(63 166.95772),(64 166.97525),(65 167.40794),(66 167.98752),(67 168.94948),(68 166.98936),(69 168.59756),(70 168.98213),(71 169.16904),(72 169.35493),(73 168.84819),(74 168.581),(75 168.07788),(76 167.28236),(77 166.62637),(78 168.09943),(79 168.28247),
(1 95.00473),(2 113.90119),(3 122.170906),(4 129.23482),(5 134.90233),(6 139.77042),(7 142.92964),(8 145.32652),(9 147.22191),(10 151.932),(11 153.23769),(12 152.78493),(13 155.56187),(14 159.79268),(15 159.97272),(16 160.79231),(17 162.70496),(18 164.97485),(19 165.74811),(20 165.39166),(21 165.00137),(22 164.58447),(23 166.16418),(24 164.35138),(25 164.86685),(26 167.35146),(27 165.755),(28 165.47957),(29 166.17378),(30 167.06718),(31 167.7307),(32 165.4896),(33 166.0414),(34 163.13501),(35 165.69382),(36 163.66812),(37 164.44936),(38 165.90244),(39 165.41805),(40 164.05139),(41 165.76358),(42 166.4352),(43 168.5441),(44 166.08174),(45 167.12195),(46 169.78636),(47 168.37598),(48 165.89987),(49 165.38383),(50 168.56387),(51 165.1472),(52 165.60822),(53 165.72487),(54 166.96211),(55 166.90326),(56 168.05206),(57 166.11055),(58 165.43427),(59 166.7078),(60 168.40219),(61 167.81271),(62 168.60347),(63 166.50208),(64 167.25638),(65 167.84285),(66 168.0701),(67 169.05301),(68 166.88383),(69 168.30121),(70 170.04361),(71 169.67009),(72 169.64311),(73 169.57579),(74 169.76076),(75 168.49576),(76 167.15813),(77 165.4757),(78 166.51637),(79 167.12022),
(1 93.3502),(2 112.795395),(3 121.92548),(4 127.848335),(5 132.60777),(6 136.48398),(7 139.66208),(8 143.6072),(9 144.33046),(10 147.62352),(11 149.83232),(12 150.87717),(13 153.17114),(14 158.2292),(15 159.15349),(16 157.89024),(17 160.11668),(18 161.6138),(19 161.931),(20 162.50035),(21 163.11758),(22 162.55621),(23 163.79208),(24 162.58167),(25 162.60788),(26 163.65248),(27 161.76025),(28 162.70251),(29 162.66846),(30 160.76152),(31 159.89566),(32 159.86287),(33 158.85986),(34 159.37364),(35 158.4138),(36 157.71703),(37 159.91718),(38 161.09348),(39 159.72556),(40 160.90411),(41 162.316),(42 162.5646),(43 163.16322),(44 162.86916),(45 161.07501),(46 161.20618),(47 161.00247),(48 160.37286),(49 161.40854),(50 165.16464),(51 161.59201),(52 163.06178),(53 163.14642),(54 162.09868),(55 162.74852),(56 164.93419),(57 163.82233),(58 163.74513),(59 164.06204),(60 165.5833),(61 165.91824),(62 166.87941),(63 164.86751),(64 165.74881),(65 166.52162),(66 167.28595),(67 166.0143),(68 164.43492),(69 166.49414),(70 166.91164),(71 166.58736),(72 168.84053),(73 168.65994),(74 170.35114),(75 167.51683),(76 168.24992),(77 168.99347),(78 167.58723),(79 168.19728),
(1 92.32454),(2 112.97107),(3 120.27822),(4 126.88867),(5 131.62257),(6 135.61896),(7 137.42628),(8 141.22765),(9 142.1676),(10 145.42168),(11 147.48885),(12 149.48557),(13 150.3305),(14 153.87697),(15 153.35739),(16 153.55135),(17 156.94856),(18 158.57755),(19 158.98105),(20 160.2456),(21 159.60315),(22 160.23907),(23 159.29892),(24 158.72873),(25 159.37071),(26 159.74992),(27 158.2764),(28 159.02818),(29 160.15248),(30 159.3915),(31 158.6143),(32 158.5224),(33 158.03793),(34 159.65965),(35 158.48746),(36 158.0401),(37 156.85985),(38 158.10168),(39 157.55363),(40 160.91914),(41 158.28807),(42 158.70932),(43 157.86487),(44 159.08627),(45 158.9132),(46 156.59026),(47 155.83774),(48 157.67511),(49 158.70853),(50 161.95435),(51 159.87468),(52 160.1252),(53 158.40807),(54 160.06552),(55 160.37843),(56 161.22403),(57 160.94127),(58 162.01022),(59 158.58641),(60 159.32213),(61 161.15546),(62 163.15576),(63 158.39098),(64 157.87668),(65 159.96689),(66 159.85109),(67 159.55902),(68 159.427),(69 161.56741),(70 162.75366),(71 163.47998),(72 164.79375),(73 164.52544),(74 164.10675),(75 162.22423),(76 162.05884),(77 165.25795),(78 162.40565),(79 163.7728),
(1 90.967926),(2 109.76329),(3 117.2503),(4 123.31791),(5 130.36371),(6 134.3638),(7 135.02484),(8 139.3844),(9 141.66757),(10 146.47163),(11 146.14896),(12 145.83627),(13 147.16806),(14 149.78694),(15 149.94211),(16 149.65434),(17 152.34279),(18 150.62045),(19 154.54971),(20 155.12354),(21 155.09528),(22 155.597),(23 156.03622),(24 154.94556),(25 156.64693),(26 156.88156),(27 155.30571),(28 154.29405),(29 155.1067),(30 154.63419),(31 155.02303),(32 155.17274),(33 154.38496),(34 153.52481),(35 152.8051),(36 154.63565),(37 154.10904),(38 155.49791),(39 154.5149),(40 155.49187),(41 151.48438),(42 153.24799),(43 153.04231),(44 154.73477),(45 154.5834),(46 153.89702),(47 153.47746),(48 153.36833),(49 153.23538),(50 155.81657),(51 155.80324),(52 155.79433),(53 156.13513),(54 155.77824),(55 156.03508),(56 156.40257),(57 158.3656),(58 158.68025),(59 159.87894),(60 159.69116),(61 160.68623),(62 161.69078),(63 159.10223),(64 159.0844),(65 161.6002),(66 161.93083),(67 161.83115),(68 161.09805),(69 164.0211),(70 165.3863),(71 162.11536),(72 162.5405),(73 162.87723),(74 163.03673),(75 161.04568),(76 160.61969),(77 162.7085),(78 162.48431),(79 163.14897),
(1 88.93624),(2 106.78112),(3 115.134735),(4 122.5305),(5 126.64765),(6 130.11015),(7 132.93059),(8 136.21976),(9 139.1705),(10 144.0161),(11 145.07861),(12 144.56021),(13 144.51897),(14 148.50635),(15 148.36574),(16 149.1392),(17 150.85725),(18 150.8924),(19 152.33939),(20 152.20879),(21 152.22375),(22 151.0468),(23 152.23125),(24 150.83478),(25 151.17744),(26 152.1499),(27 151.01563),(28 153.62866),(29 153.95168),(30 152.97145),(31 152.32242),(32 154.1223),(33 154.91469),(34 153.69931),(35 153.98877),(36 152.74402),(37 153.44672),(38 156.00618),(39 154.50606),(40 154.41144),(41 151.81555),(42 152.85779),(43 152.83276),(44 152.13297),(45 151.75131),(46 155.44923),(47 153.78699),(48 154.39761),(49 154.93349),(50 156.17288),(51 155.46252),(52 156.55797),(53 158.51678),(54 157.945),(55 157.32063),(56 157.79391),(57 159.72578),(58 159.09653),(59 160.57649),(60 159.71053),(61 160.44937),(62 161.07333),(63 158.31755),(64 157.61876),(65 157.64873),(66 158.7875),(67 156.40979),(68 157.96126),(69 159.22707),(70 159.88542),(71 158.58049),(72 160.85338),(73 159.57599),(74 157.49475),(75 155.60564),(76 155.95749),(77 156.02382),(78 155.34787),(79 157.25453),
(1 89.45041),(2 106.04415),(3 112.89441),(4 120.20074),(5 123.712776),(6 129.32951),(7 133.75143),(8 135.61298),(9 138.0193),(10 141.15466),(11 142.39008),(12 142.62503),(13 143.14629),(14 146.84575),(15 146.1927),(16 145.59631),(17 147.38242),(18 148.91501),(19 150.37975),(20 150.35992),(21 149.02693),(22 150.24854),(23 149.88387),(24 150.28345),(25 150.08665),(26 151.52214),(27 150.58199),(28 151.33205),(29 152.60751),(30 152.80731),(31 153.0033),(32 151.03122),(33 151.93121),(34 149.90889),(35 150.3056),(36 149.37807),(37 149.91566),(38 152.3632),(39 150.36264),(40 150.84831),(41 151.35864),(42 150.90935),(43 149.89146),(44 150.62074),(45 150.18065),(46 151.6172),(47 150.16216),(48 151.88452),(49 151.77843),(50 152.04666),(51 152.75139),(52 152.09764),(53 153.67464),(54 151.379),(55 151.94466),(56 151.29646),(57 151.82823),(58 153.08566),(59 153.75777),(60 152.4308),(61 152.13043),(62 153.01404),(63 150.88187),(64 152.46715),(65 154.10097),(66 154.57603),(67 154.0978),(68 154.32524),(69 155.71333),(70 154.62561),(71 156.12796),(72 157.86095),(73 157.88432),(74 159.82697),(75 158.71533),(76 159.23473),(77 157.45187),(78 158.2942),(79 157.21034),
(1 87.35155),(2 104.21276),(3 110.99182),(4 118.58057),(5 124.01538),(6 127.13281),(7 130.50337),(8 134.23015),(9 137.55742),(10 139.26141),(11 138.93678),(12 140.60928),(13 143.66695),(14 147.48462),(15 146.01404),(16 147.7192),(17 148.65762),(18 148.97067),(19 152.42973),(20 153.17218),(21 153.53314),(22 152.08438),(23 152.94846),(24 151.96864),(25 151.19598),(26 153.12094),(27 151.91457),(28 150.81163),(29 152.57199),(30 152.26938),(31 150.87892),(32 149.10501),(33 150.36046),(34 149.29839),(35 148.95584),(36 148.31046),(37 149.22563),(38 151.28424),(39 151.03003),(40 149.48912),(41 150.33098),(42 151.69193),(43 151.23257),(44 152.3431),(45 152.28987),(46 152.95221),(47 149.96603),(48 151.65065),(49 152.48941),(50 153.41388),(51 152.80602),(52 151.65059),(53 152.90643),(54 153.151),(55 153.15189),(56 152.3938),(57 151.97536),(58 151.98398),(59 152.30327),(60 153.29893),(61 155.1225),(62 154.88654),(63 152.86731),(64 152.99281),(65 155.40198),(66 154.31125),(67 152.84512),(68 154.18513),(69 156.25415),(70 155.5034),(71 155.17984),(72 157.26707),(73 157.20781),(74 156.57869),(75 156.02884),(76 155.16869),(77 154.47762),(78 154.94775),(79 155.78038),
(1 86.23873),(2 103.90145),(3 111.37732),(4 118.95333),(5 123.95161),(6 127.386955),(7 131.12479),(8 136.21078),(9 136.77116),(10 140.12534),(11 139.33253),(12 140.85971),(13 142.26775),(14 145.69052),(15 147.22614),(16 146.61174),(17 147.70482),(18 147.73894),(19 150.28653),(20 150.33467),(21 149.7338),(22 148.83553),(23 150.01392),(24 149.00104),(25 148.50598),(26 151.07034),(27 150.24599),(28 148.94676),(29 150.76324),(30 151.20682),(31 150.54863),(32 149.31465),(33 151.10423),(34 150.02058),(35 149.56078),(36 148.06259),(37 147.49562),(38 149.09172),(39 148.87085),(40 147.78793),(41 147.8964),(42 147.7814),(43 147.69485),(44 148.62039),(45 148.9346),(46 149.0253),(47 148.43326),(48 147.4773),(49 148.99895),(50 149.14299),(51 147.13943),(52 149.03564),(53 148.93082),(54 151.11957),(55 150.9284),(56 150.4686),(57 150.70694),(58 150.85716),(59 149.52872),(60 149.29176),(61 150.75932),(62 152.84898),(63 150.01857),(64 149.23425),(65 152.61368),(66 151.05193),(67 150.09569),(68 150.39177),(69 152.54544),(70 152.15636),(71 153.37236),(72 154.36856),(73 155.5096),(74 156.5253),(75 153.51788),(76 154.11623),(77 153.72324),(78 154.5471),(79 155.76907),
(1 85.44924),(2 101.745316),(3 109.50459),(4 115.42579),(5 120.56583),(6 124.28982),(7 126.84135),(8 131.66547),(9 133.66791),(10 134.83804),(11 134.79814),(12 136.36005),(13 137.01329),(14 139.75676),(15 139.75993),(16 140.18506),(17 142.63792),(18 142.4857),(19 145.19148),(20 144.72197),(21 144.54254),(22 144.70862),(23 144.68301),(24 144.32542),(25 144.068),(26 145.45357),(27 146.97409),(28 145.56538),(29 146.91983),(30 147.12851),(31 145.91348),(32 146.08534),(33 145.97865),(34 146.30128),(35 146.33952),(36 144.93756),(37 145.43301),(38 145.68619),(39 145.3656),(40 143.73856),(41 143.46628),(42 142.76964),(43 142.17903),(44 144.1076),(45 144.76385),(46 142.56133),(47 143.78917),(48 142.4887),(49 142.97064),(50 145.86829),(51 143.61812),(52 145.32095),(53 143.6015),(54 143.98636),(55 144.45345),(56 145.34648),(57 146.81168),(58 146.58014),(59 147.12674),(60 147.75128),(61 146.73886),(62 149.68524),(63 147.79178),(64 147.04391),(65 147.39133),(66 150.17746),(67 149.18222),(68 149.56282),(69 153.43262),(70 152.50941),(71 152.06157),(72 151.98897),(73 151.68275),(74 151.99763),(75 150.63469),(76 151.18088),(77 149.81984),(78 150.17754),(79 151.15175),
(1 84.67281),(2 102.1671),(3 109.81245),(4 116.48283),(5 120.5197),(6 124.14346),(7 126.21623),(8 130.55183),(9 132.3168),(10 134.32652),(11 135.77774),(12 135.80743),(13 136.38329),(14 138.15752),(15 138.93088),(16 139.53947),(17 141.31717),(18 141.2101),(19 142.39363),(20 143.69556),(21 144.13974),(22 144.4575),(23 143.93329),(24 143.33917),(25 142.77097),(26 143.64056),(27 145.12541),(28 142.87512),(29 145.42699),(30 144.37141),(31 145.08945),(32 144.34923),(33 144.76863),(34 144.05444),(35 144.28003),(36 143.27235),(37 144.4636),(38 144.49977),(39 142.76845),(40 144.07545),(41 142.8978),(42 142.81897),(43 142.61884),(44 144.14534),(45 142.08363),(46 142.57309),(47 142.64223),(48 143.36487),(49 143.53696),(50 144.88795),(51 144.03452),(52 145.11258),(53 146.44182),(54 146.0368),(55 146.5763),(56 147.988),(57 149.17769),(58 149.0082),(59 149.57967),(60 149.62984),(61 150.30084),(62 151.04047),(63 149.54214),(64 149.15178),(65 151.07758),(66 149.86775),(67 150.23279),(68 150.40186),(69 151.84785),(70 151.69507),(71 151.43874),(72 152.42052),(73 152.12874),(74 152.2765),(75 149.86002),(76 150.95598),(77 148.54037),(78 148.1098),(79 148.68907),
(1 84.87714),(2 100.44331),(3 109.582344),(4 117.97167),(5 123.02802),(6 126.5901),(7 127.031586),(8 130.47786),(9 133.08194),(10 136.00455),(11 137.08775),(12 138.38554),(13 138.4589),(14 140.91647),(15 140.92432),(16 142.34569),(17 145.39183),(18 145.8877),(19 146.5523),(20 147.14777),(21 146.25075),(22 144.84079),(23 146.72256),(24 145.82074),(25 146.69322),(26 144.89961),(27 144.45927),(28 144.13852),(29 145.75085),(30 145.2555),(31 145.12674),(32 143.89958),(33 143.26202),(34 143.30269),(35 142.08536),(36 140.88177),(37 142.95947),(38 141.24039),(39 140.95563),(40 140.92514),(41 139.97174),(42 141.04823),(43 140.64122),(44 142.52032),(45 141.85396),(46 143.47768),(47 143.5886),(48 142.81834),(49 144.32765),(50 146.07626),(51 143.61542),(52 144.55052),(53 145.2823),(54 146.5331),(55 146.73567),(56 146.58914),(57 146.49525),(58 148.27171),(59 147.88507),(60 147.8389),(61 148.02257),(62 148.72382),(63 147.07306),(64 146.62825),(65 147.11148),(66 145.43433),(67 146.77727),(68 147.4319),(69 148.17271),(70 146.4494),(71 147.01804),(72 149.57971),(73 150.37982),(74 150.00131),(75 149.0449),(76 148.71696),(77 148.9921),(78 149.15558),(79 149.4017),
(1 82.524704),(2 97.06899),(3 105.3804),(4 111.83358),(5 115.65602),(6 121.59127),(7 123.13833),(8 125.55177),(9 127.19337),(10 129.29095),(11 129.03534),(12 131.08157),(13 132.0422),(14 133.62386),(15 134.33661),(16 135.737),(17 137.49118),(18 136.38303),(19 138.96988),(20 139.50693),(21 139.23949),(22 138.80171),(23 139.4096),(24 139.75294),(25 139.75163),(26 138.60213),(27 137.6114),(28 138.17),(29 138.62628),(30 137.29639),(31 138.01143),(32 137.94667),(33 137.50346),(34 136.53726),(35 135.97333),(36 134.5468),(37 136.68811),(38 136.96391),(39 135.64232),(40 136.02405),(41 135.87589),(42 135.55583),(43 133.77492),(44 134.401),(45 134.00793),(46 134.9224),(47 134.6351),(48 134.83421),(49 136.01457),(50 138.84648),(51 138.78625),(52 138.98372),(53 138.59258),(54 139.95686),(55 139.4327),(56 139.74756),(57 139.55867),(58 140.04054),(59 140.15526),(60 141.72397),(61 140.51479),(62 143.62218),(63 140.70876),(64 140.93065),(65 141.2665),(66 141.71214),(67 143.38937),(68 142.3639),(69 141.2383),(70 141.5952),(71 141.70564),(72 142.0452),(73 141.54085),(74 142.36452),(75 142.0653),(76 141.13095),(77 141.64865),(78 142.8326),(79 142.9884),
(1 82.66958),(2 98.04868),(3 105.621025),(4 109.515594),(5 115.17355),(6 119.56644),(7 122.485115),(8 126.34896),(9 128.7768),(10 131.07724),(11 133.26884),(12 132.42651),(13 133.67123),(14 134.8131),(15 136.16531),(16 138.43199),(17 139.30891),(18 139.79623),(19 142.30592),(20 142.45044),(21 142.28136),(22 140.73602),(23 139.8734),(24 141.02927),(25 140.50296),(26 141.08528),(27 140.75827),(28 140.23502),(29 140.7479),(30 139.08202),(31 139.34738),(32 137.52449),(33 139.0376),(34 138.08183),(35 136.99884),(36 135.97093),(37 137.45163),(38 136.69585),(39 135.45444),(40 135.34111),(41 135.51634),(42 136.73973),(43 136.84875),(44 137.44183),(45 136.96959),(46 136.53499),(47 137.4247),(48 137.13715),(49 138.52321),(50 142.02211),(51 140.95415),(52 142.8819),(53 142.4292),(54 143.81833),(55 144.3386),(56 143.24539),(57 143.99637),(58 145.61838),(59 146.91107),(60 146.64609),(61 146.3971),(62 146.76231),(63 143.88681),(64 142.9954),(65 144.11241),(66 144.12563),(67 144.7039),(68 143.74858),(69 145.0117),(70 144.86827),(71 145.7491),(72 145.83725),(73 146.37756),(74 145.54181),(75 144.76678),(76 143.76874),(77 145.14348),(78 145.94301),(79 146.38156),
