1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 98929.31),(2 175696.88),(3 179070.39),(4 370665.72),(5 546388.3),(6 618307.2),(7 878761.3),(8 1121797.4),(9 1248442.1),(10 1556484.6),(11 1859105.9),(12 2036394.6),(13 2402938.8),(14 2789540.8),(15 3041900.8),(16 3504452.8),(17 4014474),(18 4354541),(19 4909367),(20 5495757.5),(21 5891613.5),(22 6504763.5),(23 7224536.5),(24 7676736),(25 8383912),(26 9151975),(27 9716160),(28 10527325),(29 11461568),(30 12160568),(31 13155380),(32 14294231),(33 15184099),(34 16282605),(35 17524954),(36 18472272),(37 19657778),(38 21040984),(39 22104910),(40 23374590),(41 24881734),(42 26046832),(43 27425482),(44 28991744),(45 30171128),(46 31472854),(47 32986922),(48 34259588),(49 35610396),(50 37185720),(51 38450692),(52 39821276),(53 41377116),(54 42647684),(55 43966240),(56 45545164),(57 46819788),(58 48145708),(59 49699244),(60 50914572),(61 52228576),(62 53753950),(63 55053428),(64 56247636),(65 57752990),(66 58899360),(67 60175620),(68 61733836),(69 62873044),(70 63990804),(71 65514652),(72 66649844),(73 67641896),(74 68859270),(75 69561180),(76 70103030),(77 71097520),(78 71683650),(79 72205560),
(1 390.79312),(2 559.79425),(3 622.73474),(4 649.6891),(5 670.8169),(6 686.09564),(7 712.14984),(8 723.38885),(9 730.29767),(10 743.7281),(11 755.10236),(12 768.44696),(13 778.87085),(14 786.28204),(15 794.5733),(16 795.0824),(17 807.3535),(18 805.3216),(19 809.2848),(20 813.99225),(21 801.82306),(22 801.5013),(23 793.84454),(24 793.60236),(25 803.48425),(26 800.9469),(27 806.1836),(28 810.43744),(29 811.3608),(30 807.8546),(31 804.4136),(32 799.51495),(33 811.6215),(34 806.55786),(35 821.3354),(36 829.1678),(37 839.547),(38 849.2368),(39 861.4751),(40 874.35785),(41 879.2933),(42 904.05615),(43 912.9311),(44 916.9419),(45 929.5768),(46 941.1182),(47 949.8229),(48 959.2754),(49 961.2359),(50 966.32544),(51 974.5895),(52 984.5228),(53 980.23047),(54 972.60504),(55 968.7933),(56 970.22565),(57 964.5015),(58 960.09314),(59 966.8194),(60 968.87836),(61 974.1503),(62 963.9415),(63 968.84595),(64 956.8268),(65 949.3925),(66 943.6124),(67 944.4411),(68 946.6361),(69 944.52576),(70 938.0849),(71 947.36224),(72 944.8072),(73 950.6447),(74 949.1522),(75 948.72174),(76 946.59076),(77 950.4924),(78 953.6376),(79 961.01794),
(1 385.98145),(2 546.4044),(3 617.458),(4 639.9892),(5 659.2682),(6 682.5457),(7 698.5508),(8 717.25507),(9 721.1993),(10 736.54517),(11 754.8593),(12 760.52277),(13 767.4183),(14 783.64386),(15 800.0622),(16 801.83136),(17 801.8221),(18 804.0915),(19 803.11346),(20 807.18317),(21 797.37463),(22 801.29474),(23 796.19745),(24 803.67053),(25 811.3374),(26 801.56586),(27 805.4375),(28 808.04224),(29 801.3886),(30 799.49115),(31 794.1091),(32 790.0483),(33 798.4436),(34 798.94275),(35 811.73157),(36 830.7612),(37 844.0118),(38 851.00885),(39 867.32196),(40 874.02747),(41 878.5696),(42 896.90717),(43 910.6124),(44 929.8216),(45 940.212),(46 946.32135),(47 951.5063),(48 962.1775),(49 960.243),(50 963.48444),(51 976.5991),(52 979.23627),(53 977.21454),(54 978.82587),(55 971.8235),(56 966.0517),(57 956.703),(58 953.8904),(59 964.67865),(60 963.6201),(61 966.385),(62 966.1868),(63 972.963),(64 975.7395),(65 969.2069),(66 968.03656),(67 965.95197),(68 968.2995),(69 971.6926),(70 968.5526),(71 972.72766),(72 969.5339),(73 979.1878),(74 984.1755),(75 978.62775),(76 973.3916),(77 985.37823),(78 989.4349),(79 995.5217),
(1 379.79388),(2 536.8073),(3 607.704),(4 621.7379),(5 642.1974),(6 670.35126),(7 689.92676),(8 704.3722),(9 705.74396),(10 725.76587),(11 731.48126),(12 745.9804),(13 753.0079),(14 759.2703),(15 768.40607),(16 773.90045),(17 781.72314),(18 787.3542),(19 784.77747),(20 791.78406),(21 774.6125),(22 780.2883),(23 772.88556),(24 773.35077),(25 778.64026),(26 774.47064),(27 778.8521),(28 783.02673),(29 786.56824),(30 785.32104),(31 779.4066),(32 780.9394),(33 787.40924),(34 791.4059),(35 799.6788),(36 803.38165),(37 819.5233),(38 830.61926),(39 837.8872),(40 852.6619),(41 856.117),(42 875.8138),(43 891.31775),(44 894.4005),(45 906.4081),(46 918.41174),(47 928.9701),(48 945.1455),(49 945.8763),(50 947.699),(51 943.96606),(52 953.3157),(53 960.0351),(54 961.82245),(55 947.2791),(56 942.85724),(57 953.5164),(58 951.9278),(59 954.513),(60 952.1873),(61 951.4201),(62 957.7648),(63 967.56384),(64 966.73804),(65 972.8564),(66 977.1611),(67 963.9313),(68 962.43317),(69 949.9527),(70 955.37585),(71 951.2615),(72 950.78357),(73 956.9913),(74 952.52704),(75 950.8712),(76 944.4238),(77 943.5316),(78 951.6191),(79 954.9071),
(1 378.75992),(2 531.6599),(3 606.1059),(4 634.22784),(5 658.12085),(6 673.9601),(7 695.953),(8 713.4144),(9 720.4995),(10 738.8277),(11 742.381),(12 752.9659),(13 755.3541),(14 761.5366),(15 772.058),(16 774.42957),(17 786.81647),(18 792.2348),(19 799.61163),(20 804.9306),(21 789.00793),(22 792.4191),(23 782.739),(24 796.15985),(25 795.7441),(26 792.5819),(27 788.5353),(28 789.7618),(29 787.1967),(30 791.0635),(31 771.53625),(32 780.04596),(33 790.3595),(34 796.4044),(35 806.72943),(36 815.43286),(37 828.4022),(38 848.6947),(39 865.2529),(40 871.07336),(41 893.3808),(42 911.70074),(43 926.25195),(44 939.28827),(45 946.35266),(46 968.04736),(47 982.4407),(48 987.71594),(49 994.9706),(50 1008.6112),(51 1014.4204),(52 1021.1442),(53 1017.78314),(54 1007.2641),(55 1001.1771),(56 999.9705),(57 987.1778),(58 974.9601),(59 978.1564),(60 978.3958),(61 975.4367),(62 970.26575),(63 978.7084),(64 970.0192),(65 970.8333),(66 972.67706),(67 967.955),(68 963.89734),(69 961.8333),(70 962.58765),(71 961.248),(72 962.4157),(73 961.36975),(74 959.6137),(75 959.04364),(76 958.5567),(77 961.5073),(78 972.38934),(79 964.7074),
(1 368.71887),(2 516.48535),(3 581.09845),(4 609.95703),(5 633.32306),(6 656.4993),(7 675.5313),(8 686.6481),(9 691.06836),(10 700.47144),(11 706.16003),(12 714.5055),(13 719.3235),(14 732.0113),(15 745.04645),(16 752.4869),(17 763.9722),(18 765.5413),(19 759.0902),(20 757.7842),(21 748.4742),(22 750.3226),(23 744.5033),(24 745.2766),(25 747.9108),(26 750.47504),(27 748.0358),(28 754.1436),(29 758.5144),(30 763.86273),(31 759.2255),(32 756.65375),(33 766.1868),(34 770.193),(35 780.2201),(36 787.942),(37 804.6277),(38 821.3233),(39 834.3969),(40 836.42773),(41 849.1391),(42 875.1664),(43 879.66614),(44 880.7009),(45 887.3427),(46 900.80273),(47 911.8253),(48 923.93774),(49 932.07086),(50 929.1025),(51 936.2998),(52 933.5529),(53 924.7083),(54 921.9888),(55 916.8226),(56 915.6714),(57 909.9705),(58 902.52826),(59 904.1456),(60 905.004),(61 909.9023),(62 907.77704),(63 904.45355),(64 892.01056),(65 884.0949),(66 886.0862),(67 879.38403),(68 875.7211),(69 871.4748),(70 882.36383),(71 875.8581),(72 874.8038),(73 883.9467),(74 878.1915),(75 876.3687),(76 876.5253),(77 887.47565),(78 898.1027),(79 893.6315),
(1 362.68024),(2 511.5721),(3 573.33203),(4 594.6686),(5 619.259),(6 633.4124),(7 658.0844),(8 673.73346),(9 678.9412),(10 691.18384),(11 694.86444),(12 712.46655),(13 718.1585),(14 724.0791),(15 734.77747),(16 743.5704),(17 746.33246),(18 752.5955),(19 756.4097),(20 759.94104),(21 749.7168),(22 752.8953),(23 741.2777),(24 741.43225),(25 746.8295),(26 748.98096),(27 748.9432),(28 752.29736),(29 750.4559),(30 750.7809),(31 748.67175),(32 749.212),(33 755.2274),(34 756.9374),(35 766.4401),(36 772.11597),(37 787.1514),(38 802.82135),(39 820.7782),(40 829.58563),(41 848.9137),(42 867.6071),(43 866.37396),(44 869.3925),(45 877.6705),(46 879.97687),(47 897.34357),(48 904.67896),(49 908.0243),(50 910.79706),(51 918.1749),(52 910.2738),(53 911.0587),(54 915.33484),(55 912.4189),(56 909.6341),(57 904.46295),(58 901.1696),(59 894.9957),(60 896.5698),(61 899.72986),(62 894.589),(63 894.43445),(64 889.088),(65 889.5379),(66 891.5629),(67 889.5497),(68 882.17554),(69 879.53375),(70 879.1895),(71 876.90247),(72 876.29047),(73 877.37396),(74 884.4079),(75 881.9369),(76 886.19806),(77 896.93646),(78 904.90515),(79 900.43896),
(1 361.80563),(2 512.05505),(3 577.14404),(4 605.7572),(5 626.03),(6 645.74634),(7 661.30554),(8 679.6604),(9 686.3055),(10 700.77563),(11 711.8361),(12 727.7549),(13 729.0073),(14 745.0417),(15 749.3712),(16 746.7629),(17 754.6028),(18 757.80396),(19 753.80804),(20 757.5454),(21 746.75),(22 755.2115),(23 749.02563),(24 747.8422),(25 749.4183),(26 749.2847),(27 751.553),(28 753.21265),(29 755.2676),(30 759.0087),(31 758.4727),(32 762.17505),(33 758.08234),(34 766.3631),(35 771.6177),(36 774.3369),(37 780.76135),(38 801.42737),(39 807.75604),(40 817.0778),(41 832.04),(42 845.99146),(43 853.7781),(44 873.5507),(45 885.70374),(46 892.02386),(47 898.8658),(48 909.64197),(49 907.90985),(50 912.3402),(51 920.3562),(52 916.00555),(53 908.17334),(54 911.03406),(55 908.2773),(56 902.5344),(57 906.6603),(58 911.04456),(59 900.8245),(60 904.1432),(61 907.41724),(62 898.87665),(63 897.7963),(64 889.62836),(65 890.7163),(66 887.44946),(67 885.6036),(68 881.4563),(69 883.5119),(70 886.45917),(71 877.8648),(72 879.06085),(73 885.74756),(74 891.4542),(75 890.88245),(76 896.877),(77 904.12006),(78 911.72754),(79 908.8874),
(1 352.6241),(2 487.21414),(3 548.3825),(4 572.8432),(5 600.10785),(6 625.29504),(7 647.48004),(8 663.81635),(9 668.6709),(10 679.5062),(11 689.54736),(12 699.0253),(13 700.99506),(14 714.8387),(15 729.3591),(16 737.0739),(17 733.4966),(18 743.3944),(19 738.49164),(20 739.1871),(21 728.9085),(22 727.1323),(23 726.959),(24 732.59827),(25 744.3996),(26 737.73456),(27 733.12317),(28 732.5292),(29 737.43304),(30 739.3738),(31 736.3442),(32 739.45044),(33 746.24023),(34 751.86694),(35 751.785),(36 758.7531),(37 773.8091),(38 783.7282),(39 794.14685),(40 806.7674),(41 825.5143),(42 839.9735),(43 845.7601),(44 855.7123),(45 867.7328),(46 870.6371),(47 884.59045),(48 884.0828),(49 895.6233),(50 890.8989),(51 900.0192),(52 894.8645),(53 890.2281),(54 892.49023),(55 891.88086),(56 886.5245),(57 876.34656),(58 872.2022),(59 868.18896),(60 875.9384),(61 878.0945),(62 874.9134),(63 870.22437),(64 865.91534),(65 859.2335),(66 857.35986),(67 856.8125),(68 857.70636),(69 859.68866),(70 854.64606),(71 847.40173),(72 856.42615),(73 854.32684),(74 855.25476),(75 853.11273),(76 853.3189),(77 851.379),(78 851.6931),(79 861.37),
(1 350.7889),(2 489.91766),(3 556.61304),(4 579.1811),(5 603.1503),(6 623.8262),(7 641.9432),(8 658.2641),(9 659.8573),(10 663.9168),(11 673.50616),(12 687.53534),(13 692.96826),(14 707.3161),(15 710.94464),(16 713.1965),(17 726.32947),(18 741.4619),(19 742.1843),(20 743.87634),(21 731.8232),(22 734.1851),(23 725.9216),(24 717.77716),(25 716.4042),(26 715.11707),(27 717.0331),(28 714.7209),(29 727.00586),(30 727.8526),(31 723.67883),(32 721.2125),(33 724.4921),(34 717.6579),(35 727.5188),(36 726.0595),(37 724.4921),(38 734.0444),(39 749.447),(40 761.7181),(41 770.34326),(42 781.7161),(43 801.298),(44 814.5468),(45 826.684),(46 839.44275),(47 844.8878),(48 847.29645),(49 856.9907),(50 863.9246),(51 864.4232),(52 866.7913),(53 863.46234),(54 868.3776),(55 866.87024),(56 864.35345),(57 863.6055),(58 858.24207),(59 852.8231),(60 851.91583),(61 851.07477),(62 853.82196),(63 863.92126),(64 858.62885),(65 852.7288),(66 852.12994),(67 843.27856),(68 844.5549),(69 835.2298),(70 833.09265),(71 836.8341),(72 838.74646),(73 839.3791),(74 852.0513),(75 845.5752),(76 840.7013),(77 837.49603),(78 841.77954),(79 837.97314),
(1 340.34967),(2 479.83447),(3 536.37244),(4 558.8357),(5 583.0973),(6 605.12585),(7 630.25885),(8 638.7494),(9 643.84973),(10 653.1815),(11 657.1076),(12 664.3651),(13 670.3451),(14 683.4183),(15 691.8936),(16 701.86993),(17 711.4874),(18 717.04974),(19 718.5071),(20 713.4923),(21 698.2874),(22 695.59766),(23 696.41925),(24 698.8196),(25 689.7529),(26 689.10785),(27 698.83905),(28 698.2945),(29 705.4348),(30 701.9916),(31 692.85614),(32 701.7424),(33 701.4758),(34 703.8193),(35 716.8938),(36 716.3677),(37 715.772),(38 729.3449),(39 750.7848),(40 775.7929),(41 778.5645),(42 792.3747),(43 813.0783),(44 826.7857),(45 838.51715),(46 844.456),(47 845.95166),(48 842.8739),(49 845.9495),(50 848.749),(51 857.9704),(52 851.67303),(53 836.99927),(54 840.8839),(55 840.69006),(56 837.1548),(57 837.00183),(58 837.2248),(59 830.1307),(60 828.8725),(61 825.2032),(62 822.54297),(63 823.3829),(64 823.18134),(65 816.4459),(66 813.90045),(67 800.66925),(68 807.95233),(69 799.50977),(70 796.22076),(71 799.6925),(72 801.4617),(73 807.94806),(74 816.76825),(75 820.9706),(76 819.98),(77 821.3086),(78 827.26636),(79 823.4544),
(1 338.5335),(2 472.80118),(3 526.6716),(4 555.4332),(5 578.19366),(6 597.5874),(7 617.07446),(8 629.36365),(9 635.8118),(10 642.39417),(11 642.30444),(12 649.72076),(13 653.97076),(14 663.29846),(15 674.02783),(16 685.76306),(17 687.15356),(18 691.66986),(19 689.82544),(20 697.98224),(21 691.98804),(22 701.63666),(23 702.62006),(24 695.01),(25 686.73846),(26 694.7637),(27 706.6464),(28 700.1739),(29 701.2129),(30 693.6952),(31 692.3661),(32 695.63086),(33 709.03296),(34 714.59485),(35 714.53894),(36 708.4337),(37 711.87744),(38 730.72687),(39 749.17096),(40 767.00543),(41 766.7078),(42 779.2813),(43 789.27124),(44 800.94714),(45 807.4411),(46 816.51),(47 820.04767),(48 813.0569),(49 808.9402),(50 807.6987),(51 815.523),(52 815.5996),(53 814.25574),(54 817.79694),(55 812.0022),(56 811.3018),(57 802.8403),(58 805.9771),(59 798.47754),(60 802.6427),(61 796.02057),(62 802.1195),(63 800.2529),(64 797.7857),(65 799.3506),(66 793.37445),(67 785.59454),(68 788.1676),(69 785.44037),(70 790.1557),(71 795.4467),(72 798.4756),(73 800.59827),(74 798.79675),(75 807.5059),(76 816.3749),(77 822.0994),(78 822.5447),(79 817.8152),
(1 333.4983),(2 471.5146),(3 529.8894),(4 551.75494),(5 579.1651),(6 607.4319),(7 624.9035),(8 637.70807),(9 645.33044),(10 656.53033),(11 661.79364),(12 663.6761),(13 670.2114),(14 680.7778),(15 687.5659),(16 699.7153),(17 703.2909),(18 701.7457),(19 705.65265),(20 713.9481),(21 700.30426),(22 700.6586),(23 704.31946),(24 697.17065),(25 689.2059),(26 689.0295),(27 695.1979),(28 696.698),(29 698.9646),(30 691.72815),(31 691.4731),(32 693.23425),(33 705.453),(34 705.7013),(35 709.0979),(36 711.8799),(37 709.9769),(38 722.4158),(39 743.55206),(40 760.32916),(41 774.1874),(42 790.4479),(43 803.14136),(44 819.81036),(45 828.25653),(46 849.73505),(47 851.0703),(48 847.9817),(49 844.7912),(50 855.32764),(51 865.087),(52 864.83704),(53 857.82916),(54 852.1722),(55 844.83856),(56 840.714),(57 838.73126),(58 835.47076),(59 827.1808),(60 824.5018),(61 830.4868),(62 824.7317),(63 829.22375),(64 826.4594),(65 831.19507),(66 839.10345),(67 823.0233),(68 819.62006),(69 817.5907),(70 822.5282),(71 825.13495),(72 829.0109),(73 827.1986),(74 830.07086),(75 839.7252),(76 851.1725),(77 852.4512),(78 854.55695),(79 855.043),
(1 328.02588),(2 458.15894),(3 511.89978),(4 530.7064),(5 557.7617),(6 568.70294),(7 577.3444),(8 592.01483),(9 607.00366),(10 622.8946),(11 622.5971),(12 622.10046),(13 626.04333),(14 643.3443),(15 657.2313),(16 654.68634),(17 654.0785),(18 657.25885),(19 657.3879),(20 662.57104),(21 660.5314),(22 669.7882),(23 668.6692),(24 662.40564),(25 657.9196),(26 657.8161),(27 667.6883),(28 666.6601),(29 663.13654),(30 655.4305),(31 653.7602),(32 653.4231),(33 665.7056),(34 671.28235),(35 674.8306),(36 668.01984),(37 669.44147),(38 671.3795),(39 694.8075),(40 713.8271),(41 726.78235),(42 739.47),(43 747.345),(44 760.74536),(45 770.3763),(46 778.5779),(47 779.7628),(48 788.93427),(49 790.42535),(50 797.6699),(51 799.2978),(52 792.3242),(53 796.96564),(54 796.29175),(55 791.1711),(56 785.1132),(57 783.6344),(58 780.2029),(59 782.10846),(60 777.7595),(61 775.30286),(62 775.66046),(63 777.15497),(64 771.6389),(65 771.7122),(66 775.2546),(67 772.3362),(68 780.7179),(69 781.31),(70 772.3897),(71 772.0294),(72 768.6189),(73 778.2943),(74 773.8932),(75 777.306),(76 777.032),(77 787.97815),(78 784.97705),(79 781.6947),
(1 327.82944),(2 460.1153),(3 512.6017),(4 530.85223),(5 557.1448),(6 573.6514),(7 588.34326),(8 602.88257),(9 613.5163),(10 623.0119),(11 626.794),(12 627.8516),(13 636.0728),(14 647.60333),(15 659.4724),(16 666.96216),(17 669.8743),(18 673.178),(19 672.2469),(20 674.8309),(21 671.7225),(22 679.73694),(23 682.3204),(24 679.6161),(25 664.7818),(26 659.4699),(27 668.4),(28 670.32025),(29 678.22833),(30 677.0382),(31 679.8925),(32 674.7508),(33 686.7985),(34 688.99146),(35 692.18524),(36 687.3508),(37 685.62775),(38 685.9999),(39 705.6063),(40 718.81415),(41 725.62555),(42 741.7271),(43 755.3199),(44 760.6683),(45 764.3348),(46 777.7227),(47 783.9866),(48 789.1644),(49 790.3745),(50 792.4406),(51 785.91986),(52 783.2729),(53 782.8045),(54 780.9824),(55 772.93164),(56 770.69055),(57 774.71576),(58 774.9197),(59 766.31494),(60 768.9909),(61 758.2033),(62 753.4615),(63 759.0858),(64 751.99963),(65 756.9065),(66 756.6897),(67 760.4416),(68 759.26526),(69 757.3895),(70 753.7697),(71 755.74274),(72 756.2676),(73 757.4273),(74 764.04156),(75 768.715),(76 766.54974),(77 776.5811),(78 781.74896),(79 780.6912),
(1 316.14914),(2 450.0411),(3 509.03738),(4 531.0708),(5 561.85767),(6 575.45953),(7 587.9668),(8 606.3546),(9 619.2959),(10 622.4418),(11 621.25824),(12 621.8631),(13 627.92),(14 641.6178),(15 656.0767),(16 660.035),(17 662.6329),(18 663.27136),(19 669.98425),(20 676.0862),(21 664.3425),(22 666.72015),(23 669.41327),(24 665.96954),(25 651.8265),(26 646.55414),(27 655.64734),(28 656.4637),(29 664.20184),(30 663.70996),(31 662.4745),(32 656.3588),(33 664.393),(34 667.1944),(35 672.28253),(36 667.42957),(37 670.46063),(38 674.7618),(39 695.9649),(40 707.23334),(41 720.4993),(42 728.3631),(43 738.55646),(44 751.93036),(45 756.56964),(46 767.2952),(47 771.095),(48 780.5516),(49 777.7399),(50 777.12695),(51 777.0513),(52 780.6209),(53 784.69403),(54 775.0908),(55 771.57556),(56 776.8113),(57 775.39166),(58 770.38727),(59 772.0656),(60 777.9783),(61 778.0674),(62 777.9865),(63 782.8669),(64 770.56396),(65 768.3052),(66 769.22894),(67 778.558),(68 783.1537),(69 777.38495),(70 775.7179),(71 763.94763),(72 766.4356),(73 766.9382),(74 773.1121),(75 788.57355),(76 777.5204),(77 776.22003),(78 776.3897),(79 780.63837),
(1 310.33737),(2 438.025),(3 493.27557),(4 515.9198),(5 542.77026),(6 562.6585),(7 579.28204),(8 595.18164),(9 603.08905),(10 611.5403),(11 610.97473),(12 615.3438),(13 617.97614),(14 625.9998),(15 629.605),(16 636.33875),(17 642.3082),(18 651.3834),(19 657.8711),(20 660.94257),(21 654.90045),(22 665.04706),(23 666.5179),(24 661.53906),(25 653.2623),(26 644.73724),(27 643.7302),(28 645.8969),(29 656.65),(30 657.4159),(31 660.7307),(32 661.1658),(33 662.7038),(34 663.94336),(35 668.9592),(36 667.36786),(37 671.3053),(38 679.1823),(39 692.3104),(40 698.66815),(41 706.1915),(42 724.6824),(43 738.7959),(44 747.9254),(45 747.70013),(46 751.21765),(47 759.7775),(48 764.6071),(49 757.65967),(50 751.9375),(51 750.83344),(52 746.15247),(53 750.7901),(54 745.2709),(55 741.4819),(56 744.26196),(57 741.94653),(58 741.5237),(59 739.6536),(60 741.07227),(61 743.3814),(62 743.90173),(63 736.8054),(64 731.4203),(65 729.97577),(66 724.14813),(67 724.38),(68 730.1535),(69 729.8636),(70 736.06396),(71 742.4925),(72 740.1843),(73 744.8674),(74 742.15424),(75 746.23346),(76 749.00525),(77 753.9846),(78 755.2398),(79 753.2955),
(1 312.8615),(2 441.8532),(3 492.546),(4 516.4588),(5 538.32806),(6 560.5131),(7 572.72766),(8 582.8779),(9 601.3486),(10 614.8091),(11 613.4913),(12 620.6779),(13 624.81055),(14 628.73126),(15 635.88684),(16 640.9512),(17 648.3485),(18 652.6348),(19 656.03876),(20 670.3683),(21 668.159),(22 666.0063),(23 665.8965),(24 665.3896),(25 660.76575),(26 655.9011),(27 650.32446),(28 652.1808),(29 662.686),(30 665.33),(31 663.6613),(32 660.76276),(33 663.48376),(34 661.52576),(35 670.3477),(36 683.6001),(37 691.827),(38 688.8681),(39 689.82214),(40 698.42377),(41 712.5985),(42 729.6825),(43 749.17035),(44 753.4572),(45 758.3581),(46 762.59827),(47 766.9094),(48 777.1062),(49 772.36115),(50 773.58746),(51 771.9802),(52 771.45197),(53 775.175),(54 769.7931),(55 767.1763),(56 764.7585),(57 757.0921),(58 756.6038),(59 756.22864),(60 757.9245),(61 757.9172),(62 758.21106),(63 756.35266),(64 749.55963),(65 751.2686),(66 747.5518),(67 747.3),(68 749.9855),(69 747.4438),(70 743.4572),(71 747.23505),(72 750.0446),(73 749.01624),(74 756.60443),(75 765.0843),(76 762.952),(77 768.0492),(78 780.67487),(79 786.2648),
(1 299.59967),(2 427.84497),(3 483.3165),(4 516.92584),(5 541.371),(6 551.79517),(7 566.08386),(8 573.7732),(9 583.18),(10 598.8289),(11 596.8087),(12 605.14386),(13 612.62225),(14 615.9298),(15 613.75726),(16 615.3446),(17 620.0253),(18 624.0653),(19 630.9118),(20 640.303),(21 642.7691),(22 647.2312),(23 646.49945),(24 647.3092),(25 640.16205),(26 631.95514),(27 628.3825),(28 634.7098),(29 646.5048),(30 654.0099),(31 656.88947),(32 648.5278),(33 643.1917),(34 648.09357),(35 649.5215),(36 657.34845),(37 662.75244),(38 656.9215),(39 662.31433),(40 668.3966),(41 686.24567),(42 705.40045),(43 717.3367),(44 723.2979),(45 728.4391),(46 731.2254),(47 732.51526),(48 742.5732),(49 734.0903),(50 736.09204),(51 742.6059),(52 737.3014),(53 737.5098),(54 732.1724),(55 731.52484),(56 737.77344),(57 734.9132),(58 731.03827),(59 730.59705),(60 728.77856),(61 726.1127),(62 730.15485),(63 734.76526),(64 731.4055),(65 733.13025),(66 728.01685),(67 723.1511),(68 727.33136),(69 721.8113),(70 724.2665),(71 730.7602),(72 730.2465),(73 733.9751),(74 743.62756),(75 745.2494),(76 734.92017),(77 742.5289),(78 746.0344),(79 743.9581),
