1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 26.692497),(2 34.353073),(3 40.714966),(4 45.203583),(5 48.695786),(6 52.194725),(7 53.952965),(8 55.783577),(9 57.575993),(10 58.705814),(11 59.53305),(12 60.085815),(13 61.34541),(14 62.108418),(15 62.06621),(16 62.046562),(17 62.71061),(18 62.777344),(19 63.596184),(20 63.9896),(21 64.59178),(22 65.03009),(23 64.904335),(24 65.18016),(25 66.34921),(26 66.96646),(27 66.76659),(28 67.365456),(29 67.54344),(30 68.240074),(31 67.22343),(32 66.68906),(33 66.6587),(34 66.049065),(35 65.65466),(36 65.16435),(37 65.34502),(38 65.83382),(39 64.65754),(40 64.389145),(41 63.94927),(42 63.941982),(43 64.44106),(44 64.19081),(45 64.34104),(46 64.63805),(47 64.535126),(48 64.4694),(49 65.19805),(50 65.4424),(51 64.58275),(52 64.60584),(53 65.086334),(54 65.57109),(55 65.498695),(56 64.97164),(57 65.23376),(58 65.10307),(59 64.85859),(60 64.82687),(61 65.04652),(62 64.9434),(63 64.50932),(64 64.674255),(65 65.137856),(66 65.56174),(67 65.11965),(68 65.10368),(69 65.609146),(70 65.20012),(71 65.41759),(72 65.43639),(73 66.733635),(74 66.72422),(75 65.684105),(76 65.10506),(77 65.48816),(78 65.19913),(79 66.19372),
(1 26.787317),(2 34.922886),(3 41.437923),(4 45.609596),(5 48.8841),(6 51.949158),(7 53.881798),(8 55.772133),(9 57.24025),(10 58.17216),(11 58.893997),(12 59.49032),(13 60.33789),(14 61.142994),(15 60.91065),(16 60.92115),(17 61.109974),(18 61.708435),(19 62.11242),(20 62.649364),(21 63.208145),(22 63.686626),(23 64.061386),(24 63.796246),(25 64.68112),(26 65.094),(27 65.102905),(28 65.20915),(29 65.4728),(30 65.85942),(31 64.90461),(32 64.02931),(33 63.646248),(34 63.07254),(35 62.798717),(36 62.533783),(37 62.73477),(38 63.283993),(39 62.397373),(40 62.421474),(41 62.433167),(42 62.47233),(43 62.002357),(44 62.042747),(45 62.536446),(46 63.027203),(47 62.56685),(48 62.639675),(49 62.883442),(50 63.4666),(51 62.899937),(52 63.230984),(53 62.97439),(54 63.321053),(55 63.207165),(56 62.852856),(57 63.20813),(58 63.16561),(59 62.843784),(60 62.781612),(61 62.97507),(62 63.427597),(63 62.956867),(64 62.964054),(65 63.64896),(66 63.96697),(67 63.813713),(68 63.619545),(69 63.980278),(70 63.903133),(71 63.84729),(72 64.06622),(73 65.3605),(74 65.5521),(75 64.69822),(76 64.24605),(77 64.68669),(78 64.70451),(79 64.859055),
(1 26.306498),(2 33.76952),(3 39.608715),(4 43.778893),(5 47.694153),(6 51.16037),(7 53.534416),(8 55.618374),(9 57.056725),(10 57.725037),(11 58.558887),(12 59.131557),(13 60.713745),(14 62.064545),(15 61.748894),(16 62.186665),(17 63.04258),(18 63.613716),(19 64.08232),(20 64.47927),(21 65.271935),(22 65.915184),(23 66.48586),(24 66.57181),(25 67.05617),(26 67.3896),(27 66.8662),(28 66.84368),(29 66.79593),(30 66.31394),(31 65.6627),(32 64.62501),(33 64.48477),(34 63.974403),(35 63.408073),(36 62.933945),(37 63.74313),(38 64.129036),(39 63.40565),(40 63.547615),(41 63.56219),(42 63.80109),(43 63.297363),(44 63.13049),(45 63.583897),(46 63.537453),(47 63.05132),(48 62.90256),(49 63.560463),(50 63.342186),(51 62.63827),(52 62.39702),(53 62.850723),(54 62.511272),(55 61.641167),(56 61.507206),(57 61.95854),(58 61.319138),(59 62.13837),(60 61.427658),(61 61.69191),(62 62.27364),(63 61.61184),(64 61.627243),(65 62.503094),(66 62.541397),(67 62.881557),(68 62.919456),(69 63.363064),(70 63.381058),(71 63.139637),(72 62.70218),(73 63.472733),(74 63.82338),(75 62.967655),(76 62.715424),(77 62.78993),(78 62.571598),(79 63.364326),
(1 26.505796),(2 34.42399),(3 40.25236),(4 43.727764),(5 47.33434),(6 50.16875),(7 52.172672),(8 53.812504),(9 55.328987),(10 56.485962),(11 57.11318),(12 57.41574),(13 58.576916),(14 59.601177),(15 59.737583),(16 60.12117),(17 61.038067),(18 61.478714),(19 61.670143),(20 62.054314),(21 62.555065),(22 63.00062),(23 62.757),(24 63.386898),(25 64.53253),(26 64.88679),(27 65.31593),(28 65.67867),(29 66.20844),(30 66.355385),(31 66.13868),(32 65.775246),(33 65.87708),(34 65.43983),(35 65.27655),(36 64.82181),(37 65.60437),(38 65.86456),(39 65.025444),(40 64.88241),(41 65.1861),(42 65.05698),(43 64.6131),(44 64.342155),(45 64.970924),(46 65.0703),(47 64.85533),(48 64.371475),(49 64.66919),(50 64.40002),(51 63.524944),(52 63.141167),(53 63.55243),(54 63.496956),(55 63.19663),(56 63.15486),(57 63.475056),(58 63.266357),(59 63.48252),(60 63.117947),(61 63.211243),(62 64.01997),(63 63.481),(64 63.64235),(65 64.21343),(66 64.278564),(67 64.06887),(68 63.22253),(69 63.504253),(70 63.532322),(71 63.43617),(72 63.565063),(73 64.394264),(74 64.64529),(75 63.64533),(76 63.13745),(77 62.83037),(78 63.135883),(79 64.12323),
(1 26.753714),(2 34.45936),(3 40.55524),(4 44.885105),(5 48.60936),(6 51.478977),(7 53.411034),(8 55.39601),(9 57.02496),(10 58.21669),(11 59.16161),(12 59.903362),(13 61.114445),(14 61.904266),(15 62.057926),(16 62.55681),(17 63.416813),(18 63.17463),(19 63.64592),(20 63.88732),(21 64.67594),(22 65.74728),(23 66.23136),(24 66.63966),(25 67.66905),(26 68.391525),(27 68.14459),(28 68.51735),(29 68.72862),(30 67.83248),(31 67.43453),(32 66.64255),(33 65.78367),(34 65.62793),(35 65.07641),(36 65.36003),(37 65.55265),(38 65.64353),(39 64.36828),(40 64.01054),(41 64.51013),(42 65.07056),(43 64.48033),(44 63.867466),(45 64.43276),(46 63.987072),(47 63.541763),(48 63.470505),(49 64.14013),(50 63.577614),(51 62.76464),(52 62.56597),(53 62.827457),(54 62.83631),(55 62.33103),(56 62.122845),(57 62.419445),(58 62.22463),(59 62.241787),(60 62.11099),(61 62.517452),(62 62.820366),(63 62.89967),(64 63.107548),(65 63.814716),(66 63.574276),(67 63.694077),(68 63.52326),(69 64.29877),(70 64.418495),(71 64.480095),(72 63.840992),(73 64.664055),(74 64.607056),(75 63.72026),(76 64.07772),(77 63.65296),(78 63.706253),(79 64.877846),
(1 26.38333),(2 33.7465),(3 40.232353),(4 44.403503),(5 48.190025),(6 51.059673),(7 53.920788),(8 55.78747),(9 57.22679),(10 58.202507),(11 59.1346),(12 59.749577),(13 61.235928),(14 62.324196),(15 62.38705),(16 62.63158),(17 63.130207),(18 63.877125),(19 64.88135),(20 64.24504),(21 64.825645),(22 65.01183),(23 65.62218),(24 65.85642),(25 66.805786),(26 66.924126),(27 66.814415),(28 67.15074),(29 66.894226),(30 66.59028),(31 65.82476),(32 64.718155),(33 63.92538),(34 63.711838),(35 63.184906),(36 63.961845),(37 64.8052),(38 65.36458),(39 65.08205),(40 64.96041),(41 65.15791),(42 65.4866),(43 65.10866),(44 65.16219),(45 65.44731),(46 65.54984),(47 64.88154),(48 65.282555),(49 65.04834),(50 64.727325),(51 64.28101),(52 64.123375),(53 63.90099),(54 63.83182),(55 63.758266),(56 63.38882),(57 63.780487),(58 64.38165),(59 63.92434),(60 63.74512),(61 63.67244),(62 63.78644),(63 63.037636),(64 63.510326),(65 64.554474),(66 64.36777),(67 64.28944),(68 64.11235),(69 64.7836),(70 64.96674),(71 64.8872),(72 65.06684),(73 65.61813),(74 65.17263),(75 64.496994),(76 63.986546),(77 64.12092),(78 63.9537),(79 64.49601),
(1 26.15118),(2 33.89184),(3 40.366867),(4 44.673878),(5 48.13202),(6 50.780567),(7 53.275383),(8 54.93556),(9 57.020874),(10 58.18175),(11 58.31509),(12 58.727104),(13 60.159843),(14 61.11546),(15 61.50003),(16 61.530945),(17 62.024864),(18 62.202538),(19 62.424053),(20 62.259274),(21 63.063053),(22 63.709915),(23 63.676907),(24 64.15735),(25 65.02051),(26 66.08718),(27 65.979256),(28 66.27781),(29 66.20101),(30 66.14814),(31 64.97136),(32 64.817986),(33 64.75666),(34 64.77829),(35 64.50214),(36 64.626724),(37 65.68496),(38 66.19707),(39 65.77081),(40 65.613785),(41 65.87149),(42 65.90525),(43 65.55268),(44 65.53391),(45 65.721954),(46 65.716446),(47 65.71335),(48 65.59624),(49 65.93181),(50 65.916306),(51 65.92751),(52 65.63314),(53 64.725426),(54 64.29756),(55 64.111496),(56 63.68777),(57 64.08176),(58 64.082375),(59 63.899162),(60 63.78408),(61 63.835155),(62 64.18399),(63 63.61546),(64 64.31539),(65 65.01199),(66 64.7952),(67 64.97629),(68 64.74066),(69 65.1551),(70 65.07331),(71 64.52378),(72 63.853172),(73 65.088615),(74 65.72348),(75 65.027466),(76 64.23987),(77 64.44345),(78 64.59765),(79 64.34892),
(1 25.914415),(2 33.577698),(3 39.176506),(4 43.421097),(5 47.388077),(6 50.204807),(7 52.677452),(8 54.39124),(9 55.850327),(10 56.865425),(11 58.236687),(12 58.91409),(13 59.432037),(14 61.156944),(15 61.510143),(16 62.15297),(17 62.334953),(18 63.005245),(19 63.072006),(20 62.79289),(21 63.47314),(22 63.20439),(23 63.05597),(24 63.375294),(25 64.44881),(26 64.6952),(27 64.67818),(28 64.875565),(29 64.617256),(30 64.65121),(31 64.02941),(32 63.390766),(33 62.536045),(34 61.879814),(35 61.153778),(36 61.39386),(37 62.31599),(38 62.438293),(39 62.26589),(40 62.075836),(41 62.012413),(42 62.21965),(43 62.45634),(44 62.807346),(45 62.28512),(46 62.061142),(47 62.02158),(48 61.651497),(49 61.604866),(50 61.638416),(51 61.820206),(52 61.51052),(53 61.15656),(54 60.824417),(55 60.742245),(56 60.59632),(57 60.679623),(58 61.330975),(59 61.174988),(60 61.149788),(61 61.05854),(62 61.31849),(63 61.515152),(64 61.862568),(65 62.710247),(66 62.392864),(67 62.546307),(68 62.570095),(69 62.79664),(70 63.21871),(71 62.512856),(72 62.91171),(73 63.96686),(74 63.966496),(75 62.918404),(76 62.56862),(77 62.949013),(78 63.229607),(79 63.407837),
(1 25.905262),(2 33.973083),(3 39.84595),(4 43.558727),(5 47.202526),(6 50.411827),(7 52.950466),(8 54.57708),(9 56.00497),(10 57.021996),(11 58.015636),(12 58.819084),(13 60.49087),(14 61.91793),(15 62.429977),(16 62.4197),(17 62.97986),(18 63.52184),(19 63.558784),(20 62.910225),(21 63.26609),(22 63.34337),(23 63.47629),(24 64.09828),(25 64.97804),(26 65.21468),(27 65.02748),(28 65.16583),(29 64.738365),(30 65.43727),(31 64.79337),(32 64.02257),(33 63.588203),(34 63.11124),(35 62.447456),(36 62.7897),(37 63.530464),(38 63.2972),(39 63.22417),(40 62.772022),(41 63.037056),(42 63.010857),(43 63.182823),(44 62.808983),(45 63.1066),(46 63.382477),(47 63.180237),(48 63.13691),(49 63.294197),(50 63.016655),(51 62.912243),(52 62.126892),(53 61.679573),(54 60.91496),(55 60.803356),(56 60.87083),(57 61.38782),(58 61.56048),(59 61.350925),(60 61.25766),(61 61.68417),(62 61.94807),(63 61.841743),(64 62.257786),(65 62.977398),(66 62.837067),(67 62.97005),(68 62.256954),(69 62.79871),(70 62.937683),(71 62.771706),(72 62.61642),(73 63.24488),(74 63.615986),(75 62.74371),(76 62.07043),(77 62.720013),(78 62.457985),(79 62.607445),
(1 25.651728),(2 33.538506),(3 39.45508),(4 43.67148),(5 47.515965),(6 50.15707),(7 52.36398),(8 53.910374),(9 55.816093),(10 56.832157),(11 57.604427),(12 57.919857),(13 59.377518),(14 60.47559),(15 60.905315),(16 61.56686),(17 61.924442),(18 61.858936),(19 61.957966),(20 61.992146),(21 62.782425),(22 62.949867),(23 62.973248),(24 63.771397),(25 64.28651),(26 64.80459),(27 65.03095),(28 65.8377),(29 65.87439),(30 65.36689),(31 64.57831),(32 63.651978),(33 63.484554),(34 63.252224),(35 62.693314),(36 63.085922),(37 63.66652),(38 64.0472),(39 63.902443),(40 63.409126),(41 63.47669),(42 62.90362),(43 63.0674),(44 62.852375),(45 63.199165),(46 63.084774),(47 63.12523),(48 62.550564),(49 63.55133),(50 63.222027),(51 62.51674),(52 62.465736),(53 62.32856),(54 62.753304),(55 62.64216),(56 62.499577),(57 62.760853),(58 62.7993),(59 62.87057),(60 62.895836),(61 63.054646),(62 62.891052),(63 62.215775),(64 62.66739),(65 63.04104),(66 62.648384),(67 62.359715),(68 61.821583),(69 62.433758),(70 62.354218),(71 61.84777),(72 62.31388),(73 63.28568),(74 63.80089),(75 62.67532),(76 62.442036),(77 62.181835),(78 62.71354),(79 63.316654),
(1 25.68021),(2 33.27681),(3 39.10347),(4 42.895325),(5 47.236725),(6 49.742542),(7 51.803944),(8 52.87101),(9 54.786594),(10 55.77185),(11 56.627884),(12 57.58944),(13 59.28532),(14 60.41653),(15 60.71577),(16 60.476166),(17 60.666992),(18 61.130096),(19 61.26089),(20 61.81338),(21 62.108833),(22 63.094982),(23 62.890472),(24 63.038593),(25 63.61901),(26 64.285225),(27 63.99203),(28 63.935894),(29 63.89684),(30 63.595734),(31 63.15861),(32 62.57274),(33 63.03008),(34 61.923008),(35 61.37212),(36 61.083027),(37 60.974274),(38 61.409096),(39 61.424026),(40 60.913277),(41 61.194717),(42 61.12385),(43 61.052452),(44 60.733612),(45 61.72507),(46 61.1847),(47 61.170746),(48 60.673336),(49 61.45674),(50 61.469055),(51 61.22941),(52 61.574554),(53 61.32652),(54 61.91888),(55 61.868267),(56 61.639973),(57 61.949196),(58 61.37414),(59 61.28877),(60 61.57077),(61 61.9145),(62 61.980114),(63 61.490322),(64 62.259262),(65 62.64287),(66 62.511868),(67 62.652935),(68 62.309296),(69 62.361427),(70 62.36859),(71 61.8244),(72 61.551426),(73 62.583145),(74 63.0887),(75 62.34494),(76 61.658886),(77 61.88549),(78 61.57473),(79 62.227512),
(1 25.7012),(2 33.16023),(3 38.94976),(4 42.873577),(5 46.513023),(6 49.737617),(7 52.258144),(8 54.14501),(9 55.113094),(10 56.136295),(11 57.125225),(12 58.026993),(13 59.500275),(14 60.54372),(15 61.43195),(16 61.710243),(17 62.19347),(18 63.327858),(19 64.01041),(20 63.492355),(21 64.09673),(22 64.41309),(23 64.9921),(24 65.48903),(25 66.140945),(26 66.17903),(27 65.61317),(28 65.62002),(29 65.40128),(30 65.20046),(31 64.27416),(32 63.386364),(33 62.824593),(34 62.6589),(35 62.046566),(36 61.97165),(37 62.033234),(38 62.621407),(39 61.814392),(40 61.717926),(41 61.614346),(42 61.66396),(43 61.553234),(44 61.682995),(45 61.937088),(46 61.597145),(47 61.5091),(48 61.56199),(49 61.654186),(50 61.597073),(51 61.440216),(52 61.646473),(53 61.71314),(54 61.617687),(55 61.474216),(56 61.069756),(57 61.11547),(58 60.872032),(59 61.165386),(60 61.27473),(61 61.479057),(62 61.8584),(63 62.1491),(64 62.39991),(65 62.6268),(66 62.386604),(67 61.82361),(68 61.971737),(69 62.006664),(70 61.924335),(71 61.626175),(72 61.734802),(73 62.27493),(74 62.25504),(75 61.80619),(76 61.24568),(77 61.518124),(78 61.954117),(79 62.348717),
(1 25.386509),(2 32.898136),(3 39.1391),(4 42.721256),(5 46.480927),(6 49.28672),(7 51.797462),(8 53.665565),(9 54.9796),(10 56.256428),(11 56.404728),(12 57.41363),(13 58.445045),(14 60.135006),(15 60.0756),(16 60.674313),(17 61.133232),(18 61.341152),(19 62.022533),(20 62.11455),(21 62.83548),(22 62.647472),(23 62.886353),(24 63.073795),(25 64.00623),(26 64.86377),(27 64.71007),(28 65.230705),(29 65.94442),(30 66.15084),(31 65.580185),(32 65.04395),(33 64.8774),(34 64.628525),(35 64.378716),(36 63.945408),(37 63.85463),(38 63.77915),(39 63.34895),(40 62.96549),(41 63.180943),(42 62.67716),(43 62.51589),(44 62.46013),(45 62.916996),(46 62.850346),(47 62.751392),(48 62.385975),(49 62.77684),(50 62.59495),(51 62.09792),(52 62.240402),(53 61.409756),(54 61.70265),(55 61.336002),(56 60.935417),(57 60.90876),(58 60.923607),(59 60.602432),(60 60.930424),(61 61.436646),(62 61.639053),(63 61.81755),(64 62.33366),(65 62.99413),(66 62.660225),(67 62.696823),(68 62.809082),(69 62.612514),(70 63.025967),(71 62.748573),(72 62.983074),(73 63.71839),(74 63.94887),(75 62.98362),(76 62.627018),(77 62.53314),(78 62.499397),(79 63.08135),
(1 25.808277),(2 33.199482),(3 39.137775),(4 43.728855),(5 46.96227),(6 50.07673),(7 52.50626),(8 54.557213),(9 55.9313),(10 56.976658),(11 57.835915),(12 58.826862),(13 59.293316),(14 60.337357),(15 60.5721),(16 61.263184),(17 62.203712),(18 62.944237),(19 63.308395),(20 63.3489),(21 63.327007),(22 63.750385),(23 64.090614),(24 64.508224),(25 65.02932),(26 65.66704),(27 65.45266),(28 65.45437),(29 65.94146),(30 65.89949),(31 65.18355),(32 64.6334),(33 64.039635),(34 64.2502),(35 63.64624),(36 63.704628),(37 64.32416),(38 64.17441),(39 63.214523),(40 63.422108),(41 63.96841),(42 63.69687),(43 63.70368),(44 63.272617),(45 63.275654),(46 63.366623),(47 63.638916),(48 63.29128),(49 63.070175),(50 62.939423),(51 62.07626),(52 62.32924),(53 62.334488),(54 61.89076),(55 62.064457),(56 62.25145),(57 62.931786),(58 62.438198),(59 62.065968),(60 62.24478),(61 62.529724),(62 63.151825),(63 63.032646),(64 63.409286),(65 64.32018),(66 64.179344),(67 63.79345),(68 63.8539),(69 63.80957),(70 63.626328),(71 63.575787),(72 63.229942),(73 63.370945),(74 63.744816),(75 62.46712),(76 61.839375),(77 61.529114),(78 61.49449),(79 61.961647),
(1 25.00903),(2 32.208256),(3 37.896397),(4 42.15003),(5 45.50015),(6 48.79232),(7 50.891617),(8 52.805782),(9 54.700912),(10 55.765007),(11 56.49594),(12 56.942528),(13 58.564278),(14 59.69919),(15 60.15884),(16 60.95143),(17 61.081573),(18 61.775894),(19 62.07679),(20 62.87666),(21 63.86),(22 63.90429),(23 64.20835),(24 64.16799),(25 64.672516),(26 65.32047),(27 64.76356),(28 64.22563),(29 64.255806),(30 64.193085),(31 63.08772),(32 62.460636),(33 61.83239),(34 61.827435),(35 61.366467),(36 61.569805),(37 61.90505),(38 61.951923),(39 61.3),(40 60.847076),(41 60.70514),(42 60.096073),(43 59.90325),(44 60.08657),(45 60.400352),(46 59.591434),(47 60.008038),(48 59.648495),(49 60.43793),(50 60.65998),(51 59.99482),(52 60.129345),(53 59.72695),(54 59.050423),(55 59.373825),(56 59.472282),(57 59.51452),(58 59.818573),(59 60.09987),(60 60.19879),(61 60.389465),(62 60.89885),(63 60.592537),(64 60.77451),(65 61.979263),(66 61.534245),(67 61.45593),(68 61.574215),(69 61.66022),(70 61.362164),(71 61.385105),(72 61.514244),(73 61.635735),(74 62.546154),(75 61.83438),(76 61.282616),(77 61.32132),(78 61.11546),(79 60.857418),
(1 25.507996),(2 33.079247),(3 39.06058),(4 42.89275),(5 46.094547),(6 49.09419),(7 50.908978),(8 52.794247),(9 54.354347),(10 56.052837),(11 56.609406),(12 57.199924),(13 57.634502),(14 59.01768),(15 59.098354),(16 59.576824),(17 59.48259),(18 60.067356),(19 60.662766),(20 60.8692),(21 61.481945),(22 61.963364),(23 62.10872),(24 62.403877),(25 63.391747),(26 64.090836),(27 63.546303),(28 63.63529),(29 63.671288),(30 63.674164),(31 62.773945),(32 62.328716),(33 61.501984),(34 61.663914),(35 61.05297),(36 60.84946),(37 61.6849),(38 61.530083),(39 60.935974),(40 60.54565),(41 60.84966),(42 60.919415),(43 60.784313),(44 60.54454),(45 60.561337),(46 60.37691),(47 60.536358),(48 60.14499),(49 61.08647),(50 60.874226),(51 60.70074),(52 60.720737),(53 60.58095),(54 61.05245),(55 60.757164),(56 60.791344),(57 60.870487),(58 60.820847),(59 60.774757),(60 60.624847),(61 60.756832),(62 60.8497),(63 60.77167),(64 60.691372),(65 61.536842),(66 61.42557),(67 61.013123),(68 60.756344),(69 60.978905),(70 61.022434),(71 60.77919),(72 60.865784),(73 61.749737),(74 62.08858),(75 61.337696),(76 61.15294),(77 60.97368),(78 61.077785),(79 61.311363),
(1 25.021944),(2 31.880932),(3 37.84446),(4 41.8343),(5 45.44797),(6 48.545425),(7 50.34726),(8 51.781548),(9 54.04601),(10 55.680973),(11 56.347187),(12 57.387688),(13 57.99368),(14 59.267742),(15 59.936607),(16 60.158966),(17 60.228214),(18 60.813484),(19 61.30548),(20 61.29032),(21 61.84911),(22 61.314472),(23 62.075165),(24 62.249924),(25 62.779716),(26 63.49884),(27 63.73835),(28 63.92366),(29 63.45444),(30 63.49912),(31 62.312428),(32 61.684723),(33 61.43238),(34 61.612812),(35 60.99563),(36 60.883415),(37 61.570763),(38 62.147297),(39 61.3283),(40 60.865417),(41 60.86174),(42 60.278835),(43 60.1555),(44 60.675793),(45 60.612637),(46 60.1862),(47 60.089092),(48 60.62329),(49 61.351883),(50 61.317665),(51 60.911148),(52 60.93968),(53 60.734055),(54 59.82156),(55 59.732353),(56 59.52871),(57 59.742935),(58 59.586803),(59 59.914703),(60 59.64721),(61 59.633312),(62 59.904514),(63 59.878613),(64 59.805473),(65 60.467068),(66 59.897163),(67 59.55842),(68 59.449837),(69 60.124813),(70 60.039097),(71 59.523964),(72 59.285378),(73 59.963406),(74 60.558037),(75 60.331253),(76 59.80099),(77 59.76245),(78 60.080437),(79 60.236126),
(1 24.986942),(2 32.146584),(3 37.93182),(4 41.521095),(5 44.778004),(6 47.68377),(7 49.976383),(8 51.63868),(9 53.147667),(10 54.432533),(11 55.511898),(12 55.991028),(13 56.776985),(14 58.373592),(15 59.152596),(16 59.369865),(17 59.81663),(18 59.946255),(19 60.592056),(20 60.866364),(21 61.92828),(22 62.069206),(23 62.331806),(24 62.14111),(25 62.794228),(26 63.388443),(27 63.60852),(28 63.22672),(29 63.321144),(30 62.387226),(31 61.553387),(32 60.34888),(33 59.66198),(34 59.200806),(35 58.68318),(36 58.518963),(37 59.502125),(38 60.097874),(39 59.421078),(40 59.319958),(41 59.498108),(42 58.4121),(43 58.636955),(44 58.845142),(45 59.247814),(46 59.029114),(47 59.385555),(48 59.53154),(49 59.73923),(50 60.084946),(51 59.73304),(52 59.79576),(53 59.346355),(54 59.776794),(55 59.691612),(56 59.434093),(57 59.39451),(58 59.3126),(59 59.46596),(60 58.95623),(61 58.895195),(62 59.688324),(63 59.35725),(64 59.47924),(65 60.373444),(66 59.533573),(67 59.446274),(68 59.640224),(69 59.813572),(70 60.029636),(71 59.764496),(72 60.166924),(73 61.102985),(74 61.33029),(75 60.532135),(76 60.28455),(77 59.665924),(78 59.738216),(79 59.962444),
