1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 7861214.5),(2 21833982),(3 35483744),(4 45860908),(5 55228384),(6 65683932),(7 76164820),(8 85062080),(9 92790710),(10 98602110),(11 103470980),(12 109460960),(13 115061470),(14 124308630),(15 132107070),(16 137663790),(17 143762450),(18 155062480),(19 169644180),(20 185143550),(21 199184900),(22 206434690),(23 216017920),(24 223307520),(25 237907600),(26 248861360),(27 262888620),(28 270385280),(29 299769570),(30 321341600),(31 346915230),(32 361444770),(33 376326370),(34 390330140),(35 407511200),(36 425846620),(37 441378050),(38 455657340),(39 465452540),(40 472933380),(41 477898400),(42 483926300),(43 490583680),(44 494961920),(45 503585820),(46 507327520),(47 504429980),(48 504625660),(49 503832220),(50 495177820),(51 487744600),(52 481288030),(53 471530340),(54 462604400),(55 454043800),(56 440695330),(57 434694900),(58 427480700),(59 417374080),(60 410466340),(61 402463400),(62 390546600),(63 381680260),(64 375780830),(65 372884700),(66 362265250),(67 354045400),(68 348278370),(69 342234000),(70 334843360),(71 327392160),(72 320949120),(73 318057300),(74 316190560),(75 318001120),(76 319048130),(77 324139000),(78 319197800),(79 322623870),
(1 7652658.5),(2 22717866),(3 40975404),(4 58215188),(5 72996570),(6 89834540),(7 108583420),(8 125072104),(9 138570050),(10 152725380),(11 165453360),(12 176150530),(13 186990380),(14 198759550),(15 206163020),(16 212388340),(17 220454910),(18 229859580),(19 239346130),(20 243095200),(21 244602420),(22 245755440),(23 245135900),(24 240622820),(25 232103120),(26 221598240),(27 212853300),(28 202209060),(29 200833310),(30 201191230),(31 200887470),(32 200765340),(33 201836320),(34 205065780),(35 207988580),(36 211725920),(37 215272290),(38 222425650),(39 229176880),(40 233617970),(41 237531550),(42 243393250),(43 243764450),(44 243460380),(45 246378080),(46 251543580),(47 255618640),(48 262578780),(49 269717820),(50 274488300),(51 278087330),(52 278769380),(53 274369540),(54 272046820),(55 266002340),(56 252926460),(57 243935740),(58 236773580),(59 227014860),(60 217437820),(61 209642850),(62 203298100),(63 199694930),(64 200311000),(65 205155300),(66 210535900),(67 216439500),(68 222110880),(69 227094350),(70 227455400),(71 225624370),(72 221284050),(73 214669520),(74 207954080),(75 201961180),(76 197725620),(77 197844350),(78 193493010),(79 194732370),
(1 6639563.5),(2 18521104),(3 32121906),(4 45685100),(5 59939090),(6 73705220),(7 86193656),(8 96855260),(9 107179000),(10 115524184),(11 125011200),(12 131493790),(13 135895630),(14 141399420),(15 146838110),(16 149468590),(17 152471790),(18 156299650),(19 156045780),(20 156174130),(21 157049500),(22 156208240),(23 155652060),(24 153753870),(25 153466780),(26 147771120),(27 142537810),(28 136599280),(29 131868760),(30 130462680),(31 128685950),(32 130267240),(33 130187416),(34 133830050),(35 138292020),(36 144680560),(37 153640460),(38 165243630),(39 174219020),(40 179375790),(41 185104780),(42 188428930),(43 190702930),(44 192647470),(45 197215100),(46 201743620),(47 204643890),(48 207724080),(49 212048370),(50 214444720),(51 213548210),(52 214735490),(53 212050750),(54 207202240),(55 202369040),(56 198043500),(57 193176020),(58 187790260),(59 180572370),(60 176308600),(61 170074830),(62 165539980),(63 164563220),(64 166839600),(65 172135300),(66 177279170),(67 182305900),(68 183142000),(69 182429890),(70 178462060),(71 173821570),(72 169099540),(73 164419220),(74 161595120),(75 158361140),(76 154217490),(77 153251660),(78 148752060),(79 147472080),
(1 8033481),(2 23478150),(3 42631376),(4 61682516),(5 77463260),(6 90564410),(7 103289250),(8 113282830),(9 120429770),(10 125443730),(11 128946700),(12 129335864),(13 129439690),(14 131733010),(15 131280540),(16 131774936),(17 134177624),(18 135805040),(19 134568580),(20 134280740),(21 134347490),(22 134766980),(23 133439190),(24 131531680),(25 129067176),(26 122980260),(27 116468510),(28 111447704),(29 109481720),(30 107696740),(31 103778700),(32 104074200),(33 104058720),(34 103019064),(35 104789976),(36 105022850),(37 106485700),(38 106665930),(39 104907170),(40 103889880),(41 104840630),(42 107592904),(43 114603360),(44 125068360),(45 135077490),(46 142406350),(47 149317700),(48 155908640),(49 159364740),(50 162798600),(51 164653970),(52 166195360),(53 165986830),(54 165884340),(55 165922740),(56 161943920),(57 157252750),(58 152454020),(59 147967620),(60 144459950),(61 141580720),(62 137675520),(63 135901020),(64 134916860),(65 133636040),(66 131467350),(67 131799540),(68 132819100),(69 133612260),(70 132533620),(71 130357900),(72 128346536),(73 128077680),(74 129670616),(75 131357950),(76 132360860),(77 134583730),(78 131954530),(79 132281400),
(1 7425891),(2 20852282),(3 37236108),(4 54250556),(5 68471864),(6 80621450),(7 88823816),(8 93568610),(9 94283830),(10 93322960),(11 91510424),(12 89183700),(13 87154950),(14 87067464),(15 87704410),(16 87021660),(17 85964580),(18 82780080),(19 81352200),(20 84101660),(21 87955576),(22 92114410),(23 96071016),(24 97616000),(25 99917176),(26 104289510),(27 105430220),(28 107109020),(29 106496080),(30 103135720),(31 95898460),(32 88199440),(33 83999570),(34 79583270),(35 77125640),(36 76605144),(37 75572410),(38 73178984),(39 70463170),(40 67378940),(41 64813530),(42 63570820),(43 67377980),(44 71239640),(45 75099190),(46 79879624),(47 83731100),(48 86874520),(49 88082610),(50 88631260),(51 89719760),(52 90950536),(53 92340250),(54 92952376),(55 93627960),(56 91950230),(57 89968480),(58 86562530),(59 83546250),(60 83845330),(61 88637730),(62 91894760),(63 94845640),(64 97227980),(65 97494470),(66 96021816),(67 95485790),(68 96296730),(69 98199890),(70 101658090),(71 105227730),(72 108336950),(73 112062070),(74 115688970),(75 116770584),(76 117457760),(77 117436600),(78 117882530),(79 116877690),
(1 9748222),(2 26340506),(3 45482040),(4 62405930),(5 75359784),(6 84178100),(7 86932430),(8 84748400),(9 83268664),(10 82490510),(11 78832616),(12 78005680),(13 77694380),(14 77451690),(15 77321600),(16 76164500),(17 73796270),(18 72321050),(19 71629720),(20 72544510),(21 73414616),(22 74113650),(23 74928136),(24 77053720),(25 74966250),(26 75404430),(27 74531010),(28 73021416),(29 70776530),(30 68740210),(31 68020630),(32 63661290),(33 63579864),(34 65342710),(35 68638344),(36 72535064),(37 72865520),(38 70016310),(39 65956532),(40 64237184),(41 61139776),(42 59723810),(43 59581300),(44 62389876),(45 64030210),(46 67744110),(47 70587410),(48 71599380),(49 72115416),(50 72125790),(51 71550570),(52 70615210),(53 70932400),(54 73035290),(55 75957610),(56 79654936),(57 79041750),(58 75220240),(59 70609970),(60 68397340),(61 71338350),(62 73640904),(63 76032530),(64 77635820),(65 76605590),(66 74172330),(67 75076650),(68 79229040),(69 85743960),(70 93707860),(71 99444910),(72 102171240),(73 101658130),(74 100563620),(75 99480490),(76 97295220),(77 91928130),(78 90081460),(79 89150190),
(1 7925542),(2 22146952),(3 35508760),(4 44723190),(5 50587228),(6 53701980),(7 55759230),(8 55914024),(9 56035516),(10 56766016),(11 56827390),(12 55448510),(13 54110600),(14 52530476),(15 49824136),(16 48414316),(17 47926620),(18 48440690),(19 52320590),(20 56521680),(21 58220324),(22 55298620),(23 53887240),(24 52523132),(25 51705984),(26 55131664),(27 59824084),(28 63773764),(29 65765036),(30 64650492),(31 59494424),(32 57628110),(33 58747970),(34 60994332),(35 63204252),(36 59197308),(37 54760556),(38 51418644),(39 52565040),(40 55124156),(41 55817616),(42 56453532),(43 55603730),(44 53644348),(45 51644224),(46 51515772),(47 53258692),(48 55218544),(49 54976390),(50 50874160),(51 46348176),(52 43372372),(53 40982204),(54 42070164),(55 44817596),(56 47440420),(57 47741676),(58 46567444),(59 47219820),(60 48947964),(61 48663896),(62 52515092),(63 56131270),(64 58289244),(65 58803320),(66 58891050),(67 59237256),(68 58933880),(69 58926576),(70 58990424),(71 58727030),(72 58780470),(73 57456770),(74 56500690),(75 56083656),(76 55524884),(77 53315284),(78 53621064),(79 53185948),
(1 6247762.5),(2 16282829),(3 25017060),(4 30831860),(5 34819530),(6 38417650),(7 42635790),(8 45821504),(9 46635708),(10 45286940),(11 46227348),(12 47327350),(13 47799744),(14 46405864),(15 44725110),(16 43428904),(17 42770680),(18 42435180),(19 43658620),(20 43372950),(21 43445576),(22 44048556),(23 44508970),(24 45079296),(25 45207652),(26 43949050),(27 43564124),(28 43514756),(29 46801280),(30 49052304),(31 48357060),(32 44952428),(33 44444356),(34 46758316),(35 48110730),(36 43898730),(37 39926500),(38 35716950),(39 35371704),(40 36759492),(41 37832748),(42 37956588),(43 37726020),(44 38667496),(45 38968516),(46 39456724),(47 41459904),(48 42686908),(49 42423260),(50 41332156),(51 40505584),(52 38261264),(53 37099164),(54 38173884),(55 41589196),(56 42901910),(57 43751012),(58 46037720),(59 48763784),(60 47426350),(61 45848950),(62 46790280),(63 46694536),(64 45775028),(65 44608340),(66 43667348),(67 42504790),(68 42306570),(69 42487116),(70 42462700),(71 42526932),(72 43440980),(73 43299732),(74 43458740),(75 42920508),(76 42195770),(77 41597080),(78 41797816),(79 41952664),
(1 6315588.5),(2 15712802),(3 23577268),(4 27905592),(5 29856494),(6 30424236),(7 32368256),(8 34496110),(9 35223544),(10 34255116),(11 32801382),(12 31645572),(13 31696682),(14 32550984),(15 32603780),(16 33056896),(17 32775002),(18 33082308),(19 35782436),(20 38841316),(21 40933260),(22 40490256),(23 38823110),(24 35984084),(25 34059660),(26 34289396),(27 35101770),(28 34976404),(29 35316996),(30 35539908),(31 37773410),(32 37669624),(33 37439556),(34 38003830),(35 38722876),(36 39383692),(37 38682536),(38 37439540),(39 37337870),(40 37517470),(41 38397748),(42 38994290),(43 37940676),(44 36813224),(45 35080050),(46 34368076),(47 35337276),(48 36644210),(49 37213836),(50 37071390),(51 36926976),(52 33988760),(53 33865140),(54 35068790),(55 36510180),(56 38278430),(57 38889172),(58 39487296),(59 40821700),(60 42230092),(61 42995492),(62 41730704),(63 40084576),(64 38093068),(65 36699760),(66 36656348),(67 37846010),(68 39365148),(69 40300340),(70 40751640),(71 40473420),(72 38960316),(73 37561080),(74 37005060),(75 36740764),(76 36395096),(77 36896590),(78 34815684),(79 35507436),
(1 6185835.5),(2 15369047),(3 22699534),(4 26870560),(5 27965800),(6 28999880),(7 29742730),(8 29446168),(9 27945428),(10 26689056),(11 27028434),(12 28748660),(13 29719306),(14 28568348),(15 26258208),(16 25384628),(17 26268010),(18 29091496),(19 31835432),(20 33732784),(21 34238436),(22 33756388),(23 32834194),(24 31358720),(25 29816896),(26 28687630),(27 27789560),(28 28095820),(29 28070184),(30 29478830),(31 28378214),(32 27351768),(33 27491812),(34 28357634),(35 30584398),(36 29873074),(37 29498070),(38 30615588),(39 31017494),(40 29664048),(41 29504450),(42 30341540),(43 30570158),(44 31534066),(45 31451456),(46 32259624),(47 31246536),(48 30336846),(49 29422962),(50 29792456),(51 29539454),(52 29142464),(53 28328362),(54 27236006),(55 27619552),(56 28903136),(57 30215112),(58 31316776),(59 32040274),(60 31362048),(61 31702812),(62 31448864),(63 31243592),(64 31458812),(65 31180996),(66 31057110),(67 31141802),(68 31844452),(69 32204064),(70 32814226),(71 32471608),(72 31179410),(73 29947150),(74 29018216),(75 29652920),(76 30147480),(77 30659118),(78 33238898),(79 34047824),
(1 6206871.5),(2 14458119),(3 19359634),(4 20683334),(5 20460232),(6 20929934),(7 22185158),(8 22599966),(9 22427320),(10 23053270),(11 23996706),(12 24121840),(13 24035978),(14 23866140),(15 24498740),(16 23884350),(17 22853752),(18 23090462),(19 23442236),(20 23787402),(21 24680154),(22 25538666),(23 25802634),(24 26062666),(25 24766796),(26 24443230),(27 24544930),(28 25726022),(29 26011094),(30 26057808),(31 25468668),(32 24982952),(33 25294580),(34 25455066),(35 24420270),(36 22660294),(37 21675160),(38 22897008),(39 23561850),(40 22868020),(41 22765444),(42 23800536),(43 23817278),(44 23502174),(45 23331412),(46 22938928),(47 23629960),(48 24743650),(49 24793876),(50 25290590),(51 25615974),(52 25447414),(53 25484088),(54 26266580),(55 26074914),(56 25372370),(57 26584260),(58 27698170),(59 28131186),(60 28081944),(61 28787376),(62 29867476),(63 30681600),(64 31216770),(65 29866552),(66 29010158),(67 29101844),(68 28816004),(69 28517808),(70 28633264),(71 28632152),(72 29482686),(73 29307358),(74 27474952),(75 25562576),(76 24223834),(77 24195366),(78 27795328),(79 29387810),
