1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 165495.8),(2 639064.25),(3 1444844),(4 2614599.8),(5 4125138.8),(6 6059193.5),(7 8267092),(8 10679865),(9 13307336),(10 16196071),(11 19151182),(12 22157874),(13 25528694),(14 28934736),(15 32216282),(16 35645370),(17 38465520),(18 41323580),(19 44293452),(20 47250416),(21 50352924),(22 53829600),(23 57535092),(24 61228692),(25 64890336),(26 68489390),(27 71838720),(28 74999976),(29 78116410),(30 80934950),(31 83781190),(32 86813600),(33 89207500),(34 91314370),(35 93296320),(36 95188424),(37 97270870),(38 99597910),(39 101971480),(40 104408290),(41 107285704),(42 110055656),(43 112725830),(44 115301340),(45 118063850),(46 120730904),(47 123532250),(48 126089920),(49 128569750),(50 130741610),(51 132905980),(52 135007410),(53 137375280),(54 139685810),(55 142094900),(56 145152900),(57 148567740),(58 152036880),(59 155682300),(60 159002220),(61 162190460),(62 165706620),(63 169086580),(64 172362700),(65 175448180),(66 178690000),(67 181906060),(68 185477550),(69 188688770),(70 192015310),(71 196049520),(72 200307790),(73 204748820),(74 209487410),(75 214886670),(76 220620140),(77 227071740),(78 233040080),(79 239043970),
(1 59652.152),(2 142296.86),(3 183775.92),(4 199600.92),(5 205608.8),(6 211195.94),(7 215872.45),(8 224827.97),(9 231857.81),(10 233862.69),(11 229264.8),(12 228693.23),(13 231404.02),(14 236328.22),(15 245693.95),(16 257816.73),(17 264179.22),(18 266143.25),(19 270484.34),(20 272248.72),(21 274072.63),(22 275682.16),(23 273488.13),(24 271545.8),(25 273747.03),(26 274831.5),(27 274084),(28 277278.63),(29 283285.47),(30 288752.1),(31 292463.06),(32 293878.5),(33 291529.4),(34 285782.47),(35 284012.5),(36 281745.34),(37 276723.28),(38 277144.56),(39 276820.13),(40 275873.47),(41 278953.75),(42 281092),(43 280751.88),(44 278855.13),(45 281991.5),(46 287160.3),(47 282847.94),(48 277632.63),(49 272623.75),(50 269039.28),(51 271848.4),(52 274481.84),(53 276564.9),(54 280697.63),(55 283621.3),(56 281760.88),(57 280996.2),(58 284565.7),(59 286941.44),(60 289833.03),(61 289614.25),(62 287155.1),(63 284789.8),(64 288529.28),(65 293143.9),(66 294987.94),(67 297161.97),(68 298905.8),(69 298723.97),(70 297613.34),(71 297451.38),(72 297226.06),(73 296437.34),(74 297348.9),(75 297753.75),(76 296776.8),(77 298270.53),(78 298314.8),(79 298407.22),
(1 56988.016),(2 134565.55),(3 172714.27),(4 186182.39),(5 188366.69),(6 191967.84),(7 200693.06),(8 211267.94),(9 221041.36),(10 227482.02),(11 230811.39),(12 233514.78),(13 235098.97),(14 238283.77),(15 244848.06),(16 254872.86),(17 265118.72),(18 265565.13),(19 264606.38),(20 261841.16),(21 264978.78),(22 269617.47),(23 273938.94),(24 274707.75),(25 277871.44),(26 282917.84),(27 285396.47),(28 288693.94),(29 294832.66),(30 296373.13),(31 295046.38),(32 292594.44),(33 291762.9),(34 292878.88),(35 293776.78),(36 289186.94),(37 285759.53),(38 286377.78),(39 287702.22),(40 288294.63),(41 290672),(42 292011.97),(43 292072.34),(44 292421.03),(45 290872.2),(46 290474.44),(47 287758.53),(48 289702.7),(49 289127.84),(50 286045.5),(51 286272.44),(52 289911.13),(53 287247.22),(54 286134.13),(55 289287.3),(56 287790.1),(57 286159.3),(58 283896.72),(59 283063.75),(60 281371.3),(61 277857.9),(62 277302.06),(63 279178.7),(64 286690.13),(65 292403.56),(66 297871.3),(67 302408.03),(68 299207.38),(69 296576.78),(70 294382.22),(71 296610.63),(72 300648.75),(73 297833.94),(74 291346.16),(75 286638.63),(76 284279.8),(77 288841.56),(78 290757.22),(79 294466.03),
(1 55555.074),(2 128876.5),(3 165698.28),(4 177608.78),(5 177269.7),(6 180765.11),(7 189745.77),(8 202370.34),(9 212315.86),(10 215904.27),(11 218427.97),(12 222494.8),(13 228652.27),(14 230510.94),(15 231536.22),(16 235718.92),(17 240323.2),(18 244661.8),(19 250077.92),(20 250915.7),(21 250327.47),(22 252107.08),(23 255365.53),(24 258247.64),(25 257809.28),(26 257961.17),(27 262277.94),(28 266034.47),(29 268672.84),(30 269908.72),(31 272662.03),(32 274107.72),(33 273994.03),(34 270325.66),(35 269354.4),(36 267007.4),(37 263147.4),(38 262476.6),(39 261511.61),(40 264402.28),(41 267480.6),(42 271214.16),(43 273704.66),(44 271261.9),(45 269487.2),(46 267277.47),(47 266089.44),(48 267334.84),(49 264248.1),(50 260646.56),(51 261598.44),(52 264981.53),(53 269045.88),(54 270358.63),(55 271042.56),(56 269842.06),(57 270772.9),(58 269989.4),(59 268738.1),(60 264912.8),(61 260583.48),(62 261201.33),(63 263928.3),(64 267236.13),(65 268453.06),(66 268246.72),(67 268663.66),(68 269598.3),(69 270774.25),(70 269556.78),(71 269154.94),(72 268055.16),(73 265747.6),(74 265569.88),(75 264581.88),(76 262255.34),(77 263770.97),(78 264241.75),(79 265784.47),
(1 52007.063),(2 120697.59),(3 154714.22),(4 167250.38),(5 169853.66),(6 175557.63),(7 183477.39),(8 193026.81),(9 200467.61),(10 203104.55),(11 205176.47),(12 208815.14),(13 217132.63),(14 225777.1),(15 228719.53),(16 234001.81),(17 238578.19),(18 242170.39),(19 243948.92),(20 244900.45),(21 246344.34),(22 246769.27),(23 249766.53),(24 251507.72),(25 252375.47),(26 253651.77),(27 254100.73),(28 257629.36),(29 261137.77),(30 262881.25),(31 265171.84),(32 267383.28),(33 266318.78),(34 264578.34),(35 263570.7),(36 262668.13),(37 263043.75),(38 263373.4),(39 264145.66),(40 266536.72),(41 268838.22),(42 270697.3),(43 272224.9),(44 269057.6),(45 265968.63),(46 266900.28),(47 267193.8),(48 265037.4),(49 261907.56),(50 258529.03),(51 256863.84),(52 257319.31),(53 262461.6),(54 266501),(55 266512.06),(56 265341.97),(57 267185.66),(58 266470.16),(59 264454.53),(60 262434.78),(61 262339.5),(62 263050.4),(63 262126.84),(64 259560.45),(65 261159.31),(66 263616.8),(67 266257.7),(68 268301.56),(69 276012.1),(70 279112.66),(71 279987.5),(72 277431.28),(73 275184.16),(74 274033.13),(75 273668.47),(76 272555.9),(77 271287.94),(78 269239.56),(79 273151),
(1 49539.098),(2 112872.625),(3 141186.27),(4 151712.45),(5 157441.36),(6 164565.06),(7 169056.06),(8 174685.06),(9 176700.95),(10 177475.98),(11 179229.1),(12 185689.34),(13 193556.02),(14 200769.3),(15 206646.22),(16 211621.4),(17 215237.25),(18 217792.19),(19 221664.36),(20 226424.16),(21 229967.23),(22 230328.23),(23 228629.5),(24 231422.95),(25 233869.7),(26 234787.44),(27 235883.78),(28 236608.69),(29 237430.61),(30 239530.67),(31 240751.03),(32 245666.86),(33 248511.36),(34 246891.81),(35 243244.38),(36 243115.66),(37 243907.78),(38 242531.23),(39 241034.69),(40 240574.23),(41 241020.53),(42 237827.2),(43 235219.97),(44 234530.66),(45 237452.75),(46 241111.77),(47 238602.13),(48 234089.7),(49 234465.36),(50 236097.22),(51 235835.25),(52 237357.52),(53 241027.36),(54 242822.39),(55 240686.66),(56 242334.33),(57 243769.45),(58 244392.61),(59 245914.67),(60 245802.2),(61 247101.28),(62 244530.03),(63 240407.25),(64 239628.23),(65 239978.28),(66 242089.55),(67 243186.05),(68 241112.58),(69 240216.56),(70 243118.28),(71 243776.1),(72 241164.69),(73 235822.56),(74 233362.39),(75 232916.28),(76 234167.69),(77 234217.11),(78 232187.95),(79 230167.11),
(1 50530.9),(2 114598.836),(3 143182.75),(4 152819.56),(5 157555.64),(6 163537.4),(7 171046.86),(8 175830.72),(9 178668.11),(10 179053.5),(11 180164.23),(12 189096.7),(13 196187.4),(14 201598.6),(15 204833.39),(16 209518.95),(17 209870.1),(18 211428.6),(19 215798.03),(20 221236.36),(21 225018.7),(22 223632.5),(23 222323.97),(24 225020.67),(25 227004.3),(26 226676.1),(27 230368.6),(28 234224.47),(29 237497.86),(30 238692.44),(31 240740.33),(32 241044.33),(33 238654.17),(34 235740.9),(35 234212.83),(36 233462.58),(37 232411.67),(38 232439.03),(39 233848.8),(40 232492),(41 232484.84),(42 231068.86),(43 230279.8),(44 233549.44),(45 236506.7),(46 236396.16),(47 233255.84),(48 229179.31),(49 231482.44),(50 235369.64),(51 240072.66),(52 241555.5),(53 242069.8),(54 242125.33),(55 241103.39),(56 245068.94),(57 245706.61),(58 245378.23),(59 246469.27),(60 245547.66),(61 245931.34),(62 247324.9),(63 248879.23),(64 250587.56),(65 250255.78),(66 251253.73),(67 251825.22),(68 253527.28),(69 256807.23),(70 257799.27),(71 258352.2),(72 257880.44),(73 255921.06),(74 252879.23),(75 249679.06),(76 247993.94),(77 245735.53),(78 246387.1),(79 245870.73),
(1 50609.64),(2 112191.01),(3 137890.77),(4 144848.53),(5 148870.27),(6 155025.03),(7 165778.61),(8 173824.56),(9 177282.61),(10 174274.97),(11 176198),(12 185400.3),(13 189511.6),(14 190465.98),(15 193012.97),(16 196303.02),(17 199358.7),(18 201064.16),(19 202450.95),(20 204296.69),(21 208466.75),(22 210388.9),(23 212401.61),(24 213116.06),(25 214356.48),(26 217924.81),(27 220778.77),(28 221605.84),(29 223608.25),(30 226909.67),(31 228411.06),(32 224571.47),(33 220000.66),(34 218195.69),(35 219252.03),(36 216353.11),(37 211425.6),(38 210131.1),(39 212879.36),(40 216778.23),(41 217845.98),(42 218074.28),(43 217031.2),(44 216078.94),(45 213525.95),(46 210663.94),(47 207127.64),(48 205478.27),(49 208120.28),(50 209737.36),(51 211968.33),(52 213311.4),(53 214759.4),(54 213683.42),(55 211505.55),(56 213814.1),(57 215645.95),(58 216642.4),(59 215848.66),(60 214722.88),(61 213733.83),(62 212903.9),(63 212353.75),(64 213138.08),(65 215154.89),(66 215442.72),(67 215130.05),(68 213230.45),(69 213146.55),(70 216447.11),(71 219049.08),(72 216804.72),(73 212490.48),(74 211339.64),(75 209050.36),(76 208201.11),(77 208114.14),(78 209360.63),(79 211092.39),
(1 50951.152),(2 112911.13),(3 135102),(4 142091.33),(5 147452.55),(6 156006.11),(7 164019.33),(8 169113.84),(9 170298.9),(10 169028.25),(11 172052.77),(12 178225.34),(13 182313.56),(14 185103.47),(15 185310.48),(16 187894.81),(17 192734.23),(18 195465.03),(19 195197.19),(20 196536.55),(21 194743.66),(22 195761.77),(23 197068.23),(24 197647.2),(25 201016.7),(26 205317.2),(27 207982.8),(28 210304.84),(29 208766.9),(30 208224.02),(31 211306.3),(32 210427.64),(33 210113.38),(34 211275.48),(35 215469.56),(36 216652.52),(37 218862.75),(38 220945.78),(39 222993.34),(40 222406.44),(41 219896.56),(42 221182.34),(43 221106.95),(44 220542.14),(45 218442.05),(46 215312.61),(47 214263.75),(48 216320.2),(49 214318.22),(50 213570.75),(51 215700.83),(52 215108),(53 216591.61),(54 218009.81),(55 216130.13),(56 217100.64),(57 220771.03),(58 226413.78),(59 227920.45),(60 224688.39),(61 223722.7),(62 225605.19),(63 223264.02),(64 222604.02),(65 222441.1),(66 221934.5),(67 221283.23),(68 218840.55),(69 218735.9),(70 218121.22),(71 221203),(72 224389.98),(73 225674.03),(74 223896.33),(75 223453.06),(76 221741.16),(77 218747.97),(78 217817),(79 218110.03),
(1 50597.938),(2 108652.68),(3 131408.7),(4 142592.55),(5 149564.47),(6 156457.3),(7 165368.78),(8 170261.13),(9 170926.02),(10 171392.58),(11 174227.72),(12 177950.6),(13 182170.81),(14 188178.88),(15 191660.7),(16 192938.13),(17 196555.3),(18 198723.98),(19 201613.17),(20 203892.67),(21 203905.53),(22 204237.31),(23 202888.8),(24 202327.36),(25 203621.33),(26 205926.92),(27 208558.78),(28 209475.08),(29 207171.56),(30 209712.08),(31 212055.86),(32 211818.69),(33 209733.84),(34 210235.92),(35 213807.89),(36 214492.2),(37 216940.11),(38 215570.11),(39 212115.58),(40 208054.31),(41 208567.31),(42 212133.16),(43 211036.52),(44 210550.58),(45 212157.48),(46 214180.92),(47 214542.89),(48 216172.56),(49 216460.56),(50 214649.63),(51 214808.42),(52 215218.88),(53 218488.9),(54 218233.72),(55 215973.77),(56 213292.17),(57 213151.42),(58 216188.19),(59 219242.36),(60 221324.66),(61 220582.44),(62 220870.64),(63 219945.92),(64 218880.94),(65 219809.33),(66 222244.5),(67 223732.89),(68 223657.16),(69 220635.08),(70 217879.4),(71 218691.92),(72 216904.53),(73 212173.75),(74 210189.25),(75 208849.84),(76 206879),(77 208264.05),(78 209836.72),(79 210295.45),
(1 48836.92),(2 102444.625),(3 122756.016),(4 134116.17),(5 139133.17),(6 145416.17),(7 152737.67),(8 158686.42),(9 159836.39),(10 159347.2),(11 162952.7),(12 164818.92),(13 167534.9),(14 173932.77),(15 178873.03),(16 184597.86),(17 188777.81),(18 190666.69),(19 193787.16),(20 196162.45),(21 200208.2),(22 204110.7),(23 205079.27),(24 206233.5),(25 210100.6),(26 212623.36),(27 213034.44),(28 212117.06),(29 211013.86),(30 211000.55),(31 208046.14),(32 204881.95),(33 204603.66),(34 205085.63),(35 205229.28),(36 205146.16),(37 204461.52),(38 204603.77),(39 205632.72),(40 206634.6),(41 205289.8),(42 205208.17),(43 206519.02),(44 203994.72),(45 200483.38),(46 196719.75),(47 194588),(48 194068.86),(49 193928.03),(50 194656.58),(51 197687.13),(52 200589.52),(53 201550.92),(54 202220.61),(55 201370.22),(56 199924),(57 197567.97),(58 197832.39),(59 199649.13),(60 202758),(61 203049.83),(62 202908.48),(63 203301.14),(64 202670.7),(65 204069.44),(66 206370.38),(67 208389.33),(68 206939.77),(69 205958.03),(70 202765.28),(71 200165.81),(72 200324),(73 201572.27),(74 200713.13),(75 199090),(76 197901.17),(77 195744.27),(78 195058.31),(79 199052.69),
(1 50429.113),(2 105191.51),(3 125381.68),(4 137235.5),(5 143619.95),(6 148966.19),(7 152044.31),(8 154910.45),(9 157493.25),(10 157349.6),(11 161398.78),(12 163297.84),(13 166779.94),(14 173103.3),(15 181224.25),(16 185747.48),(17 187425.66),(18 190787.16),(19 194327.16),(20 193689.8),(21 194002.3),(22 195698.78),(23 197687.1),(24 198912.3),(25 200174.13),(26 205865.45),(27 210906.97),(28 209723.42),(29 210264.27),(30 213171.53),(31 210783.34),(32 208091.25),(33 207542.67),(34 206879.16),(35 207324.8),(36 207044.25),(37 207148.22),(38 208758.11),(39 208931.88),(40 209403.25),(41 206554.95),(42 204762.13),(43 205192.1),(44 207137.08),(45 206093.61),(46 204194.28),(47 201127.28),(48 200880.52),(49 200845.02),(50 200979.6),(51 199473.89),(52 198161.53),(53 197829.77),(54 197345.55),(55 196533.83),(56 195674.9),(57 193001.6),(58 193102.88),(59 196602),(60 200183.73),(61 201000.92),(62 200454.81),(63 200425.05),(64 201249.94),(65 200722.83),(66 200166.05),(67 202229.1),(68 201638.03),(69 204399.08),(70 203844.88),(71 201035.58),(72 201368.14),(73 202830.72),(74 201410.4),(75 198950.64),(76 197223.28),(77 195508.03),(78 194618.13),(79 195968.78),
(1 47217.293),(2 98134.67),(3 117519.945),(4 127468.49),(5 130255.33),(6 132330.52),(7 138367.84),(8 140658.84),(9 143972.95),(10 146727.06),(11 149779.75),(12 150852.28),(13 154474.9),(14 159267.48),(15 162164.47),(16 165735.89),(17 171057.92),(18 176417),(19 178642.47),(20 178463.1),(21 180827.22),(22 179517.2),(23 180749.11),(24 181367.14),(25 180808.39),(26 182662.72),(27 185001.84),(28 181390.73),(29 180115.77),(30 182163.86),(31 182757.73),(32 182438.56),(33 183024.45),(34 182979.02),(35 182773.03),(36 182357.6),(37 183247.95),(38 183361.02),(39 184010.56),(40 186656.69),(41 185978.64),(42 182911.22),(43 181909.38),(44 181512.2),(45 183694.61),(46 184251.98),(47 184925.72),(48 183025.61),(49 178673.16),(50 177588.02),(51 177058.47),(52 177688.9),(53 178058.44),(54 179062.39),(55 178435),(56 177779.39),(57 178340.75),(58 178074.31),(59 178478.08),(60 181675.52),(61 183078.23),(62 181323.69),(63 181540.39),(64 181537.67),(65 182995.38),(66 183434.23),(67 184676.03),(68 184870.56),(69 185018.78),(70 184548.42),(71 182649.27),(72 180681.94),(73 179811.34),(74 180079.4),(75 179413.67),(76 180062.22),(77 180922.55),(78 181038.44),(79 180894.3),
(1 46312.42),(2 96909.76),(3 117070.77),(4 127067.85),(5 128015.73),(6 130149.35),(7 136289.2),(8 142484.61),(9 143121.1),(10 143385.9),(11 148112.1),(12 151277.19),(13 154136.27),(14 159974.5),(15 165994.2),(16 170961.97),(17 171111.08),(18 168737.64),(19 168503.45),(20 169189.34),(21 173044.13),(22 172734.19),(23 175548.7),(24 180589.55),(25 180718.92),(26 180700.5),(27 179366.81),(28 178961.69),(29 180882.94),(30 182295.86),(31 182370.7),(32 183486.47),(33 184555.44),(34 184187.28),(35 181975.3),(36 179729.66),(37 179555.39),(38 179955.06),(39 179489.56),(40 178079.48),(41 175367.97),(42 174558.31),(43 171356.23),(44 169539.48),(45 168596.52),(46 170873.3),(47 173228.1),(48 176073.05),(49 172885.63),(50 170061.05),(51 172664.9),(52 173598.75),(53 172061.52),(54 170272.72),(55 169227.8),(56 166684.61),(57 168126.72),(58 170644.75),(59 172282.03),(60 174723.88),(61 177291.14),(62 178593),(63 179008.98),(64 179872),(65 180166.25),(66 180154.27),(67 178490.44),(68 173734.75),(69 171100.05),(70 171700.14),(71 172122.47),(72 170622.52),(73 169547.22),(74 170698.03),(75 171892.67),(76 170767.75),(77 170200.58),(78 171636.19),(79 171704.3),
(1 44995.79),(2 92428.23),(3 110874.36),(4 119676.336),(5 121162.414),(6 126053.71),(7 132677.63),(8 137929.72),(9 139252.52),(10 140959.95),(11 146980.73),(12 151895),(13 155274.1),(14 158912.69),(15 163223.44),(16 168601.81),(17 169372.06),(18 169432.27),(19 169794.08),(20 171043.3),(21 173843),(22 173306.11),(23 173715.95),(24 176713.77),(25 178769.6),(26 181896.72),(27 183171.58),(28 182598.42),(29 184819.19),(30 184965.42),(31 183217.97),(32 180714.44),(33 178529.19),(34 175110.9),(35 174744.83),(36 175996.8),(37 178217.13),(38 177647.8),(39 175503.72),(40 174578.98),(41 174329.67),(42 177147.63),(43 177391.84),(44 175231.95),(45 171784.97),(46 170206.25),(47 172540.83),(48 173690.66),(49 172902.19),(50 172283.36),(51 174951.9),(52 176540.64),(53 176850.3),(54 177028.83),(55 175468.88),(56 172274.42),(57 171424.36),(58 173152.77),(59 174620.08),(60 175186.34),(61 174563.28),(62 173845.64),(63 173978.86),(64 176451.86),(65 177269.25),(66 178314.42),(67 178187.56),(68 177662.6),(69 178129.02),(70 179061.19),(71 177953.75),(72 177876.56),(73 176359.08),(74 175278.88),(75 174734.08),(76 175997.42),(77 175593.33),(78 173391.19),(79 170373.67),
(1 42784.71),(2 87160.87),(3 104243.56),(4 111570.32),(5 115352.414),(6 120495.25),(7 124575.586),(8 129129.8),(9 132688.94),(10 134904.03),(11 139378.81),(12 144944.69),(13 149806.44),(14 152652),(15 156204.81),(16 162629.33),(17 165123.98),(18 165126.81),(19 167584.83),(20 171404.72),(21 176021.22),(22 176496.72),(23 176190.1),(24 177487.39),(25 179037.84),(26 181218.47),(27 181738.16),(28 181089.73),(29 180202.6),(30 180287.34),(31 180502.4),(32 181499.8),(33 181278.39),(34 179952.39),(35 179242.83),(36 178645.19),(37 178492.47),(38 176515.11),(39 177316.97),(40 176811.14),(41 176060.22),(42 177993.16),(43 178938.13),(44 179462.67),(45 179450.48),(46 180509.77),(47 179789.78),(48 179684.7),(49 180347.23),(50 177963.14),(51 177441.23),(52 177996.47),(53 176914.22),(54 176035.2),(55 175490.69),(56 172917.08),(57 171369.66),(58 171946.45),(59 173957.61),(60 177209.03),(61 177483.23),(62 176017.4),(63 175657.75),(64 176098.81),(65 174886.3),(66 172360.28),(67 171651.31),(68 171208.11),(69 171273.19),(70 173532.89),(71 174497.81),(72 172357.97),(73 171228.33),(74 171382.8),(75 170898.5),(76 171663.45),(77 173327.3),(78 172928.72),(79 173211.55),
(1 41669.695),(2 86444.79),(3 103533.42),(4 110186.375),(5 114316.29),(6 121302.45),(7 123836.09),(8 125988.28),(9 130574.41),(10 132064.6),(11 134805.14),(12 139394.75),(13 143611.97),(14 147455.47),(15 153390.48),(16 159646.84),(17 160201.17),(18 159851.8),(19 163052.55),(20 166042.5),(21 168187.94),(22 168873.11),(23 168122.13),(24 168684.4),(25 170847.38),(26 171852.81),(27 173054.58),(28 171899.63),(29 168885.25),(30 166384.64),(31 168657.69),(32 171563.02),(33 171515.42),(34 169238.5),(35 170347.47),(36 171053.95),(37 169728.94),(38 167264.66),(39 168354.4),(40 168819.56),(41 167754.73),(42 167215.25),(43 168101.58),(44 169705.8),(45 169404.83),(46 169190.72),(47 170372.95),(48 168755.9),(49 167097.42),(50 164744.03),(51 167208.28),(52 170394.05),(53 170974.92),(54 170942.08),(55 169904.2),(56 167329.3),(57 166230.3),(58 165335.08),(59 165003.44),(60 166969.8),(61 166182.66),(62 162741.17),(63 162128.53),(64 164598.28),(65 165325.56),(66 165275.66),(67 165680.42),(68 163500.4),(69 162705.22),(70 163230.28),(71 164209.42),(72 164529.42),(73 164329.3),(74 161873.84),(75 159814.53),(76 158995.42),(77 158330.25),(78 156445.42),(79 157078.08),
(1 39656.395),(2 81025.875),(3 97368.36),(4 104936.05),(5 109039.14),(6 113927.82),(7 115712.13),(8 119558.52),(9 125353.414),(10 125834.98),(11 126594.89),(12 129572.33),(13 131864.05),(14 134623.19),(15 137738.69),(16 142411.83),(17 144983.27),(18 146969.64),(19 150728.55),(20 152824.81),(21 155565.75),(22 157202.05),(23 153732.75),(24 155820.44),(25 158781.06),(26 160417.88),(27 159962.06),(28 160559.16),(29 160867.4),(30 162016.55),(31 164298.61),(32 164755.56),(33 162215.08),(34 161660.17),(35 162804.2),(36 164386.56),(37 163865.47),(38 160527.03),(39 159273.61),(40 160029.08),(41 159892.73),(42 159371.08),(43 158350.06),(44 155999.16),(45 158758.16),(46 160231.8),(47 156671.67),(48 154482.97),(49 155543.31),(50 155192.6),(51 154223.53),(52 154544.1),(53 153755.05),(54 153940.19),(55 154380.11),(56 151580.2),(57 151876.28),(58 153966.17),(59 154365.23),(60 154188.47),(61 153625.42),(62 152235.33),(63 151441.73),(64 154370.75),(65 156278.55),(66 154605.19),(67 154718.58),(68 152757.64),(69 151741.55),(70 151900.6),(71 152461.98),(72 153241.63),(73 151709.61),(74 149735.19),(75 148998.67),(76 149675.34),(77 148238.94),(78 147062.33),(79 148810),
(1 40828.406),(2 79974.08),(3 93342.195),(4 100155.625),(5 101872.48),(6 108230.08),(7 110671.83),(8 112823.8),(9 118324.16),(10 119203.18),(11 122957.6),(12 126836.57),(13 131151.75),(14 135216.06),(15 139260.5),(16 142809.44),(17 144963.83),(18 148208.8),(19 150820.25),(20 152291.8),(21 153453.88),(22 153545.47),(23 153854.64),(24 155661.39),(25 156824.7),(26 157404.53),(27 158937.61),(28 161346.52),(29 161059.2),(30 160511.5),(31 161270.56),(32 164272.78),(33 165792.13),(34 164896.73),(35 163181.38),(36 161242.44),(37 159102.36),(38 158305.61),(39 157109.61),(40 157284.92),(41 156418.81),(42 156416.45),(43 157673.16),(44 158174.66),(45 157069.47),(46 153946.9),(47 152595.63),(48 151623.72),(49 151477.5),(50 150722.84),(51 149683.48),(52 151057.64),(53 152517.83),(54 151646.64),(55 151009.42),(56 150162.53),(57 151858.48),(58 153346.08),(59 149954.8),(60 150637.23),(61 154486.25),(62 153752.61),(63 150612.55),(64 150098.69),(65 150648.83),(66 152722.23),(67 153001.31),(68 153392.69),(69 151428.56),(70 152504.58),(71 151863.47),(72 148987),(73 147005.45),(74 145602.1),(75 143778.84),(76 145181.58),(77 144729.33),(78 144907.27),(79 145858.4),
