1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 112819.586),(2 296015.63),(3 420354.78),(4 476800.4),(5 509577.38),(6 532148.1),(7 545589.8),(8 550444.2),(9 551859.75),(10 549127.9),(11 543394.25),(12 552906),(13 578511.6),(14 609815.56),(15 634637.5),(16 651163.7),(17 663090.25),(18 666051.3),(19 663452.4),(20 666350.3),(21 661770.2),(22 651647.25),(23 646969),(24 646597.44),(25 650420.7),(26 659612.6),(27 652771.75),(28 645002.56),(29 636131.9),(30 639838.2),(31 658078.06),(32 680994.8),(33 676584.8),(34 662435.9),(35 647537.9),(36 638062.75),(37 628221.9),(38 626256.7),(39 628187.1),(40 625963.4),(41 621010.94),(42 615283.6),(43 608690.94),(44 605434.8),(45 596523.2),(46 588699.3),(47 583939.1),(48 589924.4),(49 600695.25),(50 608876.1),(51 611322.75),(52 600048.3),(53 578824.2),(54 578843.9),(55 592353.2),(56 607330.56),(57 620103.5),(58 618706.8),(59 614655.3),(60 613786.56),(61 613628.7),(62 620427.75),(63 628418.8),(64 633831.3),(65 634035.8),(66 625789.75),(67 611692.94),(68 606757.94),(69 606454.6),(70 599067.94),(71 594655.94),(72 595558.4),(73 607001.2),(74 628231.9),(75 643447.6),(76 644446.56),(77 639430.56),(78 628452.56),(79 617575.8),
(1 107862.125),(2 274993.47),(3 375452.1),(4 425902.53),(5 449584.4),(6 460120.6),(7 468794.03),(8 482295.16),(9 497338.47),(10 517812.6),(11 532793.9),(12 544905.9),(13 558890.25),(14 563084.56),(15 572238.44),(16 588336.75),(17 592406.1),(18 596437.94),(19 597790.3),(20 609686.9),(21 609740.56),(22 605667),(23 608217.7),(24 613429.06),(25 617734.94),(26 616747.94),(27 614728.2),(28 604342),(29 595364.8),(30 602732.75),(31 610177.75),(32 611466),(33 601043.4),(34 582894.1),(35 575788.8),(36 569126),(37 559227.75),(38 561770.06),(39 573407.75),(40 582745.2),(41 584696.8),(42 579317.8),(43 581793.06),(44 582053.44),(45 582703.25),(46 588897.1),(47 596914.7),(48 605607.56),(49 608620.56),(50 604487.3),(51 590729.06),(52 573334.3),(53 563462.94),(54 571135.5),(55 580861.44),(56 586975),(57 591780.5),(58 600114.4),(59 608946.06),(60 614767.56),(61 613935.3),(62 616372.1),(63 624746.9),(64 628145.25),(65 619161),(66 611208.06),(67 606496.44),(68 594966.9),(69 580156.8),(70 565673),(71 555635.6),(72 556183.6),(73 567260.44),(74 579305.56),(75 584017.56),(76 578830.1),(77 575574.6),(78 575298.44),(79 568381.6),
(1 104937.71),(2 266261.13),(3 376422.66),(4 436705.7),(5 460376.4),(6 471042.25),(7 473941.1),(8 486593.44),(9 499910.8),(10 515979.22),(11 526940),(12 541548.25),(13 555328.4),(14 569597.6),(15 584175),(16 597322.5),(17 601107.06),(18 596696.25),(19 593189.8),(20 596517.4),(21 600654.7),(22 602650),(23 605957.7),(24 605537.75),(25 598827.44),(26 592968.6),(27 591896.94),(28 591689.6),(29 589406.8),(30 587148.4),(31 581317.1),(32 575762.4),(33 570990),(34 569678.9),(35 568171.56),(36 567106.3),(37 569822.8),(38 573779.9),(39 584931.56),(40 593266.3),(41 590611.44),(42 586164),(43 592261.1),(44 591477),(45 587991.56),(46 588282.4),(47 590556.4),(48 590256.1),(49 583306.56),(50 574181.5),(51 561125.9),(52 541711.9),(53 536781.06),(54 555550.9),(55 567368.94),(56 561703.8),(57 564554.2),(58 567655.9),(59 574796.5),(60 574708.56),(61 568748.4),(62 569194.1),(63 583246.5),(64 591300.75),(65 579106.6),(66 563542.4),(67 555907.2),(68 553637.7),(69 551089.5),(70 542979.7),(71 538254),(72 538226.3),(73 541822.25),(74 545157.06),(75 550091.56),(76 552609.8),(77 554391.94),(78 556824.44),(79 560011.25),
(1 106564.88),(2 274055.2),(3 382222.78),(4 436870.75),(5 460458.75),(6 471630.56),(7 475749.72),(8 489374.28),(9 508150.72),(10 534064.1),(11 558391.3),(12 574670.75),(13 581150.1),(14 598699.5),(15 624114.56),(16 637469.2),(17 635501.6),(18 634153.6),(19 632115.94),(20 631593.3),(21 625430.75),(22 614791.6),(23 603353.7),(24 599389.1),(25 593460.9),(26 587266.5),(27 591402.06),(28 601078),(29 601959.7),(30 598642.4),(31 603391.75),(32 613360.94),(33 612554.8),(34 610799.75),(35 606258.2),(36 606956.3),(37 609211.7),(38 614270.56),(39 618083.25),(40 618445.9),(41 615269.9),(42 613971.56),(43 625583.3),(44 631678.94),(45 625183.1),(46 612660.56),(47 607051.5),(48 614471),(49 622544.6),(50 626901.7),(51 624159.94),(52 618849.94),(53 619149.9),(54 627013.3),(55 631652.94),(56 624639.8),(57 611553.4),(58 600258.25),(59 596164.9),(60 588164.3),(61 586345.1),(62 595518.2),(63 606977.3),(64 599199.8),(65 583578.3),(66 575018.56),(67 565381.7),(68 559811.1),(69 559580.3),(70 558792.1),(71 557789.5),(72 560950.2),(73 553303.6),(74 544964.5),(75 548226.5),(76 547886.75),(77 545717.56),(78 546257.4),(79 544911.8),
(1 107796.1),(2 273075.22),(3 385356.34),(4 444872.94),(5 457700.34),(6 463677.8),(7 475880.2),(8 493061.13),(9 513395.72),(10 544648.9),(11 565432.06),(12 572007.8),(13 580888.4),(14 586914.56),(15 594952.56),(16 602348.2),(17 611408.4),(18 614473.7),(19 613954.1),(20 614348.8),(21 614444.4),(22 614506.75),(23 618217.8),(24 612471.6),(25 602246),(26 596001.25),(27 603924.75),(28 606694.25),(29 601298),(30 598275.94),(31 600206.56),(32 602247.2),(33 590073.7),(34 584512.8),(35 588494.5),(36 588729.6),(37 589549.9),(38 586623.7),(39 582766.25),(40 576752.9),(41 569679.25),(42 580321.5),(43 607448.56),(44 625910.4),(45 626348.1),(46 611987.75),(47 600537.3),(48 603061.06),(49 603116.4),(50 601023.7),(51 606414.7),(52 609821.6),(53 609802.7),(54 613414),(55 616093.8),(56 614149.75),(57 614824.8),(58 610123.44),(59 601055.6),(60 594303.3),(61 591583.3),(62 581159.06),(63 571432.56),(64 565880.8),(65 562439.4),(66 558796.1),(67 552921.25),(68 558032),(69 568987.44),(70 568802.4),(71 562490.4),(72 561550.9),(73 544901.1),(74 522339.66),(75 510154.2),(76 502256.53),(77 498240.34),(78 502148.1),(79 508052.66),
(1 108828.58),(2 271422.3),(3 372459.47),(4 423204.7),(5 446352.7),(6 458366.66),(7 476298.84),(8 494967.13),(9 511835.63),(10 535034.4),(11 549256.75),(12 550756.9),(13 558748.7),(14 566191.6),(15 571973.3),(16 581643.5),(17 590568.1),(18 578390.1),(19 566267.06),(20 557063.75),(21 560409.75),(22 577292.8),(23 581664.94),(24 577317.8),(25 562838.9),(26 553013.1),(27 550757.75),(28 549856.5),(29 541582.2),(30 537508.8),(31 539871.5),(32 543490.3),(33 543665.4),(34 552317.06),(35 562727.2),(36 576028.7),(37 580729.5),(38 576892.6),(39 565568.94),(40 547258.94),(41 530683.2),(42 534616.9),(43 544760.6),(44 547038.56),(45 539640.8),(46 536011.56),(47 540135.25),(48 549861.5),(49 549827.9),(50 545447.7),(51 547271.75),(52 556761.4),(53 556964.25),(54 553176.7),(55 559908.06),(56 563533.06),(57 559892.56),(58 552016.25),(59 545056.94),(60 545503.3),(61 548209.1),(62 549743.6),(63 551094.4),(64 552942.5),(65 549623.75),(66 537856.75),(67 522308.1),(68 518671.8),(69 524911.8),(70 524925.3),(71 518897.56),(72 511190.53),(73 500052.7),(74 489111.25),(75 482371.13),(76 480434.44),(77 485960.1),(78 497533.34),(79 503850.22),
(1 105880.19),(2 259603.28),(3 352044.47),(4 397224.25),(5 411473.53),(6 423738.75),(7 437156.8),(8 448626.53),(9 468954.75),(10 483464),(11 492032.1),(12 493806.28),(13 500510.38),(14 511919.8),(15 525445.94),(16 539684.1),(17 548189.8),(18 547268.2),(19 533380.9),(20 519544.28),(21 520383.8),(22 527811.94),(23 522383.63),(24 503391.56),(25 494919.44),(26 499089.94),(27 498721.1),(28 495995.25),(29 490858),(30 490965.38),(31 499493.06),(32 505874.47),(33 509569.25),(34 507321.25),(35 509513.9),(36 518336.25),(37 532620.6),(38 537150),(39 530349.7),(40 511803.34),(41 495851.34),(42 492227.63),(43 493482.75),(44 498114.28),(45 506029.38),(46 509652.72),(47 503299.06),(48 495505.9),(49 486603.38),(50 479438.16),(51 481920.8),(52 489856.06),(53 500961.56),(54 504085.53),(55 511743.16),(56 513953.9),(57 515687.34),(58 516506.56),(59 514813.44),(60 514553.9),(61 516648.28),(62 518057.47),(63 516759.1),(64 512695.06),(65 507843.9),(66 500213.63),(67 486264.1),(68 483149.34),(69 490502.2),(70 491127.34),(71 489073.63),(72 490340.38),(73 490190.53),(74 486433.8),(75 480520.38),(76 474455.06),(77 474081.84),(78 473039.56),(79 471377.34),
(1 100355.17),(2 243516.97),(3 319464.72),(4 352338.16),(5 365113.22),(6 377152.25),(7 388532.25),(8 398564.88),(9 413969.3),(10 434939.78),(11 449454.34),(12 453408.6),(13 460101.25),(14 466487.78),(15 471592.72),(16 485690.2),(17 487897.44),(18 468729),(19 452907.03),(20 445755.66),(21 448295.66),(22 457508.84),(23 452782.75),(24 441414.56),(25 438305.22),(26 438583.84),(27 436667.78),(28 442546.2),(29 444376.84),(30 448959),(31 458619.88),(32 470192.47),(33 479906.34),(34 478563.97),(35 479836.4),(36 484290.3),(37 482782.7),(38 477082.1),(39 475636.47),(40 471196.88),(41 462731.16),(42 457474.53),(43 457495.66),(44 468921.56),(45 471805.06),(46 459882.88),(47 448436.56),(48 445919.78),(49 447183.44),(50 450990.44),(51 451789.34),(52 453199.6),(53 465366.3),(54 481538.75),(55 479846.78),(56 467880.7),(57 466295.88),(58 469663.66),(59 477033.47),(60 479693.38),(61 481171.84),(62 483983.2),(63 486389.25),(64 486705.38),(65 474648.7),(66 463660.38),(67 453660.47),(68 451910.16),(69 456667),(70 458210.53),(71 463916.63),(72 468832.25),(73 468087.38),(74 460600.4),(75 455219.88),(76 448408.7),(77 450671.6),(78 459467.25),(79 468682.3),
(1 96576.22),(2 234079.86),(3 307037.88),(4 335728.44),(5 350185),(6 359410.13),(7 368573),(8 374943.88),(9 383016.4),(10 401845.78),(11 411153.97),(12 421353.1),(13 425426.06),(14 421036.6),(15 426381.38),(16 438192.8),(17 437017.16),(18 429356.4),(19 425813.66),(20 417513.75),(21 416070.03),(22 417351.5),(23 418048.2),(24 414788.03),(25 412932),(26 412245.16),(27 417912.38),(28 421114.06),(29 424025.2),(30 434887.2),(31 444259.22),(32 450531),(33 455517.28),(34 455564.47),(35 457566.16),(36 459613.84),(37 460048),(38 458045.28),(39 457722.3),(40 453938.72),(41 447616.47),(42 444848.6),(43 446181.53),(44 446035.53),(45 445047.1),(46 441005.88),(47 438038.03),(48 437203.72),(49 441624.22),(50 451731.97),(51 452196.56),(52 457332.2),(53 469229.7),(54 476314.63),(55 465859.8),(56 449245.94),(57 445062.16),(58 454271.25),(59 466703.7),(60 473557),(61 473876.75),(62 471101.56),(63 473059.3),(64 473770.66),(65 464847.7),(66 451686.53),(67 439416.1),(68 429696.2),(69 429469.53),(70 433974.4),(71 437562.94),(72 439696.66),(73 438268.66),(74 434824.78),(75 437573.78),(76 436111.72),(77 440126.84),(78 448313.97),(79 453214.72),
(1 92526.26),(2 216734.84),(3 283140.88),(4 305910.6),(5 318264.22),(6 333038.8),(7 352237.4),(8 370828.47),(9 385093.94),(10 401474.88),(11 410897.03),(12 418747.63),(13 417652.03),(14 415444.13),(15 411981.6),(16 415634.44),(17 420670.28),(18 419902.84),(19 419842.78),(20 412513.9),(21 412604.13),(22 409479.66),(23 409880.13),(24 412698.6),(25 420133.25),(26 428469.8),(27 427149.06),(28 423717.16),(29 419776.6),(30 418758.2),(31 422542.75),(32 435970.4),(33 452128.72),(34 461179.53),(35 460117.13),(36 458126.72),(37 457274.06),(38 461523.97),(39 465329.9),(40 461532.88),(41 454019.4),(42 451551.8),(43 453954.16),(44 455254.4),(45 460286.1),(46 458401.72),(47 446599.13),(48 447220.03),(49 451049.25),(50 454236.56),(51 459101.22),(52 467062.53),(53 467571.06),(54 459889.72),(55 451673.75),(56 449693.8),(57 451766.94),(58 458042.88),(59 468532.6),(60 480726.63),(61 481197.06),(62 476043.1),(63 474352.53),(64 470447.3),(65 462009.03),(66 452736),(67 445829.97),(68 448315.47),(69 448954.6),(70 443110.78),(71 435763),(72 437248.34),(73 433506.78),(74 436517.38),(75 442064.22),(76 445594.78),(77 448079),(78 444289.38),(79 441768.72),
(1 92221.78),(2 218347.27),(3 284368.84),(4 312721.16),(5 323431.53),(6 336227.53),(7 355273.16),(8 370591.03),(9 382995.34),(10 392323.66),(11 387623.88),(12 387966.44),(13 386560.9),(14 387637.25),(15 396566.03),(16 406875.97),(17 404362.53),(18 399241.75),(19 396188.88),(20 400062.8),(21 405561.75),(22 413373.4),(23 426385.75),(24 433643.34),(25 435600.25),(26 442460.2),(27 440592.66),(28 435619.6),(29 433393.6),(30 438279.34),(31 442207.97),(32 447482.13),(33 447702.9),(34 451299.66),(35 455664.53),(36 451411.75),(37 446611.13),(38 447001.56),(39 448069.3),(40 443555.4),(41 440043.3),(42 436417.4),(43 437926.88),(44 444076.9),(45 444771.25),(46 443008.6),(47 434302.4),(48 431978.8),(49 432420.44),(50 430517.03),(51 431969.8),(52 433610.25),(53 434176.6),(54 429183.53),(55 428328),(56 435457.03),(57 443037.56),(58 445661.6),(59 449612.1),(60 454958.2),(61 455962.7),(62 451397.03),(63 446306.56),(64 437853.75),(65 425161.13),(66 414829),(67 410889.9),(68 414299.03),(69 426118.13),(70 432290.3),(71 428220.6),(72 431217.22),(73 430528.47),(74 430056.78),(75 432956.8),(76 436407.78),(77 437798.7),(78 434695),(79 435157.78),
(1 93944.81),(2 220939.4),(3 284046.44),(4 315370.8),(5 332885.38),(6 336566.06),(7 343732.6),(8 358454.34),(9 371935.3),(10 385254.53),(11 393533.66),(12 399545.44),(13 395544.1),(14 399975.44),(15 411919),(16 421834.06),(17 416481.44),(18 411491.53),(19 411182.78),(20 419018.94),(21 429125.66),(22 435940.22),(23 435126.53),(24 432754.1),(25 430090.8),(26 435967.84),(27 435287.75),(28 435066.22),(29 442287.53),(30 446131.5),(31 445480.5),(32 439477.53),(33 429972.13),(34 438025.53),(35 442489.66),(36 438638.28),(37 429328.38),(38 422648.6),(39 423443.63),(40 419991.53),(41 412311.44),(42 412072.1),(43 419711.4),(44 427359.66),(45 425920.75),(46 418278.88),(47 410217.06),(48 409544.34),(49 404066.88),(50 396669.97),(51 398711.66),(52 401811.6),(53 407591.84),(54 409362.47),(55 411914.88),(56 416075.84),(57 421461.38),(58 415379.5),(59 414070.47),(60 417357.78),(61 417136.72),(62 413443.03),(63 410526.2),(64 402808.38),(65 395913),(66 394214.16),(67 389906.75),(68 386950.8),(69 393314.53),(70 397410.53),(71 395125.6),(72 393486.4),(73 390199.88),(74 385968.13),(75 386757.9),(76 390466.03),(77 386544.94),(78 380590.8),(79 381220.63),
(1 93899.586),(2 223891.72),(3 292403.6),(4 316994.16),(5 324667.06),(6 320097.38),(7 328678.28),(8 345222.53),(9 366300.6),(10 381325.03),(11 385129.2),(12 386759.1),(13 389899),(14 400756.2),(15 413623.6),(16 413992.16),(17 409107.6),(18 405437.6),(19 397578.13),(20 403354.3),(21 406556.2),(22 401187.1),(23 392390.9),(24 388180.9),(25 387665.44),(26 393196.13),(27 395954.7),(28 405501.2),(29 414331.66),(30 407418.2),(31 400154.38),(32 391639.56),(33 384790.2),(34 397565.22),(35 404398.22),(36 399594.66),(37 396886.2),(38 394472.72),(39 392010.8),(40 382078.03),(41 375638.53),(42 380264.3),(43 385728.2),(44 384701.38),(45 382427.84),(46 382611.1),(47 380497.53),(48 377617.1),(49 370318.34),(50 363233.38),(51 370892.5),(52 380477.06),(53 378031.28),(54 368335.97),(55 364925.78),(56 369149.6),(57 372998.5),(58 375653.34),(59 381964.34),(60 387506.63),(61 388539.9),(62 383367.13),(63 379866.3),(64 378730.7),(65 386967.44),(66 390350.8),(67 383259.53),(68 378413.97),(69 380022.56),(70 388563.97),(71 395766.53),(72 393817.03),(73 384367.72),(74 375548.47),(75 378706.78),(76 382866.38),(77 379619.84),(78 368427),(79 361564.9),
(1 86691.34),(2 202346.81),(3 270506.72),(4 311098.94),(5 327068.38),(6 332338.1),(7 342942.28),(8 355496.03),(9 373235.75),(10 385299.7),(11 391208.25),(12 398003.16),(13 403603.7),(14 412128.66),(15 419024.16),(16 416218.84),(17 409058.38),(18 407499.25),(19 410207.47),(20 416760.5),(21 410103.7),(22 397266.94),(23 395887.03),(24 395802.53),(25 400646),(26 405446.78),(27 408091.22),(28 411082.63),(29 408100.22),(30 408368.7),(31 408704.16),(32 408402.75),(33 406451.22),(34 405889.16),(35 402671.84),(36 401503.06),(37 400513.5),(38 398539.84),(39 395648.9),(40 395172.44),(41 400016.5),(42 400290.03),(43 387035.03),(44 383785.88),(45 384270.8),(46 379661.7),(47 369930.78),(48 367302.84),(49 364521.75),(50 362587.5),(51 362304.5),(52 365949.78),(53 361558.44),(54 360735.22),(55 360997.22),(56 358441.7),(57 357392.66),(58 353186.75),(59 354916.3),(60 358572.13),(61 358492.66),(62 356665.6),(63 360128.22),(64 366985.78),(65 373251.56),(66 375120.16),(67 371007.44),(68 364276.94),(69 362776.56),(70 361995.2),(71 366152.4),(72 367774.4),(73 362680.5),(74 359805.2),(75 366944.25),(76 372574.4),(77 375246.78),(78 377428.3),(79 381926.25),
(1 82376.8),(2 189714.78),(3 247204.75),(4 280226.75),(5 291883.38),(6 300990.72),(7 315583.84),(8 328384.2),(9 343006.16),(10 361265.94),(11 373701.94),(12 380181.1),(13 387528.84),(14 390271.03),(15 390637.9),(16 383123.16),(17 379399.22),(18 382954.25),(19 386848.97),(20 388990.84),(21 382318.78),(22 369738.16),(23 366648.6),(24 367731.28),(25 369614.63),(26 377262.5),(27 390394.66),(28 387971.75),(29 383493.8),(30 384517.97),(31 389311.3),(32 395094.75),(33 401484.16),(34 399435.47),(35 395042.3),(36 388838.1),(37 386106.2),(38 384996.6),(39 381563.4),(40 380374.06),(41 384790.63),(42 384176.8),(43 375708.28),(44 367492.2),(45 363790.72),(46 364729.13),(47 357177.78),(48 356887.06),(49 352695.72),(50 346594.2),(51 343159.22),(52 347047.16),(53 357913.34),(54 368703.75),(55 368465.22),(56 366821.34),(57 366195.16),(58 363341.63),(59 364662.06),(60 373821.28),(61 376781.22),(62 374379.44),(63 372938.25),(64 371618.47),(65 375857.06),(66 378052.53),(67 377520.16),(68 375039.75),(69 368981.75),(70 362289.66),(71 363535.88),(72 364809.06),(73 360395.97),(74 359131.72),(75 364539.3),(76 369457.66),(77 377260.6),(78 382109.22),(79 385153.28),
(1 82326.7),(2 191156),(3 249858.55),(4 276553.1),(5 289286.75),(6 297359.28),(7 301659.56),(8 314065.6),(9 328214.97),(10 338045.88),(11 339573.34),(12 344188.7),(13 348546.66),(14 352570.5),(15 355488.16),(16 352157.38),(17 354064.78),(18 356897.1),(19 355644.9),(20 360662.2),(21 361493.8),(22 358861.63),(23 358645),(24 364839.7),(25 368937.97),(26 369889.5),(27 372273.88),(28 365113.1),(29 363445.16),(30 366709.75),(31 367646.1),(32 372401.44),(33 384299.72),(34 394386.84),(35 391730.3),(36 391765.16),(37 387360.7),(38 375897.1),(39 368904.16),(40 363804.7),(41 365539.3),(42 366003.5),(43 355941.78),(44 348641.94),(45 348998.2),(46 353858.03),(47 351305.44),(48 344366.4),(49 336585.2),(50 332940.9),(51 330426.28),(52 338336.56),(53 345634.1),(54 348041.9),(55 343037.28),(56 341501.2),(57 341100.7),(58 334902.56),(59 337059.7),(60 348776.3),(61 355458.2),(62 361569.03),(63 363399.28),(64 361720.4),(65 362487.06),(66 363073.66),(67 365931.88),(68 365775.75),(69 364041.03),(70 356898.72),(71 346866.47),(72 346950.56),(73 346780.7),(74 347178.97),(75 351110.9),(76 354656.03),(77 357738.66),(78 365879.13),(79 368591.28),
(1 79862.39),(2 185585.22),(3 241726.63),(4 270452.94),(5 287106.6),(6 292987.78),(7 306468.22),(8 324159.3),(9 332023.8),(10 334292.75),(11 338711.44),(12 346848.38),(13 349757.5),(14 347638.53),(15 348230),(16 352402.97),(17 356541.75),(18 352861.13),(19 353065.56),(20 354499.28),(21 359951.56),(22 359690.97),(23 361332.34),(24 365689.06),(25 369793.78),(26 368730.56),(27 361779.78),(28 361556.34),(29 366319.47),(30 366109.28),(31 370006.97),(32 380209.25),(33 388013.75),(34 390784.38),(35 389592.53),(36 385866.97),(37 382281.5),(38 378866.3),(39 377642.38),(40 371832.13),(41 363979.8),(42 357948.88),(43 355300.2),(44 358489.16),(45 357629.5),(46 354557.06),(47 350095.16),(48 346350.72),(49 348221.8),(50 346996.44),(51 343852.97),(52 344557.7),(53 345333.78),(54 340465.06),(55 337940.88),(56 338965.6),(57 337621.88),(58 337504.3),(59 337231.06),(60 339221.7),(61 342283.22),(62 344859.8),(63 342277.75),(64 339688.2),(65 337949.3),(66 336655.13),(67 337814.44),(68 338850.97),(69 336655.22),(70 329550.6),(71 327176.03),(72 330749.16),(73 329539.88),(74 334516.97),(75 340746.2),(76 340436.97),(77 337992.16),(78 339163.5),(79 336790.13),
(1 76498.74),(2 177101.58),(3 228515.8),(4 254722.95),(5 268377.44),(6 278657.78),(7 290548.9),(8 301124.38),(9 302960.16),(10 304776.72),(11 312863.6),(12 321686.38),(13 329112.7),(14 332702.44),(15 337127.94),(16 343237.4),(17 346584.78),(18 341081.56),(19 337402.66),(20 338679.03),(21 345113.75),(22 349519.56),(23 354011),(24 352448.5),(25 343853.34),(26 338597.06),(27 338949.1),(28 346609.4),(29 350795),(30 348956.13),(31 353256.22),(32 360491.1),(33 362667.6),(34 361035.44),(35 357844.63),(36 355060.34),(37 355153.88),(38 355673.47),(39 356040.38),(40 356330.88),(41 355476.84),(42 350653.28),(43 346930.78),(44 345263.38),(45 344168.84),(46 341507.8),(47 337772.97),(48 340416.63),(49 341054.66),(50 342307.97),(51 347739.13),(52 346616.7),(53 336231.97),(54 323140.06),(55 323283.88),(56 326853.84),(57 328348.63),(58 330111.8),(59 330305.56),(60 333880.44),(61 334265.28),(62 335000.13),(63 333986.47),(64 336953.34),(65 336547.53),(66 329915.88),(67 327481),(68 327627.84),(69 320268.34),(70 315178.75),(71 310010.75),(72 313314.47),(73 318180.25),(74 321163.6),(75 329504.6),(76 332694.7),(77 328959.2),(78 323226.9),(79 320759.1),
(1 77029.41),(2 176006.3),(3 225243.84),(4 249966.83),(5 266698.03),(6 279928.25),(7 287566.9),(8 294013.9),(9 296253.7),(10 304932.75),(11 318008.34),(12 323069.22),(13 323126.34),(14 332079.16),(15 337334.4),(16 347967.22),(17 354046.84),(18 354833.94),(19 350917.5),(20 350024.63),(21 347413.66),(22 346318.22),(23 346914.72),(24 343431.25),(25 336901.44),(26 332997.06),(27 334059.28),(28 335529.78),(29 340571.28),(30 346726.22),(31 349542.25),(32 350077.3),(33 350788.47),(34 350214.1),(35 350213.94),(36 354512.03),(37 357871.66),(38 358388.03),(39 357230.1),(40 358405.7),(41 353247.72),(42 348741.47),(43 344134.4),(44 334069.78),(45 334243.6),(46 331859.75),(47 323939.4),(48 322697.44),(49 325046.5),(50 328637.3),(51 328669.7),(52 324367.97),(53 313380.03),(54 304851.53),(55 310869.38),(56 318383.22),(57 317611.2),(58 321602.16),(59 326870.06),(60 330941.3),(61 331985.25),(62 328152.78),(63 325162.84),(64 327349.28),(65 330649.6),(66 329484.4),(67 329709.7),(68 327419.16),(69 323620.63),(70 322200.22),(71 318638.97),(72 321037.06),(73 321425.7),(74 322098.2),(75 327084.97),(76 329635.9),(77 322358.4),(78 314874.38),(79 313813.63),
