1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 35743.23),(2 98789.54),(3 168930.11),(4 258892.58),(5 369556.22),(6 451583.4),(7 538595.56),(8 628524.3),(9 692866.5),(10 727929),(11 762758.06),(12 817670.3),(13 853348.44),(14 894308.3),(15 945578.25),(16 999408.8),(17 1030121.8),(18 1053802),(19 1098626.9),(20 1123214.1),(21 1144571.9),(22 1147932.9),(23 1166932.9),(24 1157092.5),(25 1141526.6),(26 1149904.1),(27 1174470.5),(28 1169530.4),(29 1186531.5),(30 1217129.3),(31 1254209.5),(32 1334595.6),(33 1406774),(34 1467367.4),(35 1502769),(36 1566995),(37 1653533.9),(38 1730602.4),(39 1835855.4),(40 1964802.4),(41 2054592),(42 2149555),(43 2211270.3),(44 2309677),(45 2369492.5),(46 2424202.3),(47 2449697.8),(48 2504796.3),(49 2510439),(50 2539962.3),(51 2572880.5),(52 2621299.3),(53 2647377.5),(54 2731169),(55 2840482.3),(56 2933530.3),(57 3045830.3),(58 3204482),(59 3378081.3),(60 3539474.8),(61 3652608.8),(62 3795036.8),(63 3913239.3),(64 4039266.8),(65 4135471),(66 4203498.5),(67 4266993.5),(68 4367585.5),(69 4477463.5),(70 4584557.5),(71 4677721),(72 4783538.5),(73 4883433.5),(74 4996182),(75 5105633.5),(76 5208387.5),(77 5269212.5),(78 5294791.5),(79 5327500.5),
(1 46.55136),(2 55.49373),(3 58.509445),(4 60.082848),(5 61.510048),(6 63.3018),(7 63.85618),(8 64.97801),(9 64.74339),(10 66.05191),(11 65.633125),(12 65.45733),(13 66.459366),(14 67.358574),(15 67.681046),(16 67.72551),(17 68.277306),(18 69.14531),(19 69.68617),(20 69.899),(21 70.10961),(22 70.39385),(23 70.43834),(24 70.94081),(25 71.743935),(26 71.96158),(27 72.10997),(28 72.032234),(29 72.612015),(30 72.97054),(31 72.35687),(32 72.72345),(33 73.50023),(34 73.74477),(35 74.108154),(36 74.833336),(37 74.637184),(38 75.012474),(39 74.181305),(40 73.94653),(41 74.16778),(42 73.91088),(43 74.01083),(44 73.533394),(45 73.84833),(46 74.02199),(47 73.658),(48 74.40499),(49 74.74258),(50 74.513275),(51 74.179955),(52 74.78556),(53 75.29155),(54 74.59135),(55 74.76751),(56 74.82086),(57 74.94687),(58 75.17676),(59 75.06692),(60 75.067024),(61 74.95178),(62 75.49168),(63 74.42164),(64 74.500496),(65 74.320885),(66 75.37827),(67 75.72772),(68 75.96169),(69 75.16151),(70 75.75452),(71 76.306656),(72 75.22659),(73 75.29711),(74 75.14011),(75 75.32252),(76 74.70417),(77 74.91148),(78 74.97269),(79 75.397835),
(1 48.034225),(2 56.50809),(3 60.01847),(4 61.53933),(5 63.33596),(6 64.621475),(7 65.855484),(8 66.53903),(9 67.04779),(10 68.384575),(11 67.98157),(12 68.623695),(13 68.82909),(14 69.12509),(15 69.430336),(16 70.03809),(17 70.629036),(18 71.01195),(19 70.56232),(20 70.71692),(21 70.35456),(22 70.23015),(23 71.34009),(24 71.52496),(25 72.81808),(26 72.79421),(27 72.73312),(28 73.24907),(29 73.48086),(30 73.678665),(31 73.60712),(32 73.459076),(33 73.95698),(34 74.92006),(35 74.05081),(36 74.358536),(37 75.3072),(38 75.840805),(39 75.419685),(40 75.307106),(41 75.01529),(42 74.78836),(43 74.66119),(44 73.977875),(45 75.03103),(46 75.600105),(47 75.07119),(48 75.10741),(49 75.70972),(50 76.50446),(51 76.23955),(52 75.70609),(53 76.04689),(54 76.183395),(55 76.219475),(56 76.25444),(57 75.79374),(58 76.412605),(59 76.31103),(60 76.42761),(61 76.36083),(62 75.82053),(63 76.04262),(64 76.605576),(65 76.141846),(66 76.46074),(67 75.849846),(68 76.38069),(69 76.906296),(70 77.01047),(71 77.03174),(72 77.06594),(73 76.41073),(74 76.329445),(75 75.83397),(76 76.1498),(77 76.81809),(78 76.81085),(79 76.85162),
(1 46.463737),(2 55.106403),(3 58.58257),(4 60.74681),(5 62.129433),(6 63.34352),(7 64.83653),(8 65.77655),(9 65.81012),(10 66.52777),(11 67.04591),(12 67.13858),(13 68.44232),(14 68.73866),(15 69.037056),(16 69.54252),(17 70.90354),(18 71.43018),(19 72.033966),(20 71.96615),(21 71.98274),(22 72.291954),(23 73.2654),(24 72.46854),(25 72.70734),(26 73.01192),(27 73.00712),(28 72.99493),(29 73.64059),(30 73.81396),(31 74.01198),(32 74.24912),(33 74.49872),(34 75.01476),(35 75.150925),(36 74.57832),(37 75.39187),(38 75.50821),(39 74.86993),(40 74.291885),(41 74.06558),(42 73.93656),(43 73.46101),(44 73.3222),(45 73.8369),(46 74.00823),(47 73.8302),(48 74.18797),(49 74.58688),(50 74.26938),(51 74.85062),(52 74.76966),(53 74.44205),(54 73.86321),(55 74.071724),(56 74.41522),(57 73.97645),(58 74.171135),(59 74.516846),(60 74.616196),(61 74.89754),(62 74.70465),(63 74.83294),(64 74.489044),(65 74.0784),(66 74.06437),(67 73.34309),(68 73.59965),(69 74.08791),(70 74.228),(71 74.20974),(72 73.70972),(73 73.497574),(74 73.945984),(75 73.70291),(76 73.45929),(77 73.3779),(78 73.591),(79 73.35717),
(1 47.028084),(2 55.897083),(3 58.396305),(4 59.78995),(5 61.442207),(6 61.854416),(7 62.9447),(8 63.968464),(9 64.349915),(10 65.85521),(11 65.84854),(12 65.89185),(13 67.45303),(14 68.018265),(15 67.388115),(16 67.86487),(17 69.01612),(18 70.64491),(19 69.60474),(20 70.25396),(21 70.28061),(22 70.497025),(23 70.81893),(24 71.02109),(25 71.13016),(26 71.21309),(27 71.5135),(28 71.93495),(29 71.71546),(30 71.86108),(31 71.59442),(32 72.86398),(33 73.05879),(34 73.25904),(35 73.45099),(36 72.27431),(37 72.82047),(38 72.93194),(39 72.87898),(40 73.292816),(41 73.27397),(42 73.772484),(43 73.75743),(44 73.465065),(45 73.338066),(46 73.725685),(47 73.38229),(48 73.6106),(49 73.59612),(50 73.98533),(51 73.48794),(52 73.05946),(53 72.90448),(54 72.92369),(55 73.29108),(56 72.855225),(57 72.49816),(58 73.051865),(59 72.96266),(60 72.87679),(61 72.84301),(62 72.92659),(63 73.022285),(64 73.332146),(65 72.549),(66 73.32205),(67 73.30667),(68 73.616295),(69 73.90098),(70 74.06797),(71 73.57685),(72 74.07013),(73 74.06364),(74 73.97303),(75 73.88297),(76 73.899216),(77 73.61216),(78 73.80893),(79 73.80018),
(1 47.194927),(2 56.726345),(3 59.113503),(4 60.114384),(5 61.451733),(6 62.784145),(7 64.435616),(8 65.31877),(9 65.89005),(10 66.44484),(11 66.22162),(12 66.49338),(13 67.64421),(14 67.685326),(15 67.38202),(16 67.62682),(17 68.195885),(18 68.81497),(19 68.46487),(20 68.690544),(21 69.121635),(22 69.97008),(23 70.24992),(24 70.86521),(25 70.47047),(26 71.03975),(27 70.61072),(28 71.53826),(29 71.44392),(30 71.84069),(31 71.24954),(32 71.443985),(33 72.343124),(34 72.118324),(35 71.62829),(36 71.97208),(37 72.58039),(38 72.853546),(39 73.0724),(40 72.89003),(41 72.790565),(42 73.61213),(43 73.601006),(44 73.7937),(45 73.79626),(46 74.73062),(47 73.952354),(48 74.44317),(49 74.837),(50 75.35631),(51 74.78971),(52 74.1434),(53 73.828674),(54 74.50573),(55 74.570335),(56 74.17128),(57 75.00625),(58 75.85243),(59 75.64432),(60 75.744225),(61 75.81569),(62 75.7504),(63 75.80058),(64 75.53943),(65 75.241234),(66 75.23905),(67 75.733475),(68 75.41072),(69 75.80356),(70 76.64318),(71 76.60628),(72 76.75365),(73 76.47719),(74 76.868774),(75 77.223465),(76 76.29169),(77 77.09724),(78 76.51117),(79 76.60942),
(1 45.852245),(2 54.747154),(3 57.319946),(4 58.49288),(5 60.43335),(6 62.16109),(7 63.285034),(8 64.85603),(9 64.748726),(10 65.299355),(11 65.011),(12 65.86931),(13 66.333244),(14 67.79814),(15 67.2392),(16 67.7105),(17 69.5181),(18 69.693245),(19 70.039894),(20 70.09679),(21 70.98419),(22 71.29282),(23 71.82932),(24 71.363464),(25 71.3061),(26 71.18708),(27 70.65616),(28 70.969795),(29 71.2843),(30 70.97228),(31 71.56662),(32 71.28882),(33 71.81211),(34 72.099754),(35 72.679146),(36 72.29879),(37 72.236084),(38 72.85168),(39 72.10401),(40 71.63825),(41 71.62522),(42 71.55032),(43 71.2394),(44 70.82299),(45 70.87896),(46 71.185),(47 71.01838),(48 71.3224),(49 71.2937),(50 71.925476),(51 71.5761),(52 71.547806),(53 72.04663),(54 71.5314),(55 71.82586),(56 71.90295),(57 71.74089),(58 72.32483),(59 71.47899),(60 71.5625),(61 71.39658),(62 71.67522),(63 72.0926),(64 71.54329),(65 71.11644),(66 71.8465),(67 71.66987),(68 71.191055),(69 71.0025),(70 71.390175),(71 71.528595),(72 71.4635),(73 71.150314),(74 71.51453),(75 70.96115),(76 71.06409),(77 71.43545),(78 70.92906),(79 70.54339),
(1 46.320667),(2 54.296337),(3 57.261436),(4 59.26808),(5 60.841156),(6 61.73504),(7 62.58518),(8 63.66638),(9 64.498024),(10 65.48726),(11 65.84059),(12 65.74118),(13 66.19494),(14 66.46441),(15 67.0854),(16 67.64359),(17 68.79426),(18 69.67667),(19 69.45388),(20 70.27063),(21 70.684746),(22 70.40106),(23 70.7991),(24 71.89986),(25 72.17075),(26 71.99927),(27 71.56438),(28 71.56742),(29 71.84429),(30 72.01212),(31 72.27933),(32 72.623116),(33 73.70009),(34 73.28916),(35 72.925606),(36 72.787),(37 72.82095),(38 73.52775),(39 73.082985),(40 72.93436),(41 72.3698),(42 72.16048),(43 72.6838),(44 72.271065),(45 71.63796),(46 73.19732),(47 72.418396),(48 72.77319),(49 72.723175),(50 73.00268),(51 72.732445),(52 72.73728),(53 72.74029),(54 73.50548),(55 73.03475),(56 73.255936),(57 72.96894),(58 73.0101),(59 73.152),(60 73.696045),(61 73.23425),(62 73.636116),(63 73.754906),(64 73.73768),(65 73.71213),(66 73.73183),(67 73.454636),(68 73.83152),(69 74.10943),(70 74.628204),(71 74.44089),(72 74.55405),(73 74.65817),(74 75.18108),(75 74.00404),(76 74.328804),(77 74.727936),(78 73.81244),(79 73.74391),
(1 45.820858),(2 54.63757),(3 56.742878),(4 58.067097),(5 59.93088),(6 60.83955),(7 62.566833),(8 62.86183),(9 63.53797),(10 63.735485),(11 63.02725),(12 63.89007),(13 65.024666),(14 65.21126),(15 65.518135),(16 65.10355),(17 66.291695),(18 66.24102),(19 66.38766),(20 67.41359),(21 67.41569),(22 67.80218),(23 67.38125),(24 67.733025),(25 68.07357),(26 67.5832),(27 68.200676),(28 67.598495),(29 67.74748),(30 67.638466),(31 67.99666),(32 68.42394),(33 69.277794),(34 69.083374),(35 68.45571),(36 69.47434),(37 69.47444),(38 69.60453),(39 69.29348),(40 69.71155),(41 69.68338),(42 69.510994),(43 69.96323),(44 69.549225),(45 69.73363),(46 70.63534),(47 70.61019),(48 70.53731),(49 71.1414),(50 71.457146),(51 71.96878),(52 72.001045),(53 72.24243),(54 71.62096),(55 72.11881),(56 72.475746),(57 71.89171),(58 72.33358),(59 72.424324),(60 72.59198),(61 72.54882),(62 72.17123),(63 72.3789),(64 71.963104),(65 72.050255),(66 72.33706),(67 72.18923),(68 72.5811),(69 72.54482),(70 73.1243),(71 72.89944),(72 72.68046),(73 72.04635),(74 72.58378),(75 72.90081),(76 72.6567),(77 72.39359),(78 73.01419),(79 72.68722),
(1 45.599346),(2 53.582737),(3 57.748375),(4 58.38273),(5 60.06502),(6 61.38367),(7 62.42079),(8 63.33583),(9 63.797325),(10 64.754715),(11 64.849396),(12 65.593094),(13 65.85416),(14 65.966736),(15 66.266495),(16 67.12774),(17 67.77792),(18 69.05926),(19 69.123344),(20 69.18273),(21 69.948586),(22 70.46276),(23 70.75504),(24 70.47474),(25 71.13273),(26 71.47202),(27 71.58358),(28 71.650925),(29 71.37253),(30 71.045296),(31 71.36517),(32 72.189705),(33 72.850555),(34 73.984245),(35 73.74615),(36 73.93565),(37 74.080124),(38 74.55579),(39 73.73736),(40 73.552505),(41 73.39152),(42 73.18827),(43 72.86618),(44 71.992935),(45 71.12767),(46 71.12881),(47 70.758644),(48 70.63297),(49 71.075554),(50 70.90793),(51 70.87547),(52 70.417076),(53 70.26514),(54 70.53117),(55 71.06833),(56 70.432945),(57 70.5537),(58 70.89066),(59 70.46353),(60 71.06099),(61 71.583374),(62 71.24127),(63 71.12346),(64 70.67299),(65 71.23165),(66 71.14467),(67 70.45791),(68 71.9491),(69 72.09836),(70 72.25352),(71 71.57361),(72 71.91097),(73 72.008514),(74 72.33705),(75 72.230865),(76 72.57896),(77 73.264206),(78 72.9667),(79 72.40344),
(1 45.96887),(2 53.70388),(3 57.03041),(4 58.62531),(5 60.40616),(6 61.907536),(7 63.22932),(8 64.08753),(9 64.87181),(10 65.61252),(11 65.49248),(12 66.38042),(13 67.445854),(14 66.566414),(15 67.36287),(16 67.93703),(17 68.99516),(18 69.409035),(19 69.695366),(20 69.70919),(21 69.97409),(22 70.5655),(23 71.51712),(24 70.417625),(25 70.55018),(26 70.9203),(27 71.43432),(28 70.598495),(29 70.9781),(30 71.06308),(31 71.55097),(32 72.29009),(33 72.470184),(34 73.450455),(35 73.14541),(36 72.89107),(37 73.03354),(38 73.1672),(39 73.07777),(40 72.8277),(41 72.7057),(42 73.11755),(43 72.70051),(44 72.24441),(45 72.11716),(46 72.93868),(47 72.73555),(48 72.92316),(49 73.156906),(50 73.1239),(51 73.241714),(52 73.356125),(53 73.25452),(54 73.33699),(55 73.50267),(56 73.37698),(57 73.34092),(58 73.451706),(59 72.707726),(60 72.929184),(61 73.26727),(62 73.09526),(63 72.610405),(64 72.97406),(65 72.86333),(66 73.18605),(67 73.14793),(68 73.81828),(69 74.05667),(70 74.34323),(71 73.55874),(72 73.079636),(73 73.038155),(74 73.60954),(75 73.77894),(76 72.61788),(77 72.86165),(78 72.59085),(79 72.343376),
(1 45.25698),(2 53.514904),(3 56.425877),(4 58.159187),(5 59.064693),(6 60.5044),(7 60.966152),(8 61.61327),(9 61.622036),(10 62.723293),(11 62.0027),(12 62.36821),(13 63.53795),(14 63.506523),(15 64.2735),(16 64.52633),(17 64.94065),(18 65.1168),(19 65.123985),(20 65.3862),(21 65.534615),(22 65.89621),(23 65.9666),(24 65.69154),(25 65.60465),(26 65.9704),(27 66.21979),(28 66.25732),(29 66.223),(30 66.49337),(31 66.5187),(32 67.05583),(33 67.58764),(34 67.77295),(35 67.707466),(36 68.28837),(37 68.59409),(38 68.60683),(39 68.169174),(40 68.567444),(41 68.75368),(42 69.07632),(43 69.33848),(44 69.42387),(45 69.579124),(46 69.67078),(47 69.54078),(48 70.294975),(49 69.77411),(50 70.22461),(51 70.01507),(52 70.33037),(53 69.99513),(54 70.37332),(55 69.815674),(56 70.2747),(57 69.93356),(58 70.43194),(59 70.105995),(60 70.042625),(61 70.54483),(62 70.173386),(63 69.048996),(64 69.403824),(65 70.62866),(66 70.57106),(67 70.13658),(68 70.27454),(69 69.929695),(70 70.32962),(71 70.124794),(72 70.7225),(73 70.197525),(74 70.63377),(75 70.519554),(76 70.38849),(77 70.50727),(78 70.686356),(79 70.99422),
(1 45.568226),(2 53.9167),(3 57.2764),(4 59.229034),(5 60.481647),(6 61.852493),(7 62.7475),(8 63.570683),(9 64.20994),(10 63.993073),(11 64.26133),(12 65.24497),(13 66.0665),(14 67.05304),(15 67.10231),(16 67.79635),(17 68.824905),(18 69.776924),(19 69.73956),(20 70.35954),(21 70.328476),(22 70.44249),(23 70.51961),(24 70.55339),(25 70.74344),(26 71.4074),(27 71.871315),(28 71.731575),(29 72.08029),(30 71.90374),(31 72.40003),(32 72.17985),(33 72.85118),(34 73.16517),(35 73.01448),(36 73.00603),(37 73.08604),(38 73.33373),(39 72.952034),(40 72.86671),(41 72.94266),(42 72.68983),(43 72.10342),(44 71.849335),(45 72.00766),(46 72.36468),(47 71.85067),(48 71.56325),(49 71.57617),(50 71.28466),(51 71.39052),(52 71.557594),(53 71.53161),(54 71.79161),(55 71.76312),(56 72.04465),(57 72.15105),(58 72.09221),(59 72.255905),(60 72.36745),(61 72.02153),(62 71.628204),(63 71.57967),(64 71.429214),(65 71.23468),(66 70.8646),(67 70.63353),(68 70.33928),(69 70.3487),(70 70.492516),(71 70.049736),(72 70.09619),(73 69.76653),(74 70.23164),(75 69.82125),(76 70.36919),(77 69.93924),(78 69.89123),(79 69.65286),
(1 44.44995),(2 52.58601),(3 56.06292),(4 57.7672),(5 58.835785),(6 60.56784),(7 61.249763),(8 62.010403),(9 62.24344),(10 62.734676),(11 62.109528),(12 63.04534),(13 63.89654),(14 64.42672),(15 64.20387),(16 64.64097),(17 65.98583),(18 66.13241),(19 65.9872),(20 65.91122),(21 65.73272),(22 66.0788),(23 66.88947),(24 66.72669),(25 66.3999),(26 66.765724),(27 66.69502),(28 67.173294),(29 67.63161),(30 67.64738),(31 68.220085),(32 68.62305),(33 68.91679),(34 69.16138),(35 68.94557),(36 69.958664),(37 69.65602),(38 69.92136),(39 69.804695),(40 69.7849),(41 69.822586),(42 70.561035),(43 70.10564),(44 69.39633),(45 68.501076),(46 69.09722),(47 68.58353),(48 68.09421),(49 69.02509),(50 69.2122),(51 69.58934),(52 69.45896),(53 69.26982),(54 69.41576),(55 69.91437),(56 70.01058),(57 70.276634),(58 69.93491),(59 69.941765),(60 70.180046),(61 70.60144),(62 70.53976),(63 70.73581),(64 70.744484),(65 70.64344),(66 70.686554),(67 70.61458),(68 70.57555),(69 70.843025),(70 71.40508),(71 71.02569),(72 71.49298),(73 71.8753),(74 71.57082),(75 71.47556),(76 71.067856),(77 71.34666),(78 71.14483),(79 70.73433),
(1 44.900597),(2 53.130875),(3 56.26478),(4 57.308342),(5 58.43035),(6 59.532124),(7 60.50749),(8 61.796246),(9 61.901886),(10 62.62529),(11 61.9343),(12 62.7071),(13 64.15014),(14 64.044174),(15 64.08666),(16 64.71788),(17 65.252785),(18 65.62299),(19 65.64684),(20 65.906425),(21 65.97082),(22 66.61413),(23 66.220726),(24 67.0028),(25 67.37307),(26 67.74275),(27 67.7775),(28 67.580605),(29 68.04775),(30 67.95142),(31 68.7677),(32 68.72947),(33 68.57698),(34 68.99055),(35 68.733376),(36 69.36171),(37 69.53444),(38 70.038864),(39 69.78795),(40 70.1482),(41 70.126915),(42 70.68462),(43 70.82594),(44 70.891556),(45 70.96301),(46 71.10227),(47 71.250916),(48 70.772705),(49 70.866066),(50 71.17748),(51 70.6232),(52 71.28346),(53 71.312164),(54 72.11714),(55 71.35152),(56 71.720856),(57 71.52451),(58 71.51388),(59 71.48643),(60 72.29927),(61 71.79999),(62 72.063934),(63 72.17362),(64 71.85947),(65 71.299576),(66 71.78428),(67 71.89668),(68 72.15122),(69 72.43854),(70 72.168594),(71 71.89759),(72 72.38774),(73 72.16192),(74 71.93224),(75 72.17069),(76 72.34474),(77 72.394745),(78 72.148094),(79 72.1049),
(1 45.39605),(2 53.618256),(3 56.289833),(4 57.956673),(5 58.96717),(6 60.290985),(7 62.008724),(8 63.254013),(9 63.857277),(10 64.134384),(11 63.929432),(12 63.791817),(13 64.88881),(14 66.02471),(15 65.72592),(16 65.81821),(17 67.42977),(18 67.39378),(19 67.38838),(20 67.28392),(21 67.88007),(22 68.92288),(23 69.24428),(24 69.4864),(25 69.11098),(26 69.22089),(27 69.41264),(28 69.59965),(29 70.23139),(30 70.06638),(31 70.07525),(32 70.958015),(33 70.78972),(34 70.95081),(35 71.06846),(36 70.6185),(37 71.93459),(38 71.729546),(39 71.818245),(40 71.262886),(41 70.871284),(42 69.99289),(43 70.33253),(44 69.73006),(45 70.277115),(46 69.96463),(47 70.04593),(48 70.52995),(49 70.832375),(50 70.73575),(51 70.27348),(52 70.18295),(53 70.175995),(54 70.03749),(55 70.02695),(56 70.489426),(57 69.8434),(58 70.05335),(59 70.27813),(60 70.6224),(61 70.47705),(62 70.0577),(63 70.33477),(64 70.55021),(65 70.61537),(66 69.93089),(67 70.34937),(68 70.1396),(69 69.98114),(70 70.44858),(71 69.725075),(72 70.43964),(73 70.64066),(74 70.555534),(75 69.714584),(76 69.28455),(77 69.12454),(78 69.11412),(79 69.5421),
(1 43.447155),(2 51.774944),(3 54.24543),(4 55.50277),(5 57.043724),(6 58.430702),(7 60.18499),(8 60.733498),(9 61.175617),(10 61.41201),(11 61.551594),(12 62.515568),(13 63.762203),(14 64.651825),(15 64.35273),(16 64.739075),(17 65.49899),(18 65.91956),(19 66.10801),(20 66.29471),(21 66.34489),(22 67.014),(23 67.05097),(24 66.61516),(25 67.22078),(26 67.707954),(27 67.79192),(28 68.1742),(29 67.77898),(30 67.95376),(31 68.26382),(32 68.77115),(33 68.06442),(34 68.654816),(35 68.90892),(36 69.22934),(37 68.877914),(38 69.046524),(39 69.250565),(40 68.57692),(41 68.68521),(42 69.02329),(43 68.611084),(44 68.19383),(45 67.63641),(46 67.81429),(47 67.47979),(48 67.662735),(49 67.65526),(50 67.32901),(51 67.81235),(52 67.657166),(53 67.79655),(54 68.32376),(55 68.522026),(56 68.661995),(57 68.353264),(58 68.29941),(59 68.384766),(60 68.1637),(61 68.09385),(62 68.48078),(63 68.2571),(64 68.5812),(65 68.6012),(66 68.48175),(67 68.96401),(68 69.03903),(69 69.23531),(70 69.21655),(71 69.24345),(72 69.3927),(73 68.89942),(74 69.10929),(75 68.93836),(76 68.68844),(77 68.49612),(78 68.04875),(79 68.03239),
(1 44.869534),(2 51.989536),(3 55.275414),(4 56.798244),(5 57.573822),(6 59.086544),(7 60.331932),(8 60.892544),(9 61.12284),(10 61.744778),(11 62.086506),(12 61.940926),(13 62.039936),(14 62.985176),(15 63.993168),(16 63.371136),(17 64.642624),(18 64.35415),(19 64.35101),(20 65.11274),(21 65.49728),(22 65.08147),(23 65.09625),(24 64.93889),(25 65.45014),(26 65.95804),(27 66.41375),(28 66.41115),(29 67.00859),(30 67.2695),(31 67.24602),(32 67.21026),(33 67.65525),(34 67.55941),(35 67.31834),(36 67.532845),(37 67.21757),(38 68.39039),(39 67.56382),(40 68.058655),(41 67.65099),(42 67.87574),(43 68.288124),(44 68.090775),(45 68.36282),(46 68.25335),(47 68.35228),(48 68.59919),(49 69.09513),(50 69.3948),(51 68.60876),(52 69.375824),(53 69.540276),(54 69.77029),(55 69.98303),(56 69.63872),(57 70.13454),(58 69.905785),(59 70.70025),(60 71.18357),(61 70.84494),(62 71.42577),(63 71.09207),(64 70.51577),(65 71.36944),(66 70.47896),(67 70.77573),(68 71.50054),(69 71.328094),(70 71.75891),(71 71.1773),(72 70.97878),(73 71.3844),(74 70.69053),(75 70.59922),(76 71.16281),(77 71.01629),(78 70.895164),(79 71.001434),
