1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 391.1808),(2 489.991),(3 538.8242),(4 558.49976),(5 575.14264),(6 585.8382),(7 595.1713),(8 598.33734),(9 598.8509),(10 594.7693),(11 604.2282),(12 609.43726),(13 617.0993),(14 614.4189),(15 629.0605),(16 619.315),(17 615.8763),(18 620.21497),(19 622.8948),(20 615.7255),(21 614.8298),(22 622.24664),(23 623.2834),(24 625.0452),(25 639.3895),(26 622.85455),(27 624.08826),(28 626.1016),(29 625.59796),(30 622.6539),(31 622.8095),(32 615.2002),(33 609.7236),(34 613.76263),(35 613.6293),(36 618.2114),(37 615.8883),(38 620.1288),(39 625.3988),(40 627.8812),(41 629.3681),(42 628.5629),(43 631.9223),(44 625.79803),(45 627.75104),(46 626.1808),(47 621.2141),(48 631.72345),(49 624.714),(50 634.96844),(51 642.23065),(52 643.8383),(53 641.34033),(54 634.8406),(55 636.2913),(56 633.9843),(57 632.1324),(58 633.367),(59 625.44196),(60 616.91626),(61 616.31537),(62 617.7147),(63 636.173),(64 632.4081),(65 641.212),(66 635.24384),(67 633.97314),(68 640.73193),(69 637.9984),(70 638.7006),(71 637.0354),(72 630.43427),(73 638.51),(74 633.96814),(75 632.3782),(76 634.6871),(77 625.47833),(78 617.3664),(79 622.65625),
(1 399.82208),(2 495.76294),(3 543.62146),(4 558.5297),(5 586.9921),(6 594.43933),(7 600.92706),(8 600.03436),(9 608.6846),(10 626.68866),(11 627.6934),(12 622.55206),(13 625.59705),(14 613.473),(15 631.568),(16 634.3974),(17 637.46594),(18 633.3089),(19 641.5528),(20 641.38135),(21 642.74884),(22 630.71094),(23 631.70404),(24 621.42523),(25 616.1121),(26 620.097),(27 622.26624),(28 621.97437),(29 615.78625),(30 617.23114),(31 625.1279),(32 616.7323),(33 606.2381),(34 612.0059),(35 603.5064),(36 613.26416),(37 614.8256),(38 617.3936),(39 615.3683),(40 623.7716),(41 625.0663),(42 626.8397),(43 633.0088),(44 629.18317),(45 624.0799),(46 632.5711),(47 622.1064),(48 631.31366),(49 625.0221),(50 620.65466),(51 622.7054),(52 622.27374),(53 615.8316),(54 618.1286),(55 617.04315),(56 624.7),(57 624.3896),(58 616.94464),(59 618.76904),(60 612.9632),(61 615.6334),(62 617.549),(63 618.20667),(64 616.773),(65 627.1783),(66 623.47754),(67 631.93176),(68 631.29895),(69 638.0413),(70 637.0815),(71 628.4394),(72 634.35596),(73 632.84894),(74 634.86914),(75 639.5789),(76 636.2898),(77 638.39655),(78 647.87976),(79 638.74915),
(1 378.39944),(2 468.48505),(3 520.1301),(4 542.2493),(5 558.1301),(6 569.94635),(7 581.7413),(8 585.6975),(9 582.0973),(10 592.0004),(11 589.902),(12 588.1046),(13 592.89935),(14 596.6268),(15 604.39954),(16 604.9471),(17 606.5315),(18 610.2904),(19 610.93164),(20 613.04443),(21 610.8721),(22 614.57367),(23 614.65015),(24 606.98175),(25 603.0977),(26 611.3933),(27 610.32367),(28 606.30304),(29 595.0625),(30 596.4319),(31 601.0917),(32 594.0406),(33 583.9033),(34 593.95984),(35 579.5052),(36 585.44055),(37 575.40186),(38 594.0773),(39 587.16815),(40 592.64374),(41 593.97955),(42 600.86536),(43 594.15796),(44 599.04083),(45 600.0265),(46 604.8504),(47 600.76984),(48 604.0892),(49 603.68677),(50 616.3225),(51 616.3931),(52 615.215),(53 613.0754),(54 609.26086),(55 607.0454),(56 606.272),(57 616.2759),(58 606.4416),(59 604.34595),(60 599.4565),(61 602.30316),(62 602.7627),(63 610.86096),(64 604.58875),(65 603.8615),(66 602.4767),(67 609.3109),(68 606.6903),(69 614.17676),(70 613.78534),(71 615.7441),(72 613.7905),(73 601.5768),(74 603.18536),(75 605.446),(76 610.8024),(77 604.2233),(78 608.7884),(79 599.1486),
(1 372.13434),(2 461.52536),(3 505.08078),(4 530.90283),(5 541.10443),(6 552.12286),(7 568.5777),(8 560.8891),(9 570.0617),(10 569.3449),(11 576.3309),(12 579.13226),(13 585.91345),(14 586.09595),(15 593.6533),(16 593.0166),(17 589.89813),(18 597.8285),(19 599.9626),(20 598.826),(21 595.5396),(22 594.01276),(23 592.97986),(24 578.42267),(25 582.9596),(26 589.1423),(27 592.4397),(28 584.7624),(29 585.6415),(30 582.89703),(31 585.7079),(32 581.0861),(33 576.87714),(34 574.29926),(35 574.224),(36 582.0746),(37 583.2165),(38 596.2515),(39 594.882),(40 596.46234),(41 601.754),(42 600.4619),(43 605.26624),(44 605.34283),(45 610.43805),(46 602.638),(47 594.2213),(48 603.13947),(49 598.85846),(50 610.1438),(51 612.67993),(52 607.0698),(53 612.9299),(54 597.66455),(55 601.0762),(56 601.1971),(57 596.43976),(58 601.64923),(59 599.3353),(60 591.414),(61 601.4741),(62 594.59106),(63 595.80164),(64 590.93176),(65 584.3421),(66 581.7891),(67 585.1512),(68 582.47406),(69 584.6132),(70 584.68335),(71 590.48596),(72 586.54596),(73 596.78143),(74 587.4468),(75 586.2941),(76 594.6898),(77 594.5095),(78 594.78784),(79 591.9841),
(1 370.91208),(2 455.0557),(3 502.8921),(4 525.09454),(5 539.6171),(6 543.67224),(7 558.6664),(8 563.1099),(9 574.0427),(10 570.6114),(11 578.9904),(12 579.33295),(13 581.5231),(14 582.6023),(15 587.373),(16 587.5053),(17 589.3795),(18 592.1186),(19 587.4035),(20 587.6985),(21 590.8595),(22 591.1138),(23 589.44116),(24 584.15753),(25 585.64526),(26 581.4329),(27 579.197),(28 580.7683),(29 580.73315),(30 583.05457),(31 577.9124),(32 576.41724),(33 572.93854),(34 580.8734),(35 575.79443),(36 573.5256),(37 573.9359),(38 585.81165),(39 585.63464),(40 579.25555),(41 583.31647),(42 589.767),(43 585.10486),(44 585.49554),(45 588.72345),(46 590.7431),(47 581.8149),(48 583.7351),(49 577.4606),(50 585.2887),(51 588.5826),(52 586.4864),(53 595.1951),(54 587.9299),(55 597.01843),(56 590.2701),(57 593.35864),(58 586.8388),(59 578.79224),(60 576.9947),(61 580.06793),(62 578.41315),(63 579.10834),(64 582.45905),(65 576.65955),(66 572.1339),(67 571.5715),(68 574.8891),(69 583.0428),(70 587.1303),(71 583.65125),(72 580.7841),(73 585.8549),(74 588.19),(75 581.36334),(76 580.9659),(77 587.6512),(78 582.4818),(79 574.9677),
(1 358.22525),(2 443.83365),(3 486.61514),(4 507.10013),(5 528.9696),(6 531.7074),(7 538.1548),(8 544.9879),(9 561.36053),(10 556.98486),(11 565.3265),(12 566.454),(13 567.289),(14 569.49713),(15 574.34796),(16 579.32715),(17 584.819),(18 585.2122),(19 578.25555),(20 581.3315),(21 583.9939),(22 586.6871),(23 579.50037),(24 570.3511),(25 577.2196),(26 570.5969),(27 571.5433),(28 568.526),(29 563.0431),(30 558.2482),(31 558.54395),(32 561.91345),(33 554.69),(34 553.67303),(35 556.691),(36 547.3961),(37 554.91815),(38 566.3085),(39 569.9346),(40 564.3715),(41 563.6412),(42 570.0883),(43 565.2569),(44 564.52094),(45 565.1843),(46 569.5068),(47 572.04205),(48 572.10626),(49 564.8359),(50 577.2241),(51 585.4088),(52 584.2796),(53 584.5669),(54 582.8972),(55 574.507),(56 569.7878),(57 565.29266),(58 562.83575),(59 567.4249),(60 561.9091),(61 557.29016),(62 562.6715),(63 573.3887),(64 575.24036),(65 577.0304),(66 567.2629),(67 574.6842),(68 567.2315),(69 573.1059),(70 575.0087),(71 574.3779),(72 570.50085),(73 564.0341),(74 563.73804),(75 564.4696),(76 569.84375),(77 569.76447),(78 576.5432),(79 562.678),
(1 358.3711),(2 446.865),(3 495.23978),(4 505.32074),(5 521.38),(6 521.604),(7 534.9419),(8 543.087),(9 545.5893),(10 549.289),(11 560.42316),(12 559.82294),(13 572.3815),(14 563.5635),(15 571.84894),(16 558.4145),(17 571.5627),(18 565.7348),(19 571.57715),(20 568.42725),(21 576.1074),(22 578.56573),(23 577.5607),(24 571.8982),(25 567.866),(26 561.0905),(27 569.42944),(28 568.6871),(29 559.9049),(30 559.06555),(31 562.73065),(32 563.7917),(33 555.803),(34 553.428),(35 553.3985),(36 542.27997),(37 536.71826),(38 546.8996),(39 562.2157),(40 560.1654),(41 563.5183),(42 567.5118),(43 558.3946),(44 564.2228),(45 562.4325),(46 559.63873),(47 559.89557),(48 568.0817),(49 556.96826),(50 569.62115),(51 573.7169),(52 583.60913),(53 579.7253),(54 577.44464),(55 576.238),(56 574.198),(57 573.7694),(58 567.7243),(59 569.21936),(60 560.92847),(61 563.77466),(62 563.753),(63 562.0601),(64 558.05225),(65 558.7005),(66 552.8169),(67 555.5942),(68 558.3777),(69 567.6586),(70 555.6326),(71 560.4846),(72 559.56323),(73 564.1654),(74 549.166),(75 553.55225),(76 561.5721),(77 551.3989),(78 555.68713),(79 559.8111),
(1 343.2296),(2 429.74908),(3 470.98367),(4 486.04904),(5 504.09256),(6 508.76947),(7 517.681),(8 528.7695),(9 530.4003),(10 535.5829),(11 540.93994),(12 546.5341),(13 550.11414),(14 552.01904),(15 549.4341),(16 543.7784),(17 552.1683),(18 544.27435),(19 545.1627),(20 544.1901),(21 547.77673),(22 547.272),(23 553.42645),(24 539.0884),(25 540.58246),(26 534.6592),(27 543.9519),(28 541.6086),(29 541.55865),(30 546.34515),(31 544.6795),(32 536.91895),(33 535.33417),(34 533.8393),(35 525.6518),(36 529.4639),(37 522.1146),(38 526.8818),(39 530.82367),(40 537.70026),(41 541.2622),(42 545.7577),(43 537.37524),(44 542.07074),(45 545.806),(46 549.1625),(47 539.69995),(48 548.4483),(49 542.179),(50 547.0345),(51 553.0577),(52 551.7432),(53 552.4054),(54 548.03705),(55 546.2405),(56 543.02826),(57 546.3379),(58 538.8439),(59 546.98224),(60 538.1525),(61 538.2349),(62 539.53735),(63 541.55414),(64 536.5764),(65 538.6194),(66 539.94763),(67 537.8731),(68 537.04767),(69 543.0272),(70 534.74554),(71 542.8116),(72 536.0487),(73 538.4915),(74 534.3287),(75 532.0868),(76 541.3232),(77 542.1756),(78 538.2363),(79 538.99567),
(1 334.2432),(2 415.1788),(3 455.71667),(4 475.96994),(5 493.39795),(6 495.81796),(7 510.13956),(8 515.4605),(9 530.4498),(10 538.46),(11 535.63666),(12 536.178),(13 533.9469),(14 531.87006),(15 542.8591),(16 535.3052),(17 544.44574),(18 534.95123),(19 537.03375),(20 543.21686),(21 548.192),(22 546.5514),(23 542.8933),(24 528.35004),(25 534.60016),(26 518.44604),(27 520.7359),(28 532.0577),(29 530.0434),(30 528.63617),(31 526.1188),(32 528.26227),(33 521.3997),(34 522.26733),(35 516.85345),(36 521.07666),(37 513.8078),(38 523.933),(39 531.1871),(40 525.76),(41 529.4771),(42 539.66254),(43 526.3867),(44 531.0474),(45 538.1472),(46 538.17456),(47 538.31903),(48 538.7609),(49 533.8396),(50 541.85376),(51 545.0107),(52 546.4465),(53 547.79584),(54 551.5649),(55 559.13904),(56 546.0491),(57 554.66205),(58 546.17755),(59 538.45825),(60 537.2926),(61 540.7592),(62 533.0139),(63 542.6814),(64 543.082),(65 541.72424),(66 537.1365),(67 544.34625),(68 539.1223),(69 540.6935),(70 532.24243),(71 533.6703),(72 529.8309),(73 536.8049),(74 530.29663),(75 532.76227),(76 536.5392),(77 540.52594),(78 536.87384),(79 535.5903),
(1 331.20697),(2 420.47632),(3 455.8863),(4 467.62653),(5 485.76443),(6 495.12137),(7 500.56995),(8 507.10574),(9 517.7593),(10 519.12335),(11 524.25085),(12 517.83),(13 518.6671),(14 524.70734),(15 526.0607),(16 516.7649),(17 526.3095),(18 524.4322),(19 524.29663),(20 532.53394),(21 530.19226),(22 532.82855),(23 535.73706),(24 527.28644),(25 531.0839),(26 525.44574),(27 530.7431),(28 532.56354),(29 521.5792),(30 527.3405),(31 527.119),(32 524.74506),(33 517.5939),(34 517.30566),(35 505.98782),(36 514.4582),(37 508.64093),(38 521.37805),(39 523.4066),(40 525.8552),(41 528.525),(42 524.78613),(43 524.662),(44 526.5275),(45 532.4653),(46 525.9442),(47 524.4325),(48 519.6385),(49 515.32367),(50 520.5296),(51 528.1457),(52 526.05566),(53 532.4552),(54 530.9428),(55 530.0301),(56 528.9481),(57 534.7922),(58 532.544),(59 536.54584),(60 534.085),(61 530.0445),(62 523.393),(63 528.26733),(64 524.1557),(65 527.55646),(66 520.4588),(67 524.4355),(68 517.7089),(69 517.8941),(70 518.35425),(71 525.54913),(72 526.2887),(73 518.98224),(74 514.35236),(75 517.206),(76 523.42633),(77 517.3936),(78 515.2413),(79 513.31256),
(1 325.85336),(2 411.98285),(3 459.4133),(4 475.96774),(5 480.74554),(6 479.70694),(7 490.95593),(8 496.68384),(9 505.86606),(10 507.26245),(11 513.7325),(12 522.7873),(13 520.5347),(14 522.7119),(15 524.662),(16 520.61743),(17 526.57465),(18 519.6756),(19 525.7371),(20 523.39386),(21 525.9452),(22 526.79724),(23 523.3694),(24 512.8564),(25 509.6897),(26 506.21307),(27 508.3751),(28 516.87225),(29 509.3739),(30 513.52625),(31 511.26395),(32 516.23413),(33 509.12253),(34 500.34833),(35 496.84048),(36 502.56567),(37 512.3298),(38 518.8016),(39 518.92566),(40 515.0765),(41 515.59875),(42 522.54205),(43 519.37964),(44 524.3798),(45 523.3119),(46 518.67053),(47 520.195),(48 523.52435),(49 517.6761),(50 521.49164),(51 529.4072),(52 526.8567),(53 530.92004),(54 523.2478),(55 521.74506),(56 523.38965),(57 523.22034),(58 521.56744),(59 526.7331),(60 511.73984),(61 517.3093),(62 514.50684),(63 516.5475),(64 515.3002),(65 513.16785),(66 513.752),(67 514.5426),(68 511.17838),(69 517.8882),(70 509.57117),(71 513.3686),(72 507.57077),(73 514.72766),(74 512.0934),(75 514.0861),(76 520.96716),(77 520.23224),(78 515.4644),(79 516.18176),
(1 317.46506),(2 398.5301),(3 438.1526),(4 452.16385),(5 459.91718),(6 472.38336),(7 483.57684),(8 487.37756),(9 485.7105),(10 498.4025),(11 505.65387),(12 500.3308),(13 502.62253),(14 504.69257),(15 510.42142),(16 514.67194),(17 512.51465),(18 508.15967),(19 512.42566),(20 510.09265),(21 509.74734),(22 507.03357),(23 499.52087),(24 497.46985),(25 500.76126),(26 501.8018),(27 505.41052),(28 505.2901),(29 498.16812),(30 498.84436),(31 500.5028),(32 494.5683),(33 485.3731),(34 487.30972),(35 480.20816),(36 484.49997),(37 487.171),(38 494.83618),(39 495.47107),(40 498.8595),(41 491.6528),(42 503.9685),(43 496.0576),(44 497.15814),(45 498.49026),(46 504.03052),(47 496.0609),(48 499.8654),(49 502.88828),(50 502.76636),(51 520.9046),(52 522.57007),(53 521.0943),(54 515.1096),(55 522.8194),(56 515.4457),(57 508.13495),(58 504.28262),(59 509.1712),(60 501.28918),(61 501.00598),(62 499.49564),(63 499.4481),(64 497.9679),(65 498.44513),(66 499.13504),(67 500.8678),(68 494.90494),(69 502.2422),(70 502.28128),(71 497.2666),(72 492.5575),(73 494.9854),(74 492.55212),(75 498.82285),(76 499.23468),(77 502.614),(78 508.05798),(79 497.80386),
(1 319.32333),(2 395.61096),(3 437.4105),(4 450.41666),(5 468.23865),(6 468.71576),(7 486.38834),(8 485.22543),(9 487.1031),(10 498.1907),(11 503.96503),(12 508.3217),(13 510.31006),(14 507.62836),(15 509.395),(16 509.02744),(17 511.3778),(18 505.4377),(19 510.27612),(20 510.1714),(21 510.5257),(22 506.3271),(23 512.7816),(24 497.6823),(25 495.10626),(26 495.562),(27 500.84238),(28 496.19968),(29 494.40045),(30 491.01306),(31 494.7264),(32 492.88788),(33 484.69107),(34 485.04193),(35 488.74664),(36 484.76855),(37 489.99316),(38 495.8376),(39 506.49582),(40 502.95557),(41 496.98022),(42 503.48517),(43 505.46692),(44 503.29214),(45 503.48462),(46 509.40836),(47 504.41516),(48 505.0661),(49 502.9957),(50 503.52396),(51 506.2131),(52 510.66144),(53 515.96497),(54 503.18057),(55 502.7781),(56 502.1458),(57 504.4441),(58 500.83334),(59 505.7896),(60 500.703),(61 503.21088),(62 501.28912),(63 502.41827),(64 501.2175),(65 500.97543),(66 500.7185),(67 500.83804),(68 503.20956),(69 505.9007),(70 501.98285),(71 503.89423),(72 500.28403),(73 499.04376),(74 498.38147),(75 498.89493),(76 497.82867),(77 497.4402),(78 499.02975),(79 497.20612),
(1 314.17133),(2 393.37732),(3 438.27444),(4 447.23944),(5 463.4085),(6 473.09802),(7 482.8952),(8 486.84073),(9 486.7985),(10 489.23843),(11 491.90683),(12 496.81357),(13 500.4761),(14 499.66907),(15 515.67444),(16 512.5767),(17 515.38165),(18 513.52673),(19 506.28564),(20 503.30762),(21 498.91904),(22 499.85742),(23 506.70407),(24 493.77484),(25 496.94724),(26 499.85434),(27 491.96118),(28 498.95465),(29 497.3487),(30 507.28137),(31 493.9932),(32 493.07883),(33 489.69177),(34 487.98108),(35 492.28513),(36 490.4712),(37 493.26563),(38 493.81308),(39 499.18518),(40 498.1207),(41 495.13083),(42 498.8221),(43 495.9441),(44 494.39227),(45 501.0382),(46 495.26697),(47 500.79086),(48 508.02356),(49 500.7414),(50 507.5199),(51 506.88925),(52 505.9842),(53 504.17676),(54 493.13113),(55 491.90585),(56 491.43253),(57 495.82898),(58 493.4973),(59 492.70102),(60 489.53336),(61 489.79105),(62 488.51163),(63 490.3687),(64 489.1382),(65 492.38153),(66 494.08414),(67 493.27496),(68 494.54065),(69 500.46457),(70 495.31122),(71 499.10745),(72 496.57193),(73 495.0696),(74 496.9014),(75 495.13773),(76 502.07382),(77 496.2242),(78 494.3885),(79 495.14734),
(1 312.01172),(2 380.88663),(3 415.00348),(4 431.3899),(5 439.85516),(6 449.39273),(7 462.34583),(8 468.75296),(9 467.72025),(10 475.4509),(11 477.69797),(12 478.57138),(13 483.44995),(14 487.8104),(15 489.31888),(16 484.10168),(17 489.53482),(18 489.94324),(19 484.6119),(20 488.83075),(21 488.6579),(22 486.21936),(23 484.4574),(24 481.37262),(25 481.41345),(26 484.13425),(27 481.52383),(28 475.10477),(29 471.3722),(30 470.83923),(31 466.83966),(32 467.86218),(33 468.5687),(34 468.33737),(35 469.85553),(36 471.1813),(37 470.62585),(38 475.4759),(39 477.7218),(40 478.66077),(41 483.07867),(42 490.659),(43 489.17566),(44 488.63693),(45 484.51114),(46 486.43344),(47 482.19443),(48 484.70038),(49 481.1103),(50 492.1639),(51 493.73807),(52 491.4316),(53 493.34332),(54 489.9069),(55 489.8251),(56 488.48535),(57 486.8359),(58 489.07318),(59 491.33246),(60 487.37094),(61 482.72763),(62 479.19727),(63 479.26877),(64 481.04727),(65 483.0964),(66 483.72696),(67 494.24728),(68 484.48575),(69 486.85898),(70 478.49487),(71 484.22504),(72 479.90213),(73 479.657),(74 477.54468),(75 482.76428),(76 482.2247),(77 486.3251),(78 484.94403),(79 480.2452),
(1 299.74976),(2 370.70792),(3 400.89352),(4 416.35458),(5 430.99283),(6 436.6878),(7 447.92346),(8 447.93192),(9 454.5593),(10 449.34015),(11 456.99115),(12 463.0713),(13 469.08405),(14 472.20612),(15 471.60425),(16 469.424),(17 471.56976),(18 469.75922),(19 473.69662),(20 474.3685),(21 476.9508),(22 473.77283),(23 471.22464),(24 467.0423),(25 468.40714),(26 462.88986),(27 466.86707),(28 473.38678),(29 469.8761),(30 465.40018),(31 458.19073),(32 464.19827),(33 459.83667),(34 456.85297),(35 457.4205),(36 458.70197),(37 453.58862),(38 461.9305),(39 465.93567),(40 468.5158),(41 465.0584),(42 467.10455),(43 459.5929),(44 463.5366),(45 466.72977),(46 471.66013),(47 461.80878),(48 469.08987),(49 462.86325),(50 473.56976),(51 473.1206),(52 468.34366),(53 480.47366),(54 474.93546),(55 473.9409),(56 473.33783),(57 471.59457),(58 467.90036),(59 468.58655),(60 461.23737),(61 466.19952),(62 474.28284),(63 475.81165),(64 475.561),(65 477.14993),(66 474.06473),(67 480.74216),(68 476.6325),(69 479.72412),(70 480.71255),(71 480.35938),(72 472.83453),(73 481.17163),(74 476.86053),(75 474.42477),(76 470.2893),(77 473.84848),(78 472.01077),(79 468.86646),
(1 297.2944),(2 365.89148),(3 397.1766),(4 411.73904),(5 424.2379),(6 431.46893),(7 439.8344),(8 443.95398),(9 454.2035),(10 452.421),(11 462.61804),(12 458.31494),(13 463.7711),(14 461.51886),(15 466.61694),(16 467.369),(17 468.77103),(18 472.56625),(19 466.5545),(20 473.78958),(21 474.78632),(22 469.77716),(23 473.34888),(24 467.80542),(25 465.86182),(26 457.2057),(27 463.27252),(28 468.9633),(29 465.2419),(30 463.6223),(31 460.25565),(32 460.52594),(33 459.50076),(34 463.1671),(35 461.24402),(36 468.78705),(37 471.73096),(38 470.73596),(39 478.7333),(40 476.95547),(41 478.5818),(42 481.99332),(43 481.44583),(44 486.57822),(45 479.17273),(46 483.66275),(47 482.73108),(48 481.25354),(49 479.89093),(50 484.455),(51 491.74634),(52 484.58844),(53 490.51517),(54 485.21844),(55 486.0615),(56 479.84744),(57 478.69595),(58 475.89984),(59 475.12354),(60 473.4569),(61 467.68713),(62 468.2298),(63 470.61792),(64 473.77335),(65 474.04086),(66 471.33658),(67 468.69626),(68 462.5463),(69 468.58603),(70 464.14627),(71 471.53345),(72 470.71042),(73 474.40778),(74 470.2154),(75 472.03033),(76 472.3956),(77 475.85104),(78 473.10605),(79 470.06952),
(1 285.42798),(2 350.1763),(3 383.65253),(4 397.29922),(5 408.19034),(6 412.22678),(7 423.25034),(8 421.65115),(9 428.62378),(10 433.03055),(11 430.92438),(12 437.2228),(13 443.4376),(14 442.61554),(15 441.01154),(16 444.28305),(17 450.25146),(18 448.76923),(19 453.48016),(20 455.2394),(21 453.6514),(22 448.81302),(23 455.5184),(24 450.2866),(25 455.81528),(26 448.41858),(27 446.7743),(28 454.74686),(29 444.26862),(30 446.18896),(31 442.73535),(32 440.11234),(33 437.5917),(34 435.65445),(35 433.6251),(36 436.25433),(37 439.63333),(38 439.4485),(39 448.0776),(40 448.6527),(41 450.53503),(42 449.08264),(43 447.66098),(44 453.86368),(45 452.66568),(46 450.1843),(47 453.11353),(48 452.71997),(49 446.98294),(50 453.92963),(51 456.83353),(52 456.518),(53 456.43546),(54 457.9841),(55 460.46982),(56 455.16522),(57 458.92923),(58 450.16458),(59 448.27658),(60 447.2661),(61 450.9131),(62 447.93536),(63 448.21048),(64 447.67642),(65 446.56512),(66 448.08698),(67 442.37665),(68 445.7703),(69 444.22482),(70 443.03592),(71 445.08167),(72 449.08994),(73 450.10974),(74 451.29422),(75 453.92822),(76 457.6224),(77 452.96863),(78 452.09558),(79 445.60648),
(1 289.14038),(2 361.25717),(3 400.44794),(4 418.72748),(5 433.69565),(6 444.09158),(7 452.6454),(8 447.73013),(9 454.6748),(10 453.34927),(11 459.21667),(12 455.85416),(13 462.3807),(14 454.6322),(15 458.0702),(16 458.7979),(17 456.85248),(18 458.57196),(19 467.57428),(20 460.72305),(21 463.587),(22 459.93393),(23 461.42178),(24 455.90668),(25 460.48462),(26 459.6768),(27 463.2841),(28 459.26395),(29 453.32758),(30 452.8518),(31 453.93646),(32 452.62045),(33 446.43814),(34 445.82855),(35 441.4798),(36 443.43674),(37 450.83344),(38 448.39072),(39 454.72314),(40 458.7072),(41 455.80768),(42 461.4457),(43 461.00687),(44 462.17252),(45 455.75342),(46 456.47946),(47 446.97696),(48 451.7532),(49 445.56155),(50 458.75888),(51 464.68436),(52 459.89227),(53 460.49387),(54 452.03333),(55 450.0991),(56 446.92572),(57 451.44232),(58 454.6996),(59 453.22043),(60 451.05524),(61 459.22073),(62 453.52606),(63 457.8353),(64 457.21393),(65 459.69717),(66 457.12357),(67 458.93332),(68 461.24075),(69 457.0484),(70 450.65945),(71 451.4309),(72 452.86957),(73 456.23187),(74 449.652),(75 450.49387),(76 456.8425),(77 454.92654),(78 448.5184),(79 451.90894),
