q, (a, b, c)
1.5, (-37380983.239023104, 36.80596835743827, 33299482.894921117)
2.5, (-250995281.44579253, 414.5363304190304, 250871329.38052034)
3.5, (-39502214.786257245, 63.07888075122229, 39287319.72147336)
4.5, (-23690486.007350586, 32.27552504022085, 21385167.527565047)
5.5, (-19347995.23622121, 25.883573538734474, 17192807.109691374)
6.5, (-19425624.49046284, 16.50864998348426, 15500953.825622562)
7.5, (-12137951.809582498, 14.56330715843061, 10881513.37506905)
8.5, (-12709544.175344938, 9.644641321082533, 10418810.116048489)
9.5, (-10364506.2385219, 9.889517449879849, 8295911.31946494)
10.5, (-7595937.007291189, 12.479451669823327, 6643645.331531717)
11.5, (-9584940.784801187, 7.555569329362659, 7064223.243921195)
12.5, (-7827878.094682932, 6.662997247922628, 5786298.187470305)
13.5, (-6609892.370233866, 7.092746042840094, 5243588.800579782)
14.5, (-4896283.8190045925, 9.771332930715133, 4591620.032251907)
15.5, (-4584922.214177551, 11.0667802217792, 4147521.10021058)
16.5, (-4970858.364149991, 5.701480797507312, 3956114.758633478)
17.5, (-4219198.414027395, 5.534695464382283, 3377111.34659265)
18.5, (-3747685.0328970784, 6.321475610581563, 3241127.015693452)
19.5, (-3318150.4395550685, 4.901455506436978, 2620453.413001641)
20.5, (-3178678.9756095647, 5.422792973584923, 2647081.053865519)
21.5, (-2872380.442739061, 5.873488696725695, 2471765.4136570566)
22.5, (-2696884.206884156, 5.189997075730825, 2317630.676485252)
23.5, (-2697691.2151774094, 5.299512234492516, 2309258.4633673616)
24.5, (-2504509.113800149, 5.523118317919261, 2186574.4352721376)
25.5, (-2268483.0866535213, 4.2230137069531715, 1923830.6864154714)
26.5, (-2257436.1873735236, 3.770279442143189, 1792550.5893779176)
27.5, (-1919716.4396784469, 3.8554141790509733, 1595942.0395496786)
28.5, (-1981570.0398093285, 3.4186494134005496, 1536938.812539202)
29.5, (-1919610.5561152603, 3.404244558628902, 1495309.628447755)
30.5, (-1616895.5151746091, 3.95086785682665, 1438002.3274525735)
31.5, (-1614340.4847870837, 3.440699182792191, 1325389.775212273)
32.5, (-1455148.8658650331, 3.7525418046309613, 1235012.044436001)
