1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 132429.13),(2 185270.45),(3 203042.47),(4 209603.72),(5 205502.5),(6 206149.88),(7 209321.83),(8 207202.75),(9 199427.72),(10 212217.03),(11 216474.66),(12 222845.19),(13 220714.1),(14 208697.31),(15 214953.02),(16 217440.75),(17 219730.81),(18 219302.06),(19 214604.9),(20 213570.9),(21 219336.64),(22 225459.36),(23 223113.25),(24 226161.66),(25 229407.25),(26 230723.33),(27 223724.52),(28 222499.17),(29 220774.28),(30 222556.36),(31 225748.23),(32 226087.48),(33 225503.42),(34 227700.28),(35 223100.75),(36 221335.64),(37 226883.2),(38 233226.06),(39 230418.05),(40 229997.39),(41 234521.7),(42 237933.56),(43 238492.72),(44 235373.63),(45 231511.64),(46 229499.66),(47 230987.1),(48 224340.55),(49 225637.25),(50 233339.7),(51 226534.1),(52 222682),(53 224229.88),(54 220978.89),(55 220721.63),(56 224966.83),(57 222633.63),(58 225165.25),(59 229727.64),(60 229557.19),(61 225286.66),(62 225170.97),(63 220008.02),(64 221339.72),(65 214732.88),(66 214439.23),(67 215485.1),(68 212208.38),(69 216722.1),(70 212976.36),(71 213415.56),(72 214848.8),(73 213321.83),(74 211542.44),(75 209778.58),(76 216131.84),(77 214350.1),(78 211732.28),(79 211630.06),
(1 123131.89),(2 172003.58),(3 190279),(4 193043.39),(5 196591.94),(6 202836.36),(7 208237.78),(8 207436.58),(9 203447.89),(10 211330.61),(11 212442.7),(12 209681.11),(13 209399.1),(14 204206.17),(15 206994.58),(16 207008.52),(17 211746.98),(18 208490.94),(19 204231.55),(20 205858.88),(21 211016.64),(22 216117.75),(23 218092.48),(24 215807.89),(25 211746.38),(26 211703.22),(27 206948.72),(28 207626.33),(29 213774.63),(30 215958.94),(31 211520.63),(32 211394.27),(33 211309.58),(34 214894.3),(35 210149.8),(36 208115.39),(37 206259.81),(38 210958.13),(39 215290.38),(40 211490.39),(41 211798.55),(42 216658.2),(43 215472.19),(44 208420.33),(45 218254.72),(46 225391.36),(47 227552.53),(48 221093.06),(49 221806.61),(50 222688.66),(51 216227.16),(52 210333.73),(53 207507.47),(54 210846.64),(55 213600.02),(56 212764.19),(57 213213.11),(58 218142.3),(59 216651.45),(60 211161.67),(61 208226.61),(62 211394.47),(63 210302.97),(64 207536.3),(65 208110.58),(66 209661.84),(67 206880.75),(68 205678.13),(69 198461.27),(70 200030.52),(71 195587.2),(72 198342.8),(73 198950.16),(74 196515.22),(75 203507.92),(76 202601.17),(77 202098.25),(78 202449.1),(79 200138.22),
(1 121789.95),(2 170750.64),(3 190283.19),(4 196370.63),(5 203701.5),(6 209244.4),(7 213974.42),(8 208523.4),(9 205889.94),(10 207071.33),(11 208257.55),(12 203547.6),(13 204361.69),(14 202252.64),(15 205832.22),(16 202938.06),(17 205269.28),(18 195623.14),(19 196072.92),(20 201248.17),(21 207005.89),(22 207108.77),(23 204692.45),(24 203133.19),(25 198928.22),(26 197577.16),(27 195974),(28 195905.02),(29 203291.22),(30 203270.33),(31 206150.25),(32 206784.66),(33 209390.02),(34 213927.25),(35 214147.05),(36 209898.52),(37 202134.83),(38 205644.53),(39 208894.23),(40 207389.33),(41 204415.4),(42 204095.97),(43 203176.14),(44 204496.83),(45 213124.02),(46 216575.27),(47 215534.17),(48 218650.61),(49 215359.4),(50 204710.94),(51 205685.47),(52 209101.56),(53 206216.25),(54 204212.31),(55 203051.6),(56 206362.86),(57 208968.4),(58 211071.14),(59 211445.98),(60 208525.19),(61 208876.97),(62 207195.56),(63 209136.53),(64 204346.33),(65 209578.13),(66 208350.61),(67 208703.7),(68 202601.97),(69 201878.28),(70 205951.13),(71 202456.1),(72 205533.72),(73 209212.06),(74 206808.08),(75 209777.94),(76 206162.75),(77 203063.02),(78 205874.64),(79 204773.58),
(1 120001.16),(2 162298.22),(3 171536.22),(4 172748.53),(5 178229.55),(6 187697.98),(7 185964.95),(8 189752.14),(9 190195.7),(10 190817.02),(11 196521.7),(12 193292.05),(13 193755.28),(14 191273.86),(15 195169.95),(16 194309.2),(17 193519.23),(18 194873.78),(19 190571.47),(20 194163.95),(21 196773.33),(22 192729.61),(23 186884.6),(24 187117.2),(25 185641.75),(26 179040.72),(27 176611.23),(28 185683.2),(29 186442.81),(30 190125.23),(31 189596.98),(32 190103.92),(33 194217.03),(34 194268.98),(35 192366.5),(36 193488.2),(37 188613.31),(38 190393.11),(39 191573.19),(40 192578.22),(41 196865.63),(42 198746.89),(43 194728.42),(44 191701.69),(45 194960.72),(46 198174.77),(47 202757.02),(48 198740.08),(49 193921.8),(50 191386.77),(51 194634.83),(52 194500.2),(53 196309.4),(54 198111.95),(55 200600.45),(56 201599.48),(57 204956.98),(58 202569.34),(59 204133.34),(60 203479.11),(61 206391.63),(62 200236.88),(63 203876.1),(64 210358.67),(65 209558.05),(66 200753.16),(67 198334.28),(68 197192.23),(69 199813.9),(70 197166.66),(71 191316.28),(72 195815.1),(73 202594.58),(74 196635.33),(75 194068.6),(76 189757.25),(77 187986.89),(78 192134.94),(79 188950.06),
(1 112263.484),(2 153106.1),(3 160883.28),(4 164747.72),(5 171358.23),(6 171606.73),(7 176378.94),(8 177674.14),(9 176623.58),(10 182242.83),(11 184595.81),(12 184180.02),(13 182143.39),(14 180484),(15 183046.67),(16 179068),(17 179328.19),(18 180352.53),(19 183429.16),(20 184350.42),(21 184282.72),(22 179906.86),(23 180837.9),(24 184877.72),(25 181611.81),(26 175613.5),(27 175601.39),(28 180120.66),(29 175884.61),(30 176012.44),(31 177960.22),(32 179656),(33 182513.16),(34 185203.22),(35 180997.25),(36 183931.81),(37 184839.92),(38 183227.94),(39 184102.83),(40 191028.08),(41 189546.28),(42 184728.83),(43 182278.3),(44 182685.6),(45 188347.08),(46 189562.44),(47 187412.81),(48 185335.86),(49 180371.92),(50 184844.95),(51 186016.92),(52 180553.7),(53 179506.64),(54 180617.44),(55 182876.55),(56 188364.39),(57 192075.56),(58 191736.63),(59 189306.84),(60 190444.4),(61 188455.56),(62 191089.98),(63 192906.23),(64 189177.05),(65 189266.98),(66 183727.34),(67 184046.42),(68 187289.61),(69 186846.78),(70 183814),(71 187757.83),(72 187156.9),(73 183368.42),(74 187439.77),(75 184901.61),(76 180295.94),(77 181749.44),(78 177237.25),(79 178696.94),
(1 108493.484),(2 149368.02),(3 152967.34),(4 159306.88),(5 163078.27),(6 166349.28),(7 173069.61),(8 171520.06),(9 167654.2),(10 166156.81),(11 166380.53),(12 165916.13),(13 163572),(14 166074.7),(15 167126),(16 169592.42),(17 171417.88),(18 171082.2),(19 172363.13),(20 171100.56),(21 169206.45),(22 169461.27),(23 171507.72),(24 173456.7),(25 171829.52),(26 167128.55),(27 165960.02),(28 174324.89),(29 175608.19),(30 170863.81),(31 171612.47),(32 171960.44),(33 176028.73),(34 184631.13),(35 184514.97),(36 183240.17),(37 179383.8),(38 175439.16),(39 178825.44),(40 183866.77),(41 181059.95),(42 180719.55),(43 178128.98),(44 180068.14),(45 184179.14),(46 184088),(47 180889.56),(48 179105.16),(49 179770.45),(50 178486.52),(51 183381),(52 179110.53),(53 178176.67),(54 182133.45),(55 179123.94),(56 179322.7),(57 174310.2),(58 175953.97),(59 181909.83),(60 180273.1),(61 179659.1),(62 181717.05),(63 179542.8),(64 178457.25),(65 176723.86),(66 176115.19),(67 178614.81),(68 175690.88),(69 170766.27),(70 174340.34),(71 175514.2),(72 172573.53),(73 172226.58),(74 175877),(75 170096.13),(76 171719.7),(77 170325.25),(78 171112.19),(79 170130.56),
(1 105891.83),(2 144924.83),(3 152367.14),(4 153558.73),(5 159728.39),(6 163152.34),(7 163790.95),(8 166898.61),(9 166608.98),(10 163000.08),(11 161732.06),(12 165391.55),(13 165388.3),(14 164793.45),(15 166314.39),(16 169676.17),(17 169762.64),(18 170513.16),(19 167893.83),(20 166904.69),(21 168528.22),(22 166288.78),(23 165693.02),(24 169094.55),(25 164569.45),(26 160910.86),(27 162602),(28 169049.39),(29 168190.11),(30 168952.08),(31 170500.31),(32 168522.03),(33 169404.08),(34 170015.08),(35 167523.89),(36 167957.52),(37 169712.89),(38 169609.2),(39 168661.56),(40 174194.38),(41 178548.06),(42 175916.55),(43 169757.89),(44 171962.2),(45 178133.45),(46 181758.3),(47 177123.6),(48 173299.13),(49 173862.64),(50 171707.02),(51 174346.47),(52 173202.88),(53 172497.69),(54 175849.13),(55 176053.52),(56 173785.75),(57 174198.66),(58 175964.84),(59 176078.44),(60 173975.14),(61 176459.06),(62 177322.56),(63 175261.25),(64 175788.95),(65 175301.02),(66 168708.48),(67 169195.22),(68 167449.89),(69 165342.39),(70 167986.17),(71 170886.6),(72 172296.78),(73 167939.34),(74 170641.61),(75 166242.38),(76 168447.44),(77 171299.61),(78 169358.61),(79 166652.55),
(1 100310.805),(2 137909.3),(3 148438.38),(4 148075.6),(5 153636.14),(6 157337.08),(7 159203.72),(8 162516.81),(9 160651.39),(10 153460.5),(11 153172.61),(12 161743.81),(13 161548.44),(14 158624.17),(15 157831.83),(16 161455.38),(17 159876.67),(18 160335.58),(19 164687.22),(20 160887.05),(21 159824.83),(22 159258.58),(23 160396.27),(24 164947.52),(25 160803.75),(26 155496.31),(27 155286.34),(28 159351.17),(29 159795.64),(30 161132.77),(31 163608.11),(32 166007.33),(33 165200.8),(34 163446.67),(35 160970.48),(36 161179.16),(37 162062.38),(38 163949.23),(39 162260.36),(40 166857.13),(41 166129.11),(42 168671.47),(43 168630.05),(44 168861.05),(45 167559.2),(46 174868.03),(47 167767.89),(48 161941.1),(49 164468.52),(50 169172.95),(51 168713.95),(52 164720.13),(53 163499.33),(54 163507.28),(55 165892.83),(56 166311.56),(57 167544.55),(58 167557.97),(59 170007.44),(60 169886.63),(61 170484.05),(62 167425.98),(63 165924.08),(64 166656.5),(65 164835.38),(66 164941.22),(67 167928.11),(68 166272.8),(69 166251.3),(70 166135.52),(71 163262.34),(72 161387.5),(73 160893.72),(74 157025.89),(75 157522.77),(76 163223.31),(77 165868.31),(78 164095.02),(79 161492.84),
(1 96413.04),(2 131827.86),(3 140187.1),(4 134772.56),(5 140719.7),(6 146537.97),(7 145886.4),(8 148931.95),(9 151817.3),(10 150420.1),(11 145776.86),(12 149849.03),(13 152881.89),(14 152162.31),(15 152463.03),(16 152663.72),(17 152048.08),(18 153258.48),(19 153261.58),(20 156028.94),(21 156327.48),(22 157298.77),(23 160011.27),(24 157929.23),(25 155591.94),(26 151058.55),(27 150848.56),(28 154319.69),(29 153877.31),(30 156865.47),(31 161246.52),(32 157840.02),(33 158612.03),(34 156663.78),(35 154988.73),(36 159813.78),(37 157293.44),(38 159170.44),(39 160619.72),(40 157041.9),(41 159065.28),(42 159097.1),(43 160354),(44 157902.56),(45 162794.6),(46 160668.28),(47 156370.31),(48 158840.5),(49 159975.9),(50 162515.56),(51 160604.03),(52 155948.52),(53 157203.89),(54 153124.9),(55 155853.77),(56 158695.48),(57 159687.77),(58 159124.92),(59 157492.3),(60 153985.14),(61 155503.78),(62 156765.11),(63 152741.75),(64 159116.53),(65 157357.92),(66 156330.52),(67 152311.44),(68 151572.88),(69 154395.42),(70 154404.45),(71 153064.27),(72 154772.17),(73 154582.27),(74 149723.64),(75 144139.33),(76 149526.14),(77 153034.78),(78 148025.4),(79 145521.03),
(1 93892.945),(2 130145.43),(3 134598.5),(4 133939.38),(5 138536.45),(6 140125.1),(7 142905.34),(8 144976.81),(9 141358.78),(10 145118),(11 142995.72),(12 148387.31),(13 144563.45),(14 147067.83),(15 147444.08),(16 148876.31),(17 147124.63),(18 146967.94),(19 148349.19),(20 150664.27),(21 147848.13),(22 149170),(23 148079.19),(24 147258.28),(25 149654.9),(26 147187.06),(27 145273.78),(28 143384.8),(29 148916.34),(30 152535.3),(31 147122.53),(32 150276.95),(33 151299.19),(34 151976.17),(35 153873.61),(36 155587.92),(37 154774.56),(38 155230.22),(39 154944.84),(40 156920.83),(41 154226.27),(42 153282.44),(43 153505.48),(44 156451.19),(45 156639.14),(46 155763.31),(47 152862.72),(48 154441.36),(49 152415.73),(50 155627.89),(51 154522.52),(52 153073.06),(53 152328.05),(54 149743.67),(55 148198.55),(56 148110.13),(57 152765.34),(58 153010.7),(59 150224.81),(60 147331.77),(61 146128.05),(62 146900.08),(63 147832.67),(64 148029.81),(65 148668.4),(66 143981.06),(67 145859.66),(68 149443.73),(69 147953.78),(70 150308.11),(71 148352.05),(72 148355.6),(73 145360.75),(74 142344.47),(75 139816.44),(76 144783.6),(77 142497.53),(78 139989.05),(79 142152.45),
(1 87676.79),(2 124698.36),(3 129243.445),(4 131039.87),(5 131757.75),(6 135691.2),(7 134199.25),(8 136672.81),(9 138015.63),(10 138955.13),(11 142616.1),(12 141152.89),(13 137397.83),(14 136287.44),(15 135578.53),(16 138949.2),(17 140780.23),(18 139396.34),(19 137440.52),(20 139240.45),(21 138338.83),(22 140821.63),(23 138866.39),(24 134816.17),(25 136503.47),(26 134934.78),(27 136403.23),(28 138297.13),(29 142851.13),(30 144166.42),(31 140166.36),(32 142452.34),(33 142025.84),(34 141543.73),(35 142505.92),(36 143026.75),(37 143037.25),(38 143150.98),(39 138730.55),(40 142321.14),(41 141444.47),(42 140905.56),(43 139787.97),(44 143854.34),(45 145664.4),(46 142408.2),(47 139907.63),(48 140264.47),(49 142458.81),(50 143779.23),(51 145831.1),(52 146411.23),(53 144692.14),(54 140573.7),(55 139407.72),(56 139754.97),(57 140462.45),(58 142425.63),(59 142773.5),(60 140561.86),(61 142867.36),(62 141743.42),(63 145143.69),(64 143100.16),(65 142900.61),(66 142142.88),(67 144815.36),(68 143313.95),(69 144186.73),(70 147931.88),(71 145637.5),(72 144806.97),(73 141291.83),(74 142064.17),(75 142183.23),(76 142479.14),(77 138498.36),(78 142654.13),(79 142937.31),
(1 79413.23),(2 111211.18),(3 114977.14),(4 114017.125),(5 117269.164),(6 123970.11),(7 123664.98),(8 125373.08),(9 127136.195),(10 126342.11),(11 123282.98),(12 124275.19),(13 126292.055),(14 126011.59),(15 124334.19),(16 127810.16),(17 128743.734),(18 128236.82),(19 128258.47),(20 129234.92),(21 127230.86),(22 128063.56),(23 131141.27),(24 132161.61),(25 130246.74),(26 129489.11),(27 131829.28),(28 133643.14),(29 139807.2),(30 137683.8),(31 135632.92),(32 137603.97),(33 137686.95),(34 139007.17),(35 137294.73),(36 137043.19),(37 139717.25),(38 137107.08),(39 135712.66),(40 136658.92),(41 136936.16),(42 139191.67),(43 138654.06),(44 137039.1),(45 136400.3),(46 136444.22),(47 136064.73),(48 137857.5),(49 138568.53),(50 140088.63),(51 142164.11),(52 141060.27),(53 138008.2),(54 139967.75),(55 138826.58),(56 135078.36),(57 134549.5),(58 136742.58),(59 135902.78),(60 136323.77),(61 137665.08),(62 135802.16),(63 135278.38),(64 135951.83),(65 137572.67),(66 135059.78),(67 134405.33),(68 134839.36),(69 139509.63),(70 138792.22),(71 138657.84),(72 138132.75),(73 135747.94),(74 137548.63),(75 138809.97),(76 134981.97),(77 134224.2),(78 132848.2),(79 132686.97),
(1 77643.25),(2 105885.664),(3 112303.57),(4 113824.086),(5 118100.164),(6 119890.33),(7 121859.03),(8 124030.78),(9 128806.125),(10 129503.234),(11 126862.97),(12 125685.27),(13 124649.53),(14 124478.03),(15 123296.28),(16 126351.55),(17 127290.664),(18 125857.414),(19 128241.72),(20 129186.47),(21 129483.53),(22 129309.95),(23 131937.83),(24 129582.914),(25 131188.44),(26 129938.65),(27 130090.98),(28 128532.2),(29 132240.8),(30 133542.17),(31 130808.65),(32 133299.25),(33 133319.92),(34 133513.83),(35 134905.03),(36 132613.5),(37 132900.19),(38 134240.42),(39 132116.52),(40 132170.67),(41 129522.555),(42 133799.75),(43 135640.56),(44 134315.02),(45 133815.47),(46 135171.77),(47 135100.58),(48 132426.05),(49 134177.66),(50 137862.92),(51 136025.33),(52 132076.11),(53 133278.44),(54 134945.53),(55 136286.02),(56 133376.16),(57 134170.14),(58 135363.55),(59 137656.22),(60 135513.53),(61 132499.17),(62 133099.16),(63 133126.45),(64 132856.92),(65 135641.06),(66 134431.23),(67 135344.06),(68 131194.34),(69 134348.33),(70 134036.55),(71 130816.01),(72 133002.6),(73 133139.72),(74 131727.4),(75 129788.21),(76 127178.85),(77 131393.52),(78 130719.12),(79 131875.36),
(1 76441.78),(2 105312.05),(3 112686.29),(4 113373.17),(5 117103.086),(6 120770.86),(7 119072.51),(8 118078.266),(9 121420.266),(10 122529.81),(11 123260.43),(12 119886.664),(13 119853.65),(14 124246.95),(15 125693.984),(16 121922.32),(17 123579.766),(18 123949.35),(19 124883.72),(20 125484.05),(21 125785.984),(22 129231.516),(23 124609.945),(24 128561.51),(25 129122.05),(26 127723.78),(27 128092.84),(28 127981.52),(29 128826.74),(30 128072.61),(31 128507.586),(32 126871.94),(33 126774.51),(34 128956.99),(35 127330.28),(36 125641.45),(37 125275.99),(38 125822.125),(39 124535.7),(40 126090.56),(41 126864.016),(42 130264.43),(43 129512.59),(44 130510.25),(45 126333.6),(46 126829.336),(47 129192.33),(48 131592.84),(49 132117.02),(50 131492.16),(51 130461.2),(52 125874.445),(53 128376.77),(54 128092.15),(55 127577.14),(56 128648),(57 129276.57),(58 130694.54),(59 129398.195),(60 127241.34),(61 124736.484),(62 125609.96),(63 124343.086),(64 128739.82),(65 127682.445),(66 126440.44),(67 123159.02),(68 120690.56),(69 121820.03),(70 123506.695),(71 123657.19),(72 123680.18),(73 125964.445),(74 124517.03),(75 124281.95),(76 123822.53),(77 125104.19),(78 122440.336),(79 121544.125),
(1 70781.8),(2 99663.516),(3 104946.74),(4 104516.47),(5 108429.95),(6 111821.164),(7 109298),(8 109457.82),(9 113041.164),(10 112230.45),(11 113558.65),(12 111466.375),(13 112124.086),(14 118176.586),(15 116174.52),(16 112255.46),(17 110883.06),(18 113061.95),(19 113841.06),(20 112415.38),(21 114037.94),(22 114654.695),(23 112540.766),(24 112654.17),(25 111839.29),(26 114044.29),(27 115287.086),(28 118529.07),(29 120172.18),(30 116585.586),(31 116492.914),(32 116738.81),(33 116153.07),(34 115172.14),(35 116409.19),(36 118174.99),(37 117642.2),(38 117514.266),(39 115430.74),(40 117092.79),(41 121133.08),(42 120568.67),(43 118572.75),(44 119228.82),(45 116744.97),(46 120074.52),(47 120456.28),(48 119757.734),(49 119155.29),(50 120277.18),(51 122861.38),(52 119830.53),(53 118426.016),(54 121675.15),(55 119647.25),(56 117084.98),(57 117035.35),(58 119351.07),(59 118323.8),(60 117181.24),(61 117768.28),(62 117943.69),(63 119295.29),(64 122115.11),(65 120898.016),(66 116624.34),(67 113863.31),(68 111362.766),(69 115208.555),(70 116002.08),(71 112716.625),(72 112711.75),(73 113507.695),(74 113446.74),(75 112480.3),(76 112634.62),(77 111610.266),(78 113322.68),(79 111959.28),
(1 68319.06),(2 94507.4),(3 100167.016),(4 100734.914),(5 102217.836),(6 104890.016),(7 104130.98),(8 105005.05),(9 106879.99),(10 108971.8),(11 108925.55),(12 106234.18),(13 106170.96),(14 109195.4),(15 107511.445),(16 106093.11),(17 109981.336),(18 110679.95),(19 110561.4),(20 111476.125),(21 111585.43),(22 111258.03),(23 109733.74),(24 111805.96),(25 113086.82),(26 111016.38),(27 111695.68),(28 115462.86),(29 117117.555),(30 116559.41),(31 116107.164),(32 114449.63),(33 113716.46),(34 117837.05),(35 119561.57),(36 119670.914),(37 120892.04),(38 120088.586),(39 120430),(40 120961.12),(41 121849.266),(42 124057.266),(43 120426.484),(44 117940.516),(45 119735.91),(46 122787.18),(47 123369.6),(48 124670.41),(49 125147.7),(50 121536.37),(51 122619.38),(52 122413.984),(53 121977.24),(54 118606.766),(55 118336.23),(56 119896.12),(57 117564.664),(58 117310.34),(59 118270.234),(60 114822.516),(61 115670.97),(62 115288.125),(63 115084.79),(64 116791.45),(65 116718.28),(66 112974.555),(67 112645.55),(68 112489.61),(69 110942.055),(70 113393.88),(71 114312.28),(72 114313.63),(73 112089.92),(74 111486.484),(75 110943.8),(76 110912.05),(77 113013.68),(78 110209.6),(79 107884.7),
(1 63647.066),(2 85848.82),(3 91446.05),(4 93149.055),(5 95149.93),(6 98493.69),(7 99181.34),(8 102275.94),(9 103551.984),(10 103407.97),(11 102541.26),(12 103383.445),(13 102261.766),(14 103250.73),(15 101953.26),(16 102395.07),(17 104991.164),(18 105614.19),(19 104909.4),(20 105244.49),(21 106453.48),(22 107320.16),(23 105561.734),(24 108638.82),(25 111027.664),(26 109815.516),(27 111195.86),(28 111219.88),(29 110577.26),(30 110694.2),(31 112377.92),(32 109734.87),(33 110801.414),(34 114741.85),(35 111202.234),(36 114919.66),(37 115485.42),(38 117204.72),(39 116662.53),(40 114994.54),(41 116076.06),(42 115239.586),(43 112608.56),(44 113576.44),(45 113511.414),(46 113529.63),(47 113558.945),(48 115763.086),(49 115468.87),(50 112515.445),(51 113638.11),(52 116997.18),(53 116489.805),(54 113643.086),(55 113635.29),(56 115106.03),(57 112069.13),(58 113002.38),(59 114276.51),(60 113716.77),(61 113153.336),(62 111091.445),(63 111833.69),(64 113349.53),(65 110481.516),(66 109738.2),(67 113675.28),(68 113825.81),(69 111286.32),(70 110803.76),(71 108934.17),(72 107445.58),(73 108174.05),(74 106833.29),(75 106674.59),(76 108900.19),(77 109436.195),(78 109967.1),(79 110177.22),
(1 62023.996),(2 82499.17),(3 86575.73),(4 89220.51),(5 90463.445),(6 92828.21),(7 96655.89),(8 99355.82),(9 99709.836),(10 99755.04),(11 102401.74),(12 104718.74),(13 102489.05),(14 100644.836),(15 100140.81),(16 101689.65),(17 99631.94),(18 99415.52),(19 100867.71),(20 102243.47),(21 102714.02),(22 101736.516),(23 102146.26),(24 102952.35),(25 105589.07),(26 107347.41),(27 103854.445),(28 102832.52),(29 103565.305),(30 104280.67),(31 105943.36),(32 104476.164),(33 104551.91),(34 107565.38),(35 106984.2),(36 107432.03),(37 109278.71),(38 108543.02),(39 107796.5),(40 106236.15),(41 107257.66),(42 108802.05),(43 106845.336),(44 109065.6),(45 110100.91),(46 110698.08),(47 108316.95),(48 110725.7),(49 110729.836),(50 109233.52),(51 112478.67),(52 110972.03),(53 108979.11),(54 110839.31),(55 110083.65),(56 111614.61),(57 108818.69),(58 107974.4),(59 112809.06),(60 112393.516),(61 112327.35),(62 111052.055),(63 110891.516),(64 108880.195),(65 108110.98),(66 110822.766),(67 109372.88),(68 109354.4),(69 109273.8),(70 111336.836),(71 106989.6),(72 106617.195),(73 107666.56),(74 106870.13),(75 108184.28),(76 107193.734),(77 103655.805),(78 104327.84),(79 106648.37),
(1 60901.234),(2 81260.27),(3 84145.71),(4 88691.21),(5 89618.984),(6 92418.62),(7 94739),(8 93240.62),(9 92916.766),(10 96310.71),(11 97897.945),(12 100899.586),(13 99557.21),(14 99027.84),(15 99633.695),(16 98853.65),(17 97960.76),(18 99461.53),(19 98868.695),(20 98476.04),(21 99498.17),(22 103052.484),(23 102005.06),(24 100075.28),(25 101860.234),(26 100625.87),(27 99203.32),(28 98607.875),(29 101098.11),(30 103188.28),(31 102175.805),(32 102974.31),(33 101916.33),(34 101708.92),(35 101272.47),(36 101343.484),(37 101935.45),(38 102917.086),(39 101781.195),(40 101049.49),(41 103120.37),(42 104496.44),(43 103112.336),(44 105445.4),(45 104119.59),(46 102724.68),(47 103699.77),(48 107235.375),(49 107501.59),(50 108187.21),(51 106432.36),(52 102670.08),(53 102938.88),(54 103286.766),(55 103577.41),(56 104365.734),(57 103135.37),(58 103419.766),(59 102988.01),(60 104325.01),(61 103635.5),(62 103546.35),(63 105203.734),(64 103898.34),(65 104858.88),(66 104781.64),(67 107363.05),(68 103518.69),(69 104546.28),(70 103460.61),(71 101458.95),(72 101568.14),(73 102798.48),(74 105431.53),(75 103592.53),(76 102796.31),(77 101736.07),(78 102687.69),(79 103170.91),
