1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 165.0676),(2 191.94371),(3 208.21275),(4 214.28722),(5 226.21733),(6 231.92784),(7 236.18275),(8 238.86256),(9 244.03352),(10 248.93384),(11 253.73534),(12 258.63113),(13 261.58755),(14 261.17603),(15 259.64874),(16 260.2263),(17 262.1124),(18 261.9798),(19 264.63727),(20 267.44513),(21 266.8401),(22 269.86044),(23 271.25208),(24 271.20557),(25 271.9697),(26 273.0146),(27 268.69168),(28 266.58163),(29 265.0172),(30 268.21658),(31 269.24445),(32 273.35553),(33 271.12708),(34 273.6566),(35 275.9036),(36 276.4893),(37 278.12378),(38 280.23544),(39 280.45657),(40 284.0686),(41 281.5956),(42 283.0835),(43 286.0174),(44 283.94376),(45 280.9913),(46 280.46582),(47 279.9075),(48 284.20898),(49 281.48813),(50 278.8944),(51 281.52652),(52 277.92438),(53 280.41037),(54 275.1521),(55 271.21384),(56 272.37112),(57 275.81036),(58 278.5847),(59 278.92337),(60 278.38055),(61 277.66025),(62 275.7735),(63 275.58234),(64 276.36865),(65 277.6727),(66 276.72836),(67 280.61575),(68 279.73752),(69 279.89023),(70 280.11737),(71 280.87433),(72 280.53802),(73 276.29422),(74 275.75784),(75 272.49298),(76 274.4666),(77 271.7736),(78 273.16888),(79 270.82504),
(1 164.12085),(2 193.49327),(3 205.00917),(4 211.66179),(5 222.39061),(6 229.26556),(7 234.03477),(8 236.70259),(9 241.5753),(10 246.1059),(11 250.68117),(12 252.22185),(13 256.38004),(14 251.79588),(15 252.65096),(16 253.75458),(17 255.34181),(18 253.34248),(19 254.6858),(20 261.95862),(21 262.6869),(22 264.72238),(23 267.1689),(24 265.74246),(25 267.63824),(26 270.29694),(27 266.42374),(28 262.31247),(29 262.96866),(30 265.64532),(31 262.74683),(32 263.79712),(33 264.0091),(34 267.0804),(35 267.76718),(36 270.55975),(37 269.59805),(38 271.98877),(39 271.48093),(40 273.6369),(41 276.1292),(42 278.12875),(43 282.32294),(44 280.47504),(45 279.68927),(46 277.96246),(47 277.1566),(48 279.48108),(49 279.1843),(50 275.04477),(51 273.1611),(52 271.65768),(53 273.97842),(54 269.8455),(55 267.4089),(56 268.18265),(57 268.40668),(58 270.14078),(59 269.44406),(60 268.65967),(61 268.97998),(62 266.45978),(63 265.98294),(64 264.8244),(65 267.63745),(66 267.96558),(67 269.5947),(68 266.75012),(69 266.1797),(70 264.52988),(71 265.9915),(72 264.69254),(73 262.60016),(74 261.89563),(75 263.76373),(76 263.50833),(77 263.44724),(78 265.1408),(79 263.23444),
(1 163.08884),(2 191.75145),(3 204.70316),(4 209.73085),(5 220.58359),(6 228.76297),(7 232.38791),(8 235.11151),(9 242.06876),(10 247.16818),(11 251.93704),(12 253.68361),(13 254.36385),(14 256.36386),(15 255.2605),(16 256.86588),(17 257.67023),(18 257.88885),(19 259.0214),(20 260.67343),(21 262.1991),(22 263.96597),(23 267.15173),(24 271.17828),(25 268.86996),(26 270.0832),(27 270.79965),(28 267.17413),(29 269.11685),(30 268.10165),(31 268.39444),(32 269.90436),(33 269.9704),(34 272.7723),(35 271.93213),(36 272.89484),(37 270.95593),(38 270.9335),(39 272.6217),(40 278.2748),(41 277.94418),(42 280.69888),(43 283.50723),(44 282.319),(45 283.89157),(46 278.32394),(47 278.88293),(48 278.52322),(49 276.7114),(50 273.70892),(51 269.95264),(52 273.632),(53 273.44528),(54 269.31296),(55 264.13785),(56 264.0744),(57 266.01212),(58 265.34763),(59 266.09204),(60 263.89203),(61 264.00723),(62 262.62253),(63 263.32288),(64 262.30414),(65 265.35733),(66 262.5928),(67 266.63037),(68 263.8952),(69 264.6382),(70 263.89743),(71 266.29053),(72 267.2184),(73 265.85913),(74 265.8403),(75 263.80093),(76 266.77737),(77 265.22913),(78 264.90024),(79 265.9961),
(1 157.48764),(2 186.31494),(3 197.77156),(4 205.32555),(5 213.83736),(6 223.5754),(7 229.62105),(8 233.02927),(9 238.12428),(10 242.81148),(11 248.76692),(12 253.25583),(13 251.30075),(14 248.90538),(15 249.11272),(16 252.07628),(17 250.4661),(18 250.49782),(19 253.7554),(20 252.56444),(21 256.9599),(22 254.19385),(23 258.6817),(24 258.7095),(25 259.46002),(26 259.85886),(27 255.38458),(28 256.16312),(29 255.76846),(30 256.33945),(31 254.26839),(32 254.12492),(33 250.83711),(34 254.52777),(35 254.83775),(36 258.91132),(37 261.45178),(38 263.99094),(39 259.1299),(40 267.24493),(41 268.54593),(42 270.4755),(43 275.2209),(44 275.39093),(45 275.77206),(46 272.31152),(47 271.01218),(48 275.36227),(49 270.4939),(50 267.50656),(51 265.46506),(52 267.6077),(53 266.43692),(54 265.24286),(55 263.2098),(56 263.57288),(57 260.36798),(58 264.33215),(59 263.0133),(60 260.4903),(61 261.91193),(62 261.46988),(63 259.5573),(64 257.38913),(65 258.05045),(66 261.54153),(67 262.55902),(68 262.04492),(69 260.17044),(70 260.23373),(71 262.0748),(72 261.063),(73 258.88376),(74 257.97348),(75 257.4257),(76 258.34277),(77 256.49924),(78 254.87395),(79 256.12),
(1 158.32095),(2 184.10524),(3 192.57329),(4 201.91092),(5 211.23251),(6 215.40454),(7 225.54916),(8 225.54195),(9 230.28093),(10 233.35527),(11 237.12796),(12 239.74156),(13 243.0781),(14 242.25117),(15 238.51021),(16 238.26889),(17 244.21342),(18 244.61502),(19 245.0967),(20 247.01102),(21 250.26192),(22 249.65063),(23 253.2709),(24 253.26913),(25 255.12747),(26 255.79305),(27 251.40335),(28 252.20633),(29 251.02165),(30 255.20053),(31 253.80357),(32 254.78491),(33 256.55),(34 261.1941),(35 259.85245),(36 258.38666),(37 260.47238),(38 261.56485),(39 259.63742),(40 265.67142),(41 266.00327),(42 267.39874),(43 267.44357),(44 268.62793),(45 262.7077),(46 262.38443),(47 258.3503),(48 262.13174),(49 261.17648),(50 256.3461),(51 256.84528),(52 257.93958),(53 257.99612),(54 253.11382),(55 252.7559),(56 250.94989),(57 251.73206),(58 251.64703),(59 253.08981),(60 252.48204),(61 252.46292),(62 252.49648),(63 249.6223),(64 251.04999),(65 253.6776),(66 252.82233),(67 257.84454),(68 254.60855),(69 251.20306),(70 251.48383),(71 249.75513),(72 250.23209),(73 249.69489),(74 251.74489),(75 251.02348),(76 251.05305),(77 251.65321),(78 250.92393),(79 251.25414),
(1 155.92293),(2 182.85054),(3 196.9573),(4 205.7719),(5 215.47708),(6 219.54855),(7 228.61272),(8 227.90005),(9 232.76135),(10 237.50099),(11 239.55772),(12 243.06273),(13 247.16252),(14 245.79105),(15 246.40677),(16 243.85454),(17 249.1554),(18 245.72618),(19 248.06317),(20 249.1429),(21 249.49002),(22 253.57452),(23 253.42955),(24 257.19427),(25 254.54138),(26 254.54955),(27 250.66246),(28 253.94254),(29 249.25269),(30 254.70662),(31 251.58371),(32 254.83424),(33 253.10426),(34 256.85614),(35 257.7812),(36 259.4511),(37 259.30133),(38 261.56857),(39 261.01157),(40 264.49017),(41 268.6656),(42 266.34924),(43 270.39212),(44 269.06097),(45 262.72287),(46 265.65778),(47 264.35696),(48 264.83893),(49 261.0286),(50 261.10492),(51 261.4709),(52 261.82294),(53 260.75516),(54 259.16028),(55 258.43085),(56 256.71292),(57 255.0301),(58 258.40482),(59 257.80127),(60 254.5552),(61 257.13684),(62 256.68625),(63 254.26804),(64 253.70898),(65 252.26477),(66 254.27867),(67 255.5495),(68 253.09415),(69 254.33348),(70 252.69476),(71 254.53293),(72 254.99088),(73 253.11421),(74 254.21754),(75 250.81401),(76 253.2466),(77 252.17403),(78 253.55595),(79 253.44461),
(1 154.82803),(2 181.40738),(3 193.73608),(4 201.54485),(5 211.89532),(6 218.15982),(7 223.90556),(8 222.93039),(9 230.3088),(10 236.97823),(11 236.46179),(12 240.50221),(13 239.5485),(14 240.92664),(15 238.04378),(16 236.81668),(17 242.00908),(18 238.64943),(19 241.48251),(20 243.64154),(21 244.31529),(22 244.92783),(23 246.31035),(24 246.61311),(25 251.10205),(26 248.68324),(27 245.63023),(28 243.02051),(29 244.4999),(30 243.943),(31 242.9186),(32 243.21622),(33 244.69308),(34 249.35286),(35 247.00053),(36 252.19766),(37 250.47357),(38 255.67793),(39 252.10738),(40 254.93782),(41 259.65546),(42 259.9718),(43 259.63712),(44 264.5367),(45 257.7972),(46 260.9557),(47 253.12393),(48 252.66827),(49 251.92769),(50 248.7844),(51 249.34254),(52 246.84074),(53 248.28722),(54 245.90367),(55 245.38547),(56 241.7397),(57 246.1784),(58 249.55945),(59 249.06761),(60 248.17912),(61 249.14432),(62 247.10332),(63 245.13092),(64 246.83221),(65 247.64906),(66 250.1418),(67 248.90544),(68 249.45926),(69 246.58603),(70 247.80818),(71 249.52362),(72 249.26753),(73 244.83124),(74 246.75775),(75 245.40329),(76 246.94731),(77 246.53404),(78 246.46399),(79 245.25212),
(1 153.7952),(2 181.7826),(3 194.45586),(4 201.45921),(5 211.97168),(6 215.63966),(7 221.46198),(8 224.56728),(9 229.10983),(10 231.65942),(11 234.62512),(12 238.3355),(13 241.91441),(14 240.83655),(15 238.39128),(16 240.85667),(17 243.2819),(18 243.34924),(19 246.63177),(20 248.72739),(21 249.3111),(22 250.4977),(23 251.19046),(24 250.28165),(25 253.37727),(26 255.82903),(27 250.97224),(28 249.30307),(29 247.01851),(30 246.3134),(31 247.49872),(32 250.50122),(33 249.51662),(34 254.2204),(35 252.32121),(36 254.92186),(37 255.16681),(38 254.60391),(39 252.16772),(40 255.76715),(41 258.46823),(42 259.48074),(43 257.0654),(44 258.63397),(45 255.79134),(46 258.50388),(47 257.93948),(48 258.7216),(49 257.9953),(50 253.71683),(51 252.56284),(52 252.47792),(53 252.17888),(54 247.28073),(55 245.20506),(56 244.4018),(57 245.81026),(58 245.86461),(59 251.00633),(60 247.34341),(61 246.5648),(62 245.34737),(63 246.41208),(64 244.80888),(65 249.39761),(66 249.33095),(67 250.38622),(68 251.3985),(69 249.73944),(70 251.76183),(71 251.07204),(72 249.7023),(73 250.90057),(74 247.30737),(75 245.57695),(76 246.81479),(77 249.77374),(78 247.89484),(79 248.97366),
(1 147.95967),(2 173.34006),(3 183.94862),(4 193.68596),(5 201.78413),(6 208.05312),(7 211.54636),(8 213.71132),(9 218.39253),(10 221.66617),(11 225.03902),(12 232.05498),(13 232.38531),(14 232.64696),(15 231.78632),(16 230.30367),(17 231.98149),(18 234.0943),(19 234.56448),(20 236.37338),(21 237.5613),(22 238.66992),(23 241.98361),(24 241.6269),(25 246.28),(26 248.46417),(27 245.08522),(28 245.714),(29 242.85051),(30 244.97296),(31 243.74165),(32 244.4851),(33 241.58392),(34 243.69417),(35 242.02692),(36 244.97055),(37 246.2931),(38 250.66393),(39 245.8345),(40 248.45969),(41 251.04518),(42 255.1774),(43 255.15076),(44 257.193),(45 252.64594),(46 255.00113),(47 250.30275),(48 251.953),(49 249.6821),(50 246.1308),(51 245.24432),(52 244.5906),(53 242.25598),(54 237.09521),(55 235.47937),(56 236.23354),(57 236.70778),(58 236.93506),(59 237.15828),(60 237.40929),(61 234.5513),(62 234.23956),(63 234.152),(64 232.90196),(65 234.93655),(66 235.72603),(67 237.5172),(68 236.9838),(69 236.82104),(70 237.08014),(71 235.54498),(72 234.84937),(73 235.4456),(74 232.8249),(75 234.58434),(76 234.59381),(77 234.0489),(78 232.79361),(79 233.76561),
(1 146.26569),(2 172.47359),(3 181.22336),(4 192.34402),(5 200.04227),(6 204.47171),(7 212.91049),(8 212.23401),(9 216.38614),(10 221.36111),(11 224.16577),(12 227.3),(13 229.75728),(14 230.59595),(15 229.94957),(16 231.67992),(17 232.55655),(18 236.45094),(19 236.83562),(20 237.78886),(21 238.90945),(22 238.3445),(23 239.23468),(24 240.1793),(25 242.40334),(26 242.40063),(27 240.27562),(28 241.98933),(29 240.14503),(30 242.04715),(31 240.29956),(32 244.65756),(33 242.5802),(34 245.20708),(35 243.93275),(36 245.97531),(37 244.3985),(38 245.70544),(39 242.93353),(40 245.90334),(41 249.64554),(42 249.6783),(43 252.53973),(44 252.62827),(45 249.27007),(46 246.38039),(47 247.1741),(48 246.32954),(49 243.9446),(50 243.29219),(51 244.3415),(52 245.38553),(53 243.90466),(54 243.03546),(55 241.20201),(56 240.90901),(57 239.50229),(58 240.85333),(59 242.41484),(60 245.08746),(61 239.03154),(62 242.04181),(63 240.30858),(64 237.47261),(65 237.0737),(66 239.18646),(67 240.46794),(68 240.09367),(69 244.4772),(70 241.77037),(71 239.95938),(72 239.72263),(73 239.84848),(74 239.1365),(75 236.03477),(76 236.44069),(77 237.44174),(78 238.9904),(79 239.68677),
(1 143.13812),(2 169.35536),(3 180.50945),(4 189.45299),(5 198.00797),(6 202.11035),(7 207.94366),(8 208.94391),(9 213.36417),(10 219.52963),(11 221.40334),(12 225.75275),(13 227.48924),(14 228.0118),(15 225.62782),(16 225.38162),(17 226.15378),(18 227.2984),(19 231.58316),(20 232.29349),(21 233.63101),(22 236.11511),(23 235.43028),(24 237.46655),(25 238.99043),(26 238.93553),(27 238.05124),(28 238.9034),(29 237.95612),(30 240.99464),(31 240.80841),(32 243.30533),(33 240.63779),(34 239.13474),(35 241.1772),(36 244.66037),(37 244.73158),(38 244.97176),(39 242.25493),(40 247.4312),(41 248.75621),(42 248.818),(43 248.03658),(44 249.02103),(45 246.06259),(46 244.76201),(47 242.36633),(48 243.35873),(49 241.70428),(50 240.32103),(51 236.29811),(52 238.87737),(53 239.61827),(54 235.42918),(55 235.11673),(56 234.3049),(57 234.13745),(58 236.98962),(59 235.79199),(60 235.36139),(61 234.04877),(62 235.54013),(63 231.56348),(64 233.93054),(65 234.09796),(66 233.47356),(67 235.75313),(68 234.01341),(69 232.7818),(70 231.99106),(71 230.2536),(72 232.97098),(73 230.90417),(74 232.54005),(75 229.79317),(76 230.51141),(77 230.66432),(78 229.49908),(79 229.59901),
(1 143.69934),(2 167.47682),(3 179.1722),(4 185.92052),(5 196.62949),(6 199.31255),(7 207.50813),(8 208.72572),(9 213.6883),(10 214.69725),(11 219.24092),(12 222.33711),(13 224.17894),(14 222.08899),(15 220.3671),(16 219.42369),(17 222.24593),(18 223.50896),(19 225.23726),(20 229.07555),(21 231.36963),(22 231.40546),(23 233.90875),(24 234.01428),(25 236.13791),(26 237.36606),(27 234.4122),(28 236.05717),(29 233.15532),(30 235.64099),(31 234.93303),(32 236.40062),(33 233.5827),(34 237.88168),(35 238.97748),(36 240.44681),(37 238.8279),(38 242.34555),(39 239.51591),(40 239.13501),(41 244.39833),(42 243.8948),(43 244.44722),(44 242.07465),(45 241.0033),(46 241.2385),(47 240.68982),(48 240.7113),(49 236.37064),(50 233.83331),(51 234.1031),(52 233.886),(53 234.09602),(54 231.26018),(55 231.90582),(56 229.94025),(57 231.75937),(58 232.0676),(59 232.87326),(60 231.88837),(61 229.90134),(62 229.14507),(63 230.36147),(64 228.87341),(65 232.0759),(66 231.24837),(67 232.78136),(68 232.33493),(69 233.90459),(70 235.07472),(71 235.09),(72 235.38206),(73 231.81812),(74 234.97908),(75 231.38489),(76 233.25267),(77 230.72456),(78 230.339),(79 230.08443),
(1 138.54507),(2 163.88498),(3 173.68571),(4 180.00945),(5 189.49028),(6 194.40355),(7 201.6003),(8 205.85106),(9 207.59286),(10 210.8062),(11 215.7351),(12 221.57774),(13 225.05116),(14 221.72385),(15 219.40599),(16 221.34496),(17 220.02536),(18 218.94012),(19 225.91753),(20 226.03903),(21 226.09221),(22 227.75433),(23 229.62817),(24 228.53651),(25 232.6932),(26 231.99303),(27 231.38748),(28 232.85359),(29 230.3046),(30 232.89935),(31 229.71683),(32 230.5604),(33 228.75204),(34 229.4531),(35 228.77008),(36 234.91628),(37 234.13644),(38 235.3517),(39 231.98485),(40 238.21318),(41 237.8335),(42 241.46288),(43 241.11888),(44 241.65742),(45 238.03119),(46 235.52388),(47 233.14267),(48 234.01852),(49 234.48964),(50 231.95454),(51 231.52711),(52 231.835),(53 233.64688),(54 229.35529),(55 227.16997),(56 226.60124),(57 229.0129),(58 230.93141),(59 227.67747),(60 230.4057),(61 228.46156),(62 227.84532),(63 225.85161),(64 230.13737),(65 231.23434),(66 227.39024),(67 225.87103),(68 229.51917),(69 227.1205),(70 225.73384),(71 227.56018),(72 229.06752),(73 228.65665),(74 227.7776),(75 225.60986),(76 227.71446),(77 227.83902),(78 229.35652),(79 229.79533),
(1 138.76622),(2 164.33972),(3 172.32874),(4 180.96445),(5 192.10747),(6 193.89438),(7 199.19202),(8 198.58977),(9 204.09906),(10 207.22925),(11 210.62173),(12 211.22575),(13 214.24263),(14 213.98036),(15 212.3931),(16 216.35062),(17 215.96762),(18 214.44409),(19 222.25877),(20 220.64046),(21 225.68533),(22 224.16664),(23 227.90996),(24 229.25992),(25 230.66249),(26 230.56165),(27 227.74785),(28 229.05473),(29 229.72626),(30 227.54497),(31 226.95221),(32 226.98026),(33 226.04247),(34 229.54129),(35 225.45111),(36 229.62671),(37 228.41869),(38 229.88924),(39 228.6661),(40 232.88113),(41 236.67476),(42 234.7212),(43 237.64154),(44 235.53517),(45 234.91145),(46 236.848),(47 232.40265),(48 231.71848),(49 232.41367),(50 228.85623),(51 226.49312),(52 228.97432),(53 225.53778),(54 226.97977),(55 225.6445),(56 223.99867),(57 223.9445),(58 226.55931),(59 227.17426),(60 226.98685),(61 228.12201),(62 224.2835),(63 224.00441),(64 222.97954),(65 222.16241),(66 223.85048),(67 224.96312),(68 225.91031),(69 227.60042),(70 229.82588),(71 226.03125),(72 225.52359),(73 224.33653),(74 224.78421),(75 221.48492),(76 221.7856),(77 223.65083),(78 222.82822),(79 221.85408),
(1 138.22879),(2 161.8349),(3 172.31621),(4 179.88965),(5 190.72417),(6 193.82182),(7 200.1886),(8 201.88847),(9 204.15005),(10 210.90393),(11 215.74234),(12 214.98396),(13 217.83397),(14 213.54845),(15 214.06117),(16 213.67915),(17 214.90938),(18 212.68642),(19 216.94089),(20 218.25629),(21 220.83432),(22 223.00558),(23 224.44238),(24 223.96074),(25 227.08362),(26 226.77995),(27 221.41743),(28 222.96013),(29 222.60898),(30 223.405),(31 221.34691),(32 222.69713),(33 221.81996),(34 223.97885),(35 221.72665),(36 223.88971),(37 225.51906),(38 228.38182),(39 228.05458),(40 230.88568),(41 230.68759),(42 232.57516),(43 236.46863),(44 236.59708),(45 231.71196),(46 231.03845),(47 228.50189),(48 228.7441),(49 228.63835),(50 224.81126),(51 223.69917),(52 225.71631),(53 225.17737),(54 223.86795),(55 221.17319),(56 220.9177),(57 221.84845),(58 225.69205),(59 223.09203),(60 224.32632),(61 226.42339),(62 228.89008),(63 226.0076),(64 223.75491),(65 224.75006),(66 225.6916),(67 227.68372),(68 225.73265),(69 222.89159),(70 223.46692),(71 224.6639),(72 223.41011),(73 221.75566),(74 225.18703),(75 221.87958),(76 221.15988),(77 223.66757),(78 220.54022),(79 221.61777),
(1 135.20337),(2 161.95549),(3 172.40765),(4 180.11072),(5 190.41792),(6 193.70245),(7 201.22638),(8 204.48808),(9 208.73526),(10 209.44826),(11 214.06883),(12 214.82),(13 217.91006),(14 216.67914),(15 216.50641),(16 214.73454),(17 217.18901),(18 217.3188),(19 219.38016),(20 220.76923),(21 224.61478),(22 226.17227),(23 227.06554),(24 229.42311),(25 229.39352),(26 228.80005),(27 226.80301),(28 228.20906),(29 225.45694),(30 228.76822),(31 226.14384),(32 227.99289),(33 228.43832),(34 229.20926),(35 230.16219),(36 229.99007),(37 232.51164),(38 236.35359),(39 235.95557),(40 240.96724),(41 242.01825),(42 241.7985),(43 242.81436),(44 244.29347),(45 238.51486),(46 238.84789),(47 237.48515),(48 238.49442),(49 237.16037),(50 233.67746),(51 233.53384),(52 232.98921),(53 231.87416),(54 230.50493),(55 227.20967),(56 224.66624),(57 227.9021),(58 227.03235),(59 226.61278),(60 227.59117),(61 229.13945),(62 229.14174),(63 225.42996),(64 227.77861),(65 227.48242),(66 227.81924),(67 227.3908),(68 227.96239),(69 226.22339),(70 225.09702),(71 227.04596),(72 226.44527),(73 224.68999),(74 222.09749),(75 221.57048),(76 222.48715),(77 223.31267),(78 220.92462),(79 219.90579),
(1 133.11755),(2 157.94131),(3 166.69563),(4 175.39455),(5 183.80746),(6 188.6168),(7 194.83142),(8 199.71515),(9 201.60661),(10 203.74274),(11 205.63774),(12 209.27129),(13 210.64075),(14 209.45241),(15 209.4263),(16 207.37419),(17 207.37088),(18 208.27629),(19 212.88324),(20 213.60393),(21 214.41505),(22 218.59477),(23 219.83202),(24 222.14473),(25 219.55434),(26 219.9651),(27 218.93976),(28 217.25838),(29 216.82245),(30 217.41248),(31 213.85396),(32 217.51213),(33 217.0604),(34 220.29498),(35 219.65993),(36 222.67355),(37 221.01833),(38 222.98665),(39 222.58519),(40 227.11877),(41 228.9411),(42 230.18747),(43 232.36865),(44 231.07603),(45 230.40102),(46 230.23405),(47 227.6573),(48 227.89955),(49 228.24046),(50 225.44106),(51 224.72145),(52 223.02388),(53 223.57494),(54 222.15482),(55 220.52942),(56 219.66939),(57 220.43738),(58 221.75749),(59 220.84836),(60 221.36555),(61 221.4566),(62 223.44905),(63 218.95848),(64 222.84947),(65 223.97728),(66 224.73405),(67 225.00114),(68 222.0761),(69 223.14305),(70 221.8205),(71 221.3822),(72 219.50081),(73 220.53365),(74 218.45685),(75 215.4823),(76 214.27974),(77 215.37016),(78 212.52386),(79 214.63237),
(1 133.18118),(2 153.94913),(3 166.01486),(4 171.91039),(5 179.1205),(6 186.44623),(7 190.38739),(8 193.38011),(9 196.08264),(10 198.98534),(11 202.41919),(12 204.03346),(13 205.77942),(14 204.44084),(15 205.9805),(16 204.39304),(17 204.82826),(18 206.89217),(19 207.87599),(20 210.02814),(21 210.33403),(22 212.81863),(23 213.77107),(24 212.96814),(25 214.48273),(26 212.69217),(27 212.89322),(28 214.17238),(29 212.9556),(30 212.42326),(31 213.17746),(32 213.3977),(33 213.95193),(34 216.3355),(35 215.17429),(36 217.83537),(37 217.11658),(38 217.55046),(39 217.93092),(40 220.19508),(41 224.87624),(42 224.93546),(43 226.70662),(44 224.69452),(45 224.47311),(46 223.7202),(47 223.82365),(48 222.43553),(49 223.5984),(50 220.76855),(51 220.45258),(52 221.54144),(53 219.96439),(54 217.27838),(55 216.04639),(56 214.32722),(57 214.35294),(58 215.11935),(59 215.90782),(60 215.22853),(61 214.60852),(62 213.3727),(63 212.1106),(64 213.2552),(65 212.9265),(66 213.35117),(67 215.35817),(68 215.36),(69 215.49564),(70 216.56009),(71 217.97295),(72 218.61456),(73 214.90366),(74 214.6198),(75 211.78015),(76 213.14801),(77 214.45299),(78 214.75726),(79 214.03603),
