1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 384.91794),(2 517.9786),(3 590.5836),(4 636.2095),(5 664.75134),(6 706.77075),(7 734.7436),(8 748.56323),(9 764.35315),(10 777.194),(11 785.3523),(12 785.4705),(13 791.1197),(14 789.5306),(15 786.65454),(16 791.7291),(17 795.88055),(18 816.27625),(19 819.20624),(20 821.446),(21 824.6417),(22 838.03796),(23 838.7028),(24 842.9066),(25 844.8356),(26 841.1896),(27 850.24146),(28 848.85724),(29 845.3885),(30 852.9593),(31 850.9881),(32 859.06647),(33 860.5723),(34 859.96545),(35 856.753),(36 859.75464),(37 854.12805),(38 855.59076),(39 860.38684),(40 860.9979),(41 867.9604),(42 868.1184),(43 862.3198),(44 861.7224),(45 864.49927),(46 860.3388),(47 863.30505),(48 874.58984),(49 875.202),(50 875.4798),(51 888.7679),(52 893.3216),(53 902.92554),(54 895.42975),(55 894.93384),(56 896.62915),(57 892.18555),(58 893.92114),(59 902.88934),(60 894.993),(61 889.98267),(62 885.21625),(63 891.7141),(64 891.0719),(65 897.7293),(66 911.16364),(67 906.53735),(68 913.06573),(69 909.03986),(70 918.6065),(71 922.765),(72 924.7965),(73 921.578),(74 927.08514),(75 931.71967),(76 928.7896),(77 928.5011),(78 935.0754),(79 929.4281),
(1 379.58118),(2 516.6225),(3 591.6037),(4 625.8466),(5 663.9817),(6 695.819),(7 711.96606),(8 731.33655),(9 741.5906),(10 758.0778),(11 766.8669),(12 773.73193),(13 779.86414),(14 783.5637),(15 782.63873),(16 793.3942),(17 800.0768),(18 806.4433),(19 809.82043),(20 811.40393),(21 812.0437),(22 807.81775),(23 812.27826),(24 813.64197),(25 817.6409),(26 812.47906),(27 819.9705),(28 822.8731),(29 822.2077),(30 827.2111),(31 822.6427),(32 826.51025),(33 826.048),(34 822.8487),(35 833.861),(36 834.953),(37 832.2196),(38 835.46954),(39 836.35565),(40 831.55597),(41 843.20166),(42 848.5767),(43 852.07416),(44 853.599),(45 856.1835),(46 856.44366),(47 856.55707),(48 858.89136),(49 860.7647),(50 861.8013),(51 865.33026),(52 869.50903),(53 880.6846),(54 888.3545),(55 883.38214),(56 892.70605),(57 898.32794),(58 898.37726),(59 893.1319),(60 895.66327),(61 903.49384),(62 907.0467),(63 909.54486),(64 907.65784),(65 911.59143),(66 910.2889),(67 898.26587),(68 897.39905),(69 906.03143),(70 907.17993),(71 906.9091),(72 907.81635),(73 903.59674),(74 903.66766),(75 903.78186),(76 906.5552),(77 919.72003),(78 924.9139),(79 924.2166),
(1 374.94217),(2 515.651),(3 594.05945),(4 632.7102),(5 662.17615),(6 694.36066),(7 709.5163),(8 727.23346),(9 746.41284),(10 754.8173),(11 768.4362),(12 770.9381),(13 778.92395),(14 785.49994),(15 780.70593),(16 787.09534),(17 795.2201),(18 807.75946),(19 811.29114),(20 813.5775),(21 817.98663),(22 821.8984),(23 820.3104),(24 815.6208),(25 810.5183),(26 819.3538),(27 818.5739),(28 810.8166),(29 811.32153),(30 808.61523),(31 808.33655),(32 820.21124),(33 822.19385),(34 828.19006),(35 830.1874),(36 829.84955),(37 835.38257),(38 833.334),(39 836.8062),(40 833.13007),(41 842.4596),(42 839.5993),(43 837.26733),(44 836.389),(45 843.21106),(46 849.49445),(47 852.1034),(48 860.87616),(49 867.8541),(50 865.4364),(51 869.28845),(52 874.25226),(53 886.01874),(54 887.1846),(55 883.2691),(56 884.4585),(57 889.1734),(58 884.7342),(59 872.14276),(60 870.99774),(61 870.06647),(62 882.5281),(63 891.40125),(64 883.10864),(65 878.7493),(66 888.4146),(67 879.89825),(68 871.898),(69 871.26715),(70 865.6521),(71 864.8877),(72 871.2809),(73 872.41016),(74 879.90436),(75 878.71484),(76 884.2166),(77 879.99646),(78 894.0505),(79 893.3156),
(1 368.92337),(2 501.6712),(3 572.88275),(4 611.2495),(5 635.23706),(6 671.5516),(7 685.6494),(8 702.30554),(9 721.085),(10 729.16766),(11 733.87),(12 743.75006),(13 752.95026),(14 757.49146),(15 761.29626),(16 769.74176),(17 772.40314),(18 784.60925),(19 786.9749),(20 788.5089),(21 790.4701),(22 797.59485),(23 799.0054),(24 792.28986),(25 799.62494),(26 800.2605),(27 799.14856),(28 794.29675),(29 794.01715),(30 807.22314),(31 804.93964),(32 814.1315),(33 812.6676),(34 808.60693),(35 798.4802),(36 802.2022),(37 804.7603),(38 806.6443),(39 806.8848),(40 806.47455),(41 812.37994),(42 811.96533),(43 818.0996),(44 819.34436),(45 823.02264),(46 820.8533),(47 821.98645),(48 827.875),(49 822.4505),(50 815.4934),(51 816.9565),(52 818.2236),(53 823.0521),(54 824.49176),(55 829.4428),(56 832.4679),(57 834.95325),(58 830.31146),(59 838.882),(60 844.7652),(61 847.5881),(62 853.41547),(63 855.59357),(64 844.3967),(65 857.8742),(66 856.1968),(67 856.7273),(68 859.4651),(69 861.37415),(70 855.12146),(71 859.85187),(72 867.627),(73 868.6355),(74 871.6939),(75 877.90924),(76 874.80804),(77 872.7113),(78 879.37366),(79 877.11926),
(1 360.6697),(2 488.5867),(3 557.02155),(4 600.1129),(5 632.07166),(6 659.2727),(7 680.3898),(8 691.88666),(9 708.8877),(10 720.7623),(11 721.7624),(12 734.45496),(13 741.1142),(14 746.33875),(15 746.4011),(16 754.10425),(17 750.7627),(18 767.99005),(19 764.3248),(20 768.238),(21 775.4367),(22 781.09863),(23 779.1585),(24 770.68164),(25 769.4037),(26 774.1073),(27 778.8241),(28 776.69324),(29 779.8415),(30 781.4055),(31 782.2179),(32 789.15137),(33 791.5846),(34 789.8758),(35 788.9382),(36 794.9817),(37 799.6376),(38 798.14514),(39 793.34534),(40 793.086),(41 797.5345),(42 804.573),(43 800.2386),(44 805.9263),(45 806.803),(46 802.6415),(47 806.6504),(48 812.1391),(49 821.74225),(50 818.8634),(51 816.25366),(52 812.11316),(53 815.7103),(54 821.46094),(55 818.0659),(56 815.1143),(57 820.3953),(58 826.18243),(59 827.35986),(60 832.9999),(61 832.2799),(62 835.0585),(63 842.466),(64 837.42236),(65 835.0945),(66 834.615),(67 828.807),(68 835.0547),(69 837.36646),(70 833.55286),(71 836.9026),(72 838.11127),(73 846.05945),(74 842.0781),(75 838.37476),(76 834.4935),(77 844.21094),(78 845.7939),(79 840.57587),
(1 350.3985),(2 479.6023),(3 548.561),(4 582.5142),(5 611.44885),(6 638.9859),(7 660.5921),(8 672.55237),(9 682.2287),(10 694.32874),(11 705.60126),(12 711.59796),(13 725.17303),(14 730.80676),(15 728.42816),(16 734.5546),(17 736.4031),(18 750.7405),(19 748.6303),(20 748.84235),(21 751.214),(22 759.08405),(23 768.5667),(24 764.51117),(25 765.0312),(26 767.8589),(27 772.65735),(28 771.2129),(29 770.8094),(30 774.1979),(31 769.1846),(32 770.6249),(33 765.4403),(34 764.09863),(35 757.05316),(36 752.39136),(37 755.4631),(38 760.52625),(39 758.39075),(40 759.66425),(41 758.1197),(42 759.9464),(43 759.98035),(44 761.7048),(45 763.9793),(46 766.5397),(47 772.6057),(48 784.5885),(49 788.20044),(50 788.245),(51 793.319),(52 791.0411),(53 792.05273),(54 798.27576),(55 800.44995),(56 803.6546),(57 798.9824),(58 794.75446),(59 797.2162),(60 801.53467),(61 804.46295),(62 808.3834),(63 821.3138),(64 816.1722),(65 814.0077),(66 818.3117),(67 810.12286),(68 806.95667),(69 805.97504),(70 802.3492),(71 800.1954),(72 803.46124),(73 813.61646),(74 803.97174),(75 809.4242),(76 807.0261),(77 814.7294),(78 819.0682),(79 819.533),
(1 343.09122),(2 466.14133),(3 532.9818),(4 572.3286),(5 597.1532),(6 625.07965),(7 647.5598),(8 657.53894),(9 665.8483),(10 677.9595),(11 681.4115),(12 691.4142),(13 705.6533),(14 705.5454),(15 704.1361),(16 710.1118),(17 707.7519),(18 717.6992),(19 715.78955),(20 720.85297),(21 727.0523),(22 739.5911),(23 736.8498),(24 733.4853),(25 740.3757),(26 747.55145),(27 749.17004),(28 749.0567),(29 749.5435),(30 749.7464),(31 750.91925),(32 751.3465),(33 751.17),(34 743.0933),(35 745.1985),(36 746.1631),(37 747.1382),(38 742.7544),(39 752.89435),(40 746.86066),(41 752.75305),(42 752.79),(43 751.63306),(44 755.4915),(45 756.0694),(46 763.94995),(47 769.30505),(48 775.7186),(49 777.455),(50 779.8369),(51 767.84235),(52 772.20056),(53 780.3296),(54 781.6126),(55 781.74963),(56 782.5073),(57 782.57556),(58 786.7616),(59 793.02435),(60 792.8547),(61 797.0664),(62 799.8929),(63 799.863),(64 800.7454),(65 799.70056),(66 805.3149),(67 801.32056),(68 797.37604),(69 804.6788),(70 801.23645),(71 795.18024),(72 798.78345),(73 801.0933),(74 800.5091),(75 800.27405),(76 797.79346),(77 803.0446),(78 809.552),(79 809.70233),
(1 333.99704),(2 454.19876),(3 527.67096),(4 563.59406),(5 587.3929),(6 614.789),(7 631.81445),(8 645.93585),(9 657.8704),(10 662.0313),(11 666.429),(12 675.43896),(13 683.62915),(14 684.5714),(15 693.6776),(16 701.5318),(17 705.77844),(18 717.3251),(19 713.7787),(20 714.6469),(21 724.84357),(22 729.0889),(23 728.63214),(24 727.93567),(25 727.33844),(26 729.2225),(27 731.19714),(28 731.7427),(29 739.1361),(30 747.41705),(31 743.9691),(32 747.2532),(33 746.9312),(34 745.1166),(35 747.8878),(36 752.14087),(37 750.6595),(38 746.3574),(39 749.1137),(40 749.3161),(41 754.99335),(42 761.49664),(43 761.67944),(44 766.3813),(45 764.97754),(46 764.8927),(47 768.09283),(48 777.53064),(49 783.6461),(50 781.5048),(51 770.2527),(52 768.9171),(53 769.1621),(54 774.3693),(55 772.6387),(56 775.32263),(57 773.9171),(58 774.5593),(59 772.8588),(60 775.0819),(61 779.1004),(62 785.34314),(63 786.44403),(64 791.46674),(65 790.675),(66 801.7252),(67 802.979),(68 806.6706),(69 812.0742),(70 811.48816),(71 812.6484),(72 803.1383),(73 802.3056),(74 800.9696),(75 798.5684),(76 798.4997),(77 798.9526),(78 802.21906),(79 802.24603),
(1 335.01477),(2 451.64005),(3 513.5654),(4 542.4205),(5 567.3099),(6 598.3006),(7 616.0054),(8 634.89874),(9 647.7868),(10 654.5434),(11 658.37933),(12 668.8357),(13 678.7246),(14 688.392),(15 689.8344),(16 691.5933),(17 693.8901),(18 709.59625),(19 712.01074),(20 715.69617),(21 722.2521),(22 728.9185),(23 732.16956),(24 729.5902),(25 728.6547),(26 727.64185),(27 721.97327),(28 718.307),(29 710.97504),(30 712.90497),(31 707.6939),(32 711.9324),(33 716.54443),(34 713.2135),(35 717.2687),(36 713.5816),(37 717.5701),(38 721.3022),(39 722.6838),(40 724.5675),(41 731.5029),(42 738.86395),(43 742.8967),(44 740.8832),(45 742.9739),(46 744.64343),(47 746.27496),(48 749.99915),(49 753.78656),(50 751.07666),(51 757.7288),(52 759.6813),(53 757.8329),(54 763.26245),(55 768.8895),(56 779.9022),(57 781.67017),(58 785.97986),(59 785.2921),(60 776.2416),(61 777.58514),(62 782.484),(63 778.1528),(64 771.7273),(65 778.32336),(66 779.352),(67 777.7343),(68 775.0872),(69 771.1781),(70 775.43274),(71 774.8423),(72 771.64343),(73 766.7814),(74 767.16895),(75 766.5881),(76 761.2986),(77 760.88806),(78 761.15717),(79 766.15607),
(1 331.1649),(2 446.40186),(3 508.9729),(4 545.06085),(5 572.73895),(6 599.1023),(7 612.48145),(8 629.4111),(9 641.05524),(10 646.66187),(11 652.4614),(12 663.16895),(13 668.844),(14 673.42755),(15 678.8544),(16 680.1072),(17 684.6917),(18 701.02936),(19 700.8469),(20 699.3536),(21 699.156),(22 695.9135),(23 702.6459),(24 704.14386),(25 700.87317),(26 704.9068),(27 712.06067),(28 708.6921),(29 703.4134),(30 714.2854),(31 717.5421),(32 718.5078),(33 719.40173),(34 723.1121),(35 723.55835),(36 724.48596),(37 727.3783),(38 724.7818),(39 719.80585),(40 722.3118),(41 720.9576),(42 730.7247),(43 734.1047),(44 729.07886),(45 728.7871),(46 734.39856),(47 735.83746),(48 739.0563),(49 742.35785),(50 740.3047),(51 740.22644),(52 750.6108),(53 752.76447),(54 756.8107),(55 752.80853),(56 758.60364),(57 760.2258),(58 757.76324),(59 755.62164),(60 747.1665),(61 749.59467),(62 753.5698),(63 755.5028),(64 751.1089),(65 753.9271),(66 761.7239),(67 761.069),(68 762.4467),(69 764.6957),(70 765.4005),(71 765.7998),(72 769.372),(73 772.4314),(74 769.8498),(75 768.6219),(76 764.6271),(77 758.1809),(78 762.19867),(79 761.85876),
(1 318.70126),(2 428.5141),(3 485.56488),(4 514.18634),(5 534.9775),(6 560.0567),(7 578.64557),(8 591.78656),(9 601.5814),(10 608.1493),(11 616.6453),(12 623.4995),(13 638.7604),(14 646.7149),(15 649.54803),(16 651.02826),(17 650.52466),(18 659.0078),(19 667.7541),(20 668.1491),(21 672.798),(22 676.2769),(23 678.6387),(24 679.82306),(25 682.30945),(26 681.95917),(27 686.18384),(28 685.02655),(29 678.6084),(30 683.6751),(31 683.0461),(32 683.42377),(33 685.2411),(34 686.3235),(35 688.34406),(36 690.66046),(37 691.77386),(38 687.3635),(39 691.1936),(40 687.47345),(41 685.8136),(42 696.0559),(43 693.12506),(44 693.7856),(45 696.5623),(46 694.3053),(47 700.6999),(48 706.9174),(49 710.90594),(50 710.32104),(51 713.8368),(52 715.6461),(53 718.2043),(54 718.7058),(55 721.4439),(56 722.5959),(57 736.28156),(58 734.4529),(59 730.991),(60 720.44324),(61 722.8769),(62 724.03906),(63 726.91437),(64 724.45355),(65 720.8525),(66 727.80646),(67 725.4055),(68 729.7347),(69 720.9904),(70 713.9357),(71 716.0741),(72 718.3303),(73 725.1814),(74 725.0417),(75 725.42615),(76 727.29034),(77 724.8591),(78 727.8659),(79 733.38055),
(1 315.0919),(2 427.05603),(3 483.03998),(4 510.99274),(5 535.00726),(6 554.37085),(7 567.10175),(8 579.2781),(9 585.1715),(10 592.9384),(11 601.3103),(12 608.1812),(13 613.0687),(14 618.3304),(15 624.0222),(16 623.241),(17 629.0152),(18 641.6737),(19 645.251),(20 648.6515),(21 661.3346),(22 661.2206),(23 664.46265),(24 665.8509),(25 667.08405),(26 670.5129),(27 669.1003),(28 667.3911),(29 668.8542),(30 679.581),(31 672.6591),(32 674.2131),(33 674.7017),(34 675.2717),(35 682.07275),(36 682.523),(37 682.979),(38 685.4403),(39 686.3199),(40 684.43787),(41 686.315),(42 694.0485),(43 695.7871),(44 696.88763),(45 702.0361),(46 695.37256),(47 698.68823),(48 701.4911),(49 700.951),(50 705.62994),(51 694.61865),(52 699.50616),(53 697.21924),(54 703.6499),(55 700.1269),(56 709.3707),(57 714.3718),(58 718.9079),(59 720.8552),(60 715.9999),(61 712.3181),(62 704.6341),(63 700.82886),(64 696.44135),(65 691.7664),(66 698.90564),(67 698.777),(68 701.31256),(69 694.4504),(70 700.679),(71 704.4627),(72 702.93317),(73 708.6263),(74 706.4055),(75 711.72003),(76 709.64185),(77 713.4178),(78 719.4088),(79 719.2644),
(1 305.96222),(2 408.9876),(3 465.2738),(4 495.03644),(5 515.5102),(6 539.78326),(7 554.3985),(8 571.9977),(9 580.01135),(10 587.9724),(11 598.8029),(12 610.9353),(13 623.20746),(14 630.0541),(15 626.63257),(16 629.3143),(17 630.44434),(18 636.35657),(19 637.8943),(20 639.8123),(21 648.0663),(22 652.4691),(23 654.5257),(24 655.39484),(25 662.1276),(26 665.0004),(27 660.52185),(28 656.0135),(29 650.91614),(30 651.4475),(31 648.94293),(32 646.06433),(33 649.69574),(34 654.1256),(35 656.7848),(36 659.13715),(37 660.5043),(38 657.6816),(39 655.9677),(40 656.1645),(41 662.9471),(42 664.907),(43 662.78845),(44 661.78064),(45 666.0943),(46 665.8805),(47 662.37506),(48 667.5603),(49 666.32446),(50 668.60333),(51 671.2164),(52 671.4289),(53 674.1233),(54 674.53436),(55 678.06964),(56 679.66016),(57 681.84796),(58 684.5864),(59 681.66547),(60 680.30035),(61 680.805),(62 677.19885),(63 680.29944),(64 686.4717),(65 686.19995),(66 696.50934),(67 700.4766),(68 691.76245),(69 686.9331),(70 686.5489),(71 688.96655),(72 684.34),(73 689.7181),(74 687.77325),(75 691.57367),(76 689.92303),(77 691.27356),(78 696.18604),(79 699.55054),
(1 304.39563),(2 408.95697),(3 463.81775),(4 497.10556),(5 518.47186),(6 541.42334),(7 553.4263),(8 568.4926),(9 579.5219),(10 588.4253),(11 592.76184),(12 600.17554),(13 606.0662),(14 611.7372),(15 613.2976),(16 614.24097),(17 620.1404),(18 628.7587),(19 634.2657),(20 631.2669),(21 635.73175),(22 628.8551),(23 629.3671),(24 626.7103),(25 629.4656),(26 632.64233),(27 633.7693),(28 635.0704),(29 635.78107),(30 639.9074),(31 636.039),(32 638.7682),(33 643.9175),(34 644.5067),(35 643.5389),(36 644.3121),(37 644.75964),(38 640.73517),(39 643.64996),(40 647.22614),(41 648.7166),(42 649.2955),(43 652.5919),(44 659.5761),(45 662.2733),(46 664.19806),(47 663.2548),(48 670.98047),(49 675.98254),(50 677.1566),(51 671.9948),(52 671.8518),(53 673.8684),(54 678.15454),(55 684.5553),(56 685.27875),(57 689.3723),(58 690.623),(59 693.3622),(60 699.00323),(61 700.01996),(62 701.10736),(63 700.56934),(64 693.3986),(65 697.0177),(66 699.4482),(67 702.29767),(68 700.3289),(69 700.2137),(70 693.9116),(71 693.7677),(72 691.85034),(73 692.7164),(74 687.6387),(75 690.3485),(76 687.53284),(77 683.2614),(78 686.88904),(79 686.82416),
(1 296.01257),(2 396.89117),(3 451.7977),(4 473.13577),(5 495.9901),(6 517.2621),(7 535.36206),(8 548.2165),(9 552.3379),(10 565.94995),(11 572.2416),(12 576.80096),(13 582.2579),(14 595.11993),(15 595.92993),(16 596.1594),(17 598.81854),(18 608.64844),(19 611.9281),(20 612.2238),(21 610.1128),(22 610.76886),(23 617.91583),(24 613.60236),(25 617.7829),(26 620.24524),(27 618.70197),(28 614.4777),(29 615.984),(30 621.22845),(31 620.4952),(32 617.6879),(33 619.50885),(34 622.3902),(35 622.3073),(36 625.76917),(37 633.9592),(38 629.0082),(39 624.41376),(40 626.40344),(41 632.4332),(42 636.93945),(43 638.8158),(44 640.9186),(45 644.8221),(46 644.51135),(47 647.17834),(48 657.79803),(49 657.1889),(50 654.57355),(51 658.5814),(52 661.9866),(53 666.76935),(54 669.8821),(55 669.94635),(56 679.128),(57 676.6176),(58 675.15265),(59 677.49066),(60 682.3648),(61 686.7174),(62 689.9408),(63 689.8778),(64 692.5063),(65 689.06415),(66 691.4835),(67 687.7569),(68 682.52515),(69 683.40607),(70 677.6652),(71 677.7797),(72 678.60565),(73 679.3735),(74 677.1285),(75 682.293),(76 679.47363),(77 682.30347),(78 684.7017),(79 687.9873),
(1 290.69226),(2 388.63596),(3 442.18604),(4 469.093),(5 494.62167),(6 516.01636),(7 526.9756),(8 537.44696),(9 545.68945),(10 551.6951),(11 556.6928),(12 564.6957),(13 571.97687),(14 576.3066),(15 583.96985),(16 585.0756),(17 587.8962),(18 598.95374),(19 605.55414),(20 602.2727),(21 603.5037),(22 606.50055),(23 606.5693),(24 604.11646),(25 609.6393),(26 614.3344),(27 610.64166),(28 611.8912),(29 611.48645),(30 620.1164),(31 618.56165),(32 612.5238),(33 607.8076),(34 614.1011),(35 616.0161),(36 618.3182),(37 620.8725),(38 619.4543),(39 621.47327),(40 618.2662),(41 617.0264),(42 623.22784),(43 623.4198),(44 631.77997),(45 635.83923),(46 636.9784),(47 631.64105),(48 642.00745),(49 640.59143),(50 638.93445),(51 644.3201),(52 640.8028),(53 645.60736),(54 648.44556),(55 650.3714),(56 651.93536),(57 658.0741),(58 666.6189),(59 672.3584),(60 672.42194),(61 675.4367),(62 675.2636),(63 671.3968),(64 666.2917),(65 667.8272),(66 670.51495),(67 673.721),(68 671.3234),(69 668.1406),(70 659.9348),(71 663.11365),(72 660.38086),(73 661.56525),(74 663.3756),(75 664.26904),(76 657.54596),(77 659.5485),(78 663.4628),(79 667.0006),
(1 287.43143),(2 386.38754),(3 437.34106),(4 465.05527),(5 490.7409),(6 510.95114),(7 524.28894),(8 537.94434),(9 550.66583),(10 555.2505),(11 564.1245),(12 573.97644),(13 584.0682),(14 592.32355),(15 590.5557),(16 590.8599),(17 589.9559),(18 596.9118),(19 601.9502),(20 606.92084),(21 609.7676),(22 611.262),(23 612.6422),(24 612.43414),(25 614.4418),(26 617.8417),(27 619.845),(28 621.44727),(29 615.7904),(30 619.1616),(31 620.33307),(32 616.0099),(33 615.3813),(34 617.15643),(35 615.8822),(36 619.5863),(37 621.97394),(38 616.39417),(39 627.80566),(40 624.10046),(41 629.1329),(42 628.29),(43 631.2592),(44 633.03876),(45 641.39166),(46 643.7961),(47 647.1004),(48 649.5437),(49 656.0157),(50 660.722),(51 664.2712),(52 660.85126),(53 664.8024),(54 661.88635),(55 662.0445),(56 662.9804),(57 665.8458),(58 668.8429),(59 671.61053),(60 674.10614),(61 676.5166),(62 673.75073),(63 669.571),(64 665.6904),(65 667.79425),(66 671.0123),(67 664.6225),(68 662.8386),(69 660.0361),(70 657.5979),(71 650.88477),(72 652.3902),(73 652.655),(74 655.88837),(75 656.0631),(76 657.9167),(77 653.3551),(78 658.4796),(79 662.5163),
(1 280.27335),(2 379.7807),(3 434.78653),(4 460.3248),(5 482.39413),(6 503.8089),(7 513.37646),(8 526.57733),(9 526.50104),(10 536.0827),(11 542.55554),(12 548.97217),(13 557.9112),(14 568.52075),(15 568.2512),(16 568.6576),(17 570.12427),(18 586.6099),(19 592.25256),(20 591.8334),(21 596.3723),(22 599.3264),(23 595.59796),(24 589.9406),(25 593.0065),(26 596.5529),(27 597.72485),(28 596.177),(29 595.927),(30 599.6129),(31 597.5251),(32 601.00714),(33 601.1488),(34 600.885),(35 602.6632),(36 607.3526),(37 607.59247),(38 601.252),(39 600.91724),(40 600.2755),(41 604.958),(42 602.94434),(43 608.28424),(44 605.98865),(45 603.8773),(46 605.9275),(47 606.69775),(48 610.20447),(49 607.62274),(50 610.97394),(51 615.5991),(52 611.655),(53 619.3396),(54 619.0993),(55 619.54877),(56 624.08624),(57 629.6649),(58 636.9895),(59 636.9463),(60 643.62335),(61 647.1284),(62 653.3086),(63 658.4009),(64 655.60504),(65 659.48267),(66 658.04016),(67 657.5529),(68 658.55707),(69 661.73004),(70 661.17896),(71 661.23944),(72 662.499),(73 662.4392),(74 661.87866),(75 660.1562),(76 660.2885),(77 661.9679),(78 660.33563),(79 657.7676),
(1 276.02142),(2 372.28036),(3 420.3176),(4 447.81076),(5 474.67706),(6 495.86722),(7 507.36853),(8 523.0717),(9 535.9427),(10 540.3888),(11 544.2955),(12 552.0056),(13 551.60364),(14 561.4155),(15 563.5716),(16 566.4676),(17 573.0711),(18 577.3322),(19 577.0914),(20 578.7042),(21 579.91675),(22 579.32715),(23 580.16345),(24 575.8182),(25 580.13885),(26 576.3138),(27 580.30615),(28 582.649),(29 580.2579),(30 587.3545),(31 589.97546),(32 591.5415),(33 592.2351),(34 593.1692),(35 596.1122),(36 598.68866),(37 601.9651),(38 605.2591),(39 608.4084),(40 608.32355),(41 604.2457),(42 611.4447),(43 612.1549),(44 614.64734),(45 616.17615),(46 616.4495),(47 618.714),(48 629.99066),(49 630.50415),(50 630.896),(51 627.61395),(52 625.07306),(53 626.5892),(54 625.562),(55 625.9098),(56 628.9949),(57 632.30164),(58 632.30597),(59 632.8142),(60 636.71344),(61 637.2522),(62 641.34485),(63 643.9197),(64 636.4386),(65 629.87103),(66 634.4228),(67 634.3629),(68 635.082),(69 632.6841),(70 630.23834),(71 628.67584),(72 627.9459),(73 627.1875),(74 625.7322),(75 626.57416),(76 622.9243),(77 624.66925),(78 628.1454),(79 627.6675),
