1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,
(1 270.62158),(2 270.38492),(3 720.7485),(4 850.45496),(5 769.6017),(6 769.93494),(7 756.94257),(8 690.4564),(9 881.60754),(10 881.4341),(11 895.02765),(12 904.3183),(13 923.73865),(14 924.30914),(15 919.5482),(16 1043.9),(17 1041.499),(18 1041.4165),(19 1125.9845),(20 1254.7584),(21 1287.9246),(22 1288.2897),(23 1230.0114),(24 1250.5677),(25 1399.3394),(26 1399.8589),(27 1505.8129),(28 1496.0703),(29 1691.5872),(30 1690.8899),(31 1809.684),(32 1924.3088),(33 2011.4507),(34 2011.1334),(35 2074.6235),(36 2214.739),(37 2231.9788),(38 2232.0376),(39 2276.0847),(40 2283.4421),(41 2209.8342),(42 2209.3096),(43 2208.1868),(44 2207.9978),(45 2207.8152),
(1 367.7019),(2 367.5719),(3 909.7106),(4 1048.5408),(5 1038.9741),(6 1038.9412),(7 1089.912),(8 831.7789),(9 1092.842),(10 1092.894),(11 1182.9777),(12 1065.5197),(13 1046.7931),(14 1047.1224),(15 976.0837),(16 985.02747),(17 911.1541),(18 910.7977),(19 974.3696),(20 1122.7539),(21 1125.1199),(22 1124.7023),(23 1135.1298),(24 1042.8983),(25 1166.9292),(26 1167.2511),(27 1311.1217),(28 1430.7571),(29 1349.3219),(30 1349.4783),(31 1334.9364),(32 1448.6077),(33 1581.5266),(34 1581.8539),(35 1725.4252),(36 1714.4751),(37 1728.1157),(38 1728.4354),(39 1739.4971),(40 1677.3173),(41 1681.0227),(42 1680.4275),(43 1725.4058),(44 1725.4688),(45 1725.5071),
(1 279.47397),(2 279.49152),(3 573.9515),(4 413.47797),(5 584.0055),(6 584.36926),(7 715.79346),(8 622.40393),(9 806.4733),(10 806.64575),(11 787.3624),(12 788.9732),(13 779.0431),(14 778.89374),(15 835.2662),(16 956.16205),(17 1062.7653),(18 1062.5499),(19 1072.0391),(20 955.4515),(21 964.4917),(22 964.21423),(23 1079.5591),(24 1075.2076),(25 1130.1371),(26 1130.1503),(27 1105.0969),(28 1198.4603),(29 1220.8939),(30 1221.418),(31 1249.6703),(32 1314.6904),(33 1269.6338),(34 1269.638),(35 1284.4225),(36 1341.8827),(37 1429.4348),(38 1429.4109),(39 1573.5603),(40 1406.6963),(41 1463.7867),(42 1463.659),(43 1538.139),(44 1537.3817),(45 1537.7858),
(1 126.900085),(2 126.70393),(3 267.90295),(4 400.45667),(5 588.9297),(6 589.3571),(7 651.80457),(8 488.48547),(9 541.8995),(10 541.7433),(11 518.2911),(12 666.56885),(13 666.7403),(14 666.7325),(15 701.31964),(16 884.6717),(17 1052.8357),(18 1052.8115),(19 1085.3209),(20 1097.812),(21 1085.1012),(22 1085.4026),(23 1290.5922),(24 1164.6736),(25 1109.8547),(26 1110.0579),(27 1156.8416),(28 1266.2391),(29 1261.9038),(30 1261.7504),(31 1261.176),(32 1497.0798),(33 1360.8625),(34 1360.6108),(35 1330.5712),(36 1329.1084),(37 1295.172),(38 1294.3914),(39 1374.7261),(40 1441.8933),(41 1475.4231),(42 1475.2395),(43 1430.7114),(44 1430.9491),(45 1431.0244),
(1 75.28149),(2 75.22525),(3 176.84183),(4 365.44965),(5 506.13376),(6 506.08722),(7 611.7532),(8 525.3599),(9 534.2089),(10 534.1796),(11 539.89557),(12 722.2234),(13 668.3961),(14 668.6212),(15 694.8378),(16 874.1057),(17 945.9785),(18 945.7781),(19 1071.3785),(20 1118.3821),(21 1178.0973),(22 1178.2062),(23 1202.1521),(24 1058.5769),(25 1092.9164),(26 1093.3663),(27 1130.2217),(28 1247.2769),(29 1323.6882),(30 1323.4924),(31 1278.3333),(32 1384.3005),(33 1318.9017),(34 1318.7806),(35 1361.3348),(36 1315.0365),(37 1324.2023),(38 1324.0845),(39 1390.9744),(40 1369.1907),(41 1324.1777),(42 1323.7231),(43 1321.6489),(44 1321.4906),(45 1321.2117),
(1 54.129826),(2 54.009583),(3 116.407),(4 239.55017),(5 313.47894),(6 313.5289),(7 372.35092),(8 349.25568),(9 395.7299),(10 395.47137),(11 399.65295),(12 385.9833),(13 347.85168),(14 347.82587),(15 381.5272),(16 532.0535),(17 604.6849),(18 604.50476),(19 683.3003),(20 712.4841),(21 724.7304),(22 724.51746),(23 737.4248),(24 835.6089),(25 845.15063),(26 844.9782),(27 874.37683),(28 808.01306),(29 845.81665),(30 845.9346),(31 824.33844),(32 884.057),(33 831.4307),(34 831.2202),(35 843.96497),(36 856.0498),(37 841.41705),(38 841.4692),(39 850.7005),(40 901.6082),(41 904.5445),(42 904.5117),(43 826.55444),(44 827.0558),(45 827.1004),
(1 52.90093),(2 52.92174),(3 98.3742),(4 225.22415),(5 300.78638),(6 300.47745),(7 315.9556),(8 378.76602),(9 440.39145),(10 440.40176),(11 472.14194),(12 540.3213),(13 523.39386),(14 523.2618),(15 528.4937),(16 571.1921),(17 642.74646),(18 643.0611),(19 639.9611),(20 677.28015),(21 738.46295),(22 738.4034),(23 758.5899),(24 834.9106),(25 725.41406),(26 725.4523),(27 808.322),(28 813.04895),(29 827.52057),(30 827.4744),(31 850.81885),(32 830.7758),(33 848.012),(34 847.9952),(35 774.7738),(36 789.1784),(37 820.91943),(38 820.79175),(39 779.97363),(40 705.4265),(41 696.1692),(42 696.127),(43 691.7839),(44 692.12866),(45 692.0769),
(1 49.51072),(2 49.42707),(3 105.73089),(4 194.35464),(5 227.58292),(6 227.79707),(7 250.54752),(8 315.34326),(9 333.39435),(10 333.7863),(11 333.284),(12 391.68875),(13 394.61417),(14 394.8654),(15 391.97272),(16 401.53467),(17 427.27405),(18 427.14352),(19 468.15097),(20 491.4906),(21 524.6484),(22 524.9201),(23 565.8027),(24 560.351),(25 553.1388),(26 553.0056),(27 502.26572),(28 514.9761),(29 519.59076),(30 520.0189),(31 515.72363),(32 497.28653),(33 495.56946),(34 495.66122),(35 525.0118),(36 517.47284),(37 508.50278),(38 508.73666),(39 508.95865),(40 489.12106),(41 468.0177),(42 468.2399),(43 500.75363),(44 500.352),(45 500.3718),
(1 35.13588),(2 35.051487),(3 86.70642),(4 170.3024),(5 199.24712),(6 199.53172),(7 199.76207),(8 248.25775),(9 315.85135),(10 315.97302),(11 324.8418),(12 366.977),(13 386.74237),(14 386.9343),(15 404.0004),(16 419.01047),(17 398.08057),(18 398.242),(19 414.9212),(20 398.88928),(21 459.6433),(22 460.02014),(23 492.27286),(24 576.123),(25 534.5178),(26 534.4586),(27 500.2526),(28 433.24338),(29 473.3676),(30 473.03763),(31 495.84973),(32 481.8754),(33 532.88214),(34 532.9738),(35 507.0062),(36 538.22565),(37 500.87738),(38 500.99603),(39 493.15234),(40 479.1469),(41 471.5874),(42 471.4771),(43 517.2403),(44 517.424),(45 517.3517),
(1 27.016603),(2 26.941563),(3 73.83399),(4 135.7559),(5 180.86191),(6 180.9489),(7 203.377),(8 207.45876),(9 219.48312),(10 219.44891),(11 257.8007),(12 302.8149),(13 298.05283),(14 298.3286),(15 344.32278),(16 379.73038),(17 396.2031),(18 395.9132),(19 413.11765),(20 388.22174),(21 441.13385),(22 441.15906),(23 458.56848),(24 451.13126),(25 429.17255),(26 429.23102),(27 439.10556),(28 435.87842),(29 472.1706),(30 472.06503),(31 467.56747),(32 466.42194),(33 442.47888),(34 442.79758),(35 443.64108),(36 449.3245),(37 457.66486),(38 457.6454),(39 479.19373),(40 470.8645),(41 472.72275),(42 472.92648),(43 465.9567),(44 465.93597),(45 466.27713),
(1 25.348064),(2 25.316559),(3 61.938324),(4 132.66797),(5 160.49496),(6 160.51082),(7 190.02753),(8 196.29306),(9 215.27937),(10 215.381),(11 234.89053),(12 253.89793),(13 258.46332),(14 258.26672),(15 261.18768),(16 268.53494),(17 278.4936),(18 278.89267),(19 288.03592),(20 282.18393),(21 279.28638),(22 279.34546),(23 284.5547),(24 286.61658),(25 283.66306),(26 283.7633),(27 282.40863),(28 260.4643),(29 284.9922),(30 284.81467),(31 293.77762),(32 323.33118),(33 332.9994),(34 333.03244),(35 325.5571),(36 335.85178),(37 343.9602),(38 344.13934),(39 326.32214),(40 339.7127),(41 369.88416),(42 369.7353),(43 380.5714),(44 380.81308),(45 380.77444),
