1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 45177876),(2 111527510),(3 163123180),(4 191001620),(5 203979600),(6 211671500),(7 209891950),(8 198543490),(9 182309440),(10 174458830),(11 177501200),(12 187704510),(13 202521280),(14 217677060),(15 233077840),(16 249539500),(17 262729620),(18 265952210),(19 267340210),(20 267024720),(21 266006320),(22 266466940),(23 283186780),(24 293627400),(25 302816860),(26 316266000),(27 301625150),(28 300453470),(29 302221900),(30 317342240),(31 337316960),(32 348834050),(33 361385760),(34 362510180),(35 353539040),(36 349565820),(37 344791260),(38 348503040),(39 342031000),(40 335953150),(41 345663970),(42 354996860),(43 361731170),(44 369106940),(45 377994660),(46 384143200),(47 377523040),(48 369198340),(49 365701600),(50 374181280),(51 370502180),(52 369751800),(53 372529060),(54 381530140),(55 389625340),(56 401120540),(57 420672740),(58 419079070),(59 411350270),(60 403980260),(61 387630200),(62 376501600),(63 376166300),(64 379654660),(65 379175900),(66 390610200),(67 394205470),(68 393298700),(69 389154300),(70 381028580),(71 370856960),(72 364867700),(73 369521760),(74 375974900),(75 377191970),(76 365429120),(77 349462940),(78 345130080),(79 346904600),
(1 18932.496),(2 24299.373),(3 24256.598),(4 24275.723),(5 24136.15),(6 23967.014),(7 24451.205),(8 24029.55),(9 23656.568),(10 24277.473),(11 25188.004),(12 25026.793),(13 24714.88),(14 25166.6),(15 24957.121),(16 25202.666),(17 25075.41),(18 25050.45),(19 25206.924),(20 25301.46),(21 24731.623),(22 25179.133),(23 25876.377),(24 26321.867),(25 26873.398),(26 27782.734),(27 27112.42),(28 26885.934),(29 26762.28),(30 26816.81),(31 27228.402),(32 27204.44),(33 26646.266),(34 27043.305),(35 26318.895),(36 26396.95),(37 25923.115),(38 26405.08),(39 25796.734),(40 25882.814),(41 25500.73),(42 25529.473),(43 25463.018),(44 25416.178),(45 24743.447),(46 25172.236),(47 25564.316),(48 25110.807),(49 24796.498),(50 25161.398),(51 24919.832),(52 25104.307),(53 25644.78),(54 25156.53),(55 24938.268),(56 24699.986),(57 24374),(58 24579.982),(59 24989.73),(60 25405.85),(61 25157.71),(62 24717.885),(63 25062.063),(64 24979.205),(65 24922.21),(66 25322.36),(67 25199.668),(68 24107.01),(69 24524.014),(70 24864.74),(71 25222.563),(72 24878.506),(73 24858.482),(74 24723.303),(75 25355.43),(76 25025.248),(77 24597.115),(78 25418.367),(79 25311.063),
(1 18892.625),(2 23735.914),(3 23509.434),(4 23500.898),(5 23730.436),(6 23556.658),(7 24569.117),(8 23913.215),(9 23785.754),(10 24596.467),(11 24611.26),(12 23814.078),(13 23778.361),(14 24406.268),(15 24132.908),(16 24520.41),(17 24647.57),(18 24631.516),(19 24699.416),(20 25337.56),(21 24231.588),(22 24526.188),(23 25162.295),(24 25950.277),(25 26321.768),(26 26557.639),(27 26548.82),(28 26578.328),(29 26251.773),(30 26562.453),(31 26053.14),(32 25736.64),(33 26575.328),(34 25952.354),(35 26029.379),(36 26082.592),(37 25753.486),(38 26314.383),(39 26132.08),(40 25436.709),(41 25211.578),(42 25110.291),(43 25230.992),(44 25182.754),(45 25363.545),(46 24652.154),(47 24591.646),(48 25285.926),(49 25027.238),(50 25337.363),(51 25255.627),(52 25036.283),(53 24465.39),(54 24806.654),(55 25041.268),(56 25004.938),(57 25360.238),(58 25311.758),(59 25164.805),(60 24600.387),(61 25107.725),(62 25024.564),(63 25054.084),(64 24670.809),(65 24881.232),(66 24745.148),(67 25036.146),(68 24745.729),(69 24551.063),(70 25085.248),(71 24894.11),(72 24465.924),(73 24501.904),(74 24233.64),(75 24307.402),(76 24678.348),(77 24962.982),(78 24258.447),(79 24605.883),
(1 17202.78),(2 21036.096),(3 20758.043),(4 20828.121),(5 21469.133),(6 20958.658),(7 20953.91),(8 20943.592),(9 21308.002),(10 22201.379),(11 21496.307),(12 20651.045),(13 21763.795),(14 22052.813),(15 21835.906),(16 22174.383),(17 22123.615),(18 22001.383),(19 22157.12),(20 22206.207),(21 21858.018),(22 22168.33),(23 23171.195),(24 22529.781),(25 24087.336),(26 24242.086),(27 23651.813),(28 23886.428),(29 23642.71),(30 23564.021),(31 24068.105),(32 23709.98),(33 23487.996),(34 23970.986),(35 23371.004),(36 23145.488),(37 23547.44),(38 24269.61),(39 24150.836),(40 23110.287),(41 23088.688),(42 23013.91),(43 22705.518),(44 22996.766),(45 23518.764),(46 22792.186),(47 22701.328),(48 23109.887),(49 23035.662),(50 22788.674),(51 22942.77),(52 22583.145),(53 22905.785),(54 22935.61),(55 22363.432),(56 22401.652),(57 23409.904),(58 22708.861),(59 22575.154),(60 22673.473),(61 23245.264),(62 22716.541),(63 22354.059),(64 22618.252),(65 22533.035),(66 22879.432),(67 22674.027),(68 22122.404),(69 22459.639),(70 22749.158),(71 21874.402),(72 21941.207),(73 21946.25),(74 22458.006),(75 22295.666),(76 22154.271),(77 22776.74),(78 22574.164),(79 22054.35),
(1 17265.18),(2 21576.117),(3 20203.408),(4 20685.53),(5 21500.088),(6 21630.162),(7 21293.78),(8 21020.4),(9 20819.139),(10 21718.096),(11 21566.008),(12 20881.021),(13 21945.117),(14 22195.45),(15 21999.14),(16 22192.117),(17 21930.588),(18 22210.55),(19 22049.105),(20 21447.605),(21 21324.904),(22 22103.016),(23 23187.121),(24 23113.979),(25 23728.012),(26 24300.818),(27 23569.16),(28 23348.643),(29 23107.102),(30 23416.898),(31 23241.857),(32 23769.453),(33 23945.938),(34 23802.004),(35 24153.053),(36 23479.234),(37 23363.38),(38 24753.85),(39 24144.309),(40 23209.97),(41 23573.932),(42 23299.945),(43 23064.656),(44 23325.8),(45 23594.906),(46 23631.166),(47 23017.512),(48 22893.898),(49 22890.066),(50 22656.521),(51 22302.47),(52 22494.916),(53 22447.02),(54 22312.65),(55 22889.76),(56 22693.64),(57 22994.992),(58 22965.451),(59 23284.404),(60 22963.65),(61 22827.701),(62 23090),(63 22616.98),(64 22688.244),(65 22725.752),(66 23260.41),(67 22678.95),(68 22371.701),(69 22322.395),(70 22432.887),(71 22514.633),(72 22201.596),(73 21950.662),(74 22324.182),(75 22463.803),(76 22539.213),(77 22269.45),(78 22559.15),(79 22822.79),
(1 16730.428),(2 20049.223),(3 19018.492),(4 19151.033),(5 19920.092),(6 19913.021),(7 19694.703),(8 19062.691),(9 19218.715),(10 19759.508),(11 19654.457),(12 18930.951),(13 19756.193),(14 20321.338),(15 20220.088),(16 20522.455),(17 20641.484),(18 20459.994),(19 20401.627),(20 20377.49),(21 19710.004),(22 20397.38),(23 21034.936),(24 21837.348),(25 22180.975),(26 22028.852),(27 22319.82),(28 21778.35),(29 21394.8),(30 21541.363),(31 21589.64),(32 21848.098),(33 22054.121),(34 21996.963),(35 21414.76),(36 21548.117),(37 21761.176),(38 21713.297),(39 21556.414),(40 20812.365),(41 21189.943),(42 20854.367),(43 21398.668),(44 20812.12),(45 20805.705),(46 21013.824),(47 20752.19),(48 20076.813),(49 20578.82),(50 20904.504),(51 20861.23),(52 20668.14),(53 20444.512),(54 20686.967),(55 20522.94),(56 20103.441),(57 20192.512),(58 20508.22),(59 20647.785),(60 21212.754),(61 20600.764),(62 20892.035),(63 20739.17),(64 20391.979),(65 20554.74),(66 20762.818),(67 20527.904),(68 20226.814),(69 20169.834),(70 20349.357),(71 20853.6),(72 20630.213),(73 20360.025),(74 20501.645),(75 20381.074),(76 20570.574),(77 20418),(78 20497.535),(79 20965.941),
(1 16100.406),(2 19637.174),(3 18690.285),(4 19106.82),(5 20045.1),(6 20022.137),(7 19513.363),(8 18885.012),(9 18508.904),(10 19304.576),(11 19521.941),(12 19238.104),(13 19600.787),(14 19887.33),(15 20315.662),(16 20337.592),(17 20399.219),(18 19841.975),(19 20025.56),(20 20211.154),(21 19825.938),(22 20119.666),(23 20569.762),(24 20302.166),(25 20930.275),(26 21472.1),(27 21520.156),(28 21260.975),(29 21155.758),(30 21208.148),(31 21276.826),(32 21742.586),(33 21003.482),(34 21341.125),(35 21040.012),(36 21141.482),(37 21203.107),(38 21068.148),(39 21108.15),(40 20773.76),(41 20838.979),(42 20981.676),(43 20669.05),(44 20431.691),(45 20074.117),(46 19929.822),(47 19922.945),(48 20600.941),(49 20217.45),(50 20166.03),(51 20321.059),(52 20410.107),(53 20186.803),(54 20089.32),(55 19814.357),(56 20492.53),(57 20657.77),(58 20213.37),(59 20112.428),(60 20379.676),(61 20255.033),(62 19875.084),(63 20007.775),(64 19974.313),(65 20008.83),(66 20193.584),(67 20362.773),(68 19801.813),(69 20063.1),(70 20065.227),(71 20029.66),(72 19777.768),(73 19334.088),(74 20027.246),(75 20206.47),(76 19914.213),(77 19830.156),(78 20192.055),(79 20115.75),
(1 14601.083),(2 17710.676),(3 17244.541),(4 17611.17),(5 18690.67),(6 18082.785),(7 17874.793),(8 17167.328),(9 17534.848),(10 18156.611),(11 17924.73),(12 17929.13),(13 18361.293),(14 18183.893),(15 18383.285),(16 18556.176),(17 18858.314),(18 18108.928),(19 18600.014),(20 18684.615),(21 18445.406),(22 18771.682),(23 19368.26),(24 19602.098),(25 19671.764),(26 19666.459),(27 19558.266),(28 19834.314),(29 19695.637),(30 19900.328),(31 19680.12),(32 19792.754),(33 19604.955),(34 19767.926),(35 19542.354),(36 19430.488),(37 18874.9),(38 19236.344),(39 19337.26),(40 19204.3),(41 18831.479),(42 18950.928),(43 18924.193),(44 18837.953),(45 19346.652),(46 18933.516),(47 18942.05),(48 18965.541),(49 18958.7),(50 18936.193),(51 18605.992),(52 18773.314),(53 19096.988),(54 18680.264),(55 18811.059),(56 19043.477),(57 18828.488),(58 18678.857),(59 18520.97),(60 19074.88),(61 18921.371),(62 18726.016),(63 18790.8),(64 18580.736),(65 18472.885),(66 18679.896),(67 18642.285),(68 17853.71),(69 18399.363),(70 18681.904),(71 18307.455),(72 18301.572),(73 18071.787),(74 18384.186),(75 18235.324),(76 18396.174),(77 18307.799),(78 18817.53),(79 18320.81),
(1 13768.807),(2 16790.313),(3 16168.602),(4 16300.172),(5 17509.957),(6 17221.072),(7 17207.012),(8 16702.678),(9 16873.059),(10 17116.059),(11 17107.59),(12 17117.012),(13 17065.344),(14 17302.346),(15 17479.201),(16 18143.127),(17 18030.578),(18 17747.26),(19 17835.31),(20 17926.93),(21 17621.945),(22 17783.822),(23 18385.098),(24 18163.742),(25 18815.52),(26 18977.203),(27 18811.13),(28 18718.96),(29 18631.127),(30 18451.043),(31 18778.645),(32 18461.219),(33 18680.504),(34 18562.633),(35 18843),(36 18638.031),(37 18145.918),(38 18414.03),(39 18447.662),(40 18364.799),(41 18153.992),(42 18297.186),(43 18477.15),(44 17950.918),(45 18229.059),(46 18678.293),(47 18173.895),(48 18035.85),(49 17691.05),(50 17976.568),(51 17865.574),(52 17583.723),(53 18007.459),(54 17825.674),(55 17950.555),(56 17593.379),(57 17969.918),(58 18477.78),(59 18068.441),(60 17709.613),(61 17942.697),(62 17663.725),(63 17744.457),(64 17911.027),(65 17755.846),(66 17776.33),(67 17700.328),(68 17471.102),(69 17226.404),(70 17823.236),(71 17618.408),(72 17784.94),(73 17456.117),(74 17738.469),(75 17453.426),(76 17757.26),(77 17427.05),(78 17825.86),(79 17646.922),
(1 15071.144),(2 18629.643),(3 17826.697),(4 17559.313),(5 18531.73),(6 18553.332),(7 18377.414),(8 17669.465),(9 17635.969),(10 18045.525),(11 18211.584),(12 18540.145),(13 18542.7),(14 18985.537),(15 18718.719),(16 19273.18),(17 19089.967),(18 19100.146),(19 19134.54),(20 19534.162),(21 18955.215),(22 19452.45),(23 20535.023),(24 20513.291),(25 19755.617),(26 20775.28),(27 20559.146),(28 20442.309),(29 20382.104),(30 20214.594),(31 20461.621),(32 20309.85),(33 20252.146),(34 20024.867),(35 19912.063),(36 19906.467),(37 19830.607),(38 19804.584),(39 19802.387),(40 19108.658),(41 19372.629),(42 19439.963),(43 19499.48),(44 19187.762),(45 19369),(46 19254.338),(47 19487.982),(48 19019.621),(49 19090.72),(50 19258.762),(51 19435.336),(52 18959.957),(53 18987.912),(54 19353.941),(55 19428.51),(56 19663.33),(57 19756.902),(58 19557.6),(59 19278.916),(60 19092.826),(61 18999.158),(62 19436.293),(63 19073.768),(64 19032.098),(65 19061.559),(66 19526.232),(67 19056.807),(68 19224.68),(69 18869.795),(70 18908.938),(71 19132.643),(72 18986.09),(73 18807.729),(74 18670.28),(75 18853.3),(76 19194.148),(77 18879.357),(78 18666.648),(79 18921.967),
(1 13353.483),(2 15901.709),(3 15259.065),(4 14991.693),(5 15789.978),(6 15570.229),(7 15581.299),(8 15370.864),(9 15882.986),(10 16092.77),(11 15903.222),(12 15883.458),(13 15956.346),(14 16299.634),(15 16358.067),(16 16208.404),(17 16494.814),(18 16165.53),(19 16179.438),(20 15953.102),(21 16270.528),(22 16099.262),(23 16805.219),(24 17553.938),(25 17252.313),(26 17636.918),(27 17361.41),(28 17304.932),(29 17307.482),(30 17443.033),(31 17282.38),(32 17619.635),(33 17624.385),(34 17493.756),(35 17038.547),(36 17022.459),(37 17175.354),(38 17695.22),(39 17218.168),(40 17058.19),(41 17088.668),(42 16646.229),(43 17012.346),(44 16949.916),(45 17010.285),(46 16830.986),(47 16985.432),(48 17052.92),(49 16802.486),(50 16565.586),(51 16811.42),(52 17008.248),(53 16772.57),(54 16519.703),(55 16690.328),(56 16659.457),(57 17048.582),(58 16527.404),(59 17021.938),(60 17341.027),(61 16853.068),(62 16762.74),(63 17077.273),(64 16653.936),(65 16550.898),(66 16659.924),(67 16954.102),(68 16704.799),(69 16641.168),(70 16840.352),(71 17031.885),(72 16297.389),(73 16159.753),(74 16358.984),(75 16491.855),(76 16603.662),(77 16601.047),(78 16838.088),(79 16751.459),
(1 13017.116),(2 15333.419),(3 14723.324),(4 14795.106),(5 15286.891),(6 15384.94),(7 15424.696),(8 14893.268),(9 15251.427),(10 15362.042),(11 15447.458),(12 15706.96),(13 15883.418),(14 16372.046),(15 16417.855),(16 16012.876),(17 16191.668),(18 15997.904),(19 16038.18),(20 16044.284),(21 16277.6),(22 15890.078),(23 16192.172),(24 16716.145),(25 16868.334),(26 17346.11),(27 16692.574),(28 16787.904),(29 16939.371),(30 17060.305),(31 16845.541),(32 16766.725),(33 17052.064),(34 17087.645),(35 16689.68),(36 16642.416),(37 16638.627),(38 17037.836),(39 16833.129),(40 16221.862),(41 16441.6),(42 16505.064),(43 16191.606),(44 16466.309),(45 16093.816),(46 16630.348),(47 16469.25),(48 16329.848),(49 16327.224),(50 16204.338),(51 16338.504),(52 16459.787),(53 16135.836),(54 16236.95),(55 16244.048),(56 16246.078),(57 15916.883),(58 16113.884),(59 16832.996),(60 16450.271),(61 16348.002),(62 15994.183),(63 16001.518),(64 16379.31),(65 16103.84),(66 15888.42),(67 16198.844),(68 15981.414),(69 16078.264),(70 15748.813),(71 15939.278),(72 16125.48),(73 15696.607),(74 15990.062),(75 15818.362),(76 15740.01),(77 16435.432),(78 15986.38),(79 15957.774),
(1 13000.373),(2 15880.226),(3 14857.341),(4 15000.074),(5 15687.074),(6 15506.697),(7 15231.732),(8 15029.684),(9 15498.619),(10 15285.128),(11 15662.285),(12 15687.004),(13 16120.438),(14 16187.551),(15 15999.876),(16 16145.3125),(17 16027.37),(18 15782.565),(19 15932.643),(20 16659.146),(21 16368.445),(22 16093.955),(23 16579.85),(24 16641.297),(25 17078.059),(26 17455.953),(27 17060.559),(28 17124.785),(29 17232.922),(30 17213.36),(31 16974.078),(32 17024.29),(33 17047.559),(34 17080.117),(35 17022.172),(36 17172.77),(37 17019.863),(38 17029.94),(39 16905.928),(40 16581.166),(41 16581.543),(42 16444.926),(43 16431.563),(44 16344.313),(45 16546.324),(46 16360.461),(47 16870.4),(48 16598.91),(49 16044.517),(50 16588.73),(51 16158.056),(52 16072.883),(53 16480.047),(54 16292.996),(55 15906.161),(56 15692.317),(57 16322.089),(58 16550.418),(59 16597.008),(60 16071.574),(61 16259.306),(62 15933.757),(63 16078.348),(64 16053.059),(65 16033.597),(66 16283.1875),(67 15866.203),(68 16174.6455),(69 15997.512),(70 15433.889),(71 15969.988),(72 15961.865),(73 15735.664),(74 15700.852),(75 15884.393),(76 15613.3955),(77 16142.567),(78 16054.469),(79 15907.402),
(1 12604.36),(2 14589.42),(3 14129.667),(4 14342.814),(5 14660.991),(6 14530.129),(7 14228.937),(8 13980.382),(9 14596.559),(10 14135.556),(11 14159.95),(12 14378.266),(13 14689.112),(14 14672.974),(15 14867.531),(16 14908.576),(17 15004.004),(18 14367.57),(19 14841.857),(20 15168.646),(21 14632.108),(22 14707.891),(23 15658.645),(24 15612.759),(25 16103.235),(26 16199.022),(27 15734.826),(28 15745.078),(29 15635.607),(30 15818.711),(31 15839.341),(32 15826.452),(33 15876.978),(34 15944.526),(35 15942.971),(36 15525.352),(37 15660.111),(38 15821.68),(39 15605.224),(40 15017.281),(41 15375.473),(42 15415.655),(43 15076.275),(44 15196.1875),(45 15847.739),(46 15941.991),(47 15623.387),(48 15320.154),(49 15072.493),(50 14866.862),(51 15153.266),(52 15202.658),(53 15258.522),(54 14970.452),(55 15151.697),(56 15402.424),(57 15651.18),(58 15284.033),(59 14923.604),(60 15184.374),(61 15403.134),(62 15265.154),(63 15202.565),(64 15355.822),(65 15146.653),(66 15678.489),(67 15111.73),(68 15212.411),(69 15316.636),(70 15189.915),(71 15118.367),(72 14863.215),(73 14788.754),(74 14762.806),(75 15002.705),(76 15079.936),(77 15234.766),(78 14921.548),(79 15248.95),
(1 12186.527),(2 13743.992),(3 13870.283),(4 14400.913),(5 14274.455),(6 13964.349),(7 13699.539),(8 13769.671),(9 14340.054),(10 13912.185),(11 14431.311),(12 14685.987),(13 14625.819),(14 14734.013),(15 14757.632),(16 14886.368),(17 14899.547),(18 14710.876),(19 14915.722),(20 14921.674),(21 14911.852),(22 14429.629),(23 15126.655),(24 15508.764),(25 15697.207),(26 15873.941),(27 15826.187),(28 15826.23),(29 15443.159),(30 15416.96),(31 15261.154),(32 15509.199),(33 15736.159),(34 15734.393),(35 15640.49),(36 15612.72),(37 15662.374),(38 15884.846),(39 15775.582),(40 15425.153),(41 15495.699),(42 15620.675),(43 15324.069),(44 15413.376),(45 15150.495),(46 15717.207),(47 15622.333),(48 15367.142),(49 15489.6045),(50 15080.74),(51 15188.992),(52 15225.775),(53 15163.176),(54 14980.6045),(55 14677.506),(56 15181.565),(57 15606.63),(58 15192.351),(59 14984.75),(60 15098.833),(61 14776.3955),(62 15191.616),(63 15017.662),(64 15059.851),(65 15041.685),(66 14997.719),(67 15303.1455),(68 14439.051),(69 14761.756),(70 14829.161),(71 14729.247),(72 14770.341),(73 14886.59),(74 14788.524),(75 14922.123),(76 14541.163),(77 14722.616),(78 14789.473),(79 15003.559),
(1 11081.9375),(2 12706.075),(3 12482.4795),(4 12807.8955),(5 12796.058),(6 12634.761),(7 12686.696),(8 12628.096),(9 12920.885),(10 12719.463),(11 12863.662),(12 13269.932),(13 13031.056),(14 13186.54),(15 13241.209),(16 13472.04),(17 13421.737),(18 13637.541),(19 13361.593),(20 13691.458),(21 13207.577),(22 13506.75),(23 13887.685),(24 14152.708),(25 14206.137),(26 14464.826),(27 14431.954),(28 14543.945),(29 14405.821),(30 14047.976),(31 14323.537),(32 14092.684),(33 14350.768),(34 14004.131),(35 14335.9),(36 14028.038),(37 14305.803),(38 14247.069),(39 13959.371),(40 13890.579),(41 13795.82),(42 13777.411),(43 13718.255),(44 13646.754),(45 13672.473),(46 13598.35),(47 13602.203),(48 13458.617),(49 13499.648),(50 13591.989),(51 13241.393),(52 13324.577),(53 13382.612),(54 13674.172),(55 13186.921),(56 13282.104),(57 13498.748),(58 13433.741),(59 13427.014),(60 13740.755),(61 13635.196),(62 13351.435),(63 13574.312),(64 13381.414),(65 13416.496),(66 13429.116),(67 13472.529),(68 13073.73),(69 12918.3955),(70 13012.407),(71 13067.839),(72 13110.106),(73 13148.821),(74 12832.585),(75 13290.379),(76 12960.544),(77 13050.274),(78 13460.306),(79 13212.313),
(1 11142.676),(2 12549.559),(3 12397.795),(4 12588.104),(5 12916.973),(6 12702.174),(7 12575.261),(8 12564.508),(9 12931.647),(10 12743.896),(11 12809.487),(12 13195.862),(13 13166.517),(14 13514.619),(15 13254.712),(16 13340.625),(17 13432.775),(18 13418.051),(19 13422.567),(20 13514.396),(21 13118.769),(22 13534.625),(23 13896.453),(24 13869.284),(25 14173.193),(26 14338.5),(27 14412.693),(28 14112.92),(29 14064.026),(30 14132.915),(31 14185.042),(32 13817.017),(33 14277.526),(34 14160.456),(35 13857.132),(36 14044.486),(37 13917.456),(38 14369.672),(39 13812.087),(40 13793.509),(41 13829.378),(42 13442.248),(43 13819.89),(44 13706.979),(45 13288.996),(46 13436.652),(47 13714.281),(48 13644.998),(49 13549.699),(50 13494.822),(51 13340.004),(52 13449.7),(53 13413.674),(54 13153.781),(55 13058.609),(56 13024.473),(57 13235.483),(58 13488.466),(59 13549.003),(60 13446.855),(61 13221.404),(62 13250.857),(63 13237.924),(64 13240.24),(65 13113.805),(66 13358.057),(67 13104.197),(68 13149.068),(69 13185.277),(70 13092.744),(71 13270.593),(72 13025.682),(73 13058.195),(74 13007.276),(75 13228.555),(76 13176.333),(77 12800.875),(78 13202.521),(79 13146.422),
(1 10776.92),(2 11792.944),(3 11814.935),(4 12179.596),(5 12386.688),(6 12412.876),(7 12218.468),(8 12283.454),(9 12360.789),(10 12307.597),(11 12238.259),(12 12446.376),(13 12676.967),(14 12714.039),(15 12725.603),(16 12893.444),(17 12792.288),(18 12764.603),(19 12979.814),(20 13104.758),(21 12727.17),(22 13002.895),(23 13358.1455),(24 13134.662),(25 13769.573),(26 13855.874),(27 13532.675),(28 13579.365),(29 13519.395),(30 13622.831),(31 13722.018),(32 13632.355),(33 13863.518),(34 13702.049),(35 13437.633),(36 13506.733),(37 13290.275),(38 13900.759),(39 13673.976),(40 13339.504),(41 13429.442),(42 13249.324),(43 13508.486),(44 13373.585),(45 12855.739),(46 13356.835),(47 12962.7),(48 12837.881),(49 12853.224),(50 12873.435),(51 12910.133),(52 12792.549),(53 12902.949),(54 12862.617),(55 13238.464),(56 12947.735),(57 13035.165),(58 12687.699),(59 13008.842),(60 12789.606),(61 12690.874),(62 12508.363),(63 12667.624),(64 12595.5625),(65 12599.869),(66 12869.701),(67 12669.353),(68 12422.494),(69 12501.188),(70 12645.126),(71 12864.969),(72 12511.896),(73 12584.941),(74 12746.859),(75 12411.363),(76 12705.869),(77 12595.698),(78 12625.832),(79 12588.538),
(1 10579.293),(2 11828.169),(3 11919.292),(4 12014.609),(5 12025.699),(6 12117.486),(7 12047.358),(8 11726.798),(9 12054.304),(10 12072.702),(11 11983.47),(12 11946.222),(13 12459.377),(14 12637.922),(15 12708.114),(16 12851.195),(17 12596.868),(18 12700.757),(19 12626.085),(20 12760.985),(21 12738),(22 12468.463),(23 12936.309),(24 13103.609),(25 13406.065),(26 13681.983),(27 13263.268),(28 13490.049),(29 13537.406),(30 13329.452),(31 13592.1875),(32 13563.223),(33 13380.234),(34 13233.458),(35 13076.664),(36 13229.245),(37 13314.367),(38 13697.339),(39 13400.1875),(40 13290.463),(41 13106.61),(42 13202.876),(43 12994.802),(44 13072.72),(45 12962.951),(46 13085.651),(47 13029.627),(48 12880.2),(49 12696.235),(50 12809.309),(51 12742.713),(52 12774.931),(53 12675.0625),(54 12863.318),(55 12787.535),(56 12804.776),(57 12722.54),(58 12653.199),(59 12851.977),(60 12632.549),(61 12558.196),(62 12683.452),(63 12697.895),(64 12648.553),(65 12618.74),(66 12971.983),(67 12708.738),(68 12502.346),(69 12309.435),(70 12474.094),(71 12634.144),(72 12776.361),(73 12599.8545),(74 12368.733),(75 12268.007),(76 12467.86),(77 12352.095),(78 12286.309),(79 12347.212),
