1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 420805.34),(2 1433481),(3 2935397.3),(4 4769583.5),(5 6951569.5),(6 9403123),(7 12019819),(8 14632881),(9 17268510),(10 19960576),(11 22653710),(12 25205066),(13 27553974),(14 29793850),(15 31766650),(16 33708468),(17 35458252),(18 37111628),(19 38463404),(20 39715332),(21 40796380),(22 41787024),(23 42596772),(24 43342990),(25 44046172),(26 44627676),(27 45364736),(28 46109516),(29 47127412),(30 49297804),(31 51061788),(32 52860880),(33 55320096),(34 57205972),(35 59111070),(36 62110308),(37 66123700),(38 70791464),(39 76143970),(40 81980580),(41 88493240),(42 95721090),(43 104167770),(44 113328100),(45 123472540),(46 134338000),(47 146081570),(48 158136820),(49 170852420),(50 182569920),(51 195077440),(52 207363580),(53 220438270),(54 233673600),(55 247750030),(56 262726140),(57 277888700),(58 293130900),(59 308309400),(60 323069340),(61 338661340),(62 352963970),(63 362245020),(64 368793950),(65 372919140),(66 374772960),(67 373862240),(68 372307550),(69 369794400),(70 364530270),(71 359186900),(72 351288960),(73 343694560),(74 334071140),(75 324518820),(76 313422530),(77 300970600),(78 288543520),(79 274788830),
(1 70.16773),(2 82.25354),(3 90.05388),(4 93.90817),(5 100.91035),(6 102.36181),(7 105.496475),(8 108.23233),(9 109.434166),(10 112.01424),(11 112.535934),(12 112.87467),(13 113.06896),(14 115.42725),(15 118.157776),(16 117.60604),(17 118.891975),(18 118.17977),(19 118.76002),(20 120.10198),(21 120.94908),(22 122.45566),(23 121.77962),(24 123.515915),(25 124.295135),(26 124.446175),(27 124.59421),(28 126.42956),(29 126.548386),(30 127.5398),(31 126.575905),(32 128.29558),(33 128.47516),(34 129.01889),(35 129.70442),(36 135.62003),(37 133.57307),(38 136.00058),(39 142.47133),(40 141.4378),(41 142.6105),(42 147.07265),(43 148.95958),(44 149.91202),(45 151.00308),(46 153.75887),(47 153.74725),(48 153.16463),(49 154.33939),(50 154.75943),(51 154.11597),(52 155.1446),(53 156.66238),(54 157.69543),(55 159.68066),(56 161.727),(57 159.94801),(58 160.81276),(59 161.00137),(60 159.72804),(61 162.90727),(62 160.81088),(63 156.6034),(64 154.72322),(65 151.61453),(66 149.38722),(67 148.83302),(68 147.36345),(69 144.27281),(70 143.57423),(71 144.46793),(72 144.88042),(73 143.21005),(74 143.80936),(75 144.03613),(76 143.67795),(77 143.99615),(78 142.80585),(79 143.25287),
(1 71.23733),(2 82.01727),(3 89.682175),(4 94.678604),(5 99.49744),(6 101.913475),(7 104.28275),(8 107.53867),(9 109.99152),(10 112.37422),(11 113.032135),(12 114.12926),(13 114.29264),(14 116.577644),(15 118.983826),(16 119.42453),(17 119.24664),(18 120.52203),(19 119.597),(20 118.93839),(21 119.66094),(22 120.583855),(23 121.11234),(24 123.18318),(25 124.54285),(26 124.07397),(27 124.952034),(28 126.45411),(29 126.33949),(30 128.36583),(31 130.36098),(32 131.99748),(33 131.74094),(34 131.83691),(35 136.19041),(36 137.29958),(37 139.30183),(38 140.449),(39 144.34058),(40 146.0611),(41 145.93059),(42 149.88164),(43 152.78256),(44 153.29141),(45 155.31339),(46 157.03764),(47 157.42876),(48 159.30612),(49 159.53027),(50 159.60437),(51 158.64845),(52 161.30957),(53 160.55579),(54 160.40799),(55 161.37636),(56 162.55258),(57 163.25783),(58 162.8597),(59 161.55482),(60 159.73573),(61 164.01338),(62 161.57808),(63 158.8526),(64 157.09612),(65 154.91025),(66 153.12915),(67 151.64455),(68 150.7078),(69 148.25299),(70 148.53491),(71 147.4866),(72 148.68576),(73 146.84445),(74 147.5501),(75 147.98953),(76 147.60394),(77 148.74007),(78 147.80856),(79 147.71577),
(1 70.96894),(2 81.28915),(3 90.631165),(4 97.60235),(5 101.22295),(6 102.924324),(7 105.81968),(8 106.71031),(9 112.481316),(10 113.395386),(11 115.87666),(12 116.63563),(13 118.10902),(14 118.50979),(15 121.57329),(16 120.163574),(17 122.110565),(18 121.88513),(19 122.58429),(20 121.91852),(21 123.75898),(22 122.91598),(23 125.1271),(24 127.70505),(25 126.82734),(26 126.72975),(27 128.21257),(28 130.11014),(29 127.99674),(30 130.31885),(31 130.56306),(32 131.11887),(33 130.94684),(34 128.958),(35 134.04785),(36 134.36009),(37 137.56418),(38 139.1493),(39 140.40524),(40 143.32756),(41 142.52393),(42 145.70065),(43 147.90858),(44 151.51291),(45 152.4599),(46 151.5402),(47 155.53847),(48 153.07256),(49 154.77692),(50 156.33919),(51 152.97858),(52 154.51006),(53 156.40092),(54 156.1686),(55 157.9346),(56 160.39499),(57 156.88522),(58 159.32957),(59 159.06412),(60 158.41103),(61 157.52151),(62 155.56313),(63 152.92455),(64 149.72632),(65 148.68564),(66 146.73259),(67 144.74898),(68 144.6411),(69 145.61293),(70 143.8205),(71 142.03256),(72 144.33717),(73 142.73593),(74 142.96616),(75 144.48016),(76 145.65779),(77 145.96059),(78 147.50143),(79 146.53534),
(1 72.5942),(2 82.86822),(3 90.3593),(4 96.69933),(5 99.72831),(6 101.813736),(7 105.79875),(8 108.09206),(9 111.395325),(10 112.36472),(11 113.521),(12 113.83114),(13 114.83),(14 116.53734),(15 118.38182),(16 117.044304),(17 117.90142),(18 117.598145),(19 119.61092),(20 120.1168),(21 121.52014),(22 122.90003),(23 122.93561),(24 125.59624),(25 124.77591),(26 126.42697),(27 126.96045),(28 127.677444),(29 130.09518),(30 129.47517),(31 129.43251),(32 130.20155),(33 129.79118),(34 130.27246),(35 133.33253),(36 137.6824),(37 137.70595),(38 140.84485),(39 143.53612),(40 143.97133),(41 146.76804),(42 149.79402),(43 152.2025),(44 155.60783),(45 154.43692),(46 157.6253),(47 160.36356),(48 156.41383),(49 161.36383),(50 159.32007),(51 158.05879),(52 160.63123),(53 161.96008),(54 162.75064),(55 165.38435),(56 164.17221),(57 163.95715),(58 165.506),(59 164.35312),(60 163.65758),(61 166.968),(62 162.20581),(63 159.40517),(64 155.19785),(65 154.32962),(66 151.13843),(67 150.16052),(68 150.39297),(69 148.10733),(70 146.19923),(71 147.01529),(72 148.2046),(73 147.31816),(74 146.06456),(75 146.65707),(76 146.30695),(77 147.59415),(78 144.83356),(79 143.55237),
(1 72.17605),(2 82.440544),(3 89.07782),(4 95.70677),(5 99.088745),(6 101.97693),(7 103.915474),(8 105.85235),(9 108.79046),(10 111.10933),(11 112.15162),(12 114.16992),(13 114.147575),(14 114.94043),(15 116.43502),(16 115.59678),(17 116.77997),(18 117.54678),(19 119.67904),(20 118.951904),(21 120.90404),(22 121.78795),(23 122.34492),(24 121.22261),(25 121.57088),(26 123.3095),(27 124.61678),(28 123.135025),(29 126.733635),(30 126.31617),(31 126.6125),(32 126.328545),(33 126.58708),(34 127.20804),(35 131.7959),(36 132.60274),(37 135.29796),(38 138.19136),(39 139.13318),(40 141.07019),(41 142.26485),(42 144.13666),(43 148.25137),(44 149.41891),(45 149.4221),(46 154.27853),(47 153.31787),(48 152.58344),(49 153.78076),(50 152.91075),(51 152.32521),(52 154.15254),(53 155.60417),(54 156.73299),(55 158.68732),(56 158.27629),(57 159.52335),(58 160.57625),(59 160.0573),(60 160.7763),(61 160.75319),(62 157.95787),(63 153.83766),(64 153.11295),(65 149.69324),(66 146.63472),(67 146.37099),(68 144.10501),(69 140.67824),(70 140.71524),(71 140.56155),(72 141.17722),(73 141.26073),(74 140.7323),(75 142.89272),(76 141.0302),(77 140.89034),(78 138.68663),(79 137.90352),
(1 70.20634),(2 80.33136),(3 88.072136),(4 94.17894),(5 98.03032),(6 101.33978),(7 103.8216),(8 105.98899),(9 108.911285),(10 110.83802),(11 111.83295),(12 113.994514),(13 113.735855),(14 113.85167),(15 116.65463),(16 115.664276),(17 117.19811),(18 117.09386),(19 119.00992),(20 117.283775),(21 118.66106),(22 118.20755),(23 120.434044),(24 120.021515),(25 121.14727),(26 122.76964),(27 123.84984),(28 124.26442),(29 124.2082),(30 124.897964),(31 125.68724),(32 126.51296),(33 126.76357),(34 125.95469),(35 129.40141),(36 132.43474),(37 132.40793),(38 134.03833),(39 136.21785),(40 136.5251),(41 137.17624),(42 140.96802),(43 143.93361),(44 144.83797),(45 146.72461),(46 148.24951),(47 146.68138),(48 148.15157),(49 148.92566),(50 147.28448),(51 149.36151),(52 147.0812),(53 147.99123),(54 149.90082),(55 151.62978),(56 151.61145),(57 151.67262),(58 150.60347),(59 151.1867),(60 149.76854),(61 153.37901),(62 148.67667),(63 147.15408),(64 146.4585),(65 142.98431),(66 141.76546),(67 138.99326),(68 137.88455),(69 137.61006),(70 137.91522),(71 137.76686),(72 137.48732),(73 137.63612),(74 138.38918),(75 140.33249),(76 139.37743),(77 139.67009),(78 139.03885),(79 138.61107),
(1 70.15584),(2 80.04638),(3 89.05498),(4 94.23225),(5 98.72761),(6 101.63813),(7 103.311104),(8 106.05393),(9 108.98883),(10 111.70672),(11 113.50416),(12 116.64386),(13 116.379875),(14 116.78847),(15 120.32435),(16 119.71718),(17 118.94303),(18 120.29284),(19 120.14363),(20 120.53512),(21 121.57651),(22 120.91477),(23 122.338486),(24 122.404945),(25 123.34875),(26 125.06297),(27 124.9506),(28 127.57971),(29 126.99059),(30 126.7188),(31 127.60205),(32 129.8292),(33 128.19113),(34 127.52828),(35 133.09305),(36 132.68504),(37 134.2297),(38 138.238),(39 139.84097),(40 140.29175),(41 143.33403),(42 146.06802),(43 149.28786),(44 149.73048),(45 153.6396),(46 154.78395),(47 155.96297),(48 157.01686),(49 157.39517),(50 157.37114),(51 158.04329),(52 160.55412),(53 160.28752),(54 160.32715),(55 161.47464),(56 164.26584),(57 165.06535),(58 165.9984),(59 161.84482),(60 162.81985),(61 165.58951),(62 162.06798),(63 159.85236),(64 157.56874),(65 155.5828),(66 152.47243),(67 150.705),(68 148.94856),(69 150.36838),(70 148.79994),(71 148.8541),(72 147.64403),(73 147.57292),(74 147.47409),(75 148.62286),(76 147.7476),(77 145.6012),(78 146.66162),(79 143.43694),
(1 69.45024),(2 79.27614),(3 88.12754),(4 94.44448),(5 98.61167),(6 100.279625),(7 102.64052),(8 104.55136),(9 106.40177),(10 108.37724),(11 112.137634),(12 113.9935),(13 114.995445),(14 115.409904),(15 118.412605),(16 117.461075),(17 118.966225),(18 119.26462),(19 120.84148),(20 120.004),(21 120.79562),(22 119.78243),(23 120.52803),(24 120.944664),(25 120.54763),(26 121.27962),(27 121.54474),(28 124.38642),(29 124.405846),(30 125.177956),(31 126.08826),(32 126.027435),(33 126.524536),(34 126.31843),(35 133.05882),(36 133.48474),(37 134.2786),(38 138.41577),(39 139.28192),(40 140.03142),(41 142.9441),(42 146.85632),(43 146.25558),(44 148.9618),(45 151.43742),(46 150.699),(47 153.23158),(48 154.60826),(49 153.81036),(50 154.33266),(51 154.78722),(52 157.00447),(53 156.28201),(54 157.40013),(55 158.44476),(56 159.51527),(57 159.03441),(58 158.45036),(59 157.16199),(60 160.14256),(61 160.72838),(62 154.93054),(63 153.47202),(64 150.80225),(65 148.646),(66 147.9402),(67 147.05798),(68 146.59549),(69 145.45161),(70 142.52634),(71 142.65697),(72 142.81146),(73 142.67325),(74 143.66722),(75 143.06396),(76 140.16757),(77 141.28276),(78 141.10019),(79 139.89267),
(1 69.57543),(2 79.46472),(3 86.44774),(4 92.59655),(5 99.28451),(6 99.31236),(7 101.94952),(8 104.199295),(9 105.574905),(10 109.46361),(11 109.65144),(12 112.03479),(13 114.10746),(14 112.07877),(15 114.687546),(16 113.85875),(17 115.064316),(18 114.95553),(19 116.09191),(20 115.80222),(21 116.99577),(22 116.89324),(23 117.81928),(24 118.82818),(25 120.44527),(26 120.3872),(27 121.26034),(28 123.02926),(29 124.053246),(30 124.38129),(31 124.55379),(32 123.99355),(33 123.75677),(34 124.90635),(35 127.39395),(36 129.36833),(37 132.53284),(38 133.83514),(39 135.56941),(40 135.90457),(41 138.46198),(42 142.0455),(43 142.34373),(44 146.18816),(45 147.34903),(46 149.82944),(47 149.66364),(48 149.43974),(49 149.27849),(50 149.64272),(51 150.02945),(52 152.70697),(53 152.0503),(54 153.91472),(55 155.92398),(56 155.50873),(57 158.61522),(58 157.25368),(59 156.9706),(60 156.85187),(61 158.00575),(62 153.4033),(63 153.10188),(64 150.74176),(65 149.2584),(66 147.53241),(67 145.4711),(68 144.35876),(69 143.61218),(70 140.91463),(71 141.03186),(72 142.86398),(73 142.17537),(74 140.88087),(75 141.4114),(76 138.93414),(77 140.67088),(78 140.23816),(79 139.98508),
(1 67.97137),(2 78.400375),(3 86.577576),(4 93.647354),(5 99.17414),(6 99.01663),(7 103.301125),(8 104.399345),(9 106.46035),(10 108.06494),(11 109.952034),(12 111.17074),(13 113.953224),(14 112.88913),(15 114.7164),(16 115.44155),(17 115.73631),(18 116.15726),(19 117.954025),(20 117.13957),(21 118.9858),(22 118.32323),(23 119.335884),(24 118.83066),(25 119.18623),(26 118.3502),(27 121.08712),(28 122.87727),(29 121.80379),(30 122.01704),(31 124.208275),(32 124.09038),(33 124.55146),(34 126.3257),(35 127.014824),(36 129.71114),(37 130.1166),(38 132.88264),(39 133.1078),(40 136.00827),(41 137.79106),(42 140.63956),(43 144.0435),(44 145.63173),(45 147.11287),(46 147.54918),(47 150.50032),(48 151.19185),(49 151.70135),(50 152.46008),(51 151.5269),(52 153.61652),(53 153.38005),(54 156.93208),(55 156.73601),(56 158.634),(57 157.92143),(58 160.20218),(59 158.00372),(60 159.47867),(61 161.31497),(62 156.65459),(63 154.69394),(64 151.63077),(65 149.20442),(66 147.26851),(67 144.35448),(68 142.6614),(69 140.95969),(70 140.53851),(71 140.68932),(72 140.15337),(73 137.8527),(74 140.82388),(75 140.52438),(76 139.24435),(77 140.5359),(78 138.68756),(79 137.05981),
(1 67.978775),(2 78.41412),(3 86.2603),(4 92.37576),(5 97.62851),(6 98.85681),(7 102.6644),(8 102.71346),(9 106.41485),(10 107.21486),(11 112.323494),(12 112.958435),(13 114.96431),(14 114.44255),(15 118.09707),(16 117.41761),(17 117.796295),(18 116.5886),(19 119.90092),(20 120.50322),(21 120.78475),(22 119.24846),(23 118.36815),(24 118.56313),(25 119.421135),(26 118.85389),(27 122.51547),(28 123.33813),(29 122.79175),(30 124.58698),(31 126.83254),(32 124.74071),(33 126.29099),(34 128.5502),(35 129.25883),(36 134.43939),(37 135.45035),(38 137.15515),(39 141.37247),(40 142.1675),(41 142.6964),(42 146.62375),(43 146.87704),(44 149.75644),(45 150.5363),(46 154.02303),(47 154.25998),(48 152.61409),(49 155.33334),(50 153.44122),(51 156.1796),(52 155.15482),(53 158.90517),(54 156.50764),(55 161.85846),(56 160.31964),(57 163.41597),(58 162.04044),(59 163.52933),(60 160.74619),(61 161.70296),(62 158.69188),(63 156.07516),(64 153.94691),(65 151.46075),(66 151.05074),(67 147.06636),(68 145.83885),(69 146.01373),(70 146.29623),(71 144.35104),(72 144.63832),(73 144.26419),(74 144.4777),(75 144.25963),(76 143.46875),(77 143.87326),(78 142.78764),(79 141.66692),
(1 68.99472),(2 77.82279),(3 86.789246),(4 90.87749),(5 96.20749),(6 97.375854),(7 100.95587),(8 102.487755),(9 105.0009),(10 105.97994),(11 107.141846),(12 110.63865),(13 110.82266),(14 110.87612),(15 114.18411),(16 113.91442),(17 113.51991),(18 113.51725),(19 115.29007),(20 116.40202),(21 117.389175),(22 116.26995),(23 115.160736),(24 116.20283),(25 116.419014),(26 117.14098),(27 118.72156),(28 118.22753),(29 117.896965),(30 119.174385),(31 120.59235),(32 120.46166),(33 121.285355),(34 122.28599),(35 123.160965),(36 125.06986),(37 125.74382),(38 127.06515),(39 128.71365),(40 128.64479),(41 131.92114),(42 134.25174),(43 135.64268),(44 139.4892),(45 139.00249),(46 141.69904),(47 141.42708),(48 142.38933),(49 142.11778),(50 143.53867),(51 143.32558),(52 141.20125),(53 144.15327),(54 143.57214),(55 146.27934),(56 145.46225),(57 146.82089),(58 146.9106),(59 145.65576),(60 147.18591),(61 147.72424),(62 145.23085),(63 145.44077),(64 141.94868),(65 141.53888),(66 138.95401),(67 136.03049),(68 135.73181),(69 133.97125),(70 132.42424),(71 134.11328),(72 133.94266),(73 134.7459),(74 135.82137),(75 134.69234),(76 136.27719),(77 135.53487),(78 137.67395),(79 136.13843),
(1 68.36206),(2 76.40175),(3 85.1186),(4 89.98869),(5 95.87536),(6 96.83805),(7 101.26036),(8 102.766685),(9 103.55223),(10 106.983505),(11 107.13988),(12 110.46316),(13 110.087074),(14 110.58729),(15 112.510025),(16 112.72675),(17 113.46199),(18 113.970146),(19 118.25814),(20 118.72034),(21 119.04745),(22 119.34499),(23 119.2832),(24 118.83334),(25 119.13978),(26 120.0279),(27 122.99848),(28 122.96332),(29 122.91388),(30 122.3939),(31 125.99011),(32 125.02467),(33 125.45799),(34 126.00162),(35 128.79393),(36 131.6238),(37 133.2911),(38 135.08252),(39 136.22586),(40 139.16414),(41 140.51439),(42 144.35216),(43 146.68233),(44 148.51883),(45 151.24268),(46 152.15553),(47 155.63147),(48 155.67494),(49 157.11745),(50 156.66403),(51 157.11977),(52 157.9526),(53 160.41832),(54 160.39789),(55 162.86774),(56 162.22763),(57 166.16086),(58 161.85907),(59 163.21481),(60 163.39442),(61 163.84341),(62 160.91638),(63 157.58374),(64 153.85297),(65 152.72644),(66 150.16078),(67 146.19858),(68 143.38394),(69 142.25711),(70 141.28656),(71 142.0343),(72 142.29001),(73 142.62091),(74 141.56778),(75 139.38129),(76 138.35197),(77 137.6158),(78 136.38295),(79 134.55586),
(1 69.64693),(2 76.95906),(3 83.53748),(4 90.15912),(5 95.31866),(6 95.49489),(7 101.57722),(8 102.880135),(9 103.789635),(10 106.798325),(11 107.85224),(12 110.17853),(13 111.24307),(14 111.66581),(15 111.67786),(16 111.0409),(17 113.139206),(18 113.33898),(19 117.28862),(20 116.67558),(21 118.23481),(22 117.01157),(23 118.08552),(24 117.222984),(25 118.61814),(26 120.676315),(27 121.28752),(28 122.19478),(29 122.45929),(30 122.59546),(31 123.782486),(32 124.309166),(33 124.651764),(34 124.298195),(35 127.96274),(36 128.34239),(37 131.43045),(38 131.98743),(39 136.76848),(40 135.97768),(41 138.83786),(42 141.2074),(43 143.06673),(44 144.75952),(45 145.46188),(46 148.28131),(47 148.5735),(48 148.29076),(49 151.04611),(50 148.71642),(51 150.84874),(52 151.30579),(53 151.97707),(54 152.87222),(55 154.87756),(56 155.8822),(57 160.2798),(58 156.93048),(59 159.0187),(60 158.71878),(61 160.64621),(62 157.6254),(63 153.43321),(64 150.65967),(65 147.76671),(66 146.51735),(67 143.65851),(68 143.26593),(69 141.79727),(70 141.91667),(71 143.05574),(72 143.78023),(73 140.28151),(74 141.06474),(75 141.72781),(76 140.00401),(77 140.51672),(78 139.3042),(79 138.15286),
(1 66.34887),(2 74.41746),(3 82.62338),(4 86.21511),(5 91.54141),(6 93.423386),(7 98.06988),(8 98.74509),(9 98.69321),(10 103.37833),(11 104.41677),(12 108.45816),(13 108.58791),(14 109.110306),(15 108.861824),(16 110.17363),(17 112.33788),(18 112.026596),(19 114.3127),(20 113.332054),(21 114.26008),(22 114.45819),(23 115.994736),(24 115.44374),(25 115.93887),(26 117.08057),(27 116.21228),(28 118.084465),(29 117.67364),(30 118.70236),(31 117.863),(32 120.31987),(33 120.91023),(34 120.67157),(35 124.07119),(36 125.1936),(37 126.33046),(38 128.56331),(39 129.07246),(40 130.65536),(41 133.62508),(42 134.29868),(43 138.54427),(44 138.66109),(45 140.87654),(46 141.188),(47 141.18745),(48 143.95451),(49 144.75739),(50 144.02664),(51 143.781),(52 145.16585),(53 143.58284),(54 148.34917),(55 147.2475),(56 147.56125),(57 147.50043),(58 147.78319),(59 147.82263),(60 145.98997),(61 148.27438),(62 145.91223),(63 144.43831),(64 141.28604),(65 138.17142),(66 137.49431),(67 135.54648),(68 133.91422),(69 133.93279),(70 132.44798),(71 132.33415),(72 133.16605),(73 132.11844),(74 131.6039),(75 131.9328),(76 131.55252),(77 131.74713),(78 133.2629),(79 131.42175),
(1 66.10077),(2 74.58613),(3 83.77991),(4 87.9444),(5 93.02183),(6 94.28708),(7 98.515434),(8 100.206635),(9 100.31668),(10 104.32516),(11 106.66375),(12 108.8068),(13 109.923),(14 109.0355),(15 110.840965),(16 112.00565),(17 111.94537),(18 111.94734),(19 115.438225),(20 115.82156),(21 117.1738),(22 119.620804),(23 119.83513),(24 120.505295),(25 122.202866),(26 122.04),(27 123.422134),(28 124.020004),(29 125.41304),(30 124.52124),(31 125.830124),(32 124.76354),(33 124.23157),(34 125.24539),(35 127.08153),(36 129.70067),(37 134.46756),(38 133.63133),(39 134.91171),(40 136.84433),(41 136.69246),(42 139.72415),(43 141.90796),(44 143.85292),(45 146.92549),(46 143.87082),(47 149.36108),(48 148.49107),(49 149.89153),(50 147.7537),(51 149.79776),(52 150.11362),(53 151.71906),(54 151.55894),(55 153.89952),(56 152.98376),(57 154.95554),(58 154.89046),(59 154.20517),(60 153.22011),(61 156.62816),(62 152.72404),(63 150.73819),(64 147.51926),(65 145.35164),(66 144.88249),(67 142.58794),(68 141.32368),(69 137.84306),(70 136.80618),(71 138.15843),(72 137.28865),(73 137.23233),(74 138.1775),(75 138.36479),(76 137.22655),(77 137.37003),(78 138.34718),(79 137.23761),
(1 66.674),(2 73.63718),(3 82.680374),(4 88.8953),(5 94.55238),(6 94.94945),(7 99.11281),(8 101.159775),(9 99.8849),(10 104.081696),(11 105.53609),(12 106.79264),(13 108.976166),(14 109.50755),(15 110.29849),(16 109.78676),(17 110.47307),(18 111.84701),(19 113.84407),(20 114.719185),(21 115.07394),(22 116.76374),(23 116.29888),(24 115.19884),(25 118.28141),(26 117.04307),(27 118.70616),(28 119.522736),(29 119.98685),(30 121.155205),(31 121.589485),(32 122.565796),(33 123.452614),(34 125.12221),(35 126.01595),(36 128.44292),(37 129.26462),(38 132.33235),(39 134.24002),(40 135.17856),(41 137.8468),(42 139.31496),(43 139.91815),(44 141.83987),(45 143.90489),(46 143.66895),(47 145.2829),(48 146.53334),(49 145.97432),(50 146.04367),(51 146.11627),(52 147.6979),(53 148.90047),(54 148.90514),(55 150.69566),(56 152.57704),(57 151.99886),(58 154.15323),(59 153.35684),(60 152.40855),(61 153.8013),(62 151.2335),(63 149.25221),(64 147.3549),(65 143.38991),(66 142.39162),(67 140.61037),(68 138.95116),(69 138.38058),(70 134.9035),(71 137.14684),(72 136.70883),(73 136.4235),(74 137.09315),(75 137.21841),(76 135.54585),(77 135.41443),(78 134.81766),(79 134.95236),
(1 67.22868),(2 73.30734),(3 81.03132),(4 86.14173),(5 92.89716),(6 93.7885),(7 97.932106),(8 100.5471),(9 100.662735),(10 102.79699),(11 105.0963),(12 106.38403),(13 107.9802),(14 107.78453),(15 109.89852),(16 109.324646),(17 110.242),(18 111.426186),(19 110.68789),(20 110.092354),(21 111.93166),(22 113.11897),(23 112.07372),(24 110.97061),(25 113.5972),(26 114.08473),(27 115.03072),(28 116.60296),(29 115.73997),(30 116.11329),(31 116.64424),(32 119.15623),(33 118.65363),(34 117.21249),(35 119.244774),(36 122.35732),(37 125.08277),(38 126.45567),(39 127.91632),(40 130.00511),(41 129.8535),(42 132.72263),(43 133.43312),(44 134.64203),(45 136.13098),(46 136.42139),(47 138.83182),(48 138.70085),(49 140.3038),(50 139.82104),(51 139.54057),(52 139.3157),(53 140.24481),(54 140.28183),(55 141.86452),(56 142.50075),(57 142.54233),(58 143.64784),(59 142.77264),(60 141.73584),(61 144.80122),(62 141.8952),(63 139.22789),(64 136.49948),(65 133.30186),(66 131.9882),(67 130.05411),(68 127.90788),(69 127.82959),(70 126.21973),(71 128.88354),(72 128.25261),(73 127.81782),(74 128.85124),(75 130.92575),(76 129.9428),(77 131.04489),(78 130.47008),(79 129.70322),
