1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1300.1252),(2 1685.9246),(3 1923.0121),(4 2067.4834),(5 2190.7185),(6 2283.3625),(7 2397.8586),(8 2475.1328),(9 2560.6736),(10 2614.4097),(11 2666.4348),(12 2725.7358),(13 2794.113),(14 2816.6147),(15 2873.6394),(16 2892.6643),(17 2917.2903),(18 2953.7468),(19 2960.8818),(20 2916.3904),(21 2912.454),(22 2865.2502),(23 2809.086),(24 2785.7273),(25 2737.1516),(26 2739.4524),(27 2717.3113),(28 2710.8672),(29 2704.8877),(30 2706.6685),(31 2698.2417),(32 2690.2495),(33 2703.1113),(34 2743.3),(35 2751.4578),(36 2742.9766),(37 2747.8157),(38 2758.085),(39 2746.8599),(40 2746.8213),(41 2725.0696),(42 2698.1443),(43 2731.5374),(44 2734.6213),(45 2730.2332),(46 2753.2236),(47 2756.4075),(48 2751.411),(49 2734.1934),(50 2713.498),(51 2712.6665),(52 2687.3135),(53 2684.624),(54 2672.3252),(55 2681.8718),(56 2676.9038),(57 2647.1165),(58 2652.748),(59 2623.9185),(60 2615.8193),(61 2631.516),(62 2630.612),(63 2626.078),(64 2598.015),(65 2601.083),(66 2576.4856),(67 2553.365),(68 2537.9692),(69 2535.2742),(70 2544.6953),(71 2515.8652),(72 2533.737),(73 2543.044),(74 2520.6172),(75 2575.7788),(76 2569.1018),(77 2647.8892),(78 2649.6975),(79 2671.3696),
(1 1283.1511),(2 1645.3503),(3 1848.1033),(4 1965.3263),(5 2083.5605),(6 2215.2405),(7 2284.9358),(8 2352.0867),(9 2452.8289),(10 2512.3887),(11 2589.4324),(12 2648.0466),(13 2709.5447),(14 2728.1902),(15 2772.933),(16 2807.2095),(17 2783.5903),(18 2824.374),(19 2808.8403),(20 2830.1477),(21 2795.268),(22 2779.8853),(23 2770.237),(24 2730.5781),(25 2714.5403),(26 2667.5261),(27 2654.1099),(28 2642.2476),(29 2595.3408),(30 2617.9631),(31 2588.7258),(32 2595.3232),(33 2589.329),(34 2582.2273),(35 2613.3274),(36 2624.0798),(37 2611.6711),(38 2640.9722),(39 2636.8564),(40 2617.273),(41 2624.1162),(42 2611.7668),(43 2650.1282),(44 2598.6555),(45 2620.2458),(46 2634.0088),(47 2637.0334),(48 2633.9373),(49 2611.7668),(50 2615.6),(51 2637.4348),(52 2655.8333),(53 2625.018),(54 2612.0635),(55 2602.459),(56 2578.4575),(57 2584.7622),(58 2582.0945),(59 2574.0574),(60 2553.5352),(61 2537.3123),(62 2522.0552),(63 2525.791),(64 2467.1514),(65 2464.639),(66 2443.7966),(67 2422.5725),(68 2441.3247),(69 2445.1648),(70 2474.8535),(71 2469.583),(72 2468.3984),(73 2482.3826),(74 2453.8298),(75 2473.753),(76 2510.8345),(77 2555.5068),(78 2593.6714),(79 2586.3845),
(1 1252.228),(2 1637.6786),(3 1881.28),(4 2011.893),(5 2129.848),(6 2280.0425),(7 2377.6294),(8 2490.525),(9 2537.735),(10 2598.1523),(11 2626.9475),(12 2686.7144),(13 2747.8298),(14 2793.7903),(15 2832.0098),(16 2843.311),(17 2871.112),(18 2887.0928),(19 2884.2776),(20 2870.5286),(21 2864.6772),(22 2833.9253),(23 2790.927),(24 2752.8386),(25 2722.8777),(26 2668.164),(27 2619.0288),(28 2596.8452),(29 2567.1792),(30 2527.9954),(31 2549.6812),(32 2550.985),(33 2593.5308),(34 2593.5645),(35 2604.1492),(36 2600.1133),(37 2605.3025),(38 2623.034),(39 2653.0686),(40 2605.1558),(41 2606.417),(42 2612.6335),(43 2586.9663),(44 2567.9885),(45 2583.0645),(46 2572.8613),(47 2576.473),(48 2569.6804),(49 2549.124),(50 2557.901),(51 2547.3438),(52 2551.1382),(53 2558.7446),(54 2533.6506),(55 2544.062),(56 2540.9883),(57 2523.331),(58 2500.3447),(59 2484.3235),(60 2434.0679),(61 2432.857),(62 2405.5942),(63 2417.2031),(64 2376.7842),(65 2344.8499),(66 2317.3237),(67 2280.773),(68 2304.6133),(69 2315.6738),(70 2329.299),(71 2307.3496),(72 2328.132),(73 2359.3477),(74 2333.7878),(75 2374.6892),(76 2388.1855),(77 2440.2002),(78 2479.5198),(79 2494.5085),
(1 1256.9884),(2 1604.772),(3 1828.796),(4 1954.0853),(5 2077.1948),(6 2250.444),(7 2325.6907),(8 2416.705),(9 2461.597),(10 2501.4644),(11 2544.7126),(12 2612.6028),(13 2669.6265),(14 2688.8503),(15 2732.0762),(16 2753.2913),(17 2766.451),(18 2806.235),(19 2811.5833),(20 2793.1548),(21 2779.417),(22 2768.0337),(23 2728.5244),(24 2697.2678),(25 2667.3413),(26 2640.783),(27 2633.0452),(28 2632.9043),(29 2591.8796),(30 2601.7878),(31 2599.7896),(32 2581.3843),(33 2590.1023),(34 2551.132),(35 2566.187),(36 2551.7515),(37 2534.0176),(38 2544.979),(39 2548.2896),(40 2544.1516),(41 2541.3613),(42 2564.7625),(43 2577.485),(44 2539.8767),(45 2552.0571),(46 2552.4158),(47 2559.05),(48 2551.7363),(49 2520.8232),(50 2533.17),(51 2521.443),(52 2511.9675),(53 2503.466),(54 2495.8962),(55 2501.0718),(56 2496.7012),(57 2497.8284),(58 2488.673),(59 2492.3599),(60 2478.685),(61 2478.476),(62 2484.2124),(63 2472.192),(64 2430.253),(65 2411.4956),(66 2394.7576),(67 2373.6682),(68 2366.537),(69 2374.2075),(70 2400.1438),(71 2400.9226),(72 2427.7625),(73 2445.3674),(74 2439.691),(75 2474.6477),(76 2483.5554),(77 2525.8777),(78 2522.7708),(79 2543.0718),
(1 1235.4807),(2 1585.4025),(3 1798.9166),(4 1930.9313),(5 2037.552),(6 2170.3665),(7 2233.166),(8 2314.7944),(9 2398.2844),(10 2437.728),(11 2490.0723),(12 2558.31),(13 2644.5867),(14 2665.9375),(15 2697.158),(16 2694.4277),(17 2716.7817),(18 2752.6965),(19 2771.6033),(20 2741.4722),(21 2674.5867),(22 2678.0515),(23 2613.968),(24 2593.398),(25 2546.4497),(26 2514.9114),(27 2522.628),(28 2533.3562),(29 2519.5737),(30 2516.8657),(31 2504.7524),(32 2480.3486),(33 2489.4875),(34 2463.7114),(35 2511.1646),(36 2498.535),(37 2485.7773),(38 2510.8477),(39 2537.5625),(40 2500.1987),(41 2515.3018),(42 2532.3909),(43 2519.6965),(44 2515.351),(45 2497.2688),(46 2517.4268),(47 2548.5193),(48 2542.6155),(49 2528.3535),(50 2544.1082),(51 2549.9907),(52 2515.2625),(53 2518.1648),(54 2538.4363),(55 2514.281),(56 2513.4807),(57 2512.1406),(58 2517.6616),(59 2480.8293),(60 2458.872),(61 2442.2395),(62 2452.4915),(63 2452.0112),(64 2431.7156),(65 2398.027),(66 2375.25),(67 2381.0017),(68 2403.8726),(69 2397.9534),(70 2395.464),(71 2426.137),(72 2445.131),(73 2452.9163),(74 2443.9148),(75 2486.7727),(76 2463.944),(77 2484.707),(78 2529.6948),(79 2545.6787),
(1 1192.856),(2 1538.5067),(3 1731.5846),(4 1876.071),(5 1992.5337),(6 2116.279),(7 2207.3777),(8 2302.0332),(9 2330.606),(10 2377.4348),(11 2405.7593),(12 2448.0186),(13 2536.6926),(14 2562.2444),(15 2594.8506),(16 2644.2234),(17 2646.3416),(18 2650.1267),(19 2659.1619),(20 2631.778),(21 2600.0747),(22 2571.9673),(23 2535.9236),(24 2507.835),(25 2483.2249),(26 2459.232),(27 2443.5608),(28 2467.3364),(29 2457.147),(30 2438.2146),(31 2423.6067),(32 2403.58),(33 2401.9414),(34 2385.0862),(35 2375.2605),(36 2393.3306),(37 2396.1616),(38 2399.4307),(39 2424.246),(40 2414.488),(41 2421.885),(42 2407.9883),(43 2433.2363),(44 2420.8687),(45 2422.5754),(46 2406.5166),(47 2425.3496),(48 2414.3552),(49 2418.4858),(50 2393.7332),(51 2433.0112),(52 2422.7002),(53 2417.5598),(54 2423.5408),(55 2429.1824),(56 2446.073),(57 2444.319),(58 2427.0225),(59 2398.0535),(60 2395.7046),(61 2366.349),(62 2390.6),(63 2388.1155),(64 2341.5518),(65 2307.9792),(66 2311.8037),(67 2314.753),(68 2298.8694),(69 2283.2612),(70 2292.7363),(71 2298.698),(72 2304.09),(73 2310.6362),(74 2286.7249),(75 2340.2996),(76 2357.8594),(77 2380.7388),(78 2376.9321),(79 2400.868),
(1 1181.2649),(2 1519.5863),(3 1702.7118),(4 1859.2223),(5 1948.6578),(6 2081.6028),(7 2166.688),(8 2272.5723),(9 2347.075),(10 2401.1072),(11 2465.614),(12 2530.657),(13 2589.7175),(14 2625.4058),(15 2681.9558),(16 2713.053),(17 2710.2427),(18 2727.652),(19 2712.764),(20 2679.9414),(21 2673.6184),(22 2632.2378),(23 2585.2485),(24 2555.3784),(25 2517.3857),(26 2459.4153),(27 2439.6016),(28 2418.8564),(29 2378.7832),(30 2353.409),(31 2328.8608),(32 2305.8403),(33 2304.9517),(34 2304.3271),(35 2298.9863),(36 2302.7803),(37 2281.8315),(38 2297.2524),(39 2318.6052),(40 2324.5913),(41 2335.6301),(42 2352.4727),(43 2357.0085),(44 2346.2288),(45 2329.8892),(46 2305.3853),(47 2298.6982),(48 2314.0994),(49 2291.125),(50 2307.6304),(51 2323.8567),(52 2294.4158),(53 2310.9854),(54 2313.0347),(55 2305.29),(56 2296.9365),(57 2309.8093),(58 2291.2585),(59 2300.3555),(60 2312.4827),(61 2283.245),(62 2288.639),(63 2290.466),(64 2263.7107),(65 2252.409),(66 2232.438),(67 2228.3748),(68 2243.1206),(69 2236.111),(70 2235.1448),(71 2242.6167),(72 2257.9788),(73 2280.7876),(74 2273.1306),(75 2301.3352),(76 2316.3467),(77 2363.8286),(78 2395.9727),(79 2393.8147),
(1 1187.567),(2 1499.5968),(3 1686.7947),(4 1835.3029),(5 1948.1072),(6 2062.7434),(7 2169.95),(8 2257.8645),(9 2302.7854),(10 2343.9666),(11 2359.5198),(12 2415.0234),(13 2499.7397),(14 2537.8435),(15 2567.5872),(16 2587.699),(17 2605.648),(18 2612.9685),(19 2616.5037),(20 2629.8545),(21 2629.9998),(22 2605.4785),(23 2566.915),(24 2558.554),(25 2546.3333),(26 2502.8025),(27 2496.1885),(28 2499.6821),(29 2467.3306),(30 2479.945),(31 2480.9204),(32 2447.8557),(33 2452.5144),(34 2414.494),(35 2427.751),(36 2408.339),(37 2418.4585),(38 2425.0193),(39 2445.3892),(40 2427.5674),(41 2424.6025),(42 2412.928),(43 2420.9722),(44 2391.7883),(45 2363.694),(46 2354.6956),(47 2345.9128),(48 2337.0032),(49 2341.9006),(50 2327.3625),(51 2334.325),(52 2332.479),(53 2340.3352),(54 2325.8274),(55 2350.2786),(56 2334.1118),(57 2318.7078),(58 2314.359),(59 2307.6565),(60 2283.8594),(61 2259.485),(62 2246.5781),(63 2257.8684),(64 2235.2698),(65 2197.9038),(66 2182.1077),(67 2180.0278),(68 2215.0103),(69 2200.7979),(70 2240.2188),(71 2238.1758),(72 2246.4897),(73 2277.2173),(74 2268.5007),(75 2310.3572),(76 2320.7515),(77 2348.4634),(78 2374.168),(79 2370.2786),
(1 1135.3082),(2 1445.738),(3 1629.7079),(4 1769.2646),(5 1891.6576),(6 2005.826),(7 2093.281),(8 2162.0618),(9 2226.9333),(10 2244.4412),(11 2251.0134),(12 2284.7466),(13 2352.4756),(14 2382.8333),(15 2440.0647),(16 2437.0615),(17 2448.32),(18 2444.7551),(19 2450.7346),(20 2439.208),(21 2442.6104),(22 2411.5579),(23 2368.2346),(24 2348.4468),(25 2336.7346),(26 2326.334),(27 2332.1099),(28 2311.6216),(29 2312.4238),(30 2296.3633),(31 2295.861),(32 2278.078),(33 2263.8867),(34 2278.8804),(35 2281.1887),(36 2320.5642),(37 2305.6084),(38 2300.907),(39 2335.6018),(40 2311.3176),(41 2334.9673),(42 2337.27),(43 2355.341),(44 2340.3584),(45 2345.699),(46 2330.5996),(47 2334.379),(48 2311.8013),(49 2308.894),(50 2291.0984),(51 2308.5269),(52 2292.9802),(53 2293.4932),(54 2260.639),(55 2261.538),(56 2279.4421),(57 2287.401),(58 2268.634),(59 2268.6218),(60 2260.783),(61 2258.569),(62 2266.7568),(63 2245.885),(64 2234.8196),(65 2224.3901),(66 2170.2202),(67 2182.0564),(68 2176.154),(69 2174.2856),(70 2190.516),(71 2198.1147),(72 2194.2761),(73 2213.3447),(74 2215.8394),(75 2273.0066),(76 2292.2427),(77 2334.1384),(78 2361.3071),(79 2367.3042),
(1 1137.375),(2 1460.1324),(3 1633.752),(4 1790.8271),(5 1883.6466),(6 1989.5247),(7 2052.9817),(8 2124.2446),(9 2184.4824),(10 2225.1484),(11 2253.5793),(12 2321.5671),(13 2403.5303),(14 2421.6775),(15 2451.567),(16 2489.2896),(17 2511.4849),(18 2522.2336),(19 2508.5962),(20 2501.5159),(21 2495.863),(22 2456.4817),(23 2444.781),(24 2410.2122),(25 2389.9868),(26 2348.8665),(27 2356.3345),(28 2350.9192),(29 2319.6277),(30 2313.3018),(31 2308.3354),(32 2290.3867),(33 2287.175),(34 2272.8716),(35 2254.173),(36 2262.9458),(37 2262.1736),(38 2246.1477),(39 2267.3657),(40 2259.2705),(41 2241.1167),(42 2234.428),(43 2245.5708),(44 2240.9226),(45 2256.6257),(46 2242.27),(47 2210.4956),(48 2222.5396),(49 2211.6335),(50 2198.1895),(51 2203.3909),(52 2192.5327),(53 2190.9128),(54 2209.8972),(55 2212.533),(56 2195.3337),(57 2201.1213),(58 2209.5518),(59 2200.7207),(60 2183.9475),(61 2161.8096),(62 2179.0183),(63 2153.659),(64 2136.2925),(65 2100.8066),(66 2095.3801),(67 2069.445),(68 2073.591),(69 2073.5938),(70 2099.597),(71 2127.6936),(72 2105.1738),(73 2133.738),(74 2116.9182),(75 2143.9526),(76 2164.9656),(77 2210.183),(78 2201.5933),(79 2234.3748),
(1 1090.6272),(2 1420.6174),(3 1612.4194),(4 1709.2566),(5 1818.7631),(6 1909.5748),(7 1993.554),(8 2050.5198),(9 2102.166),(10 2139.0327),(11 2159.911),(12 2194.0164),(13 2242.9343),(14 2294.0881),(15 2317.0854),(16 2347.6816),(17 2381.512),(18 2420.7986),(19 2401.5784),(20 2401.2017),(21 2386.6714),(22 2371.4338),(23 2350.3284),(24 2329.1096),(25 2322.0667),(26 2306.0715),(27 2304.8447),(28 2301.5894),(29 2272.51),(30 2285.4033),(31 2278.4355),(32 2278.2012),(33 2261.4578),(34 2240.4038),(35 2244.981),(36 2260.7402),(37 2275.2075),(38 2274.2036),(39 2283.3096),(40 2247.345),(41 2256.6626),(42 2259.2932),(43 2260.0989),(44 2269.6184),(45 2254.3792),(46 2254.24),(47 2236.9128),(48 2242.4785),(49 2227.8892),(50 2210.3364),(51 2215.7285),(52 2196.0742),(53 2179.8662),(54 2159.106),(55 2170.9387),(56 2177.6855),(57 2174.321),(58 2186.9153),(59 2171.4727),(60 2137.4773),(61 2160.527),(62 2151.5044),(63 2158.9155),(64 2115.8489),(65 2103.0105),(66 2088.6511),(67 2081.5188),(68 2065.3616),(69 2072.5273),(70 2086.0168),(71 2071.8728),(72 2082.34),(73 2103.8699),(74 2095.4546),(75 2127.1584),(76 2125.8088),(77 2161.9075),(78 2198.2449),(79 2222.186),
(1 1078.585),(2 1377.7684),(3 1584.4198),(4 1679.8057),(5 1800.3372),(6 1896.7728),(7 1974.522),(8 2040.0741),(9 2082.4297),(10 2126.1777),(11 2153.04),(12 2172.2358),(13 2229.9333),(14 2226.444),(15 2282.008),(16 2295.958),(17 2291.0215),(18 2289.6465),(19 2277.0586),(20 2282.144),(21 2305.7563),(22 2293.334),(23 2290.3018),(24 2283.2883),(25 2254.3801),(26 2223.3994),(27 2236.946),(28 2257.5925),(29 2231.231),(30 2216.6414),(31 2210.2864),(32 2218.9194),(33 2197.2026),(34 2180.7258),(35 2187.6284),(36 2163.097),(37 2139.9526),(38 2167.833),(39 2180.4006),(40 2178.2175),(41 2164.3757),(42 2166.201),(43 2170.7527),(44 2134.792),(45 2150.7969),(46 2119.5896),(47 2096.1013),(48 2104.5837),(49 2109.9695),(50 2088.8923),(51 2099.6016),(52 2082.4675),(53 2094.9768),(54 2062.5298),(55 2081.9573),(56 2064.2551),(57 2047.5153),(58 2048.4036),(59 2025.5914),(60 2018.1111),(61 2042.3856),(62 2036.4093),(63 2027.4641),(64 2011.137),(65 2015.5168),(66 1994.645),(67 1986.3323),(68 1984.844),(69 1963.5892),(70 1991.3419),(71 2006.9111),(72 2013.9701),(73 2038.1882),(74 2038.7592),(75 2081.2195),(76 2076.2832),(77 2083.9478),(78 2115.6206),(79 2134.6772),
(1 1085.1719),(2 1411.5032),(3 1575.8284),(4 1691.639),(5 1794.0957),(6 1863.6578),(7 1913.6931),(8 2014.9497),(9 2051.2566),(10 2068.6162),(11 2093.4797),(12 2128.4429),(13 2187.428),(14 2239.0642),(15 2280.008),(16 2321.3174),(17 2325.8076),(18 2351.9604),(19 2353.4277),(20 2340.291),(21 2332.0696),(22 2316.0283),(23 2340.4336),(24 2324.1375),(25 2290.384),(26 2270.1401),(27 2281.4668),(28 2272.9255),(29 2265.343),(30 2239.2087),(31 2248.7349),(32 2271.1162),(33 2247.2493),(34 2225.478),(35 2247.688),(36 2234.1816),(37 2240.0552),(38 2254.9285),(39 2242.007),(40 2226.3179),(41 2241.6846),(42 2204.877),(43 2204.2087),(44 2222.597),(45 2209.399),(46 2221.9897),(47 2211.828),(48 2208.4446),(49 2186.736),(50 2182.9578),(51 2184.2104),(52 2169.2703),(53 2171.7427),(54 2174.4238),(55 2192.5605),(56 2190.1604),(57 2175.449),(58 2165.239),(59 2170.5144),(60 2175.7366),(61 2193.5127),(62 2210.0405),(63 2197.3071),(64 2171.644),(65 2156.982),(66 2147.1309),(67 2132.5823),(68 2128.321),(69 2112.668),(70 2128.6155),(71 2113.9268),(72 2125.0151),(73 2126.2114),(74 2110.0242),(75 2138.8848),(76 2111.1414),(77 2157.2903),(78 2176.5337),(79 2164.6204),
(1 1073.7352),(2 1383.9471),(3 1566.9509),(4 1662.1993),(5 1750.033),(6 1844.7102),(7 1901.4589),(8 1979.322),(9 2022.9088),(10 2048.7554),(11 2059.6995),(12 2118.1672),(13 2199.6023),(14 2241.3328),(15 2281.959),(16 2304.6892),(17 2338.103),(18 2351.1401),(19 2341.9568),(20 2330.5383),(21 2356.441),(22 2354.4263),(23 2356.192),(24 2325.7998),(25 2311.347),(26 2316.896),(27 2285.2544),(28 2292.842),(29 2284.6907),(30 2286.8188),(31 2282.9033),(32 2297.5454),(33 2279.549),(34 2228.1528),(35 2236.6528),(36 2212.948),(37 2236.167),(38 2228.8994),(39 2232.6006),(40 2207.7085),(41 2202.3347),(42 2195.2485),(43 2167.7825),(44 2161.3196),(45 2153.4854),(46 2158.029),(47 2165.4297),(48 2151.2437),(49 2140.0151),(50 2145.504),(51 2146.1106),(52 2146.1233),(53 2136.0693),(54 2119.5872),(55 2117.4573),(56 2123.7495),(57 2145.7397),(58 2134.8682),(59 2111.936),(60 2110.355),(61 2092.7488),(62 2115.468),(63 2096.6843),(64 2076.1582),(65 2056.4844),(66 2045.1359),(67 2031.1149),(68 2036.3566),(69 2024.9167),(70 2040.4941),(71 2024.7313),(72 2012.0211),(73 2032.0933),(74 2030.4618),(75 2082.0066),(76 2080.2637),(77 2103.273),(78 2104.2937),(79 2102.621),
(1 1052.4025),(2 1368.5159),(3 1550.4753),(4 1656.6627),(5 1741.0868),(6 1852.7544),(7 1917.7297),(8 1962.1678),(9 2020.5009),(10 2058.632),(11 2065.364),(12 2126.6182),(13 2176.293),(14 2224.1523),(15 2267.6914),(16 2274.6099),(17 2292.555),(18 2329.3125),(19 2339.5332),(20 2311.2554),(21 2308.5718),(22 2296.8887),(23 2303.319),(24 2270.3809),(25 2263.2566),(26 2232.0361),(27 2252.6467),(28 2235.0872),(29 2224.678),(30 2227.426),(31 2233.325),(32 2247.0479),(33 2233.0627),(34 2228.2175),(35 2230.1318),(36 2248.1233),(37 2251.5325),(38 2269.4849),(39 2263.3745),(40 2260.4854),(41 2255.032),(42 2231.7551),(43 2244.415),(44 2235.387),(45 2231.349),(46 2234.8467),(47 2214.5632),(48 2230.1926),(49 2242.418),(50 2226.6924),(51 2230.8103),(52 2235.9023),(53 2210.3625),(54 2210.5654),(55 2206.1418),(56 2202.7544),(57 2216.6667),(58 2204.5186),(59 2181.1047),(60 2163.7524),(61 2152.7874),(62 2145.5437),(63 2156.5474),(64 2112.2349),(65 2086.2734),(66 2089.6003),(67 2050.8672),(68 2032.2765),(69 2039.5393),(70 2056.8242),(71 2064.429),(72 2054.8728),(73 2071.8882),(74 2071.1418),(75 2096.454),(76 2094.3774),(77 2095.3247),(78 2121.0247),(79 2114.6714),
(1 1039.5365),(2 1351.036),(3 1519.5438),(4 1631.3264),(5 1730.0538),(6 1838.9573),(7 1900.1962),(8 1970.7047),(9 1994.3854),(10 2027.2922),(11 2049.4165),(12 2122.007),(13 2176.1074),(14 2246.277),(15 2262.671),(16 2300.916),(17 2344.3745),(18 2367.2773),(19 2371.2075),(20 2361.8528),(21 2366.463),(22 2355.5156),(23 2361.0913),(24 2339.0396),(25 2328.327),(26 2305.8723),(27 2328.0527),(28 2317.2178),(29 2323.5347),(30 2352.6372),(31 2350.547),(32 2316.9358),(33 2326.5627),(34 2304.1987),(35 2285.3782),(36 2297.6287),(37 2278.1497),(38 2270.4973),(39 2260.4153),(40 2254.965),(41 2234.2957),(42 2211.6604),(43 2227.656),(44 2212.2756),(45 2216.0808),(46 2217.9797),(47 2230.9482),(48 2235.6987),(49 2241.081),(50 2235.8088),(51 2238.511),(52 2229.162),(53 2209.8901),(54 2192.114),(55 2190.2688),(56 2194.931),(57 2184.207),(58 2183.8628),(59 2170.9673),(60 2158.7676),(61 2134.0886),(62 2120.1904),(63 2154.4468),(64 2118.8315),(65 2102.4429),(66 2091.2327),(67 2074.5261),(68 2043.3832),(69 2066.0916),(70 2060.9866),(71 2044.1912),(72 2008.958),(73 2012.3146),(74 2008.9987),(75 2002.1276),(76 2011.2437),(77 2021.6012),(78 2028.4657),(79 2023.337),
(1 1004.0438),(2 1316.5227),(3 1479.8903),(4 1569.7784),(5 1675.4409),(6 1780.9788),(7 1837.7867),(8 1912.3711),(9 1967.4113),(10 2026.3444),(11 2060.7737),(12 2136.5776),(13 2237.1816),(14 2292.4753),(15 2355.856),(16 2378.441),(17 2393.1497),(18 2446.5356),(19 2452.1064),(20 2437.4988),(21 2420.3667),(22 2422.7114),(23 2434.9348),(24 2400.4656),(25 2372.9214),(26 2348.9624),(27 2366.3806),(28 2344.0164),(29 2336.1252),(30 2336.6194),(31 2322.471),(32 2314.954),(33 2306.293),(34 2278.474),(35 2266.525),(36 2254.731),(37 2251.861),(38 2222.4172),(39 2212.7058),(40 2185.4595),(41 2198.7778),(42 2169.6772),(43 2172.5034),(44 2160.3376),(45 2161.1157),(46 2137.223),(47 2130.4514),(48 2122.8682),(49 2118.6414),(50 2125.884),(51 2130.516),(52 2124.0906),(53 2101.9297),(54 2079.2065),(55 2074.885),(56 2054.3423),(57 2052.6753),(58 2032.1342),(59 2010.9364),(60 2027.9008),(61 2011.5944),(62 1998.1127),(63 2029.4537),(64 2002.7893),(65 1975.3021),(66 1957.7415),(67 1952.2661),(68 1929.344),(69 1951.6395),(70 1955.3291),(71 1951.2628),(72 1943.0061),(73 1954.9927),(74 1951.5078),(75 1979.6359),(76 1983.5792),(77 1981.6663),(78 2002.1034),(79 2014.3485),
