1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 60828.26),(2 194573.88),(3 441969.66),(4 722235.3),(5 1094955.9),(6 1534794),(7 2055939.9),(8 2661674.3),(9 3387317),(10 4261489),(11 5169142.5),(12 6160847.5),(13 7271282.5),(14 8478819),(15 9775812),(16 11160460),(17 12673383),(18 14308249),(19 16113435),(20 18048820),(21 20138574),(22 22367074),(23 24794224),(24 27348714),(25 30136618),(26 33084506),(27 36118492),(28 39405276),(29 42690704),(30 46221020),(31 49699980),(32 53265748),(33 56783404),(34 60308624),(35 63854320),(36 67352184),(37 70893260),(38 74398250),(39 77971910),(40 81573090),(41 85310696),(42 88740470),(43 92146616),(44 95483656),(45 98760510),(46 101910180),(47 104954070),(48 107785976),(49 110407900),(50 112793830),(51 115004610),(52 117039944),(53 118989080),(54 120868490),(55 122657210),(56 124312584),(57 126085944),(58 127531784),(59 129023990),(60 130399450),(61 131863416),(62 133126744),(63 134355860),(64 135498510),(65 136604430),(66 137564050),(67 138471790),(68 139396370),(69 140362990),(70 141290820),(71 142234690),(72 143122220),(73 144015120),(74 144900540),(75 145681680),(76 146420510),(77 147116830),(78 147573380),(79 148042770),
(1 381.68335),(2 507.12848),(3 542.0621),(4 559.9997),(5 598.5839),(6 622.1448),(7 629.55634),(8 633.631),(9 645.9415),(10 649.0911),(11 653.894),(12 667.54877),(13 678.6174),(14 673.1726),(15 674.9761),(16 678.2022),(17 685.9154),(18 688.1193),(19 694.9536),(20 697.2782),(21 700.0485),(22 696.3117),(23 696.3348),(24 688.1482),(25 682.7217),(26 682.76855),(27 681.9155),(28 678.5697),(29 688.17615),(30 695.2069),(31 695.6477),(32 696.5602),(33 700.9825),(34 698.1211),(35 695.053),(36 692.9389),(37 693.91675),(38 693.481),(39 685.74524),(40 677.57404),(41 668.8694),(42 674.26184),(43 676.2345),(44 676.6298),(45 675.8866),(46 671.9511),(47 681.6702),(48 682.60223),(49 687.0673),(50 678.933),(51 675.5932),(52 675.09155),(53 685.4534),(54 691.2899),(55 689.40485),(56 695.11),(57 695.90717),(58 704.1312),(59 708.17615),(60 709.84235),(61 715.1325),(62 715.7532),(63 712.8575),(64 714.44),(65 709.3454),(66 706.5443),(67 701.5463),(68 698.4903),(69 692.8742),(70 695.9645),(71 699.2184),(72 689.2615),(73 691.9094),(74 688.659),(75 683.1518),(76 679.76215),(77 678.5071),(78 673.1835),(79 675.05945),
(1 367.7039),(2 475.93784),(3 509.22717),(4 537.0944),(5 567.52704),(6 583.1388),(7 600.9151),(8 612.5201),(9 616.691),(10 625.89905),(11 635.2906),(12 645.90686),(13 652.8516),(14 650.03815),(15 653.50037),(16 660.9794),(17 658.32764),(18 654.6456),(19 661.22675),(20 662.9378),(21 664.91315),(22 658.89496),(23 650.45575),(24 648.59204),(25 649.4702),(26 648.39966),(27 651.8932),(28 650.7331),(29 656.06433),(30 662.43536),(31 658.0296),(32 663.9723),(33 655.51447),(34 658.48956),(35 664.5428),(36 659.5176),(37 659.3557),(38 654.7504),(39 663.5866),(40 662.68475),(41 661.7484),(42 650.01855),(43 647.12976),(44 652.5347),(45 650.4971),(46 651.96747),(47 653.7434),(48 656.15625),(49 658.5455),(50 652.6458),(51 652.4499),(52 654.84753),(53 655.6344),(54 668.62866),(55 669.9067),(56 673.5794),(57 678.65594),(58 682.66077),(59 676.3359),(60 675.3731),(61 679.8103),(62 674.89124),(63 674.64056),(64 682.16907),(65 682.8909),(66 672.4886),(67 673.99805),(68 669.58887),(69 672.59406),(70 675.68915),(71 675.2373),(72 663.7573),(73 662.6427),(74 668.0298),(75 657.1263),(76 659.11285),(77 653.4775),(78 655.1177),(79 645.564),
(1 366.50003),(2 475.84018),(3 520.57153),(4 542.7163),(5 567.0504),(6 592.6894),(7 604.6663),(8 610.49255),(9 618.9948),(10 631.0434),(11 633.54346),(12 642.67566),(13 651.7352),(14 656.22363),(15 659.824),(16 658.38983),(17 662.81006),(18 673.1786),(19 678.1894),(20 682.97),(21 680.7868),(22 677.99866),(23 675.51514),(24 669.4046),(25 673.3566),(26 678.68445),(27 689.57623),(28 682.24274),(29 685.29407),(30 688.9861),(31 684.8719),(32 689.02704),(33 679.6442),(34 672.77423),(35 680.5905),(36 672.58966),(37 673.2219),(38 676.2986),(39 677.38934),(40 674.6883),(41 667.9299),(42 662.49786),(43 668.01184),(44 667.57715),(45 670.7495),(46 668.0242),(47 665.42163),(48 670.52783),(49 668.9149),(50 666.48474),(51 671.25836),(52 670.9243),(53 669.02844),(54 674.55133),(55 675.36523),(56 679.7343),(57 684.3882),(58 693.2357),(59 686.1421),(60 684.7098),(61 682.53143),(62 690.4587),(63 697.7337),(64 704.80536),(65 701.95496),(66 701.61066),(67 703.9163),(68 694.7766),(69 702.0798),(70 705.679),(71 701.47296),(72 695.1444),(73 698.2564),(74 695.2878),(75 690.7791),(76 689.572),(77 681.1654),(78 672.4105),(79 673.9345),
(1 360.17374),(2 468.21603),(3 514.2386),(4 540.3884),(5 570.4158),(6 582.94696),(7 591.5091),(8 595.0413),(9 600.50464),(10 607.5335),(11 609.4873),(12 616.15515),(13 627.9455),(14 630.22656),(15 630.46387),(16 643.48206),(17 648.46173),(18 650.51324),(19 650.51013),(20 658.9546),(21 654.2187),(22 655.54083),(23 663.35254),(24 661.441),(25 669.42993),(26 662.94165),(27 656.3904),(28 657.9576),(29 657.6023),(30 659.49164),(31 654.68414),(32 659.87225),(33 660.2468),(34 656.75256),(35 659.2272),(36 656.4708),(37 653.1229),(38 651.1746),(39 653.1769),(40 642.79114),(41 641.67505),(42 634.7315),(43 646.7648),(44 646.37225),(45 651.0066),(46 644.9941),(47 641.93555),(48 638.7269),(49 636.41187),(50 639.6266),(51 650.6097),(52 651.3977),(53 656.5167),(54 649.7698),(55 655.18),(56 657.70325),(57 662.71344),(58 669.7549),(59 668.0978),(60 666.8487),(61 656.4146),(62 670.4229),(63 678.39655),(64 676.434),(65 670.1896),(66 668.2125),(67 666.60706),(68 667.5164),(69 668.7278),(70 670.0797),(71 664.7335),(72 666.82056),(73 663.6056),(74 662.9426),(75 654.9823),(76 644.85394),(77 640.61346),(78 639.8732),(79 642.4402),
(1 352.7549),(2 463.21686),(3 504.36182),(4 527.2755),(5 555.851),(6 570.915),(7 586.255),(8 588.67566),(9 595.4756),(10 612.7238),(11 608.33905),(12 615.39307),(13 622.83826),(14 620.6262),(15 625.7742),(16 626.7381),(17 638.345),(18 636.10034),(19 636.91785),(20 642.12317),(21 637.62134),(22 641.97815),(23 645.0389),(24 647.60034),(25 650.4243),(26 648.4749),(27 646.8121),(28 657.07745),(29 654.35706),(30 650.3222),(31 651.708),(32 652.502),(33 653.25214),(34 645.973),(35 641.2227),(36 646.15485),(37 644.17456),(38 641.9078),(39 649.7452),(40 651.8742),(41 647.48444),(42 643.54224),(43 652.7895),(44 649.9539),(45 644.4788),(46 640.6973),(47 642.5174),(48 644.8213),(49 637.4379),(50 649.3162),(51 643.939),(52 644.1142),(53 643.49493),(54 639.3343),(55 643.0785),(56 648.1231),(57 654.29803),(58 660.71277),(59 664.2083),(60 664.9903),(61 660.9613),(62 659.2007),(63 670.12384),(64 666.4454),(65 664.0078),(66 671.06683),(67 668.32837),(68 669.4547),(69 667.063),(70 664.76324),(71 656.42804),(72 655.6109),(73 658.19073),(74 653.79315),(75 653.2181),(76 643.7932),(77 641.6233),(78 640.4079),(79 637.1319),
(1 352.03937),(2 458.05457),(3 508.2412),(4 530.2684),(5 549.3117),(6 571.74585),(7 581.74255),(8 589.8777),(9 599.44),(10 599.43726),(11 602.40564),(12 608.77313),(13 612.362),(14 611.429),(15 607.99817),(16 605.53253),(17 610.6419),(18 613.47577),(19 614.7011),(20 617.4159),(21 615.0136),(22 619.4872),(23 622.3573),(24 625.97516),(25 623.56647),(26 624.6044),(27 633.2046),(28 634.68146),(29 638.51086),(30 633.6929),(31 630.80273),(32 641.4865),(33 642.9503),(34 646.9856),(35 649.6372),(36 648.802),(37 645.2308),(38 648.2189),(39 654.1857),(40 646.8251),(41 647.91876),(42 646.6598),(43 644.74365),(44 639.5683),(45 643.28455),(46 640.21643),(47 639.43463),(48 641.9645),(49 637.1393),(50 636.85785),(51 636.409),(52 639.9714),(53 642.7231),(54 638.5191),(55 634.7043),(56 639.75397),(57 643.1394),(58 651.83185),(59 655.7271),(60 651.4156),(61 652.23224),(62 661.3724),(63 663.6076),(64 663.3812),(65 665.9929),(66 664.2317),(67 662.8291),(68 650.38855),(69 647.3997),(70 640.6256),(71 639.1146),(72 642.8477),(73 635.9591),(74 637.0499),(75 642.4292),(76 636.4048),(77 638.18823),(78 633.5946),(79 639.0516),
(1 342.61353),(2 441.24127),(3 485.21613),(4 504.9519),(5 523.9769),(6 537.0981),(7 550.8655),(8 559.4164),(9 571.16455),(10 575.5461),(11 577.6057),(12 577.3896),(13 585.4638),(14 590.43823),(15 591.9465),(16 585.57837),(17 590.1997),(18 591.1948),(19 594.60004),(20 607.893),(21 603.9836),(22 603.1327),(23 605.4839),(24 601.5659),(25 609.6426),(26 612.9259),(27 614.7537),(28 623.74945),(29 618.2392),(30 616.9916),(31 615.8812),(32 609.7441),(33 611.4923),(34 614.33997),(35 616.86566),(36 611.729),(37 607.7034),(38 609.7676),(39 609.7567),(40 608.1368),(41 610.4173),(42 604.1095),(43 603.7803),(44 600.8368),(45 607.28357),(46 605.6015),(47 610.5944),(48 610.44037),(49 609.6277),(50 613.30615),(51 617.4004),(52 618.6312),(53 618.26556),(54 615.81506),(55 615.99615),(56 621.2518),(57 625.6113),(58 634.45984),(59 630.2475),(60 634.45605),(61 638.5202),(62 637.7951),(63 637.11926),(64 642.31433),(65 635.72546),(66 633.2561),(67 629.22156),(68 627.6363),(69 628.9522),(70 619.2723),(71 612.4652),(72 618.98816),(73 621.93475),(74 619.4181),(75 612.84283),(76 612.03503),(77 614.3771),(78 608.9376),(79 608.6835),
(1 335.16507),(2 434.38885),(3 480.34818),(4 500.90646),(5 521.2566),(6 545.33234),(7 563.3384),(8 570.2201),(9 579.9072),(10 587.8614),(11 587.9634),(12 591.73834),(13 607.354),(14 609.42664),(15 611.1243),(16 608.57214),(17 607.1875),(18 607.56396),(19 607.9374),(20 619.5119),(21 616.4947),(22 622.2881),(23 616.162),(24 613.82117),(25 610.3787),(26 614.52216),(27 616.5507),(28 622.9168),(29 625.1268),(30 616.4392),(31 617.3578),(32 615.71014),(33 613.7351),(34 607.53174),(35 604.61145),(36 595.58844),(37 598.38293),(38 600.32007),(39 598.4737),(40 591.5743),(41 598.2557),(42 600.0564),(43 596.9687),(44 597.24945),(45 598.9717),(46 597.73956),(47 599.57294),(48 602.55273),(49 602.3295),(50 595.80194),(51 599.0463),(52 602.91693),(53 603.63763),(54 606.3681),(55 608.47833),(56 612.94073),(57 619.7257),(58 627.9617),(59 624.1908),(60 624.1701),(61 624.5621),(62 629.6021),(63 631.9542),(64 632.47626),(65 630.5827),(66 625.8105),(67 618.9853),(68 615.58105),(69 616.87695),(70 611.21454),(71 612.32855),(72 609.846),(73 612.4658),(74 613.3259),(75 611.07837),(76 607.12665),(77 606.3216),(78 603.5413),(79 597.5061),
(1 332.62756),(2 430.04617),(3 472.46857),(4 490.87903),(5 504.81372),(6 528.43054),(7 545.3029),(8 555.3807),(9 568.55286),(10 576.0895),(11 585.9255),(12 578.324),(13 585.1316),(14 586.5771),(15 588.7751),(16 590.45746),(17 592.6616),(18 601.37646),(19 602.5121),(20 606.91736),(21 613.1714),(22 612.2937),(23 610.92584),(24 611.47723),(25 605.62054),(26 606.9189),(27 610.4027),(28 613.0614),(29 615.82404),(30 609.4072),(31 608.2439),(32 607.3424),(33 609.7316),(34 604.2669),(35 604.2572),(36 602.41),(37 601.7451),(38 602.1426),(39 601.5405),(40 597.88586),(41 598.19836),(42 595.60913),(43 595.3311),(44 598.23895),(45 602.634),(46 603.8516),(47 598.4743),(48 608.2824),(49 606.39124),(50 605.6725),(51 613.3453),(52 613.6937),(53 611.695),(54 609.7612),(55 616.3696),(56 614.1291),(57 610.8409),(58 623.0127),(59 622.94525),(60 615.254),(61 617.1312),(62 617.3709),(63 614.46075),(64 618.6296),(65 618.5224),(66 618.44836),(67 615.12946),(68 614.67303),(69 612.73395),(70 602.59424),(71 597.22784),(72 591.8883),(73 598.5344),(74 598.52795),(75 593.59674),(76 592.5863),(77 587.95917),(78 590.76117),(79 595.75055),
(1 327.8586),(2 429.9352),(3 479.48782),(4 490.21774),(5 508.72537),(6 531.73895),(7 541.6897),(8 546.7737),(9 558.79755),(10 565.33936),(11 563.95355),(12 565.92535),(13 567.9483),(14 572.27966),(15 578.21356),(16 587.09595),(17 584.65283),(18 589.3677),(19 592.59265),(20 600.1306),(21 604.25385),(22 600.85645),(23 601.6095),(24 608.389),(25 613.1181),(26 603.80646),(27 608.4213),(28 618.2958),(29 617.9183),(30 619.3162),(31 614.2728),(32 613.81476),(33 608.41144),(34 603.73456),(35 610.49744),(36 603.1423),(37 599.9934),(38 599.6471),(39 606.8785),(40 600.9563),(41 600.60657),(42 591.95215),(43 590.4362),(44 596.4135),(45 595.84894),(46 593.9889),(47 588.1159),(48 576.9335),(49 578.08136),(50 583.061),(51 585.81085),(52 587.5085),(53 586.1569),(54 595.4301),(55 600.78955),(56 593.4783),(57 593.66974),(58 601.5912),(59 604.4409),(60 595.4112),(61 595.26),(62 601.57825),(63 600.0076),(64 600.3776),(65 601.23663),(66 607.6678),(67 606.46075),(68 607.4776),(69 603.2242),(70 603.3166),(71 599.59503),(72 595.792),(73 593.98334),(74 593.33856),(75 590.5873),(76 592.2258),(77 590.1409),(78 586.7759),(79 590.4326),
(1 324.0854),(2 421.94904),(3 463.3421),(4 484.25797),(5 499.7226),(6 519.49835),(7 531.75635),(8 536.5608),(9 542.3563),(10 550.75397),(11 554.5178),(12 556.6312),(13 558.2532),(14 569.5214),(15 572.66187),(16 572.7172),(17 582.0654),(18 580.35406),(19 588.1043),(20 591.7726),(21 592.58154),(22 588.5577),(23 587.45905),(24 593.17444),(25 592.8023),(26 587.40326),(27 588.3902),(28 595.14685),(29 591.882),(30 594.5776),(31 592.4426),(32 595.5131),(33 591.6933),(34 583.2978),(35 582.8278),(36 579.2089),(37 578.0905),(38 584.2567),(39 578.2919),(40 573.5888),(41 571.1752),(42 567.4804),(43 565.6416),(44 571.8255),(45 574.3069),(46 576.435),(47 569.04016),(48 572.8739),(49 582.3904),(50 575.5366),(51 580.57916),(52 584.2023),(53 582.56445),(54 587.098),(55 589.0569),(56 587.9442),(57 592.7473),(58 591.7642),(59 588.41266),(60 595.46606),(61 596.0477),(62 598.4278),(63 594.1498),(64 593.5444),(65 596.7297),(66 604.8679),(67 610.1821),(68 613.95),(69 604.4185),(70 598.8928),(71 601.47766),(72 597.02563),(73 597.147),(74 593.23175),(75 595.38104),(76 591.79584),(77 585.2209),(78 579.64655),(79 580.97516),
(1 312.9696),(2 410.80362),(3 449.34705),(4 465.11874),(5 488.42056),(6 511.03815),(7 521.37006),(8 530.4897),(9 536.6354),(10 535.4071),(11 541.09283),(12 550.4966),(13 548.90625),(14 557.04877),(15 553.37683),(16 556.5578),(17 559.2147),(18 559.6859),(19 570.34125),(20 572.9616),(21 574.1695),(22 575.3377),(23 568.93427),(24 571.57983),(25 571.7116),(26 574.1489),(27 574.6068),(28 576.5676),(29 577.2523),(30 578.767),(31 578.29846),(32 577.4428),(33 572.2208),(34 565.9955),(35 562.2387),(36 555.08136),(37 558.54083),(38 561.6859),(39 562.8298),(40 562.1104),(41 564.9388),(42 566.1307),(43 566.89716),(44 561.32007),(45 558.6226),(46 559.47687),(47 554.7828),(48 560.8652),(49 556.8347),(50 560.0809),(51 562.85986),(52 565.85345),(53 564.0953),(54 563.8333),(55 567.2497),(56 566.2599),(57 564.7439),(58 568.4307),(59 567.3321),(60 567.16626),(61 563.22144),(62 570.7883),(63 576.4395),(64 578.4848),(65 579.5088),(66 577.567),(67 578.4647),(68 580.9044),(69 574.8505),(70 573.7219),(71 574.0378),(72 569.8119),(73 565.5698),(74 555.1493),(75 562.03174),(76 554.1107),(77 552.0526),(78 545.7276),(79 552.3887),
(1 317.68298),(2 410.75555),(3 453.72916),(4 467.1503),(5 484.24127),(6 508.15024),(7 523.0794),(8 534.3915),(9 544.1728),(10 549.85114),(11 541.6145),(12 547.8257),(13 555.4758),(14 555.8013),(15 561.3973),(16 567.90686),(17 565.03314),(18 565.68604),(19 574.2685),(20 580.70807),(21 573.7147),(22 573.39844),(23 570.0427),(24 568.8723),(25 575.14703),(26 574.082),(27 575.53534),(28 574.7916),(29 578.6683),(30 577.7565),(31 575.356),(32 574.7306),(33 573.733),(34 568.38354),(35 562.9178),(36 554.62695),(37 558.3197),(38 563.0733),(39 569.30383),(40 561.92896),(41 561.34534),(42 562.98676),(43 565.8827),(44 566.95557),(45 567.9084),(46 564.01996),(47 562.58307),(48 559.003),(49 551.77374),(50 556.0153),(51 563.9176),(52 564.689),(53 561.62756),(54 563.76733),(55 568.7826),(56 563.0348),(57 567.6109),(58 568.92194),(59 570.3542),(60 566.0051),(61 571.10236),(62 572.2172),(63 579.2774),(64 583.71216),(65 590.79645),(66 585.1209),(67 585.5766),(68 585.192),(69 589.55896),(70 581.71674),(71 577.06165),(72 575.81573),(73 575.4359),(74 568.3089),(75 567.4853),(76 562.63763),(77 559.1716),(78 551.90295),(79 557.73584),
(1 304.33557),(2 399.9894),(3 442.1892),(4 455.085),(5 478.36542),(6 497.7676),(7 504.7758),(8 521.4149),(9 527.06445),(10 532.3964),(11 528.6639),(12 530.4597),(13 532.7408),(14 534.54553),(15 535.86053),(16 538.5269),(17 536.15405),(18 538.875),(19 546.2251),(20 549.1351),(21 544.986),(22 548.786),(23 548.2437),(24 543.84186),(25 556.5176),(26 556.97235),(27 562.7338),(28 563.44147),(29 566.86395),(30 558.16956),(31 556.06744),(32 561.52057),(33 562.17303),(34 558.81726),(35 554.1479),(36 555.9006),(37 546.5279),(38 549.475),(39 543.0757),(40 543.1359),(41 539.72375),(42 544.85547),(43 542.07666),(44 543.2563),(45 547.9309),(46 546.0945),(47 551.9186),(48 550.1267),(49 545.95337),(50 542.2178),(51 548.8262),(52 549.1183),(53 549.8524),(54 552.13165),(55 550.4486),(56 552.9824),(57 553.76447),(58 556.26697),(59 559.79504),(60 555.9776),(61 554.1772),(62 559.2353),(63 562.9648),(64 572.26306),(65 569.6757),(66 564.7224),(67 564.39874),(68 563.64374),(69 560.89087),(70 555.7301),(71 558.46155),(72 555.5366),(73 559.0274),(74 551.6629),(75 556.7103),(76 546.30035),(77 539.46796),(78 536.97687),(79 537.22345),
(1 300.41977),(2 390.25336),(3 434.64694),(4 446.88623),(5 466.55524),(6 481.41687),(7 494.46082),(8 503.23505),(9 509.04755),(10 511.11435),(11 512.741),(12 519.8116),(13 521.8605),(14 528.35706),(15 522.79535),(16 532.9714),(17 534.6943),(18 538.2013),(19 536.4057),(20 540.00256),(21 546.99615),(22 545.0275),(23 543.76117),(24 543.48047),(25 549.2126),(26 550.1616),(27 553.96326),(28 557.7361),(29 563.7561),(30 560.3305),(31 557.35144),(32 558.3011),(33 559.3736),(34 554.5478),(35 544.7001),(36 552.78674),(37 552.5901),(38 549.1282),(39 543.461),(40 542.1342),(41 539.733),(42 534.5088),(43 541.8549),(44 543.9003),(45 544.7742),(46 546.0943),(47 545.507),(48 539.05743),(49 539.70776),(50 551.83026),(51 550.6703),(52 546.7155),(53 545.37854),(54 548.684),(55 547.5044),(56 552.3537),(57 554.62805),(58 556.851),(59 559.3937),(60 560.2749),(61 566.1997),(62 570.467),(63 570.51624),(64 569.4759),(65 572.8698),(66 579.01355),(67 573.21747),(68 566.4566),(69 565.8178),(70 565.6084),(71 559.96985),(72 551.9713),(73 552.84247),(74 552.2085),(75 551.6991),(76 546.73303),(77 547.7699),(78 541.43427),(79 543.9791),
(1 300.6179),(2 388.84756),(3 424.04404),(4 444.3673),(5 462.3293),(6 476.4479),(7 487.16162),(8 499.5332),(9 503.35443),(10 501.68903),(11 508.4671),(12 508.99323),(13 516.34375),(14 518.2079),(15 518.61475),(16 524.574),(17 524.4432),(18 526.17206),(19 532.3533),(20 532.94434),(21 537.59796),(22 539.82965),(23 547.0447),(24 540.5668),(25 544.0175),(26 544.3532),(27 548.54694),(28 545.8135),(29 546.4297),(30 540.36487),(31 533.3215),(32 537.4257),(33 531.4763),(34 533.24194),(35 531.2674),(36 529.13574),(37 531.2546),(38 530.8392),(39 526.2954),(40 524.7082),(41 525.1042),(42 520.0178),(43 531.65826),(44 532.2096),(45 537.2562),(46 541.061),(47 537.5881),(48 535.57184),(49 536.4954),(50 539.82544),(51 544.63367),(52 543.2577),(53 544.0895),(54 549.82196),(55 550.4576),(56 549.3397),(57 554.85535),(58 560.43524),(59 564.2068),(60 564.2017),(61 564.5509),(62 569.8107),(63 569.89276),(64 569.26105),(65 570.7029),(66 577.13684),(67 570.84955),(68 569.3155),(69 565.1542),(70 562.0836),(71 560.966),(72 559.6535),(73 551.41064),(74 546.0429),(75 549.68134),(76 544.0085),(77 541.7128),(78 538.29407),(79 535.4905),
(1 292.399),(2 384.60492),(3 428.9138),(4 443.691),(5 460.58972),(6 469.22372),(7 477.16785),(8 490.0359),(9 501.84558),(10 502.90192),(11 499.17117),(12 505.93594),(13 510.0883),(14 515.16797),(15 520.70593),(16 525.479),(17 528.6672),(18 532.3401),(19 531.9558),(20 534.2886),(21 540.05884),(22 543.12616),(23 543.09515),(24 543.2005),(25 541.91846),(26 542.09357),(27 544.5176),(28 542.0837),(29 544.71265),(30 545.5326),(31 538.5495),(32 538.2168),(33 538.83136),(34 540.1622),(35 540.16254),(36 534.68225),(37 531.9361),(38 530.98956),(39 521.85),(40 513.55865),(41 514.26215),(42 516.57275),(43 517.68445),(44 518.59155),(45 522.5081),(46 523.39386),(47 522.4829),(48 523.99304),(49 525.275),(50 530.88196),(51 532.19684),(52 533.6699),(53 536.4548),(54 544.37714),(55 541.7107),(56 542.9415),(57 545.3171),(58 551.63983),(59 557.1765),(60 561.5616),(61 562.3341),(62 562.3961),(63 562.79034),(64 562.9469),(65 567.06134),(66 565.48303),(67 566.5673),(68 558.5881),(69 555.86035),(70 557.1974),(71 552.9206),(72 543.6068),(73 545.226),(74 543.32446),(75 541.3965),(76 532.39813),(77 525.139),(78 519.6193),(79 521.70197),
(1 291.60294),(2 379.81754),(3 425.71954),(4 445.777),(5 460.8101),(6 472.2656),(7 476.44986),(8 487.81842),(9 495.98773),(10 498.79816),(11 504.9177),(12 509.61026),(13 514.82623),(14 515.3551),(15 525.04004),(16 530.59503),(17 536.44965),(18 540.9612),(19 543.00793),(20 542.1504),(21 544.532),(22 541.5285),(23 549.16675),(24 551.7763),(25 547.3419),(26 536.5336),(27 542.4407),(28 535.3772),(29 541.5247),(30 538.9587),(31 536.46423),(32 531.4864),(33 533.68933),(34 539.4365),(35 541.8207),(36 531.35046),(37 536.3843),(38 537.595),(39 534.5267),(40 527.5086),(41 516.65326),(42 520.68304),(43 521.91895),(44 519.43756),(45 525.8665),(46 522.46515),(47 526.4802),(48 529.01385),(49 528.5055),(50 529.8232),(51 526.70544),(52 529.52985),(53 535.3055),(54 534.11005),(55 533.9006),(56 533.21796),(57 535.96545),(58 540.45654),(59 539.40845),(60 529.59344),(61 531.65717),(62 538.7785),(63 535.42773),(64 544.3863),(65 539.2408),(66 544.3873),(67 542.0145),(68 537.8431),(69 538.82855),(70 540.1515),(71 534.6713),(72 529.7101),(73 536.08),(74 534.9787),(75 528.8067),(76 523.93866),(77 522.10693),(78 519.56866),(79 519.1646),
