1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 972.3507),(2 1049.8248),(3 1133.7386),(4 1149.0836),(5 1193.1102),(6 1189.7904),(7 1246.3004),(8 1274.5367),(9 1296.4828),(10 1341.1274),(11 1318.5736),(12 1350.4038),(13 1350.659),(14 1344.5359),(15 1357.3795),(16 1363.0813),(17 1353.7275),(18 1355.9104),(19 1374.5265),(20 1362.2843),(21 1371.8126),(22 1363.7498),(23 1368.0225),(24 1342.9083),(25 1380.3452),(26 1382.7412),(27 1394.8988),(28 1418.5743),(29 1424.6882),(30 1428.0854),(31 1430.5851),(32 1426.3843),(33 1457.1084),(34 1445.4562),(35 1459.6298),(36 1474.7673),(37 1465.2596),(38 1497.7427),(39 1488.8196),(40 1499.5734),(41 1509.6713),(42 1492.1882),(43 1520.6954),(44 1519.6952),(45 1524.649),(46 1543.0455),(47 1514.1244),(48 1502.6178),(49 1520.5414),(50 1482.5446),(51 1486.2656),(52 1448.9454),(53 1427.0054),(54 1428.2628),(55 1433.8175),(56 1448.7145),(57 1422.3458),(58 1480.1033),(59 1469.7985),(60 1457.9645),(61 1460.7059),(62 1456.7947),(63 1460.9583),(64 1468.814),(65 1466.7689),(66 1459.6532),(67 1474.2417),(68 1479.358),(69 1485.6974),(70 1481.7024),(71 1491.5696),(72 1500.8319),(73 1569.2328),(74 1611.0503),(75 1617.3125),(76 1656.476),(77 1677.1405),(78 1676.0682),(79 1653.8334),
(1 953.4618),(2 1050.0515),(3 1125.8173),(4 1124.4777),(5 1170.2112),(6 1174.3014),(7 1232.1715),(8 1252.936),(9 1279.2449),(10 1287.145),(11 1272.9716),(12 1276.5176),(13 1286.7905),(14 1312.5923),(15 1297.6506),(16 1310.6),(17 1312.7936),(18 1336.9906),(19 1351.8335),(20 1334.2007),(21 1354.6122),(22 1341.6595),(23 1352.944),(24 1331.9082),(25 1347.1256),(26 1375.5658),(27 1395.025),(28 1410.9353),(29 1419.1909),(30 1422.5145),(31 1424.0566),(32 1408.357),(33 1444.0123),(34 1435.222),(35 1446.853),(36 1438.3947),(37 1446.5352),(38 1479.6715),(39 1474.77),(40 1467.2977),(41 1484.7595),(42 1496.1866),(43 1505.857),(44 1528.2007),(45 1533.0154),(46 1525.11),(47 1507.3118),(48 1505.9773),(49 1518.8672),(50 1503.9976),(51 1482.7202),(52 1458.004),(53 1440.9194),(54 1427.5565),(55 1438.4315),(56 1445.3751),(57 1442.452),(58 1489.9814),(59 1478.3395),(60 1473.498),(61 1481.033),(62 1480.7958),(63 1498.2666),(64 1485.5549),(65 1504.5603),(66 1488.5012),(67 1485.5732),(68 1495.9008),(69 1484.4242),(70 1473.4733),(71 1490.8359),(72 1495.1517),(73 1542.1417),(74 1575.1539),(75 1617.3658),(76 1641.8596),(77 1646.2871),(78 1647.3207),(79 1641.8501),
(1 929.05634),(2 1005.378),(3 1084.9384),(4 1098.7068),(5 1125.0565),(6 1136.2725),(7 1184.1372),(8 1225.2385),(9 1227.8315),(10 1250.2563),(11 1239.0732),(12 1252.315),(13 1270.5956),(14 1293.945),(15 1287.6941),(16 1295.8672),(17 1283.3331),(18 1305.4487),(19 1297.1832),(20 1314.0027),(21 1316.5088),(22 1290.686),(23 1301.3477),(24 1294.8169),(25 1292.2726),(26 1323.3807),(27 1342.8392),(28 1328.3461),(29 1347.2208),(30 1334.862),(31 1340.3318),(32 1342.6808),(33 1366.047),(34 1362.6865),(35 1360.3142),(36 1364.7867),(37 1382.9147),(38 1387.8109),(39 1399.6481),(40 1393.494),(41 1400.2802),(42 1418.6553),(43 1430.1953),(44 1436.3329),(45 1435.7787),(46 1439.8597),(47 1442.192),(48 1438.2465),(49 1432.5021),(50 1436.0044),(51 1428.2882),(52 1409.442),(53 1395.6807),(54 1390.4727),(55 1384.1976),(56 1385.8824),(57 1396.6932),(58 1428.2094),(59 1434.3035),(60 1411.5718),(61 1414.8458),(62 1425.888),(63 1435.9022),(64 1430.0333),(65 1443.3402),(66 1420.0178),(67 1430.5715),(68 1423.9641),(69 1420.847),(70 1436.2196),(71 1430.5085),(72 1446.4016),(73 1491.7466),(74 1525.1361),(75 1548.6522),(76 1561.2795),(77 1570.5164),(78 1577.4196),(79 1545.2432),
(1 883.9923),(2 967.9778),(3 1058.0272),(4 1068.4629),(5 1078.9315),(6 1078.85),(7 1133.767),(8 1169.4393),(9 1182.9156),(10 1196.7433),(11 1185.1091),(12 1207.3538),(13 1213.6973),(14 1219.5729),(15 1220.7162),(16 1223.0475),(17 1225.2869),(18 1247.2174),(19 1247.9332),(20 1271.7336),(21 1265.2059),(22 1260.2668),(23 1265.0851),(24 1259.788),(25 1277.1234),(26 1284.8046),(27 1314.7004),(28 1311.7736),(29 1311.7372),(30 1321.1506),(31 1322.9492),(32 1308.4598),(33 1313.4974),(34 1333.7693),(35 1323.7072),(36 1352.9897),(37 1350.8418),(38 1366.8317),(39 1380.6968),(40 1384.0549),(41 1408.3093),(42 1405.6238),(43 1419.8418),(44 1429.3043),(45 1432.3485),(46 1435.1846),(47 1438.9495),(48 1417.6873),(49 1432.6914),(50 1407.2333),(51 1406.236),(52 1373.9104),(53 1362.9738),(54 1351.7838),(55 1347.4663),(56 1363.4431),(57 1369.9442),(58 1399.5405),(59 1400.9208),(60 1388.5476),(61 1382.8644),(62 1387.2345),(63 1432.7072),(64 1406.7827),(65 1431.369),(66 1396.1346),(67 1407.2896),(68 1410.4386),(69 1404.8844),(70 1407.9894),(71 1413.8657),(72 1431.5182),(73 1470.8539),(74 1517.2833),(75 1523.9359),(76 1553.2489),(77 1568.8691),(78 1581.4081),(79 1561.7975),
(1 884.9916),(2 953.105),(3 1036.3146),(4 1039.8942),(5 1074.7721),(6 1085.0199),(7 1125.4746),(8 1145.2294),(9 1170.7495),(10 1196.7635),(11 1206.6843),(12 1220.5571),(13 1221.0427),(14 1247.2126),(15 1231.9224),(16 1230.7549),(17 1244.9132),(18 1258.2465),(19 1265.1593),(20 1272.3774),(21 1270.2936),(22 1266.6844),(23 1277.7329),(24 1252.1338),(25 1278.4297),(26 1288.3678),(27 1307.3739),(28 1314.7462),(29 1299.0479),(30 1319.7607),(31 1312.0787),(32 1320.2758),(33 1295.3157),(34 1322.9515),(35 1336.8191),(36 1330.4926),(37 1356.9934),(38 1349.2046),(39 1373.7802),(40 1383.766),(41 1386.3282),(42 1372.0101),(43 1407.9312),(44 1409.9073),(45 1401.561),(46 1410.1531),(47 1402.3068),(48 1396.5696),(49 1399.9768),(50 1399.7137),(51 1382.7421),(52 1368.5416),(53 1357.8081),(54 1356.9712),(55 1344.8999),(56 1338.4204),(57 1349.3246),(58 1381.1835),(59 1410.7346),(60 1379.9099),(61 1372.3651),(62 1401.8989),(63 1435.7006),(64 1413.788),(65 1418.3893),(66 1432.7119),(67 1426.818),(68 1436.0415),(69 1435.5488),(70 1394.7196),(71 1415.556),(72 1449.0107),(73 1477.0201),(74 1518.3604),(75 1526.8301),(76 1556.9055),(77 1574.7633),(78 1571.0223),(79 1557.3906),
(1 879.0205),(2 962.4405),(3 1037.7465),(4 1042.0864),(5 1070.9277),(6 1088.5564),(7 1123.3579),(8 1163.8833),(9 1175.74),(10 1204.618),(11 1209.6406),(12 1229.5009),(13 1233.5667),(14 1225.4382),(15 1221.41),(16 1231.931),(17 1236.8519),(18 1243.8766),(19 1257.5244),(20 1243.6606),(21 1238.4384),(22 1256.7225),(23 1247.5724),(24 1225.9552),(25 1238.954),(26 1257.8969),(27 1288.0562),(28 1294.6929),(29 1289.839),(30 1281.9368),(31 1287.7985),(32 1273.8582),(33 1275.8419),(34 1301.3303),(35 1302.1298),(36 1303.1262),(37 1319.5974),(38 1339.0038),(39 1332.0801),(40 1349.7826),(41 1351.8737),(42 1347.9739),(43 1372.7552),(44 1371.34),(45 1374.8866),(46 1375.6733),(47 1382.9071),(48 1371.9497),(49 1386.4347),(50 1358.6566),(51 1362.4742),(52 1338.8927),(53 1336.2821),(54 1343.3096),(55 1345.7468),(56 1334.6147),(57 1358.2345),(58 1384.9142),(59 1387.6078),(60 1367.8428),(61 1374.047),(62 1358.822),(63 1394.3667),(64 1391.276),(65 1390.2616),(66 1392.2802),(67 1372.0742),(68 1382.209),(69 1397.0734),(70 1373.9869),(71 1380.349),(72 1381.8479),(73 1444.0972),(74 1434.8043),(75 1468.6194),(76 1494.5688),(77 1499.3181),(78 1527.6417),(79 1494.0264),
(1 860.02954),(2 930.27325),(3 992.9372),(4 1017.7461),(5 1047.3932),(6 1062.4816),(7 1112.1035),(8 1154.4299),(9 1161.0067),(10 1177.7754),(11 1182.464),(12 1197.5148),(13 1208.3362),(14 1210.8062),(15 1200.4623),(16 1215.2911),(17 1206.4828),(18 1200.5824),(19 1247.9801),(20 1228.0283),(21 1241.884),(22 1239.9536),(23 1234.2247),(24 1221.1196),(25 1217.8701),(26 1223.7128),(27 1247.9901),(28 1255.2645),(29 1243.1903),(30 1229.9146),(31 1240.3661),(32 1243.3224),(33 1250.2588),(34 1267.3215),(35 1272.0886),(36 1291.8936),(37 1288.6412),(38 1308.0924),(39 1287.7898),(40 1328.0103),(41 1318.9481),(42 1329.4873),(43 1340.4363),(44 1348.0471),(45 1341.1514),(46 1332.9556),(47 1322.1154),(48 1326.6359),(49 1322.0405),(50 1302.0245),(51 1309.0529),(52 1292.9833),(53 1277.3604),(54 1273.1124),(55 1277.6332),(56 1285.4385),(57 1284.8729),(58 1356.7013),(59 1353.2074),(60 1330.5968),(61 1326.7952),(62 1328.9437),(63 1356.9685),(64 1352.5654),(65 1347.8258),(66 1340.0804),(67 1338.2168),(68 1345.6005),(69 1362.1537),(70 1348.399),(71 1340.3495),(72 1362.1736),(73 1376.6863),(74 1426.6593),(75 1443.4491),(76 1465.9984),(77 1465.8407),(78 1486.3339),(79 1468.0103),
(1 849.2199),(2 910.94183),(3 988.6922),(4 993.7178),(5 1024.1465),(6 1023.27435),(7 1066.7277),(8 1099.3048),(9 1110.9423),(10 1122.5055),(11 1123.6266),(12 1153.021),(13 1141.5791),(14 1152.3472),(15 1143.4528),(16 1160.6923),(17 1156.6985),(18 1164.5713),(19 1187.0946),(20 1179.0898),(21 1186.5227),(22 1173.9),(23 1187.1383),(24 1161.0333),(25 1180.4152),(26 1191.7583),(27 1210.3141),(28 1226.0787),(29 1219.7114),(30 1205.1213),(31 1204.5139),(32 1214.944),(33 1220.3116),(34 1228.0465),(35 1232.8468),(36 1245.4783),(37 1243.9518),(38 1266.0171),(39 1249.7166),(40 1264.9268),(41 1287.1519),(42 1278.1318),(43 1319.5924),(44 1301.4191),(45 1289.1969),(46 1292.7772),(47 1290.9844),(48 1290.7487),(49 1288.2622),(50 1286.2157),(51 1289.9125),(52 1274.9985),(53 1268.58),(54 1261.0557),(55 1268.1276),(56 1271.8469),(57 1273.9142),(58 1300.4579),(59 1317.3109),(60 1293.677),(61 1298.8462),(62 1301.0515),(63 1330.3315),(64 1316.622),(65 1324.0702),(66 1322.3123),(67 1324.3145),(68 1329.7892),(69 1339.0995),(70 1314.9937),(71 1343.3416),(72 1339.4312),(73 1363.2993),(74 1397.3364),(75 1429.0701),(76 1445.7245),(77 1451.7977),(78 1457.2319),(79 1456.8472),
(1 838.7081),(2 893.9011),(3 979.92285),(4 983.61053),(5 990.71985),(6 1009.74304),(7 1031.9678),(8 1061.0074),(9 1082.1898),(10 1098.5575),(11 1117.6068),(12 1114.0052),(13 1131.5852),(14 1147.0992),(15 1139.3206),(16 1157.8362),(17 1163.3816),(18 1180.2314),(19 1186.1555),(20 1193.789),(21 1176.8533),(22 1169.7396),(23 1163.5284),(24 1169.7408),(25 1169.7592),(26 1176.7705),(27 1189.9911),(28 1197.4626),(29 1188.0854),(30 1186.088),(31 1182.988),(32 1193.221),(33 1208.3326),(34 1204.6826),(35 1205.7267),(36 1215.1068),(37 1220.9181),(38 1230.6742),(39 1222.4819),(40 1238.4065),(41 1239.3833),(42 1239.3047),(43 1252.5756),(44 1265.5446),(45 1261.7985),(46 1250.8717),(47 1238.9109),(48 1267.9052),(49 1251.2427),(50 1240.7173),(51 1219.5391),(52 1208.9905),(53 1200.3785),(54 1202.3177),(55 1214.3374),(56 1215.1207),(57 1218.6531),(58 1247.9204),(59 1250.1158),(60 1246.9182),(61 1245.684),(62 1232.0221),(63 1256.5569),(64 1247.9106),(65 1254.6359),(66 1245.5587),(67 1252.8464),(68 1231.3329),(69 1261.7),(70 1268.6589),(71 1267.7661),(72 1277.6857),(73 1320.0073),(74 1347.7421),(75 1372.1722),(76 1383.0583),(77 1376.0145),(78 1380.1049),(79 1381.2899),
(1 831.59174),(2 892.51654),(3 958.9928),(4 965.8002),(5 977.1872),(6 988.12366),(7 1016.3602),(8 1044.6653),(9 1061.8889),(10 1083.7875),(11 1079.973),(12 1086.1941),(13 1111.954),(14 1117.3296),(15 1109.3951),(16 1115.1844),(17 1120.8477),(18 1142.986),(19 1167.095),(20 1156.92),(21 1167.5979),(22 1150.4049),(23 1160.1091),(24 1149.3322),(25 1160.3269),(26 1157.9481),(27 1160.906),(28 1164.8597),(29 1169.3754),(30 1164.5205),(31 1167.4285),(32 1176.1415),(33 1198.4763),(34 1198.852),(35 1199.5365),(36 1208.145),(37 1205.0793),(38 1233.2974),(39 1218.7405),(40 1222.7043),(41 1224.2653),(42 1211.3037),(43 1255.5256),(44 1251.3488),(45 1252.7693),(46 1247.3268),(47 1246.4856),(48 1246.49),(49 1230.6884),(50 1230.2355),(51 1218.9865),(52 1206.8358),(53 1191.6165),(54 1197.5236),(55 1198.3491),(56 1204.9882),(57 1205.2697),(58 1247.8411),(59 1256.5659),(60 1242.6415),(61 1224.6904),(62 1221.8528),(63 1258.7623),(64 1237.2539),(65 1250.4564),(66 1251.0582),(67 1239.2516),(68 1239.5385),(69 1239.3533),(70 1256.3098),(71 1241.2625),(72 1268.4397),(73 1335.1583),(74 1345.2485),(75 1370.2075),(76 1398.5968),(77 1382.0375),(78 1384.5659),(79 1379.4237),
(1 811.4609),(2 863.8806),(3 941.0555),(4 944.3351),(5 968.3265),(6 982.95074),(7 1013.4549),(8 1031.8284),(9 1037.7563),(10 1060.3198),(11 1066.8384),(12 1072.0565),(13 1099.8606),(14 1105.8585),(15 1108.921),(16 1124.8654),(17 1125.7457),(18 1136.3185),(19 1158.8185),(20 1145.2971),(21 1154.2274),(22 1147.333),(23 1137.0199),(24 1125.7452),(25 1122.6252),(26 1121.9883),(27 1136.0477),(28 1146.4413),(29 1157.8737),(30 1155.8033),(31 1164.3435),(32 1171.302),(33 1177.9205),(34 1182.7805),(35 1191.0347),(36 1204.5448),(37 1219.5376),(38 1236.1423),(39 1228.3346),(40 1232.0464),(41 1245.2462),(42 1231.8823),(43 1249.4144),(44 1269.5916),(45 1287.5997),(46 1262.23),(47 1245.6676),(48 1240.7683),(49 1247.5764),(50 1240.103),(51 1216.7329),(52 1202.7056),(53 1190.5956),(54 1189.8646),(55 1176.8198),(56 1183.0409),(57 1197.5386),(58 1250.878),(59 1235.2566),(60 1241.9946),(61 1245.4393),(62 1226.3907),(63 1250.4457),(64 1229.3646),(65 1229.5002),(66 1223.6578),(67 1225.1954),(68 1225.5299),(69 1241.402),(70 1252.579),(71 1239.7073),(72 1252.425),(73 1310.546),(74 1345.414),(75 1334.7349),(76 1360.7317),(77 1369.3063),(78 1364.0874),(79 1334.5923),
(1 794.436),(2 852.2779),(3 920.9879),(4 924.8683),(5 939.5166),(6 943.28076),(7 979.1485),(8 999.4338),(9 1024.8427),(10 1056.6455),(11 1059.8309),(12 1058.4913),(13 1089.8243),(14 1114.8174),(15 1095.0922),(16 1099.4197),(17 1105.4528),(18 1126.3097),(19 1136.9977),(20 1133.5645),(21 1143.788),(22 1149.0273),(23 1155.6582),(24 1144.1061),(25 1145.0817),(26 1136.0343),(27 1153.6769),(28 1156.8984),(29 1151.0972),(30 1146.6697),(31 1140.1656),(32 1151.6946),(33 1150.9711),(34 1135.809),(35 1151.6708),(36 1160.9358),(37 1153.074),(38 1173.0756),(39 1170.0425),(40 1154.0748),(41 1194.5964),(42 1196.2017),(43 1220.8015),(44 1227.02),(45 1237.975),(46 1210.454),(47 1215.8643),(48 1205.9368),(49 1207.1791),(50 1208.548),(51 1198.1704),(52 1168.622),(53 1166.7545),(54 1151.6675),(55 1140.5684),(56 1149.9424),(57 1162.9656),(58 1193.0088),(59 1219.3367),(60 1181.4441),(61 1201.6643),(62 1198.6758),(63 1230.6874),(64 1213.0099),(65 1220.3325),(66 1227.6976),(67 1248.2197),(68 1231.7697),(69 1231.53),(70 1245.9519),(71 1230.8556),(72 1248.4258),(73 1296.8208),(74 1322.6016),(75 1311.4395),(76 1338.0859),(77 1329.8309),(78 1333.2932),(79 1329.4619),
(1 765.8907),(2 825.24805),(3 889.5295),(4 884.1317),(5 898.92334),(6 906.5742),(7 935.2515),(8 947.83057),(9 964.87756),(10 992.1081),(11 988.57025),(12 1007.11145),(13 1027.0979),(14 1037.2614),(15 1029.2014),(16 1045.7449),(17 1042.959),(18 1054.6914),(19 1068.3191),(20 1080.1116),(21 1081.9723),(22 1071.3668),(23 1085.157),(24 1070.4502),(25 1076.1553),(26 1078.8754),(27 1092.6453),(28 1112.9011),(29 1103.9799),(30 1087.4088),(31 1101.84),(32 1106.7719),(33 1106.8569),(34 1117.248),(35 1122.0078),(36 1118.5758),(37 1132.9603),(38 1142.0043),(39 1144.7164),(40 1134.4617),(41 1152.0808),(42 1159.1342),(43 1168.1654),(44 1176.8934),(45 1192.6677),(46 1175.5016),(47 1180.3795),(48 1186.4396),(49 1183.2327),(50 1175.0647),(51 1164.7466),(52 1138.7578),(53 1132.9574),(54 1107.7552),(55 1120.1178),(56 1116.6927),(57 1132.2213),(58 1164.0695),(59 1190.9353),(60 1163.8754),(61 1170.9127),(62 1162.5515),(63 1165.1248),(64 1173.4463),(65 1185.7108),(66 1173.603),(67 1177.798),(68 1170.6198),(69 1179.8188),(70 1197.579),(71 1202.165),(72 1202.5264),(73 1222.515),(74 1253.8579),(75 1276.705),(76 1272.7006),(77 1279.1089),(78 1280.6228),(79 1279.3207),
(1 741.5273),(2 803.82886),(3 861.67194),(4 871.5569),(5 881.99365),(6 884.6684),(7 925.6198),(8 936.3946),(9 962.1926),(10 986.4604),(11 994.4025),(12 1016.01843),(13 1036.4111),(14 1036.5559),(15 1031.6353),(16 1037.4076),(17 1044.4695),(18 1046.125),(19 1059.6293),(20 1069.6235),(21 1082.8597),(22 1070.2542),(23 1071.102),(24 1065.0021),(25 1064.9365),(26 1076.4406),(27 1091.29),(28 1089.9514),(29 1075.7738),(30 1071.7858),(31 1081.5873),(32 1087.2959),(33 1084.9994),(34 1101.1558),(35 1094.4044),(36 1115.36),(37 1111.8533),(38 1130.3108),(39 1137.963),(40 1154.1432),(41 1163.7981),(42 1157.7234),(43 1172.5671),(44 1180.6268),(45 1192.4178),(46 1203.9945),(47 1198.2745),(48 1194.4509),(49 1189.8533),(50 1176.2426),(51 1170.5619),(52 1156.599),(53 1130.5023),(54 1124.6016),(55 1127.9637),(56 1130.4222),(57 1150.3407),(58 1156.9829),(59 1181.7545),(60 1159.0424),(61 1159.6119),(62 1162.4758),(63 1175.8186),(64 1170.8522),(65 1172.9783),(66 1182.9381),(67 1173.331),(68 1180.312),(69 1191.8739),(70 1194.6917),(71 1205.84),(72 1210.8326),(73 1260.051),(74 1275.1119),(75 1304.5042),(76 1303.9098),(77 1311.4314),(78 1321.9058),(79 1308.1067),
(1 727.5484),(2 792.7131),(3 844.0838),(4 841.5851),(5 863.6313),(6 862.4258),(7 888.4933),(8 899.31165),(9 929.82605),(10 939.1757),(11 956.3883),(12 968.2704),(13 972.5307),(14 984.6689),(15 982.93646),(16 992.34424),(17 990.05005),(18 995.47675),(19 1016.22784),(20 1022.1113),(21 1018.64087),(22 1024.317),(23 1013.08057),(24 1018.66473),(25 1003.24243),(26 1022.0763),(27 1036.3726),(28 1021.979),(29 1033.6865),(30 1040.6532),(31 1046.0212),(32 1042.2291),(33 1043.8984),(34 1044.657),(35 1045.3376),(36 1071.3888),(37 1068.097),(38 1064.0406),(39 1085.5337),(40 1078.4841),(41 1110.3093),(42 1097.8467),(43 1114.0316),(44 1123.7297),(45 1148.1599),(46 1148.6046),(47 1137.8774),(48 1140.8849),(49 1141.1235),(50 1117.315),(51 1102.3547),(52 1079.0276),(53 1085.5557),(54 1072.7307),(55 1066.5281),(56 1067.603),(57 1079.146),(58 1106.6697),(59 1105.1769),(60 1102.4558),(61 1092.4043),(62 1078.7792),(63 1082.8573),(64 1099.577),(65 1096.1614),(66 1094.6),(67 1080.2388),(68 1091.6041),(69 1107.7468),(70 1103.6693),(71 1122.0238),(72 1137.0345),(73 1171.6534),(74 1204.1869),(75 1196.9132),(76 1220.1051),(77 1237.9708),(78 1237.1097),(79 1209.2109),
(1 725.93335),(2 779.70593),(3 840.39667),(4 844.93475),(5 863.6361),(6 868.33386),(7 894.261),(8 912.71606),(9 942.06177),(10 960.4068),(11 969.2872),(12 965.4569),(13 998.15924),(14 988.989),(15 995.0592),(16 1006.65936),(17 1008.4759),(18 1009.3004),(19 1027.047),(20 1016.74927),(21 1034.6986),(22 1025.4003),(23 1028.992),(24 1024.1069),(25 1019.2273),(26 1029.0884),(27 1038.2592),(28 1048.4653),(29 1039.7709),(30 1042.4011),(31 1057.5687),(32 1050.446),(33 1049.6313),(34 1064.6437),(35 1071.7056),(36 1079.423),(37 1089.5933),(38 1086.4581),(39 1100.8441),(40 1111.2631),(41 1133.9055),(42 1112.8615),(43 1134.4321),(44 1144.9944),(45 1158.0984),(46 1156.2933),(47 1151.8569),(48 1151.2682),(49 1135.7767),(50 1107.2671),(51 1113.9454),(52 1098.0764),(53 1102.288),(54 1076.8066),(55 1076.5481),(56 1065.9318),(57 1099.9065),(58 1118.1906),(59 1142.6719),(60 1113.1393),(61 1110.54),(62 1115.9673),(63 1135.1935),(64 1135.8635),(65 1141.5743),(66 1137.4928),(67 1137.198),(68 1137.5404),(69 1148.3273),(70 1145.2988),(71 1146.5598),(72 1159.9669),(73 1210.7118),(74 1229.8505),(75 1238.7588),(76 1257.4188),(77 1276.0682),(78 1283.8849),(79 1275.7887),
(1 712.9637),(2 758.096),(3 804.66943),(4 816.9213),(5 844.4722),(6 846.2649),(7 874.41235),(8 891.067),(9 921.0307),(10 923.2975),(11 931.50104),(12 943.3017),(13 956.87006),(14 982.5726),(15 975.003),(16 994.47015),(17 988.32855),(18 1002.7762),(19 1008.9953),(20 1007.0746),(21 1021.94257),(22 1002.7033),(23 998.9358),(24 993.0168),(25 1001.4966),(26 1010.66003),(27 1010.48816),(28 1035.4231),(29 1026.9149),(30 1008.9858),(31 1027.0195),(32 1016.3742),(33 1026.2675),(34 1024.1339),(35 1032.9801),(36 1045.951),(37 1045.8813),(38 1038.7676),(39 1050.5066),(40 1055.8226),(41 1069.6553),(42 1059.2982),(43 1094.5563),(44 1093.3872),(45 1110.5676),(46 1100.4799),(47 1090.9888),(48 1099.7448),(49 1110.973),(50 1095.1315),(51 1095.1951),(52 1073.6973),(53 1073.8647),(54 1059.5754),(55 1058.3628),(56 1063.5708),(57 1060.6023),(58 1087.8058),(59 1091.0149),(60 1068.0513),(61 1077.9937),(62 1076.7446),(63 1097.421),(64 1113.0043),(65 1106.0269),(66 1103.3907),(67 1112.3497),(68 1117.9161),(69 1114.7861),(70 1115.03),(71 1121.2505),(72 1136.2289),(73 1171.6484),(74 1199.4115),(75 1191.0563),(76 1205.8578),(77 1223.3141),(78 1228.9741),(79 1217.9695),
