1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 88917.37),(2 272410.25),(3 573039.75),(4 932303),(5 1345503),(6 1771057),(7 2261737.3),(8 2797396.3),(9 3350852.8),(10 3933190.3),(11 4436184.5),(12 4948993),(13 5496287.5),(14 6073665.5),(15 6807194.5),(16 7613162.5),(17 8389167),(18 9181328),(19 9987395),(20 10792154),(21 11512547),(22 12303016),(23 12986232),(24 13768025),(25 14624884),(26 15607603),(27 16622495),(28 17740066),(29 18885926),(30 20039846),(31 21144438),(32 22265380),(33 23508274),(34 24779926),(35 26005510),(36 27143766),(37 28201130),(38 29108800),(39 30039370),(40 30970560),(41 31989530),(42 33100162),(43 34134276),(44 35286690),(45 36356572),(46 37342756),(47 38295636),(48 39220796),(49 40013456),(50 40691756),(51 41381330),(52 41937732),(53 42421844),(54 42878240),(55 43265028),(56 43575870),(57 43894576),(58 44195132),(59 44453880),(60 44923892),(61 45397376),(62 46035412),(63 46528404),(64 47071196),(65 47498484),(66 48017540),(67 48510050),(68 49148276),(69 49866260),(70 50545984),(71 51474892),(72 52455136),(73 53817492),(74 55200196),(75 56716428),(76 58305570),(77 60071892),(78 61823516),(79 63797332),
(1 719.2945),(2 905.6928),(3 1009.92413),(4 1116.7196),(5 1128.6782),(6 1166.1892),(7 1185.1018),(8 1213.19),(9 1214.3406),(10 1237.1025),(11 1233.9784),(12 1241.9482),(13 1240.4048),(14 1266.1459),(15 1248.637),(16 1288.138),(17 1287.4465),(18 1288.3107),(19 1318.279),(20 1314.253),(21 1338.9856),(22 1318.6051),(23 1330.6761),(24 1325.9557),(25 1325.9528),(26 1317.6488),(27 1338.4396),(28 1317.1095),(29 1333.715),(30 1332.6041),(31 1370.7395),(32 1358.8903),(33 1382.3126),(34 1372.8997),(35 1377.5414),(36 1349.5809),(37 1364.6715),(38 1342.6732),(39 1361.1849),(40 1334.4706),(41 1366.7172),(42 1341.5922),(43 1331.5476),(44 1345.753),(45 1332.9646),(46 1334.0897),(47 1320.2714),(48 1342.8795),(49 1325.2397),(50 1326.6705),(51 1289.3799),(52 1305.6901),(53 1293.9006),(54 1299.7618),(55 1298.6715),(56 1330.5029),(57 1311.4296),(58 1333.4615),(59 1307.7037),(60 1323.8541),(61 1298.3829),(62 1330.4686),(63 1306.5066),(64 1337.1573),(65 1300.8293),(66 1343.1034),(67 1331.8744),(68 1334.7164),(69 1360.7675),(70 1346.6036),(71 1349.1321),(72 1334.4823),(73 1347.3839),(74 1346.5139),(75 1387.1001),(76 1367.3248),(77 1357.348),(78 1367.7466),(79 1342.174),
(1 708.1824),(2 896.0009),(3 991.4458),(4 1101.9619),(5 1111.5702),(6 1158.56),(7 1175.8312),(8 1218.573),(9 1225.1749),(10 1236.4324),(11 1230.4568),(12 1258.6035),(13 1242.9425),(14 1270.7551),(15 1245.2914),(16 1288.0548),(17 1283.0986),(18 1289.0651),(19 1322.0624),(20 1324.5475),(21 1347.0029),(22 1327.5627),(23 1350.4187),(24 1346.3486),(25 1340.2263),(26 1327.7014),(27 1345.2946),(28 1321.5498),(29 1333.6841),(30 1301.7828),(31 1332.1399),(32 1319.4567),(33 1343.6257),(34 1338.1656),(35 1361.019),(36 1341.7349),(37 1357.25),(38 1342.1165),(39 1363.104),(40 1330.6147),(41 1373.395),(42 1334.9385),(43 1341.6084),(44 1355.7755),(45 1349.5032),(46 1360.1555),(47 1352.3829),(48 1369.7051),(49 1340.041),(50 1354.5449),(51 1328.274),(52 1326.507),(53 1313.725),(54 1340.9639),(55 1324.4108),(56 1347.324),(57 1334.4303),(58 1348.0283),(59 1332.7845),(60 1339.633),(61 1320.0455),(62 1344.1417),(63 1323.8416),(64 1363.1577),(65 1315.976),(66 1345.2792),(67 1322.5094),(68 1333.3792),(69 1350.528),(70 1342.265),(71 1362.2783),(72 1348.6355),(73 1373.881),(74 1373.4143),(75 1400.0258),(76 1370.2292),(77 1374.1079),(78 1375.4009),(79 1340.5171),
(1 723.26666),(2 916.07196),(3 997.3569),(4 1118.741),(5 1127.8168),(6 1169.4058),(7 1194.2068),(8 1232.0518),(9 1240.2701),(10 1239.8953),(11 1220.3312),(12 1237.1915),(13 1231.6561),(14 1262.3165),(15 1252.8635),(16 1276.7728),(17 1255.1705),(18 1261.043),(19 1301.9098),(20 1289.3148),(21 1311.0017),(22 1301.3379),(23 1326.7461),(24 1322.6259),(25 1318.232),(26 1311.4364),(27 1332.7706),(28 1317.5875),(29 1324.712),(30 1310.9567),(31 1341.8688),(32 1326.9375),(33 1354.9248),(34 1347.9392),(35 1360.5331),(36 1351.5104),(37 1360.1053),(38 1342.555),(39 1358.2242),(40 1326.5414),(41 1351.7162),(42 1328.6316),(43 1333.5238),(44 1355.583),(45 1343.3359),(46 1351.5079),(47 1335.4741),(48 1349.911),(49 1328.1675),(50 1339.3756),(51 1332.3582),(52 1320.857),(53 1314.4722),(54 1336.2871),(55 1328.0553),(56 1377.9625),(57 1366.9891),(58 1369.9733),(59 1360.908),(60 1360.4438),(61 1339.1293),(62 1354.1006),(63 1339.2802),(64 1363.7251),(65 1332.0974),(66 1373.2832),(67 1348.9519),(68 1351.7095),(69 1372.4839),(70 1358.4846),(71 1373.3344),(72 1359.3433),(73 1388.8083),(74 1381.9423),(75 1398.0863),(76 1367.2858),(77 1370.2332),(78 1371.6869),(79 1340.9629),
(1 710.42505),(2 924.96936),(3 1002.11017),(4 1099.6348),(5 1119.8926),(6 1154.2506),(7 1179.735),(8 1205.731),(9 1214.8776),(10 1212.6128),(11 1209.9407),(12 1242.3588),(13 1234.7249),(14 1261.8553),(15 1231.7118),(16 1266.3871),(17 1255.5469),(18 1262.8372),(19 1289.5458),(20 1280.6019),(21 1293.954),(22 1289.8729),(23 1312.3322),(24 1296.4034),(25 1310.0541),(26 1292.382),(27 1291.1978),(28 1280.0483),(29 1299.2428),(30 1291.7163),(31 1299.8231),(32 1294.5667),(33 1330.0009),(34 1324.276),(35 1313.7446),(36 1306.0682),(37 1323.9219),(38 1308.5033),(39 1330.8197),(40 1294.06),(41 1322.9598),(42 1299.133),(43 1299.6324),(44 1313.487),(45 1301.5231),(46 1307.8696),(47 1294.6812),(48 1298.5004),(49 1293.3098),(50 1303.3414),(51 1291.4469),(52 1299.6045),(53 1284.5071),(54 1300.8495),(55 1280.448),(56 1295.4094),(57 1297.9868),(58 1334.3689),(59 1303.7023),(60 1328.2966),(61 1305.3267),(62 1312.3267),(63 1295.8339),(64 1317.695),(65 1294.2528),(66 1310.1871),(67 1289.7416),(68 1294.9558),(69 1316.5895),(70 1315.6989),(71 1337.2928),(72 1328.4299),(73 1344.6794),(74 1351.8035),(75 1383.1978),(76 1347.3376),(77 1352.9435),(78 1364.2903),(79 1331.3723),
(1 683.64355),(2 877.4859),(3 963.74335),(4 1061.8074),(5 1095.8319),(6 1148.5336),(7 1171.0042),(8 1200.897),(9 1200.5535),(10 1217.795),(11 1209.9803),(12 1224.8623),(13 1232.894),(14 1246.9843),(15 1224.4381),(16 1250.7795),(17 1238.6204),(18 1234.0236),(19 1246.2297),(20 1244.5035),(21 1276.6439),(22 1263.12),(23 1277.98),(24 1263.0282),(25 1275.4948),(26 1242.1742),(27 1254.2319),(28 1234.545),(29 1245.3801),(30 1244.2223),(31 1263.899),(32 1274.1055),(33 1297.9025),(34 1278.7765),(35 1292.1875),(36 1288.4756),(37 1315.1119),(38 1300.3978),(39 1326.738),(40 1284.6492),(41 1316.8724),(42 1290.6847),(43 1292.7919),(44 1303.2635),(45 1301.4065),(46 1304.9944),(47 1286.2751),(48 1291.9303),(49 1287.584),(50 1293.9811),(51 1270.2368),(52 1282.8881),(53 1268.6554),(54 1289.5592),(55 1262.089),(56 1287.4257),(57 1283.0126),(58 1315.5524),(59 1302.7649),(60 1312.1174),(61 1305.6337),(62 1318.2985),(63 1304.1743),(64 1320.7925),(65 1294.53),(66 1347.3413),(67 1335.5071),(68 1338.7539),(69 1369.0043),(70 1358.6227),(71 1357.4812),(72 1355.8217),(73 1374.4852),(74 1374.2451),(75 1399.1489),(76 1370.914),(77 1375.478),(78 1392.8776),(79 1355.2543),
(1 696.0634),(2 879.50867),(3 963.7883),(4 1043.0742),(5 1079.4395),(6 1119.9092),(7 1140.3639),(8 1177.1783),(9 1183.11),(10 1189.7307),(11 1183.7455),(12 1210.2445),(13 1214.0542),(14 1247.4457),(15 1212.999),(16 1233.9023),(17 1213.3119),(18 1226.654),(19 1257.6345),(20 1236.7302),(21 1241.7302),(22 1240.2185),(23 1248.9059),(24 1245.5859),(25 1244.0281),(26 1227.7852),(27 1252.3765),(28 1218.3112),(29 1202.2422),(30 1211.4015),(31 1249.0757),(32 1254.174),(33 1264.3097),(34 1266.754),(35 1280.7509),(36 1270.0515),(37 1281.2344),(38 1261.9369),(39 1283.884),(40 1254.7323),(41 1272.9558),(42 1263.4485),(43 1269.8131),(44 1279.8143),(45 1270.106),(46 1279.4573),(47 1265.9607),(48 1280.9398),(49 1264.9868),(50 1261.7185),(51 1239.9224),(52 1259.9164),(53 1258.3878),(54 1271.1501),(55 1269.3927),(56 1287.1831),(57 1276.0581),(58 1296.9425),(59 1279.2432),(60 1284.5244),(61 1268.3695),(62 1299.0638),(63 1279.0017),(64 1310.289),(65 1289.9127),(66 1315.4922),(67 1309.6047),(68 1312.6777),(69 1330.2408),(70 1317.9147),(71 1323.6182),(72 1318.301),(73 1351.3132),(74 1340.959),(75 1349.615),(76 1342.0868),(77 1324.5332),(78 1350.302),(79 1316.2935),
(1 666.7688),(2 851.6258),(3 938.75995),(4 1019.2807),(5 1047.7493),(6 1083.0707),(7 1107.3179),(8 1137.6272),(9 1127.32),(10 1142.4497),(11 1134.7697),(12 1159.2587),(13 1154.5721),(14 1177.5436),(15 1169.2808),(16 1188.4766),(17 1186.1489),(18 1186.137),(19 1193.1549),(20 1197.0913),(21 1228.617),(22 1199.9171),(23 1208.6241),(24 1205.0688),(25 1211.6567),(26 1189.0219),(27 1211.2462),(28 1193.8774),(29 1200.5935),(30 1195.2506),(31 1244.9746),(32 1236.6809),(33 1265.9504),(34 1265.4845),(35 1262.8489),(36 1264.1793),(37 1286.9497),(38 1272.4272),(39 1280.8757),(40 1253.5254),(41 1262.0277),(42 1230.0647),(43 1230.1962),(44 1253.8119),(45 1237.5494),(46 1236.8105),(47 1227.6042),(48 1232.294),(49 1232.1902),(50 1236.4741),(51 1216.0857),(52 1224.1011),(53 1208.4199),(54 1220.3843),(55 1217.7587),(56 1234.1473),(57 1212.3474),(58 1226.6251),(59 1206.3663),(60 1216.9088),(61 1203.7053),(62 1221.5874),(63 1206.4888),(64 1238.4159),(65 1211.099),(66 1222.3635),(67 1204.4651),(68 1208.5085),(69 1222.7595),(70 1209.0837),(71 1232.4652),(72 1222.6505),(73 1241.4606),(74 1244.627),(75 1262.1384),(76 1260.9916),(77 1273.8583),(78 1289.4839),(79 1264.6177),
(1 671.82916),(2 842.7872),(3 940.1533),(4 1033.8302),(5 1044.3716),(6 1095.5298),(7 1110.0695),(8 1135.9279),(9 1138.1372),(10 1145.9282),(11 1133.2291),(12 1144.7286),(13 1150.6206),(14 1175.9982),(15 1171.8336),(16 1184.8011),(17 1172.6704),(18 1175.5021),(19 1221.6083),(20 1198.5487),(21 1207.6891),(22 1185.8881),(23 1199.1106),(24 1185.1473),(25 1183.9816),(26 1167.5865),(27 1183.9082),(28 1158.0033),(29 1187.2335),(30 1183.2115),(31 1202.0687),(32 1192.1532),(33 1226.4364),(34 1231.809),(35 1236.4976),(36 1222.4817),(37 1248.706),(38 1234.8114),(39 1250.9034),(40 1214.9065),(41 1221.4233),(42 1194.8759),(43 1193.4253),(44 1226.5493),(45 1215.302),(46 1232.4364),(47 1222.6962),(48 1233.611),(49 1223.6334),(50 1240.4032),(51 1208.9176),(52 1214.973),(53 1210.7776),(54 1230.4623),(55 1201.1421),(56 1241.01),(57 1236.7765),(58 1269.056),(59 1241.4037),(60 1267.6863),(61 1250.595),(62 1257.5245),(63 1243.5917),(64 1270.4902),(65 1232.3982),(66 1269.2917),(67 1250.1824),(68 1239.3398),(69 1249.7775),(70 1260.4507),(71 1277.8228),(72 1257.6993),(73 1277.2184),(74 1281.8447),(75 1296.0992),(76 1273.3561),(77 1286.5046),(78 1304.7639),(79 1277.5854),
(1 645.9119),(2 831.1085),(3 908.12225),(4 981.4422),(5 1020.2681),(6 1059.5482),(7 1072.4076),(8 1094.619),(9 1098.1333),(10 1104.7874),(11 1102.3468),(12 1122.7628),(13 1131.23),(14 1155.3525),(15 1136.5905),(16 1159),(17 1153.0828),(18 1162.5388),(19 1180.5228),(20 1164.1934),(21 1167.0492),(22 1155.5729),(23 1170.0125),(24 1161.7797),(25 1161.2991),(26 1141.7548),(27 1160.3877),(28 1137.6954),(29 1148.1217),(30 1138.5286),(31 1172.914),(32 1172.5101),(33 1190.1519),(34 1200.0637),(35 1202.9979),(36 1195.6035),(37 1205.4208),(38 1183.6908),(39 1221.55),(40 1188.0201),(41 1201.8661),(42 1172.6583),(43 1189.6145),(44 1195.9844),(45 1173.2009),(46 1178.6997),(47 1176.4218),(48 1189.3243),(49 1188.5121),(50 1207.9763),(51 1169.2549),(52 1164.0878),(53 1155.1555),(54 1167.5153),(55 1160.8345),(56 1202.8851),(57 1189.4093),(58 1230.8982),(59 1204.7388),(60 1224.6548),(61 1194.6906),(62 1210.0723),(63 1195.0591),(64 1214.2799),(65 1192.4152),(66 1219.8541),(67 1214.0103),(68 1212.8112),(69 1241.223),(70 1215.3827),(71 1223.0012),(72 1208.2102),(73 1234.0543),(74 1226.6887),(75 1253.1602),(76 1241.5205),(77 1235.8462),(78 1250.9739),(79 1226.59),
(1 641.713),(2 815.8739),(3 891.18555),(4 965.1352),(5 993.79565),(6 1038.2391),(7 1053.3942),(8 1081.9624),(9 1082.643),(10 1089.5303),(11 1073.0388),(12 1094.7449),(13 1100.3167),(14 1142.5728),(15 1117.0282),(16 1154.9395),(17 1150.5377),(18 1158.4186),(19 1166.7161),(20 1155.5809),(21 1174.4353),(22 1161.6638),(23 1164.338),(24 1160.0393),(25 1162.132),(26 1143.6045),(27 1161.8116),(28 1134.988),(29 1150.0586),(30 1154.2836),(31 1178.0775),(32 1154.2799),(33 1187.3976),(34 1186.218),(35 1191.4321),(36 1184.016),(37 1194.3931),(38 1179.0846),(39 1204.1354),(40 1174.1697),(41 1198.254),(42 1165.245),(43 1156.4711),(44 1175.86),(45 1155.8986),(46 1176.1204),(47 1174.799),(48 1181.255),(49 1153.4808),(50 1166.7521),(51 1157.5767),(52 1163.0513),(53 1137.4855),(54 1164.4895),(55 1170.7289),(56 1198.0665),(57 1204.3838),(58 1229.5216),(59 1213.1387),(60 1219.8807),(61 1197.1858),(62 1208.8032),(63 1197.918),(64 1215.5184),(65 1197.7048),(66 1216.5162),(67 1197.4508),(68 1192.61),(69 1211.0336),(70 1194.4354),(71 1213.2058),(72 1204.9928),(73 1226.4896),(74 1221.699),(75 1247.2189),(76 1228.1066),(77 1222.3396),(78 1223.3901),(79 1193.4468),
(1 647.57623),(2 818.68317),(3 900.458),(4 990.4905),(5 1009.745),(6 1062.3094),(7 1063.8665),(8 1091.7552),(9 1093.6177),(10 1100.2749),(11 1094.6008),(12 1120.6376),(13 1110.4873),(14 1137.4069),(15 1118.6313),(16 1150.8759),(17 1143.338),(18 1138.2291),(19 1148.4991),(20 1132.1395),(21 1141.6086),(22 1129.6738),(23 1140.8805),(24 1124.0256),(25 1113.774),(26 1107.0865),(27 1133.0686),(28 1137.9833),(29 1149.1622),(30 1152.2454),(31 1168.0378),(32 1158.6373),(33 1191.1122),(34 1170.3394),(35 1181.6196),(36 1171.3853),(37 1180.7551),(38 1169.1884),(39 1204.8282),(40 1180.9202),(41 1194.1418),(42 1166.9071),(43 1165.7728),(44 1185.3767),(45 1162.6259),(46 1181.1552),(47 1178.2148),(48 1175.2429),(49 1168.4088),(50 1179.0664),(51 1162.0692),(52 1165.9485),(53 1153.4423),(54 1152.9274),(55 1148.0052),(56 1173.3997),(57 1156.6869),(58 1179.4512),(59 1169.8826),(60 1179.2551),(61 1172.5962),(62 1180.2887),(63 1165.7312),(64 1178.0906),(65 1166.9917),(66 1189.8591),(67 1174.2534),(68 1177.8077),(69 1206.5276),(70 1203.6965),(71 1219.8092),(72 1205.9156),(73 1220.7887),(74 1203.9181),(75 1236.1097),(76 1223.8837),(77 1222.3761),(78 1242.4663),(79 1227.22),
(1 634.76373),(2 806.7674),(3 878.8055),(4 958.80304),(5 986.01544),(6 1039.8826),(7 1033.3336),(8 1043.3936),(9 1051.4238),(10 1061.196),(11 1057.6431),(12 1082.7788),(13 1077.1696),(14 1113.2848),(15 1106.3229),(16 1124.9985),(17 1119.9407),(18 1122.2521),(19 1153.2273),(20 1135.6597),(21 1138.0597),(22 1132.3138),(23 1138.069),(24 1136.6884),(25 1142.7466),(26 1132.2491),(27 1146.7875),(28 1135.8367),(29 1145.0256),(30 1151.9119),(31 1176.6156),(32 1161.6719),(33 1171.717),(34 1171.941),(35 1197.7085),(36 1171.8676),(37 1179.9288),(38 1174.7947),(39 1198.2457),(40 1178.9733),(41 1191.4553),(42 1168.5508),(43 1167.5524),(44 1177.9854),(45 1180.1406),(46 1193.1846),(47 1188.3253),(48 1179.5377),(49 1177.362),(50 1187.4427),(51 1168.1797),(52 1177.5986),(53 1168.4911),(54 1174.7672),(55 1161.1702),(56 1179.7136),(57 1168.9746),(58 1187.0645),(59 1166.1986),(60 1184.4005),(61 1170.3944),(62 1172.717),(63 1153.1832),(64 1167.0079),(65 1152.5309),(66 1176.4379),(67 1156.2426),(68 1162.1699),(69 1175.9354),(70 1146.4667),(71 1171.7771),(72 1158.5989),(73 1190.652),(74 1182.7367),(75 1220.1282),(76 1205.007),(77 1200.6686),(78 1225.7865),(79 1182.9275),
(1 637.2951),(2 809.76044),(3 866.6513),(4 948.6112),(5 965.3767),(6 1012.98456),(7 1033.4135),(8 1073.3328),(9 1066.9154),(10 1089.715),(11 1075.8281),(12 1088.5444),(13 1092.397),(14 1119.2808),(15 1102.3115),(16 1107.8103),(17 1104.1018),(18 1112.9838),(19 1145.751),(20 1139.901),(21 1145.218),(22 1135.0913),(23 1139.1083),(24 1132.0059),(25 1141.7764),(26 1119.2742),(27 1125.6667),(28 1104.8224),(29 1125.9808),(30 1110.4084),(31 1130.4861),(32 1123.974),(33 1143.8696),(34 1149.8175),(35 1179.697),(36 1148.1354),(37 1162.0264),(38 1161.6279),(39 1200.8169),(40 1165.8735),(41 1212.923),(42 1185.3866),(43 1173.9319),(44 1180.4769),(45 1164.0967),(46 1164.9746),(47 1163.506),(48 1170.9696),(49 1159.8723),(50 1170.909),(51 1164.9281),(52 1172.5933),(53 1159.3687),(54 1176.3242),(55 1163.5205),(56 1182.3638),(57 1173.0189),(58 1183.2079),(59 1166.3702),(60 1177.0018),(61 1151.1105),(62 1157.3589),(63 1136.2642),(64 1158.7307),(65 1145.7638),(66 1174.2677),(67 1152.7701),(68 1149.806),(69 1154.349),(70 1142.5507),(71 1166.1123),(72 1162.8695),(73 1191.1906),(74 1180.9554),(75 1217.5321),(76 1204.9788),(77 1193.5024),(78 1227.5464),(79 1190.5262),
(1 630.0162),(2 802.7113),(3 869.1221),(4 958.2884),(5 955.05054),(6 998.7273),(7 1015.6327),(8 1048.5546),(9 1043.8256),(10 1068.0425),(11 1046.5768),(12 1068.0635),(13 1059.6133),(14 1086.4987),(15 1079.8661),(16 1088.2819),(17 1077.8566),(18 1095.1957),(19 1115.6709),(20 1100.3138),(21 1105.9977),(22 1105.079),(23 1114.0814),(24 1113.7346),(25 1114.9816),(26 1101.1644),(27 1112.7397),(28 1092.0153),(29 1097.8644),(30 1100.0397),(31 1123.6194),(32 1110.4132),(33 1124.1647),(34 1121.4363),(35 1158.5269),(36 1153.4064),(37 1166.7211),(38 1152.2256),(39 1173.4081),(40 1147.3694),(41 1156.8281),(42 1139.0002),(43 1141.9484),(44 1161.0559),(45 1133.5784),(46 1147.5962),(47 1143.2194),(48 1142.0056),(49 1132.837),(50 1152.8245),(51 1130.5625),(52 1143.0579),(53 1119.8895),(54 1143.3932),(55 1132.8013),(56 1154.0288),(57 1139.0763),(58 1161.3623),(59 1139.6235),(60 1156.8547),(61 1139.2411),(62 1140.9924),(63 1133.9567),(64 1173.6589),(65 1149.5245),(66 1171.9365),(67 1158.0999),(68 1157.3519),(69 1170.1495),(70 1155.1584),(71 1176.0151),(72 1159.661),(73 1166.5992),(74 1169.3483),(75 1204.7354),(76 1187.3235),(77 1200.2744),(78 1218.4739),(79 1173.342),
(1 625.00696),(2 791.4746),(3 854.17725),(4 933.4592),(5 934.36096),(6 975.71814),(7 987.5691),(8 1014.65076),(9 1018.5509),(10 1033.9816),(11 1017.6279),(12 1020.9985),(13 1007.68915),(14 1041.8292),(15 1041.4071),(16 1064.854),(17 1048.764),(18 1059.634),(19 1085.8007),(20 1083.9275),(21 1104.4938),(22 1092.3961),(23 1096.6615),(24 1079.0294),(25 1070.917),(26 1052.9442),(27 1071.7513),(28 1060.8933),(29 1075.8846),(30 1069.3948),(31 1099.0122),(32 1093.0847),(33 1107.1345),(34 1095.9424),(35 1115.4982),(36 1110.8223),(37 1137.105),(38 1120.5223),(39 1147.2881),(40 1113.456),(41 1132.5813),(42 1115.2164),(43 1111.2186),(44 1113.9756),(45 1105.3915),(46 1118.5371),(47 1104.3278),(48 1104.013),(49 1100.146),(50 1117.9235),(51 1096.5958),(52 1117.851),(53 1105.6433),(54 1123.8358),(55 1104.5693),(56 1131.1284),(57 1111.882),(58 1137.6772),(59 1111.0536),(60 1121.2003),(61 1097.834),(62 1115.9375),(63 1103.7657),(64 1125.2694),(65 1115.0894),(66 1151.3398),(67 1145.7197),(68 1129.2222),(69 1149.7494),(70 1147.0327),(71 1150.7515),(72 1146.3173),(73 1164.217),(74 1159.8992),(75 1188.8562),(76 1175.3234),(77 1171.4048),(78 1209.878),(79 1164.624),
(1 615.85205),(2 779.1091),(3 857.2641),(4 943.26074),(5 959.2186),(6 996.7953),(7 1011.26276),(8 1025.2699),(9 1032.5355),(10 1043.3665),(11 1029.0542),(12 1033.5366),(13 1023.5872),(14 1056.9739),(15 1060.6958),(16 1088.6947),(17 1081.3541),(18 1088.3093),(19 1108.2114),(20 1095.7172),(21 1105.7063),(22 1094.2358),(23 1091.3025),(24 1090.3921),(25 1083.4504),(26 1056.1044),(27 1085.6735),(28 1073.5706),(29 1084.2942),(30 1070.8049),(31 1105.8995),(32 1096.8575),(33 1125.7511),(34 1117.0247),(35 1144.4069),(36 1122.6014),(37 1124.1656),(38 1115.0535),(39 1134.714),(40 1108.3035),(41 1132.0658),(42 1109.0399),(43 1113.2018),(44 1139.0789),(45 1122.3282),(46 1136.1925),(47 1124.0851),(48 1124.2454),(49 1116.9768),(50 1126.0878),(51 1114.5748),(52 1128.4991),(53 1112.0881),(54 1129.2344),(55 1111.8524),(56 1119.791),(57 1112.6458),(58 1136.1945),(59 1115.5208),(60 1128.1744),(61 1101.5958),(62 1127.7758),(63 1108.5754),(64 1136.0563),(65 1115.7837),(66 1140.7949),(67 1130.807),(68 1141.7532),(69 1154.0881),(70 1135.947),(71 1144.8552),(72 1145.8467),(73 1167.2404),(74 1165.7532),(75 1193.2991),(76 1160.6354),(77 1164.5116),(78 1191.5155),(79 1155.9596),
