1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1393605.9),(2 1511814.5),(3 374112.28),(4 1934726),(5 2210208),(6 1107958.5),(7 2812540.8),(8 3231832),(9 2063724),(10 3755719.3),(11 4322217.5),(12 3107745.8),(13 4768803.5),(14 5325405.5),(15 4037895.3),(16 5593736.5),(17 6322344),(18 5264838),(19 6824072),(20 7758256),(21 6994921.5),(22 8657192),(23 10044674),(24 9402572),(25 11056055),(26 12466557),(27 11812187),(28 13448600),(29 14852400),(30 14135221),(31 15787048),(32 17272550),(33 16410209),(34 18078062),(35 19549968),(36 18627886),(37 20227220),(38 22057984),(39 20803870),(40 22137742),(41 23674288),(42 22240904),(43 23325650),(44 24671824),(45 22956626),(46 23857494),(47 25377240),(48 23876688),(49 24886342),(50 26740742),(51 25330880),(52 26570606),(53 29195610),(54 27650138),(55 28974448),(56 31460040),(57 30147426),(58 31519702),(59 34131100),(60 32852342),(61 34377524),(62 37241180),(63 35894316),(64 37361044),(65 40287756),(66 39118068),(67 40523108),(68 43933740),(69 42438268),(70 43462412),(71 46508332),(72 44987236),(73 45815904),(74 48199092),(75 46207460),(76 46429732),(77 48845172),(78 46890990),(79 46919148),
(1 288.72577),(2 381.87915),(3 419.09143),(4 448.79733),(5 470.33917),(6 478.93533),(7 484.41888),(8 499.51978),(9 502.1766),(10 508.52234),(11 516.2324),(12 516.9814),(13 520.36743),(14 521.27686),(15 522.76843),(16 523.7728),(17 523.59546),(18 524.0668),(19 526.1268),(20 532.65857),(21 533.37415),(22 538.27185),(23 546.6767),(24 548.4643),(25 553.8628),(26 563.90674),(27 561.21423),(28 556.98456),(29 554.8855),(30 558.96466),(31 559.63696),(32 555.70374),(33 560.9432),(34 570.25494),(35 567.9517),(36 569.3888),(37 575.3378),(38 586.8608),(39 593.94617),(40 600.3483),(41 602.9822),(42 606.73413),(43 612.24255),(44 607.60004),(45 600.79706),(46 593.41327),(47 587.5838),(48 579.73126),(49 572.2541),(50 576.52765),(51 574.4462),(52 578.31366),(53 589.1599),(54 590.04224),(55 586.5407),(56 585.8665),(57 587.9593),(58 595.91223),(59 588.02155),(60 588.9054),(61 590.2447),(62 591.561),(63 590.3888),(64 585.7946),(65 584.7948),(66 589.5174),(67 590.69165),(68 593.88165),(69 603.1355),(70 609.1033),(71 600.1861),(72 597.49695),(73 601.5981),(74 600.33374),(75 596.048),(76 591.59106),(77 590.1622),(78 584.2658),(79 590.31604),
(1 280.96902),(2 378.61176),(3 424.83243),(4 455.24606),(5 466.4647),(6 482.62027),(7 489.18677),(8 494.59213),(9 493.61447),(10 492.17343),(11 501.12964),(12 505.4696),(13 504.2952),(14 516.297),(15 514.5429),(16 516.282),(17 527.235),(18 527.7997),(19 523.2613),(20 521.41266),(21 525.70026),(22 523.04315),(23 530.9198),(24 528.319),(25 523.49396),(26 532.4704),(27 535.80585),(28 532.9015),(29 538.0362),(30 541.822),(31 548.4577),(32 550.92346),(33 557.22614),(34 559.2203),(35 558.7575),(36 563.24976),(37 562.7219),(38 570.6863),(39 565.2751),(40 572.50244),(41 576.42365),(42 578.13385),(43 578.97736),(44 575.44495),(45 570.758),(46 569.6509),(47 575.9071),(48 569.5179),(49 560.01227),(50 563.502),(51 562.1475),(52 566.0459),(53 582.47095),(54 573.31964),(55 565.899),(56 566.22614),(57 567.7853),(58 565.938),(59 564.617),(60 575.43085),(61 580.3664),(62 580.2003),(63 583.1412),(64 580.18365),(65 580.93915),(66 579.2923),(67 581.55237),(68 586.8274),(69 590.8758),(70 590.45593),(71 592.12537),(72 593.4384),(73 590.4015),(74 587.11206),(75 586.7455),(76 586.79614),(77 587.4046),(78 589.5971),(79 586.3556),
(1 273.25677),(2 368.0745),(3 396.38324),(4 428.7931),(5 446.24435),(6 460.33636),(7 470.25888),(8 478.40988),(9 487.10007),(10 487.84055),(11 490.2969),(12 500.04843),(13 497.59775),(14 498.87167),(15 501.84863),(16 504.36655),(17 509.0049),(18 507.30624),(19 508.7225),(20 512.6756),(21 515.2992),(22 515.65155),(23 518.8721),(24 522.02625),(25 521.46313),(26 526.58655),(27 533.92615),(28 534.4967),(29 533.29926),(30 539.91675),(31 545.27795),(32 550.24713),(33 548.70483),(34 548.9055),(35 548.5083),(36 552.6037),(37 551.71875),(38 561.2416),(39 555.3483),(40 562.3072),(41 567.4136),(42 569.5466),(43 574.4255),(44 568.93317),(45 567.96234),(46 572.0871),(47 573.52094),(48 562.4885),(49 562.20123),(50 568.0489),(51 571.25104),(52 572.60944),(53 579.98615),(54 571.10785),(55 565.6762),(56 566.8524),(57 567.02844),(58 565.79156),(59 571.26825),(60 569.21234),(61 567.6484),(62 567.98126),(63 566.1659),(64 560.4359),(65 552.2535),(66 553.6341),(67 547.5),(68 554.85),(69 557.23926),(70 562.01447),(71 558.8364),(72 554.89215),(73 555.17834),(74 558.16547),(75 558.49835),(76 557.0876),(77 558.89233),(78 562.4859),(79 563.2841),
(1 264.4264),(2 354.4663),(3 387.80817),(4 419.06836),(5 429.40118),(6 441.65527),(7 455.95227),(8 462.1552),(9 461.04727),(10 466.7188),(11 465.14136),(12 469.7847),(13 468.11163),(14 465.8501),(15 468.11072),(16 469.3809),(17 484.69754),(18 488.1555),(19 491.85373),(20 498.40405),(21 503.11868),(22 500.78525),(23 510.17804),(24 513.95233),(25 514.732),(26 520.41156),(27 523.41833),(28 527.2407),(29 528.5327),(30 526.3713),(31 535.9049),(32 541.92816),(33 536.572),(34 541.5974),(35 541.39105),(36 541.19116),(37 536.6132),(38 548.5998),(39 537.1689),(40 537.5558),(41 540.2779),(42 549.02405),(43 554.32825),(44 552.13574),(45 544.1221),(46 543.7037),(47 533.0693),(48 527.8498),(49 528.4492),(50 527.28827),(51 531.8955),(52 536.2843),(53 543.91797),(54 543.3739),(55 545.0243),(56 550.4511),(57 552.68756),(58 552.2279),(59 548.11426),(60 548.20795),(61 552.74615),(62 554.25446),(63 549.0521),(64 546.7234),(65 549.7198),(66 546.283),(67 546.8525),(68 553.08746),(69 550.22784),(70 551.11884),(71 554.27673),(72 553.8114),(73 559.0221),(74 555.2278),(75 549.686),(76 547.6692),(77 545.3584),(78 542.62714),(79 542.45276),
(1 265.12024),(2 361.05084),(3 393.9608),(4 422.70883),(5 434.94388),(6 446.2338),(7 452.94724),(8 466.03433),(9 465.56537),(10 462.1154),(11 470.2914),(12 469.9491),(13 463.7136),(14 466.34048),(15 465.60477),(16 469.60263),(17 477.88214),(18 475.57184),(19 480.8505),(20 480.54333),(21 487.85693),(22 487.00055),(23 496.51376),(24 491.7538),(25 493.5852),(26 497.376),(27 499.46432),(28 498.65686),(29 501.36584),(30 502.68478),(31 504.52457),(32 506.87527),(33 508.00708),(34 513.5118),(35 513.7929),(36 513.3336),(37 518.2006),(38 524.12146),(39 521.1581),(40 530.1288),(41 525.52405),(42 532.4506),(43 535.93146),(44 531.77527),(45 525.0915),(46 524.8324),(47 520.5102),(48 515.1509),(49 514.0645),(50 513.1831),(51 514.3597),(52 518.7228),(53 523.3834),(54 521.0349),(55 524.12354),(56 527.04047),(57 529.9546),(58 534.42773),(59 533.7215),(60 528.29156),(61 524.1532),(62 526.64386),(63 526.034),(64 524.07043),(65 523.68384),(66 525.2417),(67 526.8579),(68 535.08154),(69 531.9961),(70 527.9557),(71 535.5515),(72 535.0422),(73 531.9777),(74 530.87775),(75 526.6755),(76 517.92),(77 517.2308),(78 516.52344),(79 511.82495),
(1 257.95532),(2 348.4106),(3 383.30637),(4 410.04266),(5 422.49704),(6 430.4168),(7 433.315),(8 446.07132),(9 446.91446),(10 448.01157),(11 454.56525),(12 460.71567),(13 458.272),(14 459.98325),(15 470.51187),(16 472.66327),(17 478.83585),(18 473.95233),(19 474.14664),(20 479.94458),(21 481.52298),(22 474.05304),(23 489.1684),(24 491.44604),(25 485.0022),(26 485.75885),(27 493.96045),(28 489.87604),(29 484.82144),(30 492.7592),(31 494.29388),(32 497.92554),(33 498.77975),(34 501.53085),(35 497.23657),(36 492.2082),(37 497.81363),(38 501.15518),(39 501.6825),(40 508.89325),(41 510.91254),(42 514.7367),(43 518.3251),(44 521.59717),(45 515.20734),(46 517.9822),(47 520.59094),(48 517.5329),(49 514.88165),(50 510.158),(51 515.69366),(52 515.48285),(53 524.7349),(54 520.9972),(55 522.0826),(56 520.1336),(57 519.3618),(58 520.90814),(59 525.5685),(60 530.07306),(61 526.9508),(62 523.02655),(63 527.5047),(64 523.0513),(65 519.9862),(66 523.8743),(67 528.6187),(68 524.39703),(69 527.7433),(70 526.0966),(71 531.4751),(72 529.12805),(73 528.05994),(74 534.7981),(75 535.93976),(76 532.1993),(77 533.37305),(78 536.26807),(79 533.3523),
(1 259.82333),(2 356.18723),(3 390.34268),(4 418.6309),(5 439.77774),(6 452.33344),(7 461.94653),(8 472.67252),(9 470.2726),(10 470.44348),(11 469.5773),(12 468.5498),(13 470.286),(14 467.5123),(15 466.14542),(16 469.11304),(17 469.389),(18 472.9536),(19 465.52997),(20 469.2771),(21 471.03275),(22 473.72012),(23 483.99667),(24 481.67856),(25 479.5615),(26 483.67908),(27 484.26532),(28 481.923),(29 483.62415),(30 481.7596),(31 490.80374),(32 497.61334),(33 500.78055),(34 494.72867),(35 498.27295),(36 498.61264),(37 497.22256),(38 501.61182),(39 502.37207),(40 503.7476),(41 501.82675),(42 506.4843),(43 512.71606),(44 508.7651),(45 508.97397),(46 511.5092),(47 509.11578),(48 499.98972),(49 499.77423),(50 504.74634),(51 504.99277),(52 502.83426),(53 511.2409),(54 505.5567),(55 506.08014),(56 512.3029),(57 513.2582),(58 512.5282),(59 512.25757),(60 516.1502),(61 520.46643),(62 521.71906),(63 525.3371),(64 529.4379),(65 528.66187),(66 531.3843),(67 532.3213),(68 534.51495),(69 527.3648),(70 524.23663),(71 519.9186),(72 517.31323),(73 522.51227),(74 529.24023),(75 523.6784),(76 522.7842),(77 521.39154),(78 520.0938),(79 527.10986),
(1 244.22035),(2 326.9275),(3 356.543),(4 379.31256),(5 393.07184),(6 405.35126),(7 412.3142),(8 420.35516),(9 425.17465),(10 420.28354),(11 422.42102),(12 429.05392),(13 427.94418),(14 427.2436),(15 434.10748),(16 436.41754),(17 438.20996),(18 442.98962),(19 442.91614),(20 446.2714),(21 451.50714),(22 446.85812),(23 457.06393),(24 455.13864),(25 460.31067),(26 460.95544),(27 461.14252),(28 459.58636),(29 461.6605),(30 460.47833),(31 461.85718),(32 465.92828),(33 466.13608),(34 469.8018),(35 472.0215),(36 468.95877),(37 466.74377),(38 474.70837),(39 474.03357),(40 472.41708),(41 477.94214),(42 479.37302),(43 484.32544),(44 482.28302),(45 480.0268),(46 478.59915),(47 477.02237),(48 479.09875),(49 475.41037),(50 477.33453),(51 482.1234),(52 481.6258),(53 485.62045),(54 481.58997),(55 484.00552),(56 490.24954),(57 493.09387),(58 491.03485),(59 491.18674),(60 489.5023),(61 490.9702),(62 490.87564),(63 488.61676),(64 492.2594),(65 493.86545),(66 490.82257),(67 492.70206),(68 493.19077),(69 493.51056),(70 497.29623),(71 490.63635),(72 485.1989),(73 491.41345),(74 492.1211),(75 483.4808),(76 477.8679),(77 479.76184),(78 478.161),(79 477.26614),
(1 241.30435),(2 320.3597),(3 354.67365),(4 380.22025),(5 394.34518),(6 403.66278),(7 414.49863),(8 423.086),(9 430.53482),(10 430.2392),(11 432.68384),(12 436.9697),(13 433.4314),(14 431.1189),(15 435.68588),(16 438.04593),(17 439.40836),(18 441.77716),(19 439.30865),(20 441.47208),(21 445.2794),(22 447.03397),(23 455.83932),(24 453.88428),(25 455.79156),(26 454.24072),(27 456.6804),(28 453.01154),(29 462.4807),(30 461.65237),(31 461.57983),(32 468.39743),(33 469.74966),(34 472.6366),(35 471.82504),(36 471.8684),(37 469.7461),(38 473.03537),(39 479.64023),(40 484.2689),(41 483.59213),(42 483.25168),(43 492.71872),(44 493.19122),(45 494.02823),(46 495.64212),(47 488.84766),(48 483.56848),(49 478.75482),(50 474.90924),(51 466.7669),(52 467.86597),(53 475.79938),(54 476.27228),(55 483.6306),(56 487.88208),(57 487.588),(58 485.9346),(59 485.85858),(60 488.22952),(61 487.2211),(62 489.7421),(63 489.1038),(64 485.04083),(65 484.26468),(66 481.44077),(67 481.3221),(68 480.88315),(69 481.48434),(70 486.77344),(71 487.6746),(72 484.6122),(73 482.7776),(74 483.71585),(75 488.59534),(76 484.6801),(77 485.3432),(78 483.7458),(79 478.00906),
(1 230.86125),(2 307.34546),(3 339.7946),(4 365.7169),(5 379.77545),(6 388.43903),(7 391.99957),(8 399.6084),(9 409.22104),(10 409.72592),(11 409.28696),(12 414.1013),(13 415.06418),(14 412.6533),(15 415.58813),(16 417.0243),(17 417.29294),(18 418.46198),(19 412.80685),(20 419.00726),(21 420.09155),(22 423.02713),(23 431.96414),(24 433.63162),(25 435.15964),(26 434.43356),(27 435.8282),(28 432.01056),(29 432.62787),(30 433.61145),(31 435.2104),(32 439.18726),(33 442.4658),(34 443.01123),(35 443.86844),(36 443.57703),(37 451.5146),(38 454.78925),(39 451.77512),(40 454.6106),(41 455.87433),(42 462.77893),(43 461.28732),(44 461.27582),(45 461.14456),(46 460.0101),(47 456.47916),(48 454.59982),(49 452.23764),(50 449.6831),(51 449.07236),(52 448.01367),(53 461.67477),(54 462.9594),(55 462.46573),(56 465.85458),(57 470.37766),(58 475.4378),(59 475.10352),(60 475.21387),(61 474.7553),(62 477.02206),(63 486.35736),(64 484.85696),(65 483.4753),(66 477.903),(67 474.2151),(68 475.57004),(69 476.18448),(70 475.92282),(71 473.72437),(72 478.00238),(73 476.49872),(74 476.12863),(75 469.8023),(76 472.47018),(77 471.3227),(78 471.923),(79 468.5101),
(1 227.10904),(2 300.6764),(3 333.95544),(4 356.42258),(5 365.1086),(6 372.07928),(7 379.50467),(8 392.04498),(9 397.38702),(10 401.21378),(11 399.3417),(12 398.7722),(13 404.55774),(14 401.37692),(15 407.13904),(16 411.25223),(17 417.05923),(18 416.35596),(19 414.1613),(20 414.85266),(21 414.5384),(22 413.11685),(23 426.35294),(24 428.7939),(25 428.80222),(26 431.23874),(27 430.96512),(28 426.35553),(29 422.73514),(30 421.92148),(31 426.54233),(32 431.34912),(33 435.2182),(34 437.37463),(35 438.19226),(36 439.26114),(37 441.4838),(38 444.753),(39 447.98874),(40 450.6793),(41 442.31647),(42 446.1367),(43 448.02316),(44 446.42053),(45 443.6598),(46 446.6716),(47 445.08942),(48 446.96576),(49 448.99686),(50 453.04727),(51 449.96307),(52 447.96097),(53 460.30338),(54 457.7535),(55 458.1232),(56 460.3893),(57 461.0789),(58 464.28177),(59 466.12454),(60 466.00635),(61 463.99252),(62 464.3853),(63 467.51752),(64 463.0931),(65 460.47354),(66 459.91864),(67 457.70386),(68 461.19797),(69 463.21075),(70 462.52402),(71 457.07516),(72 454.96207),(73 460.1359),(74 457.23416),(75 457.11353),(76 458.74225),(77 458.00204),(78 456.05878),(79 458.96207),
(1 221.20888),(2 291.46155),(3 319.06134),(4 340.69592),(5 352.87454),(6 362.08627),(7 372.74307),(8 384.29672),(9 390.29407),(10 391.8362),(11 393.6445),(12 391.90598),(13 392.85605),(14 393.55966),(15 398.2046),(16 401.07623),(17 403.88168),(18 406.21744),(19 406.14825),(20 405.22348),(21 406.27594),(22 406.5873),(23 416.20676),(24 417.575),(25 417.56958),(26 418.88266),(27 416.56717),(28 414.37244),(29 413.0705),(30 416.0905),(31 418.0207),(32 419.69635),(33 419.05273),(34 421.24243),(35 425.4794),(36 424.8357),(37 429.10825),(38 434.1358),(39 438.0397),(40 437.63147),(41 436.268),(42 441.6022),(43 438.53278),(44 438.4606),(45 434.49014),(46 438.44876),(47 433.8697),(48 438.0884),(49 430.5524),(50 430.22833),(51 432.67276),(52 436.90347),(53 448.09982),(54 448.33176),(55 451.4139),(56 455.4718),(57 458.2341),(58 464.31656),(59 464.1867),(60 465.4303),(61 461.5192),(62 462.93762),(63 464.7871),(64 463.52792),(65 466.4837),(66 469.12997),(67 467.19302),(68 472.40216),(69 468.2851),(70 466.66827),(71 468.1912),(72 470.42804),(73 465.30835),(74 464.32065),(75 463.35577),(76 461.27548),(77 455.78693),(78 451.5379),(79 452.06897),
(1 218.65985),(2 287.25888),(3 310.722),(4 334.27982),(5 350.53098),(6 356.14066),(7 363.0438),(8 373.4447),(9 382.1675),(10 381.2087),(11 380.78088),(12 384.35764),(13 384.28445),(14 381.79837),(15 381.4348),(16 389.19073),(17 388.7621),(18 391.01144),(19 396.48505),(20 394.17163),(21 391.71643),(22 394.29163),(23 403.80075),(24 405.0178),(25 403.35983),(26 401.5402),(27 403.40955),(28 407.5897),(29 401.79816),(30 402.19446),(31 406.71887),(32 405.7477),(33 403.1408),(34 403.2134),(35 408.35883),(36 412.65012),(37 413.10284),(38 418.72458),(39 425.2542),(40 428.3156),(41 428.24164),(42 429.10858),(43 425.95255),(44 423.66205),(45 416.96075),(46 418.94104),(47 415.16345),(48 417.96875),(49 416.8234),(50 419.55505),(51 421.1527),(52 424.45084),(53 429.15097),(54 430.8655),(55 434.2347),(56 439.5761),(57 445.07294),(58 445.4182),(59 448.84988),(60 444.86145),(61 441.90833),(62 442.96783),(63 447.23224),(64 443.1271),(65 440.98444),(66 443.06317),(67 444.96167),(68 447.2244),(69 447.43475),(70 447.247),(71 440.48944),(72 438.6894),(73 435.48654),(74 439.23975),(75 438.4476),(76 436.27383),(77 431.63113),(78 429.14798),(79 425.6001),
(1 207.6252),(2 274.27856),(3 301.2822),(4 316.2706),(5 330.09766),(6 335.75513),(7 340.9237),(8 354.70313),(9 358.05148),(10 360.64746),(11 361.41672),(12 363.8441),(13 367.38724),(14 372.03317),(15 371.83432),(16 372.59473),(17 373.11057),(18 377.87256),(19 383.07657),(20 383.23895),(21 385.50888),(22 389.88577),(23 395.12796),(24 394.3804),(25 392.9901),(26 392.84525),(27 391.9749),(28 389.737),(29 386.7147),(30 385.68784),(31 386.5055),(32 392.23865),(33 391.75778),(34 395.88092),(35 395.58487),(36 394.99023),(37 395.84436),(38 397.0347),(39 401.25772),(40 407.06647),(41 409.08496),(42 409.62204),(43 410.04266),(44 412.43747),(45 408.57843),(46 409.5971),(47 410.6014),(48 412.16895),(49 412.5998),(50 409.4479),(51 412.162),(52 421.31046),(53 420.60605),(54 413.77383),(55 416.52136),(56 423.27692),(57 424.15466),(58 421.10947),(59 422.36618),(60 426.08713),(61 431.23468),(62 431.4914),(63 432.24536),(64 428.74606),(65 428.2658),(66 428.75595),(67 426.43768),(68 430.17337),(69 435.585),(70 436.86856),(71 437.42953),(72 435.02325),(73 431.78857),(74 432.46014),(75 431.4697),(76 430.6393),(77 428.60135),(78 425.22928),(79 427.04953),
(1 209.86574),(2 275.77777),(3 299.87396),(4 317.88376),(5 332.56726),(6 334.625),(7 339.70206),(8 351.62646),(9 358.7251),(10 360.7852),(11 360.9158),(12 364.06946),(13 368.65918),(14 367.5693),(15 364.31445),(16 368.2806),(17 368.5919),(18 367.85794),(19 373.26288),(20 378.2621),(21 378.34518),(22 381.5684),(23 389.0493),(24 389.9675),(25 390.9883),(26 392.72592),(27 392.15936),(28 391.16385),(29 382.5946),(30 383.13184),(31 381.75775),(32 387.26877),(33 386.39954),(34 388.14908),(35 393.6896),(36 397.17072),(37 401.17172),(38 402.97086),(39 402.66373),(40 404.21426),(41 403.51788),(42 403.9845),(43 406.56433),(44 406.0519),(45 401.986),(46 401.10663),(47 398.9112),(48 400.57974),(49 401.8877),(50 407.86087),(51 408.8073),(52 406.7701),(53 410.17612),(54 410.24878),(55 409.897),(56 410.54898),(57 413.20062),(58 416.22003),(59 415.1713),(60 419.89285),(61 419.14944),(62 426.49222),(63 422.71222),(64 424.51532),(65 422.5807),(66 416.486),(67 414.36057),(68 417.7201),(69 420.7689),(70 422.78046),(71 420.87247),(72 418.31534),(73 418.94278),(74 417.3429),(75 415.6527),(76 416.07504),(77 419.07156),(78 419.05084),(79 417.5508),
(1 206.02571),(2 270.62915),(3 293.80048),(4 313.6027),(5 321.7219),(6 324.83722),(7 333.2973),(8 339.85596),(9 351.8779),(10 353.99384),(11 350.0163),(12 353.6829),(13 358.64865),(14 355.26413),(15 352.95718),(16 352.95584),(17 353.1931),(18 353.39038),(19 356.80893),(20 361.20782),(21 364.44046),(22 362.01138),(23 370.33493),(24 372.69452),(25 377.14413),(26 378.05673),(27 378.20865),(28 380.14185),(29 381.9266),(30 381.95654),(31 381.0792),(32 381.17102),(33 382.7542),(34 387.23944),(35 391.5627),(36 391.3665),(37 394.6232),(38 401.67105),(39 403.45245),(40 406.5667),(41 406.97226),(42 404.23486),(43 402.9351),(44 401.624),(45 397.2996),(46 395.28998),(47 388.8527),(48 388.17374),(49 386.73727),(50 388.79483),(51 389.42688),(52 391.36877),(53 395.92386),(54 391.20267),(55 395.9113),(56 396.43448),(57 398.9771),(58 400.06302),(59 398.07858),(60 399.40244),(61 400.77472),(62 406.33063),(63 410.6275),(64 410.5328),(65 411.84827),(66 408.25064),(67 408.88617),(68 413.87512),(69 418.17975),(70 415.15833),(71 412.97617),(72 414.61563),(73 416.25284),(74 413.47827),(75 414.6113),(76 417.5312),(77 419.94412),(78 422.5514),(79 418.72852),
(1 199.8025),(2 261.82706),(3 286.3383),(4 300.0832),(5 308.45978),(6 317.66678),(7 329.92276),(8 336.7837),(9 345.7371),(10 348.96603),(11 346.29645),(12 347.44257),(13 350.8022),(14 348.81918),(15 345.03003),(16 344.54037),(17 346.52893),(18 345.5405),(19 346.4091),(20 349.00357),(21 348.68588),(22 353.43805),(23 365.0977),(24 365.33334),(25 368.45264),(26 374.52313),(27 372.10147),(28 372.1461),(29 369.99173),(30 369.11963),(31 371.60406),(32 376.2081),(33 375.44696),(34 377.64777),(35 377.9156),(36 377.0029),(37 383.34467),(38 391.10355),(39 393.0204),(40 397.61002),(41 400.2797),(42 400.08047),(43 402.51614),(44 405.3573),(45 398.91),(46 398.50238),(47 392.3571),(48 396.15744),(49 396.90814),(50 396.98602),(51 398.8267),(52 401.96964),(53 409.2872),(54 405.9089),(55 407.6658),(56 414.7247),(57 415.3944),(58 415.12607),(59 413.3482),(60 411.5934),(61 418.1603),(62 420.79578),(63 418.0004),(64 415.41953),(65 415.6698),(66 415.9033),(67 415.38596),(68 416.4204),(69 419.88852),(70 414.8642),(71 412.94946),(72 411.8059),(73 413.26727),(74 411.03198),(75 409.24673),(76 408.13724),(77 408.28857),(78 407.78012),(79 406.28238),
(1 197.31308),(2 260.2783),(3 286.4934),(4 301.7839),(5 309.2692),(6 314.3938),(7 321.8603),(8 333.94162),(9 337.9614),(10 340.38834),(11 336.8347),(12 340.98904),(13 341.25537),(14 340.2795),(15 342.22864),(16 344.61426),(17 344.43924),(18 344.17487),(19 345.5507),(20 350.57285),(21 353.89603),(22 351.86432),(23 358.98407),(24 360.7798),(25 360.33398),(26 363.38596),(27 361.79327),(28 362.16544),(29 360.6078),(30 364.93228),(31 362.37503),(32 364.19678),(33 363.2889),(34 365.68387),(35 368.41196),(36 370.98538),(37 371.1795),(38 376.50104),(39 374.42517),(40 376.75378),(41 379.5276),(42 375.2163),(43 377.47363),(44 377.29993),(45 378.3967),(46 370.875),(47 369.7128),(48 370.60556),(49 371.08307),(50 371.77203),(51 370.98117),(52 373.1857),(53 379.23465),(54 381.12616),(55 386.28204),(56 386.24985),(57 385.42407),(58 389.717),(59 388.73532),(60 391.0451),(61 387.8594),(62 392.57703),(63 394.22623),(64 392.76138),(65 393.1986),(66 393.2056),(67 392.80573),(68 393.6439),(69 394.78113),(70 393.1769),(71 398.1927),(72 393.72662),(73 395.0893),(74 391.2955),(75 391.05362),(76 388.0673),(77 389.27542),(78 388.8088),(79 388.3449),
