1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 32115.877),(2 61044.84),(3 86436.65),(4 126295.04),(5 182058.95),(6 209926.2),(7 253771.95),(8 301299.78),(9 344738.6),(10 386942.9),(11 436017.16),(12 480537.5),(13 529152.3),(14 568386.3),(15 597482.44),(16 633644.3),(17 665730.56),(18 693486.3),(19 742075.25),(20 776645.25),(21 821060.2),(22 862623.8),(23 926285.8),(24 984608.75),(25 1059979.1),(26 1159464.3),(27 1247779),(28 1347034.1),(29 1468263.6),(30 1557904),(31 1654240.4),(32 1748684.1),(33 1863445.5),(34 1929659.4),(35 2012037.9),(36 2083055),(37 2151971.3),(38 2217248.3),(39 2281747.8),(40 2360490.3),(41 2444200),(42 2505322.8),(43 2605457.3),(44 2698627.5),(45 2770140.8),(46 2853734.8),(47 2933608.8),(48 2981986),(49 3031421),(50 3097182),(51 3135470.8),(52 3187656.3),(53 3240148.8),(54 3268571.3),(55 3364018.3),(56 3419260.8),(57 3441710.8),(58 3503076.3),(59 3580638.8),(60 3653089.3),(61 3680781.8),(62 3734899.3),(63 3781784.3),(64 3806744),(65 3812441.8),(66 3870989),(67 3882970.8),(68 3893219.3),(69 3909495.8),(70 3925226),(71 3909866.3),(72 3880650.8),(73 3869525.8),(74 3860777.3),(75 3850384.8),(76 3846810.3),(77 3824854),(78 3843224),(79 3866429.3),
(1 491.52307),(2 652.05994),(3 747.8075),(4 781.39124),(5 805.8457),(6 834.95483),(7 840.3701),(8 856.9797),(9 865.1066),(10 867.546),(11 876.72675),(12 903.37415),(13 912.27844),(14 922.1736),(15 936.24786),(16 935.3513),(17 940.5424),(18 943.16394),(19 962.3785),(20 978.4133),(21 991.2641),(22 975.8944),(23 982.3293),(24 990.7883),(25 988.0219),(26 974.9683),(27 982.4723),(28 1016.20404),(29 1020.8515),(30 1018.2284),(31 1022.44904),(32 1013.2176),(33 1020.26965),(34 1009.9611),(35 1013.66956),(36 1034.9154),(37 1027.216),(38 1011.7721),(39 1015.4947),(40 998.5618),(41 997.13477),(42 994.7045),(43 990.88477),(44 976.33386),(45 982.26215),(46 970.4924),(47 970.0391),(48 977.91064),(49 957.3361),(50 949.009),(51 958.7292),(52 951.6302),(53 939.9844),(54 943.32025),(55 939.0176),(56 932.4273),(57 931.25195),(58 932.39056),(59 931.2299),(60 943.45575),(61 939.45),(62 948.5756),(63 962.78577),(64 959.67883),(65 962.3654),(66 976.83215),(67 965.2516),(68 963.2654),(69 981.22577),(70 974.48303),(71 974.27686),(72 978.3599),(73 972.66),(74 967.31384),(75 976.93146),(76 958.94995),(77 954.97327),(78 953.08075),(79 947.6117),
(1 488.05588),(2 642.64404),(3 737.88196),(4 768.6572),(5 790.6926),(6 816.4917),(7 835.2625),(8 853.40393),(9 866.0533),(10 873.7206),(11 868.66266),(12 891.7067),(13 899.21844),(14 918.37915),(15 935.4858),(16 934.792),(17 947.27527),(18 961.20953),(19 969.23834),(20 970.9702),(21 996.56915),(22 984.6967),(23 991.56036),(24 988.5495),(25 984.0211),(26 985.02405),(27 1010.01263),(28 1031.4343),(29 1027.9185),(30 1016.2758),(31 1022.90875),(32 1017.1564),(33 1024.2542),(34 1014.32196),(35 1020.50494),(36 1032.5083),(37 1021.2329),(38 1002.8296),(39 1022.68774),(40 993.2343),(41 991.7614),(42 990.66406),(43 984.62195),(44 975.2709),(45 989.65936),(46 986.224),(47 979.2307),(48 990.0543),(49 973.0772),(50 964.2419),(51 972.9243),(52 963.03937),(53 952.5743),(54 956.60443),(55 950.02893),(56 942.7598),(57 943.10693),(58 945.62354),(59 945.55914),(60 954.23126),(61 947.8625),(62 949.5345),(63 957.4151),(64 954.9524),(65 951.1578),(66 960.1303),(67 953.6773),(68 953.5019),(69 958.96875),(70 945.29517),(71 949.3387),(72 962.28534),(73 947.2942),(74 944.64606),(75 951.54724),(76 939.25116),(77 945.9432),(78 948.83765),(79 937.0297),
(1 476.04147),(2 635.8159),(3 733.13904),(4 754.0022),(5 787.1636),(6 813.91486),(7 831.42926),(8 842.84015),(9 859.479),(10 863.8537),(11 863.6343),(12 873.7305),(13 879.4337),(14 888.4507),(15 900.0204),(16 905.42365),(17 915.65594),(18 924.3062),(19 932.01294),(20 935.2364),(21 976.6127),(22 955.9156),(23 959.94495),(24 964.13544),(25 965.79),(26 970.5616),(27 983.00183),(28 1001.96356),(29 1002.4081),(30 987.11694),(31 1001.36224),(32 1003.1615),(33 1016.43463),(34 997.9827),(35 987.0828),(36 995.88745),(37 988.186),(38 977.4909),(39 987.98114),(40 968.003),(41 964.1155),(42 959.63824),(43 948.3163),(44 936.1698),(45 949.9719),(46 943.0547),(47 941.5489),(48 943.12164),(49 923.9901),(50 916.7728),(51 930.1294),(52 920.90405),(53 917.40436),(54 930.7992),(55 928.5505),(56 928.612),(57 935.9468),(58 931.71497),(59 929.08014),(60 937.3385),(61 941.6422),(62 933.9967),(63 952.05225),(64 945.1054),(65 933.788),(66 940.96106),(67 929.5933),(68 924.17206),(69 919.484),(70 915.0997),(71 916.3787),(72 920.1745),(73 923.0161),(74 915.246),(75 922.73804),(76 916.7534),(77 923.96204),(78 927.5916),(79 917.84717),
(1 475.7475),(2 628.5615),(3 725.13),(4 753.6966),(5 787.2778),(6 811.30554),(7 819.19635),(8 837.2127),(9 856.4875),(10 863.64154),(11 866.6072),(12 881.295),(13 888.05457),(14 893.8607),(15 911.00665),(16 902.9798),(17 913.9805),(18 933.00146),(19 940.47864),(20 957.9401),(21 971.82697),(22 960.9108),(23 958.2428),(24 964.4187),(25 976.5737),(26 979.5939),(27 989.7028),(28 996.0942),(29 979.3009),(30 969.13855),(31 976.8445),(32 984.77356),(33 999.0028),(34 999.8259),(35 996.5375),(36 1001.357),(37 990.0899),(38 974.6005),(39 987.9015),(40 982.395),(41 967.3496),(42 974.3056),(43 967.24457),(44 965.60657),(45 963.987),(46 944.6695),(47 946.3478),(48 940.9312),(49 912.0241),(50 913.6976),(51 922.40497),(52 910.4167),(53 894.8477),(54 903.95746),(55 912.8776),(56 910.61316),(57 915.9357),(58 909.4273),(59 921.8415),(60 930.1787),(61 924.9478),(62 927.3573),(63 944.8026),(64 939.4729),(65 937.96716),(66 944.9378),(67 944.18976),(68 942.05316),(69 941.3151),(70 944.26215),(71 950.4051),(72 951.1296),(73 943.68585),(74 938.79083),(75 955.82086),(76 949.4478),(77 952.87836),(78 954.9715),(79 936.66833),
(1 457.07172),(2 603.62866),(3 686.2284),(4 712.07837),(5 734.4088),(6 753.0816),(7 762.37756),(8 780.3161),(9 800.33606),(10 817.16876),(11 814.97864),(12 844.3312),(13 838.90314),(14 839.75165),(15 859.1556),(16 850.65216),(17 865.2194),(18 879.2977),(19 889.0313),(20 902.6118),(21 925.46655),(22 920.8205),(23 916.3158),(24 925.5915),(25 927.6191),(26 925.54956),(27 938.4814),(28 960.7018),(29 949.86755),(30 934.13654),(31 937.6961),(32 934.189),(33 939.5589),(34 940.54974),(35 950.24426),(36 956.0771),(37 938.6687),(38 928.36426),(39 945.3198),(40 940.70496),(41 927.14124),(42 924.9823),(43 916.7657),(44 921.6318),(45 921.4655),(46 917.2603),(47 912.4178),(48 911.72766),(49 892.5305),(50 890.8765),(51 889.24713),(52 878.15497),(53 867.00995),(54 868.5426),(55 864.47687),(56 866.491),(57 874.21716),(58 864.6223),(59 873.1308),(60 891.5763),(61 884.1836),(62 888.25354),(63 899.7303),(64 898.33673),(65 898.83057),(66 900.6362),(67 902.9129),(68 909.9866),(69 920.37335),(70 923.2083),(71 919.71014),(72 920.63293),(73 915.1884),(74 908.43536),(75 919.25867),(76 904.28394),(77 904.43976),(78 906.9207),(79 890.5642),
(1 450.8029),(2 594.8588),(3 674.97675),(4 700.0607),(5 731.8309),(6 750.49316),(7 768.48486),(8 783.5661),(9 806.0317),(10 816.4455),(11 814.04126),(12 828.9439),(13 820.93695),(14 824.3434),(15 849.45496),(16 848.3062),(17 851.17035),(18 864.9647),(19 872.81116),(20 884.0356),(21 903.2966),(22 895.7298),(23 891.79596),(24 910.69885),(25 911.23596),(26 907.87634),(27 916.3393),(28 936.62823),(29 929.2598),(30 927.66284),(31 931.21405),(32 930.19006),(33 931.03467),(34 921.75214),(35 934.5732),(36 928.9877),(37 925.35236),(38 916.4241),(39 929.2111),(40 912.6519),(41 906.71906),(42 905.2748),(43 897.26105),(44 896.68286),(45 896.1119),(46 890.3144),(47 884.3057),(48 893.72156),(49 874.3649),(50 868.337),(51 872.51483),(52 866.3548),(53 859.1538),(54 866.3097),(55 860.1416),(56 854.49335),(57 861.81415),(58 847.4918),(59 849.2118),(60 863.4534),(61 868.16846),(62 862),(63 873.7809),(64 869.0117),(65 872.11426),(66 878.71594),(67 873.3486),(68 879.97186),(69 886.71277),(70 885.5419),(71 887.4553),(72 892.50073),(73 890.52747),(74 894.4859),(75 904.8873),(76 879.16003),(77 875.678),(78 875.2233),(79 877.21704),
(1 449.95734),(2 591.63336),(3 681.4203),(4 702.69495),(5 733.2397),(6 759.7397),(7 777.2484),(8 785.2305),(9 802.7418),(10 813.96204),(11 816.87177),(12 822.7533),(13 820.69824),(14 823.72205),(15 849.6458),(16 843.38007),(17 841.36993),(18 849.29407),(19 857.5931),(20 856.74243),(21 870.68646),(22 866.79346),(23 881.3086),(24 893.9187),(25 881.7475),(26 889.64844),(27 904.77454),(28 910.7659),(29 903.41406),(30 904.2364),(31 915.83075),(32 904.13855),(33 908.43243),(34 904.134),(35 899.7015),(36 899.5137),(37 897.69696),(38 896.46326),(39 917.31354),(40 898.58716),(41 890.5247),(42 881.94916),(43 879.4495),(44 883.3396),(45 897.4172),(46 886.7488),(47 885.4757),(48 887.3078),(49 865.30707),(50 861.6458),(51 869.80145),(52 859.2507),(53 847.701),(54 854.6572),(55 857.08167),(56 861.67065),(57 870.63684),(58 858.295),(59 861.5279),(60 867.92053),(61 870.5461),(62 870.2699),(63 881.0698),(64 878.64374),(65 869.6359),(66 872.51624),(67 880.7083),(68 880.74164),(69 883.5765),(70 875.48126),(71 852.98663),(72 856.5111),(73 850.1381),(74 855.0683),(75 878.09265),(76 857.9827),(77 847.55176),(78 851.16235),(79 847.44794),
(1 447.20346),(2 588.1575),(3 676.58887),(4 692.8383),(5 715.603),(6 741.65594),(7 762.1824),(8 769.7636),(9 787.34467),(10 791.3132),(11 790.0507),(12 801.91504),(13 808.052),(14 812.48254),(15 831.7064),(16 822.7494),(17 830.35297),(18 843.7501),(19 851.6556),(20 847.6548),(21 856.63544),(22 859.26025),(23 876.0213),(24 878.55005),(25 881.7487),(26 887.31104),(27 899.19147),(28 910.92957),(29 905.76434),(30 899.2749),(31 905.5086),(32 891.46216),(33 904.99963),(34 906.85736),(35 906.9293),(36 914.071),(37 908.3019),(38 897.94476),(39 910.5055),(40 897.4049),(41 895.76184),(42 896.96277),(43 889.7774),(44 888.6015),(45 893.035),(46 889.01117),(47 886.24164),(48 883.81226),(49 865.2844),(50 858.31555),(51 862.8864),(52 851.1427),(53 848.6136),(54 860.05597),(55 855.95306),(56 862.9315),(57 869.0132),(58 867.5394),(59 860.3571),(60 858.7054),(61 860.059),(62 856.379),(63 869.68024),(64 865.1395),(65 868.06396),(66 878.57825),(67 880.43207),(68 877.6387),(69 882.0312),(70 873.5088),(71 857.7355),(72 861.4648),(73 855.4256),(74 853.4589),(75 881.4339),(76 884.5678),(77 873.8094),(78 885.91974),(79 872.95654),
(1 447.38428),(2 583.3254),(3 655.0073),(4 673.38513),(5 704.69464),(6 735.4139),(7 751.2807),(8 756.1238),(9 775.30164),(10 779.4318),(11 782.007),(12 794.3981),(13 803.9605),(14 807.74445),(15 824.08545),(16 821.69366),(17 828.85364),(18 838.25287),(19 839.81616),(20 838.2524),(21 840.8845),(22 839.04407),(23 844.58185),(24 848.6266),(25 845.5226),(26 858.0411),(27 871.1585),(28 873.7228),(29 870.5287),(30 882.9029),(31 898.00287),(32 887.2238),(33 890.8251),(34 884.3827),(35 886.7677),(36 893.08716),(37 889.9178),(38 879.9128),(39 889.49805),(40 878.87604),(41 874.565),(42 872.4056),(43 871.35986),(44 853.3674),(45 851.80786),(46 851.545),(47 854.01337),(48 860.1085),(49 840.32983),(50 838.5932),(51 837.4357),(52 821.825),(53 824.09894),(54 842.8849),(55 838.74774),(56 845.243),(57 845.8379),(58 841.1642),(59 839.3475),(60 835.97565),(61 835.8425),(62 835.42773),(63 841.4784),(64 838.3666),(65 853.033),(66 861.09485),(67 859.23334),(68 863.1583),(69 864.6049),(70 852.75085),(71 849.7634),(72 849.30664),(73 846.79285),(74 849.28906),(75 870.4318),(76 860.774),(77 855.4763),(78 855.69617),(79 851.98627),
(1 442.31174),(2 575.0817),(3 650.91),(4 666.2858),(5 698.1353),(6 722.95245),(7 737.6489),(8 746.8414),(9 768.3071),(10 780.2356),(11 778.6228),(12 792.4417),(13 804.24036),(14 804.4855),(15 820.715),(16 817.2806),(17 821.4626),(18 831.5535),(19 836.26556),(20 837.0425),(21 850.67444),(22 846.7953),(23 845.6629),(24 833.78613),(25 829.90753),(26 838.25476),(27 857.2744),(28 863.9104),(29 859.20886),(30 862.4482),(31 874.6277),(32 873.82477),(33 865.3005),(34 862.00507),(35 863.55554),(36 862.49524),(37 852.223),(38 845.40845),(39 863.5543),(40 847.66003),(41 841.1359),(42 850.42975),(43 851.0219),(44 833.19867),(45 841.2671),(46 838.5891),(47 842.2355),(48 838.58496),(49 817.967),(50 806.3271),(51 813.8958),(52 803.9628),(53 795.2567),(54 810.3647),(55 804.0705),(56 807.43604),(57 809.4047),(58 792.0707),(59 808.639),(60 810.62494),(61 812.5647),(62 827.3058),(63 834.42773),(64 831.51636),(65 824.58923),(66 832.08234),(67 829.7788),(68 830.58795),(69 831.92554),(70 829.8355),(71 827.9852),(72 827.05237),(73 828.758),(74 825.6168),(75 839.735),(76 830.04895),(77 823.13336),(78 826.513),(79 821.6795),
(1 433.19278),(2 567.0658),(3 641.9921),(4 663.05994),(5 698.30554),(6 714.1915),(7 727.89246),(8 742.189),(9 755.203),(10 768.58014),(11 779.2714),(12 792.4653),(13 798.4735),(14 804.166),(15 817.7714),(16 815.3105),(17 807.5524),(18 817.87836),(19 828.3559),(20 830.63165),(21 846.9385),(22 845.79346),(23 850.4041),(24 844.38086),(25 841.5553),(26 839.66766),(27 854.8591),(28 867.62683),(29 857.0473),(30 855.58746),(31 865.8583),(32 859.1617),(33 861.21594),(34 853.0418),(35 848.0888),(36 846.0042),(37 837.6452),(38 834.5347),(39 853.4176),(40 849.1036),(41 842.0142),(42 847.7848),(43 846.0407),(44 836.5877),(45 844.12054),(46 838.7505),(47 836.4919),(48 840.94305),(49 814.92114),(50 807.92444),(51 817.51935),(52 804.58325),(53 802.89136),(54 805.98303),(55 808.11487),(56 813.50867),(57 817.8878),(58 806.99347),(59 812.113),(60 817.9572),(61 813.7058),(62 826.444),(63 823.9128),(64 824.63684),(65 821.3918),(66 840.38226),(67 840.5022),(68 842.2553),(69 838.3377),(70 825.30493),(71 815.2073),(72 822.4959),(73 825.52527),(74 825.69135),(75 840.00024),(76 834.4459),(77 828.83093),(78 825.371),(79 824.88586),
(1 431.32602),(2 565.8511),(3 639.1109),(4 663.119),(5 692.613),(6 708.9897),(7 724.81256),(8 738.31),(9 757.97797),(10 766.3209),(11 774.1147),(12 785.0313),(13 777.8206),(14 791.94604),(15 802.9856),(16 800.6313),(17 796.06396),(18 812.1967),(19 817.15564),(20 824.46),(21 831.3639),(22 826.45154),(23 831.68396),(24 832.6879),(25 826.6275),(26 824.7706),(27 841.91095),(28 850.38684),(29 843.48505),(30 845.0828),(31 851.9645),(32 853.4746),(33 859.78503),(34 858.2953),(35 854.568),(36 846.4011),(37 840.01715),(38 839.7855),(39 850.4112),(40 836.8607),(41 836.5429),(42 840.3578),(43 825.3802),(44 828.4197),(45 837.8366),(46 839.17035),(47 839.2446),(48 843.4672),(49 816.0394),(50 814.61926),(51 819.41376),(52 804.15424),(53 803.4274),(54 811.22394),(55 810.5519),(56 816.3273),(57 812.4943),(58 809.71967),(59 815.03296),(60 830.40076),(61 827.3698),(62 824.58496),(63 825.15564),(64 825.6838),(65 832.46387),(66 835.30615),(67 825.08246),(68 827.3168),(69 826.08075),(70 812.9109),(71 808.2191),(72 807.6305),(73 795.4451),(74 797.8135),(75 811.8568),(76 809.13196),(77 808.6807),(78 808.4556),(79 807.97626),
(1 431.17343),(2 553.2628),(3 627.28827),(4 657.0924),(5 681.74286),(6 697.2032),(7 711.8765),(8 721.1623),(9 738.40234),(10 755.98425),(11 760.5352),(12 772.7554),(13 771.37506),(14 781.9459),(15 797.0078),(16 796.5157),(17 794.3138),(18 806.8907),(19 806.59753),(20 819.29675),(21 826.8205),(22 824.19476),(23 827.96704),(24 824.8375),(25 817.0346),(26 823.6736),(27 846.80835),(28 853.7682),(29 841.8084),(30 848.28357),(31 845.1389),(32 849.4038),(33 853.6176),(34 849.6763),(35 844.3706),(36 843.9163),(37 834.747),(38 828.68304),(39 841.75696),(40 822.85645),(41 821.4646),(42 827.2723),(43 813.336),(44 807.96954),(45 805.32776),(46 808.5322),(47 812.71075),(48 814.3933),(49 793.4901),(50 794.3538),(51 801.08356),(52 789.8654),(53 780.7358),(54 785.40466),(55 786.33417),(56 783.1596),(57 783.1815),(58 777.4572),(59 788.54456),(60 807.63873),(61 808.93665),(62 806.1859),(63 819.0734),(64 813.565),(65 813.7994),(66 813.13605),(67 805.1385),(68 806.62225),(69 810.47455),(70 804.61896),(71 801.3114),(72 806.2469),(73 798.56287),(74 794.6462),(75 806.8986),(76 794.8114),(77 798.258),(78 799.1488),(79 785.8674),
(1 419.22946),(2 542.2329),(3 621.7121),(4 641.71716),(5 664.95795),(6 684.7053),(7 691.9226),(8 697.02344),(9 713.83856),(10 729.33997),(11 741.272),(12 743.6894),(13 754.96686),(14 765.9487),(15 774.0388),(16 767.3887),(17 764.19586),(18 771.6395),(19 774.5394),(20 780.2964),(21 795.79034),(22 796.1009),(23 794.7271),(24 794.14154),(25 787.73083),(26 791.7861),(27 816.2866),(28 818.43115),(29 813.1212),(30 817.5602),(31 827.7801),(32 827.134),(33 830.7964),(34 830.0999),(35 823.4719),(36 826.7122),(37 816.0181),(38 810.97565),(39 826.1671),(40 807.08246),(41 798.64716),(42 800.55853),(43 783.5207),(44 776.427),(45 771.5045),(46 769.82086),(47 776.41895),(48 786.7588),(49 762.72394),(50 767.6398),(51 784.5287),(52 766.2428),(53 759.61615),(54 764.76935),(55 760.6068),(56 761.81445),(57 770.9564),(58 761.00037),(59 760.6485),(60 774.1198),(61 771.68677),(62 772.0181),(63 785.0961),(64 778.4952),(65 779.37476),(66 789.1428),(67 788.11664),(68 783.4818),(69 782.4439),(70 774.16),(71 770.46313),(72 778.8612),(73 768.91534),(74 772.42456),(75 782.19727),(76 771.89404),(77 773.7734),(78 769.3985),(79 756.2983),
(1 424.1311),(2 558.47406),(3 633.86707),(4 660.68506),(5 686.4164),(6 700.53644),(7 707.482),(8 710.68),(9 727.98486),(10 735.61316),(11 742.9978),(12 750.39374),(13 750.4957),(14 759.0911),(15 772.38135),(16 764.6317),(17 758.4638),(18 767.25226),(19 768.0327),(20 777.04346),(21 788.47955),(22 791.51135),(23 799.3284),(24 792.97455),(25 783.2956),(26 783.5285),(27 796.55255),(28 807.4193),(29 803.85223),(30 801.8343),(31 815.41),(32 816.0518),(33 816.27844),(34 819.05304),(35 818.83093),(36 819.28766),(37 812.4776),(38 810.86395),(39 833.6287),(40 813.89087),(41 799.8915),(42 805.8994),(43 793.10266),(44 787.57855),(45 788.97736),(46 793.87756),(47 802.27234),(48 807.14014),(49 779.07074),(50 771.9852),(51 776.9605),(52 769.2791),(53 757.25446),(54 767.6552),(55 769.68054),(56 766.20844),(57 769.566),(58 763.938),(59 763.5968),(60 768.72675),(61 772.3416),(62 766.71155),(63 782.1686),(64 776.9322),(65 780.64685),(66 789.16516),(67 787.8728),(68 785.62274),(69 783.5096),(70 778.79846),(71 779.8102),(72 792.1369),(73 793.09784),(74 792.3129),(75 803.07697),(76 779.7459),(77 774.568),(78 774.57263),(79 767.52545),
(1 422.23306),(2 553.4392),(3 622.7128),(4 641.8416),(5 659.6468),(6 682.7229),(7 691.90515),(8 699.35547),(9 714.3436),(10 720.44385),(11 717.43317),(12 727.9702),(13 723.72766),(14 729.34015),(15 741.1194),(16 742.34827),(17 747.5333),(18 764.7518),(19 770.6173),(20 769.1522),(21 781.5917),(22 790.0745),(23 802.029),(24 802.807),(25 795.80084),(26 805.72485),(27 816.2919),(28 816.4826),(29 810.3224),(30 805.2077),(31 812.3654),(32 811.00256),(33 801.3723),(34 802.87354),(35 795.61755),(36 800.3587),(37 792.41003),(38 793.8683),(39 801.6287),(40 777.72986),(41 776.24054),(42 774.2368),(43 766.3355),(44 770.3429),(45 772.2657),(46 766.2119),(47 765.8847),(48 773.5341),(49 747.0582),(50 736.6223),(51 739.7357),(52 735.64417),(53 723.32135),(54 737.8691),(55 741.3165),(56 739.80304),(57 740.48376),(58 733.32324),(59 740.8515),(60 754.6926),(61 755.056),(62 747.0894),(63 760.0931),(64 750.0087),(65 741.33655),(66 750.935),(67 751.807),(68 756.6352),(69 760.3365),(70 752.3668),(71 754.3786),(72 758.7074),(73 761.2552),(74 761.6058),(75 776.563),(76 762.43085),(77 757.34033),(78 761.4507),(79 753.8999),
(1 414.63397),(2 547.18726),(3 603.3572),(4 624.35657),(5 639.4978),(6 666.8111),(7 668.0928),(8 680.3641),(9 695.0168),(10 697.8172),(11 697.0234),(12 701.3593),(13 698.5873),(14 702.81177),(15 716.3694),(16 722.09686),(17 726.4416),(18 747.5394),(19 751.6119),(20 750.99817),(21 761.37103),(22 762.4919),(23 768.52216),(24 770.1656),(25 762.1183),(26 773.44794),(27 782.19037),(28 790.8357),(29 787.8866),(30 785.7231),(31 795.97375),(32 791.5628),(33 776.6802),(34 772.63983),(35 777.80536),(36 780.9047),(37 777.8768),(38 768.2961),(39 778.31464),(40 762.32544),(41 760.9765),(42 771.2734),(43 759.9162),(44 762.2607),(45 761.92706),(46 758.77045),(47 758.2473),(48 761.28937),(49 736.83887),(50 726.9947),(51 742.7709),(52 735.6877),(53 730.46246),(54 736.4175),(55 735.052),(56 731.8927),(57 738.5358),(58 730.18695),(59 736.6318),(60 748.6381),(61 748.38025),(62 744.76294),(63 759.65717),(64 745.8903),(65 753.6472),(66 757.3991),(67 748.4836),(68 758.94946),(69 763.24664),(70 757.3624),(71 758.19446),(72 755.33545),(73 747.4552),(74 742.5357),(75 746.8025),(76 737.6793),(77 734.1344),(78 739.4344),(79 737.84265),
(1 419.05453),(2 560.2677),(3 625.066),(4 645.2136),(5 664.6888),(6 687.23975),(7 695.7682),(8 704.7726),(9 718.2809),(10 726.04956),(11 719.7433),(12 726.6747),(13 719.5213),(14 721.6211),(15 732.36005),(16 734.9574),(17 740.64557),(18 750.7171),(19 757.0192),(20 757.9645),(21 762.9451),(22 755.44745),(23 750.26636),(24 759.54535),(25 748.13153),(26 750.2055),(27 757.26117),(28 767.176),(29 769.83496),(30 766.3847),(31 775.0402),(32 779.5806),(33 772.9131),(34 768.537),(35 776.60046),(36 773.8767),(37 770.8118),(38 761.36194),(39 765.5327),(40 756.60406),(41 758.4624),(42 763.8423),(43 758.5532),(44 752.12787),(45 756.3626),(46 740.88776),(47 734.7217),(48 734.98914),(49 711.8614),(50 701.4988),(51 717.07135),(52 705.0436),(53 709.74347),(54 718.28394),(55 720.5478),(56 713.6555),(57 725.4748),(58 724.00146),(59 727.1875),(60 743.19885),(61 749.92163),(62 745.8646),(63 754.8077),(64 748.96954),(65 752.99927),(66 755.3754),(67 753.86835),(68 754.1556),(69 762.9686),(70 756.67017),(71 748.3441),(72 757.2349),(73 748.7149),(74 745.8161),(75 745.16626),(76 737.02856),(77 736.3449),(78 744.93463),(79 743.73145),
