1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,
(1 0.00015951702),(2 0.93749505),(3 4.4147754),(4 7.1511955),(5 7.1375613),(6 11.3782425),(7 15.090371),(8 15.149106),(9 15.149348),(10 15.036897),(11 15.0906725),(12 15.116731),(13 15.109429),(14 16.49535),(15 18.258173),(16 20.211288),(17 20.267725),(18 23.213804),(19 22.706549),(20 22.654245),(21 22.650204),(22 23.927727),(23 23.29117),(24 25.912153),(25 25.916424),(26 28.181585),(27 34.939167),(28 37.619602),(29 37.681446),(30 36.84348),(31 36.836143),(32 38.060318),(33 38.064228),(34 33.84783),(35 30.52658),(36 32.901703),(37 32.925816),(38 35.685562),(39 36.408337),(40 37.281494),(41 37.286114),(42 37.563076),(43 40.35571),(44 40.35481),
(1 0.00024249853),(2 1.6404847),(3 8.022027),(4 11.731218),(5 11.712981),(6 17.274775),(7 20.081364),(8 21.747654),(9 21.738743),(10 23.087423),(11 24.582094),(12 25.88658),(13 25.921986),(14 28.866467),(15 32.255096),(16 33.680317),(17 33.73592),(18 39.565796),(19 44.736168),(20 43.76884),(21 43.727554),(22 41.44842),(23 39.216908),(24 43.629593),(25 43.645443),(26 46.566296),(27 55.891727),(28 54.349648),(29 54.45313),(30 56.898396),(31 60.094437),(32 59.251106),(33 59.189304),(34 55.37251),(35 47.629337),(36 50.143818),(37 50.163555),(38 54.864597),(39 56.032944),(40 56.30428),(41 56.33462),(42 54.85244),(43 53.079895),(44 53.088787),
(1 0.00031653812),(2 2.6149268),(3 10.610564),(4 14.723786),(5 14.704718),(6 20.516394),(7 26.78963),(8 25.442972),(9 25.451612),(10 24.305452),(11 25.042847),(12 29.445961),(13 29.47362),(14 31.733755),(15 33.073425),(16 37.46136),(17 37.476753),(18 39.923107),(19 40.896496),(20 41.14535),(21 41.109688),(22 40.564552),(23 48.032127),(24 48.35229),(25 48.345882),(26 47.13451),(27 49.881508),(28 52.631916),(29 52.63786),(30 52.659286),(31 58.715256),(32 60.37253),(33 60.36609),(34 55.17826),(35 45.557606),(36 44.283),(37 44.269764),(38 45.066536),(39 48.927914),(40 52.214725),(41 52.168915),(42 52.959152),(43 55.745018),(44 55.73977),
(1 0.00049444666),(2 2.642773),(3 10.8615),(4 15.084209),(5 15.071922),(6 18.56776),(7 20.873146),(8 24.162827),(9 24.186352),(10 26.820244),(11 30.700169),(12 34.94299),(13 34.93709),(14 35.77273),(15 41.376034),(16 44.81271),(17 44.79377),(18 46.711624),(19 49.09194),(20 49.759895),(21 49.781246),(22 51.469242),(23 54.525406),(24 55.104645),(25 55.151794),(26 55.80629),(27 58.99846),(28 61.027225),(29 61.14352),(30 61.892822),(31 60.038082),(32 59.028477),(33 59.033478),(34 57.890182),(35 56.5611),(36 57.694225),(37 57.663696),(38 58.050922),(39 59.273758),(40 58.988117),(41 58.98139),(42 58.57051),(43 61.62578),(44 61.627834),
(1 0.0005164518),(2 2.5785596),(3 9.034871),(4 13.344719),(5 13.347711),(6 18.970741),(7 25.471415),(8 27.945808),(9 27.980541),(10 28.316008),(11 31.580292),(12 34.38378),(13 34.37107),(14 33.068558),(15 35.049225),(16 38.760757),(17 38.80264),(18 41.643394),(19 43.376755),(20 43.047962),(21 43.029858),(22 44.324814),(23 44.811546),(24 42.99361),(25 43.012276),(26 44.63933),(27 48.017605),(28 52.437042),(29 52.44854),(30 54.999233),(31 54.43743),(32 56.12182),(33 56.141144),(34 52.668396),(35 48.38355),(36 47.75837),(37 47.765785),(38 48.054314),(39 51.58711),(40 51.4355),(41 51.414738),(42 51.065525),(43 54.684155),(44 54.6832),
(1 0.00042105681),(2 2.2241914),(3 7.8723583),(4 9.997366),(5 10.005887),(6 11.746538),(7 15.57222),(8 17.696772),(9 17.734854),(10 18.729172),(11 20.873308),(12 23.322256),(13 23.29924),(14 23.826162),(15 24.102245),(16 24.931791),(17 24.950804),(18 26.172071),(19 28.208475),(20 27.95488),(21 27.935131),(22 26.78841),(23 28.744198),(24 27.932402),(25 27.882307),(26 28.46208),(27 33.1006),(28 35.170475),(29 35.289825),(30 34.760555),(31 35.80043),(32 34.651714),(33 34.661667),(34 31.841389),(35 32.25322),(36 32.865833),(37 32.85414),(38 31.739885),(39 32.959747),(40 32.70294),(41 32.69299),(42 32.82467),(43 34.31868),(44 34.322895),
(1 0.00054417655),(2 2.47177),(3 7.9818254),(4 10.995475),(5 11.018803),(6 12.996585),(7 15.474051),(8 17.826523),(9 17.844479),(10 19.988718),(11 23.400537),(12 25.837616),(13 25.859547),(14 27.320322),(15 29.246334),(16 29.79286),(17 29.799377),(18 30.792109),(19 30.725428),(20 31.458529),(21 31.482248),(22 31.59028),(23 32.478733),(24 32.024677),(25 32.02416),(26 32.089016),(27 35.681873),(28 38.206387),(29 38.33575),(30 36.473377),(31 39.927006),(32 41.696495),(33 41.694065),(34 43.155884),(35 41.091297),(36 40.290154),(37 40.29579),(38 39.239666),(39 39.567516),(40 38.59392),(41 38.59071),(42 37.49837),(43 39.998688),(44 40.012093),
(1 0.0006166687),(2 2.3035185),(3 7.36335),(4 9.833325),(5 9.844354),(6 12.105486),(7 16.143518),(8 17.314629),(9 17.32386),(10 19.293701),(11 21.599653),(12 23.245796),(13 23.27845),(14 23.98828),(15 24.049423),(16 24.405571),(17 24.406765),(18 25.3197),(19 26.170174),(20 26.71556),(21 26.714323),(22 26.346966),(23 27.637049),(24 26.789324),(25 26.80131),(26 26.416075),(27 29.37908),(28 29.963797),(29 30.09852),(30 29.669445),(31 32.847565),(32 34.934925),(33 34.939163),(34 35.492424),(35 35.52968),(36 36.007957),(37 36.018173),(38 35.660805),(39 33.25016),(40 33.535786),(41 33.543247),(42 33.163364),(43 33.904026),(44 33.916214),
(1 0.00066471257),(2 1.7816099),(3 6.6912403),(4 8.725096),(5 8.723886),(6 9.946879),(7 13.017622),(8 14.584975),(9 14.606826),(10 16.389572),(11 18.53761),(12 20.2064),(13 20.219652),(14 21.915562),(15 22.900492),(16 22.659771),(17 22.718761),(18 23.425026),(19 25.332697),(20 26.025328),(21 26.040768),(22 25.410318),(23 24.698063),(24 24.562557),(25 24.56328),(26 24.94714),(27 25.807375),(28 26.904184),(29 27.016907),(30 26.33801),(31 28.550365),(32 30.636229),(33 30.639399),(34 31.151285),(35 30.096024),(36 30.116316),(37 30.122538),(38 29.904232),(39 29.181555),(40 29.165985),(41 29.182846),(42 29.777481),(43 29.982912),(44 29.990526),
(1 0.0006358725),(2 1.6995782),(3 6.33518),(4 8.970831),(5 8.961806),(6 11.420289),(7 14.149632),(8 16.64854),(9 16.658943),(10 18.472265),(11 19.48568),(12 20.31866),(13 20.344349),(14 21.294758),(15 22.750633),(16 23.176497),(17 23.205572),(18 23.388277),(19 23.507996),(20 24.390368),(21 24.404926),(22 23.684164),(23 23.646439),(24 23.327772),(25 23.340296),(26 23.91641),(27 25.540182),(28 26.972532),(29 27.078634),(30 26.53643),(31 26.485195),(32 28.156702),(33 28.160488),(34 28.997478),(35 27.980637),(36 27.727821),(37 27.744005),(38 27.143112),(39 25.83678),(40 25.398914),(41 25.39025),(42 25.010798),(43 26.54817),(44 26.551891),
(1 0.0005912982),(2 1.3991207),(3 4.7486115),(4 6.4734836),(5 6.472798),(6 7.497564),(7 9.806371),(8 11.306113),(9 11.305711),(10 13.1161375),(11 16.75087),(12 17.604544),(13 17.624352),(14 17.954575),(15 18.74105),(16 18.92885),(17 18.944656),(18 19.444181),(19 20.266241),(20 20.098442),(21 20.09445),(22 18.54278),(23 16.966148),(24 17.251991),(25 17.2575),(26 17.246956),(27 18.807245),(28 18.380198),(29 18.43982),(30 18.029522),(31 19.205976),(32 20.141033),(33 20.16043),(34 20.617767),(35 19.685574),(36 19.685661),(37 19.703798),(38 20.40849),(39 19.252687),(40 19.761137),(41 19.760958),(42 19.282484),(43 20.24766),(44 20.252117),
