1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,
(1 0.00005842524),(2 0.005202383),(3 0.01271027),(4 0.014146295),(5 0.014170909),(6 0.014959424),(7 0.020035373),(8 0.020433916),(9 0.020356582),(10 0.020706205),(11 0.021659914),(12 0.02411399),(13 0.024041405),(14 0.02395692),(15 0.024463812),(16 0.026295893),(17 0.025940778),(18 0.026573049),(19 0.025390754),(20 0.02757855),(21 0.027489029),(22 0.025033379),(23 0.027272405),(24 0.02669422),(25 0.026715616),(26 0.026864279),(27 0.0311422),(28 0.030943295),(29 0.030837478),(30 0.029642541),(31 0.03091026),(32 0.033380672),(33 0.033147763),(34 0.031836018),(35 0.029185891),(36 0.031571906),(37 0.0314374),(38 0.029562268),(39 0.031157592),(40 0.030438721),(41 0.030435326),(42 0.029143706),(43 0.031306192),(44 0.031263556),
(1 0.00003598207),(2 0.0022967593),(3 0.00486762),(4 0.0048521315),(5 0.0048576943),(6 0.004627504),(7 0.0058137514),(8 0.0056617563),(9 0.0056174523),(10 0.0055670035),(11 0.005572151),(12 0.0066223303),(13 0.0065642744),(14 0.0060275183),(15 0.006265935),(16 0.0069476413),(17 0.0067667738),(18 0.006199078),(19 0.0060335705),(20 0.0073843612),(21 0.0073239263),(22 0.0060975496),(23 0.0071557495),(24 0.0065551135),(25 0.0065757055),(26 0.006249701),(27 0.00782315),(28 0.0074278554),(29 0.0074020927),(30 0.006631705),(31 0.006684592),(32 0.008029559),(33 0.00789313),(34 0.0070486735),(35 0.0064923884),(36 0.007746813),(37 0.007650953),(38 0.006668076),(39 0.0074764765),(40 0.0068169883),(41 0.006839009),(42 0.0062787775),(43 0.0077225394),(44 0.0077026496),
(1 0.0000326441),(2 0.0019472603),(3 0.0039417013),(4 0.0039023606),(5 0.003908006),(6 0.0037552516),(7 0.0046916916),(8 0.004620292),(9 0.004582622),(10 0.0044991644),(11 0.004504699),(12 0.0053999685),(13 0.0053378544),(14 0.0048483163),(15 0.0049935943),(16 0.005547884),(17 0.005375512),(18 0.0049843728),(19 0.0047784015),(20 0.005788591),(21 0.005721703),(22 0.0048809056),(23 0.005687851),(24 0.0052401223),(25 0.0052473787),(26 0.004921657),(27 0.0061732987),(28 0.0058545494),(29 0.0058093276),(30 0.0052745272),(31 0.0053385785),(32 0.0064232275),(33 0.00631072),(34 0.005610002),(35 0.005185483),(36 0.006221018),(37 0.0061454987),(38 0.0053707226),(39 0.0059627863),(40 0.005408325),(41 0.0054285927),(42 0.0050034467),(43 0.0061190524),(44 0.006101406),
(1 0.00001954978),(2 0.0010901936),(3 0.002139006),(4 0.0021043455),(5 0.0021072198),(6 0.0020217479),(7 0.0025542092),(8 0.0024871517),(9 0.0024758747),(10 0.002414272),(11 0.0023513199),(12 0.0028532853),(13 0.0028298355),(14 0.0025360303),(15 0.0026205275),(16 0.0028899903),(17 0.0028164303),(18 0.00263119),(19 0.0025404913),(20 0.003066932),(21 0.0030268535),(22 0.0025800432),(23 0.0029949378),(24 0.0027580655),(25 0.0027573511),(26 0.002651805),(27 0.0033209638),(28 0.003134905),(29 0.0031139017),(30 0.002765949),(31 0.0027752945),(32 0.0033441342),(33 0.0032982659),(34 0.0029440771),(35 0.002716395),(36 0.0033529063),(37 0.003304477),(38 0.0028378048),(39 0.0031212135),(40 0.0028526061),(41 0.002867267),(42 0.0026414737),(43 0.0032337655),(44 0.0032276988),
(1 0.000020640282),(2 0.001084478),(3 0.002105645),(4 0.0020761436),(5 0.002082732),(6 0.001955771),(7 0.0024559111),(8 0.0024089243),(9 0.0024038602),(10 0.0023835716),(11 0.0023118022),(12 0.0027805096),(13 0.0027447317),(14 0.0025037),(15 0.0025257764),(16 0.0028141413),(17 0.002733758),(18 0.0025612956),(19 0.0024189735),(20 0.0029640268),(21 0.0029336982),(22 0.0024611128),(23 0.002897164),(24 0.0026963425),(25 0.0027001363),(26 0.0025229685),(27 0.0031641247),(28 0.0030328583),(29 0.00303739),(30 0.0026963588),(31 0.0026408369),(32 0.0032541014),(33 0.0031877665),(34 0.002866802),(35 0.002640107),(36 0.0032111544),(37 0.003172062),(38 0.0027085317),(39 0.0030350464),(40 0.002752886),(41 0.0027576764),(42 0.002535257),(43 0.003181117),(44 0.0031751278),
(1 0.000014292912),(2 0.0007096101),(3 0.001366572),(4 0.0013312318),(5 0.0013362287),(6 0.0012441551),(7 0.0015746963),(8 0.0015236089),(9 0.0015160975),(10 0.0014978552),(11 0.0014786497),(12 0.0017438871),(13 0.0017327769),(14 0.001577967),(15 0.0016137975),(16 0.0017674395),(17 0.0017105658),(18 0.0016238757),(19 0.0015370011),(20 0.0018963773),(21 0.0018750824),(22 0.0015648399),(23 0.0018084928),(24 0.0016811135),(25 0.0016829367),(26 0.0015816408),(27 0.0019482301),(28 0.0018677311),(29 0.001861335),(30 0.0016920366),(31 0.0016623638),(32 0.0020318197),(33 0.0020031345),(34 0.0017706556),(35 0.0016620655),(36 0.0020216207),(37 0.0019929404),(38 0.0017033791),(39 0.0019021231),(40 0.0017294876),(41 0.0017321203),(42 0.0015682966),(43 0.0019496849),(44 0.0019469463),
(1 0.000014809263),(2 0.00070371706),(3 0.0013201499),(4 0.0012870727),(5 0.0012909328),(6 0.0012136806),(7 0.0015152786),(8 0.0014869892),(9 0.001482441),(10 0.0014482202),(11 0.0014079374),(12 0.0016852957),(13 0.0016604895),(14 0.0015228898),(15 0.0015455809),(16 0.0017151484),(17 0.0016743199),(18 0.0015524154),(19 0.0015166313),(20 0.001825501),(21 0.0018043236),(22 0.0015506448),(23 0.0017874411),(24 0.0016618182),(25 0.0016543966),(26 0.0015697983),(27 0.0019377061),(28 0.0018320812),(29 0.001838634),(30 0.001665132),(31 0.0016668552),(32 0.002006734),(33 0.0019782232),(34 0.0017343434),(35 0.0016136992),(36 0.0019541522),(37 0.0019272647),(38 0.0016873191),(39 0.0018058289),(40 0.0016791399),(41 0.0016832039),(42 0.0015549517),(43 0.001933475),(44 0.0019280934),
(1 0.00001183776),(2 0.0005019064),(3 0.0009306021),(4 0.0008984871),(5 0.00090189296),(6 0.00086571975),(7 0.0010627253),(8 0.0010151054),(9 0.0010089646),(10 0.0010119154),(11 0.0009759976),(12 0.0011721867),(13 0.0011589774),(14 0.0010612042),(15 0.0010791192),(16 0.0011949256),(17 0.0011609718),(18 0.0010883183),(19 0.0010512355),(20 0.0012568675),(21 0.0012455079),(22 0.0010798709),(23 0.0012583117),(24 0.0011603329),(25 0.0011648459),(26 0.0011076177),(27 0.0013482904),(28 0.001269917),(29 0.0012619859),(30 0.0011455541),(31 0.0011529222),(32 0.001398718),(33 0.0013728483),(34 0.001215464),(35 0.0011210102),(36 0.001354991),(37 0.0013439149),(38 0.0011632623),(39 0.001280324),(40 0.0011661239),(41 0.0011672679),(42 0.0010952677),(43 0.0013349401),(44 0.0013326919),
(1 0.000007403719),(2 0.0002976727),(3 0.0005566717),(4 0.0005203941),(5 0.0005231596),(6 0.00050416845),(7 0.0006260932),(8 0.00058618543),(9 0.00058725616),(10 0.00059079775),(11 0.000580225),(12 0.0007118198),(13 0.00070325955),(14 0.0006304439),(15 0.0006200895),(16 0.0007076647),(17 0.00068602274),(18 0.000645873),(19 0.00061403896),(20 0.0007473683),(21 0.0007438146),(22 0.0006313104),(23 0.0007322471),(24 0.0006746267),(25 0.0006756952),(26 0.00065946276),(27 0.0007914207),(28 0.0007326752),(29 0.0007408172),(30 0.0006667137),(31 0.00068702083),(32 0.00080773246),(33 0.00079938077),(34 0.0007169703),(35 0.00065869786),(36 0.00078927516),(37 0.00077683054),(38 0.000673341),(39 0.00074481755),(40 0.00068428443),(41 0.00068552664),(42 0.00065046974),(43 0.00079706416),(44 0.00079537206),
(1 0.000009645554),(2 0.00039561818),(3 0.0007390886),(4 0.00069952226),(5 0.0006989316),(6 0.00067481806),(7 0.0008352507),(8 0.0007753997),(9 0.000775944),(10 0.0007905211),(11 0.0007749319),(12 0.0009295581),(13 0.00091586297),(14 0.00082570995),(15 0.0008617402),(16 0.00092513306),(17 0.0008976695),(18 0.0008387331),(19 0.00082392927),(20 0.0009652555),(21 0.0009534778),(22 0.00081842206),(23 0.0009450382),(24 0.00088236725),(25 0.0008835984),(26 0.00085702917),(27 0.001049186),(28 0.0009886151),(29 0.0009755136),(30 0.0008786693),(31 0.00088141323),(32 0.0010288408),(33 0.0010119777),(34 0.0009240712),(35 0.0008745955),(36 0.001054185),(37 0.0010411419),(38 0.0008965308),(39 0.0009937466),(40 0.00091380096),(41 0.0009156694),(42 0.0008551567),(43 0.0010369481),(44 0.0010352747),
(1 0.0000034306481),(2 0.00014357816),(3 0.00025069166),(4 0.00024771068),(5 0.00024977568),(6 0.00023674437),(7 0.00028979653),(8 0.0002808436),(9 0.0002774305),(10 0.00027148414),(11 0.00026916686),(12 0.00031854294),(13 0.0003157893),(14 0.00028960637),(15 0.00030153245),(16 0.00032440628),(17 0.00031530013),(18 0.00029993412),(19 0.00029154707),(20 0.00034562778),(21 0.0003435723),(22 0.00028142397),(23 0.0003143776),(24 0.0003032495),(25 0.0003033419),(26 0.000297516),(27 0.00035116656),(28 0.00032828143),(29 0.00032709967),(30 0.00030304742),(31 0.0002988573),(32 0.00035816355),(33 0.00035325708),(34 0.00032779147),(35 0.0003053475),(36 0.0003557136),(37 0.00034932696),(38 0.00030886542),(39 0.00032931217),(40 0.00030073125),(41 0.00030000813),(42 0.00028657276),(43 0.000349274),(44 0.00034906465),
(1 0.000004520532),(2 0.0001713323),(3 0.00030533544),(4 0.00030063454),(5 0.0003010804),(6 0.00029858283),(7 0.00035550073),(8 0.00033246796),(9 0.00032906412),(10 0.00032777645),(11 0.00032690942),(12 0.00038867482),(13 0.0003879698),(14 0.00033256155),(15 0.0003558296),(16 0.00040276992),(17 0.0003937253),(18 0.00036061098),(19 0.0003472887),(20 0.00041061683),(21 0.0004095431),(22 0.00034850178),(23 0.00039988788),(24 0.0003696583),(25 0.00037035928),(26 0.00035911737),(27 0.00043530483),(28 0.00040845794),(29 0.00041336464),(30 0.0003845264),(31 0.00037986963),(32 0.0004402951),(33 0.00043850933),(34 0.0003905713),(35 0.00036715867),(36 0.00044467903),(37 0.00044004203),(38 0.0003848585),(39 0.00041952808),(40 0.00038821463),(41 0.00038811498),(42 0.0003604115),(43 0.0004380829),(44 0.00043707428),
(1 0.0000009068389),(2 0.000032375454),(3 0.000053342093),(4 0.000051819763),(5 0.00005155986),(6 0.00005338691),(7 0.00006384383),(8 0.0000612263),(9 0.000060675065),(10 0.000061285566),(11 0.00006122955),(12 0.00007010752),(13 0.00006994103),(14 0.000063309206),(15 0.00006671993),(16 0.000072000155),(17 0.000071808536),(18 0.00006481674),(19 0.00006566425),(20 0.00007232174),(21 0.000072839175),(22 0.000066248635),(23 0.00008006247),(24 0.00007180235),(25 0.00007291331),(26 0.00007028982),(27 0.00008631169),(28 0.00007637577),(29 0.00007634836),(30 0.000075611984),(31 0.00007717807),(32 0.00008591467),(33 0.00008577291),(34 0.000074726915),(35 0.00007036223),(36 0.0000880828),(37 0.00008564023),(38 0.00007257628),(39 0.000070894064),(40 0.00007426668),(41 0.00007450033),(42 0.000071725844),(43 0.00008355085),(44 0.000082778904),
(1 0.0000002402385),(2 0.000008275085),(3 0.000015910635),(4 0.00001576352),(5 0.000016317097),(6 0.000018320545),(7 0.000018549272),(8 0.000016840777),(9 0.000016524156),(10 0.00001831148),(11 0.000018298524),(12 0.000021341542),(13 0.000020495825),(14 0.000020704389),(15 0.000022198576),(16 0.000024345698),(17 0.000024249623),(18 0.000018826293),(19 0.000016765727),(20 0.000021834543),(21 0.000021466501),(22 0.00002041107),(23 0.000023155482),(24 0.000019971427),(25 0.000019990008),(26 0.000018056497),(27 0.000024703344),(28 0.00002407545),(29 0.000025437881),(30 0.000018515813),(31 0.000022283293),(32 0.000023807626),(33 0.000023166558),(34 0.000022133294),(35 0.000021540205),(36 0.000024278648),(37 0.000024774416),(38 0.000022570111),(39 0.000023165801),(40 0.000018685503),(41 0.00001858693),(42 0.000020789766),(43 0.000024110996),(44 0.000024311412),
