1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,
(1 0.00020094667),(2 1.1889672),(3 5.5391893),(4 8.113707),(5 8.104424),(6 11.661621),(7 15.751371),(8 16.658566),(9 16.670305),(10 17.058119),(11 18.81801),(12 20.239286),(13 20.251175),(14 21.440575),(15 22.9913),(16 25.655945),(17 25.671476),(18 28.895113),(19 29.266289),(20 29.19509),(21 29.18019),(22 30.001396),(23 31.77848),(24 32.723465),(25 32.72996),(26 33.815205),(27 37.54839),(28 38.13213),(29 38.180954),(30 39.273884),(31 42.009514),(32 42.625443),(33 42.627045),(34 39.85528),(35 35.69396),(36 36.441067),(37 36.44074),(38 38.136078),(39 38.473568),(40 38.103268),(41 38.10646),(42 37.711475),(43 38.401695),(44 38.402084),
(1 0.00035234116),(2 1.5838006),(3 6.7139583),(4 9.572294),(5 9.573192),(6 12.999421),(7 17.518238),(8 19.49534),(9 19.51795),(10 19.568066),(11 21.613066),(12 23.821028),(13 23.826488),(14 24.0654),(15 26.927092),(16 29.895811),(17 29.901522),(18 31.654428),(19 31.089027),(20 30.671164),(21 30.669018),(22 31.331789),(23 33.01421),(24 33.319347),(25 33.331028),(26 34.066174),(27 35.343113),(28 36.99539),(29 37.03735),(30 37.08353),(31 38.824997),(32 38.728592),(33 38.744503),(34 37.633987),(35 35.724377),(36 36.22639),(37 36.226986),(38 35.999557),(39 36.93284),(40 37.32714),(41 37.308228),(42 37.093777),(43 38.122673),(44 38.126198),
(1 0.00035677906),(2 1.4368267),(3 5.487356),(4 7.499783),(5 7.5070868),(6 9.160061),(7 11.73792),(8 12.942782),(9 12.962492),(10 13.891346),(11 16.035114),(12 17.91296),(13 17.913866),(14 18.707903),(15 21.411327),(16 22.239738),(17 22.26817),(18 21.881903),(19 22.956123),(20 23.306135),(21 23.305607),(22 22.53851),(23 22.886269),(24 22.747757),(25 22.746359),(26 22.496555),(27 23.89076),(28 24.795046),(29 24.828781),(30 24.081905),(31 25.8295),(32 26.884283),(33 26.887655),(34 26.498783),(35 25.037289),(36 24.885893),(37 24.88527),(38 24.465925),(39 25.11334),(40 25.19467),(41 25.187141),(42 25.191236),(43 25.981712),(44 25.98463),
(1 0.0004709617),(2 1.4649999),(3 5.4423347),(4 7.1759405),(5 7.18158),(6 8.67071),(7 11.243842),(8 11.926007),(9 11.939785),(10 13.326887),(11 14.953743),(12 16.130138),(13 16.143436),(14 17.393286),(15 17.873798),(16 17.528202),(17 17.545418),(18 18.229149),(19 18.731638),(20 19.846992),(21 19.848528),(22 19.057198),(23 19.160429),(24 18.893599),(25 18.895597),(26 19.162632),(27 20.247107),(28 20.578922),(29 20.645195),(30 20.137339),(31 21.682621),(32 22.803003),(33 22.805117),(34 22.576061),(35 22.385149),(36 22.61389),(37 22.615047),(38 22.380009),(39 21.865498),(40 21.682636),(41 21.68757),(42 21.51519),(43 22.559494),(44 22.563025),
(1 0.0005051447),(2 1.2559507),(3 4.7849603),(4 6.280622),(5 6.2832394),(6 7.4930863),(7 9.5957365),(8 10.919711),(9 10.929322),(10 12.352097),(11 13.957757),(12 14.768093),(13 14.783431),(14 15.335076),(15 16.207256),(16 16.514952),(17 16.532293),(18 16.374556),(19 16.89608),(20 17.411598),(21 17.414986),(22 16.797773),(23 16.228209),(24 16.110912),(25 16.098003),(26 16.328054),(27 17.75128),(28 18.013376),(29 18.092552),(30 17.289886),(31 18.226557),(32 19.218426),(33 19.220354),(34 20.240524),(35 19.044668),(36 18.797127),(37 18.80268),(38 19.017159),(39 18.51258),(40 18.493324),(41 18.49699),(42 18.252602),(43 18.774351),(44 18.774118),
(1 0.00037584666),(2 0.9031217),(3 2.9040449),(4 3.998615),(5 3.998466),(6 4.8040576),(7 6.101197),(8 6.945779),(9 6.9559593),(10 7.9221478),(11 8.809148),(12 9.257202),(13 9.265796),(14 9.453777),(15 9.618354),(16 9.552035),(17 9.564491),(18 10.018751),(19 10.477279),(20 10.994953),(21 10.996038),(22 10.506627),(23 10.394868),(24 10.806367),(25 10.802448),(26 10.853671),(27 11.454345),(28 11.643475),(29 11.6796),(30 11.451334),(31 11.381153),(32 11.9969225),(33 12.001705),(34 12.005034),(35 11.5652275),(36 11.907733),(37 11.918965),(38 11.764165),(39 11.829793),(40 11.95564),(41 11.952362),(42 11.731003),(43 11.863323),(44 11.859645),
(1 0.00043147136),(2 0.8418969),(3 2.8520534),(4 3.7356565),(5 3.7348752),(6 4.2066264),(7 5.5597544),(8 6.412574),(9 6.4136467),(10 7.242171),(11 7.4847856),(12 7.824464),(13 7.8244195),(14 8.226055),(15 8.271815),(16 8.336054),(17 8.342164),(18 8.795963),(19 8.913126),(20 9.2683),(21 9.273792),(22 9.143154),(23 9.518356),(24 9.787943),(25 9.789476),(26 9.922137),(27 10.1535225),(28 10.378088),(29 10.420343),(30 10.0582905),(31 10.21371),(32 10.940056),(33 10.934535),(34 10.723843),(35 10.5299015),(36 10.651569),(37 10.64811),(38 10.52395),(39 10.431819),(40 10.625212),(41 10.630878),(42 10.153446),(43 10.157429),(44 10.1575575),
(1 0.0004375209),(2 0.69916695),(3 2.2865193),(4 3.0469296),(5 3.0478897),(6 3.4027996),(7 4.673133),(8 5.3793387),(9 5.382387),(10 6.0582867),(11 6.5038958),(12 6.968975),(13 6.9688835),(14 7.3481755),(15 7.523714),(16 7.5161176),(17 7.5217967),(18 7.9642386),(19 7.7014174),(20 7.85147),(21 7.8548927),(22 7.4722953),(23 7.7978854),(24 8.123866),(25 8.122693),(26 8.165861),(27 8.634864),(28 8.715992),(29 8.7339945),(30 8.522141),(31 8.377106),(32 8.730348),(33 8.72968),(34 8.978371),(35 8.822508),(36 8.854473),(37 8.85166),(38 8.955185),(39 8.78912),(40 8.914279),(41 8.909188),(42 8.671358),(43 8.711732),(44 8.709917),
(1 0.000424683),(2 0.5811803),(3 1.9433897),(4 2.620455),(5 2.623803),(6 2.8973446),(7 3.8431718),(8 4.2359037),(9 4.2428584),(10 4.7197337),(11 5.0959444),(12 5.4700212),(13 5.47616),(14 5.713159),(15 5.898669),(16 5.839842),(17 5.8407593),(18 6.2544427),(19 6.137196),(20 6.389475),(21 6.391412),(22 6.1026335),(23 6.2946634),(24 6.534634),(25 6.5357146),(26 6.334221),(27 6.5579925),(28 6.895156),(29 6.9221706),(30 6.7909136),(31 6.712117),(32 7.042058),(33 7.03691),(34 6.9262905),(35 6.9458237),(36 7.2275815),(37 7.2248654),(38 7.1064277),(39 6.8824725),(40 6.95139),(41 6.9487715),(42 6.7377377),(43 6.9403944),(44 6.9433537),
(1 0.00039304292),(2 0.5188067),(3 1.7026201),(4 2.3402905),(5 2.341477),(6 2.5474565),(7 3.2561145),(8 3.676629),(9 3.6817667),(10 4.0465784),(11 4.299092),(12 4.524624),(13 4.5258617),(14 4.700868),(15 4.9572864),(16 5.0729456),(17 5.075421),(18 5.2399726),(19 5.2159095),(20 5.493686),(21 5.4947486),(22 5.125932),(23 5.286753),(24 5.404051),(25 5.403188),(26 5.2596865),(27 5.647102),(28 5.841405),(29 5.8625917),(30 5.610817),(31 5.589649),(32 5.7732434),(33 5.768139),(34 5.7843747),(35 5.7384534),(36 5.9259214),(37 5.9274607),(38 5.854461),(39 5.793771),(40 5.769203),(41 5.7711115),(42 5.4963603),(43 5.647139),(44 5.6469617),
(1 0.00033697364),(2 0.39558357),(3 1.3005368),(4 1.7947197),(5 1.7963549),(6 1.9765773),(7 2.4516766),(8 2.7969897),(9 2.8023915),(10 3.1214967),(11 3.2381394),(12 3.4302416),(13 3.4325545),(14 3.4284012),(15 3.5106084),(16 3.5583954),(17 3.559926),(18 3.6717827),(19 3.5948427),(20 3.7730784),(21 3.777024),(22 3.6409454),(23 3.747384),(24 3.8473227),(25 3.8485687),(26 3.7705894),(27 4.0659575),(28 4.1987906),(29 4.216375),(30 4.1906114),(31 4.141634),(32 4.3530555),(33 4.354552),(34 4.3583517),(35 4.358374),(36 4.4459043),(37 4.444191),(38 4.366541),(39 4.303365),(40 4.3084517),(41 4.3080897),(42 4.052991),(43 4.100407),(44 4.1010485),
