1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 1184291.1),(2 4004838.8),(3 7748734.5),(4 12053079),(5 16614361),(6 21265544),(7 25814048),(8 30255558),(9 34549396),(10 38547070),(11 42146144),(12 45228800),(13 47890624),(14 50266340),(15 52509164),(16 54640370),(17 56599028),(18 58152348),(19 59420428),(20 60592510),(21 61621580),(22 62633140),(23 63507904),(24 64198860),(25 64904468),(26 65666476),(27 66268510),(28 66865460),(29 67708420),(30 68736856),(31 69762024),(32 70938504),(33 71807416),(34 72648520),(35 73461704),(36 74407300),(37 75502696),(38 76781030),(39 78028040),(40 79212150),(41 80366970),(42 81506540),(43 82392920),(44 83341944),(45 84038344),(46 84291064),(47 84167870),(48 83889920),(49 83635830),(50 83141624),(51 82616370),(52 81992376),(53 81440270),(54 80780136),(55 80151144),(56 79959464),(57 80119430),(58 80638470),(59 81541340),(60 82771544),(61 84411176),(62 86358330),(63 88466790),(64 90717700),(65 93138720),(66 95446940),(67 97698560),(68 99949016),(69 102197896),(70 104423230),(71 106596100),(72 108661590),(73 110540350),(74 112050390),(75 113028290),(76 113424824),(77 113130730),(78 112119970),(79 110580130),
(1 1701085.4),(2 5983372),(3 12021245),(4 19219190),(5 27154532),(6 35127010),(7 42888016),(8 50202876),(9 56931700),(10 62744564),(11 67579544),(12 71068040),(13 73261520),(14 74402940),(15 74794136),(16 74621000),(17 73967410),(18 72814220),(19 71295590),(20 69710720),(21 68092640),(22 66710536),(23 65515070),(24 64608844),(25 64124428),(26 64108200),(27 64389930),(28 65092884),(29 66152630),(30 67511470),(31 69137000),(32 70983100),(33 73272424),(34 75872620),(35 78706640),(36 81980530),(37 85502360),(38 88872530),(39 91975460),(40 94793860),(41 96955920),(42 98313050),(43 98992510),(44 99036750),(45 98010690),(46 96110350),(47 93427816),(48 90092270),(49 86410776),(50 82754710),(51 79245336),(52 76091370),(53 73492820),(54 71635930),(55 70610260),(56 70414530),(57 71010920),(58 72336344),(59 74435560),(60 77057130),(61 79883430),(62 82825730),(63 85650050),(64 88352230),(65 90848664),(66 93041390),(67 95104950),(68 96946180),(69 98776720),(70 100535570),(71 102319176),(72 103986550),(73 105514750),(74 106783704),(75 107796270),(76 108533630),(77 108859840),(78 108712296),(79 108216450),
(1 2424272.5),(2 8726564),(3 17757706),(4 28558992),(5 40331460),(6 52133780),(7 63360812),(8 73443940),(9 81896060),(10 88306240),(11 92643460),(12 94959300),(13 95427384),(14 94456870),(15 92496260),(16 90060136),(17 87592260),(18 85170390),(19 83146520),(20 81795460),(21 81219880),(22 81758056),(23 83102504),(24 85104420),(25 87548280),(26 90173570),(27 92680320),(28 94855096),(29 96420710),(30 97175900),(31 97069656),(32 96078296),(33 94439850),(34 92260136),(35 89603944),(36 86834340),(37 84237460),(38 81874090),(39 79934040),(40 78318840),(41 76995100),(42 75843080),(43 75002760),(44 74477950),(45 74109480),(46 73789430),(47 73704184),(48 73687300),(49 73932170),(50 74382400),(51 75004410),(52 75671944),(53 76137656),(54 76146024),(55 75541790),(56 74454850),(57 72930520),(58 71034250),(59 69030600),(60 67099650),(61 65377440),(62 64090080),(63 63416316),(64 63599956),(65 64559188),(66 66182976),(67 68656560),(68 71759864),(69 75512760),(70 79772376),(71 84240770),(72 88479144),(73 92192584),(74 95235900),(75 97454250),(76 98806856),(77 99354264),(78 99030750),(79 98141510),
(1 2849715),(2 10217618),(3 20508598),(4 32445774),(5 45035516),(6 57282210),(7 68634340),(8 78414300),(9 86184610),(10 91546310),(11 94612700),(12 95601590),(13 94589360),(14 92029020),(15 88401600),(16 84308024),(17 80233250),(18 76404340),(19 73328860),(20 71460130),(21 70924930),(22 71679710),(23 73023380),(24 74770616),(25 76620270),(26 78217400),(27 79446130),(28 80240950),(29 80503670),(30 80236296),(31 79622000),(32 78736230),(33 77727410),(34 76690190),(35 75752870),(36 75121864),(37 74899270),(38 74992344),(39 75136664),(40 75146850),(41 74976504),(42 74527700),(43 73667180),(44 72317250),(45 70700630),(46 68929144),(47 67138080),(48 65399380),(49 64149804),(50 63586616),(51 63954916),(52 65270650),(53 67064476),(54 68761110),(55 70076060),(56 70904410),(57 71131740),(58 70866000),(59 70077096),(60 68771256),(61 67092892),(62 65373760),(63 63862840),(64 62698732),(65 61895950),(66 61481530),(67 61456532),(68 61854764),(69 62838896),(70 64210430),(71 65868230),(72 67645760),(73 69219710),(74 70454330),(75 71285020),(76 71663330),(77 71665060),(78 71330430),(79 70561320),
(1 2918039),(2 10357888),(3 20498284),(4 31808570),(5 43220708),(6 53836276),(7 63055410),(8 70252190),(9 75080504),(10 77440490),(11 77542910),(12 75668840),(13 72333256),(14 67908190),(15 63122804),(16 58754012),(17 55191040),(18 52666730),(19 51332710),(20 51154970),(21 51964224),(22 53686340),(23 55893556),(24 58146320),(25 60246492),(26 61960500),(27 63267024),(28 64081628),(29 64349108),(30 64068864),(31 63405184),(32 62536720),(33 61580380),(34 60702812),(35 60006040),(36 59718844),(37 60024530),(38 60716132),(39 61410812),(40 61823372),(41 61952384),(42 61629010),(43 60820540),(44 59614544),(45 58130664),(46 56317250),(47 54478210),(48 52969148),(49 52288720),(50 52520090),(51 53869316),(52 56210676),(53 59015076),(54 61671550),(55 63879436),(56 65529972),(57 66577190),(58 67065340),(59 66787760),(60 65583292),(61 63499824),(62 61074544),(63 58669930),(64 56512956),(65 54815068),(66 53621252),(67 52983530),(68 52948340),(69 53486876),(70 54417292),(71 55602510),(72 56849692),(73 57929892),(74 58755340),(75 59313560),(76 59795176),(77 60327730),(78 60872284),(79 61093668),
(1 2509655.5),(2 8696051),(3 16785824),(4 25250896),(5 33128528),(6 39817140),(7 45132350),(8 48961720),(9 51314720),(10 52365132),(11 52328336),(12 51395290),(13 49928012),(14 48071240),(15 46295572),(16 45125452),(17 44650068),(18 44726464),(19 45092056),(20 45564744),(21 46012180),(22 46342656),(23 46545950),(24 46636564),(25 46730204),(26 46653068),(27 46514784),(28 46453576),(29 46430080),(30 46208440),(31 45809236),(32 45354220),(33 45056730),(34 45141964),(35 45811116),(36 46976440),(37 48402976),(38 49869416),(39 51171628),(40 52204056),(41 52882404),(42 53224052),(43 53145770),(44 52687744),(45 51800560),(46 50533588),(47 49042216),(48 47745100),(49 46994044),(50 46978990),(51 47788824),(52 49387200),(53 51344784),(54 53023780),(55 54025224),(56 54274284),(57 53776148),(58 52677456),(59 51008710),(60 48845412),(61 46436530),(62 43966150),(63 41670172),(64 39855524),(65 38705864),(66 38236810),(67 38400384),(68 39122850),(69 40146760),(70 41170636),(71 41998984),(72 42516644),(73 42826344),(74 43062520),(75 43344670),(76 43745770),(77 44268268),(78 44850644),(79 45209940),
(1 2765247),(2 9354634),(3 17290570),(4 24569700),(5 30122230),(6 33882836),(7 36383100),(8 37961016),(9 38858836),(10 39356860),(11 39567708),(12 39431796),(13 38964850),(14 38115990),(15 36988452),(16 35975052),(17 35502190),(18 35647060),(19 36147556),(20 36623996),(21 36855770),(22 36741380),(23 36294616),(24 35733590),(25 35381944),(26 35407864),(27 35769070),(28 36342950),(29 36834508),(30 37023600),(31 36935612),(32 36685264),(33 36475484),(34 36529310),(35 36906304),(36 37517596),(37 38236772),(38 39044390),(39 39905444),(40 40657450),(41 41380070),(42 41917372),(43 42184740),(44 42318188),(45 42294410),(46 42123056),(47 41543396),(48 40624540),(49 39614936),(50 38833784),(51 38681884),(52 39177264),(53 39993070),(54 40645124),(55 40895970),(56 40841212),(57 40750844),(58 40715260),(59 40780804),(60 40930864),(61 41211544),(62 41496040),(63 41454230),(64 40952640),(65 40028932),(66 38817944),(67 37554810),(68 36488204),(69 35716510),(70 35203270),(71 34835290),(72 34496220),(73 34137000),(74 33862948),(75 33898300),(76 34418544),(77 35456840),(78 36793550),(79 38078080),
(1 2930508.5),(2 9730279),(3 17352820),(4 23469088),(5 27208388),(6 28990180),(7 29835158),(8 30426344),(9 31001312),(10 31668794),(11 32105004),(12 32060458),(13 31654776),(14 31131060),(15 30854808),(16 30943232),(17 31314002),(18 31731062),(19 31993564),(20 32153726),(21 32557970),(22 33247082),(23 33982060),(24 34422064),(25 34513510),(26 34294744),(27 33879464),(28 33418556),(29 32928516),(30 32353592),(31 31775552),(32 31128494),(33 30421738),(34 29710112),(35 29328962),(36 29439968),(37 29949764),(38 30664628),(39 31277970),(40 31651458),(41 31784664),(42 31954740),(43 32259148),(44 32671706),(45 33091990),(46 33423692),(47 33431074),(48 33006408),(49 32194534),(50 31397894),(51 30954262),(52 30883516),(53 30845314),(54 30579558),(55 30164948),(56 29946972),(57 30166378),(58 30721068),(59 31229380),(60 31430094),(61 31418586),(62 31313280),(63 31160662),(64 30941030),(65 30571784),(66 30014152),(67 29379158),(68 28820342),(69 28534690),(70 28664814),(71 29154104),(72 29633510),(73 29742980),(74 29527044),(75 29224202),(76 29116314),(77 29455852),(78 30130060),(79 30764540),
(1 3168474),(2 10280345),(3 17753358),(4 23208448),(5 25899140),(6 26395280),(7 25903258),(8 25385328),(9 25417318),(10 26169638),(11 27384978),(12 28567954),(13 29277698),(14 29353852),(15 28904840),(16 28171152),(17 27480208),(18 27244380),(19 27437786),(20 27779488),(21 28265334),(22 28765012),(23 29052772),(24 28935706),(25 28490720),(26 28096788),(27 28113488),(28 28590064),(29 29138992),(30 29373850),(31 29343898),(32 29392578),(33 29572756),(34 29657084),(35 29535744),(36 29244634),(37 28992784),(38 28785040),(39 28516652),(40 28256540),(41 28059784),(42 28038578),(43 28230006),(44 28564208),(45 28883090),(46 28952068),(47 28677566),(48 28217040),(49 27749294),(50 27510460),(51 27525684),(52 27694318),(53 27912542),(54 27972438),(55 27836976),(56 27601868),(57 27312132),(58 26969622),(59 26548080),(60 26187674),(61 26094200),(62 26339008),(63 26775962),(64 27198216),(65 27291858),(66 26917446),(67 26287956),(68 25815938),(69 25835422),(70 26408966),(71 27266242),(72 27873030),(73 27844202),(74 27303308),(75 26665610),(76 26277774),(77 26269210),(78 26582132),(79 27041152),
(1 3222764),(2 10285279),(3 17286992),(4 21811964),(5 23345352),(6 22861932),(7 21846980),(8 21401476),(9 21854248),(10 23038704),(11 24565864),(12 25929180),(13 26591096),(14 26425874),(15 25534704),(16 24117458),(17 22746094),(18 22058240),(19 22114596),(20 22576614),(21 23245320),(22 23919666),(23 24377044),(24 24390876),(25 24038362),(26 23623128),(27 23592160),(28 24101220),(29 24790300),(30 25241904),(31 25475826),(32 25789834),(33 26233214),(34 26523618),(35 26342884),(36 25703136),(37 24871310),(38 24029450),(39 23393906),(40 23244602),(41 23596406),(42 24310756),(43 25284082),(44 26183958),(45 26647928),(46 26273262),(47 25160694),(48 23904478),(49 23123552),(50 23221482),(51 23955338),(52 24770884),(53 25288976),(54 25305234),(55 24840594),(56 24155260),(57 23539664),(58 23179416),(59 22923442),(60 22676298),(61 22654504),(62 22887224),(63 23197980),(64 23414440),(65 23254090),(66 22571480),(67 21608512),(68 20843942),(69 20723522),(70 21326742),(71 22337384),(72 23122756),(73 23280790),(74 22965384),(75 22714878),(76 22753846),(77 22947424),(78 23188302),(79 23598088),
(1 3321016),(2 10281559),(3 16650146),(4 20137992),(5 20694892),(6 19769784),(7 18809050),(8 18548518),(9 19033284),(10 19990162),(11 21138974),(12 22217784),(13 22815126),(14 22777488),(15 22101044),(16 21011472),(17 20029546),(18 19643268),(19 19914666),(20 20465900),(21 20991634),(22 21365302),(23 21448432),(24 21197378),(25 20839676),(26 20762768),(27 21365982),(28 22432926),(29 23386874),(30 23650932),(31 23247962),(32 22740250),(33 22527616),(34 22613248),(35 22701892),(36 22557404),(37 22232256),(38 21879378),(39 21495590),(40 21296956),(41 21274130),(42 21342096),(43 21540754),(44 21809600),(45 21944726),(46 21695940),(47 21110474),(48 20612824),(49 20494492),(50 20902098),(51 21608516),(52 22249268),(53 22505140),(54 22195494),(55 21530862),(56 20891444),(57 20531730),(58 20465010),(59 20415134),(60 20190622),(61 20055658),(62 20260742),(63 20626214),(64 20811822),(65 20519936),(66 19807312),(67 19096350),(68 18678100),(69 18806896),(70 19535230),(71 20490830),(72 21059312),(73 20965034),(74 20450504),(75 20039902),(76 20023464),(77 20233378),(78 20294288),(79 20112530),
