1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1358.0834),(2 2351.6538),(3 2894.2485),(4 3222.8635),(5 3438.6626),(6 3601.2593),(7 3670.8464),(8 3736.1199),(9 3822.1577),(10 3921.9187),(11 3995.5889),(12 4001.3406),(13 4012.0737),(14 4040.7056),(15 4083.137),(16 4097.627),(17 4159.394),(18 4200.6963),(19 4169.3896),(20 4156.529),(21 4177.7593),(22 4215.5024),(23 4227.0684),(24 4218.9844),(25 4187.3447),(26 4138.197),(27 4110.159),(28 4110.705),(29 4206.8325),(30 4245.576),(31 4249.8184),(32 4230.746),(33 4214.6885),(34 4219.0576),(35 4244.447),(36 4249.841),(37 4258.1294),(38 4242.0186),(39 4230.748),(40 4208.5815),(41 4236.102),(42 4237.5405),(43 4240.096),(44 4220.0723),(45 4194.3774),(46 4164.7856),(47 4177.325),(48 4197.461),(49 4213.5317),(50 4216.3623),(51 4220.1074),(52 4216.253),(53 4223.727),(54 4239.7446),(55 4227.6616),(56 4277.041),(57 4286.2026),(58 4352.358),(59 4344.474),(60 4337.0835),(61 4342.0366),(62 4359.8896),(63 4390.5767),(64 4406.571),(65 4417.625),(66 4444.3843),(67 4403.9805),(68 4370.251),(69 4357.1865),(70 4341.7656),(71 4388.1924),(72 4416.5464),(73 4386.632),(74 4355.219),(75 4342.0146),(76 4326.828),(77 4294.7397),(78 4294.004),(79 4326.5474),
(1 1339.4624),(2 2323.4512),(3 2877.9631),(4 3208.7734),(5 3412.1584),(6 3557.2134),(7 3680.186),(8 3762.7483),(9 3801.4468),(10 3835.174),(11 3878.1602),(12 3875.8154),(13 3937.637),(14 4005.417),(15 4041.2979),(16 4037.0398),(17 4046.0725),(18 4078.1968),(19 4109.3716),(20 4126.3945),(21 4113.593),(22 4128.7925),(23 4148.3086),(24 4186.254),(25 4173.9565),(26 4127.198),(27 4078.4736),(28 4070.7947),(29 4121.1216),(30 4176.016),(31 4189.639),(32 4186.0293),(33 4132.3325),(34 4119.668),(35 4083.785),(36 4107.545),(37 4113.8716),(38 4138.1436),(39 4150.1406),(40 4174.562),(41 4181.93),(42 4206.4395),(43 4201.226),(44 4153.7324),(45 4119.917),(46 4082.4204),(47 4079.0771),(48 4070.229),(49 4059.9463),(50 4071.598),(51 4139.177),(52 4137.1323),(53 4140.538),(54 4178.8496),(55 4191.7437),(56 4239.3467),(57 4250.5215),(58 4284.703),(59 4274.732),(60 4306.5103),(61 4321.166),(62 4312.3228),(63 4387.7754),(64 4382.162),(65 4376.799),(66 4383.9473),(67 4399.831),(68 4386.1216),(69 4393.3833),(70 4390.7705),(71 4413.573),(72 4395.838),(73 4346.0986),(74 4346.7847),(75 4389.989),(76 4377.316),(77 4375.9526),(78 4361.693),(79 4367.2153),
(1 1313.6428),(2 2201.5605),(3 2714.2651),(4 3003.118),(5 3217.7144),(6 3383.5671),(7 3489.7832),(8 3572.7837),(9 3655.5652),(10 3739.061),(11 3787.9495),(12 3782.545),(13 3828.5542),(14 3871.4248),(15 3950.6804),(16 3984.0652),(17 3996.505),(18 3992.507),(19 3998.221),(20 3998.0615),(21 3977.305),(22 4008.7346),(23 4019.5356),(24 3998.5662),(25 4020.0034),(26 4009.9783),(27 4019.2888),(28 4014.9868),(29 4056.7046),(30 4069.7146),(31 4062.32),(32 4028.8477),(33 4014.6934),(34 4057.7026),(35 4039.804),(36 4019.2607),(37 4015.8176),(38 4030.4285),(39 4000.7808),(40 3965.7563),(41 3982.508),(42 4025.5022),(43 4034.4236),(44 3997.5466),(45 3963.358),(46 3965.014),(47 3954.126),(48 3957.6619),(49 3978.5735),(50 3965.6438),(51 3970.516),(52 3991.2249),(53 3985.7336),(54 4012.3445),(55 4024.7546),(56 4020.7532),(57 4034.145),(58 4092.8064),(59 4116.981),(60 4142.331),(61 4154.142),(62 4179.8145),(63 4171.979),(64 4118.652),(65 4138.436),(66 4132.409),(67 4095.537),(68 4087.3977),(69 4089.9885),(70 4084.441),(71 4025.0808),(72 3999.9355),(73 4014.8245),(74 4013.1614),(75 4031.466),(76 4055.875),(77 4073.4631),(78 4126.444),(79 4091.8958),
(1 1272.1742),(2 2135.5015),(3 2650.5237),(4 2940.1897),(5 3148.987),(6 3285.1785),(7 3373.5078),(8 3460.118),(9 3545.2253),(10 3664.0818),(11 3733.2324),(12 3769.2073),(13 3802.2288),(14 3805.9246),(15 3800.1833),(16 3793.6816),(17 3845.1172),(18 3827.4126),(19 3853.3242),(20 3864.0571),(21 3838.419),(22 3831.5647),(23 3822.9922),(24 3828.7163),(25 3886.4397),(26 3899.0479),(27 3911.503),(28 3912.429),(29 3895.8176),(30 3943.0781),(31 3947.5437),(32 3951.7957),(33 3933.7898),(34 3940.4084),(35 3912.2717),(36 3911.5168),(37 3917.8872),(38 3924.581),(39 3913.7654),(40 3878.3186),(41 3888.1985),(42 3934.1155),(43 3963.6575),(44 3990.4268),(45 3947.547),(46 3923.368),(47 3895.1982),(48 3865.2842),(49 3861.6172),(50 3868.4268),(51 3914.1138),(52 3925.1873),(53 3907.0781),(54 3893.9321),(55 3894.7778),(56 3924.531),(57 3916.602),(58 4017.9365),(59 4038.569),(60 4058.433),(61 4084.4993),(62 4085.6853),(63 4107.371),(64 4130.2017),(65 4164.3105),(66 4169.3813),(67 4172.1006),(68 4197.388),(69 4195.939),(70 4142.61),(71 4088.4268),(72 4062.2246),(73 4062.8965),(74 4062.893),(75 4061.7056),(76 4043.9329),(77 3983.1616),(78 4002.9324),(79 3989.3032),
(1 1222.9354),(2 2087.7708),(3 2610.6423),(4 2904.9492),(5 3072.8264),(6 3139.9822),(7 3232.6704),(8 3300.4546),(9 3376.4146),(10 3479.2698),(11 3545.3699),(12 3563.9292),(13 3552.9292),(14 3572.2678),(15 3587.1538),(16 3602.7969),(17 3649.9287),(18 3664.823),(19 3673.8596),(20 3722.536),(21 3753.0498),(22 3813.2698),(23 3830.381),(24 3850.2988),(25 3863.6975),(26 3828.744),(27 3785.126),(28 3771.9275),(29 3761.5212),(30 3781.692),(31 3793.6448),(32 3777.7158),(33 3754.7053),(34 3750.853),(35 3734.1685),(36 3759.5632),(37 3778.9526),(38 3760.1968),(39 3753.0618),(40 3753.4666),(41 3787.9622),(42 3852.1013),(43 3888.388),(44 3868.6475),(45 3824.1333),(46 3783.6843),(47 3757.0605),(48 3757.7156),(49 3785.4238),(50 3805.8003),(51 3830.8076),(52 3834.2415),(53 3816.22),(54 3820.969),(55 3828.8298),(56 3825.4548),(57 3779.2175),(58 3847.2397),(59 3889.9255),(60 3918.74),(61 3936.2244),(62 3935.0498),(63 3941.969),(64 3973.3357),(65 3987.2493),(66 3994.9146),(67 4004.8743),(68 3972.85),(69 3941.8245),(70 3944.757),(71 3938.0542),(72 3927.424),(73 3903.4685),(74 3914.123),(75 3893.5344),(76 3916.7246),(77 3896.468),(78 3913.5857),(79 3924.8572),
(1 1202.8336),(2 2016.7059),(3 2487.0466),(4 2774.4436),(5 2969.0955),(6 3086.6184),(7 3107.7842),(8 3160.922),(9 3237.8064),(10 3325.133),(11 3399.2454),(12 3429.4595),(13 3462.505),(14 3474.424),(15 3482.6133),(16 3486.1382),(17 3487.3044),(18 3472.7114),(19 3437.835),(20 3472.001),(21 3503.3757),(22 3585.502),(23 3599.0679),(24 3572.3408),(25 3573.461),(26 3558.9326),(27 3511.4583),(28 3508.5044),(29 3523.948),(30 3538.3215),(31 3521.747),(32 3525.8047),(33 3513.639),(34 3523.8555),(35 3524.576),(36 3549.6482),(37 3574.299),(38 3603.4417),(39 3607.936),(40 3590.6887),(41 3577.833),(42 3602.9814),(43 3629.6992),(44 3641.9775),(45 3661.5835),(46 3682.196),(47 3678.9807),(48 3664.0024),(49 3667.6646),(50 3653.321),(51 3671.8093),(52 3660.4165),(53 3656.752),(54 3636.005),(55 3618.9692),(56 3639.8555),(57 3645.9917),(58 3728.6594),(59 3778.3452),(60 3797.091),(61 3806.0364),(62 3796.5984),(63 3817.622),(64 3834.788),(65 3834.9138),(66 3833.765),(67 3829.8862),(68 3817.8953),(69 3817.9307),(70 3826.1284),(71 3818.4094),(72 3825.364),(73 3813.7456),(74 3827.6367),(75 3830.7524),(76 3819.963),(77 3777.4167),(78 3761.9553),(79 3726.7136),
(1 1171.8878),(2 1991.4545),(3 2473.515),(4 2730.9524),(5 2905.3416),(6 3025.3872),(7 3090.558),(8 3123.968),(9 3193.2112),(10 3245.022),(11 3284.3022),(12 3299.5188),(13 3289.3127),(14 3330.0647),(15 3383.4565),(16 3419.3906),(17 3447.3345),(18 3440.4614),(19 3436.8472),(20 3461.1772),(21 3482.7656),(22 3457.3276),(23 3449.5264),(24 3443.0505),(25 3469.8135),(26 3479.4175),(27 3486.3108),(28 3519.0676),(29 3547.2493),(30 3544.806),(31 3496.8127),(32 3484.9673),(33 3484.455),(34 3505.4697),(35 3494.2195),(36 3489.659),(37 3482.5908),(38 3508.7595),(39 3544.278),(40 3508.2817),(41 3511.0378),(42 3523.1484),(43 3531.3315),(44 3535.1667),(45 3543.9277),(46 3543.781),(47 3561.368),(48 3566.6545),(49 3568.3503),(50 3539.2283),(51 3541.8508),(52 3531.649),(53 3544.8022),(54 3568.181),(55 3532.8232),(56 3485.51),(57 3494.3494),(58 3539.7556),(59 3567.7646),(60 3587.1682),(61 3621.1616),(62 3636.8806),(63 3649.566),(64 3688.995),(65 3717.0186),(66 3741.823),(67 3748.8728),(68 3724.1707),(69 3726.02),(70 3730.8804),(71 3749.2725),(72 3748.028),(73 3743.7332),(74 3726.379),(75 3720.772),(76 3680.986),(77 3682.5217),(78 3685.291),(79 3662.8718),
(1 1170.959),(2 2008.3456),(3 2497.3572),(4 2738.737),(5 2900.2566),(6 3033.3357),(7 3108.4429),(8 3140.6597),(9 3120.0251),(10 3127.8723),(11 3154.0916),(12 3187.2146),(13 3256.4407),(14 3281.0085),(15 3285.4622),(16 3298.0854),(17 3309.2617),(18 3304.967),(19 3321.7107),(20 3334.7048),(21 3336.7083),(22 3359.4966),(23 3383.8748),(24 3397.7607),(25 3437.2205),(26 3432.4858),(27 3451.4998),(28 3464.4905),(29 3439.1787),(30 3424.2483),(31 3402.1384),(32 3413.9346),(33 3397.65),(34 3430.9187),(35 3440.9045),(36 3448.3752),(37 3437.8398),(38 3423.1243),(39 3438.692),(40 3428.6387),(41 3439.8596),(42 3468.4722),(43 3485.2283),(44 3468.0186),(45 3526.1492),(46 3547.522),(47 3565.6394),(48 3536.9204),(49 3528.9924),(50 3526.999),(51 3539.9814),(52 3541.366),(53 3533.8582),(54 3529.1777),(55 3526.8174),(56 3517.1257),(57 3503.51),(58 3538.7644),(59 3541.9236),(60 3518.3716),(61 3550.996),(62 3565.4595),(63 3586.7603),(64 3601.621),(65 3582.1167),(66 3603.5713),(67 3630.6653),(68 3637.8005),(69 3636.1108),(70 3651.9546),(71 3636.004),(72 3606.97),(73 3580.5544),(74 3609.4617),(75 3613.3357),(76 3571.7583),(77 3555.082),(78 3525.9385),(79 3531.3916),
(1 1117.2719),(2 1878.8588),(3 2336.0342),(4 2584.5737),(5 2751.652),(6 2853.7566),(7 2909.0308),(8 2935.1345),(9 2953.3208),(10 3027.0593),(11 3034.123),(12 3046.4038),(13 3060.7383),(14 3098.8022),(15 3118.1436),(16 3123.3572),(17 3159.7576),(18 3152.2974),(19 3199.029),(20 3261.9526),(21 3281.0076),(22 3313.4358),(23 3336.581),(24 3359.6277),(25 3349.018),(26 3312.885),(27 3319.2664),(28 3333.5737),(29 3349.9077),(30 3350.936),(31 3338.166),(32 3380.2622),(33 3403.6338),(34 3433.5042),(35 3377.28),(36 3382.035),(37 3403.8638),(38 3434.5208),(39 3402.097),(40 3401.3696),(41 3421.4492),(42 3442.4941),(43 3437.9224),(44 3448.0745),(45 3476.0437),(46 3492.2893),(47 3499.9956),(48 3524.7297),(49 3539.974),(50 3542.2737),(51 3534.8955),(52 3514.4966),(53 3502.8142),(54 3486.082),(55 3466.843),(56 3444.453),(57 3447.0957),(58 3473.5464),(59 3493.1968),(60 3498.1592),(61 3511.3433),(62 3501.4446),(63 3521.8528),(64 3516.2634),(65 3513.041),(66 3534.3184),(67 3586.0933),(68 3603.2073),(69 3599.6907),(70 3604.0496),(71 3599.5708),(72 3554.2722),(73 3551.2998),(74 3524.7002),(75 3551.6724),(76 3510.9521),(77 3482.8398),(78 3429.7808),(79 3401.1099),
(1 1109.3345),(2 1872.9384),(3 2328.0828),(4 2602.091),(5 2776.1729),(6 2880.283),(7 2902.7473),(8 2964.6428),(9 3021.314),(10 3097.479),(11 3153.097),(12 3150.3086),(13 3167.6667),(14 3197.744),(15 3230.0789),(16 3236.5337),(17 3231.6519),(18 3211.6873),(19 3239.9858),(20 3259.382),(21 3295.7937),(22 3361.4502),(23 3376.01),(24 3410.5903),(25 3424.5361),(26 3426.7834),(27 3451.5337),(28 3448.8503),(29 3479.5986),(30 3474.5618),(31 3463.422),(32 3447.7285),(33 3465.7166),(34 3466.611),(35 3450.2415),(36 3446.634),(37 3427.092),(38 3394.8518),(39 3383.8572),(40 3387.7188),(41 3400.5498),(42 3384.5046),(43 3365.397),(44 3356.0496),(45 3370.7004),(46 3405.6013),(47 3427.7917),(48 3452.4976),(49 3473.2368),(50 3456.2427),(51 3464.4927),(52 3455.524),(53 3438.5906),(54 3439.097),(55 3430.1987),(56 3430.4102),(57 3409.9219),(58 3405.2493),(59 3429.5122),(60 3413),(61 3426.3467),(62 3423.526),(63 3426.2297),(64 3404.1953),(65 3394.4834),(66 3394.2136),(67 3383.6055),(68 3412.9973),(69 3459.53),(70 3465.0647),(71 3468.1392),(72 3434.1516),(73 3435.6418),(74 3414.998),(75 3406.8455),(76 3396.954),(77 3403.7332),(78 3420.3618),(79 3395.3308),
(1 1093.2594),(2 1820.9012),(3 2242.76),(4 2488.2915),(5 2677.3022),(6 2787.7559),(7 2850.6719),(8 2901.4236),(9 2914.1648),(10 2974.3623),(11 2977.8284),(12 2996.6572),(13 3029.1516),(14 3053.8113),(15 3078.2336),(16 3089.0317),(17 3118.4246),(18 3110.7605),(19 3100.0283),(20 3129.5776),(21 3134.5474),(22 3136.9736),(23 3141.3713),(24 3149.8318),(25 3183.6462),(26 3184.0552),(27 3217.3792),(28 3220.6401),(29 3239.501),(30 3264.1648),(31 3277.5942),(32 3279.1543),(33 3277.1794),(34 3263.482),(35 3239.4705),(36 3277.6797),(37 3282.1355),(38 3253.2278),(39 3237.3464),(40 3270.2236),(41 3259.4272),(42 3245.5066),(43 3247.0066),(44 3233.2158),(45 3207.6858),(46 3235.5298),(47 3232.213),(48 3219.6545),(49 3230.5703),(50 3203.5488),(51 3225.5146),(52 3227.4875),(53 3229.7383),(54 3237.4849),(55 3264.1194),(56 3263.4773),(57 3237.436),(58 3258.3208),(59 3285.567),(60 3294.0925),(61 3284.8176),(62 3310.0107),(63 3337.0098),(64 3318.1707),(65 3282.5498),(66 3302.0369),(67 3301.9514),(68 3309.3618),(69 3320.2788),(70 3306.3418),(71 3309.895),(72 3286.604),(73 3263.3254),(74 3236.8596),(75 3242.146),(76 3269.2556),(77 3275.1804),(78 3293.0046),(79 3306.8247),
(1 1059.7142),(2 1750.3704),(3 2175.0698),(4 2399.1348),(5 2566.2527),(6 2667.9072),(7 2759.456),(8 2829.4138),(9 2853.79),(10 2902.0908),(11 2944.8982),(12 2966.566),(13 3003.5664),(14 3024.2534),(15 3045.9983),(16 3063.241),(17 3104.821),(18 3102.216),(19 3109.5583),(20 3127.925),(21 3130.999),(22 3157.8752),(23 3183.9082),(24 3164.1802),(25 3138.826),(26 3109.9458),(27 3107.099),(28 3091.365),(29 3096.5034),(30 3089.7444),(31 3072.6091),(32 3077.4973),(33 3087.5757),(34 3094.4902),(35 3103.002),(36 3105.8274),(37 3082.9282),(38 3100.9292),(39 3128.006),(40 3133.6465),(41 3112.6042),(42 3094.4597),(43 3078.8176),(44 3095.424),(45 3091.2493),(46 3109.784),(47 3135.5967),(48 3131.6123),(49 3161.074),(50 3172.2239),(51 3175.2703),(52 3158.5935),(53 3145.2148),(54 3128.1106),(55 3098.601),(56 3086.5386),(57 3077.1782),(58 3105.765),(59 3118.545),(60 3122.3293),(61 3133.5623),(62 3156.2285),(63 3144.5747),(64 3140.5676),(65 3129.0657),(66 3131.903),(67 3127.3157),(68 3126.6626),(69 3151.4153),(70 3170.9817),(71 3191.9883),(72 3169.6401),(73 3171.6125),(74 3157.7551),(75 3165.6614),(76 3169.1326),(77 3172.8567),(78 3191.4775),(79 3184.999),
(1 1039.8286),(2 1703.3927),(3 2080.6438),(4 2310.4421),(5 2463.2122),(6 2552.8706),(7 2612.8835),(8 2668.8196),(9 2719.5269),(10 2765.6611),(11 2793.37),(12 2796.0815),(13 2850.61),(14 2876.468),(15 2881.1177),(16 2916.3188),(17 2946.4956),(18 2942.422),(19 2938.0454),(20 2971.3877),(21 2987.1313),(22 3008.2395),(23 3034.3982),(24 3052.31),(25 3060.947),(26 3049.1765),(27 3058.2622),(28 3064.6052),(29 3067.9888),(30 3082.4644),(31 3067.289),(32 3071.6792),(33 3069.463),(34 3043.3752),(35 3042.4888),(36 3040.6133),(37 3022.297),(38 3012.901),(39 3006.361),(40 2998.3103),(41 2992.2368),(42 2946.8264),(43 2925.6545),(44 2963.2297),(45 2983.2153),(46 2991.8335),(47 3017.071),(48 3025.466),(49 3020.9072),(50 3009.1306),(51 3002.1348),(52 2978.6985),(53 2964.3855),(54 2965.592),(55 2974.9998),(56 2982.6213),(57 2950.0364),(58 2982.6362),(59 3020.5215),(60 3024.954),(61 3048.5974),(62 3016.591),(63 3027.743),(64 3014.7595),(65 3004.9211),(66 3018.5046),(67 3021.6045),(68 3021.4797),(69 3027.065),(70 3034.7285),(71 3049.8867),(72 3007.1934),(73 2991.0735),(74 2988.376),(75 2998.5044),(76 2998.9705),(77 2993.5073),(78 3019.7463),(79 2995.6233),
(1 1012.66516),(2 1671.2577),(3 2080.4827),(4 2298.4973),(5 2453.3052),(6 2555.359),(7 2624.8784),(8 2680.832),(9 2717.1182),(10 2748.3645),(11 2752.282),(12 2733.4973),(13 2763.694),(14 2810.6445),(15 2823.532),(16 2842.849),(17 2859.9246),(18 2853.8467),(19 2822.8887),(20 2876.0688),(21 2894.275),(22 2962.938),(23 2982.978),(24 2985.0027),(25 2973.0667),(26 2959.4397),(27 2938.0571),(28 2957.3616),(29 2987.3132),(30 2999.4314),(31 3025.783),(32 3052.9111),(33 3041.0327),(34 3049.8748),(35 3003.4565),(36 2993.173),(37 3002.5427),(38 3003.5342),(39 2982.6707),(40 3002.4138),(41 2983.017),(42 2984.3877),(43 2966.691),(44 2949.827),(45 2937.1597),(46 2943.3682),(47 2947.986),(48 2961.1938),(49 2966.4614),(50 2952.2075),(51 2966.0396),(52 2971.1746),(53 2959.7598),(54 3012.0525),(55 3036.3806),(56 3021.576),(57 2994.889),(58 3006.2458),(59 3043.666),(60 3059.381),(61 3065.731),(62 3037.473),(63 3034.7432),(64 3025.3381),(65 3032.3733),(66 3049.9),(67 3061.3557),(68 3075.5166),(69 3045.1238),(70 3042.3062),(71 3041.3809),(72 3046.92),(73 3040.2546),(74 3021.8982),(75 3011.0308),(76 2989.789),(77 2982.059),(78 2977.5657),(79 2926.3352),
(1 975.5492),(2 1592.3088),(3 1973.5869),(4 2174.9512),(5 2304.4785),(6 2378.2378),(7 2455.3672),(8 2533.612),(9 2584.8035),(10 2654.123),(11 2682.123),(12 2678.415),(13 2696.8145),(14 2732.451),(15 2756.5754),(16 2772.769),(17 2777.8657),(18 2767.1875),(19 2753.1301),(20 2774.6248),(21 2794.6003),(22 2822.842),(23 2849.1663),(24 2812.6316),(25 2789.4902),(26 2782.2932),(27 2786.0837),(28 2794.8123),(29 2794.9292),(30 2817.5518),(31 2835.5725),(32 2839.9082),(33 2831.7144),(34 2847.1091),(35 2844.9795),(36 2832.1177),(37 2839.2769),(38 2828.7456),(39 2856.91),(40 2858.9526),(41 2835.4932),(42 2817.9773),(43 2814.236),(44 2798.3801),(45 2820.458),(46 2839.8098),(47 2833.8574),(48 2819.42),(49 2818.6553),(50 2811.3806),(51 2807.4392),(52 2823.9954),(53 2840.23),(54 2843.989),(55 2850.7693),(56 2852.1375),(57 2884.4512),(58 2961.781),(59 2937.7666),(60 2926.4375),(61 2911.2559),(62 2893.9934),(63 2920.5142),(64 2942.913),(65 2928.0415),(66 2917.863),(67 2877.987),(68 2924.4846),(69 2924.9924),(70 2926.906),(71 2914.9375),(72 2908.6292),(73 2939.8909),(74 2948.5374),(75 2976.1614),(76 2953.9773),(77 2962.4229),(78 2956.9985),(79 2929.3018),
(1 961.3225),(2 1559.0249),(3 1911.4371),(4 2113.0437),(5 2232.9607),(6 2304.7039),(7 2340.3252),(8 2413.8586),(9 2476.0962),(10 2510.226),(11 2540.3213),(12 2533.7437),(13 2565.9487),(14 2614.379),(15 2658.674),(16 2688.3564),(17 2717.9368),(18 2725.969),(19 2721.5623),(20 2724.592),(21 2695.9553),(22 2711.5474),(23 2752.1934),(24 2739.3943),(25 2756.831),(26 2780.741),(27 2798.6023),(28 2798.2913),(29 2806.5042),(30 2822.6023),(31 2820.303),(32 2800.2344),(33 2797.0132),(34 2781.967),(35 2770.6592),(36 2734.7969),(37 2712.9727),(38 2699.2107),(39 2689.225),(40 2704.6492),(41 2717.8347),(42 2722.4753),(43 2736.6853),(44 2715.0132),(45 2710.9172),(46 2725.6777),(47 2707.4019),(48 2706.6462),(49 2718.7478),(50 2735.9558),(51 2710.758),(52 2693.7302),(53 2686.5017),(54 2723.1912),(55 2714.4282),(56 2718.6433),(57 2736.759),(58 2759.1208),(59 2751.9067),(60 2751.888),(61 2745.35),(62 2758.94),(63 2758.0757),(64 2796.7612),(65 2796.642),(66 2811.805),(67 2801.992),(68 2820.4023),(69 2845.131),(70 2818.1082),(71 2795.8328),(72 2773.9854),(73 2759.5903),(74 2758.2551),(75 2787.422),(76 2762.94),(77 2752.1072),(78 2755.5452),(79 2752.532),
(1 952.15247),(2 1556.2623),(3 1894.0214),(4 2077.0217),(5 2200.2974),(6 2296.533),(7 2353.4565),(8 2399.3533),(9 2449.542),(10 2505.446),(11 2508.7563),(12 2504.9568),(13 2529.373),(14 2534.154),(15 2540.5708),(16 2550.638),(17 2576.2517),(18 2594.3923),(19 2596.4348),(20 2609.8303),(21 2578.5884),(22 2613.1956),(23 2632.0313),(24 2624.9424),(25 2638.9023),(26 2630.5525),(27 2639.7175),(28 2679.461),(29 2711.4902),(30 2706.9058),(31 2658.862),(32 2641.9917),(33 2621.1748),(34 2611.0225),(35 2561.0178),(36 2550.9502),(37 2569.2817),(38 2583.0273),(39 2599.512),(40 2643.3013),(41 2662.6272),(42 2675.9539),(43 2646.803),(44 2639.2717),(45 2640.2168),(46 2646.7166),(47 2660.3562),(48 2641.9683),(49 2655.6045),(50 2636.5435),(51 2612.086),(52 2588.9922),(53 2601.5552),(54 2603.4478),(55 2603.3232),(56 2589.4807),(57 2603.0405),(58 2646.895),(59 2652.219),(60 2677.493),(61 2689.7236),(62 2683.1057),(63 2687.8909),(64 2684.3154),(65 2686.8892),(66 2711.7961),(67 2721.8137),(68 2745.8342),(69 2779.242),(70 2778.4492),(71 2762.4956),(72 2753.2205),(73 2740.9985),(74 2716.8855),(75 2731.0056),(76 2707.1514),(77 2713.4805),(78 2722.3083),(79 2707.7415),
