q, (a, b, c)
1.5, (-73911615.62541667, 16.488503787156365, 59734507.15841403)
2.5, (-57260935.956538685, 12.16515289764524, 45979438.10665208)
3.5, (-48321003.01754506, 15.709262287442131, 41666182.355805784)
4.5, (-44694786.288733095, 11.000265446895627, 39626942.55519062)
5.5, (-51977450.458340906, 9.208188701835708, 44936696.0215491)
6.5, (-44002132.79873602, 4.645944951494414, 35321140.21299942)
7.5, (-37322786.01403749, 3.0145902865011536, 25281505.5474151)
8.5, (-36842983.118284434, 2.842354708929241, 26207183.147650354)
9.5, (-22262848.82861531, 4.243505147406929, 20249960.661632407)
10.5, (-19485465.15699006, 4.358299776463257, 18732593.447376475)
11.5, (-19773180.30118143, 2.6751287126258627, 15223518.000465963)
12.5, (-16817771.90457418, 3.104019988098448, 13879886.312410057)
13.5, (-13993058.449660033, 3.118564276063656, 11534180.119659347)
14.5, (-7681369.291470396, 6.580580737181693, 9174952.59964048)
15.5, (-7544613.200756093, 6.079661032208262, 8575088.651136575)
16.5, (-6717205.222711297, 3.755910564564774, 7088870.601070868)
17.5, (-10925218.528356992, 1.5015787192085763, 6728412.734490868)
18.5, (-9044039.122962693, 1.6989304066883932, 6116392.41141052)
19.5, (-5523471.583826837, 2.155429563861671, 4738093.675752158)
20.5, (-4128776.1345076426, 2.9562146968242176, 4308302.4666770995)
21.5, (-3277290.504302517, 3.491031269295764, 3880133.3496933053)
22.5, (-3499095.73338238, 2.338147414897189, 3501538.459927556)
23.5, (-2178288.8373558093, 5.028225826358196, 3232930.676811314)
24.5, (-3527638.2187057356, 1.6689224630296424, 2920358.7979862215)
25.5, (-3176992.0068038004, 1.5490624917132914, 2650405.1807402913)
26.5, (-2802923.9877247475, 1.6703618253525239, 2516204.6526730396)
27.5, (-2283819.5371765587, 1.9478075146001659, 2216805.1764837797)
28.5, (-2176106.9070927417, 1.8159822238416767, 2056932.63477511)
29.5, (-1587171.0714564954, 2.415561361952682, 1820324.5027046856)
30.5, (-1104112.3610395489, 3.371322464914412, 1681085.1142812548)
31.5, (-1179895.6314061007, 2.583790004545744, 1604551.4594965826)
32.5, (-1429765.75747511, 1.9757062717356966, 1578550.195803557)
33.5, (-1331560.2117178165, 1.825640031685054, 1369069.3406713214)
34.5, (-1442552.3562202533, 1.4927507735977024, 1260888.077756665)
35.5, (-1458530.2793251055, 1.5471541892524134, 1290996.7474268978)
36.5, (-1007874.2120052496, 2.3035435309682164, 1184008.0856372651)
37.5, (-914149.0376221681, 2.2526455332532085, 1090955.839796326)
38.5, (-852384.6411743539, 1.9993034224591137, 991319.6293824489)
39.5, (-883659.7086499981, 1.8630687069088965, 938620.2188845035)
40.5, (-809427.6542571393, 2.079472481424091, 905984.7218255554)
41.5, (-862957.8660155599, 1.3618755969381129, 821001.611566053)
42.5, (-753011.0377771329, 1.5933982112874114, 781071.232959208)
43.5, (-485229.8721640748, 2.3170011460613678, 707452.2570929534)
44.5, (-475384.37743928656, 2.1106586159020817, 665501.5714563149)
45.5, (-446923.44708072837, 2.285170705651923, 641196.2906498977)
46.5, (-475963.2907798078, 1.7805393403991892, 578689.967459134)
47.5, (-446233.5933460449, 1.9651362775588044, 557387.9502587445)
48.5, (-313772.388208873, 2.9457744333545115, 506952.8407244515)
49.5, (-292190.93428096536, 2.9305131391240375, 486314.9913067476)
50.5, (-381800.0710438833, 1.6593285229801271, 463723.03111961676)
51.5, (-246608.47534258457, 2.9203228131517687, 429212.73672146536)
52.5, (-327198.42746309977, 1.7885179425291384, 415856.2968826096)
53.5, (-283229.4122358744, 1.848625252136388, 375568.41469442524)
54.5, (-228403.26605318498, 2.388193459890057, 363008.6266822312)
55.5, (-214342.89579987124, 1.996380296729383, 330178.021171672)
56.5, (-208870.2581280413, 2.158376979190156, 323621.50089389994)
57.5, (-212188.82064871324, 1.8745583157358183, 307938.62960047636)
58.5, (-229045.63507785473, 1.587593097100417, 292715.13193652057)
59.5, (-200813.99325536314, 1.5553885917884887, 264551.5018499201)
60.5, (-177157.71002518284, 1.7794585535072527, 255706.78632399128)
61.5, (-193905.4880888306, 1.640358945277909, 250832.81015630116)
62.5, (-107662.04589323352, 3.3899539776721954, 232568.52727471982)
63.5, (-147019.84310943744, 1.7385994899933777, 221586.32867837622)
64.5, (-159222.00527219346, 1.5636653445771271, 210030.63033954691)
65.5, (-197119.98706642544, 1.1797682262920426, 206291.97235530883)
66.5, (-108465.34242776006, 2.183740269171036, 194728.00908884843)
67.5, (-103410.8209557231, 2.181374502104416, 183743.28513936067)
68.5, (-95632.09389675003, 2.1543828247150123, 175249.76257237143)
69.5, (-98208.15617932798, 1.96533406160624, 170340.8465003876)
70.5, (-106070.9998207973, 1.7241254967719988, 163491.3607114236)
71.5, (-70977.92214029374, 2.8244479014526838, 155501.19548922335)
72.5, (-77166.5917128015, 2.1532955952703983, 149154.28313459852)
73.5, (-101618.22593009028, 1.4190416691515466, 141077.56927653938)
74.5, (-41232.78775608152, 8.462085869648844, 136679.43676433535)
