1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 2770.3281),(2 4685.1733),(3 4962.053),(4 5269.1797),(5 5329.6846),(6 5513.4507),(7 5853.9375),(8 6130.361),(9 6366.9644),(10 6437.199),(11 6562.092),(12 6728.0425),(13 6944.689),(14 7017.0073),(15 7107.791),(16 7211.1353),(17 7310.311),(18 7287.6777),(19 7334.7466),(20 7370.0737),(21 7307.1353),(22 7332.8804),(23 7287.4077),(24 7166.191),(25 7074.512),(26 7047.9106),(27 7133.255),(28 7095.341),(29 6833.772),(30 6674.777),(31 6659.876),(32 6594.6777),(33 6431.006),(34 6278.8877),(35 6179.846),(36 6153.9087),(37 6126.4316),(38 6123.778),(39 6170.2363),(40 6215.432),(41 6233.6235),(42 6268.722),(43 6346.255),(44 6381.57),(45 6388.3003),(46 6561.469),(47 6602.334),(48 6709.4365),(49 6696.1475),(50 6751.501),(51 6832.2134),(52 6784.8574),(53 6875.193),(54 6862.521),(55 6886.681),(56 6904.4844),(57 6759.8423),(58 6848.4204),(59 6937.951),(60 7019.99),(61 6917.2314),(62 6873.896),(63 6885.719),(64 6921.9443),(65 6989.5464),(66 6972.872),(67 6917.8447),(68 6867.107),(69 6846.5776),(70 6842.16),(71 6820.075),(72 6794.9854),(73 6700.4404),(74 6719.973),(75 6895.244),(76 6884.605),(77 6894.4365),(78 6860.5996),(79 6927.953),
(1 2679.9197),(2 4425.357),(3 4648.7603),(4 4794.1816),(5 4933.262),(6 5283.987),(7 5602.9473),(8 5828.08),(9 6044.925),(10 6215.7803),(11 6429.9014),(12 6648.7456),(13 6839.6587),(14 6807.2725),(15 6911.6377),(16 7077.3643),(17 7183.0044),(18 7182.416),(19 7170.7705),(20 7223.4946),(21 7151.153),(22 7133.143),(23 6976.4106),(24 6845.5127),(25 6753.9336),(26 6809.5977),(27 6803.6704),(28 6786.9463),(29 6617.472),(30 6405.87),(31 6460.18),(32 6476.149),(33 6279.6807),(34 6107.949),(35 6054.906),(36 6089.7563),(37 5995.33),(38 6039.5654),(39 6111.7324),(40 6146.324),(41 6204.917),(42 6224.77),(43 6261.4224),(44 6338.959),(45 6334.5444),(46 6383.899),(47 6436.203),(48 6444.5474),(49 6494.4697),(50 6667.689),(51 6777.1606),(52 6736.7676),(53 6716.643),(54 6740.263),(55 6837.177),(56 6696.801),(57 6670.5435),(58 6644.3857),(59 6650.1367),(60 6646.232),(61 6647.6704),(62 6671.836),(63 6730.832),(64 6737.356),(65 6727.5522),(66 6805.0576),(67 6791.44),(68 6808.2925),(69 6858.9316),(70 6851.5674),(71 6921.1304),(72 7042.861),(73 6952.0674),(74 6976.721),(75 7048.522),(76 7020.632),(77 6983.934),(78 6870.19),(79 6900.2144),
(1 2740.8254),(2 4447.496),(3 4679.769),(4 4891.911),(5 4976.309),(6 5212.854),(7 5533.525),(8 5777.966),(9 5866.0005),(10 5963.7446),(11 6241.956),(12 6515.817),(13 6715.733),(14 6768.623),(15 6830.1963),(16 6915.6763),(17 7020.9663),(18 7021.967),(19 7074.521),(20 7039.4546),(21 7083.7915),(22 7041.134),(23 6925.311),(24 6869.3955),(25 6805.966),(26 6816.0903),(27 6866.2046),(28 6711.8535),(29 6586.9004),(30 6465.1367),(31 6492.2676),(32 6475.459),(33 6311.6616),(34 6194.2544),(35 6278.5737),(36 6351.3276),(37 6310.06),(38 6274.178),(39 6167.1973),(40 6067.5767),(41 6206.0845),(42 6298.1494),(43 6409.737),(44 6528.864),(45 6431.911),(46 6547.4565),(47 6672.48),(48 6569.119),(49 6565.006),(50 6603.09),(51 6651.7217),(52 6741.706),(53 6751.757),(54 6668.3022),(55 6668.1387),(56 6651.6816),(57 6674.435),(58 6727.3438),(59 6711.94),(60 6650.303),(61 6599.675),(62 6760.1553),(63 6920.5166),(64 6831.153),(65 6809.895),(66 6799.81),(67 6840.9316),(68 6825.2725),(69 6802.3867),(70 6846.336),(71 6875.93),(72 6870.2686),(73 6893.4634),(74 6841.3877),(75 6904.4927),(76 7018.8623),(77 7048.2295),(78 6999.5757),(79 6956.1133),
(1 2629.4504),(2 4280.459),(3 4392.487),(4 4669.3516),(5 4823.4116),(6 5130.5117),(7 5417.3286),(8 5687.032),(9 5890.072),(10 6024.234),(11 6244.775),(12 6482.595),(13 6595.8228),(14 6673.8022),(15 6725.702),(16 6849.4536),(17 6999.5317),(18 6880.592),(19 6891.679),(20 6861.8467),(21 6772.973),(22 6786.552),(23 6659.0645),(24 6602.699),(25 6629.2964),(26 6579.9585),(27 6561.2905),(28 6456.5835),(29 6207.8716),(30 5992.6934),(31 6146.888),(32 6178.686),(33 6095.0845),(34 6063.799),(35 6067.1167),(36 6007.6543),(37 5937.7144),(38 5906.592),(39 5874.1733),(40 5855.698),(41 5961.7686),(42 6029.703),(43 6066.951),(44 6135.1514),(45 6161.0767),(46 6221.8184),(47 6276.105),(48 6226.1235),(49 6281.7646),(50 6390.027),(51 6544.787),(52 6607.436),(53 6649.228),(54 6631.7866),(55 6584.831),(56 6550.3706),(57 6530.962),(58 6455.3325),(59 6516.452),(60 6488.1255),(61 6592.655),(62 6720.37),(63 6760.572),(64 6724.7827),(65 6728.0327),(66 6690.1055),(67 6731.8066),(68 6650.9),(69 6630.291),(70 6683.6055),(71 6700.664),(72 6793.3433),(73 6790.9883),(74 6777.9375),(75 6770.1245),(76 6833.394),(77 6906.2705),(78 6827.388),(79 6742.1772),
(1 2605.931),(2 4141.977),(3 4369.177),(4 4584.0576),(5 4717.1563),(6 5111.649),(7 5356.0654),(8 5689.543),(9 5876.745),(10 6132.001),(11 6392.2637),(12 6545.0405),(13 6650.0596),(14 6666.0796),(15 6747.6104),(16 6950.3374),(17 7111.0625),(18 7134.7153),(19 7225.652),(20 7213.7534),(21 7200.8765),(22 7144.966),(23 6942.343),(24 6813.6353),(25 6694.5776),(26 6795.382),(27 6723.5884),(28 6539.645),(29 6358.888),(30 6137.8506),(31 6075.1436),(32 5968.055),(33 5794.8843),(34 5702.067),(35 5764.9077),(36 5720.7446),(37 5642.385),(38 5605.8433),(39 5592.968),(40 5636.8965),(41 5779.105),(42 5824.985),(43 5752.322),(44 5778.0776),(45 5900.2153),(46 5962.8696),(47 5998.675),(48 6044.408),(49 6137.266),(50 6199.4976),(51 6354.0522),(52 6381.6323),(53 6431.103),(54 6389.07),(55 6420.8496),(56 6536.8965),(57 6570.3594),(58 6565.025),(59 6610.6885),(60 6562.657),(61 6672.0767),(62 6766.795),(63 6824.177),(64 6703.916),(65 6760.7056),(66 6836.7275),(67 6883.058),(68 6960.19),(69 6973.9766),(70 6928.135),(71 7018.424),(72 7046.9365),(73 6952.023),(74 6837.338),(75 6866.3843),(76 6871.069),(77 6957.015),(78 6951.049),(79 6944.2383),
(1 2538.1272),(2 4064.1265),(3 4270.0376),(4 4482.9434),(5 4652.9194),(6 4987.3613),(7 5276.6167),(8 5571.552),(9 5784.024),(10 5990.154),(11 6141.609),(12 6375.759),(13 6569.8306),(14 6611.9736),(15 6719.625),(16 6898.7544),(17 6981.6055),(18 6891.749),(19 7010.6655),(20 7033.125),(21 7003.6973),(22 6948.8237),(23 6934.088),(24 6808.6777),(25 6705.4697),(26 6707.002),(27 6582.4355),(28 6484.0444),(29 6230.4277),(30 6107.625),(31 6044.5444),(32 5928.2563),(33 5835.517),(34 5860.0313),(35 5844.0645),(36 5752.1377),(37 5696.015),(38 5641.8604),(39 5577.9644),(40 5583.308),(41 5692.862),(42 5789.5063),(43 5801.31),(44 5742.6523),(45 5830.8994),(46 5801.795),(47 5683.0645),(48 5758.0806),(49 5763.17),(50 5850.3984),(51 6057.398),(52 6203.5527),(53 6270.3433),(54 6278.2725),(55 6301.128),(56 6318.5117),(57 6315.35),(58 6314.2188),(59 6394.5093),(60 6348.253),(61 6512.3345),(62 6591.7075),(63 6476.7905),(64 6409.949),(65 6461.302),(66 6402.9775),(67 6454.0815),(68 6452.3857),(69 6461.28),(70 6574.107),(71 6535.262),(72 6565.841),(73 6610.7686),(74 6634.9775),(75 6683.4),(76 6758.5225),(77 6709.3047),(78 6707.779),(79 6673.018),
(1 2458.324),(2 3983.5176),(3 4115.7925),(4 4330.2036),(5 4526.7437),(6 4877.0527),(7 5127.1616),(8 5387.606),(9 5607.802),(10 5726.157),(11 5902.015),(12 6113.6685),(13 6273.171),(14 6392.067),(15 6471.0767),(16 6670.7974),(17 6670.389),(18 6560.391),(19 6689.3228),(20 6740.577),(21 6817.8794),(22 6717.026),(23 6580.924),(24 6438.821),(25 6228.066),(26 6220.441),(27 6187.3877),(28 6006.0464),(29 5789.054),(30 5730.4414),(31 5660.9526),(32 5585.5254),(33 5516.7236),(34 5513.304),(35 5500.4126),(36 5482.4375),(37 5416.261),(38 5401.6567),(39 5527.903),(40 5552.9326),(41 5582.6694),(42 5619.625),(43 5641.404),(44 5734.661),(45 5852.719),(46 5894.1094),(47 5850.81),(48 5821.9033),(49 5834.218),(50 5982.183),(51 5986.4917),(52 5997.8643),(53 6016.054),(54 6082.0024),(55 6107.4697),(56 6163.4688),(57 6173.037),(58 6254.558),(59 6292.9287),(60 6217.353),(61 6309.2793),(62 6381.0425),(63 6214.613),(64 6247.891),(65 6321.573),(66 6314.522),(67 6319.9155),(68 6253.7305),(69 6201.8286),(70 6191.796),(71 6184.1157),(72 6206.563),(73 6221.5996),(74 6130.059),(75 6131.1626),(76 6297.201),(77 6300.819),(78 6309.0205),(79 6262.089),
(1 2445.9504),(2 3889.509),(3 4112.952),(4 4363.542),(5 4558.8643),(6 4898.2715),(7 5201.671),(8 5378.8228),(9 5594.1265),(10 5824.3877),(11 5948.919),(12 6114.845),(13 6209.2183),(14 6371.338),(15 6516.67),(16 6668.3394),(17 6799.434),(18 6778.3755),(19 6821.0293),(20 6820.401),(21 6786.3267),(22 6648.1),(23 6474.603),(24 6440.044),(25 6354.87),(26 6399.574),(27 6284.382),(28 6089.135),(29 5991.284),(30 5900.5176),(31 5731.4004),(32 5647.789),(33 5625.1675),(34 5613.276),(35 5571.7983),(36 5537.1396),(37 5429.297),(38 5358.6377),(39 5478.0605),(40 5509.0996),(41 5574.827),(42 5603.2227),(43 5585.087),(44 5584.4375),(45 5741.729),(46 5735.299),(47 5723.3486),(48 5843.524),(49 6005.1177),(50 6086.981),(51 6111.508),(52 6101.6416),(53 6148.241),(54 6142.8594),(55 6236.2754),(56 6287.541),(57 6277.4937),(58 6301.9624),(59 6290.45),(60 6253.061),(61 6311.493),(62 6323.9155),(63 6257.233),(64 6203.095),(65 6254.0474),(66 6219.664),(67 6229.45),(68 6167.028),(69 6251.953),(70 6228.597),(71 6204.066),(72 6240.7227),(73 6176.131),(74 6143.8545),(75 6124.921),(76 6190.576),(77 6148.743),(78 6167.1113),(79 6168.2305),
(1 2473.7288),(2 3917.5337),(3 4076.3826),(4 4348.985),(5 4609.5186),(6 4897.2153),(7 5059.7534),(8 5216.0054),(9 5439.169),(10 5588.3296),(11 5766.719),(12 5951.447),(13 5955.59),(14 6075.5454),(15 6118.426),(16 6256.485),(17 6332.29),(18 6208.464),(19 6314.7163),(20 6363.694),(21 6328.0903),(22 6220.651),(23 6145.787),(24 6163.9277),(25 6100.3027),(26 6015.78),(27 5949.216),(28 5730.27),(29 5672.088),(30 5624.0303),(31 5500.3667),(32 5331.495),(33 5253.496),(34 5356.2285),(35 5323.793),(36 5266.8584),(37 5260.671),(38 5254.597),(39 5269.898),(40 5323.889),(41 5447.0693),(42 5406.738),(43 5405.539),(44 5492.9233),(45 5542.3496),(46 5527.1235),(47 5525.9863),(48 5529.3223),(49 5692.0327),(50 5790.486),(51 5749.5537),(52 5764.78),(53 5843.0024),(54 5827.7593),(55 5883.537),(56 5900.4355),(57 5924.5215),(58 5984.6777),(59 6007.476),(60 6005.855),(61 5970.583),(62 5891.3726),(63 5829.683),(64 5829.76),(65 5832.3564),(66 5811.2446),(67 5786.0737),(68 5727.0083),(69 5771.2324),(70 5836.396),(71 5882.258),(72 5921.605),(73 5948.725),(74 5839.946),(75 5851.777),(76 5868.3994),(77 5843.0313),(78 5804.5757),(79 5715.7725),
(1 2423.9836),(2 3850.8325),(3 4035.7734),(4 4292.4224),(5 4388.0493),(6 4687.5205),(7 4927.642),(8 5120.9053),(9 5272.086),(10 5445.4565),(11 5535.169),(12 5527.5654),(13 5641.023),(14 5796.889),(15 5986.069),(16 6179.22),(17 6149.392),(18 6071.9766),(19 6100.2954),(20 6122.5435),(21 6187.451),(22 6092.4063),(23 5970.9927),(24 5898.164),(25 5866.9404),(26 5939.9595),(27 5847.9736),(28 5699.8433),(29 5546.445),(30 5445.6567),(31 5371.988),(32 5364.684),(33 5299.793),(34 5281.383),(35 5264.1807),(36 5201.403),(37 5156.4165),(38 5171.1816),(39 5268.0483),(40 5279.0063),(41 5192.94),(42 5263.0522),(43 5358.0537),(44 5390.1655),(45 5411.6416),(46 5511.3203),(47 5503.827),(48 5503.791),(49 5601.367),(50 5620.359),(51 5512.165),(52 5492.174),(53 5560.878),(54 5613.1484),(55 5653.6543),(56 5605.2183),(57 5602.485),(58 5671.1563),(59 5709.0923),(60 5663.68),(61 5682.6045),(62 5612.851),(63 5593.214),(64 5603.886),(65 5614.8164),(66 5534.999),(67 5538.159),(68 5494.916),(69 5489.203),(70 5499.4087),(71 5561.3374),(72 5569.648),(73 5570.6387),(74 5683.065),(75 5766.169),(76 5745.9316),(77 5662.9604),(78 5630.0957),(79 5655.4204),
(1 2393.9019),(2 3738.8486),(3 3904.8247),(4 4155.954),(5 4330.6646),(6 4602.8643),(7 4859.486),(8 5116.8164),(9 5321.847),(10 5540.611),(11 5642.739),(12 5733.2),(13 5871.789),(14 6010.5044),(15 6092.229),(16 6294.1914),(17 6269.8096),(18 6220.6533),(19 6293.4434),(20 6212.9233),(21 6211.361),(22 6143.4614),(23 6089.136),(24 6038.274),(25 5908.5547),(26 5896.401),(27 5835.0547),(28 5772.9956),(29 5638.759),(30 5568.354),(31 5492.854),(32 5290.4014),(33 5230.87),(34 5272.35),(35 5235.648),(36 5194.138),(37 5147.4946),(38 5148.357),(39 5221.8145),(40 5288.91),(41 5210.3096),(42 5233.5796),(43 5344.037),(44 5484.0186),(45 5445.4946),(46 5512.1455),(47 5526.0996),(48 5573.201),(49 5661.5977),(50 5641.25),(51 5639.125),(52 5681.2197),(53 5716.0986),(54 5852.8125),(55 5828.2876),(56 5870.057),(57 5938.7334),(58 5994.89),(59 6039.648),(60 6002.336),(61 5907.7188),(62 5888.0205),(63 5849.999),(64 5756.3735),(65 5729.0845),(66 5748.6016),(67 5710.739),(68 5720.1743),(69 5665.2656),(70 5614.3965),(71 5676.2627),(72 5763.247),(73 5784.978),(74 5737.7603),(75 5757.3174),(76 5771.946),(77 5875.08),(78 5865.5063),(79 5856.8027),
(1 2375.4917),(2 3665.9404),(3 3809.4785),(4 4079.6362),(5 4202.7954),(6 4444.4136),(7 4722.9185),(8 4953.972),(9 5105.0986),(10 5269.633),(11 5399.1826),(12 5474.145),(13 5619.7607),(14 5702.0444),(15 5776.368),(16 5953.7324),(17 5847.271),(18 5763.6235),(19 5828.5435),(20 5850.838),(21 5764.746),(22 5661.842),(23 5649.6265),(24 5618.612),(25 5498.71),(26 5513.361),(27 5420.1406),(28 5336.8667),(29 5163.7217),(30 5129.8164),(31 5146.6387),(32 5047.479),(33 5042.072),(34 5034.6563),(35 4996.017),(36 4955.465),(37 4992.709),(38 5075.5107),(39 5080.7974),(40 5073.538),(41 5110.105),(42 5246.8145),(43 5265.6006),(44 5257.1196),(45 5302.3564),(46 5329.3643),(47 5416.1387),(48 5510.7764),(49 5466.491),(50 5490.835),(51 5528.2534),(52 5572.715),(53 5630.9697),(54 5585.247),(55 5544.0786),(56 5538.254),(57 5694.523),(58 5687.192),(59 5657.217),(60 5646.6704),(61 5566.045),(62 5520.2427),(63 5460.3013),(64 5409.112),(65 5386.566),(66 5470.2563),(67 5413.014),(68 5370.784),(69 5310.266),(70 5345.5273),(71 5350.425),(72 5380.6113),(73 5328.9917),(74 5406.373),(75 5488.8145),(76 5445.7075),(77 5341.2725),(78 5385.4424),(79 5362.6895),
(1 2344.881),(2 3655.7412),(3 3875.7935),(4 4147.2954),(5 4317.6675),(6 4587.4453),(7 4872.6807),(8 5097.1978),(9 5244.4688),(10 5365.0894),(11 5494.118),(12 5581.2314),(13 5707.0903),(14 5817.009),(15 5957.265),(16 6139.913),(17 6112.9463),(18 6108.0313),(19 6186.9355),(20 6213.589),(21 6189.352),(22 6014.7964),(23 6073.998),(24 6020.538),(25 5905.0034),(26 5834.5825),(27 5704.44),(28 5651.558),(29 5538.5903),(30 5491.32),(31 5340.239),(32 5245.4287),(33 5234.1826),(34 5240.2964),(35 5152.9946),(36 5135.398),(37 5132.0254),(38 5113.7407),(39 5153.4595),(40 5062.898),(41 5113.6563),(42 5281.048),(43 5329.548),(44 5382.0654),(45 5413.8267),(46 5415.5776),(47 5376.77),(48 5428.5356),(49 5452.7676),(50 5511.1436),(51 5538.1426),(52 5605.149),(53 5667.878),(54 5689.3623),(55 5690.6533),(56 5799.4316),(57 5851.331),(58 5762.618),(59 5785.4424),(60 5696.897),(61 5608.505),(62 5546.2163),(63 5655.8896),(64 5683.7046),(65 5621.8574),(66 5598.4224),(67 5591.7153),(68 5589.463),(69 5576.3613),(70 5601.8525),(71 5664.6533),(72 5671.4575),(73 5651.389),(74 5735.5483),(75 5712.3833),(76 5754.139),(77 5701.236),(78 5751.953),(79 5742.9414),
(1 2270.1467),(2 3488.94),(3 3646.295),(4 3890.9126),(5 4097.5444),(6 4348.2246),(7 4515.7207),(8 4711.178),(9 4914.5737),(10 5056.937),(11 5241.2583),(12 5362.8896),(13 5427.3447),(14 5604.9414),(15 5690.295),(16 5785.0293),(17 5728.694),(18 5765.361),(19 5778.5225),(20 5769.3623),(21 5669.839),(22 5597.3477),(23 5535.982),(24 5548.066),(25 5579.456),(26 5438.7593),(27 5298.8936),(28 5214.077),(29 5140.8525),(30 5065.0684),(31 4957.1875),(32 4804.8677),(33 4855.5586),(34 4831.2744),(35 4750.428),(36 4731.666),(37 4764.448),(38 4852.7974),(39 4838.0024),(40 4832.7725),(41 4909.5986),(42 4943.8096),(43 5034.1353),(44 5063.532),(45 5142.838),(46 5136.602),(47 5227.0933),(48 5320.102),(49 5322.2705),(50 5323.781),(51 5374.934),(52 5485.282),(53 5454.779),(54 5506.6025),(55 5506.344),(56 5541.8843),(57 5559.875),(58 5541.826),(59 5549.856),(60 5483.5273),(61 5487.3906),(62 5546.563),(63 5563.085),(64 5465.9927),(65 5484.629),(66 5507.5977),(67 5492.295),(68 5440.671),(69 5416.931),(70 5422.2505),(71 5405.312),(72 5380.058),(73 5404.1797),(74 5474.591),(75 5496.603),(76 5493.0776),(77 5533.329),(78 5487.584),(79 5467.706),
(1 2260.8083),(2 3391.4126),(3 3591.0327),(4 3800.4426),(5 3952.8022),(6 4256.3364),(7 4384.5713),(8 4552.254),(9 4785.627),(10 4872.9),(11 4997.553),(12 5084.4697),(13 5142.538),(14 5327.955),(15 5478.349),(16 5620.465),(17 5608.667),(18 5614.2324),(19 5646.2383),(20 5667.4497),(21 5666.531),(22 5620.706),(23 5567.612),(24 5527.827),(25 5473.7485),(26 5337.433),(27 5208.7515),(28 5121.5083),(29 5079.248),(30 4983.4795),(31 4870.1704),(32 4769.354),(33 4753.5703),(34 4738.53),(35 4672.9946),(36 4604.5767),(37 4620.511),(38 4627.613),(39 4650.1147),(40 4583.9536),(41 4701.691),(42 4776.998),(43 4879.4883),(44 4986.3447),(45 5032.06),(46 5007.7183),(47 5093.667),(48 5202.5103),(49 5196.622),(50 5230.8545),(51 5283.3223),(52 5299.724),(53 5288.2773),(54 5298.238),(55 5317.08),(56 5338.2524),(57 5333.208),(58 5278.236),(59 5292.8164),(60 5216.7153),(61 5217.2827),(62 5216.253),(63 5262.351),(64 5213.255),(65 5186.227),(66 5229.1616),(67 5241.483),(68 5199.8706),(69 5215.949),(70 5231.1787),(71 5195.1445),(72 5234.128),(73 5320.0703),(74 5339.7524),(75 5335.573),(76 5338.5645),(77 5421.2207),(78 5321.683),(79 5313.3384),
(1 2314.637),(2 3461.8171),(3 3728.0908),(4 4017.849),(5 4049.2424),(6 4418.1265),(7 4583.2773),(8 4706.8687),(9 4968.4155),(10 5066.574),(11 5272.0615),(12 5376.925),(13 5497.107),(14 5655.787),(15 5696.779),(16 5847.0425),(17 5820.2373),(18 5883.567),(19 5906.2305),(20 5864.0073),(21 5824.078),(22 5744.589),(23 5715.8496),(24 5602.941),(25 5615.9634),(26 5501.8525),(27 5440.9395),(28 5357.2666),(29 5240.208),(30 5189.5176),(31 5050.1924),(32 4894.0176),(33 4838.1235),(34 4847.528),(35 4816.4814),(36 4778.9175),(37 4822.88),(38 4854.9424),(39 4867.4365),(40 4874.3887),(41 4945.367),(42 5048.891),(43 5095.291),(44 5129.9355),(45 5158.8726),(46 5214.1743),(47 5213.8174),(48 5319.763),(49 5314.5947),(50 5424.855),(51 5423.763),(52 5402.738),(53 5374.1826),(54 5327.918),(55 5393.0137),(56 5423.51),(57 5365.6743),(58 5380.919),(59 5362.021),(60 5304.9497),(61 5287.6563),(62 5301.878),(63 5272.633),(64 5347.121),(65 5271.722),(66 5279.801),(67 5352.5635),(68 5339.914),(69 5319.5015),(70 5320.765),(71 5311.72),(72 5315.4517),(73 5358.1104),(74 5365.6675),(75 5334.5835),(76 5334.6313),(77 5288.919),(78 5258.5493),(79 5263.461),
(1 2228.9731),(2 3380.4814),(3 3620.3806),(4 3842.9497),(5 4008.897),(6 4346.5244),(7 4522.2744),(8 4623.571),(9 4781.934),(10 5056.3887),(11 5205.415),(12 5286.2905),(13 5455.3115),(14 5578.1797),(15 5706.311),(16 5731.2876),(17 5718.544),(18 5783.371),(19 5771.5254),(20 5720.7935),(21 5663.7896),(22 5581.2515),(23 5597.376),(24 5501.5894),(25 5505.5273),(26 5339.5283),(27 5222.2637),(28 5188.5854),(29 5197.6807),(30 5181.4473),(31 4976.1597),(32 4900.346),(33 4907.2466),(34 4817.7905),(35 4730.801),(36 4691.685),(37 4687.2876),(38 4693.435),(39 4658.739),(40 4651.0547),(41 4661.6523),(42 4726.0444),(43 4817.6777),(44 4805.399),(45 4935.721),(46 4960.881),(47 4945.706),(48 5007.8623),(49 5131.657),(50 5278.418),(51 5332.393),(52 5358.705),(53 5327.608),(54 5375.4287),(55 5379.7095),(56 5315.288),(57 5293.3774),(58 5341.95),(59 5249.72),(60 5204.2085),(61 5141.188),(62 5086.5386),(63 5044.445),(64 5059.025),(65 5079.865),(66 5151.7275),(67 5148.078),(68 5183.855),(69 5229.1255),(70 5201.512),(71 5188.6245),(72 5120.5293),(73 5070.233),(74 5075.731),(75 5141.6763),(76 5080.8276),(77 5069.1343),(78 5073.5996),(79 5131.2427),
