1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 95.34558),(2 110.42005),(3 117.48164),(4 122.73029),(5 127.041756),(6 129.51428),(7 132.02899),(8 135.44774),(9 137.39676),(10 138.35626),(11 142.28215),(12 141.20581),(13 141.9609),(14 141.45631),(15 143.32343),(16 144.52045),(17 146.2252),(18 145.69229),(19 143.49689),(20 144.91286),(21 143.80885),(22 145.56042),(23 146.24226),(24 144.82884),(25 147.72147),(26 149.67155),(27 147.93446),(28 147.11609),(29 149.24109),(30 148.69504),(31 148.95882),(32 149.03398),(33 152.32439),(34 151.84859),(35 150.6195),(36 150.46585),(37 150.8861),(38 152.0487),(39 150.5044),(40 149.2407),(41 150.41293),(42 147.74925),(43 149.67802),(44 150.84235),(45 149.55212),(46 151.06053),(47 152.4003),(48 152.88432),(49 152.27193),(50 156.43236),(51 155.86942),(52 156.51326),(53 159.38983),(54 157.92206),(55 160.65169),(56 162.38394),(57 161.27289),(58 160.73793),(59 161.83731),(60 162.41791),(61 164.39204),(62 165.70398),(63 162.84901),(64 162.26785),(65 163.80858),(66 161.95047),(67 162.42296),(68 163.81287),(69 163.11786),(70 161.87682),(71 158.80801),(72 156.84694),(73 157.61009),(74 158.67192),(75 158.93472),(76 156.14787),(77 156.0552),(78 153.65454),(79 153.60602),
(1 90.6283),(2 107.05623),(3 113.5355),(4 119.145905),(5 122.83878),(6 124.36193),(7 126.17363),(8 129.68156),(9 130.39218),(10 132.94165),(11 135.33937),(12 134.75613),(13 135.50916),(14 137.22322),(15 136.1821),(16 138.38338),(17 140.21825),(18 138.71979),(19 139.25623),(20 139.95604),(21 138.98985),(22 139.12982),(23 141.10838),(24 140.93906),(25 142.1743),(26 144.04071),(27 142.10718),(28 142.17747),(29 143.24707),(30 142.32863),(31 141.51764),(32 141.73418),(33 143.75403),(34 143.52223),(35 141.80821),(36 140.55203),(37 142.94873),(38 143.76999),(39 142.42673),(40 143.39618),(41 145.74492),(42 144.2203),(43 144.84894),(44 146.31206),(45 144.6469),(46 146.70215),(47 147.07158),(48 148.13626),(49 147.85477),(50 151.6524),(51 150.87386),(52 151.14732),(53 153.68901),(54 154.11475),(55 154.97055),(56 156.59798),(57 155.02666),(58 155.07088),(59 156.84584),(60 156.63087),(61 157.39925),(62 159.42264),(63 156.08105),(64 156.03966),(65 156.4812),(66 153.44853),(67 155.21738),(68 155.89331),(69 155.15512),(70 154.79971),(71 155.64745),(72 153.58437),(73 153.351),(74 153.26791),(75 152.5687),(76 149.80775),(77 152.03677),(78 149.60431),(79 150.18523),
(1 89.69476),(2 106.37234),(3 112.87524),(4 115.82938),(5 119.96185),(6 122.64241),(7 125.486465),(8 127.848656),(9 129.40445),(10 130.88626),(11 131.50996),(12 131.72478),(13 133.75673),(14 135.153),(15 135.16089),(16 136.02248),(17 140.47562),(18 137.48322),(19 139.37611),(20 138.89743),(21 138.18236),(22 139.16504),(23 139.17021),(24 138.64139),(25 140.84192),(26 142.20477),(27 140.86205),(28 140.94292),(29 144.03963),(30 142.16998),(31 141.46898),(32 143.88452),(33 143.97282),(34 144.35455),(35 144.29587),(36 144.25699),(37 144.36383),(38 143.52199),(39 142.0222),(40 143.58932),(41 144.66719),(42 143.18643),(43 143.58699),(44 144.94328),(45 143.34088),(46 143.76965),(47 146.47702),(48 145.97638),(49 145.34776),(50 149.797),(51 149.80374),(52 148.95955),(53 153.36635),(54 150.40793),(55 151.6769),(56 153.58275),(57 151.76164),(58 152.23787),(59 154.49078),(60 156.15718),(61 154.49695),(62 155.96832),(63 153.36711),(64 155.31406),(65 156.14236),(66 155.49905),(67 156.27191),(68 157.2172),(69 154.08284),(70 154.95111),(71 153.86295),(72 154.52759),(73 153.36769),(74 151.94577),(75 152.75381),(76 152.08899),(77 152.99731),(78 151.4601),(79 150.57745),
(1 89.88141),(2 104.28467),(3 111.72858),(4 116.75603),(5 121.230995),(6 122.37106),(7 125.007355),(8 127.71821),(9 128.94432),(10 131.50517),(11 132.65189),(12 133.13805),(13 133.47168),(14 135.00461),(15 136.87917),(16 137.27946),(17 138.4052),(18 137.064),(19 138.93527),(20 139.05363),(21 138.18524),(22 139.01488),(23 138.95674),(24 138.7673),(25 140.78757),(26 141.63042),(27 141.28172),(28 141.15637),(29 143.7701),(30 142.02008),(31 143.23405),(32 145.426),(33 144.07956),(34 144.01137),(35 145.76959),(36 145.55463),(37 144.48195),(38 145.1324),(39 141.90152),(40 142.13634),(41 143.24208),(42 142.52127),(43 144.2037),(44 146.21523),(45 145.27367),(46 144.42519),(47 149.14032),(48 148.18173),(49 146.88895),(50 150.76025),(51 150.59853),(52 151.10257),(53 153.73718),(54 152.961),(55 154.57202),(56 156.42003),(57 154.36987),(58 153.37581),(59 156.15393),(60 155.69287),(61 155.8219),(62 157.12811),(63 155.15865),(64 156.71324),(65 155.97119),(66 155.65765),(67 155.51811),(68 157.40358),(69 154.71652),(70 156.04878),(71 156.37346),(72 154.14935),(73 154.83333),(74 153.61824),(75 151.90742),(76 152.26686),(77 153.34758),(78 150.46327),(79 150.26273),
(1 86.20265),(2 100.41262),(3 107.90272),(4 113.39341),(5 116.70707),(6 117.77707),(7 121.34877),(8 123.466644),(9 122.84073),(10 124.94303),(11 127.54001),(12 128.4815),(13 129.076),(14 130.73001),(15 131.10818),(16 131.31374),(17 132.89725),(18 132.49477),(19 133.85739),(20 134.96347),(21 134.01468),(22 134.07436),(23 135.0024),(24 134.29378),(25 135.86644),(26 137.07103),(27 137.0459),(28 137.62311),(29 137.85594),(30 136.78963),(31 137.31047),(32 139.77223),(33 140.32903),(34 139.26338),(35 140.56995),(36 140.42714),(37 141.59108),(38 140.86232),(39 137.37111),(40 138.36015),(41 138.81093),(42 138.20554),(43 138.87378),(44 139.4905),(45 138.27985),(46 139.76782),(47 142.57364),(48 142.62299),(49 141.94566),(50 145.3057),(51 144.48373),(52 144.99557),(53 145.2974),(54 146.16402),(55 146.06026),(56 146.41618),(57 145.50272),(58 146.18422),(59 149.49902),(60 147.94276),(61 149.7638),(62 149.92725),(63 147.93723),(64 150.58858),(65 149.65974),(66 148.86702),(67 150.45964),(68 150.499),(69 148.16768),(70 148.78365),(71 150.341),(72 146.90608),(73 148.21564),(74 148.02704),(75 145.57228),(76 144.41643),(77 145.77702),(78 146.00839),(79 145.51912),
(1 84.68203),(2 98.784645),(3 106.82672),(4 110.894),(5 113.47407),(6 117.0691),(7 120.11061),(8 123.05341),(9 123.214455),(10 126.0352),(11 127.546074),(12 128.77997),(13 129.66603),(14 130.86534),(15 131.65659),(16 132.48816),(17 133.59787),(18 132.70927),(19 133.86128),(20 135.66782),(21 134.80827),(22 135.00423),(23 136.22615),(24 135.20975),(25 135.85458),(26 137.08575),(27 137.54181),(28 137.44162),(29 137.85017),(30 137.6563),(31 137.18056),(32 140.24655),(33 138.64484),(34 138.51123),(35 139.82954),(36 139.5544),(37 139.47435),(38 140.98743),(39 137.33789),(40 138.42635),(41 138.28522),(42 138.06944),(43 138.91473),(44 139.79982),(45 138.07953),(46 139.86816),(47 142.8891),(48 142.56256),(49 142.49002),(50 146.54427),(51 144.43951),(52 145.39857),(53 147.26392),(54 146.06927),(55 147.11002),(56 150.17339),(57 149.10905),(58 148.15486),(59 149.2334),(60 148.3977),(61 149.03442),(62 150.52321),(63 149.66486),(64 150.60777),(65 152.87509),(66 150.61597),(67 151.10205),(68 149.14813),(69 149.92178),(70 150.73692),(71 149.83704),(72 147.08199),(73 147.18826),(74 146.56578),(75 144.59106),(76 144.8955),(77 145.42195),(78 144.19649),(79 143.45787),
(1 83.82561),(2 97.77438),(3 104.5079),(4 108.14623),(5 111.4563),(6 113.49111),(7 115.187294),(8 118.95212),(9 118.70048),(10 120.57011),(11 123.97212),(12 123.992226),(13 124.75756),(14 126.90516),(15 127.9164),(16 128.75359),(17 130.98322),(18 130.49336),(19 129.8883),(20 131.92303),(21 129.78453),(22 130.78285),(23 132.44608),(24 133.026),(25 133.33475),(26 135.59952),(27 134.27061),(28 134.26671),(29 136.63034),(30 135.1462),(31 135.11406),(32 136.17453),(33 136.2871),(34 137.71523),(35 138.57318),(36 137.99997),(37 136.53033),(38 138.29063),(39 135.37581),(40 137.55327),(41 137.20444),(42 136.75485),(43 136.87653),(44 137.87086),(45 137.71751),(46 138.3965),(47 138.96538),(48 138.43935),(49 137.95024),(50 141.864),(51 141.09424),(52 142.62286),(53 143.02655),(54 141.59398),(55 142.01456),(56 143.84286),(57 140.99155),(58 139.58353),(59 141.85814),(60 140.98541),(61 141.20233),(62 145.61816),(63 142.53088),(64 143.0499),(65 143.87898),(66 140.70793),(67 140.55046),(68 142.1021),(69 143.22595),(70 143.42802),(71 143.07089),(72 139.31674),(73 139.82542),(74 138.6645),(75 137.88263),(76 139.06177),(77 141.82582),(78 140.2262),(79 139.36249),
(1 83.28389),(2 97.32966),(3 104.2546),(4 109.07994),(5 113.26207),(6 113.69621),(7 115.54834),(8 120.18618),(9 118.91614),(10 121.45449),(11 122.96918),(12 124.01927),(13 123.68844),(14 126.79329),(15 127.92091),(16 127.20691),(17 127.50466),(18 126.239365),(19 127.01314),(20 129.1506),(21 128.63094),(22 128.85512),(23 130.82297),(24 129.98953),(25 129.88992),(26 132.00876),(27 131.93095),(28 130.48557),(29 130.85347),(30 131.1982),(31 132.08414),(32 135.11093),(33 134.08931),(34 134.24973),(35 136.44951),(36 135.4423),(37 135.21298),(38 136.24742),(39 135.75032),(40 135.18001),(41 135.37553),(42 133.40823),(43 135.32907),(44 136.12225),(45 135.12805),(46 136.53885),(47 135.59335),(48 136.33018),(49 137.67503),(50 140.52768),(51 140.24045),(52 139.97238),(53 140.34904),(54 141.74104),(55 140.73965),(56 141.33916),(57 140.0046),(58 139.62187),(59 143.65646),(60 142.49908),(61 141.14105),(62 144.43175),(63 141.58585),(64 142.50334),(65 143.66847),(66 141.789),(67 141.36258),(68 144.25508),(69 143.57645),(70 143.08318),(71 141.97403),(72 140.28091),(73 141.9079),(74 141.95029),(75 141.49855),(76 141.38899),(77 142.77615),(78 140.68423),(79 139.93315),
(1 81.94843),(2 95.26087),(3 101.869644),(4 106.58148),(5 110.890686),(6 112.144745),(7 113.40885),(8 116.22564),(9 117.02331),(10 119.16534),(11 119.8115),(12 120.478546),(13 121.02448),(14 123.73369),(15 124.7275),(16 125.249565),(17 127.33635),(18 125.71738),(19 127.008064),(20 127.87067),(21 127.883995),(22 127.06812),(23 128.911),(24 128.8231),(25 129.02184),(26 130.86244),(27 130.2008),(28 128.62779),(29 129.0439),(30 129.19849),(31 128.95918),(32 131.2703),(33 131.6215),(34 131.07895),(35 132.5972),(36 133.21626),(37 132.69623),(38 133.12039),(39 131.05284),(40 132.01047),(41 133.30328),(42 131.67622),(43 131.78365),(44 134.07271),(45 131.7746),(46 133.22408),(47 132.42174),(48 133.64487),(49 133.92226),(50 138.03966),(51 135.94095),(52 136.98117),(53 138.36101),(54 137.27263),(55 137.22485),(56 137.43062),(57 137.6222),(58 138.26454),(59 140.11115),(60 140.4389),(61 138.85526),(62 141.5022),(63 139.55545),(64 138.48676),(65 140.39609),(66 139.92694),(67 138.21913),(68 142.01033),(69 140.99495),(70 140.18716),(71 138.2826),(72 138.62529),(73 139.07347),(74 139.78242),(75 139.56891),(76 138.2412),(77 138.0432),(78 138.47893),(79 137.78595),
(1 80.51466),(2 93.13417),(3 100.62728),(4 103.708984),(5 107.51531),(6 109.08488),(7 110.64319),(8 112.61113),(9 114.9833),(10 116.82688),(11 118.83614),(12 118.6974),(13 120.63565),(14 122.61805),(15 122.63181),(16 122.83786),(17 123.07338),(18 121.99735),(19 123.48681),(20 125.66789),(21 123.55346),(22 122.91216),(23 123.98335),(24 123.89802),(25 124.63848),(26 126.8518),(27 126.68038),(28 125.90421),(29 125.674835),(30 125.37906),(31 126.84045),(32 129.49232),(33 128.0403),(34 127.6723),(35 128.41904),(36 129.62022),(37 128.9738),(38 130.41414),(39 128.833),(40 128.87994),(41 129.72928),(42 128.95483),(43 128.15251),(44 128.9585),(45 128.02637),(46 128.57481),(47 129.06433),(48 130.4462),(49 129.17409),(50 132.60376),(51 132.01363),(52 132.90814),(53 133.31143),(54 132.42192),(55 133.41257),(56 135.51335),(57 134.0085),(58 134.58499),(59 134.86238),(60 136.34222),(61 136.09859),(62 137.60039),(63 136.42567),(64 137.63683),(65 136.99402),(66 135.70824),(67 135.47716),(68 136.73035),(69 136.85977),(70 135.62756),(71 135.70982),(72 134.69681),(73 135.9633),(74 136.42896),(75 135.10916),(76 133.8068),(77 134.85594),(78 135.42969),(79 134.69054),
(1 78.842705),(2 91.4043),(3 98.739624),(4 101.89897),(5 104.6681),(6 108.31668),(7 109.8984),(8 112.73039),(9 114.94324),(10 117.36006),(11 118.02802),(12 118.16303),(13 119.3729),(14 121.15565),(15 120.83563),(16 120.76225),(17 121.3766),(18 121.77391),(19 123.344315),(20 124.476234),(21 124.4531),(22 125.428856),(23 127.10456),(24 127.19186),(25 127.718834),(26 129.862),(27 129.30827),(28 128.92133),(29 130.20763),(30 128.96582),(31 131.73683),(32 133.53777),(33 132.00484),(34 132.64067),(35 131.59135),(36 130.94717),(37 131.63937),(38 133.55142),(39 131.52446),(40 130.93706),(41 133.15639),(42 131.64334),(43 132.32684),(44 133.0903),(45 131.04933),(46 131.01595),(47 132.1536),(48 132.2142),(49 131.45653),(50 134.12549),(51 133.61404),(52 135.62225),(53 135.35593),(54 134.9726),(55 135.35817),(56 136.16057),(57 134.78752),(58 134.31802),(59 136.15309),(60 135.0165),(61 136.29842),(62 138.21555),(63 135.306),(64 135.5849),(65 136.63063),(66 136.59209),(67 137.41098),(68 138.57074),(69 138.71638),(70 138.34),(71 138.78958),(72 137.22044),(73 137.94826),(74 137.76826),(75 137.1891),(76 135.8364),(77 137.16946),(78 136.0697),(79 135.92116),
(1 78.58667),(2 92.17338),(3 97.58512),(4 102.05223),(5 104.76509),(6 107.9577),(7 109.55043),(8 111.724655),(9 113.78935),(10 115.88485),(11 116.90827),(12 116.99391),(13 117.80623),(14 120.4321),(15 119.12389),(16 118.16405),(17 119.95007),(18 119.76291),(19 121.60343),(20 122.311935),(21 122.82254),(22 122.74079),(23 123.18467),(24 123.60815),(25 125.089035),(26 127.496284),(27 126.13805),(28 125.93338),(29 128.85677),(30 126.33729),(31 127.73999),(32 128.61716),(33 129.01357),(34 127.10713),(35 127.970085),(36 127.46998),(37 127.69222),(38 129.86241),(39 129.3223),(40 127.79347),(41 130.33044),(42 129.05804),(43 129.35745),(44 131.49171),(45 130.06023),(46 131.06277),(47 132.15076),(48 132.01149),(49 131.88524),(50 134.04173),(51 132.26857),(52 135.03587),(53 134.13269),(54 131.8989),(55 132.72818),(56 133.12894),(57 132.7892),(58 131.9481),(59 133.73465),(60 133.54265),(61 133.51651),(62 137.46654),(63 134.77588),(64 133.84906),(65 135.97308),(66 134.47865),(67 133.93895),(68 136.09499),(69 135.68619),(70 136.15846),(71 135.73134),(72 134.59326),(73 133.69627),(74 135.44446),(75 131.5164),(76 131.2278),(77 133.11449),(78 131.91156),(79 131.75948),
(1 77.78888),(2 90.73818),(3 96.81223),(4 101.62637),(5 105.447395),(6 107.70498),(7 110.36369),(8 111.627495),(9 112.80135),(10 114.6608),(11 116.07715),(12 115.84865),(13 116.39677),(14 119.250435),(15 118.73162),(16 118.96906),(17 119.65971),(18 118.74967),(19 120.98511),(20 122.13143),(21 122.536644),(22 123.07356),(23 124.80683),(24 124.96008),(25 125.69316),(26 126.99416),(27 127.196014),(28 126.54033),(29 128.43929),(30 126.99639),(31 127.35309),(32 129.23737),(33 129.95099),(34 128.86357),(35 130.35918),(36 128.9502),(37 128.8877),(38 129.77478),(39 128.81601),(40 126.50508),(41 128.45752),(42 126.319725),(43 126.52379),(44 128.79968),(45 127.346),(46 128.5651),(47 128.79787),(48 129.76888),(49 129.62543),(50 132.39447),(51 131.03958),(52 132.09703),(53 132.34036),(54 131.84178),(55 131.8144),(56 132.61911),(57 132.63704),(58 132.95882),(59 132.55745),(60 132.33977),(61 132.03424),(62 133.75876),(63 132.75699),(64 132.02623),(65 133.52252),(66 133.37143),(67 132.10162),(68 132.28705),(69 132.74858),(70 132.69434),(71 134.52322),(72 132.56093),(73 134.08614),(74 134.80383),(75 132.29622),(76 133.2993),(77 134.5368),(78 132.08208),(79 132.19968),
(1 74.618576),(2 87.29954),(3 93.55021),(4 97.79432),(5 101.86703),(6 103.503136),(7 105.16665),(8 107.335365),(9 109.819824),(10 110.91458),(11 112.65558),(12 113.54244),(13 113.25694),(14 115.096695),(15 113.98811),(16 115.83226),(17 115.26656),(18 114.882774),(19 115.59786),(20 117.23435),(21 115.63816),(22 116.88935),(23 118.31208),(24 118.628746),(25 119.029274),(26 120.165245),(27 119.33409),(28 120.45519),(29 121.36692),(30 121.86886),(31 122.98312),(32 124.37137),(33 125.32792),(34 124.840385),(35 126.32657),(36 122.851295),(37 124.51133),(38 124.75227),(39 122.75029),(40 123.05074),(41 124.1705),(42 121.85808),(43 123.20166),(44 124.2561),(45 121.58986),(46 122.89152),(47 123.93712),(48 124.40149),(49 124.012375),(50 127.133286),(51 126.63302),(52 127.72347),(53 127.69219),(54 128.30098),(55 127.99539),(56 128.61891),(57 129.07938),(58 127.65445),(59 127.962425),(60 128.06476),(61 127.23262),(62 128.83841),(63 127.277954),(64 126.592964),(65 128.28111),(66 128.31456),(67 128.84474),(68 128.30472),(69 128.66403),(70 128.34549),(71 130.64224),(72 128.57018),(73 128.49799),(74 130.1374),(75 127.33487),(76 128.16267),(77 130.59692),(78 127.053925),(79 126.286415),
(1 74.45817),(2 87.67771),(3 93.985725),(4 98.01495),(5 102.319565),(6 103.6533),(7 106.31243),(8 108.36847),(9 109.91774),(10 111.066696),(11 113.565125),(12 113.8559),(13 114.6745),(14 117.53071),(15 116.715904),(16 116.82287),(17 117.16136),(18 116.382996),(19 116.53391),(20 117.83614),(21 116.47445),(22 117.30723),(23 118.34721),(24 119.62859),(25 119.59691),(26 120.50902),(27 119.95819),(28 119.91813),(29 122.49017),(30 121.38386),(31 121.48236),(32 123.1107),(33 123.36416),(34 121.15274),(35 122.02639),(36 120.823555),(37 122.522606),(38 123.612976),(39 121.559326),(40 120.73305),(41 121.70896),(42 121.627396),(43 122.345345),(44 123.773),(45 122.46962),(46 123.41259),(47 123.94344),(48 125.30039),(49 124.90081),(50 126.51969),(51 125.72738),(52 125.04555),(53 126.61739),(54 124.83964),(55 125.28911),(56 127.66907),(57 128.41658),(58 127.199615),(59 129.37888),(60 127.47328),(61 128.9153),(62 131.05443),(63 129.2472),(64 129.5323),(65 130.6627),(66 130.57576),(67 129.20006),(68 130.2774),(69 128.09808),(70 129.972),(71 130.50517),(72 129.40472),(73 129.50461),(74 130.46642),(75 126.880844),(76 127.65801),(77 129.52576),(78 126.158554),(79 125.60781),
(1 74.56732),(2 88.06299),(3 93.04065),(4 96.53483),(5 100.05683),(6 102.95128),(7 104.89488),(8 107.48619),(9 108.20183),(10 109.90868),(11 112.11134),(12 111.13556),(13 112.55278),(14 116.3821),(15 114.858536),(16 113.904305),(17 114.45441),(18 114.38513),(19 113.73128),(20 115.99095),(21 116.04246),(22 117.05189),(23 117.20279),(24 116.03809),(25 118.7608),(26 120.75153),(27 119.91927),(28 120.838875),(29 122.89477),(30 123.11168),(31 122.72447),(32 124.46241),(33 123.3307),(34 122.87366),(35 123.01051),(36 122.42634),(37 123.19248),(38 123.38604),(39 121.30368),(40 120.46666),(41 121.02286),(42 120.58977),(43 120.54649),(44 122.41944),(45 122.21348),(46 121.62437),(47 122.4549),(48 123.18046),(49 122.56866),(50 125.11576),(51 123.32948),(52 124.01839),(53 125.406944),(54 124.44337),(55 123.81089),(56 127.30662),(57 126.15493),(58 127.453835),(59 128.72716),(60 127.796455),(61 128.22717),(62 129.59082),(63 128.29524),(64 129.14279),(65 129.8793),(66 130.5211),(67 129.93028),(68 131.79823),(69 129.16347),(70 129.94011),(71 129.68394),(72 128.71959),(73 130.21553),(74 129.86032),(75 128.26971),(76 130.04752),(77 129.76773),(78 127.63063),(79 128.0623),
(1 74.07791),(2 86.57045),(3 92.862816),(4 97.11491),(5 99.84755),(6 102.58781),(7 105.0935),(8 106.91422),(9 107.30329),(10 109.10728),(11 110.91972),(12 111.48008),(13 112.60362),(14 114.80804),(15 112.9599),(16 113.565605),(17 115.08644),(18 115.89238),(19 116.922295),(20 117.07709),(21 115.65727),(22 116.41412),(23 118.748375),(24 116.71696),(25 118.105316),(26 120.52823),(27 119.414505),(28 119.72635),(29 121.272835),(30 121.31327),(31 120.97131),(32 122.40579),(33 120.50502),(34 121.293686),(35 121.74556),(36 122.03144),(37 123.4591),(38 123.28377),(39 120.724014),(40 119.211914),(41 119.36715),(42 119.52694),(43 119.83661),(44 121.05086),(45 120.53461),(46 120.36536),(47 122.148796),(48 122.29013),(49 121.55156),(50 124.07704),(51 123.321266),(52 124.92204),(53 125.33671),(54 125.026215),(55 123.55692),(56 126.16558),(57 125.815186),(58 125.06669),(59 127.59587),(60 127.334984),(61 127.09817),(62 128.23286),(63 125.197395),(64 126.49291),(65 125.99137),(66 125.68112),(67 126.17433),(68 125.56223),(69 125.89935),(70 125.92611),(71 125.10021),(72 124.849266),(73 125.969666),(74 127.25965),(75 124.662315),(76 124.669205),(77 124.55913),(78 123.81644),(79 123.30456),
(1 71.792946),(2 84.40248),(3 91.04113),(4 94.58652),(5 97.19131),(6 98.799576),(7 101.9648),(8 104.392006),(9 105.20717),(10 107.83596),(11 109.42738),(12 110.91356),(13 111.35389),(14 113.77208),(15 112.13545),(16 112.91011),(17 114.3762),(18 114.25924),(19 114.43242),(20 115.76764),(21 115.43757),(22 114.52832),(23 116.27204),(24 114.20272),(25 115.621025),(26 116.72668),(27 117.29592),(28 117.72015),(29 117.47091),(30 117.67494),(31 116.28356),(32 117.33325),(33 117.214645),(34 117.34586),(35 117.89547),(36 117.77616),(37 118.33243),(38 119.0034),(39 118.47754),(40 117.76803),(41 118.17064),(42 117.488304),(43 118.30839),(44 119.11128),(45 117.68224),(46 117.55222),(47 119.37704),(48 118.43475),(49 119.33303),(50 120.70585),(51 120.54248),(52 121.41779),(53 122.66412),(54 121.43038),(55 121.90856),(56 124.139145),(57 124.45802),(58 123.276436),(59 125.02052),(60 125.01747),(61 124.85956),(62 126.85626),(63 123.884315),(64 124.22743),(65 125.3277),(66 125.24184),(67 125.99001),(68 126.155556),(69 126.07207),(70 124.9681),(71 124.37057),(72 122.94935),(73 124.42354),(74 124.59056),(75 123.25614),(76 123.556595),(77 123.57313),(78 122.870155),(79 122.93319),
